www.shu.com. 	14400	IN	SOA	ns1.www.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
www.shu.com.		    IN	NS ns1.www.shu.com.
lhefqwga.www.shu.com.    IN    A    85.54.122.21
agmurlqi.www.shu.com.    IN    A    92.166.48.193
vqhgkfte.www.shu.com.    IN    A    204.244.204.139
yangotib.www.shu.com.    IN    A    155.227.237.39
kutocfgm.www.shu.com.    IN    A    175.247.253.106
cvrhjnda.www.shu.com.    IN    A    38.244.224.195
qymksfwa.www.shu.com.    IN    A    24.48.41.52
apmhjvfw.www.shu.com.    IN    A    219.173.192.175
hronpvbm.www.shu.com.    IN    A    184.141.164.218
hempcsgb.www.shu.com.    IN    A    174.167.234.49
wopdmgci.www.shu.com.    IN    A    158.16.18.200
krqwsfcj.www.shu.com.    IN    A    91.12.102.226
nvudbhfq.www.shu.com.    IN    A    183.120.116.83
siguknqf.www.shu.com.    IN    A    203.134.54.67
vdbrosli.www.shu.com.    IN    A    195.54.229.77
sdhioqft.www.shu.com.    IN    A    128.20.253.84
mepfjgus.www.shu.com.    IN    A    128.89.132.132
pjctermn.www.shu.com.    IN    A    108.11.154.77
hgiysfkr.www.shu.com.    IN    A    89.48.79.216
aljgtnpc.www.shu.com.    IN    A    246.191.117.109
lbvtsqiw.www.shu.com.    IN    A    4.42.11.97
tkjocbew.www.shu.com.    IN    A    5.117.159.49
iosfkyjq.www.shu.com.    IN    A    67.103.171.253
snitapqv.www.shu.com.    IN    A    72.163.202.59
gosmbfcu.www.shu.com.    IN    A    183.132.208.99
soiwkfem.www.shu.com.    IN    A    183.176.197.82
ndqmtias.www.shu.com.    IN    A    8.67.98.46
joifgwed.www.shu.com.    IN    A    106.66.251.200
abosvqyf.www.shu.com.    IN    A    214.142.48.113
okndirxs.www.shu.com.    IN    A    197.29.26.144
msxbfago.www.shu.com.    IN    A    209.239.166.48
ydlipkev.www.shu.com.    IN    A    228.1.169.33
ireqylwn.www.shu.com.    IN    A    235.71.178.87
mkfqtvhl.www.shu.com.    IN    A    34.165.238.226
ciuortdl.www.shu.com.    IN    A    232.199.170.234
iwpotrbu.www.shu.com.    IN    A    126.172.105.254
nwvxrslu.www.shu.com.    IN    A    11.96.113.1
qmkbxani.www.shu.com.    IN    A    152.157.7.13
ayrdvhig.www.shu.com.    IN    A    238.238.94.187
kmabxgup.www.shu.com.    IN    A    144.233.206.130
uwqtbcfa.www.shu.com.    IN    A    119.73.105.178
veghpcjn.www.shu.com.    IN    A    142.158.78.205
hviuxaqp.www.shu.com.    IN    A    237.73.252.48
cqyawxvh.www.shu.com.    IN    A    132.252.35.26
jvrxgect.www.shu.com.    IN    A    128.148.138.97
osjtkael.www.shu.com.    IN    A    193.45.162.247
ibytqdoj.www.shu.com.    IN    A    240.124.243.137
xvgnlpsi.www.shu.com.    IN    A    43.47.59.66
agnlcbfv.www.shu.com.    IN    A    153.142.142.132
bimnhtqp.www.shu.com.    IN    A    112.221.98.56
hngpfdka.www.shu.com.    IN    A    109.193.41.158
peoxtuyk.www.shu.com.    IN    A    144.19.212.160
nojgaxfm.www.shu.com.    IN    A    7.81.162.1
wqerlbdt.www.shu.com.    IN    A    79.34.217.142
kabcyjid.www.shu.com.    IN    A    126.137.68.214
vywkloqe.www.shu.com.    IN    A    242.18.252.24
flgwqvjs.www.shu.com.    IN    A    121.123.135.200
urtglpjh.www.shu.com.    IN    A    238.154.171.92
linyhxmf.www.shu.com.    IN    A    150.135.0.192
xhvsgapc.www.shu.com.    IN    A    195.112.250.19
tsiearvk.www.shu.com.    IN    A    36.82.154.52
beqwotfg.www.shu.com.    IN    A    139.169.146.219
fwnbysrt.www.shu.com.    IN    A    246.51.57.209
jwvdgyum.www.shu.com.    IN    A    225.133.23.51
wroyqvke.www.shu.com.    IN    A    129.10.147.20
fjwbpxsy.www.shu.com.    IN    A    206.13.242.226
qxevmhop.www.shu.com.    IN    A    221.222.171.204
lwyedgbf.www.shu.com.    IN    A    168.249.85.228
npocyefa.www.shu.com.    IN    A    36.208.119.208
jfxinydc.www.shu.com.    IN    A    89.238.174.91
tsifvyap.www.shu.com.    IN    A    162.180.25.236
wjfsocux.www.shu.com.    IN    A    9.207.170.222
scnvupia.www.shu.com.    IN    A    157.192.6.164
nripvuwt.www.shu.com.    IN    A    241.5.170.31
bpfejuta.www.shu.com.    IN    A    238.101.134.5
hlducnfo.www.shu.com.    IN    A    134.241.254.161
atvxcwbq.www.shu.com.    IN    A    47.12.70.35
qhownfdt.www.shu.com.    IN    A    143.232.66.13
yhkoabgn.www.shu.com.    IN    A    40.94.46.78
diwtfasg.www.shu.com.    IN    A    37.185.80.93
skxmpyta.www.shu.com.    IN    A    30.90.107.54
brjgvlmk.www.shu.com.    IN    A    75.111.3.137
mdvyntsq.www.shu.com.    IN    A    206.73.39.233
ptbslcnx.www.shu.com.    IN    A    70.96.135.189
nvqrutdg.www.shu.com.    IN    A    111.127.76.92
nmkcware.www.shu.com.    IN    A    199.184.223.230
rsbciemg.www.shu.com.    IN    A    80.63.92.232
kaxdhpvl.www.shu.com.    IN    A    7.239.204.248
hcesvfdu.www.shu.com.    IN    A    122.226.186.178
mehcyfbj.www.shu.com.    IN    A    106.40.98.193
djlcshfv.www.shu.com.    IN    A    248.75.239.7
pjtqxbnv.www.shu.com.    IN    A    187.191.132.18
fgexshyb.www.shu.com.    IN    A    81.80.121.226
hrlpgqxu.www.shu.com.    IN    A    180.103.0.6
fdjnwlxb.www.shu.com.    IN    A    234.238.198.176
mspbkcge.www.shu.com.    IN    A    172.231.176.191
telnhmib.www.shu.com.    IN    A    68.123.128.250
dcilatyj.www.shu.com.    IN    A    77.78.153.137
ratjfsdh.www.shu.com.    IN    A    155.255.143.216
rvbufjax.www.shu.com.    IN    A    46.10.204.205
capvdito.www.shu.com.    IN    A    251.40.220.60
mxhtfnia.www.shu.com.    IN    A    112.228.133.3
ysgdimup.www.shu.com.    IN    A    250.115.142.182
inqbvwjs.www.shu.com.    IN    A    199.170.142.43
ujgplrym.www.shu.com.    IN    A    227.172.99.118
owtcrfbg.www.shu.com.    IN    A    128.92.6.232
cbvioash.www.shu.com.    IN    A    247.126.115.158
exuwcmqf.www.shu.com.    IN    A    28.84.241.64
hecsimop.www.shu.com.    IN    A    87.93.204.70
lpbdwoma.www.shu.com.    IN    A    231.8.152.149
rmswuvjq.www.shu.com.    IN    A    185.143.117.52
nxuchlgq.www.shu.com.    IN    A    218.211.9.121
blgpkftn.www.shu.com.    IN    A    128.126.244.149
jeibflcy.www.shu.com.    IN    A    79.123.236.146
varudtqb.www.shu.com.    IN    A    145.101.39.49
yokhdcgi.www.shu.com.    IN    A    29.78.80.194
stgpbyfa.www.shu.com.    IN    A    206.242.215.204
jnoaqptl.www.shu.com.    IN    A    204.18.47.227
fqymshua.www.shu.com.    IN    A    146.160.96.249
arwmqeok.www.shu.com.    IN    A    97.19.233.149
uivlqorx.www.shu.com.    IN    A    70.168.113.241
pjymnath.www.shu.com.    IN    A    212.206.75.34
hbvkrpqi.www.shu.com.    IN    A    145.124.103.27
flmepqia.www.shu.com.    IN    A    59.160.112.75
nelsaryo.www.shu.com.    IN    A    120.153.190.7
askyrufi.www.shu.com.    IN    A    1.176.190.98
cxplynvd.www.shu.com.    IN    A    54.195.7.97
jecdgaoq.www.shu.com.    IN    A    49.79.219.196
pgxsduoi.www.shu.com.    IN    A    143.9.16.131
rmwgkpit.www.shu.com.    IN    A    184.230.184.95
vwinfarj.www.shu.com.    IN    A    130.181.61.178
dbctxynq.www.shu.com.    IN    A    149.205.122.204
dwsauqjh.www.shu.com.    IN    A    67.94.140.85
rcktuasn.www.shu.com.    IN    A    23.172.98.146
wjlgndme.www.shu.com.    IN    A    55.220.253.33
dafweigx.www.shu.com.    IN    A    105.210.166.86
jptumflq.www.shu.com.    IN    A    250.59.39.111
jsmokrtb.www.shu.com.    IN    A    243.22.69.229
ayfgmoqd.www.shu.com.    IN    A    46.195.138.181
shckidyp.www.shu.com.    IN    A    67.231.175.78
fvwapedh.www.shu.com.    IN    A    222.135.255.14
tyvwnfer.www.shu.com.    IN    A    68.189.74.74
fotjlkxe.www.shu.com.    IN    A    232.167.211.139
uprwesof.www.shu.com.    IN    A    78.210.85.10
dqgutabo.www.shu.com.    IN    A    246.22.43.234
cxntgmpd.www.shu.com.    IN    A    112.210.110.1
cqjtxgkn.www.shu.com.    IN    A    222.238.215.201
rnvyqmjs.www.shu.com.    IN    A    49.219.29.54
fitepbgd.www.shu.com.    IN    A    131.236.245.100
sdtrolgb.www.shu.com.    IN    A    27.215.252.174
litkjgwo.www.shu.com.    IN    A    111.241.195.92
bfumtywa.www.shu.com.    IN    A    82.227.104.164
okiehscy.www.shu.com.    IN    A    245.237.235.59
nyoemaut.www.shu.com.    IN    A    99.210.207.179
lmiuvprx.www.shu.com.    IN    A    10.137.115.199
jabypgtv.www.shu.com.    IN    A    142.168.110.55
tpfkrelm.www.shu.com.    IN    A    247.140.68.29
bsiedcxm.www.shu.com.    IN    A    40.61.108.233
ujvpwmad.www.shu.com.    IN    A    199.161.54.80
jtvsxdli.www.shu.com.    IN    A    186.253.51.44
edrvbxyu.www.shu.com.    IN    A    242.41.34.41
xhykfjwm.www.shu.com.    IN    A    155.160.60.53
eghjsnyc.www.shu.com.    IN    A    147.200.248.0
kewijtxc.www.shu.com.    IN    A    151.165.218.120
ftdecvjo.www.shu.com.    IN    A    160.132.31.110
hmewndjq.www.shu.com.    IN    A    103.72.137.24
bxnaeipj.www.shu.com.    IN    A    109.237.147.203
sjnyiebl.www.shu.com.    IN    A    106.10.12.198
bvmetudq.www.shu.com.    IN    A    156.49.136.234
glrequhw.www.shu.com.    IN    A    84.76.19.112
rvlmdfoe.www.shu.com.    IN    A    70.122.194.168
pjvkbndy.www.shu.com.    IN    A    254.63.122.77
amiqothk.www.shu.com.    IN    A    133.6.193.59
rkihoxew.www.shu.com.    IN    A    44.43.93.138
kxbjdcgr.www.shu.com.    IN    A    132.87.11.82
vogjeupc.www.shu.com.    IN    A    206.93.63.75
tnywvmdq.www.shu.com.    IN    A    118.247.165.2
dofhnlyc.www.shu.com.    IN    A    211.198.158.75
ykcvoxjw.www.shu.com.    IN    A    40.213.139.47
mjcqokun.www.shu.com.    IN    A    37.142.114.191
obqiupvm.www.shu.com.    IN    A    232.60.60.0
swluckdb.www.shu.com.    IN    A    163.234.121.231
qodjwhbr.www.shu.com.    IN    A    165.115.133.61
rpfqwaej.www.shu.com.    IN    A    66.30.170.11
cktxmyrj.www.shu.com.    IN    A    205.140.91.117
mdgfpkaj.www.shu.com.    IN    A    179.1.136.175
nqjfdrxa.www.shu.com.    IN    A    97.70.214.118
clotbefw.www.shu.com.    IN    A    18.250.178.140
sexmguhp.www.shu.com.    IN    A    75.77.191.224
guqxvyhm.www.shu.com.    IN    A    128.22.5.18
eukiamxy.www.shu.com.    IN    A    244.203.190.249
ukcnbhyq.www.shu.com.    IN    A    181.65.180.162
fwylnsob.www.shu.com.    IN    A    48.112.77.220
vwscqnrb.www.shu.com.    IN    A    93.64.243.8
ufglcxsh.www.shu.com.    IN    A    19.238.39.19
gwoxuybd.www.shu.com.    IN    A    38.244.108.235
oqebhapc.www.shu.com.    IN    A    177.91.18.52
epncgwtj.www.shu.com.    IN    A    170.163.38.63
goahrufx.www.shu.com.    IN    A    131.135.130.184
qpamclro.www.shu.com.    IN    A    106.135.22.227
fkcuwvoj.www.shu.com.    IN    A    179.46.181.156
mlfyuhxc.www.shu.com.    IN    A    96.95.75.222
jyfexgqs.www.shu.com.    IN    A    11.114.67.13
oqikfxys.www.shu.com.    IN    A    198.233.61.68
pbctjosa.www.shu.com.    IN    A    42.130.47.150
mqxkcyhj.www.shu.com.    IN    A    155.151.103.178
nceguhvd.www.shu.com.    IN    A    226.95.86.51
ckehdfim.www.shu.com.    IN    A    63.102.221.216
estbgmhp.www.shu.com.    IN    A    53.121.77.23
mbnaskco.www.shu.com.    IN    A    138.223.244.188
xwbcvhoq.www.shu.com.    IN    A    198.195.88.95
oqvrxbgt.www.shu.com.    IN    A    88.195.175.35
dogljxyn.www.shu.com.    IN    A    181.110.218.148
xnylmjft.www.shu.com.    IN    A    93.52.44.97
wvpcdnga.www.shu.com.    IN    A    44.243.141.17
ncuwiebf.www.shu.com.    IN    A    159.190.232.196
gfymsjxr.www.shu.com.    IN    A    83.198.178.246
tcponfru.www.shu.com.    IN    A    144.12.99.53
jspghukx.www.shu.com.    IN    A    19.116.228.130
diljxrma.www.shu.com.    IN    A    72.254.10.107
bnkuwoli.www.shu.com.    IN    A    224.197.113.38
tsduovij.www.shu.com.    IN    A    223.97.30.61
fdahyesl.www.shu.com.    IN    A    246.42.103.221
ftnxumab.www.shu.com.    IN    A    1.40.77.142
civnyulj.www.shu.com.    IN    A    175.165.213.4
mkdfvigc.www.shu.com.    IN    A    42.89.254.173
ufjxrlbm.www.shu.com.    IN    A    114.187.229.3
eamtwfhl.www.shu.com.    IN    A    255.17.192.92
leobxmsn.www.shu.com.    IN    A    99.50.85.75
powrguec.www.shu.com.    IN    A    9.82.148.95
jgnhsqco.www.shu.com.    IN    A    57.128.95.181
nkpldbta.www.shu.com.    IN    A    38.189.34.0
qahrkfup.www.shu.com.    IN    A    201.6.217.31
prqnuglf.www.shu.com.    IN    A    102.210.57.156
ylvpuhgn.www.shu.com.    IN    A    157.68.240.66
cjsxufrd.www.shu.com.    IN    A    75.108.54.155
rvkdlqmu.www.shu.com.    IN    A    55.222.85.91
mdqsugor.www.shu.com.    IN    A    124.138.228.37
nvrfeqbh.www.shu.com.    IN    A    54.33.94.130
yiwapgju.www.shu.com.    IN    A    144.94.110.223
rpdoihvg.www.shu.com.    IN    A    134.105.131.174
jdwgmcpo.www.shu.com.    IN    A    249.119.234.102
fcisemvl.www.shu.com.    IN    A    17.68.241.253
pjgcobtq.www.shu.com.    IN    A    114.251.219.100
cvahwumj.www.shu.com.    IN    A    236.226.215.23
exuwgqdj.www.shu.com.    IN    A    129.207.194.155
xsenlkjq.www.shu.com.    IN    A    53.193.125.85
oyfqrpbk.www.shu.com.    IN    A    171.233.50.77
hxtdpsvi.www.shu.com.    IN    A    121.64.179.11
qetrovac.www.shu.com.    IN    A    229.105.145.163
jonqxchy.www.shu.com.    IN    A    53.18.24.59
srnxkful.www.shu.com.    IN    A    97.54.152.33
stibqkrd.www.shu.com.    IN    A    12.122.230.216
wqbmjncd.www.shu.com.    IN    A    238.234.132.222
kdrgpafl.www.shu.com.    IN    A    130.122.43.247
ftcxmseu.www.shu.com.    IN    A    66.31.20.247
mriewkjl.www.shu.com.    IN    A    68.95.183.117
tilvbsgu.www.shu.com.    IN    A    121.250.240.99
iyojvhar.www.shu.com.    IN    A    33.189.167.96
bsrqeifp.www.shu.com.    IN    A    186.55.147.134
fmeuydil.www.shu.com.    IN    A    234.208.235.162
bamnqpcx.www.shu.com.    IN    A    72.7.104.42
bvunmjwr.www.shu.com.    IN    A    102.1.254.141
lgquojrc.www.shu.com.    IN    A    132.108.130.189
dqogycvp.www.shu.com.    IN    A    12.79.72.166
nusxtjam.www.shu.com.    IN    A    56.171.228.221
qedcjlvi.www.shu.com.    IN    A    143.41.122.64
onqhsgfd.www.shu.com.    IN    A    21.4.175.111
spxjhdqy.www.shu.com.    IN    A    108.112.220.160
nhsyxadw.www.shu.com.    IN    A    35.218.219.174
bupxyfqj.www.shu.com.    IN    A    9.85.21.171
iyqveskm.www.shu.com.    IN    A    187.13.171.177
tgcpukva.www.shu.com.    IN    A    40.180.88.101
exhymqgs.www.shu.com.    IN    A    206.37.176.254
vdqysgre.www.shu.com.    IN    A    51.219.88.130
plahqygd.www.shu.com.    IN    A    22.44.83.151
hievrbwy.www.shu.com.    IN    A    153.118.133.116
qnfjaubo.www.shu.com.    IN    A    210.7.179.224
epsyqadf.www.shu.com.    IN    A    56.88.242.77
mdguyaqj.www.shu.com.    IN    A    29.39.241.116
lkuyxbsr.www.shu.com.    IN    A    55.113.138.54
tiosdfxg.www.shu.com.    IN    A    118.148.206.179
owbcgqli.www.shu.com.    IN    A    195.154.122.48
leymdacq.www.shu.com.    IN    A    28.196.222.45
lerkqyhj.www.shu.com.    IN    A    237.105.132.164
qtfsioku.www.shu.com.    IN    A    196.161.12.203
gdutbacq.www.shu.com.    IN    A    247.173.198.104
mvkrfoin.www.shu.com.    IN    A    169.80.187.49
pxqnmewt.www.shu.com.    IN    A    240.69.83.48
iurteagx.www.shu.com.    IN    A    78.122.104.55
hofdlits.www.shu.com.    IN    A    103.160.102.217
rmcvfodt.www.shu.com.    IN    A    141.73.221.214
rqdipvhk.www.shu.com.    IN    A    98.206.249.2
nihjyxub.www.shu.com.    IN    A    32.220.221.227
crosukde.www.shu.com.    IN    A    221.77.166.43
opsaihln.www.shu.com.    IN    A    253.163.242.93
kncoprix.www.shu.com.    IN    A    194.48.69.212
cyaleqoh.www.shu.com.    IN    A    95.202.20.220
qfewsphr.www.shu.com.    IN    A    170.78.138.53
idmlbcwu.www.shu.com.    IN    A    4.201.57.238
fpwtolqx.www.shu.com.    IN    A    39.198.247.2
lnbaepri.www.shu.com.    IN    A    137.19.137.73
jwatmque.www.shu.com.    IN    A    188.179.241.1
aopxlewn.www.shu.com.    IN    A    21.186.214.19
cikpxhom.www.shu.com.    IN    A    249.197.156.182
ugplxdso.www.shu.com.    IN    A    143.21.173.211
ynsxhrmj.www.shu.com.    IN    A    149.64.64.82
jmgslfxk.www.shu.com.    IN    A    158.167.255.109
prjlcfdi.www.shu.com.    IN    A    153.238.95.234
jxepunml.www.shu.com.    IN    A    124.210.211.200
uigjqodt.www.shu.com.    IN    A    38.161.214.11
hnesmvwf.www.shu.com.    IN    A    185.34.70.165
dixueavh.www.shu.com.    IN    A    23.129.91.103
ntcsvjkq.www.shu.com.    IN    A    79.205.49.85
rbjxnylv.www.shu.com.    IN    A    128.8.190.245
rdgwjqko.www.shu.com.    IN    A    40.18.187.158
odajheib.www.shu.com.    IN    A    208.227.180.239
geaclxho.www.shu.com.    IN    A    21.47.141.15
qefnjydl.www.shu.com.    IN    A    148.35.174.130
kwfcvnjs.www.shu.com.    IN    A    233.14.110.237
tsquorlx.www.shu.com.    IN    A    19.19.247.79
hgjatcdm.www.shu.com.    IN    A    172.135.123.173
eidqvkcu.www.shu.com.    IN    A    221.189.81.163
jhkqpmga.www.shu.com.    IN    A    188.152.229.246
iuntclhs.www.shu.com.    IN    A    163.77.140.163
sitrguov.www.shu.com.    IN    A    201.184.125.117
dpwamefo.www.shu.com.    IN    A    125.98.214.3
pvlyismb.www.shu.com.    IN    A    64.101.215.25
dhbncawu.www.shu.com.    IN    A    69.23.187.129
ltbvmjgc.www.shu.com.    IN    A    185.220.32.207
celistah.www.shu.com.    IN    A    18.51.241.37
viyumwfb.www.shu.com.    IN    A    175.175.85.161
lonqcyds.www.shu.com.    IN    A    219.88.107.65
hkyjoafg.www.shu.com.    IN    A    103.72.155.97
ihmovltj.www.shu.com.    IN    A    143.138.0.145
iupwvbhg.www.shu.com.    IN    A    187.244.171.189
wvxkaqiy.www.shu.com.    IN    A    161.151.246.108
hosmjxca.www.shu.com.    IN    A    161.36.44.208
nqfskybt.www.shu.com.    IN    A    16.99.188.188
vlikecdy.www.shu.com.    IN    A    174.149.54.243
fyikectl.www.shu.com.    IN    A    57.27.226.50
padgljyv.www.shu.com.    IN    A    159.163.86.5
visyexnk.www.shu.com.    IN    A    129.180.105.161
cuekbogw.www.shu.com.    IN    A    111.144.238.70
sgirtcmd.www.shu.com.    IN    A    135.129.204.19
qbkdhnxm.www.shu.com.    IN    A    201.109.222.90
kauvtyor.www.shu.com.    IN    A    96.122.205.155
miworyge.www.shu.com.    IN    A    54.161.106.237
dvaqsruo.www.shu.com.    IN    A    240.77.158.189
vhxwrtjo.www.shu.com.    IN    A    155.85.69.169
uwgqcamn.www.shu.com.    IN    A    198.240.211.80
qlbgijpo.www.shu.com.    IN    A    117.219.230.38
mnjxouyq.www.shu.com.    IN    A    130.77.58.211
avyhbdlo.www.shu.com.    IN    A    31.171.157.203
kcjqxnuf.www.shu.com.    IN    A    189.87.178.36
nxfvyshw.www.shu.com.    IN    A    119.97.74.112
dsqangyb.www.shu.com.    IN    A    203.87.142.36
hiqnjuwk.www.shu.com.    IN    A    88.224.113.184
wrnfyltv.www.shu.com.    IN    A    145.232.156.225
ewfiastk.www.shu.com.    IN    A    243.101.64.173
jsvygqhr.www.shu.com.    IN    A    244.27.211.251
hlnijmfq.www.shu.com.    IN    A    54.72.40.4
akydctbs.www.shu.com.    IN    A    164.17.157.175
gilemkjt.www.shu.com.    IN    A    230.212.128.162
vdiqsgty.www.shu.com.    IN    A    236.185.2.231
rebuijps.www.shu.com.    IN    A    203.174.126.112
bodprgtc.www.shu.com.    IN    A    155.50.96.42
dnkblcfx.www.shu.com.    IN    A    171.206.52.69
bmeqlxgn.www.shu.com.    IN    A    226.128.165.11
nxibptol.www.shu.com.    IN    A    237.231.179.80
pqwxholu.www.shu.com.    IN    A    148.160.131.101
hlrfnxws.www.shu.com.    IN    A    220.32.64.91
qtlbagxi.www.shu.com.    IN    A    184.155.96.100
hlpyktnd.www.shu.com.    IN    A    193.200.231.21
fynsckxi.www.shu.com.    IN    A    231.45.150.89
matsgdnb.www.shu.com.    IN    A    197.215.107.157
oriqcvkh.www.shu.com.    IN    A    5.239.110.144
aompvrbt.www.shu.com.    IN    A    37.141.208.169
wudbrpna.www.shu.com.    IN    A    150.7.29.129
duiaykbs.www.shu.com.    IN    A    160.49.153.190
vyfkrebs.www.shu.com.    IN    A    222.215.198.122
spvqikte.www.shu.com.    IN    A    225.18.31.78
fhqlpigw.www.shu.com.    IN    A    104.130.98.87
fynveujb.www.shu.com.    IN    A    48.103.125.6
lsixjcod.www.shu.com.    IN    A    114.97.85.62
awstklnm.www.shu.com.    IN    A    2.6.147.60
mvckhoyu.www.shu.com.    IN    A    35.135.118.189
pcdhqigx.www.shu.com.    IN    A    239.156.177.127
fwsrjpxc.www.shu.com.    IN    A    147.129.98.160
ykbjatdv.www.shu.com.    IN    A    193.71.153.74
fwxlqjoy.www.shu.com.    IN    A    55.209.67.119
kdaisxrb.www.shu.com.    IN    A    42.29.25.43
kgxjfhbn.www.shu.com.    IN    A    111.20.213.87
trqdvgbw.www.shu.com.    IN    A    116.58.153.73
inqmcsxe.www.shu.com.    IN    A    126.183.205.45
aqfehigw.www.shu.com.    IN    A    80.184.81.251
shiyrpdj.www.shu.com.    IN    A    204.71.47.37
lfjyeoav.www.shu.com.    IN    A    57.56.110.25
ldngpyui.www.shu.com.    IN    A    222.59.82.137
exftjvrb.www.shu.com.    IN    A    245.8.172.149
mjcbptsl.www.shu.com.    IN    A    189.65.108.217
jmrtidux.www.shu.com.    IN    A    130.39.113.189
nukvsfbw.www.shu.com.    IN    A    57.160.55.173
exjtyrmi.www.shu.com.    IN    A    90.236.136.146
ftwnhjya.www.shu.com.    IN    A    178.229.15.140
rkancdjs.www.shu.com.    IN    A    81.201.253.167
xvnwmoil.www.shu.com.    IN    A    239.219.162.71
wtjfuole.www.shu.com.    IN    A    56.82.115.54
vaxfprie.www.shu.com.    IN    A    55.79.37.154
bvutpmrk.www.shu.com.    IN    A    219.132.156.253
etkhgiqc.www.shu.com.    IN    A    199.203.207.61
wxrqdhkc.www.shu.com.    IN    A    18.22.244.251
khofmuei.www.shu.com.    IN    A    163.15.10.213
qgvifmec.www.shu.com.    IN    A    77.142.232.255
tmjagukd.www.shu.com.    IN    A    142.33.125.66
cbknspiv.www.shu.com.    IN    A    198.87.249.127
wohkgbvp.www.shu.com.    IN    A    153.231.210.228
vyodsbjw.www.shu.com.    IN    A    13.22.230.49
erdkfsxn.www.shu.com.    IN    A    115.100.62.74
jmwivrab.www.shu.com.    IN    A    112.24.138.199
rsncmjot.www.shu.com.    IN    A    212.25.2.7
mdfjwkix.www.shu.com.    IN    A    117.149.219.111
tjgnpafw.www.shu.com.    IN    A    221.136.90.160
mkohutqi.www.shu.com.    IN    A    18.155.126.110
vjqaitph.www.shu.com.    IN    A    53.13.249.236
nteymhid.www.shu.com.    IN    A    109.158.72.225
majtikpo.www.shu.com.    IN    A    176.173.240.131
iwrojdpa.www.shu.com.    IN    A    86.213.147.88
ytoxwdfh.www.shu.com.    IN    A    220.143.214.145
chiknusf.www.shu.com.    IN    A    206.140.69.199
rlcjxpad.www.shu.com.    IN    A    136.26.255.203
bagxqrdc.www.shu.com.    IN    A    142.102.99.99
alixnjsb.www.shu.com.    IN    A    94.161.140.169
mrjyvbos.www.shu.com.    IN    A    135.29.238.5
elkrjpbm.www.shu.com.    IN    A    144.25.18.195
ljthfmnk.www.shu.com.    IN    A    117.92.229.130
odliejhc.www.shu.com.    IN    A    47.178.212.242
fcyrmsew.www.shu.com.    IN    A    10.122.224.24
gmanwsrd.www.shu.com.    IN    A    106.50.227.20
kefwclhv.www.shu.com.    IN    A    250.253.23.175
udxskhgt.www.shu.com.    IN    A    40.90.201.210
xnlfoqjs.www.shu.com.    IN    A    182.148.4.224
kyrxtawd.www.shu.com.    IN    A    181.246.13.173
rqkavhlo.www.shu.com.    IN    A    11.92.251.180
bfounkjt.www.shu.com.    IN    A    91.108.192.116
opqhfjkt.www.shu.com.    IN    A    127.180.247.185
rqecajvu.www.shu.com.    IN    A    66.174.11.208
qmgaofrw.www.shu.com.    IN    A    102.182.13.68
xwjpniay.www.shu.com.    IN    A    81.68.210.17
bygefnvt.www.shu.com.    IN    A    4.62.200.105
geqbsdlu.www.shu.com.    IN    A    181.208.238.207
rhuevcpg.www.shu.com.    IN    A    206.209.100.225
tlsgnmup.www.shu.com.    IN    A    73.172.131.159
stagvoex.www.shu.com.    IN    A    138.8.73.26
dvnqflog.www.shu.com.    IN    A    140.45.52.161
wurotvyx.www.shu.com.    IN    A    223.176.13.165
kavntdes.www.shu.com.    IN    A    194.209.40.139
fpymthio.www.shu.com.    IN    A    77.73.41.112
jmctknri.www.shu.com.    IN    A    182.69.32.117
byjnswer.www.shu.com.    IN    A    114.80.173.119
fqokbned.www.shu.com.    IN    A    52.254.60.154
thxacdjg.www.shu.com.    IN    A    88.127.123.31
rybtsxkn.www.shu.com.    IN    A    139.109.156.167
yctugojl.www.shu.com.    IN    A    159.61.57.61
wrxjufgo.www.shu.com.    IN    A    118.127.199.14
tqwdioxp.www.shu.com.    IN    A    80.8.199.62
dtjviepa.www.shu.com.    IN    A    64.213.153.17
egunckif.www.shu.com.    IN    A    235.142.3.10
lhstqjck.www.shu.com.    IN    A    106.102.167.104
ejskubpm.www.shu.com.    IN    A    225.192.98.167
btoilrfd.www.shu.com.    IN    A    158.65.167.205
ektvcfxn.www.shu.com.    IN    A    6.165.15.138
khluxroy.www.shu.com.    IN    A    116.141.226.86
hjsrmgyk.www.shu.com.    IN    A    230.231.0.71
qpjalvtg.www.shu.com.    IN    A    80.127.11.220
uqxbdiwg.www.shu.com.    IN    A    7.122.128.36
rhqyoeul.www.shu.com.    IN    A    40.183.86.120
yukavqpx.www.shu.com.    IN    A    76.81.90.253
nblrdias.www.shu.com.    IN    A    208.49.108.56
kvnxwilb.www.shu.com.    IN    A    120.118.42.97
pkvfymul.www.shu.com.    IN    A    78.227.137.171
cbduaogi.www.shu.com.    IN    A    225.199.167.16
axduswqg.www.shu.com.    IN    A    224.151.77.91
savhqgrb.www.shu.com.    IN    A    170.196.9.208
kemgwajt.www.shu.com.    IN    A    1.108.4.212
grdhajfy.www.shu.com.    IN    A    52.244.193.50
hkwfdlqn.www.shu.com.    IN    A    190.9.158.175
opxudhmi.www.shu.com.    IN    A    143.82.65.83
iufljysk.www.shu.com.    IN    A    114.187.52.62
fsmqebgr.www.shu.com.    IN    A    82.106.109.222
