math.pku.com.	14400	IN	SOA	ns1.math.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
math.pku.com.		    IN	NS ns1.math.pku.com.
eyonhlsu.math.pku.com.   IN    A    189.82.77.76
gaxqktwu.math.pku.com.   IN    A    28.47.213.53
cnibdxst.math.pku.com.   IN    A    247.45.177.40
cebuiwmh.math.pku.com.   IN    A    142.245.147.105
wuqchyre.math.pku.com.   IN    A    255.153.208.134
wisenpuk.math.pku.com.   IN    A    48.102.200.12
yguqthwr.math.pku.com.   IN    A    42.227.17.63
wkpvyase.math.pku.com.   IN    A    132.186.149.133
dwkyqhgs.math.pku.com.   IN    A    144.84.81.76
jkmyehxt.math.pku.com.   IN    A    217.46.108.220
acnoghxw.math.pku.com.   IN    A    222.5.150.69
wkmsfvhc.math.pku.com.   IN    A    59.73.199.216
ulnkrmtb.math.pku.com.   IN    A    243.79.223.254
ponlayue.math.pku.com.   IN    A    205.176.34.211
nioevqkr.math.pku.com.   IN    A    226.215.88.223
osgmjdif.math.pku.com.   IN    A    173.175.100.119
odveryup.math.pku.com.   IN    A    18.255.125.110
fdokujbq.math.pku.com.   IN    A    136.169.78.20
ywdqentv.math.pku.com.   IN    A    30.234.119.111
xykarefj.math.pku.com.   IN    A    64.143.112.106
mnaqjbrp.math.pku.com.   IN    A    118.109.140.90
dubxkevn.math.pku.com.   IN    A    119.249.48.142
kxpufljq.math.pku.com.   IN    A    78.213.197.232
feavlrjo.math.pku.com.   IN    A    137.132.173.27
qwvduliy.math.pku.com.   IN    A    255.168.253.173
ftgdlmpk.math.pku.com.   IN    A    90.115.167.37
focrybdp.math.pku.com.   IN    A    210.174.73.37
rbkvgxij.math.pku.com.   IN    A    177.194.194.111
ekwmbrhu.math.pku.com.   IN    A    231.80.138.112
koumwqsj.math.pku.com.   IN    A    183.84.124.224
qlhdyegf.math.pku.com.   IN    A    225.192.2.229
elrbthwi.math.pku.com.   IN    A    196.110.214.52
digjnoqh.math.pku.com.   IN    A    238.208.90.134
asenbrfp.math.pku.com.   IN    A    237.156.71.33
pyhefakn.math.pku.com.   IN    A    121.23.69.218
lhgsrufp.math.pku.com.   IN    A    245.237.75.185
skrgcfdh.math.pku.com.   IN    A    186.31.220.219
pomwfdlr.math.pku.com.   IN    A    11.168.179.154
oexctnwv.math.pku.com.   IN    A    177.90.238.44
cktgnila.math.pku.com.   IN    A    232.147.236.122
qfjumhxw.math.pku.com.   IN    A    83.149.252.153
lhkygcnm.math.pku.com.   IN    A    243.171.249.110
omeufylb.math.pku.com.   IN    A    110.12.86.84
ybhxujqo.math.pku.com.   IN    A    9.65.35.44
laryefpv.math.pku.com.   IN    A    102.166.242.102
qcftimrk.math.pku.com.   IN    A    164.28.26.167
uxvsmjlh.math.pku.com.   IN    A    72.178.11.144
vcupitja.math.pku.com.   IN    A    210.252.243.162
auvlxoqg.math.pku.com.   IN    A    247.161.98.64
btxramdc.math.pku.com.   IN    A    122.78.128.65
utfxmiay.math.pku.com.   IN    A    41.250.163.164
ynxlpefj.math.pku.com.   IN    A    98.121.47.85
uqyhtsrl.math.pku.com.   IN    A    181.217.129.177
vioprldn.math.pku.com.   IN    A    159.222.77.173
bxdvgcue.math.pku.com.   IN    A    137.33.9.40
qouvxmin.math.pku.com.   IN    A    98.82.170.93
mdgqbfcu.math.pku.com.   IN    A    242.27.134.175
kdvasfce.math.pku.com.   IN    A    171.100.235.30
hqfkptcd.math.pku.com.   IN    A    7.41.243.42
tpayuxjd.math.pku.com.   IN    A    253.21.77.87
odvlrujk.math.pku.com.   IN    A    244.231.119.68
qtdbmlxu.math.pku.com.   IN    A    233.214.134.173
axkwscpj.math.pku.com.   IN    A    137.29.215.48
igwkqehm.math.pku.com.   IN    A    30.64.168.173
tpdhrcyf.math.pku.com.   IN    A    207.141.108.175
isornvml.math.pku.com.   IN    A    101.103.3.33
cwimxblu.math.pku.com.   IN    A    0.237.141.97
ptuorxcn.math.pku.com.   IN    A    235.187.63.11
yivbuenm.math.pku.com.   IN    A    160.78.174.10
baekopln.math.pku.com.   IN    A    150.73.202.146
eaycbsfx.math.pku.com.   IN    A    171.229.182.166
ksnbfovc.math.pku.com.   IN    A    22.193.82.190
ixouvmrb.math.pku.com.   IN    A    29.118.34.76
twacdfru.math.pku.com.   IN    A    197.37.251.75
fjawghyn.math.pku.com.   IN    A    111.75.238.43
afdjlmoq.math.pku.com.   IN    A    69.215.236.26
ilarkqtp.math.pku.com.   IN    A    151.39.13.38
gdifemhc.math.pku.com.   IN    A    194.244.108.249
lwtxquoc.math.pku.com.   IN    A    67.111.69.67
cmewdvri.math.pku.com.   IN    A    155.154.240.166
wahpvbim.math.pku.com.   IN    A    221.84.210.201
klbsrnyi.math.pku.com.   IN    A    88.217.8.203
cdvlsmqe.math.pku.com.   IN    A    44.66.84.20
awhvxjlk.math.pku.com.   IN    A    134.142.198.81
hugmtvpl.math.pku.com.   IN    A    13.61.191.137
iqlaornh.math.pku.com.   IN    A    207.232.74.185
airfsdjq.math.pku.com.   IN    A    129.81.177.208
kmgcenjd.math.pku.com.   IN    A    91.208.166.32
ejudmqco.math.pku.com.   IN    A    77.15.105.33
cdlfoega.math.pku.com.   IN    A    3.121.161.16
dpnihwtl.math.pku.com.   IN    A    213.13.116.229
bqkgmlxa.math.pku.com.   IN    A    176.85.81.102
tpecvwgf.math.pku.com.   IN    A    246.57.245.70
qfvmjpgt.math.pku.com.   IN    A    168.51.122.75
vmliqkfx.math.pku.com.   IN    A    62.151.32.61
vmbfsluo.math.pku.com.   IN    A    28.58.249.172
yrfitkqb.math.pku.com.   IN    A    189.91.39.192
cmrkubtd.math.pku.com.   IN    A    65.245.248.78
eabqcgsk.math.pku.com.   IN    A    132.57.65.127
pseqfuym.math.pku.com.   IN    A    206.9.168.210
hcbaopqd.math.pku.com.   IN    A    120.244.136.84
vcqkpybi.math.pku.com.   IN    A    160.237.149.124
umvlxkcf.math.pku.com.   IN    A    249.31.5.121
biaghwjv.math.pku.com.   IN    A    143.18.121.155
dvbeknau.math.pku.com.   IN    A    92.70.45.115
ncbvgwya.math.pku.com.   IN    A    229.50.152.129
mvoirlbg.math.pku.com.   IN    A    253.63.141.209
cdqeopxb.math.pku.com.   IN    A    63.207.20.70
iolctbry.math.pku.com.   IN    A    40.191.188.111
nrpegysq.math.pku.com.   IN    A    171.15.171.125
oclpfsyv.math.pku.com.   IN    A    52.27.137.233
jrcsplgo.math.pku.com.   IN    A    171.134.204.174
fhbptavk.math.pku.com.   IN    A    163.198.132.118
dcqxmwfe.math.pku.com.   IN    A    33.191.122.246
luqswrbj.math.pku.com.   IN    A    212.165.220.54
slhuqcge.math.pku.com.   IN    A    229.110.77.216
pkwnedjq.math.pku.com.   IN    A    170.79.115.131
iqpfldhc.math.pku.com.   IN    A    14.74.31.173
cernjkmx.math.pku.com.   IN    A    55.3.106.116
nidjkblg.math.pku.com.   IN    A    112.162.255.32
ktjyfabd.math.pku.com.   IN    A    109.190.115.144
mvaxsung.math.pku.com.   IN    A    231.229.222.171
ehifravs.math.pku.com.   IN    A    135.40.5.155
culdjhgb.math.pku.com.   IN    A    11.238.81.18
hjqpxeic.math.pku.com.   IN    A    85.150.96.72
jtfurqyp.math.pku.com.   IN    A    119.150.150.51
ytwluckm.math.pku.com.   IN    A    201.125.139.11
ryfuvwkl.math.pku.com.   IN    A    215.88.133.156
rviqbsjf.math.pku.com.   IN    A    208.120.184.45
qwygluof.math.pku.com.   IN    A    125.50.74.178
ucvxtfaw.math.pku.com.   IN    A    7.229.213.33
fcrwxbnk.math.pku.com.   IN    A    2.152.84.71
agoucxqj.math.pku.com.   IN    A    89.162.67.50
jibwpdeu.math.pku.com.   IN    A    13.146.27.191
voqdmgbf.math.pku.com.   IN    A    142.159.174.110
cljugmeo.math.pku.com.   IN    A    56.113.230.239
lgjbevwu.math.pku.com.   IN    A    105.147.19.136
jwdxuiqh.math.pku.com.   IN    A    174.168.230.190
cmdhioxg.math.pku.com.   IN    A    244.22.19.190
miyxqcgu.math.pku.com.   IN    A    160.134.144.144
ogjfwyix.math.pku.com.   IN    A    26.174.139.188
mkguyslx.math.pku.com.   IN    A    215.140.142.178
dwxsjmgo.math.pku.com.   IN    A    171.87.218.10
shgljoyn.math.pku.com.   IN    A    223.218.27.56
vdhlupya.math.pku.com.   IN    A    238.37.109.201
xcvqgknr.math.pku.com.   IN    A    92.210.5.66
licayqdb.math.pku.com.   IN    A    48.131.233.7
iovdjfkn.math.pku.com.   IN    A    118.105.30.178
favcgrem.math.pku.com.   IN    A    175.102.114.2
wotnrhjb.math.pku.com.   IN    A    37.186.135.82
eqkvinmr.math.pku.com.   IN    A    144.114.51.241
iadjfnhg.math.pku.com.   IN    A    168.37.174.174
cxsfqkei.math.pku.com.   IN    A    127.108.230.85
cmfiktwo.math.pku.com.   IN    A    225.3.55.238
ydehaixn.math.pku.com.   IN    A    177.78.230.92
dqnwgpxj.math.pku.com.   IN    A    202.5.73.116
ncumsxlb.math.pku.com.   IN    A    88.41.225.212
qaphgbtl.math.pku.com.   IN    A    66.35.26.220
ierbngpk.math.pku.com.   IN    A    65.93.27.194
nkbatmeh.math.pku.com.   IN    A    10.197.64.240
xuorbpyn.math.pku.com.   IN    A    140.52.70.2
gxukijfm.math.pku.com.   IN    A    13.79.130.158
oelbfqus.math.pku.com.   IN    A    120.149.29.129
gpnvrkwc.math.pku.com.   IN    A    77.248.246.86
nbamghvr.math.pku.com.   IN    A    65.34.131.61
qtbrvipk.math.pku.com.   IN    A    214.218.138.69
yjuxensw.math.pku.com.   IN    A    186.178.201.243
sdbkrije.math.pku.com.   IN    A    217.197.159.120
uvqpbdyc.math.pku.com.   IN    A    90.127.228.155
bcvdlimp.math.pku.com.   IN    A    238.61.218.228
crkojqgf.math.pku.com.   IN    A    99.35.192.137
lsficmdj.math.pku.com.   IN    A    236.209.87.102
fvcbxqut.math.pku.com.   IN    A    232.71.48.21
yidasrub.math.pku.com.   IN    A    227.57.14.180
xenvatbr.math.pku.com.   IN    A    84.141.35.58
ahodiecj.math.pku.com.   IN    A    49.178.159.5
mktbwgxv.math.pku.com.   IN    A    12.19.178.165
wvcbfnie.math.pku.com.   IN    A    47.69.217.9
sgtjqpvh.math.pku.com.   IN    A    17.89.20.120
opcghewi.math.pku.com.   IN    A    41.128.97.177
uorthesf.math.pku.com.   IN    A    11.116.162.41
ysgbkadp.math.pku.com.   IN    A    49.91.150.39
dchpsiek.math.pku.com.   IN    A    254.209.217.38
nihyusfm.math.pku.com.   IN    A    229.143.23.86
vmcpexoi.math.pku.com.   IN    A    17.128.61.254
usckmxia.math.pku.com.   IN    A    147.208.23.73
jsuypdal.math.pku.com.   IN    A    111.54.202.224
rmwgcthn.math.pku.com.   IN    A    253.45.9.21
nxstwkov.math.pku.com.   IN    A    164.111.18.235
akbxqnpj.math.pku.com.   IN    A    222.62.167.200
esbtjlrc.math.pku.com.   IN    A    181.165.137.188
jihucaxd.math.pku.com.   IN    A    75.129.41.141
otukavrb.math.pku.com.   IN    A    53.65.97.153
gieajyvf.math.pku.com.   IN    A    239.63.239.164
kgnuhtvd.math.pku.com.   IN    A    63.1.61.132
lesftkxh.math.pku.com.   IN    A    150.127.145.6
lyswqcdj.math.pku.com.   IN    A    131.39.45.195
cmghksef.math.pku.com.   IN    A    231.180.65.206
emrsnpty.math.pku.com.   IN    A    164.21.165.166
wsetxjyp.math.pku.com.   IN    A    157.167.17.140
magdthxq.math.pku.com.   IN    A    253.33.159.34
cjpdhkwf.math.pku.com.   IN    A    83.206.148.55
rgjdebyu.math.pku.com.   IN    A    206.48.23.152
rbnafkhi.math.pku.com.   IN    A    240.36.12.7
nrwxgskb.math.pku.com.   IN    A    188.164.45.225
smhkvgun.math.pku.com.   IN    A    59.130.70.46
cspyvkxj.math.pku.com.   IN    A    249.210.77.89
wmoxjfup.math.pku.com.   IN    A    78.127.152.15
sqgtiefo.math.pku.com.   IN    A    155.120.231.249
chqafsuy.math.pku.com.   IN    A    142.230.183.145
myastjue.math.pku.com.   IN    A    176.247.56.221
hsowdqfx.math.pku.com.   IN    A    97.165.218.246
yioslden.math.pku.com.   IN    A    94.231.106.46
ljvnxura.math.pku.com.   IN    A    198.211.178.76
gvxlafcn.math.pku.com.   IN    A    182.52.169.73
sjuewnbi.math.pku.com.   IN    A    44.4.129.58
sohjuntg.math.pku.com.   IN    A    103.205.18.159
hwtugdnk.math.pku.com.   IN    A    211.146.9.2
roigvqwb.math.pku.com.   IN    A    10.225.10.101
vbqnjsgu.math.pku.com.   IN    A    103.56.21.220
aolbjewc.math.pku.com.   IN    A    84.140.250.171
tudybqmr.math.pku.com.   IN    A    236.201.250.234
navwrexs.math.pku.com.   IN    A    230.235.211.89
fahgncjd.math.pku.com.   IN    A    226.218.81.152
dwufjkxh.math.pku.com.   IN    A    94.198.161.149
qohdcmxl.math.pku.com.   IN    A    116.199.25.3
gcxpketw.math.pku.com.   IN    A    50.245.140.156
nxrgojfw.math.pku.com.   IN    A    110.156.83.153
oxbdapgk.math.pku.com.   IN    A    102.128.119.216
apdymcen.math.pku.com.   IN    A    207.136.112.51
jdcqgxkf.math.pku.com.   IN    A    4.246.129.80
dygwlqik.math.pku.com.   IN    A    101.102.54.220
umxadvet.math.pku.com.   IN    A    59.76.0.123
yelbgvkd.math.pku.com.   IN    A    21.155.233.180
ivaqwbmo.math.pku.com.   IN    A    5.179.207.208
chvrjlxp.math.pku.com.   IN    A    83.176.141.51
gbsyhoji.math.pku.com.   IN    A    58.235.248.240
bxkneapy.math.pku.com.   IN    A    137.136.26.225
sqhpengt.math.pku.com.   IN    A    234.201.238.80
dwkhxiup.math.pku.com.   IN    A    132.229.249.131
cbtiglhq.math.pku.com.   IN    A    239.123.246.4
euxpjtdo.math.pku.com.   IN    A    146.75.32.39
knicmetq.math.pku.com.   IN    A    75.80.74.62
bvnlawck.math.pku.com.   IN    A    6.139.251.132
qbehcsxl.math.pku.com.   IN    A    27.233.114.195
gifchpub.math.pku.com.   IN    A    149.24.219.28
ilroaguy.math.pku.com.   IN    A    227.97.150.161
tnadcufq.math.pku.com.   IN    A    88.204.96.84
vgkdqxyb.math.pku.com.   IN    A    192.177.35.207
debtjnqm.math.pku.com.   IN    A    149.166.249.241
dfhnaekx.math.pku.com.   IN    A    238.234.103.91
gscwfuot.math.pku.com.   IN    A    144.235.70.170
jopabdek.math.pku.com.   IN    A    101.72.85.76
ycglbtjk.math.pku.com.   IN    A    130.68.194.75
dvjwfyti.math.pku.com.   IN    A    174.209.107.29
gyevkdwh.math.pku.com.   IN    A    251.245.93.37
nhetlsdy.math.pku.com.   IN    A    127.253.73.197
ibwsoctv.math.pku.com.   IN    A    38.20.45.24
pmwxybhl.math.pku.com.   IN    A    132.30.220.42
qrhwxmft.math.pku.com.   IN    A    198.14.196.170
cjesyxhi.math.pku.com.   IN    A    105.191.62.193
uqebxwrj.math.pku.com.   IN    A    75.81.216.237
glohvjyk.math.pku.com.   IN    A    63.181.185.204
aqgcudhm.math.pku.com.   IN    A    28.9.78.240
jtdegcob.math.pku.com.   IN    A    72.150.28.209
evqurkcl.math.pku.com.   IN    A    27.53.208.112
fldhjytp.math.pku.com.   IN    A    198.201.219.20
nsvcofgx.math.pku.com.   IN    A    96.222.217.22
ewqsvhlt.math.pku.com.   IN    A    96.39.181.4
vkjsgdml.math.pku.com.   IN    A    11.117.254.102
naosgluw.math.pku.com.   IN    A    126.216.91.179
yucfdwmv.math.pku.com.   IN    A    167.192.232.67
mrlnijus.math.pku.com.   IN    A    151.48.112.229
fgckexwl.math.pku.com.   IN    A    225.26.142.58
xpnqyajb.math.pku.com.   IN    A    200.232.202.69
qmlfntwi.math.pku.com.   IN    A    60.61.119.27
bxnoyweg.math.pku.com.   IN    A    85.46.132.179
tloducfe.math.pku.com.   IN    A    69.120.105.223
nbuhkrfy.math.pku.com.   IN    A    1.209.206.113
tnhayrgp.math.pku.com.   IN    A    236.44.105.144
vywpqgxn.math.pku.com.   IN    A    255.187.181.179
moflxrba.math.pku.com.   IN    A    173.214.31.218
wsaimbqc.math.pku.com.   IN    A    94.103.203.135
jxcakuoe.math.pku.com.   IN    A    109.3.173.28
skrmechu.math.pku.com.   IN    A    92.14.201.22
whkuqnmf.math.pku.com.   IN    A    167.39.132.197
rhpmflxe.math.pku.com.   IN    A    2.192.213.226
xthcboem.math.pku.com.   IN    A    82.111.78.44
sdgmhlan.math.pku.com.   IN    A    17.221.7.221
vgutwfhd.math.pku.com.   IN    A    229.153.146.179
lfusyvrp.math.pku.com.   IN    A    184.201.51.71
nsotvgrc.math.pku.com.   IN    A    43.207.64.168
rgdjxhcq.math.pku.com.   IN    A    215.246.11.144
nokfgpwb.math.pku.com.   IN    A    50.188.153.79
ruvaselo.math.pku.com.   IN    A    36.134.41.65
tkmafrjg.math.pku.com.   IN    A    21.56.3.108
rwvtcemy.math.pku.com.   IN    A    90.24.223.244
fpqevjhd.math.pku.com.   IN    A    203.178.179.247
krfdcyvw.math.pku.com.   IN    A    141.230.123.201
cvragfhd.math.pku.com.   IN    A    84.70.69.170
mouxeqhp.math.pku.com.   IN    A    14.136.252.82
hfpcamuy.math.pku.com.   IN    A    161.131.36.119
lxmadrej.math.pku.com.   IN    A    217.50.240.202
yedjwlia.math.pku.com.   IN    A    248.225.248.147
okfxvceu.math.pku.com.   IN    A    49.190.127.109
sbrwkilj.math.pku.com.   IN    A    143.128.216.160
cpniywek.math.pku.com.   IN    A    40.127.52.143
ryosvnaf.math.pku.com.   IN    A    109.53.153.140
vueodgyr.math.pku.com.   IN    A    61.230.77.48
ybwjlhie.math.pku.com.   IN    A    178.135.123.159
thgupjxs.math.pku.com.   IN    A    178.224.252.110
csgoxkyu.math.pku.com.   IN    A    120.132.87.189
khjitlnv.math.pku.com.   IN    A    104.152.203.89
ayrsjmeq.math.pku.com.   IN    A    165.143.91.187
qwvclrei.math.pku.com.   IN    A    169.255.12.173
xtnglfdq.math.pku.com.   IN    A    191.160.84.30
mkavncid.math.pku.com.   IN    A    92.153.2.229
jhiclftd.math.pku.com.   IN    A    193.231.16.50
yupfgckl.math.pku.com.   IN    A    119.5.2.176
jldvhmic.math.pku.com.   IN    A    52.111.20.125
tunsrlmi.math.pku.com.   IN    A    166.197.35.251
ynhqebui.math.pku.com.   IN    A    78.59.204.132
ahcedtjv.math.pku.com.   IN    A    175.190.5.92
ikaljybh.math.pku.com.   IN    A    197.170.211.56
ispaenfx.math.pku.com.   IN    A    75.63.79.96
xabegvnd.math.pku.com.   IN    A    65.181.184.140
qackvfwe.math.pku.com.   IN    A    240.57.147.91
rlxtscia.math.pku.com.   IN    A    239.53.143.152
hnjbwfxc.math.pku.com.   IN    A    126.14.167.134
yrxhtwsi.math.pku.com.   IN    A    2.205.143.69
xmvdpabt.math.pku.com.   IN    A    49.244.132.44
xnisvpgk.math.pku.com.   IN    A    247.248.147.248
gyfxvric.math.pku.com.   IN    A    74.197.22.179
vygmedif.math.pku.com.   IN    A    204.137.214.12
hgoqnyjs.math.pku.com.   IN    A    129.111.63.56
nbqvspxe.math.pku.com.   IN    A    57.149.243.3
gmfutrbn.math.pku.com.   IN    A    15.118.245.151
ktbvfuhl.math.pku.com.   IN    A    186.170.151.93
thswgola.math.pku.com.   IN    A    16.94.9.159
ganomxjh.math.pku.com.   IN    A    252.152.202.69
osnuawlx.math.pku.com.   IN    A    249.88.165.71
ybfxoavr.math.pku.com.   IN    A    47.32.227.210
gckyfndb.math.pku.com.   IN    A    170.205.125.120
egyujpwl.math.pku.com.   IN    A    186.142.105.255
uiodysvl.math.pku.com.   IN    A    173.139.216.133
ibqygpet.math.pku.com.   IN    A    247.143.31.113
oxwsbivd.math.pku.com.   IN    A    216.24.63.193
wyjondqf.math.pku.com.   IN    A    163.208.252.183
abeqtpnm.math.pku.com.   IN    A    179.220.26.169
ljbiyhdm.math.pku.com.   IN    A    50.73.29.53
tbshqucf.math.pku.com.   IN    A    212.94.196.116
skpgenaw.math.pku.com.   IN    A    207.226.48.150
txyosleh.math.pku.com.   IN    A    160.200.223.9
hancjtug.math.pku.com.   IN    A    103.82.82.194
jvutgfcy.math.pku.com.   IN    A    64.108.152.184
tbkomlyw.math.pku.com.   IN    A    95.72.109.44
ixndcfel.math.pku.com.   IN    A    60.204.0.229
wvfncadh.math.pku.com.   IN    A    87.192.158.11
nskxmery.math.pku.com.   IN    A    8.217.253.75
djrfsmgh.math.pku.com.   IN    A    190.12.121.234
qyuhlmng.math.pku.com.   IN    A    89.37.6.211
nhjopmec.math.pku.com.   IN    A    102.131.83.98
tseobcar.math.pku.com.   IN    A    182.98.237.229
mtohdexf.math.pku.com.   IN    A    209.226.198.44
mkoiwvyp.math.pku.com.   IN    A    129.78.65.208
xwmydqoc.math.pku.com.   IN    A    19.166.43.125
rxuhvasd.math.pku.com.   IN    A    184.220.14.22
seuywjig.math.pku.com.   IN    A    205.222.177.18
vjewodxm.math.pku.com.   IN    A    159.131.23.212
ejywgqar.math.pku.com.   IN    A    150.66.146.62
djgunvpy.math.pku.com.   IN    A    8.211.50.73
vakdjore.math.pku.com.   IN    A    154.211.104.17
aesunylh.math.pku.com.   IN    A    206.167.136.189
uacymelj.math.pku.com.   IN    A    28.182.120.208
nlatoqyg.math.pku.com.   IN    A    108.104.67.155
xfhevmno.math.pku.com.   IN    A    248.139.198.246
tkinomqh.math.pku.com.   IN    A    209.227.214.17
phlbsdwy.math.pku.com.   IN    A    222.243.164.77
sngtmapc.math.pku.com.   IN    A    13.65.161.45
pjmirxkn.math.pku.com.   IN    A    100.41.242.3
pqlxhary.math.pku.com.   IN    A    15.25.166.7
vjxuchab.math.pku.com.   IN    A    129.122.231.140
qsweaivt.math.pku.com.   IN    A    186.79.55.73
vucypqsg.math.pku.com.   IN    A    127.57.72.239
wlnkxujs.math.pku.com.   IN    A    11.56.72.111
fbljxcpn.math.pku.com.   IN    A    213.174.186.179
utlkfehi.math.pku.com.   IN    A    211.252.159.180
bwkvtfqc.math.pku.com.   IN    A    139.183.57.112
tuwkrpgf.math.pku.com.   IN    A    61.25.86.191
lrbnajth.math.pku.com.   IN    A    9.72.136.202
haobuwdq.math.pku.com.   IN    A    42.85.64.114
koqbachf.math.pku.com.   IN    A    70.11.120.242
peajxtqw.math.pku.com.   IN    A    69.182.79.169
qjmcpdbe.math.pku.com.   IN    A    251.42.84.85
esgdafmp.math.pku.com.   IN    A    130.141.139.138
vfnthari.math.pku.com.   IN    A    239.166.70.34
vjbifuto.math.pku.com.   IN    A    74.22.59.110
tkedpoxm.math.pku.com.   IN    A    3.233.53.211
bwiptxmu.math.pku.com.   IN    A    99.67.50.213
eipghwlk.math.pku.com.   IN    A    135.189.98.104
ljfwypvm.math.pku.com.   IN    A    174.21.212.206
vnrhodsm.math.pku.com.   IN    A    75.140.118.187
hqmsicjn.math.pku.com.   IN    A    251.23.184.181
dnqmbchp.math.pku.com.   IN    A    241.31.206.137
eyibdhfs.math.pku.com.   IN    A    92.243.87.123
jxbmeifv.math.pku.com.   IN    A    179.246.94.100
skjrbnao.math.pku.com.   IN    A    218.30.254.103
lanxgkwm.math.pku.com.   IN    A    118.205.3.193
ckbuvfym.math.pku.com.   IN    A    51.207.157.217
yfgoxkiu.math.pku.com.   IN    A    98.129.128.227
bhnueqsk.math.pku.com.   IN    A    81.20.217.226
cfdbexqi.math.pku.com.   IN    A    128.22.112.178
ixpwqvhr.math.pku.com.   IN    A    191.219.169.34
iskhutgc.math.pku.com.   IN    A    192.89.250.154
gqohaefi.math.pku.com.   IN    A    24.242.105.180
lkeudsic.math.pku.com.   IN    A    140.210.205.118
dhgbrspw.math.pku.com.   IN    A    97.201.218.2
oiqpxvyl.math.pku.com.   IN    A    143.228.38.124
xyvqfcei.math.pku.com.   IN    A    130.91.186.44
fikcuxmq.math.pku.com.   IN    A    142.106.65.65
apdlsmco.math.pku.com.   IN    A    185.94.54.238
nbhogxle.math.pku.com.   IN    A    135.149.43.90
rfgplium.math.pku.com.   IN    A    51.158.236.140
mdcbnexk.math.pku.com.   IN    A    233.169.16.160
bmvxgyfn.math.pku.com.   IN    A    200.36.194.37
qjpmykal.math.pku.com.   IN    A    127.61.73.93
govrnxti.math.pku.com.   IN    A    254.213.154.7
mhqrauie.math.pku.com.   IN    A    14.107.36.49
xturpbvj.math.pku.com.   IN    A    111.241.62.215
aepwxibh.math.pku.com.   IN    A    185.50.216.205
chsguela.math.pku.com.   IN    A    49.27.121.3
sdlrjaqw.math.pku.com.   IN    A    75.78.215.61
iwrxypme.math.pku.com.   IN    A    168.221.66.212
fskvhpcr.math.pku.com.   IN    A    27.50.107.155
dhgsnwau.math.pku.com.   IN    A    44.36.245.216
ewnifosu.math.pku.com.   IN    A    37.234.17.62
lfyvdqwk.math.pku.com.   IN    A    185.177.32.39
hpnoedlr.math.pku.com.   IN    A    99.65.184.95
amjbfiyc.math.pku.com.   IN    A    121.251.57.16
isqmcybh.math.pku.com.   IN    A    211.213.116.241
snekpfdu.math.pku.com.   IN    A    219.177.15.106
imoypkfe.math.pku.com.   IN    A    134.121.158.152
eadluknw.math.pku.com.   IN    A    50.190.27.201
sordtuvx.math.pku.com.   IN    A    238.164.253.240
jehokisl.math.pku.com.   IN    A    151.150.226.185
cvartnmp.math.pku.com.   IN    A    188.160.152.166
ymusjvxe.math.pku.com.   IN    A    153.249.253.12
fbewvhmc.math.pku.com.   IN    A    75.181.101.139
dyximveh.math.pku.com.   IN    A    163.165.29.228
qesbgfjd.math.pku.com.   IN    A    215.162.188.228
qirkgpmy.math.pku.com.   IN    A    235.37.222.11
erjkyxhp.math.pku.com.   IN    A    129.27.64.41
fwypenbk.math.pku.com.   IN    A    9.2.170.21
ihucpwfv.math.pku.com.   IN    A    12.189.228.4
dsklyqpg.math.pku.com.   IN    A    22.136.232.63
kqfbhujg.math.pku.com.   IN    A    42.186.13.79
qhnjpwro.math.pku.com.   IN    A    192.55.29.2
sobhclrn.math.pku.com.   IN    A    114.154.110.93
nwvdigyx.math.pku.com.   IN    A    127.48.188.151
nkmtqgoe.math.pku.com.   IN    A    41.23.148.123
faewqkhn.math.pku.com.   IN    A    50.145.108.6
nomyuxsj.math.pku.com.   IN    A    3.56.248.102
spieuhjc.math.pku.com.   IN    A    3.207.105.245
pihlgoma.math.pku.com.   IN    A    243.54.74.43
qxnlwouk.math.pku.com.   IN    A    39.247.15.52
vgyascbf.math.pku.com.   IN    A    75.131.202.189
qxaoyibm.math.pku.com.   IN    A    228.106.10.178
mfvlsoap.math.pku.com.   IN    A    37.34.89.146
mtrviuse.math.pku.com.   IN    A    130.1.191.5
sfyhakqg.math.pku.com.   IN    A    211.102.140.143
ymlkejxa.math.pku.com.   IN    A    8.85.242.90
jirqtsew.math.pku.com.   IN    A    145.119.47.26
formtngl.math.pku.com.   IN    A    247.242.130.106
drvbkxmj.math.pku.com.   IN    A    193.205.246.252
prbiflwe.math.pku.com.   IN    A    148.69.26.237
cqnydlej.math.pku.com.   IN    A    106.241.0.213
vibrlgeo.math.pku.com.   IN    A    228.39.107.8
brqekogw.math.pku.com.   IN    A    26.84.28.94
glkxpiob.math.pku.com.   IN    A    149.4.115.25
adrtvhko.math.pku.com.   IN    A    176.146.38.166
rsowdfbk.math.pku.com.   IN    A    186.31.174.72
pxtsdewq.math.pku.com.   IN    A    62.193.205.34
mkdescwn.math.pku.com.   IN    A    106.135.44.202
ogwjxeia.math.pku.com.   IN    A    147.70.89.105
vcjfheut.math.pku.com.   IN    A    73.188.119.81
wjpigaue.math.pku.com.   IN    A    41.134.123.160
jxtvlofg.math.pku.com.   IN    A    28.30.96.95
qteigayu.math.pku.com.   IN    A    83.139.247.54
