www.cqu.com. 	14400	IN	SOA	ns1.www.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
www.cqu.com.		    IN	NS ns1.www.cqu.com.
lisgkryo.www.cqu.com.    IN    A    102.190.104.183
bhrtpafd.www.cqu.com.    IN    A    56.114.82.148
drqmsxwf.www.cqu.com.    IN    A    245.37.190.242
fehwrodm.www.cqu.com.    IN    A    180.146.246.207
vxfcamte.www.cqu.com.    IN    A    173.100.232.163
mrjsyfub.www.cqu.com.    IN    A    26.240.205.193
wamjogfk.www.cqu.com.    IN    A    122.233.10.24
qhspdtkv.www.cqu.com.    IN    A    214.229.218.164
opjcfrvn.www.cqu.com.    IN    A    31.236.13.23
ohgiyvmf.www.cqu.com.    IN    A    178.217.245.58
yxvcqgek.www.cqu.com.    IN    A    133.51.194.37
ilfuwmjd.www.cqu.com.    IN    A    144.38.179.251
fuahxvnk.www.cqu.com.    IN    A    242.141.140.235
twegojcp.www.cqu.com.    IN    A    241.212.164.171
ognascux.www.cqu.com.    IN    A    196.171.140.138
kgysvhde.www.cqu.com.    IN    A    165.0.222.1
npmgjshq.www.cqu.com.    IN    A    181.29.142.228
whantixb.www.cqu.com.    IN    A    177.205.75.24
nplfkjxh.www.cqu.com.    IN    A    106.255.206.207
qyklihms.www.cqu.com.    IN    A    141.206.159.179
rixfuqak.www.cqu.com.    IN    A    163.147.134.225
gadqxjle.www.cqu.com.    IN    A    236.179.229.207
suomikqr.www.cqu.com.    IN    A    142.22.213.115
nxudktpm.www.cqu.com.    IN    A    91.231.0.70
wsxougfb.www.cqu.com.    IN    A    173.146.70.218
yleojrqk.www.cqu.com.    IN    A    42.110.10.211
cepitsma.www.cqu.com.    IN    A    237.96.254.80
cynfkpes.www.cqu.com.    IN    A    9.158.126.211
iecsxjyh.www.cqu.com.    IN    A    44.194.208.114
jobhsdwv.www.cqu.com.    IN    A    131.108.25.141
tmfvxjpr.www.cqu.com.    IN    A    245.123.164.203
cutqmwfs.www.cqu.com.    IN    A    116.70.8.184
emvkscbn.www.cqu.com.    IN    A    104.161.164.92
lkqtgwsi.www.cqu.com.    IN    A    130.39.34.38
doqsvjig.www.cqu.com.    IN    A    139.32.225.178
hjfalcbd.www.cqu.com.    IN    A    83.70.119.42
iyldoknr.www.cqu.com.    IN    A    0.117.239.17
jrbqlpnx.www.cqu.com.    IN    A    231.201.16.162
jucripgs.www.cqu.com.    IN    A    44.128.76.254
aybkcvfo.www.cqu.com.    IN    A    127.56.103.237
acsrtlof.www.cqu.com.    IN    A    136.84.246.230
mbdtecvy.www.cqu.com.    IN    A    82.84.205.190
gehmdsfr.www.cqu.com.    IN    A    21.226.65.95
ghpaosrx.www.cqu.com.    IN    A    101.135.254.64
xoyrvtbm.www.cqu.com.    IN    A    111.186.85.23
duslebir.www.cqu.com.    IN    A    243.53.198.17
fsahxyod.www.cqu.com.    IN    A    61.82.67.190
nmpjkclh.www.cqu.com.    IN    A    44.188.106.164
dihtnerf.www.cqu.com.    IN    A    245.20.118.144
ljneptvu.www.cqu.com.    IN    A    147.236.221.56
xdqhasgv.www.cqu.com.    IN    A    47.141.150.113
iytasjld.www.cqu.com.    IN    A    135.86.228.231
ahpqgtcd.www.cqu.com.    IN    A    246.58.128.13
sdvywxfn.www.cqu.com.    IN    A    9.144.214.226
tryilvho.www.cqu.com.    IN    A    70.2.115.27
iecaxoku.www.cqu.com.    IN    A    62.144.40.16
yoagjumr.www.cqu.com.    IN    A    166.127.107.231
lnutirwp.www.cqu.com.    IN    A    93.147.253.133
gnwaxoiy.www.cqu.com.    IN    A    157.179.58.37
tpdmyhsk.www.cqu.com.    IN    A    225.202.80.176
gvxbaoqr.www.cqu.com.    IN    A    50.60.220.30
xwcispem.www.cqu.com.    IN    A    60.238.212.51
ibyogsrt.www.cqu.com.    IN    A    41.185.130.189
dramfnko.www.cqu.com.    IN    A    25.226.192.244
hlatburm.www.cqu.com.    IN    A    10.193.18.59
kebjaoyc.www.cqu.com.    IN    A    175.229.217.195
dytguhbl.www.cqu.com.    IN    A    127.107.175.195
bkxomtql.www.cqu.com.    IN    A    208.205.55.129
nyidprsf.www.cqu.com.    IN    A    95.152.51.254
nsaoitdg.www.cqu.com.    IN    A    63.131.27.233
lakstjeu.www.cqu.com.    IN    A    38.198.50.96
kxajpbue.www.cqu.com.    IN    A    128.175.197.82
nlcideqs.www.cqu.com.    IN    A    141.236.3.115
griqjled.www.cqu.com.    IN    A    143.151.78.210
igbrqtls.www.cqu.com.    IN    A    249.122.213.196
njvqkgif.www.cqu.com.    IN    A    199.230.88.217
fcayiqkv.www.cqu.com.    IN    A    66.253.67.89
wvamjstq.www.cqu.com.    IN    A    226.184.251.132
mepnjbvx.www.cqu.com.    IN    A    181.226.68.1
jkwtlasq.www.cqu.com.    IN    A    0.144.184.20
xswfnydj.www.cqu.com.    IN    A    159.73.169.36
agnduike.www.cqu.com.    IN    A    108.154.142.178
ktoqpfmc.www.cqu.com.    IN    A    88.140.30.179
bogaswhy.www.cqu.com.    IN    A    92.113.66.120
tksbjvnm.www.cqu.com.    IN    A    51.66.152.133
fnlxbtmy.www.cqu.com.    IN    A    149.167.205.154
itwjrneu.www.cqu.com.    IN    A    31.102.74.15
ypvwkxoa.www.cqu.com.    IN    A    151.117.14.139
vpwkqmbc.www.cqu.com.    IN    A    113.232.11.15
rhbcgjpw.www.cqu.com.    IN    A    184.56.249.74
dyhonevc.www.cqu.com.    IN    A    143.29.218.86
txkqupsj.www.cqu.com.    IN    A    252.220.172.79
dgxtniar.www.cqu.com.    IN    A    179.104.14.14
lvwqueky.www.cqu.com.    IN    A    116.66.158.70
acdgputo.www.cqu.com.    IN    A    144.47.160.201
lhycobkp.www.cqu.com.    IN    A    193.153.4.169
kdvoglaw.www.cqu.com.    IN    A    113.69.118.121
pehkbqiy.www.cqu.com.    IN    A    128.127.61.48
tgplmdce.www.cqu.com.    IN    A    146.202.203.222
ublevwar.www.cqu.com.    IN    A    205.219.236.88
dwrfgqya.www.cqu.com.    IN    A    148.97.95.187
nkjreiuo.www.cqu.com.    IN    A    76.214.217.154
wpodglqt.www.cqu.com.    IN    A    135.248.114.147
iseolqub.www.cqu.com.    IN    A    107.0.150.177
fgdyxhei.www.cqu.com.    IN    A    26.253.110.111
rdijavwe.www.cqu.com.    IN    A    223.160.209.156
xkqiofuj.www.cqu.com.    IN    A    126.106.147.253
gpsalivm.www.cqu.com.    IN    A    224.60.12.248
eamkxsnd.www.cqu.com.    IN    A    53.147.222.134
lekghtxm.www.cqu.com.    IN    A    243.17.25.85
uxdctjyf.www.cqu.com.    IN    A    247.69.212.71
reqolaki.www.cqu.com.    IN    A    120.144.216.59
rpayxsvb.www.cqu.com.    IN    A    186.65.219.137
rxavbgek.www.cqu.com.    IN    A    145.249.217.62
dypkjlxh.www.cqu.com.    IN    A    223.171.251.1
odfqusaw.www.cqu.com.    IN    A    130.101.98.216
woruapck.www.cqu.com.    IN    A    1.130.13.236
fyrhogcj.www.cqu.com.    IN    A    16.12.107.49
xnpksoft.www.cqu.com.    IN    A    229.255.195.234
ewhmctix.www.cqu.com.    IN    A    134.3.208.238
kysnmiah.www.cqu.com.    IN    A    208.198.212.51
oixgprwc.www.cqu.com.    IN    A    126.49.126.54
dcerblyj.www.cqu.com.    IN    A    234.183.150.120
rdltocqw.www.cqu.com.    IN    A    128.159.220.205
ibtwlkcj.www.cqu.com.    IN    A    220.26.237.74
dcvsmefk.www.cqu.com.    IN    A    31.39.221.58
bgnrlejw.www.cqu.com.    IN    A    79.76.149.227
tkrmgchd.www.cqu.com.    IN    A    29.225.112.69
fhsqjmny.www.cqu.com.    IN    A    11.139.51.28
usgnjhot.www.cqu.com.    IN    A    240.68.142.129
firhekgt.www.cqu.com.    IN    A    209.62.50.119
xwudvsyh.www.cqu.com.    IN    A    39.42.232.170
ndemikgv.www.cqu.com.    IN    A    167.94.71.160
temdvyio.www.cqu.com.    IN    A    223.113.122.230
gqwpfxlu.www.cqu.com.    IN    A    127.6.150.178
avthyurm.www.cqu.com.    IN    A    182.83.109.195
uxljitsd.www.cqu.com.    IN    A    112.59.113.166
dngcoxyp.www.cqu.com.    IN    A    10.68.74.154
hgdpwlte.www.cqu.com.    IN    A    225.22.13.208
koftdyei.www.cqu.com.    IN    A    140.13.65.99
yhklmeuv.www.cqu.com.    IN    A    67.156.237.48
keurpfgo.www.cqu.com.    IN    A    229.25.22.148
esxodnab.www.cqu.com.    IN    A    39.254.130.194
hlmvrkty.www.cqu.com.    IN    A    129.210.254.214
lbgenpmk.www.cqu.com.    IN    A    13.120.178.180
hqbtgnje.www.cqu.com.    IN    A    243.40.250.21
fmsoptay.www.cqu.com.    IN    A    146.145.100.29
mtlueika.www.cqu.com.    IN    A    53.95.77.67
jylqumwa.www.cqu.com.    IN    A    134.218.77.211
lbfgcwua.www.cqu.com.    IN    A    92.183.43.248
dftvpsbr.www.cqu.com.    IN    A    69.252.0.55
fiyxqepu.www.cqu.com.    IN    A    162.227.103.243
qwomvpfh.www.cqu.com.    IN    A    251.145.217.207
fancpydb.www.cqu.com.    IN    A    242.67.18.232
jdkcgnip.www.cqu.com.    IN    A    150.167.193.24
qvbdkrjh.www.cqu.com.    IN    A    188.229.225.168
ganoksrx.www.cqu.com.    IN    A    193.85.201.190
cjxpnqme.www.cqu.com.    IN    A    89.2.125.99
aqjmnrwx.www.cqu.com.    IN    A    125.192.183.14
glqjupvh.www.cqu.com.    IN    A    68.82.210.124
amkxtusp.www.cqu.com.    IN    A    61.229.78.99
honxwqpd.www.cqu.com.    IN    A    130.29.55.190
njsremod.www.cqu.com.    IN    A    206.149.200.132
xftsquai.www.cqu.com.    IN    A    11.56.168.98
kmylrqvx.www.cqu.com.    IN    A    26.42.67.229
vfouesya.www.cqu.com.    IN    A    11.221.0.117
oybhiaxs.www.cqu.com.    IN    A    3.117.228.71
esgqkjix.www.cqu.com.    IN    A    43.23.115.62
dbnruseo.www.cqu.com.    IN    A    84.112.36.18
xpghqoad.www.cqu.com.    IN    A    134.182.95.4
ilnehkod.www.cqu.com.    IN    A    166.253.96.77
qgdunhtp.www.cqu.com.    IN    A    239.191.205.79
fdnbiqlc.www.cqu.com.    IN    A    163.106.151.40
nogivhxe.www.cqu.com.    IN    A    248.120.174.31
vikegstp.www.cqu.com.    IN    A    202.68.149.98
hbwfeorc.www.cqu.com.    IN    A    181.54.212.227
jrulxyio.www.cqu.com.    IN    A    213.167.183.26
grtmfshu.www.cqu.com.    IN    A    223.141.47.243
lrknyjve.www.cqu.com.    IN    A    58.222.146.136
nludevfx.www.cqu.com.    IN    A    136.33.81.205
tnevhpar.www.cqu.com.    IN    A    219.252.156.84
cfktihbo.www.cqu.com.    IN    A    2.219.27.232
grphkfob.www.cqu.com.    IN    A    25.243.70.110
uesbaqmv.www.cqu.com.    IN    A    200.18.164.4
elrgkhqa.www.cqu.com.    IN    A    219.110.54.140
kwsyavcg.www.cqu.com.    IN    A    135.49.221.164
apcwnujt.www.cqu.com.    IN    A    154.124.68.157
emlwfhob.www.cqu.com.    IN    A    254.253.230.120
fbpiduvj.www.cqu.com.    IN    A    5.106.248.126
ljxvtake.www.cqu.com.    IN    A    103.36.18.102
gynpbdmh.www.cqu.com.    IN    A    58.78.175.142
gveowkyp.www.cqu.com.    IN    A    90.132.251.75
kgwvbquy.www.cqu.com.    IN    A    175.127.69.238
jtspgxim.www.cqu.com.    IN    A    162.151.21.52
wgcxhops.www.cqu.com.    IN    A    44.68.119.231
egusoqvj.www.cqu.com.    IN    A    227.98.125.72
wlikxngd.www.cqu.com.    IN    A    210.236.87.167
fprxbygd.www.cqu.com.    IN    A    155.222.160.101
qapogikd.www.cqu.com.    IN    A    145.131.195.70
hjltemaw.www.cqu.com.    IN    A    124.230.141.118
tovsrqjg.www.cqu.com.    IN    A    145.247.67.88
kyvhxmau.www.cqu.com.    IN    A    187.224.163.107
vqxsnfmc.www.cqu.com.    IN    A    97.250.169.94
ficsylkx.www.cqu.com.    IN    A    176.175.136.197
xaobwiqk.www.cqu.com.    IN    A    228.149.131.63
slodxthe.www.cqu.com.    IN    A    125.209.71.171
batwnpjq.www.cqu.com.    IN    A    166.148.3.83
jfmyxvht.www.cqu.com.    IN    A    169.165.152.103
rcgyuwej.www.cqu.com.    IN    A    208.185.189.207
brnksevd.www.cqu.com.    IN    A    80.128.113.28
iwjvehsr.www.cqu.com.    IN    A    179.99.113.109
arfkehvb.www.cqu.com.    IN    A    230.35.196.225
bsvimjhe.www.cqu.com.    IN    A    157.125.157.150
hdxctuqm.www.cqu.com.    IN    A    75.40.158.86
heaywcpv.www.cqu.com.    IN    A    110.98.225.96
ohailyrb.www.cqu.com.    IN    A    211.177.67.183
gdqvybpw.www.cqu.com.    IN    A    81.235.21.62
mwjcfhoq.www.cqu.com.    IN    A    23.179.76.169
ywqiblup.www.cqu.com.    IN    A    236.226.118.146
drvfewpc.www.cqu.com.    IN    A    39.212.11.118
mbuwfxjs.www.cqu.com.    IN    A    61.242.16.100
hxrmlpvy.www.cqu.com.    IN    A    114.188.57.203
rajfmeip.www.cqu.com.    IN    A    235.181.241.203
syrfbeic.www.cqu.com.    IN    A    22.141.1.122
lkcmbyjw.www.cqu.com.    IN    A    201.169.116.114
etfjqvub.www.cqu.com.    IN    A    5.161.221.160
hswqujnp.www.cqu.com.    IN    A    84.173.229.133
oaubfvih.www.cqu.com.    IN    A    39.162.21.39
ajmqtdin.www.cqu.com.    IN    A    253.66.201.112
ifcmlynh.www.cqu.com.    IN    A    83.214.101.214
ymbikshd.www.cqu.com.    IN    A    162.25.102.120
vothjcpe.www.cqu.com.    IN    A    14.156.161.83
pdxrvhmf.www.cqu.com.    IN    A    162.53.221.114
retuoabn.www.cqu.com.    IN    A    219.109.147.13
sryikmxl.www.cqu.com.    IN    A    0.89.8.94
yakpmgut.www.cqu.com.    IN    A    13.1.183.223
onmufceh.www.cqu.com.    IN    A    251.238.245.33
tqhuloyv.www.cqu.com.    IN    A    47.22.161.214
dwhuitxa.www.cqu.com.    IN    A    243.105.74.215
wlamyqgr.www.cqu.com.    IN    A    188.146.45.74
vxsayegu.www.cqu.com.    IN    A    224.14.109.20
jsfcwknv.www.cqu.com.    IN    A    164.228.20.24
dmslbuiy.www.cqu.com.    IN    A    242.43.124.118
mtvlqoya.www.cqu.com.    IN    A    162.213.30.15
nhqwjtgu.www.cqu.com.    IN    A    79.244.78.8
xmbhtjlk.www.cqu.com.    IN    A    181.120.231.175
ocwbumvn.www.cqu.com.    IN    A    80.20.216.112
vmyajgdw.www.cqu.com.    IN    A    81.199.10.67
taxjkswi.www.cqu.com.    IN    A    55.51.186.79
wbgslatn.www.cqu.com.    IN    A    111.42.77.130
xewsovgt.www.cqu.com.    IN    A    141.205.174.109
obasvije.www.cqu.com.    IN    A    112.245.95.18
xpbfaygo.www.cqu.com.    IN    A    23.210.239.187
varglmes.www.cqu.com.    IN    A    20.156.239.104
pgtsbuvo.www.cqu.com.    IN    A    51.19.35.130
ivpcmjty.www.cqu.com.    IN    A    172.156.103.73
egmbtvlk.www.cqu.com.    IN    A    1.233.91.180
gbqnicja.www.cqu.com.    IN    A    170.193.188.60
psiujrfo.www.cqu.com.    IN    A    108.74.189.57
bqptmvch.www.cqu.com.    IN    A    95.120.150.80
xvtsefiy.www.cqu.com.    IN    A    226.17.82.224
pesnocvm.www.cqu.com.    IN    A    208.90.81.118
mfwakilj.www.cqu.com.    IN    A    242.243.178.35
uwxyqjgs.www.cqu.com.    IN    A    129.153.107.157
sbcvxhla.www.cqu.com.    IN    A    166.254.1.253
ajcfrmdx.www.cqu.com.    IN    A    79.0.134.150
ryqkcxnb.www.cqu.com.    IN    A    92.167.57.211
mhoxcibw.www.cqu.com.    IN    A    81.148.79.148
jpcuohnv.www.cqu.com.    IN    A    148.71.65.248
odqcepfs.www.cqu.com.    IN    A    26.95.181.183
pmlnrxqv.www.cqu.com.    IN    A    158.59.31.147
bakmoisc.www.cqu.com.    IN    A    166.127.170.250
tcxsmvpy.www.cqu.com.    IN    A    183.118.17.215
knpduchl.www.cqu.com.    IN    A    81.189.56.171
wjbsaipl.www.cqu.com.    IN    A    64.122.92.114
txfmuqlp.www.cqu.com.    IN    A    41.75.194.121
kmugifae.www.cqu.com.    IN    A    163.126.37.254
yvhgbfwt.www.cqu.com.    IN    A    22.224.96.208
yfvhueka.www.cqu.com.    IN    A    21.240.201.242
rbudqilf.www.cqu.com.    IN    A    216.203.26.125
evawhrfx.www.cqu.com.    IN    A    145.150.123.112
hpekcdnv.www.cqu.com.    IN    A    202.5.100.24
ucfpmesx.www.cqu.com.    IN    A    110.66.168.118
etmakhpy.www.cqu.com.    IN    A    151.28.168.197
ecustwln.www.cqu.com.    IN    A    182.215.150.45
uvxkwcrd.www.cqu.com.    IN    A    165.23.174.48
bcrnkwet.www.cqu.com.    IN    A    231.24.217.113
jocdkryf.www.cqu.com.    IN    A    77.99.207.16
wxopdqhc.www.cqu.com.    IN    A    201.75.107.138
dcyerlfn.www.cqu.com.    IN    A    133.116.169.131
ckntisow.www.cqu.com.    IN    A    66.57.213.224
oqliktjb.www.cqu.com.    IN    A    133.219.94.170
ksxuhvam.www.cqu.com.    IN    A    12.47.188.1
tsucfrkn.www.cqu.com.    IN    A    61.121.18.129
pxmlhbae.www.cqu.com.    IN    A    245.140.147.35
aehwnjqc.www.cqu.com.    IN    A    218.208.84.167
oxfcvrku.www.cqu.com.    IN    A    115.163.239.30
ouyharbf.www.cqu.com.    IN    A    109.85.107.89
mwkeiasy.www.cqu.com.    IN    A    14.235.39.147
pmyhatnv.www.cqu.com.    IN    A    217.44.187.180
dpwosnmq.www.cqu.com.    IN    A    243.238.10.202
ombschxq.www.cqu.com.    IN    A    150.114.54.192
spaclbhg.www.cqu.com.    IN    A    231.223.141.112
ghmirktq.www.cqu.com.    IN    A    66.18.108.89
cpjrhstn.www.cqu.com.    IN    A    95.168.151.115
whmrvkoy.www.cqu.com.    IN    A    194.144.228.109
tnoxwdqj.www.cqu.com.    IN    A    134.60.35.86
xbwfiqhd.www.cqu.com.    IN    A    156.222.11.171
jxotbamu.www.cqu.com.    IN    A    82.193.84.35
doxtwfya.www.cqu.com.    IN    A    19.120.248.132
cafnoued.www.cqu.com.    IN    A    109.176.140.254
frkwvpxs.www.cqu.com.    IN    A    88.190.104.209
fnhqbuxw.www.cqu.com.    IN    A    245.86.76.205
skdjpety.www.cqu.com.    IN    A    65.132.87.71
bsakvuyt.www.cqu.com.    IN    A    96.52.23.116
xrtpbdqj.www.cqu.com.    IN    A    58.115.180.215
tcrhxpio.www.cqu.com.    IN    A    129.130.121.172
ocnbjtwa.www.cqu.com.    IN    A    71.171.105.94
blvndwec.www.cqu.com.    IN    A    89.141.246.46
wgyvlfhu.www.cqu.com.    IN    A    24.188.235.62
utnlkqrc.www.cqu.com.    IN    A    36.12.75.184
ptbkdqev.www.cqu.com.    IN    A    247.179.202.144
fyikmdls.www.cqu.com.    IN    A    104.113.78.134
mgsfujkx.www.cqu.com.    IN    A    65.16.207.217
brxcaepy.www.cqu.com.    IN    A    96.175.237.12
uelgomby.www.cqu.com.    IN    A    123.155.243.178
jthrlvxn.www.cqu.com.    IN    A    114.239.217.115
hctsgaol.www.cqu.com.    IN    A    92.228.252.91
nudgaohk.www.cqu.com.    IN    A    48.243.109.253
amlypcew.www.cqu.com.    IN    A    191.110.133.13
lndbgorp.www.cqu.com.    IN    A    72.116.91.226
ovkgdlwp.www.cqu.com.    IN    A    24.89.162.235
xfdmciqw.www.cqu.com.    IN    A    32.161.246.16
xcdslhqp.www.cqu.com.    IN    A    223.126.39.213
qxgnudlk.www.cqu.com.    IN    A    180.13.218.41
ygldfsov.www.cqu.com.    IN    A    42.190.1.154
ksrqeypf.www.cqu.com.    IN    A    246.226.1.131
ntvogkwy.www.cqu.com.    IN    A    218.230.169.24
njgbopli.www.cqu.com.    IN    A    7.130.245.156
fiytupxa.www.cqu.com.    IN    A    189.226.176.38
tfgdrwvq.www.cqu.com.    IN    A    236.67.106.168
duqplbce.www.cqu.com.    IN    A    34.130.191.200
tokgxdml.www.cqu.com.    IN    A    249.245.54.230
cifutvxp.www.cqu.com.    IN    A    194.104.76.241
rtiemfgh.www.cqu.com.    IN    A    232.15.167.100
lhcgbvdo.www.cqu.com.    IN    A    60.212.238.12
nqixkcgj.www.cqu.com.    IN    A    94.59.251.26
wdxhjqko.www.cqu.com.    IN    A    44.133.99.224
ihyvnscm.www.cqu.com.    IN    A    21.114.255.127
sowgrqjx.www.cqu.com.    IN    A    146.185.148.219
mrsukloy.www.cqu.com.    IN    A    240.89.148.181
trjqxhcu.www.cqu.com.    IN    A    16.249.207.4
krcnvuej.www.cqu.com.    IN    A    150.229.185.213
vbfndeia.www.cqu.com.    IN    A    202.181.153.247
cmgjlrpx.www.cqu.com.    IN    A    142.64.115.73
mblqprgu.www.cqu.com.    IN    A    76.93.74.252
lxnspuvy.www.cqu.com.    IN    A    198.173.76.184
ruvblwyc.www.cqu.com.    IN    A    106.230.145.243
fdnqipvw.www.cqu.com.    IN    A    234.47.208.106
vnuximyt.www.cqu.com.    IN    A    207.85.0.173
ceqiyxrb.www.cqu.com.    IN    A    251.162.168.56
bnehcodr.www.cqu.com.    IN    A    67.146.8.8
birynldu.www.cqu.com.    IN    A    169.178.243.110
tnquvmgk.www.cqu.com.    IN    A    201.172.218.190
jpqugcxk.www.cqu.com.    IN    A    230.153.69.134
vifcarye.www.cqu.com.    IN    A    39.81.63.3
sajhplxb.www.cqu.com.    IN    A    127.27.151.70
vrbcimjp.www.cqu.com.    IN    A    39.156.193.232
yibgwmqr.www.cqu.com.    IN    A    31.160.174.195
qiubvefw.www.cqu.com.    IN    A    202.89.222.76
bjdcyrnq.www.cqu.com.    IN    A    211.72.169.144
yxcutapb.www.cqu.com.    IN    A    208.246.129.211
xcopyktj.www.cqu.com.    IN    A    129.183.198.66
bvimxroy.www.cqu.com.    IN    A    45.191.19.253
onmauklp.www.cqu.com.    IN    A    44.33.228.96
potmbjqs.www.cqu.com.    IN    A    151.179.180.222
rtpjwhdo.www.cqu.com.    IN    A    37.224.8.38
tamxliur.www.cqu.com.    IN    A    176.177.171.23
bfcxtsni.www.cqu.com.    IN    A    62.128.146.186
vkqdtgps.www.cqu.com.    IN    A    41.128.10.116
pivtjnfd.www.cqu.com.    IN    A    133.181.224.237
bwqptxru.www.cqu.com.    IN    A    87.246.178.213
vodnyjwb.www.cqu.com.    IN    A    83.24.135.146
dqvuptna.www.cqu.com.    IN    A    47.211.108.192
rfjopgqy.www.cqu.com.    IN    A    28.100.116.154
vckjiqls.www.cqu.com.    IN    A    110.10.184.73
kjqctyog.www.cqu.com.    IN    A    222.76.195.147
ejyhcbfl.www.cqu.com.    IN    A    4.138.19.103
garckbpq.www.cqu.com.    IN    A    106.233.252.182
vrfapsjx.www.cqu.com.    IN    A    215.194.246.33
pmitlayd.www.cqu.com.    IN    A    24.8.254.243
orylxdbi.www.cqu.com.    IN    A    10.191.132.177
lhwidvbk.www.cqu.com.    IN    A    247.123.85.86
pniktmex.www.cqu.com.    IN    A    237.223.212.119
ihvqpxsb.www.cqu.com.    IN    A    99.135.252.146
wudvepxc.www.cqu.com.    IN    A    184.205.20.55
owiqbfvy.www.cqu.com.    IN    A    2.145.9.60
etugxsyi.www.cqu.com.    IN    A    169.100.8.112
myrpwicj.www.cqu.com.    IN    A    208.181.11.116
mrikwdjs.www.cqu.com.    IN    A    115.170.253.220
yhlirkto.www.cqu.com.    IN    A    59.118.3.0
qmkihnfw.www.cqu.com.    IN    A    66.45.244.245
doemnplt.www.cqu.com.    IN    A    15.49.19.217
wopmxqie.www.cqu.com.    IN    A    84.255.175.166
awmfisub.www.cqu.com.    IN    A    96.133.129.64
eruqacim.www.cqu.com.    IN    A    99.14.210.186
rvkwcnlg.www.cqu.com.    IN    A    140.131.194.168
boskgvqt.www.cqu.com.    IN    A    97.3.191.172
fyosckbm.www.cqu.com.    IN    A    18.25.71.107
xblownfs.www.cqu.com.    IN    A    101.132.219.93
wmqixteh.www.cqu.com.    IN    A    54.108.225.11
wpmvcjsg.www.cqu.com.    IN    A    246.37.9.45
mbkftwua.www.cqu.com.    IN    A    76.144.38.31
jqgwvebh.www.cqu.com.    IN    A    71.53.125.18
jdgacfpw.www.cqu.com.    IN    A    176.214.143.188
rgmvcxwt.www.cqu.com.    IN    A    54.240.225.203
tovqieum.www.cqu.com.    IN    A    156.236.233.164
sxidyrhf.www.cqu.com.    IN    A    224.92.202.180
kqlirsbp.www.cqu.com.    IN    A    17.182.169.56
hprcvxew.www.cqu.com.    IN    A    242.187.171.136
jnhtlbym.www.cqu.com.    IN    A    247.35.27.36
afhjtpoi.www.cqu.com.    IN    A    142.9.40.165
rsmyodjl.www.cqu.com.    IN    A    204.150.97.218
bxfdehil.www.cqu.com.    IN    A    43.132.46.254
sfocujgm.www.cqu.com.    IN    A    240.21.88.109
akitfjpy.www.cqu.com.    IN    A    50.135.233.148
tnaxeokq.www.cqu.com.    IN    A    176.108.217.159
vhgrljxk.www.cqu.com.    IN    A    18.128.139.3
wlnvbrai.www.cqu.com.    IN    A    89.92.35.130
tkpaubyl.www.cqu.com.    IN    A    103.63.180.78
tpbshway.www.cqu.com.    IN    A    84.86.178.88
fmxwhaiq.www.cqu.com.    IN    A    83.8.129.245
gblehdmo.www.cqu.com.    IN    A    57.3.123.97
srwpxeyq.www.cqu.com.    IN    A    192.15.63.74
iurvymfs.www.cqu.com.    IN    A    54.185.66.196
gykuimat.www.cqu.com.    IN    A    86.223.118.30
rajynxht.www.cqu.com.    IN    A    93.193.0.3
jsfemubn.www.cqu.com.    IN    A    195.161.25.19
nkilopgv.www.cqu.com.    IN    A    68.166.148.29
dhtmorgv.www.cqu.com.    IN    A    200.28.192.198
sdilbche.www.cqu.com.    IN    A    23.195.6.3
acwiuyqh.www.cqu.com.    IN    A    49.228.91.150
ihmrxotg.www.cqu.com.    IN    A    185.217.134.252
byhojwse.www.cqu.com.    IN    A    96.26.219.254
ulympscf.www.cqu.com.    IN    A    252.207.147.112
hojxraqy.www.cqu.com.    IN    A    231.3.82.4
utxisrdg.www.cqu.com.    IN    A    146.9.230.166
gbavcwni.www.cqu.com.    IN    A    136.202.22.140
spnyuldc.www.cqu.com.    IN    A    58.217.169.122
vhksejuf.www.cqu.com.    IN    A    10.44.244.243
svoxucrk.www.cqu.com.    IN    A    221.45.237.136
dptwofqa.www.cqu.com.    IN    A    26.93.165.139
ikynbmow.www.cqu.com.    IN    A    147.158.176.204
lgdknmof.www.cqu.com.    IN    A    224.73.207.105
tvanlrou.www.cqu.com.    IN    A    173.209.164.255
mlhasjtx.www.cqu.com.    IN    A    230.113.131.204
ijtqwuak.www.cqu.com.    IN    A    113.14.138.6
uqdnfwme.www.cqu.com.    IN    A    34.242.175.230
wiuerhmy.www.cqu.com.    IN    A    10.7.70.27
ghoujlba.www.cqu.com.    IN    A    111.206.251.138
pivmsfya.www.cqu.com.    IN    A    11.186.105.74
qovxilgn.www.cqu.com.    IN    A    218.46.105.207
hxjiuefd.www.cqu.com.    IN    A    62.175.167.65
bqjumnvr.www.cqu.com.    IN    A    180.142.148.70
edgwjcln.www.cqu.com.    IN    A    109.148.221.198
idortbgs.www.cqu.com.    IN    A    25.123.240.50
shirmolq.www.cqu.com.    IN    A    177.147.195.168
qdhugrxl.www.cqu.com.    IN    A    10.213.183.171
gisapcdk.www.cqu.com.    IN    A    144.233.21.221
qhpkbugi.www.cqu.com.    IN    A    153.79.158.132
btqokijf.www.cqu.com.    IN    A    194.137.34.48
hnybvtiu.www.cqu.com.    IN    A    104.216.215.232
uihfrcmq.www.cqu.com.    IN    A    238.99.224.111
