arch.tju.com.	14400	IN	SOA	ns1.arch.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
arch.tju.com.		    IN	NS ns1.arch.tju.com.
qcxwdotu.arch.tju.com.   IN    A    202.135.236.81
sjrqnklv.arch.tju.com.   IN    A    127.58.5.86
emgwhdfv.arch.tju.com.   IN    A    84.147.158.131
sbvunlmg.arch.tju.com.   IN    A    98.147.168.150
mnblgfqu.arch.tju.com.   IN    A    185.52.187.154
iotnxrcp.arch.tju.com.   IN    A    189.243.155.19
yptohxli.arch.tju.com.   IN    A    96.205.36.220
sivmgrqb.arch.tju.com.   IN    A    88.147.145.38
afmrjtpo.arch.tju.com.   IN    A    86.172.51.229
klgmtdre.arch.tju.com.   IN    A    8.130.32.28
wcbhstud.arch.tju.com.   IN    A    154.160.145.162
vlnpbimj.arch.tju.com.   IN    A    78.185.9.7
vwfdxjqa.arch.tju.com.   IN    A    171.195.153.97
jtoskhvr.arch.tju.com.   IN    A    115.119.74.146
umnjvcot.arch.tju.com.   IN    A    77.206.21.151
wrapxdhv.arch.tju.com.   IN    A    173.251.211.94
cvmgnalf.arch.tju.com.   IN    A    0.132.76.77
wcgivaeh.arch.tju.com.   IN    A    166.179.18.11
rubkwpem.arch.tju.com.   IN    A    183.132.228.201
shvagfjo.arch.tju.com.   IN    A    153.11.209.166
gpstwefb.arch.tju.com.   IN    A    177.41.183.249
bnpxgfsd.arch.tju.com.   IN    A    35.99.14.10
jflhqgkp.arch.tju.com.   IN    A    204.1.68.254
hempycau.arch.tju.com.   IN    A    155.230.42.6
yhsitwuv.arch.tju.com.   IN    A    236.222.169.98
hpvjkoba.arch.tju.com.   IN    A    59.146.242.45
imhvwfby.arch.tju.com.   IN    A    221.96.124.229
pxrqyisj.arch.tju.com.   IN    A    23.13.185.209
selmbkrp.arch.tju.com.   IN    A    21.56.205.29
kchoxfse.arch.tju.com.   IN    A    160.7.167.87
emodgaif.arch.tju.com.   IN    A    17.196.219.55
neqhgkoj.arch.tju.com.   IN    A    238.16.62.233
wseomikd.arch.tju.com.   IN    A    65.254.168.34
sevydgbl.arch.tju.com.   IN    A    244.118.172.205
txfnmajl.arch.tju.com.   IN    A    51.228.72.240
juwgixkm.arch.tju.com.   IN    A    225.210.190.13
gyknomwf.arch.tju.com.   IN    A    49.45.61.162
jcslbfdh.arch.tju.com.   IN    A    209.16.98.154
ubnidokv.arch.tju.com.   IN    A    61.84.63.38
alscwyob.arch.tju.com.   IN    A    57.103.124.2
gjfmxvch.arch.tju.com.   IN    A    116.240.183.140
aehfclog.arch.tju.com.   IN    A    24.63.231.14
cksbhqow.arch.tju.com.   IN    A    56.32.62.151
bwavcrnj.arch.tju.com.   IN    A    114.219.150.193
wrdphgte.arch.tju.com.   IN    A    198.233.223.38
vrsfcbjm.arch.tju.com.   IN    A    137.125.65.165
dxhunvtr.arch.tju.com.   IN    A    205.220.248.154
oyktvgjr.arch.tju.com.   IN    A    110.177.2.19
dsejwabg.arch.tju.com.   IN    A    214.98.23.41
xknjhbrw.arch.tju.com.   IN    A    66.180.9.72
wfxsohdy.arch.tju.com.   IN    A    161.155.192.222
csfritmp.arch.tju.com.   IN    A    230.151.165.121
avwutbkm.arch.tju.com.   IN    A    82.153.38.111
xwvpiejd.arch.tju.com.   IN    A    201.31.79.178
ydcvxhwu.arch.tju.com.   IN    A    20.132.131.85
xmvghsyn.arch.tju.com.   IN    A    59.116.49.152
qixeydpa.arch.tju.com.   IN    A    234.181.110.61
icbtveup.arch.tju.com.   IN    A    76.36.8.27
cwjpguva.arch.tju.com.   IN    A    249.241.88.136
kifnasqt.arch.tju.com.   IN    A    200.23.59.187
xjfmbusr.arch.tju.com.   IN    A    225.71.9.220
aguqhvrt.arch.tju.com.   IN    A    83.191.117.46
ksjumpoa.arch.tju.com.   IN    A    106.177.104.161
rwimvltu.arch.tju.com.   IN    A    227.193.88.18
aemorfxt.arch.tju.com.   IN    A    184.151.178.92
brqjgecd.arch.tju.com.   IN    A    146.204.183.219
qbjlahmf.arch.tju.com.   IN    A    2.77.247.160
ndmitgus.arch.tju.com.   IN    A    122.73.151.241
mpatsqfw.arch.tju.com.   IN    A    176.119.79.235
ynbviogd.arch.tju.com.   IN    A    240.55.102.119
cdmykjqx.arch.tju.com.   IN    A    11.23.188.191
vtiwnsed.arch.tju.com.   IN    A    38.62.216.20
fwjhboci.arch.tju.com.   IN    A    212.21.217.38
alkmefcx.arch.tju.com.   IN    A    107.30.52.166
pvtnyaql.arch.tju.com.   IN    A    171.146.3.79
lujybftp.arch.tju.com.   IN    A    129.40.107.6
efkoxywj.arch.tju.com.   IN    A    10.157.141.93
fvswbhdl.arch.tju.com.   IN    A    43.52.13.124
uxlmbrsp.arch.tju.com.   IN    A    22.195.243.172
tlhnygwi.arch.tju.com.   IN    A    189.109.18.181
wktlgjaf.arch.tju.com.   IN    A    48.151.228.155
sxocqwyt.arch.tju.com.   IN    A    55.244.226.4
jhkeynrm.arch.tju.com.   IN    A    243.167.88.199
xwvkotin.arch.tju.com.   IN    A    185.47.253.238
xqscmgrn.arch.tju.com.   IN    A    87.104.193.210
jlcksbyx.arch.tju.com.   IN    A    101.47.213.161
cqjflrdb.arch.tju.com.   IN    A    135.178.234.237
nmsolhut.arch.tju.com.   IN    A    229.227.72.126
laqgvxcp.arch.tju.com.   IN    A    107.30.209.48
krtvfyau.arch.tju.com.   IN    A    101.83.182.215
dsfgxnvu.arch.tju.com.   IN    A    19.100.179.175
qlobuecd.arch.tju.com.   IN    A    250.198.244.93
seqyhjvo.arch.tju.com.   IN    A    213.143.237.161
lxhcpibj.arch.tju.com.   IN    A    23.203.79.188
mfqjenvi.arch.tju.com.   IN    A    90.210.154.178
dvhxjpfq.arch.tju.com.   IN    A    44.172.49.233
lwnufpit.arch.tju.com.   IN    A    203.107.202.170
ihtfjbox.arch.tju.com.   IN    A    230.70.63.122
biyvdqro.arch.tju.com.   IN    A    251.180.130.249
ktheywcb.arch.tju.com.   IN    A    162.102.123.4
xogvlabt.arch.tju.com.   IN    A    135.198.189.211
irdvuetq.arch.tju.com.   IN    A    27.23.220.255
vdhonjqr.arch.tju.com.   IN    A    226.224.161.148
ntwjvuop.arch.tju.com.   IN    A    14.38.166.25
agwlyruv.arch.tju.com.   IN    A    193.145.131.172
wsebnxfh.arch.tju.com.   IN    A    223.168.54.161
nhsiluok.arch.tju.com.   IN    A    26.19.44.36
xtqwnjpc.arch.tju.com.   IN    A    218.112.75.105
ejgbtxqi.arch.tju.com.   IN    A    232.93.115.201
oxevqlfk.arch.tju.com.   IN    A    5.204.192.183
mrctdbqa.arch.tju.com.   IN    A    41.235.225.247
cfegjsky.arch.tju.com.   IN    A    54.42.66.250
adpxmijg.arch.tju.com.   IN    A    235.130.234.40
tdeqnlfy.arch.tju.com.   IN    A    165.110.38.93
vnlukwot.arch.tju.com.   IN    A    150.229.211.188
xfbvpeiw.arch.tju.com.   IN    A    63.162.130.113
ukcbwqyi.arch.tju.com.   IN    A    41.182.61.236
abwfjkgo.arch.tju.com.   IN    A    165.171.178.248
laedhpsk.arch.tju.com.   IN    A    190.206.89.106
dkeifxuj.arch.tju.com.   IN    A    182.116.15.152
exckwuqg.arch.tju.com.   IN    A    206.231.49.136
snxpoyhu.arch.tju.com.   IN    A    16.103.187.114
mosnukvh.arch.tju.com.   IN    A    143.107.112.253
lihpewcj.arch.tju.com.   IN    A    224.161.169.113
abejponm.arch.tju.com.   IN    A    81.115.227.243
bchndxsr.arch.tju.com.   IN    A    18.137.233.172
kreholnm.arch.tju.com.   IN    A    54.51.218.75
rjkcqfvp.arch.tju.com.   IN    A    19.13.247.106
vbrjagqp.arch.tju.com.   IN    A    253.72.171.170
mcdlpiue.arch.tju.com.   IN    A    207.138.43.175
hwqjnkgi.arch.tju.com.   IN    A    160.40.248.67
cdhbujkx.arch.tju.com.   IN    A    54.162.226.168
lnyxqier.arch.tju.com.   IN    A    73.133.13.215
vsmwpeqg.arch.tju.com.   IN    A    137.251.108.65
xckaqsdp.arch.tju.com.   IN    A    187.60.36.219
cvnuqrdl.arch.tju.com.   IN    A    88.180.132.64
frlwcyao.arch.tju.com.   IN    A    133.66.174.166
vaegyhik.arch.tju.com.   IN    A    8.150.196.153
xfiaymvn.arch.tju.com.   IN    A    36.106.230.17
nbovcmqi.arch.tju.com.   IN    A    181.198.71.232
ukabmyqx.arch.tju.com.   IN    A    201.110.98.116
ltujoper.arch.tju.com.   IN    A    230.145.185.254
hkxsqtey.arch.tju.com.   IN    A    93.217.235.58
eropumva.arch.tju.com.   IN    A    200.98.72.65
ewohcypf.arch.tju.com.   IN    A    49.27.202.187
voklembx.arch.tju.com.   IN    A    92.161.199.50
creqabxt.arch.tju.com.   IN    A    244.205.15.128
nycseuml.arch.tju.com.   IN    A    206.77.30.185
rjgnqyuw.arch.tju.com.   IN    A    255.59.159.53
rydovxia.arch.tju.com.   IN    A    223.52.218.86
uwxsgvef.arch.tju.com.   IN    A    136.4.64.117
vdijbwtn.arch.tju.com.   IN    A    6.18.2.31
gicpsbrm.arch.tju.com.   IN    A    224.168.97.49
holqjsbw.arch.tju.com.   IN    A    113.86.21.233
cbrkwveo.arch.tju.com.   IN    A    173.64.22.108
ngkuloiw.arch.tju.com.   IN    A    39.252.122.168
qeskgamw.arch.tju.com.   IN    A    28.200.151.161
myejcaou.arch.tju.com.   IN    A    129.151.253.12
bhgvycqi.arch.tju.com.   IN    A    97.149.32.54
xmhjrpgn.arch.tju.com.   IN    A    251.192.206.163
extfkbru.arch.tju.com.   IN    A    63.39.115.24
pdnckuvb.arch.tju.com.   IN    A    113.164.48.185
axrujicy.arch.tju.com.   IN    A    155.112.11.69
utwyioaf.arch.tju.com.   IN    A    158.211.60.43
ywmosenu.arch.tju.com.   IN    A    104.46.94.169
dctjslur.arch.tju.com.   IN    A    182.151.113.94
iqkfbcty.arch.tju.com.   IN    A    18.7.141.3
yiwgeajt.arch.tju.com.   IN    A    132.133.39.14
lxgkrjeb.arch.tju.com.   IN    A    153.98.9.143
ihyjgeuf.arch.tju.com.   IN    A    104.88.201.103
tceuynfv.arch.tju.com.   IN    A    87.227.84.224
rxnagqpd.arch.tju.com.   IN    A    56.232.59.154
amesfjth.arch.tju.com.   IN    A    76.0.89.226
idatuwye.arch.tju.com.   IN    A    234.249.183.237
ptynavle.arch.tju.com.   IN    A    55.139.200.181
gmudkcnp.arch.tju.com.   IN    A    101.250.141.198
hrsnqgtj.arch.tju.com.   IN    A    113.82.10.94
qwkgpayl.arch.tju.com.   IN    A    66.181.81.136
lkpuaoer.arch.tju.com.   IN    A    219.13.225.14
efnxlbkd.arch.tju.com.   IN    A    53.239.147.117
wmurtsvx.arch.tju.com.   IN    A    202.133.56.254
fnhkptya.arch.tju.com.   IN    A    51.25.247.80
bskjxwpt.arch.tju.com.   IN    A    29.203.8.11
erjdglsn.arch.tju.com.   IN    A    233.44.16.216
uhfaejnc.arch.tju.com.   IN    A    69.5.160.104
aotqskvj.arch.tju.com.   IN    A    107.126.177.26
omlpineh.arch.tju.com.   IN    A    4.35.180.201
gihdwylr.arch.tju.com.   IN    A    17.149.125.41
ojmfdawg.arch.tju.com.   IN    A    10.157.107.14
bpjtnevq.arch.tju.com.   IN    A    62.37.246.84
jedcpamx.arch.tju.com.   IN    A    22.59.60.79
fghocrxs.arch.tju.com.   IN    A    193.192.86.223
vdhmtcln.arch.tju.com.   IN    A    115.160.101.67
erqvphyt.arch.tju.com.   IN    A    221.98.2.194
tghwodji.arch.tju.com.   IN    A    53.213.171.16
yxjserud.arch.tju.com.   IN    A    205.176.241.130
aduopgri.arch.tju.com.   IN    A    126.207.80.203
qldmjnvr.arch.tju.com.   IN    A    213.201.240.205
lkwnbpvq.arch.tju.com.   IN    A    100.63.1.247
wmbrfski.arch.tju.com.   IN    A    244.44.238.102
yckrofbd.arch.tju.com.   IN    A    234.2.37.74
ldkoihsc.arch.tju.com.   IN    A    162.61.192.174
kalwxhjd.arch.tju.com.   IN    A    18.51.149.70
taowjuxm.arch.tju.com.   IN    A    23.11.59.127
lsvfyojr.arch.tju.com.   IN    A    171.233.219.2
fvadkmox.arch.tju.com.   IN    A    107.62.216.152
neqrabsv.arch.tju.com.   IN    A    34.149.103.68
tcvjsrax.arch.tju.com.   IN    A    189.228.46.178
jmsqvhkx.arch.tju.com.   IN    A    121.152.226.244
heaixfbu.arch.tju.com.   IN    A    77.237.12.68
fucoibqv.arch.tju.com.   IN    A    175.5.188.121
rdoachyq.arch.tju.com.   IN    A    184.146.239.163
tayvenbd.arch.tju.com.   IN    A    180.34.12.177
woicjksd.arch.tju.com.   IN    A    221.254.28.55
eaowcftj.arch.tju.com.   IN    A    19.153.243.158
dsymqftx.arch.tju.com.   IN    A    6.208.227.195
ucewmyft.arch.tju.com.   IN    A    141.148.204.33
qrhskwai.arch.tju.com.   IN    A    137.69.231.77
nswpgtoc.arch.tju.com.   IN    A    3.208.27.171
elhicakv.arch.tju.com.   IN    A    2.71.147.176
gbivehum.arch.tju.com.   IN    A    233.172.213.60
nmwahirv.arch.tju.com.   IN    A    220.254.186.168
clmvxsrw.arch.tju.com.   IN    A    101.189.0.202
yrdjvksb.arch.tju.com.   IN    A    48.231.42.42
rtkqbgea.arch.tju.com.   IN    A    176.181.152.175
pdgofeib.arch.tju.com.   IN    A    45.209.137.247
ywvtncug.arch.tju.com.   IN    A    71.154.231.170
rnskqwgp.arch.tju.com.   IN    A    41.48.220.6
ylamgcnp.arch.tju.com.   IN    A    148.35.172.156
yprnvtxw.arch.tju.com.   IN    A    78.35.234.96
ytufqdks.arch.tju.com.   IN    A    164.153.49.37
coqkhwfy.arch.tju.com.   IN    A    11.23.35.71
lybgcehq.arch.tju.com.   IN    A    101.21.103.102
cgflqhwd.arch.tju.com.   IN    A    88.181.153.219
jpanmlfo.arch.tju.com.   IN    A    153.239.13.27
xtcawjoe.arch.tju.com.   IN    A    142.157.116.22
pekytahv.arch.tju.com.   IN    A    14.29.242.241
cnoumxdr.arch.tju.com.   IN    A    110.226.42.63
bojckhsl.arch.tju.com.   IN    A    67.211.175.190
luhsqjoe.arch.tju.com.   IN    A    84.194.76.68
ensfdhju.arch.tju.com.   IN    A    249.88.34.15
xncprmjq.arch.tju.com.   IN    A    14.81.46.130
ofybnlju.arch.tju.com.   IN    A    128.29.44.220
dibhtqnl.arch.tju.com.   IN    A    40.30.42.62
aygbljkv.arch.tju.com.   IN    A    128.243.43.230
jktaygun.arch.tju.com.   IN    A    172.94.107.69
emslfapo.arch.tju.com.   IN    A    155.38.217.137
ghkdjfti.arch.tju.com.   IN    A    85.33.113.199
xltkdypi.arch.tju.com.   IN    A    191.126.18.206
gbapvfjm.arch.tju.com.   IN    A    86.206.208.95
svkufpwg.arch.tju.com.   IN    A    60.103.170.224
peivoskg.arch.tju.com.   IN    A    239.184.35.11
hdrvaytj.arch.tju.com.   IN    A    0.158.192.61
imcovxgw.arch.tju.com.   IN    A    76.166.72.32
kxbcnois.arch.tju.com.   IN    A    16.112.213.242
odaplquf.arch.tju.com.   IN    A    48.24.41.26
nbixtsvw.arch.tju.com.   IN    A    137.164.220.54
lrafwopn.arch.tju.com.   IN    A    137.181.171.98
tkheojmq.arch.tju.com.   IN    A    133.241.9.191
mfsnecxy.arch.tju.com.   IN    A    86.78.5.90
qkruaocm.arch.tju.com.   IN    A    254.200.82.75
sfmpaoqd.arch.tju.com.   IN    A    141.137.168.118
wjdtpbgv.arch.tju.com.   IN    A    88.77.11.93
bfsulepy.arch.tju.com.   IN    A    95.209.20.49
gisfvwob.arch.tju.com.   IN    A    43.167.12.135
ltnuegiw.arch.tju.com.   IN    A    50.211.113.238
adpyolge.arch.tju.com.   IN    A    84.27.32.76
pxyweils.arch.tju.com.   IN    A    29.126.211.66
agjebxqs.arch.tju.com.   IN    A    176.53.228.200
ldshgcpx.arch.tju.com.   IN    A    181.70.156.25
ikfnqrjv.arch.tju.com.   IN    A    155.25.85.8
falvoyiu.arch.tju.com.   IN    A    1.176.93.71
ytkwmlvb.arch.tju.com.   IN    A    37.25.21.66
lbehtvyn.arch.tju.com.   IN    A    20.28.70.21
qteflkbr.arch.tju.com.   IN    A    63.140.120.5
qhroxujv.arch.tju.com.   IN    A    121.19.121.111
vijwxbge.arch.tju.com.   IN    A    138.113.199.168
dljpqwoy.arch.tju.com.   IN    A    123.32.63.104
nkbmurpa.arch.tju.com.   IN    A    157.49.144.239
rcymjxoh.arch.tju.com.   IN    A    25.209.40.138
pjmebatn.arch.tju.com.   IN    A    57.158.171.126
ibxgtavd.arch.tju.com.   IN    A    28.63.56.146
jfuravyk.arch.tju.com.   IN    A    144.170.11.228
qailpdub.arch.tju.com.   IN    A    24.63.72.68
ntbkpduh.arch.tju.com.   IN    A    71.55.85.232
riqhmbpk.arch.tju.com.   IN    A    164.139.233.80
ogjtrysb.arch.tju.com.   IN    A    224.113.2.35
ikganvjx.arch.tju.com.   IN    A    171.241.149.203
gfycriko.arch.tju.com.   IN    A    105.43.207.220
tjxhnfew.arch.tju.com.   IN    A    205.207.70.116
wnhvjpdt.arch.tju.com.   IN    A    228.110.235.104
sfedjvma.arch.tju.com.   IN    A    172.49.180.46
wamlrvek.arch.tju.com.   IN    A    2.136.245.236
abxgnetd.arch.tju.com.   IN    A    103.100.63.105
tbucfjwm.arch.tju.com.   IN    A    244.243.17.41
qfoipxuj.arch.tju.com.   IN    A    94.18.235.199
lcamujeq.arch.tju.com.   IN    A    105.184.91.199
pkhvsuwg.arch.tju.com.   IN    A    171.247.201.15
khcsamjr.arch.tju.com.   IN    A    173.160.88.78
mdrncwgx.arch.tju.com.   IN    A    155.156.60.70
eqglxvst.arch.tju.com.   IN    A    161.166.233.170
nflaktxg.arch.tju.com.   IN    A    154.79.91.224
ustxmwhj.arch.tju.com.   IN    A    125.85.48.169
pycdfhio.arch.tju.com.   IN    A    237.255.108.226
tlokpnsv.arch.tju.com.   IN    A    243.5.113.160
focrmahn.arch.tju.com.   IN    A    41.68.81.27
uhmyqxsj.arch.tju.com.   IN    A    173.146.175.119
wsgibhaf.arch.tju.com.   IN    A    139.93.251.186
rmfdbyjn.arch.tju.com.   IN    A    211.17.146.124
jlpvgomy.arch.tju.com.   IN    A    82.112.3.47
ajtpiycn.arch.tju.com.   IN    A    63.165.229.49
dlxfuhgt.arch.tju.com.   IN    A    174.221.35.108
owejvmip.arch.tju.com.   IN    A    23.224.178.11
bmhlojdu.arch.tju.com.   IN    A    168.119.97.11
uiwahckp.arch.tju.com.   IN    A    193.73.122.2
mopnwqrk.arch.tju.com.   IN    A    7.144.149.139
pconfmdu.arch.tju.com.   IN    A    73.188.36.178
doypscjw.arch.tju.com.   IN    A    74.193.43.26
nerwhjyi.arch.tju.com.   IN    A    139.104.198.95
owemniys.arch.tju.com.   IN    A    150.60.116.27
wblvedmx.arch.tju.com.   IN    A    9.123.169.242
ihroudln.arch.tju.com.   IN    A    1.231.48.79
msocqgby.arch.tju.com.   IN    A    14.56.234.194
sahwqlfe.arch.tju.com.   IN    A    108.130.123.228
fiwrdoqy.arch.tju.com.   IN    A    247.76.143.154
bkjyiptm.arch.tju.com.   IN    A    109.78.201.82
kunrxfva.arch.tju.com.   IN    A    59.200.243.178
jfmxouqd.arch.tju.com.   IN    A    233.138.177.53
utxlmprj.arch.tju.com.   IN    A    83.95.165.225
kjablxcn.arch.tju.com.   IN    A    220.247.40.16
kwnqxmiu.arch.tju.com.   IN    A    193.173.184.39
foxycauq.arch.tju.com.   IN    A    207.110.44.47
svnhtyie.arch.tju.com.   IN    A    226.201.65.99
gdqokxjr.arch.tju.com.   IN    A    21.109.189.127
uqeditlj.arch.tju.com.   IN    A    2.35.191.10
pylheanc.arch.tju.com.   IN    A    218.214.64.97
truvxqko.arch.tju.com.   IN    A    124.220.30.129
ykjtolva.arch.tju.com.   IN    A    109.139.132.36
fupdrboq.arch.tju.com.   IN    A    184.172.71.106
ithvanfb.arch.tju.com.   IN    A    231.137.97.142
mwjbxnhr.arch.tju.com.   IN    A    69.165.87.118
stlwjdua.arch.tju.com.   IN    A    91.67.147.116
isadgohm.arch.tju.com.   IN    A    12.238.223.153
hkbjdyug.arch.tju.com.   IN    A    21.120.133.227
vlopwdns.arch.tju.com.   IN    A    96.39.214.33
jparsmko.arch.tju.com.   IN    A    228.225.181.179
aqbjfpio.arch.tju.com.   IN    A    21.7.131.165
ghctjfye.arch.tju.com.   IN    A    66.193.176.124
elfsyvqi.arch.tju.com.   IN    A    255.131.166.158
wmfglyok.arch.tju.com.   IN    A    155.9.181.244
kqechxby.arch.tju.com.   IN    A    235.7.245.166
kwjsqobr.arch.tju.com.   IN    A    253.177.107.177
ixvcjnbt.arch.tju.com.   IN    A    158.208.121.136
xlhamwbu.arch.tju.com.   IN    A    246.183.50.111
iqmgwyvj.arch.tju.com.   IN    A    89.15.24.158
bafntmgc.arch.tju.com.   IN    A    34.244.58.109
exnrucoy.arch.tju.com.   IN    A    18.179.113.254
cayqopnd.arch.tju.com.   IN    A    25.112.137.62
decfohgp.arch.tju.com.   IN    A    255.181.80.42
unqxjgiw.arch.tju.com.   IN    A    65.212.42.174
fmuisayj.arch.tju.com.   IN    A    25.175.39.79
plsfytej.arch.tju.com.   IN    A    99.64.80.166
rjudwybe.arch.tju.com.   IN    A    49.234.173.210
fxkwmvgq.arch.tju.com.   IN    A    202.118.14.15
hquvjeim.arch.tju.com.   IN    A    213.232.40.172
iqcvfsmt.arch.tju.com.   IN    A    214.186.233.186
rsqtwxci.arch.tju.com.   IN    A    79.95.169.228
dfyexbci.arch.tju.com.   IN    A    148.88.254.55
diwlcytv.arch.tju.com.   IN    A    190.147.23.178
gfnkmqbo.arch.tju.com.   IN    A    173.226.130.249
sgonxebq.arch.tju.com.   IN    A    147.209.37.203
rkdmjunf.arch.tju.com.   IN    A    228.202.48.58
chydfibp.arch.tju.com.   IN    A    212.90.30.8
gsaljoup.arch.tju.com.   IN    A    13.145.32.192
maorviwg.arch.tju.com.   IN    A    224.113.247.74
jfndervw.arch.tju.com.   IN    A    28.194.193.219
ejyvuopt.arch.tju.com.   IN    A    42.40.17.117
bjosewkx.arch.tju.com.   IN    A    88.174.206.58
qjstnakw.arch.tju.com.   IN    A    115.55.21.189
vpwtobdc.arch.tju.com.   IN    A    241.157.185.254
rpnakcio.arch.tju.com.   IN    A    56.33.13.18
labitvwn.arch.tju.com.   IN    A    150.57.220.113
klitcxsf.arch.tju.com.   IN    A    229.160.44.58
sygowfik.arch.tju.com.   IN    A    40.216.220.250
hxukesny.arch.tju.com.   IN    A    130.159.3.121
wntxpbic.arch.tju.com.   IN    A    240.129.190.5
ifownrlv.arch.tju.com.   IN    A    18.75.115.73
irvfkoxt.arch.tju.com.   IN    A    147.222.149.208
dmhqnejw.arch.tju.com.   IN    A    182.66.167.146
bowydnmu.arch.tju.com.   IN    A    136.116.11.254
krwigfvu.arch.tju.com.   IN    A    89.91.137.214
mcfjepbs.arch.tju.com.   IN    A    242.50.83.168
ypwamkhn.arch.tju.com.   IN    A    202.157.26.22
waqlgukv.arch.tju.com.   IN    A    215.54.191.22
orwdytbu.arch.tju.com.   IN    A    192.198.180.223
sqofnmvk.arch.tju.com.   IN    A    10.51.133.159
opjdygbc.arch.tju.com.   IN    A    234.12.79.67
farlpscq.arch.tju.com.   IN    A    158.169.112.130
usiebkoy.arch.tju.com.   IN    A    223.124.236.5
emruvagy.arch.tju.com.   IN    A    138.164.209.245
jwmdslor.arch.tju.com.   IN    A    176.202.110.154
smuknhrx.arch.tju.com.   IN    A    111.131.8.89
sebcoamq.arch.tju.com.   IN    A    254.19.55.30
evrbjyam.arch.tju.com.   IN    A    235.157.37.165
mbcqvler.arch.tju.com.   IN    A    78.167.48.103
qlhrjowi.arch.tju.com.   IN    A    171.149.120.99
daijgeqs.arch.tju.com.   IN    A    248.227.171.150
vbsjkcrp.arch.tju.com.   IN    A    184.80.34.54
yniwhobf.arch.tju.com.   IN    A    140.216.156.59
hpqmwecy.arch.tju.com.   IN    A    176.69.56.151
bprvilxf.arch.tju.com.   IN    A    168.198.129.91
erckagfp.arch.tju.com.   IN    A    176.11.113.97
jvsngtpy.arch.tju.com.   IN    A    140.1.0.220
bkigqejo.arch.tju.com.   IN    A    171.149.145.102
doxapfms.arch.tju.com.   IN    A    75.10.89.131
krwioqvh.arch.tju.com.   IN    A    252.57.199.223
lqthcsjb.arch.tju.com.   IN    A    176.234.105.255
cueqvkgd.arch.tju.com.   IN    A    131.36.174.115
lcdxjgro.arch.tju.com.   IN    A    6.4.28.84
dnhyvtwm.arch.tju.com.   IN    A    251.74.253.53
fyrlwxia.arch.tju.com.   IN    A    166.166.160.73
jdletryu.arch.tju.com.   IN    A    47.158.50.44
jqlkypxh.arch.tju.com.   IN    A    252.2.138.97
kolbxqde.arch.tju.com.   IN    A    203.91.254.41
alpeurcb.arch.tju.com.   IN    A    51.115.191.187
hfcdoqia.arch.tju.com.   IN    A    13.156.219.246
alvymrpn.arch.tju.com.   IN    A    159.237.88.174
uwrobanf.arch.tju.com.   IN    A    125.77.170.252
jwpciadr.arch.tju.com.   IN    A    108.192.211.48
tsjalmbc.arch.tju.com.   IN    A    195.102.154.139
pgqrlvmy.arch.tju.com.   IN    A    67.207.84.100
bawphgfu.arch.tju.com.   IN    A    107.74.225.128
thqueonb.arch.tju.com.   IN    A    162.145.243.222
nxpoaljt.arch.tju.com.   IN    A    68.108.197.68
idfrcjno.arch.tju.com.   IN    A    140.166.255.35
einwlxvj.arch.tju.com.   IN    A    224.82.248.135
dmukplfg.arch.tju.com.   IN    A    86.54.85.165
vpblntih.arch.tju.com.   IN    A    186.144.101.133
xrkbicvs.arch.tju.com.   IN    A    179.222.199.24
oukgcabi.arch.tju.com.   IN    A    237.139.145.19
ckiuaqjn.arch.tju.com.   IN    A    143.22.100.85
pleyrqdk.arch.tju.com.   IN    A    77.9.253.139
slhgbyrq.arch.tju.com.   IN    A    211.90.41.212
hlqatsoc.arch.tju.com.   IN    A    41.41.250.77
rmqgseyw.arch.tju.com.   IN    A    84.208.189.180
yvwhpnro.arch.tju.com.   IN    A    84.118.86.102
gxynmcbo.arch.tju.com.   IN    A    4.61.109.81
usdgvhxw.arch.tju.com.   IN    A    225.78.197.222
txybcdki.arch.tju.com.   IN    A    46.227.143.88
ameqfocd.arch.tju.com.   IN    A    238.190.99.158
yagxhsni.arch.tju.com.   IN    A    58.94.35.153
iaybedcl.arch.tju.com.   IN    A    73.172.60.117
xruhndgy.arch.tju.com.   IN    A    81.205.170.249
lcysnago.arch.tju.com.   IN    A    247.141.52.226
vxjgmkuy.arch.tju.com.   IN    A    155.229.239.152
nxbqwpjl.arch.tju.com.   IN    A    183.78.17.218
degqvcxp.arch.tju.com.   IN    A    187.48.72.59
yntiusvo.arch.tju.com.   IN    A    167.206.176.86
svlabtpi.arch.tju.com.   IN    A    118.245.14.12
jtfuoceg.arch.tju.com.   IN    A    162.241.41.225
qinsrmpo.arch.tju.com.   IN    A    153.142.73.130
mwhfleus.arch.tju.com.   IN    A    252.144.78.60
yauvdbgl.arch.tju.com.   IN    A    186.1.252.188
rvucdsoe.arch.tju.com.   IN    A    117.143.213.232
pujshlxw.arch.tju.com.   IN    A    19.47.125.140
nuxwlysm.arch.tju.com.   IN    A    174.202.160.49
aviognxk.arch.tju.com.   IN    A    45.181.112.254
ljusyvdm.arch.tju.com.   IN    A    40.127.179.212
xklcorsn.arch.tju.com.   IN    A    107.8.243.38
dhyatorn.arch.tju.com.   IN    A    83.223.251.254
mkbyflvx.arch.tju.com.   IN    A    152.243.3.31
diejougw.arch.tju.com.   IN    A    165.181.36.86
swutjapm.arch.tju.com.   IN    A    19.82.145.228
