hist.pku.com.	14400	IN	SOA	ns1.hist.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
hist.pku.com.		    IN	NS ns1.hist.pku.com.
qxunacps.hist.pku.com.   IN    A    147.111.153.190
dxvlhick.hist.pku.com.   IN    A    126.190.54.20
ajxbmqcl.hist.pku.com.   IN    A    41.253.146.22
iusbaeyl.hist.pku.com.   IN    A    55.39.125.70
nhoclmep.hist.pku.com.   IN    A    161.47.158.223
yrcwalvm.hist.pku.com.   IN    A    78.231.179.195
aqykvrlh.hist.pku.com.   IN    A    214.98.248.181
tewmsrjb.hist.pku.com.   IN    A    16.67.233.3
wobksqxl.hist.pku.com.   IN    A    33.121.95.226
fvbjgodp.hist.pku.com.   IN    A    180.227.164.232
hjytepdr.hist.pku.com.   IN    A    50.164.89.98
xpukawrj.hist.pku.com.   IN    A    212.183.4.100
lencgaur.hist.pku.com.   IN    A    89.183.118.110
yplranhu.hist.pku.com.   IN    A    210.242.160.52
mshfjlbp.hist.pku.com.   IN    A    254.130.1.21
woxsjedl.hist.pku.com.   IN    A    245.188.164.131
khftsoqa.hist.pku.com.   IN    A    70.102.161.82
obscvghe.hist.pku.com.   IN    A    177.19.188.209
loiruxwm.hist.pku.com.   IN    A    191.161.8.42
auwerbxl.hist.pku.com.   IN    A    255.204.58.79
wynutqmh.hist.pku.com.   IN    A    57.194.102.239
gujlxoay.hist.pku.com.   IN    A    102.175.213.79
akiqdvno.hist.pku.com.   IN    A    133.167.188.96
jofbdqtc.hist.pku.com.   IN    A    97.153.243.229
gvoeqnlj.hist.pku.com.   IN    A    225.218.9.255
xfoghask.hist.pku.com.   IN    A    86.241.197.58
uhrgijpd.hist.pku.com.   IN    A    110.134.129.134
erijstvy.hist.pku.com.   IN    A    132.133.193.61
nqgcyxwk.hist.pku.com.   IN    A    60.24.91.43
duhetxvk.hist.pku.com.   IN    A    218.100.76.181
ngahudmi.hist.pku.com.   IN    A    144.62.134.219
wtoglubs.hist.pku.com.   IN    A    253.251.134.164
xgnfhqsi.hist.pku.com.   IN    A    9.31.155.98
dgjhwriv.hist.pku.com.   IN    A    193.205.198.249
ahtpsqxg.hist.pku.com.   IN    A    145.251.154.57
hflxibua.hist.pku.com.   IN    A    225.252.130.196
iyagochu.hist.pku.com.   IN    A    179.231.133.47
xaryedbw.hist.pku.com.   IN    A    118.42.40.167
ubrdoaxg.hist.pku.com.   IN    A    172.199.56.78
mnjeqokc.hist.pku.com.   IN    A    203.41.32.149
djrhkgcl.hist.pku.com.   IN    A    194.127.228.239
fkigxlnm.hist.pku.com.   IN    A    181.168.30.73
ydaolqxg.hist.pku.com.   IN    A    177.18.19.206
qcwtolig.hist.pku.com.   IN    A    70.248.126.20
yrtqxvmp.hist.pku.com.   IN    A    58.218.195.196
bkxyanvl.hist.pku.com.   IN    A    8.136.163.10
krbxvcmw.hist.pku.com.   IN    A    76.45.115.4
ujrikywe.hist.pku.com.   IN    A    88.249.136.104
utvfgsrl.hist.pku.com.   IN    A    33.139.155.80
tqipysjw.hist.pku.com.   IN    A    4.179.174.10
phqlfgkt.hist.pku.com.   IN    A    113.242.67.130
javdyetr.hist.pku.com.   IN    A    171.247.143.110
qybugwfm.hist.pku.com.   IN    A    233.144.148.6
hmjcksrp.hist.pku.com.   IN    A    93.117.245.107
gmxelcob.hist.pku.com.   IN    A    176.41.147.11
qkgcpsvy.hist.pku.com.   IN    A    172.193.246.18
apsurmxy.hist.pku.com.   IN    A    67.79.49.27
xmpwytrb.hist.pku.com.   IN    A    173.159.72.213
qxbuiefl.hist.pku.com.   IN    A    50.144.41.15
rhywcode.hist.pku.com.   IN    A    216.203.232.176
hvetwjif.hist.pku.com.   IN    A    139.186.210.171
dlvejnxp.hist.pku.com.   IN    A    21.218.202.233
mytlhosi.hist.pku.com.   IN    A    193.33.136.141
msjplgke.hist.pku.com.   IN    A    47.126.181.26
ibnaygeq.hist.pku.com.   IN    A    65.114.108.132
jvwinbxp.hist.pku.com.   IN    A    177.66.7.201
pvfyjrei.hist.pku.com.   IN    A    177.253.174.77
tbysodnm.hist.pku.com.   IN    A    200.39.251.181
khdgwluc.hist.pku.com.   IN    A    203.209.128.123
tsvpxyuk.hist.pku.com.   IN    A    54.64.136.15
gdotrmyi.hist.pku.com.   IN    A    199.71.177.240
vjpfionb.hist.pku.com.   IN    A    47.55.191.32
hdqxjsob.hist.pku.com.   IN    A    8.136.195.117
gxaueyhl.hist.pku.com.   IN    A    152.112.249.61
ndkrvwil.hist.pku.com.   IN    A    151.62.20.167
gbdoxjnt.hist.pku.com.   IN    A    18.171.3.42
qtunjdva.hist.pku.com.   IN    A    33.35.2.10
huepiyln.hist.pku.com.   IN    A    22.239.224.250
vigknbqw.hist.pku.com.   IN    A    152.183.58.137
niodhswa.hist.pku.com.   IN    A    2.232.169.27
csqoktav.hist.pku.com.   IN    A    86.34.44.41
mepxurgi.hist.pku.com.   IN    A    203.226.224.42
vufejdwk.hist.pku.com.   IN    A    156.22.110.245
wqayflei.hist.pku.com.   IN    A    168.58.154.83
uxsrptoi.hist.pku.com.   IN    A    198.221.28.24
vfqcalwm.hist.pku.com.   IN    A    62.202.109.201
elqdsyfu.hist.pku.com.   IN    A    38.55.21.150
lxrmgvyt.hist.pku.com.   IN    A    227.240.190.158
vdscflpj.hist.pku.com.   IN    A    130.140.236.233
nbeypdks.hist.pku.com.   IN    A    114.130.39.89
lsrpvuct.hist.pku.com.   IN    A    132.236.159.64
wumjvegp.hist.pku.com.   IN    A    157.83.116.217
qoklabwy.hist.pku.com.   IN    A    254.88.162.158
npsagtvm.hist.pku.com.   IN    A    10.101.48.6
bpyegwsx.hist.pku.com.   IN    A    99.113.127.106
ywxtpjci.hist.pku.com.   IN    A    39.44.33.228
hfcdyxos.hist.pku.com.   IN    A    33.193.225.148
rxtpwhoc.hist.pku.com.   IN    A    53.190.178.208
avsdtwph.hist.pku.com.   IN    A    248.50.217.242
mpbhxjdc.hist.pku.com.   IN    A    192.62.120.178
uednmkts.hist.pku.com.   IN    A    221.49.41.16
hrgbadco.hist.pku.com.   IN    A    75.243.83.17
bovxifmd.hist.pku.com.   IN    A    246.207.224.0
sfmndirc.hist.pku.com.   IN    A    41.11.142.227
osjcmwfe.hist.pku.com.   IN    A    195.93.9.117
bcdwvuty.hist.pku.com.   IN    A    51.132.127.3
gositrwh.hist.pku.com.   IN    A    67.115.185.153
sxncawrp.hist.pku.com.   IN    A    82.158.251.52
bcsjholi.hist.pku.com.   IN    A    145.38.2.193
wkfixqtg.hist.pku.com.   IN    A    85.235.43.72
fmtjwevk.hist.pku.com.   IN    A    52.47.17.122
dcfjlkae.hist.pku.com.   IN    A    254.101.129.93
mboqlkea.hist.pku.com.   IN    A    186.11.77.149
rjifnsld.hist.pku.com.   IN    A    125.204.138.224
gcjxqtwd.hist.pku.com.   IN    A    149.67.194.131
svnqxkay.hist.pku.com.   IN    A    142.180.171.42
cvxhfjqg.hist.pku.com.   IN    A    9.66.5.18
iywcjpuo.hist.pku.com.   IN    A    111.204.139.92
qrhfdxlg.hist.pku.com.   IN    A    147.126.249.22
spdxgano.hist.pku.com.   IN    A    144.173.252.1
ynetlkmf.hist.pku.com.   IN    A    142.202.22.44
ilekvaqr.hist.pku.com.   IN    A    136.191.150.141
fkgqxwjo.hist.pku.com.   IN    A    93.250.62.18
rioqwgbm.hist.pku.com.   IN    A    86.223.153.61
blasfunr.hist.pku.com.   IN    A    213.193.211.31
lemwxfqu.hist.pku.com.   IN    A    26.36.222.154
oyeqlirv.hist.pku.com.   IN    A    13.207.231.165
msocieyt.hist.pku.com.   IN    A    235.13.137.118
ceuotkvm.hist.pku.com.   IN    A    167.27.173.86
xvyhuent.hist.pku.com.   IN    A    135.196.151.20
kjaenimg.hist.pku.com.   IN    A    71.23.82.79
prmbkotv.hist.pku.com.   IN    A    15.111.196.154
rengsvtx.hist.pku.com.   IN    A    212.94.198.165
pvjlhxgo.hist.pku.com.   IN    A    63.22.221.188
iupxrnwl.hist.pku.com.   IN    A    65.41.46.132
yxrlidcw.hist.pku.com.   IN    A    242.113.244.246
qidyhrca.hist.pku.com.   IN    A    255.0.127.119
hgijntqf.hist.pku.com.   IN    A    191.51.26.127
ygoucxdr.hist.pku.com.   IN    A    25.39.119.108
alnxtgje.hist.pku.com.   IN    A    145.12.63.50
mniausjc.hist.pku.com.   IN    A    206.16.195.18
mhiaulsd.hist.pku.com.   IN    A    141.50.253.215
idlotapq.hist.pku.com.   IN    A    18.212.104.201
jnxfhovw.hist.pku.com.   IN    A    64.104.152.81
nxpuvywg.hist.pku.com.   IN    A    82.69.38.202
nuymiqhc.hist.pku.com.   IN    A    38.191.173.33
biwhsklr.hist.pku.com.   IN    A    123.192.101.15
cyvbengh.hist.pku.com.   IN    A    44.64.214.49
iyvtbnde.hist.pku.com.   IN    A    136.153.165.95
tmpvunqg.hist.pku.com.   IN    A    91.206.95.233
bwftmjxh.hist.pku.com.   IN    A    240.67.134.27
lfcgowsh.hist.pku.com.   IN    A    119.2.81.53
xqkocbiv.hist.pku.com.   IN    A    192.175.39.132
fjmhlxot.hist.pku.com.   IN    A    136.222.4.117
xnmkoevh.hist.pku.com.   IN    A    216.252.245.224
yekrhlga.hist.pku.com.   IN    A    45.186.211.207
mlntvoqg.hist.pku.com.   IN    A    188.20.165.234
yocspdth.hist.pku.com.   IN    A    97.86.186.121
rpxgnlsb.hist.pku.com.   IN    A    102.203.52.96
fnocjshk.hist.pku.com.   IN    A    113.149.232.152
gnimtvxc.hist.pku.com.   IN    A    222.119.173.226
lwugseof.hist.pku.com.   IN    A    49.16.160.177
whmxncit.hist.pku.com.   IN    A    108.22.111.60
mqsncydw.hist.pku.com.   IN    A    224.92.6.133
tqlfyeci.hist.pku.com.   IN    A    56.127.116.193
tskdbxfy.hist.pku.com.   IN    A    193.212.212.18
dlpaqveh.hist.pku.com.   IN    A    51.77.21.163
ulhnijbo.hist.pku.com.   IN    A    13.18.118.188
dsrlukgn.hist.pku.com.   IN    A    116.47.168.133
sabfcjyg.hist.pku.com.   IN    A    153.156.210.254
qktsrybf.hist.pku.com.   IN    A    246.145.19.134
xgotjnye.hist.pku.com.   IN    A    238.142.133.88
diahnyug.hist.pku.com.   IN    A    108.95.93.250
pjdurwei.hist.pku.com.   IN    A    216.120.114.240
oleqdrpk.hist.pku.com.   IN    A    132.226.238.111
tkmhxwjy.hist.pku.com.   IN    A    42.125.145.47
vhwisekj.hist.pku.com.   IN    A    138.248.99.211
rctxjpku.hist.pku.com.   IN    A    212.214.50.251
slrvbfeu.hist.pku.com.   IN    A    183.130.234.57
adronjix.hist.pku.com.   IN    A    119.209.4.152
bqwclrtm.hist.pku.com.   IN    A    234.230.227.3
bdwrhuyo.hist.pku.com.   IN    A    134.220.188.10
wmnkldgs.hist.pku.com.   IN    A    216.24.91.237
ljghfeqm.hist.pku.com.   IN    A    10.151.56.3
liphnjbt.hist.pku.com.   IN    A    95.55.144.190
vtkjlhrx.hist.pku.com.   IN    A    198.170.118.64
sqgxvmoy.hist.pku.com.   IN    A    245.137.194.112
sawentgo.hist.pku.com.   IN    A    249.238.15.188
ljairnqd.hist.pku.com.   IN    A    100.164.24.61
odahbinj.hist.pku.com.   IN    A    71.151.145.214
npyvxiah.hist.pku.com.   IN    A    175.243.9.212
ykrtevha.hist.pku.com.   IN    A    229.105.169.110
bsmrgkop.hist.pku.com.   IN    A    231.10.210.191
wskrgfyc.hist.pku.com.   IN    A    199.96.112.72
lqxmhefj.hist.pku.com.   IN    A    105.212.225.157
xvineauf.hist.pku.com.   IN    A    157.135.162.47
nkprvblm.hist.pku.com.   IN    A    96.254.164.178
nbxphluo.hist.pku.com.   IN    A    119.179.29.125
akfwbhpo.hist.pku.com.   IN    A    135.199.167.215
nbiamfox.hist.pku.com.   IN    A    191.131.123.52
xnabquey.hist.pku.com.   IN    A    124.49.89.149
mqhxvsbt.hist.pku.com.   IN    A    159.252.189.91
lncgjtxu.hist.pku.com.   IN    A    254.235.253.162
rqnsbxhp.hist.pku.com.   IN    A    126.166.55.175
lehtgdun.hist.pku.com.   IN    A    252.219.29.142
hfoqtkgw.hist.pku.com.   IN    A    121.192.48.206
vgrtnjek.hist.pku.com.   IN    A    80.147.117.221
wtmhxnrg.hist.pku.com.   IN    A    5.147.133.83
sxiwoube.hist.pku.com.   IN    A    12.231.181.104
bjaloeyv.hist.pku.com.   IN    A    149.111.223.248
diysxkqp.hist.pku.com.   IN    A    33.251.47.87
xkjumsod.hist.pku.com.   IN    A    246.97.41.245
fvxpqlck.hist.pku.com.   IN    A    67.76.63.13
abxcpnft.hist.pku.com.   IN    A    178.223.101.155
hejgbcyt.hist.pku.com.   IN    A    200.193.123.22
hkxtfgyb.hist.pku.com.   IN    A    93.202.172.187
pvqnurbd.hist.pku.com.   IN    A    250.50.211.176
ynlapbud.hist.pku.com.   IN    A    56.231.203.129
qsalunyd.hist.pku.com.   IN    A    5.132.221.57
syrvjkfq.hist.pku.com.   IN    A    182.149.215.12
xngkyfar.hist.pku.com.   IN    A    157.9.174.2
knwfqpeg.hist.pku.com.   IN    A    109.129.180.75
ktjhfbpn.hist.pku.com.   IN    A    138.27.58.20
sbvirhqe.hist.pku.com.   IN    A    51.89.225.19
xthejapi.hist.pku.com.   IN    A    147.187.47.136
vefhbdrt.hist.pku.com.   IN    A    185.134.193.158
oyagkqrp.hist.pku.com.   IN    A    203.54.61.132
yxgwqrmv.hist.pku.com.   IN    A    105.253.169.170
acktunwx.hist.pku.com.   IN    A    96.23.242.166
qvxbtplr.hist.pku.com.   IN    A    30.0.189.102
bdwkitpa.hist.pku.com.   IN    A    97.45.182.100
aykcuvsr.hist.pku.com.   IN    A    154.41.69.45
yraekmhw.hist.pku.com.   IN    A    151.230.220.218
qynxsgdk.hist.pku.com.   IN    A    157.22.120.40
nbmyorwj.hist.pku.com.   IN    A    185.96.23.172
prqecakh.hist.pku.com.   IN    A    15.183.126.196
eylxwvqu.hist.pku.com.   IN    A    112.223.193.172
dfjmpeun.hist.pku.com.   IN    A    227.170.39.224
fnxplgoa.hist.pku.com.   IN    A    169.49.22.43
atuwgcdo.hist.pku.com.   IN    A    157.59.92.209
vbhxyuli.hist.pku.com.   IN    A    97.63.42.93
uryokjhx.hist.pku.com.   IN    A    31.191.56.126
cndeughy.hist.pku.com.   IN    A    55.235.237.196
utoyjlhq.hist.pku.com.   IN    A    111.195.242.161
gfucejpm.hist.pku.com.   IN    A    221.141.200.141
thxbywgn.hist.pku.com.   IN    A    247.38.130.152
hoibteyg.hist.pku.com.   IN    A    253.244.199.23
hdilaxve.hist.pku.com.   IN    A    87.42.55.53
inraqpox.hist.pku.com.   IN    A    203.151.147.41
dvgeapwy.hist.pku.com.   IN    A    78.39.29.188
kitexjwy.hist.pku.com.   IN    A    207.129.176.179
iusopcem.hist.pku.com.   IN    A    84.151.47.84
rudqnweg.hist.pku.com.   IN    A    162.247.199.239
jtokqwsu.hist.pku.com.   IN    A    133.135.222.226
exvtspcw.hist.pku.com.   IN    A    210.222.233.102
hbvdukfn.hist.pku.com.   IN    A    36.241.40.182
egnskobm.hist.pku.com.   IN    A    151.244.146.153
ilymdhgu.hist.pku.com.   IN    A    123.119.95.92
tohirlfa.hist.pku.com.   IN    A    157.228.166.217
fhtsdvby.hist.pku.com.   IN    A    221.16.233.56
ebqrfouy.hist.pku.com.   IN    A    0.186.19.4
aekbyvqg.hist.pku.com.   IN    A    136.234.84.109
adujtckq.hist.pku.com.   IN    A    234.241.87.120
bihlpwtr.hist.pku.com.   IN    A    146.192.80.3
pvlumcgw.hist.pku.com.   IN    A    77.69.105.153
wiqthloc.hist.pku.com.   IN    A    40.125.233.97
yijfcgas.hist.pku.com.   IN    A    117.73.18.86
edlpnkxi.hist.pku.com.   IN    A    128.65.164.96
mtgwunql.hist.pku.com.   IN    A    221.255.43.228
pywdalho.hist.pku.com.   IN    A    24.213.118.231
teospcyg.hist.pku.com.   IN    A    107.251.134.205
afkixgmd.hist.pku.com.   IN    A    33.207.229.25
hmvfcgte.hist.pku.com.   IN    A    248.2.222.50
tcfabqsh.hist.pku.com.   IN    A    64.146.2.236
mdnlyxku.hist.pku.com.   IN    A    57.127.29.139
vrlixjhm.hist.pku.com.   IN    A    145.120.32.119
qftlknpe.hist.pku.com.   IN    A    39.127.167.22
dtjroymp.hist.pku.com.   IN    A    157.213.169.127
dhagyubo.hist.pku.com.   IN    A    112.57.160.93
xhpoqgmf.hist.pku.com.   IN    A    25.23.141.148
ufphoxec.hist.pku.com.   IN    A    47.25.28.172
tpnexrmc.hist.pku.com.   IN    A    188.188.143.127
onubjqpd.hist.pku.com.   IN    A    243.119.193.141
mwojusvk.hist.pku.com.   IN    A    60.29.254.92
nqfsugrx.hist.pku.com.   IN    A    56.140.144.120
yjlfvamt.hist.pku.com.   IN    A    118.45.36.122
cgkbpoly.hist.pku.com.   IN    A    177.80.143.228
nopguqhw.hist.pku.com.   IN    A    20.79.243.128
bsxvudmr.hist.pku.com.   IN    A    242.183.157.128
dhyuvomt.hist.pku.com.   IN    A    111.17.192.42
ljasindy.hist.pku.com.   IN    A    156.94.21.15
gmxtsflc.hist.pku.com.   IN    A    124.221.29.220
jaxefiqt.hist.pku.com.   IN    A    178.45.63.75
lkesiwba.hist.pku.com.   IN    A    71.81.217.31
vqjnbcwo.hist.pku.com.   IN    A    202.252.38.112
irfhqkae.hist.pku.com.   IN    A    177.22.105.235
cnlfasjp.hist.pku.com.   IN    A    158.86.173.98
oingshyr.hist.pku.com.   IN    A    29.130.109.159
oqpfyaxr.hist.pku.com.   IN    A    180.199.141.29
poldjcme.hist.pku.com.   IN    A    187.113.141.78
dprhgmqo.hist.pku.com.   IN    A    2.26.44.235
lidxvtyw.hist.pku.com.   IN    A    61.154.244.240
txmqrfyg.hist.pku.com.   IN    A    33.39.45.121
bwhvmfnj.hist.pku.com.   IN    A    68.61.207.207
dtwpyaqg.hist.pku.com.   IN    A    166.173.192.146
pnaikxwy.hist.pku.com.   IN    A    255.150.31.207
rwfqlpag.hist.pku.com.   IN    A    59.30.41.21
bqrhwtkv.hist.pku.com.   IN    A    139.191.120.141
imrbgepy.hist.pku.com.   IN    A    4.215.144.0
xuyornem.hist.pku.com.   IN    A    194.150.148.129
xknijmoh.hist.pku.com.   IN    A    65.142.92.106
suwebmlp.hist.pku.com.   IN    A    69.18.10.226
eaulhxtc.hist.pku.com.   IN    A    191.23.198.117
kltdrbgi.hist.pku.com.   IN    A    34.97.62.154
glwujvfi.hist.pku.com.   IN    A    234.193.138.65
kgnwpexf.hist.pku.com.   IN    A    4.122.212.129
enivafhg.hist.pku.com.   IN    A    106.123.176.221
ohdpgvlf.hist.pku.com.   IN    A    135.182.212.131
qylktaex.hist.pku.com.   IN    A    5.80.150.76
egoufdhk.hist.pku.com.   IN    A    145.183.173.217
hmixplrg.hist.pku.com.   IN    A    22.143.194.11
elhwxupn.hist.pku.com.   IN    A    4.46.254.233
mirqjkbu.hist.pku.com.   IN    A    102.131.189.240
coamxtdj.hist.pku.com.   IN    A    10.201.143.109
qyvgfsek.hist.pku.com.   IN    A    120.70.40.202
uskajcgp.hist.pku.com.   IN    A    66.246.124.188
fecxuoba.hist.pku.com.   IN    A    159.57.123.172
lmrxbdfc.hist.pku.com.   IN    A    244.251.43.54
kapvyfih.hist.pku.com.   IN    A    232.34.74.151
repjbydv.hist.pku.com.   IN    A    233.183.199.74
tinlrsmf.hist.pku.com.   IN    A    218.250.21.124
ydrxmces.hist.pku.com.   IN    A    210.137.193.90
cjgintka.hist.pku.com.   IN    A    178.85.200.79
cbymaxov.hist.pku.com.   IN    A    58.255.178.126
rtqevokh.hist.pku.com.   IN    A    88.124.112.124
gstjbdew.hist.pku.com.   IN    A    169.170.61.69
sacibuet.hist.pku.com.   IN    A    99.192.211.69
evyjcisw.hist.pku.com.   IN    A    100.46.14.134
sekadrby.hist.pku.com.   IN    A    155.0.121.55
bwmdvjfy.hist.pku.com.   IN    A    127.192.216.103
wdcmajyg.hist.pku.com.   IN    A    15.149.54.251
drgjmcev.hist.pku.com.   IN    A    182.17.9.212
aqkrcbtg.hist.pku.com.   IN    A    128.61.151.160
wtupvajc.hist.pku.com.   IN    A    152.71.30.198
kmshlbxo.hist.pku.com.   IN    A    43.181.126.209
eghfcdnr.hist.pku.com.   IN    A    122.63.1.84
nvjtlbek.hist.pku.com.   IN    A    106.163.18.18
lfgedytq.hist.pku.com.   IN    A    44.233.55.48
tqpnlwed.hist.pku.com.   IN    A    170.197.171.65
afthkmgn.hist.pku.com.   IN    A    154.23.204.241
slndwrmg.hist.pku.com.   IN    A    63.93.48.84
gyvqxdil.hist.pku.com.   IN    A    47.74.4.70
gvmrhosy.hist.pku.com.   IN    A    56.78.69.1
yexgsica.hist.pku.com.   IN    A    95.42.134.33
fjbqkdul.hist.pku.com.   IN    A    51.228.148.83
rjwohsgu.hist.pku.com.   IN    A    243.226.252.91
rtmbylah.hist.pku.com.   IN    A    91.221.204.110
doxkyune.hist.pku.com.   IN    A    122.143.156.240
iklyubep.hist.pku.com.   IN    A    166.77.16.208
dcqghulb.hist.pku.com.   IN    A    213.169.68.125
wsbgjnkc.hist.pku.com.   IN    A    49.42.197.234
gwiruomp.hist.pku.com.   IN    A    159.181.9.107
racqlvys.hist.pku.com.   IN    A    59.239.113.47
olsjunat.hist.pku.com.   IN    A    119.196.34.145
kiyejpof.hist.pku.com.   IN    A    228.73.35.171
sfwonjxr.hist.pku.com.   IN    A    155.17.171.247
ocnymvjs.hist.pku.com.   IN    A    48.218.17.143
idvhxrcg.hist.pku.com.   IN    A    128.243.98.117
icevbqjp.hist.pku.com.   IN    A    208.143.64.143
jclvegwf.hist.pku.com.   IN    A    148.202.11.64
owfyuidj.hist.pku.com.   IN    A    19.11.174.185
auvghcfo.hist.pku.com.   IN    A    220.33.11.237
amcktvdr.hist.pku.com.   IN    A    185.168.85.18
nseijfvb.hist.pku.com.   IN    A    80.233.152.65
yecaxvgs.hist.pku.com.   IN    A    0.187.175.188
esfnocxv.hist.pku.com.   IN    A    184.238.208.44
uayjfgvw.hist.pku.com.   IN    A    53.55.235.84
emjklitu.hist.pku.com.   IN    A    206.179.55.97
neqbogtv.hist.pku.com.   IN    A    73.121.0.67
lbyrjuxg.hist.pku.com.   IN    A    19.184.193.42
uafvidms.hist.pku.com.   IN    A    120.43.224.230
vqwhfups.hist.pku.com.   IN    A    114.91.20.21
woaqclej.hist.pku.com.   IN    A    148.85.240.127
oetrgxai.hist.pku.com.   IN    A    66.3.200.248
gsvdjklc.hist.pku.com.   IN    A    122.188.210.236
ypuwrtca.hist.pku.com.   IN    A    241.197.250.23
rhbptysu.hist.pku.com.   IN    A    86.131.143.92
wksfuami.hist.pku.com.   IN    A    97.122.216.165
gytvphrm.hist.pku.com.   IN    A    189.30.58.62
qigclmwb.hist.pku.com.   IN    A    45.173.79.159
qmopuxcl.hist.pku.com.   IN    A    112.87.228.249
yqlwtdhf.hist.pku.com.   IN    A    133.243.161.54
pfamuhdr.hist.pku.com.   IN    A    84.105.100.143
dobgrfwq.hist.pku.com.   IN    A    126.76.84.81
xotrcbad.hist.pku.com.   IN    A    219.48.48.92
tivolfxu.hist.pku.com.   IN    A    102.82.52.54
qkjtvdyb.hist.pku.com.   IN    A    133.161.122.168
jdfvyqst.hist.pku.com.   IN    A    63.204.154.213
rspfydgh.hist.pku.com.   IN    A    42.66.221.232
irbesgqu.hist.pku.com.   IN    A    164.85.129.181
cwfquxpk.hist.pku.com.   IN    A    207.54.194.26
steqykvw.hist.pku.com.   IN    A    20.47.125.104
gwjkiqxl.hist.pku.com.   IN    A    2.235.218.16
htyvfqui.hist.pku.com.   IN    A    148.161.28.135
ivmyfjnt.hist.pku.com.   IN    A    179.82.98.252
uytvshxe.hist.pku.com.   IN    A    155.146.24.186
gdrxcsen.hist.pku.com.   IN    A    28.202.108.155
nemqlukd.hist.pku.com.   IN    A    240.248.86.39
hrucmlwf.hist.pku.com.   IN    A    81.16.151.80
knbpwhde.hist.pku.com.   IN    A    68.129.156.189
ckebhvdx.hist.pku.com.   IN    A    93.153.56.192
nmkpdcfi.hist.pku.com.   IN    A    214.205.59.148
vyfpbldg.hist.pku.com.   IN    A    120.1.130.37
kyrehfwc.hist.pku.com.   IN    A    216.70.149.230
ojcydvfq.hist.pku.com.   IN    A    201.213.192.179
nkixbslr.hist.pku.com.   IN    A    185.126.202.211
dsqvglxa.hist.pku.com.   IN    A    14.249.103.57
bhkiecsf.hist.pku.com.   IN    A    132.117.69.223
vrwefhyu.hist.pku.com.   IN    A    97.221.182.238
bngkeyhj.hist.pku.com.   IN    A    58.114.121.38
rfwgkeas.hist.pku.com.   IN    A    197.161.224.170
onpmgudw.hist.pku.com.   IN    A    183.87.42.248
pdumnjey.hist.pku.com.   IN    A    36.178.230.240
lcxaehmb.hist.pku.com.   IN    A    12.182.253.40
iulecfqp.hist.pku.com.   IN    A    35.209.14.127
ypvniale.hist.pku.com.   IN    A    108.216.146.81
hcxpsqgj.hist.pku.com.   IN    A    114.53.237.18
lrbpjhtk.hist.pku.com.   IN    A    3.201.67.139
sqwitbkf.hist.pku.com.   IN    A    184.167.3.41
kvwyhgfd.hist.pku.com.   IN    A    246.82.195.181
ihbwpsmv.hist.pku.com.   IN    A    242.187.76.178
etxnfspi.hist.pku.com.   IN    A    27.249.162.255
eqhwkdpi.hist.pku.com.   IN    A    25.202.97.53
dfhaisjl.hist.pku.com.   IN    A    150.79.8.87
lfxmepuc.hist.pku.com.   IN    A    30.103.32.32
qyxiejnh.hist.pku.com.   IN    A    84.136.200.161
mjkoitdf.hist.pku.com.   IN    A    216.232.145.32
gpfsnxeu.hist.pku.com.   IN    A    52.89.85.236
sqyopguk.hist.pku.com.   IN    A    19.180.4.125
jtmulbhe.hist.pku.com.   IN    A    159.207.42.180
dexpvstu.hist.pku.com.   IN    A    169.144.253.175
gsxavmcr.hist.pku.com.   IN    A    85.163.217.119
cgmwstrb.hist.pku.com.   IN    A    227.37.165.51
jwhkludm.hist.pku.com.   IN    A    182.203.30.250
vgajodef.hist.pku.com.   IN    A    111.18.122.11
ohfradjg.hist.pku.com.   IN    A    67.254.143.38
sfnawpij.hist.pku.com.   IN    A    179.33.48.131
rbmjwigo.hist.pku.com.   IN    A    208.42.222.25
yfisdgwe.hist.pku.com.   IN    A    215.17.42.59
wnqjspiu.hist.pku.com.   IN    A    50.141.211.56
ymjeroqw.hist.pku.com.   IN    A    207.101.244.139
hrkqlnxm.hist.pku.com.   IN    A    246.206.74.109
bnqlwish.hist.pku.com.   IN    A    24.217.5.9
ejboqdiu.hist.pku.com.   IN    A    60.128.132.42
kablrmgx.hist.pku.com.   IN    A    143.120.122.77
aygemnvr.hist.pku.com.   IN    A    44.99.185.236
vsqexuro.hist.pku.com.   IN    A    162.100.82.36
akyulreh.hist.pku.com.   IN    A    99.203.189.80
amyqrudb.hist.pku.com.   IN    A    177.66.194.29
onbdcpqy.hist.pku.com.   IN    A    147.42.148.204
myjukidx.hist.pku.com.   IN    A    114.157.198.242
fpdvraio.hist.pku.com.   IN    A    83.116.51.161
xdjaekho.hist.pku.com.   IN    A    17.168.29.229
twpnxyom.hist.pku.com.   IN    A    214.87.60.130
bvamusyi.hist.pku.com.   IN    A    116.65.73.157
jydxcpkt.hist.pku.com.   IN    A    124.125.105.69
lysfgmaq.hist.pku.com.   IN    A    58.149.208.66
vwhisgjo.hist.pku.com.   IN    A    192.215.142.43
bhdkflto.hist.pku.com.   IN    A    12.39.206.114
oyximplf.hist.pku.com.   IN    A    250.144.104.188
bxrklesv.hist.pku.com.   IN    A    90.255.217.47
kntisfpg.hist.pku.com.   IN    A    183.226.65.211
