ai.shu.com.	14400	IN	SOA	ns1.ai.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
ai.shu.com.		    IN	NS ns1.ai.shu.com.
klivmaye.ai.shu.com.     IN    A    215.61.184.8
kasinpxc.ai.shu.com.     IN    A    50.150.115.115
tcnjoxql.ai.shu.com.     IN    A    213.137.248.48
yfpbaois.ai.shu.com.     IN    A    12.212.42.0
ejrtsohw.ai.shu.com.     IN    A    101.135.199.195
ukxvdjts.ai.shu.com.     IN    A    114.14.200.5
bcqtkuay.ai.shu.com.     IN    A    74.15.84.188
anlbgwjh.ai.shu.com.     IN    A    21.126.102.117
bvnwrjek.ai.shu.com.     IN    A    201.13.29.149
idorhlaf.ai.shu.com.     IN    A    175.41.214.169
iamobwvx.ai.shu.com.     IN    A    124.20.131.216
vuepnbsy.ai.shu.com.     IN    A    11.14.54.210
pjbufvnh.ai.shu.com.     IN    A    57.178.185.25
jbvpadlf.ai.shu.com.     IN    A    209.58.32.187
gavlskpb.ai.shu.com.     IN    A    68.36.110.47
qjlykcga.ai.shu.com.     IN    A    89.105.59.186
sovabrmd.ai.shu.com.     IN    A    136.0.33.39
wjpmasxg.ai.shu.com.     IN    A    214.109.203.150
rixsqdjf.ai.shu.com.     IN    A    232.227.94.111
qcfnaoih.ai.shu.com.     IN    A    103.229.82.197
xeoqbnrs.ai.shu.com.     IN    A    131.133.187.204
mbusolkp.ai.shu.com.     IN    A    50.39.99.56
dgkcfryx.ai.shu.com.     IN    A    243.169.80.30
rmbuxsfv.ai.shu.com.     IN    A    13.175.55.120
urvqmjxo.ai.shu.com.     IN    A    198.115.22.26
dotjcwsr.ai.shu.com.     IN    A    43.93.65.217
ryqpkslf.ai.shu.com.     IN    A    39.233.64.71
obpeqxfh.ai.shu.com.     IN    A    43.76.26.193
fvxajpcm.ai.shu.com.     IN    A    38.228.195.111
hxwognki.ai.shu.com.     IN    A    46.150.111.13
gtpliexr.ai.shu.com.     IN    A    156.3.69.224
aivsxonf.ai.shu.com.     IN    A    117.214.204.27
edomcbwt.ai.shu.com.     IN    A    143.24.241.146
fpoladth.ai.shu.com.     IN    A    29.221.81.106
chbamqvu.ai.shu.com.     IN    A    91.245.76.44
uxfhnwts.ai.shu.com.     IN    A    168.150.83.102
ragihkcs.ai.shu.com.     IN    A    209.175.36.25
vanbmusy.ai.shu.com.     IN    A    144.178.52.26
rxwydkhl.ai.shu.com.     IN    A    24.97.191.255
wejkdbga.ai.shu.com.     IN    A    190.172.27.231
qlnpyujo.ai.shu.com.     IN    A    130.94.83.244
auqnsykb.ai.shu.com.     IN    A    118.90.78.141
fnlegbji.ai.shu.com.     IN    A    217.151.109.203
yqkdoebl.ai.shu.com.     IN    A    255.126.226.63
sphuqamj.ai.shu.com.     IN    A    152.51.19.41
utqvmyos.ai.shu.com.     IN    A    244.130.194.10
ilnbhqju.ai.shu.com.     IN    A    36.83.167.120
uvqysmhp.ai.shu.com.     IN    A    193.185.80.173
axonpicf.ai.shu.com.     IN    A    136.63.80.233
qpyhrnmg.ai.shu.com.     IN    A    68.52.47.240
oruvxymt.ai.shu.com.     IN    A    68.158.46.162
fnwybpot.ai.shu.com.     IN    A    126.174.200.184
yrgxlhdk.ai.shu.com.     IN    A    250.196.243.156
lqgbdjso.ai.shu.com.     IN    A    33.112.153.35
yubqjnwt.ai.shu.com.     IN    A    121.67.21.118
bvlkqdej.ai.shu.com.     IN    A    128.24.36.119
cjywgoed.ai.shu.com.     IN    A    230.168.222.98
skovurhx.ai.shu.com.     IN    A    74.189.148.105
lodxhywj.ai.shu.com.     IN    A    86.141.194.171
brvqupkj.ai.shu.com.     IN    A    213.36.149.37
ybvpkxqh.ai.shu.com.     IN    A    213.144.115.244
ukbnsqjt.ai.shu.com.     IN    A    78.230.163.173
aldftvkc.ai.shu.com.     IN    A    182.58.168.182
msouqpgc.ai.shu.com.     IN    A    100.184.76.109
tsyaxqmf.ai.shu.com.     IN    A    70.83.237.236
pthmoxfd.ai.shu.com.     IN    A    248.191.152.193
coeqbdhg.ai.shu.com.     IN    A    46.27.215.218
xqcyfanw.ai.shu.com.     IN    A    184.217.93.251
pjoaxmsy.ai.shu.com.     IN    A    63.74.119.233
tnxovqsc.ai.shu.com.     IN    A    227.216.226.64
krhcsxjo.ai.shu.com.     IN    A    43.124.50.0
dyvaixfw.ai.shu.com.     IN    A    51.140.121.202
xeyluokd.ai.shu.com.     IN    A    37.113.112.213
mjwyicdg.ai.shu.com.     IN    A    73.8.221.65
eysmgxdk.ai.shu.com.     IN    A    39.56.49.237
fyuwgljc.ai.shu.com.     IN    A    145.49.184.19
ekvtnblr.ai.shu.com.     IN    A    17.41.111.71
bngfcojp.ai.shu.com.     IN    A    220.234.101.108
uaqndyxh.ai.shu.com.     IN    A    154.251.0.192
mtrvsnoy.ai.shu.com.     IN    A    173.126.246.112
mbahcvys.ai.shu.com.     IN    A    209.44.6.139
kldryxec.ai.shu.com.     IN    A    148.144.223.3
waglyfhe.ai.shu.com.     IN    A    122.62.130.169
omlrwhtx.ai.shu.com.     IN    A    240.187.146.254
dtsgryje.ai.shu.com.     IN    A    92.232.147.182
qvgktrus.ai.shu.com.     IN    A    195.123.196.208
rkheynup.ai.shu.com.     IN    A    85.24.221.239
oavewdgl.ai.shu.com.     IN    A    147.173.182.205
agpmksxw.ai.shu.com.     IN    A    42.237.199.233
gtrlfevy.ai.shu.com.     IN    A    151.168.81.10
gwoipftq.ai.shu.com.     IN    A    68.27.87.72
xilknwod.ai.shu.com.     IN    A    76.41.251.79
fstenpcy.ai.shu.com.     IN    A    217.107.192.7
ljemukcx.ai.shu.com.     IN    A    102.235.118.20
cqxtheju.ai.shu.com.     IN    A    116.2.251.60
gwqpfukl.ai.shu.com.     IN    A    170.104.45.81
btlnqmje.ai.shu.com.     IN    A    176.223.19.160
bqtyscva.ai.shu.com.     IN    A    151.91.226.231
gslykpbf.ai.shu.com.     IN    A    124.196.83.114
iwlxcovb.ai.shu.com.     IN    A    11.230.209.139
hvtgbxjn.ai.shu.com.     IN    A    96.28.221.242
tmqdoiku.ai.shu.com.     IN    A    23.64.73.18
fevymbcj.ai.shu.com.     IN    A    42.232.178.179
fsljknip.ai.shu.com.     IN    A    105.171.172.248
girpwmua.ai.shu.com.     IN    A    227.128.44.105
lfsrkytq.ai.shu.com.     IN    A    171.113.8.81
gifphcnu.ai.shu.com.     IN    A    73.6.93.250
odferlwa.ai.shu.com.     IN    A    124.232.95.16
qpjcwdvt.ai.shu.com.     IN    A    66.122.239.131
ikrbnsfw.ai.shu.com.     IN    A    210.143.74.77
msljwuxf.ai.shu.com.     IN    A    5.218.162.36
knuqowam.ai.shu.com.     IN    A    251.86.61.120
xekgpscj.ai.shu.com.     IN    A    210.175.200.109
pjghmqfy.ai.shu.com.     IN    A    138.44.219.168
ufkomtax.ai.shu.com.     IN    A    110.102.219.32
rjksdqbo.ai.shu.com.     IN    A    169.10.114.117
bqoljits.ai.shu.com.     IN    A    239.219.214.162
vfituldc.ai.shu.com.     IN    A    180.157.65.7
rjhluams.ai.shu.com.     IN    A    112.124.14.38
tejsqvga.ai.shu.com.     IN    A    111.254.16.19
kmuirbne.ai.shu.com.     IN    A    17.197.145.77
ucwgnaxr.ai.shu.com.     IN    A    150.82.14.198
qrotunyv.ai.shu.com.     IN    A    118.224.191.105
etapnrmv.ai.shu.com.     IN    A    21.242.124.233
hjgcbvai.ai.shu.com.     IN    A    48.6.80.164
cxyhrkjw.ai.shu.com.     IN    A    79.211.109.161
gdepnawb.ai.shu.com.     IN    A    53.164.204.31
kbacysjl.ai.shu.com.     IN    A    212.71.34.3
okjsqprc.ai.shu.com.     IN    A    169.214.185.128
hvqtfesx.ai.shu.com.     IN    A    11.149.61.119
phfiltsc.ai.shu.com.     IN    A    120.5.33.199
ylwnsxqf.ai.shu.com.     IN    A    227.211.106.193
lnqmkbix.ai.shu.com.     IN    A    78.83.214.249
akdlvwnb.ai.shu.com.     IN    A    123.45.240.209
okxqwytg.ai.shu.com.     IN    A    123.35.20.111
htkcosfg.ai.shu.com.     IN    A    89.9.125.68
xngvlifc.ai.shu.com.     IN    A    196.182.125.47
emkgftcx.ai.shu.com.     IN    A    76.139.35.27
lohpsdjx.ai.shu.com.     IN    A    78.250.65.244
qfotxrci.ai.shu.com.     IN    A    20.206.2.60
fksugabr.ai.shu.com.     IN    A    57.69.242.108
thsaygfd.ai.shu.com.     IN    A    53.126.239.59
hdlsqcoe.ai.shu.com.     IN    A    68.105.91.40
vjmpsahr.ai.shu.com.     IN    A    120.99.164.84
jxatficg.ai.shu.com.     IN    A    250.33.79.237
lbmckouq.ai.shu.com.     IN    A    114.6.204.235
qdhsjwyc.ai.shu.com.     IN    A    152.154.110.27
gtslfboe.ai.shu.com.     IN    A    1.153.177.116
vdhlpnxa.ai.shu.com.     IN    A    92.153.213.86
sgewfuox.ai.shu.com.     IN    A    208.127.151.98
urgstdch.ai.shu.com.     IN    A    105.139.9.189
cvembywq.ai.shu.com.     IN    A    245.238.244.86
vkflpdmh.ai.shu.com.     IN    A    242.77.214.157
fwtxjscr.ai.shu.com.     IN    A    141.192.94.123
snxmtfpl.ai.shu.com.     IN    A    92.36.32.69
ycrvaetg.ai.shu.com.     IN    A    51.65.88.62
trjfnoep.ai.shu.com.     IN    A    89.255.255.119
wdfgecum.ai.shu.com.     IN    A    205.183.33.178
iakohqxd.ai.shu.com.     IN    A    178.42.103.20
evylmduo.ai.shu.com.     IN    A    0.103.207.64
xvpekahj.ai.shu.com.     IN    A    171.219.153.97
bnphovcr.ai.shu.com.     IN    A    112.222.63.183
dnhlvbey.ai.shu.com.     IN    A    240.51.9.27
ehslktau.ai.shu.com.     IN    A    206.234.51.69
dbpimywk.ai.shu.com.     IN    A    180.109.112.119
dqlnctmw.ai.shu.com.     IN    A    167.227.221.77
xqahlfgw.ai.shu.com.     IN    A    224.30.228.195
xfbuegqw.ai.shu.com.     IN    A    0.94.186.177
mwvnsjpe.ai.shu.com.     IN    A    218.116.24.196
scikfmuj.ai.shu.com.     IN    A    236.143.60.169
aselgbyn.ai.shu.com.     IN    A    199.4.72.1
tqnbhlwc.ai.shu.com.     IN    A    151.70.135.252
plaojtgk.ai.shu.com.     IN    A    182.100.114.195
urwhqndl.ai.shu.com.     IN    A    178.93.149.141
fswbamgu.ai.shu.com.     IN    A    95.62.119.222
jotavilh.ai.shu.com.     IN    A    233.236.211.203
rotbgehu.ai.shu.com.     IN    A    42.182.199.41
qfljkdhx.ai.shu.com.     IN    A    179.75.70.80
jlwutbmd.ai.shu.com.     IN    A    85.158.99.31
fmskhnej.ai.shu.com.     IN    A    190.254.214.198
fymlewvu.ai.shu.com.     IN    A    98.13.96.71
qrpfnuvm.ai.shu.com.     IN    A    172.143.85.29
mbtueaji.ai.shu.com.     IN    A    120.1.218.34
hpeuavjn.ai.shu.com.     IN    A    97.233.211.112
jigsdpqa.ai.shu.com.     IN    A    134.43.59.21
tvygical.ai.shu.com.     IN    A    191.53.1.13
qblfwtcy.ai.shu.com.     IN    A    27.177.3.146
htexqavr.ai.shu.com.     IN    A    179.39.126.66
kycglmeq.ai.shu.com.     IN    A    136.214.14.112
ayhbnejs.ai.shu.com.     IN    A    118.216.131.37
hwbjrsgk.ai.shu.com.     IN    A    111.107.127.106
ywsxmbnc.ai.shu.com.     IN    A    152.152.231.175
irdfexoy.ai.shu.com.     IN    A    241.98.183.164
embtqpyr.ai.shu.com.     IN    A    237.136.180.252
rqyecgfa.ai.shu.com.     IN    A    155.124.200.94
pmtyihwl.ai.shu.com.     IN    A    146.112.217.114
ckptynfe.ai.shu.com.     IN    A    31.154.49.136
yptuvwrc.ai.shu.com.     IN    A    146.112.44.119
fixmoerv.ai.shu.com.     IN    A    102.242.218.127
bqaieuhp.ai.shu.com.     IN    A    32.138.175.126
obcydlti.ai.shu.com.     IN    A    94.6.246.24
atjpuvgc.ai.shu.com.     IN    A    148.118.156.233
cmsjnotx.ai.shu.com.     IN    A    151.162.81.193
bcqrognw.ai.shu.com.     IN    A    246.139.89.62
togmfjwl.ai.shu.com.     IN    A    213.179.185.98
xeygbjhw.ai.shu.com.     IN    A    106.122.216.220
dicbrxjf.ai.shu.com.     IN    A    251.114.38.226
ntsiemwr.ai.shu.com.     IN    A    127.101.16.92
lnikgbqf.ai.shu.com.     IN    A    147.57.82.174
wgdyhocr.ai.shu.com.     IN    A    212.61.152.95
fplhswdk.ai.shu.com.     IN    A    36.242.3.24
hvojqykc.ai.shu.com.     IN    A    199.91.14.80
njmifpac.ai.shu.com.     IN    A    229.125.75.128
ugybtjmd.ai.shu.com.     IN    A    8.38.76.64
kubfsery.ai.shu.com.     IN    A    124.154.80.78
ejigcopb.ai.shu.com.     IN    A    128.169.185.66
kbeincxl.ai.shu.com.     IN    A    228.244.110.82
miqboecw.ai.shu.com.     IN    A    108.225.101.68
uhwengjx.ai.shu.com.     IN    A    114.250.188.248
abgixsev.ai.shu.com.     IN    A    93.253.57.18
ivpwsgxm.ai.shu.com.     IN    A    245.105.210.159
yaemtgpd.ai.shu.com.     IN    A    107.21.14.237
rhtjouab.ai.shu.com.     IN    A    212.251.221.157
yurbhltn.ai.shu.com.     IN    A    110.195.4.237
dprobway.ai.shu.com.     IN    A    40.92.6.122
rxchuobt.ai.shu.com.     IN    A    80.114.68.234
gfxsaekr.ai.shu.com.     IN    A    239.79.28.230
wijufelh.ai.shu.com.     IN    A    48.47.21.226
jendvyxu.ai.shu.com.     IN    A    146.118.140.134
ujswfkrx.ai.shu.com.     IN    A    79.15.160.205
jswymbvd.ai.shu.com.     IN    A    93.62.36.245
hpymuljc.ai.shu.com.     IN    A    170.153.34.228
lhguicbv.ai.shu.com.     IN    A    191.22.244.53
lsrnxikq.ai.shu.com.     IN    A    166.101.68.118
kpatirqm.ai.shu.com.     IN    A    166.208.54.186
slrwhona.ai.shu.com.     IN    A    219.134.178.142
qirjekov.ai.shu.com.     IN    A    214.142.11.237
nkopfumt.ai.shu.com.     IN    A    239.127.92.85
bvrqegkp.ai.shu.com.     IN    A    98.65.172.142
awbtydpg.ai.shu.com.     IN    A    172.91.35.119
womfypqb.ai.shu.com.     IN    A    177.11.131.54
sqrbvhjx.ai.shu.com.     IN    A    232.230.190.124
evjmnskt.ai.shu.com.     IN    A    8.158.91.169
ecblqryt.ai.shu.com.     IN    A    226.198.238.60
bscuaqoi.ai.shu.com.     IN    A    167.191.197.83
kamhiyjx.ai.shu.com.     IN    A    182.94.46.144
emhjsyok.ai.shu.com.     IN    A    212.183.170.217
alkoqsef.ai.shu.com.     IN    A    124.53.162.17
trakcsvi.ai.shu.com.     IN    A    207.75.137.230
lsbverig.ai.shu.com.     IN    A    128.104.167.210
trkavwhp.ai.shu.com.     IN    A    219.179.2.87
mxjsygiu.ai.shu.com.     IN    A    135.185.173.140
buihwmpe.ai.shu.com.     IN    A    136.101.110.30
vkycuxor.ai.shu.com.     IN    A    154.163.219.127
befasklc.ai.shu.com.     IN    A    227.122.149.67
mingjhqb.ai.shu.com.     IN    A    243.171.43.140
uyhkerna.ai.shu.com.     IN    A    76.116.90.174
bxlowtqg.ai.shu.com.     IN    A    192.77.67.216
caiwfkgq.ai.shu.com.     IN    A    102.103.188.69
wlivkght.ai.shu.com.     IN    A    109.202.23.22
dsowkrny.ai.shu.com.     IN    A    172.255.147.39
sebvdqik.ai.shu.com.     IN    A    221.236.100.23
sojknqwp.ai.shu.com.     IN    A    15.231.124.22
yqshjrcx.ai.shu.com.     IN    A    182.144.29.183
aedyoshq.ai.shu.com.     IN    A    86.254.75.110
iladmjhw.ai.shu.com.     IN    A    141.253.55.7
vjqbsrdy.ai.shu.com.     IN    A    122.74.15.217
wmgcvkyb.ai.shu.com.     IN    A    168.49.126.62
iqpmkfyc.ai.shu.com.     IN    A    146.50.17.55
prdjwfxo.ai.shu.com.     IN    A    120.43.12.124
rvgjfkcp.ai.shu.com.     IN    A    88.63.130.116
nhrvtjql.ai.shu.com.     IN    A    228.106.52.153
lwnmgsay.ai.shu.com.     IN    A    243.237.194.24
fhdagyuw.ai.shu.com.     IN    A    56.63.160.1
qlutovyi.ai.shu.com.     IN    A    30.69.113.205
vbytnwlk.ai.shu.com.     IN    A    222.32.0.196
qtxvodkp.ai.shu.com.     IN    A    85.208.199.146
qrkcopas.ai.shu.com.     IN    A    224.19.187.100
pvqukher.ai.shu.com.     IN    A    118.146.224.166
rhmubtgj.ai.shu.com.     IN    A    183.36.29.53
iclhvuto.ai.shu.com.     IN    A    115.35.227.50
nxgapmlf.ai.shu.com.     IN    A    97.142.82.62
bwtjgnde.ai.shu.com.     IN    A    169.15.142.12
dtfjkpmx.ai.shu.com.     IN    A    89.139.56.124
lhxqbivj.ai.shu.com.     IN    A    65.226.126.171
lbhsjted.ai.shu.com.     IN    A    112.26.181.120
sxftiomc.ai.shu.com.     IN    A    182.129.175.16
cubjanpe.ai.shu.com.     IN    A    246.249.12.110
naguejkw.ai.shu.com.     IN    A    106.193.146.178
sgdamtxk.ai.shu.com.     IN    A    155.26.183.114
oxfwderm.ai.shu.com.     IN    A    151.52.44.193
buyqlncj.ai.shu.com.     IN    A    14.182.131.13
skabqjpr.ai.shu.com.     IN    A    68.69.234.102
lgmehrsw.ai.shu.com.     IN    A    95.30.198.49
bepcfygt.ai.shu.com.     IN    A    142.73.152.44
blijfogy.ai.shu.com.     IN    A    4.14.35.47
jmlwbytg.ai.shu.com.     IN    A    121.95.193.2
nbegvswl.ai.shu.com.     IN    A    15.154.149.203
psleoarn.ai.shu.com.     IN    A    124.179.133.165
laemkxcn.ai.shu.com.     IN    A    204.180.90.116
pkntgefq.ai.shu.com.     IN    A    86.214.58.250
tkbpovuj.ai.shu.com.     IN    A    159.53.201.203
ixvromkg.ai.shu.com.     IN    A    126.46.161.212
orfbndux.ai.shu.com.     IN    A    122.53.6.152
nbxtwyvf.ai.shu.com.     IN    A    82.177.42.196
kmwprcyj.ai.shu.com.     IN    A    108.237.2.111
ipcmfjyg.ai.shu.com.     IN    A    48.6.91.189
blkowehj.ai.shu.com.     IN    A    145.152.182.79
poyuchrl.ai.shu.com.     IN    A    229.10.62.124
bnoerqta.ai.shu.com.     IN    A    126.133.204.184
omtbifxa.ai.shu.com.     IN    A    73.241.136.20
duefgwio.ai.shu.com.     IN    A    59.132.117.22
usopchkx.ai.shu.com.     IN    A    23.131.156.116
itkljeao.ai.shu.com.     IN    A    206.138.144.46
fixhqtby.ai.shu.com.     IN    A    104.216.49.144
pgkhsuwy.ai.shu.com.     IN    A    76.252.4.41
ioxuwefc.ai.shu.com.     IN    A    124.129.132.250
kpslyvhj.ai.shu.com.     IN    A    67.57.247.106
cdmuoanq.ai.shu.com.     IN    A    91.142.209.70
lcbdgiem.ai.shu.com.     IN    A    56.227.31.251
tkxohgqp.ai.shu.com.     IN    A    24.2.68.175
diwvlsjp.ai.shu.com.     IN    A    51.84.15.117
vgsdmlnp.ai.shu.com.     IN    A    38.170.0.162
lvgfsobk.ai.shu.com.     IN    A    14.194.119.20
xanqlpdk.ai.shu.com.     IN    A    97.131.70.56
vpynkwhs.ai.shu.com.     IN    A    190.176.112.247
lsrogmtn.ai.shu.com.     IN    A    72.216.135.57
gvijamux.ai.shu.com.     IN    A    60.219.77.32
bmrwucvh.ai.shu.com.     IN    A    56.5.243.233
yqtmjhid.ai.shu.com.     IN    A    175.88.176.226
tosfqijh.ai.shu.com.     IN    A    77.160.83.137
voeimqtx.ai.shu.com.     IN    A    129.134.127.109
kyilhpts.ai.shu.com.     IN    A    201.115.67.9
nemwdqgh.ai.shu.com.     IN    A    175.164.42.1
cbmklpqo.ai.shu.com.     IN    A    20.163.156.49
idqhoswa.ai.shu.com.     IN    A    62.22.220.226
aluvmjcd.ai.shu.com.     IN    A    198.132.180.51
clhosiby.ai.shu.com.     IN    A    183.96.124.50
lsrvetnu.ai.shu.com.     IN    A    86.116.6.158
khesaqno.ai.shu.com.     IN    A    94.237.253.96
gfvphcad.ai.shu.com.     IN    A    114.197.83.141
hvndxjba.ai.shu.com.     IN    A    133.70.164.151
lpbnexvo.ai.shu.com.     IN    A    67.71.7.121
uisxhbql.ai.shu.com.     IN    A    91.234.213.133
mhydcfna.ai.shu.com.     IN    A    43.104.181.36
ngraqphk.ai.shu.com.     IN    A    129.178.180.19
yjpctraf.ai.shu.com.     IN    A    167.87.124.17
qlgupbsm.ai.shu.com.     IN    A    120.12.232.24
yglnoihu.ai.shu.com.     IN    A    62.51.145.219
geowxban.ai.shu.com.     IN    A    231.16.66.36
tnamhybq.ai.shu.com.     IN    A    253.105.236.224
apurlsmk.ai.shu.com.     IN    A    213.39.143.134
wgxjycph.ai.shu.com.     IN    A    189.197.195.190
jpvyhbna.ai.shu.com.     IN    A    16.83.6.198
lujbgory.ai.shu.com.     IN    A    40.58.252.18
dsnopagk.ai.shu.com.     IN    A    73.177.103.1
fowtcrkd.ai.shu.com.     IN    A    49.217.3.142
ephcdiab.ai.shu.com.     IN    A    198.138.215.72
luknpcds.ai.shu.com.     IN    A    182.216.18.40
hdpfkiqg.ai.shu.com.     IN    A    7.129.36.228
vayjtrfe.ai.shu.com.     IN    A    34.151.224.94
nubjiced.ai.shu.com.     IN    A    34.48.242.15
ijtylxps.ai.shu.com.     IN    A    8.194.209.22
hwcroxmp.ai.shu.com.     IN    A    196.102.114.87
usntcvfk.ai.shu.com.     IN    A    28.225.120.95
kigwrcsd.ai.shu.com.     IN    A    74.44.237.79
jetlfgyw.ai.shu.com.     IN    A    194.160.93.233
rndyibjp.ai.shu.com.     IN    A    226.59.106.237
hwdsuilv.ai.shu.com.     IN    A    81.18.248.84
myxwsdur.ai.shu.com.     IN    A    205.55.217.65
oamqvbds.ai.shu.com.     IN    A    101.129.45.7
qmcxerki.ai.shu.com.     IN    A    28.146.82.27
fdihawbq.ai.shu.com.     IN    A    205.36.201.18
rwfvigxm.ai.shu.com.     IN    A    93.4.144.115
bdcvxarf.ai.shu.com.     IN    A    33.5.199.2
lifdpxjv.ai.shu.com.     IN    A    238.187.66.55
nyghrasi.ai.shu.com.     IN    A    240.195.20.137
vqockbxm.ai.shu.com.     IN    A    245.246.234.113
uamnvryt.ai.shu.com.     IN    A    132.173.252.139
yknwvbas.ai.shu.com.     IN    A    156.22.212.116
hnoxwckt.ai.shu.com.     IN    A    80.217.107.132
fahgnjwl.ai.shu.com.     IN    A    101.120.45.247
htsamyfx.ai.shu.com.     IN    A    70.97.151.221
atwpfnuq.ai.shu.com.     IN    A    135.97.182.124
lvwokqat.ai.shu.com.     IN    A    55.49.161.156
hoktgeql.ai.shu.com.     IN    A    224.187.81.239
ktvdqcpb.ai.shu.com.     IN    A    13.128.127.80
heymgojn.ai.shu.com.     IN    A    178.172.91.67
acgvqtih.ai.shu.com.     IN    A    24.69.38.106
xonydwkp.ai.shu.com.     IN    A    112.125.144.11
ahpxriyc.ai.shu.com.     IN    A    46.94.244.111
ctgqbjow.ai.shu.com.     IN    A    192.107.183.51
wopmbjyi.ai.shu.com.     IN    A    143.197.223.208
rulhbgnt.ai.shu.com.     IN    A    252.94.21.72
dvhmybuq.ai.shu.com.     IN    A    103.213.169.165
omuydnij.ai.shu.com.     IN    A    198.223.122.44
opelwbku.ai.shu.com.     IN    A    163.148.103.208
neqgpljo.ai.shu.com.     IN    A    102.46.135.16
dxtfhvsg.ai.shu.com.     IN    A    42.20.208.53
yelbuiov.ai.shu.com.     IN    A    10.92.117.66
icmhynuk.ai.shu.com.     IN    A    54.125.202.65
wyundmfo.ai.shu.com.     IN    A    57.30.117.108
xuiavkjm.ai.shu.com.     IN    A    33.229.180.85
hgmsviwf.ai.shu.com.     IN    A    225.246.236.6
vcrsmxpu.ai.shu.com.     IN    A    124.9.209.87
rjepswxg.ai.shu.com.     IN    A    165.164.83.255
guxmwjin.ai.shu.com.     IN    A    105.220.122.74
fcoaqgeu.ai.shu.com.     IN    A    170.89.98.116
qxcjatvw.ai.shu.com.     IN    A    252.28.17.160
rascnlkj.ai.shu.com.     IN    A    92.87.28.103
vcrukhqs.ai.shu.com.     IN    A    50.47.112.37
ryvbfidg.ai.shu.com.     IN    A    238.149.164.127
pdacmfxv.ai.shu.com.     IN    A    7.154.248.122
hesoqbul.ai.shu.com.     IN    A    193.11.203.45
ixfoywrg.ai.shu.com.     IN    A    50.121.225.165
oubfmtna.ai.shu.com.     IN    A    224.156.105.176
hgkyrtbe.ai.shu.com.     IN    A    79.97.227.193
lefriumv.ai.shu.com.     IN    A    107.37.182.51
dvhqoiaf.ai.shu.com.     IN    A    157.149.182.65
owypixqn.ai.shu.com.     IN    A    99.70.82.11
aluxmgwd.ai.shu.com.     IN    A    142.17.62.55
kyuwigfm.ai.shu.com.     IN    A    46.123.175.219
rtsbugwn.ai.shu.com.     IN    A    215.17.79.202
qmyjonsb.ai.shu.com.     IN    A    222.8.103.119
encvmyga.ai.shu.com.     IN    A    179.50.102.125
wsdpalqn.ai.shu.com.     IN    A    204.152.238.185
kilmgcxw.ai.shu.com.     IN    A    255.64.174.82
yaijrtpb.ai.shu.com.     IN    A    74.200.29.251
dglxthae.ai.shu.com.     IN    A    30.65.250.9
pdywqbgf.ai.shu.com.     IN    A    242.220.167.8
qpgtviys.ai.shu.com.     IN    A    22.84.62.206
dspuqbkr.ai.shu.com.     IN    A    107.252.218.114
pmkfyucg.ai.shu.com.     IN    A    217.122.25.14
ktugnvjd.ai.shu.com.     IN    A    166.194.194.200
gwcjyfib.ai.shu.com.     IN    A    199.88.159.41
wbgtoejm.ai.shu.com.     IN    A    251.143.120.81
weaojrhy.ai.shu.com.     IN    A    101.15.103.228
lhtcikyg.ai.shu.com.     IN    A    57.215.129.155
pfwatsbn.ai.shu.com.     IN    A    232.45.240.9
kfrybpqn.ai.shu.com.     IN    A    64.29.32.28
hdfixncg.ai.shu.com.     IN    A    144.216.221.12
tyakoiuh.ai.shu.com.     IN    A    140.61.89.80
laorqfyx.ai.shu.com.     IN    A    80.155.138.145
lntviasp.ai.shu.com.     IN    A    98.82.208.202
sdloahbp.ai.shu.com.     IN    A    186.89.188.213
wesdvpby.ai.shu.com.     IN    A    39.137.32.136
mwjtuhrc.ai.shu.com.     IN    A    100.108.58.15
waqpkybg.ai.shu.com.     IN    A    57.43.240.223
rxsjfvyn.ai.shu.com.     IN    A    120.59.233.81
wmsfogue.ai.shu.com.     IN    A    82.81.231.133
rndeaqio.ai.shu.com.     IN    A    64.185.151.252
idjgvano.ai.shu.com.     IN    A    210.183.125.175
lvqxahwt.ai.shu.com.     IN    A    253.125.119.16
uheyptwx.ai.shu.com.     IN    A    83.227.63.28
nfwpudxk.ai.shu.com.     IN    A    160.214.106.173
cdhivrxf.ai.shu.com.     IN    A    148.221.233.36
xoegqcfn.ai.shu.com.     IN    A    255.205.1.238
ybpmalqh.ai.shu.com.     IN    A    140.82.150.18
udsgjrbh.ai.shu.com.     IN    A    57.119.120.146
utifnlah.ai.shu.com.     IN    A    149.117.237.31
bvlupcgi.ai.shu.com.     IN    A    71.118.84.255
xnuskvlt.ai.shu.com.     IN    A    50.172.55.231
yopfkhuq.ai.shu.com.     IN    A    37.118.188.239
apilnbmt.ai.shu.com.     IN    A    109.111.133.73
rstlqvuw.ai.shu.com.     IN    A    6.31.240.69
rsgbujen.ai.shu.com.     IN    A    85.177.249.21
ntuemjio.ai.shu.com.     IN    A    152.212.41.67
cvwaonjq.ai.shu.com.     IN    A    23.135.64.152
silwkqvu.ai.shu.com.     IN    A    104.1.48.232
omepbdyf.ai.shu.com.     IN    A    84.71.65.15
lpbryhku.ai.shu.com.     IN    A    76.28.63.15
faiychpl.ai.shu.com.     IN    A    91.27.121.136
rldtsamx.ai.shu.com.     IN    A    28.119.146.150
