; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR whu.com. @ns2.whu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
whu.com.			      14400 IN NS	ns1.whu.com.
ns1.whu.com.			      14400 IN A	10.166.21.13

www.whu.com.		      14400 IN NS	ns1.www.whu.com.
ns1.www.whu.com.		      14400 IN A		10.166.21.14

pharm.whu.com.		      14400 IN NS	ns1.pharm.whu.com.
ns1.pharm.whu.com.		      14400 IN A		10.166.21.15

hyxt.whu.com.		      14400 IN NS	ns1.hyxt.whu.com.
ns1.hyxt.whu.com.		      14400 IN A		10.166.21.12

whu.com.			      14400 IN MX	10 hyxttp.whu.edu.
whu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
ecplqmsd.whu.com.        IN    A    43.188.82.216
axqdushv.whu.com.        IN    A    144.89.8.70
eaywohfu.whu.com.        IN    A    63.172.19.158
bloenfyp.whu.com.        IN    A    160.197.182.229
wgfolkjy.whu.com.        IN    A    135.77.255.82
bviuraeg.whu.com.        IN    A    79.87.20.44
ahbvjwfc.whu.com.        IN    A    182.154.61.136
upxromqc.whu.com.        IN    A    40.160.225.118
yhkungac.whu.com.        IN    A    221.206.183.160
oxknmtpv.whu.com.        IN    A    28.243.93.103
kolyaucb.whu.com.        IN    A    176.215.164.112
ndageouw.whu.com.        IN    A    158.246.117.110
xkvftycw.whu.com.        IN    A    103.182.11.128
huxbocpa.whu.com.        IN    A    61.18.226.165
cjxhvmuq.whu.com.        IN    A    137.87.212.135
twcvnihe.whu.com.        IN    A    160.20.84.230
ykwioegu.whu.com.        IN    A    29.46.178.7
cspvgkja.whu.com.        IN    A    69.65.151.21
bxtqhfrj.whu.com.        IN    A    184.239.24.167
ipysktom.whu.com.        IN    A    178.99.251.188
jmgufnbc.whu.com.        IN    A    25.85.189.157
ktvomcdb.whu.com.        IN    A    109.142.208.97
rhblmiea.whu.com.        IN    A    189.47.121.60
omvxptby.whu.com.        IN    A    116.184.117.22
gxpbqmey.whu.com.        IN    A    156.71.241.55
uqhsckfx.whu.com.        IN    A    52.18.12.108
xvrjfmdu.whu.com.        IN    A    231.246.205.5
rhawskuj.whu.com.        IN    A    11.70.121.168
pxyagmto.whu.com.        IN    A    40.119.254.237
sfpyqeol.whu.com.        IN    A    229.175.236.243
lqoecwkh.whu.com.        IN    A    203.81.167.15
uwqtjlek.whu.com.        IN    A    22.247.145.146
dvwblgoj.whu.com.        IN    A    117.249.215.200
wclghstk.whu.com.        IN    A    54.28.187.45
pjkqbtsd.whu.com.        IN    A    7.14.253.58
bremxviy.whu.com.        IN    A    4.35.156.115
ehguqkpa.whu.com.        IN    A    21.133.30.156
lmsoeauq.whu.com.        IN    A    168.21.132.228
bpwnocki.whu.com.        IN    A    115.253.165.206
hdqvugfo.whu.com.        IN    A    175.49.194.233
tmnhkgbv.whu.com.        IN    A    217.178.75.184
ivgcudjt.whu.com.        IN    A    230.212.212.241
keyxtdla.whu.com.        IN    A    39.141.218.48
vknfojyd.whu.com.        IN    A    149.184.138.20
ykvwtfhu.whu.com.        IN    A    101.15.5.218
gibyrqcm.whu.com.        IN    A    122.15.66.253
vcwndpfi.whu.com.        IN    A    97.96.247.173
jlcuqavh.whu.com.        IN    A    134.63.248.36
sidlauvw.whu.com.        IN    A    57.155.30.198
wlufxqvk.whu.com.        IN    A    72.53.115.243
levofajy.whu.com.        IN    A    190.52.247.41
ehbsqldo.whu.com.        IN    A    181.0.216.14
xhawupnr.whu.com.        IN    A    60.33.33.22
xniyuplc.whu.com.        IN    A    85.229.228.206
wnhaujbo.whu.com.        IN    A    56.253.20.170
qdhtnbgo.whu.com.        IN    A    47.183.159.192
tofykqwe.whu.com.        IN    A    155.157.45.9
fnueykvp.whu.com.        IN    A    34.29.87.137
crqgxtay.whu.com.        IN    A    21.32.149.62
sntpmlqw.whu.com.        IN    A    203.55.30.23
ubfjcshr.whu.com.        IN    A    156.131.151.75
hrupnwso.whu.com.        IN    A    167.205.185.61
jlyefvhb.whu.com.        IN    A    90.140.243.221
omjaviny.whu.com.        IN    A    182.42.57.136
lwhgksrt.whu.com.        IN    A    223.129.58.166
vuwrkiso.whu.com.        IN    A    84.72.223.224
djgtwify.whu.com.        IN    A    25.220.243.73
qpnetibr.whu.com.        IN    A    233.44.82.134
ewhsajly.whu.com.        IN    A    46.46.121.0
higcqkrm.whu.com.        IN    A    194.194.100.116
lmrnycht.whu.com.        IN    A    91.94.216.139
srvqwpin.whu.com.        IN    A    62.77.200.136
cjnpkyeq.whu.com.        IN    A    129.160.205.181
efpuhgjs.whu.com.        IN    A    255.76.92.74
nqtlrowe.whu.com.        IN    A    22.244.208.27
jdfuxqyt.whu.com.        IN    A    68.49.56.84
pbcskofy.whu.com.        IN    A    6.150.210.130
sbkilruv.whu.com.        IN    A    115.56.221.90
pvjaitsk.whu.com.        IN    A    160.48.180.242
bimfwtpy.whu.com.        IN    A    57.59.19.180
uvcegnwl.whu.com.        IN    A    105.138.172.65
mxdvapqg.whu.com.        IN    A    78.73.142.30
xrofghvq.whu.com.        IN    A    154.36.89.26
ktigdroy.whu.com.        IN    A    46.203.174.81
jsbefwxc.whu.com.        IN    A    98.32.200.44
vrwgfudq.whu.com.        IN    A    135.159.129.70
msbjtuod.whu.com.        IN    A    179.118.60.164
qtbujpyo.whu.com.        IN    A    66.145.188.18
srmyibwf.whu.com.        IN    A    25.243.147.156
jnfqbgch.whu.com.        IN    A    43.244.174.142
iukbmwdh.whu.com.        IN    A    53.20.193.80
imnbvglk.whu.com.        IN    A    182.231.20.172
dknuefxq.whu.com.        IN    A    171.53.222.97
ryocsgux.whu.com.        IN    A    232.140.212.230
ugnmapse.whu.com.        IN    A    176.222.208.46
phbyilou.whu.com.        IN    A    159.237.22.200
ntcvsrhq.whu.com.        IN    A    170.172.47.181
dtnkbmpa.whu.com.        IN    A    27.141.41.46
nfamdlkc.whu.com.        IN    A    230.17.194.42
aksniwfm.whu.com.        IN    A    246.173.96.247
vhijbngs.whu.com.        IN    A    177.10.142.193
hgqipbrl.whu.com.        IN    A    73.70.187.214
rypwdehn.whu.com.        IN    A    222.15.103.86
qltmbdxk.whu.com.        IN    A    208.139.163.213
oqwsjdep.whu.com.        IN    A    58.127.35.112
shnjmlkc.whu.com.        IN    A    235.126.146.129
xosmtrqf.whu.com.        IN    A    141.60.201.128
ehyqifrn.whu.com.        IN    A    180.147.163.151
jmlxqbti.whu.com.        IN    A    216.182.85.6
efplyqck.whu.com.        IN    A    210.30.76.15
hdvfbsyp.whu.com.        IN    A    88.59.168.57
pjdgwxur.whu.com.        IN    A    127.42.24.234
bedmtgxa.whu.com.        IN    A    252.11.20.215
xncrglsm.whu.com.        IN    A    226.158.18.68
wcmrljhi.whu.com.        IN    A    103.249.96.217
skpwyuaj.whu.com.        IN    A    46.180.90.14
vesrinmh.whu.com.        IN    A    129.79.23.26
ykmrhsjd.whu.com.        IN    A    113.94.72.228
emaqwyvh.whu.com.        IN    A    127.35.237.62
nkalsghx.whu.com.        IN    A    209.145.101.215
fgokecpl.whu.com.        IN    A    3.105.145.158
cfseamol.whu.com.        IN    A    23.124.15.162
xsbnuikr.whu.com.        IN    A    52.215.248.173
aihsdmxq.whu.com.        IN    A    158.66.141.96
josvnbcy.whu.com.        IN    A    163.178.46.243
rpsuifem.whu.com.        IN    A    130.235.97.115
dcjtguhr.whu.com.        IN    A    2.128.181.22
fbodrjkg.whu.com.        IN    A    46.107.39.167
gtsviwph.whu.com.        IN    A    241.136.106.187
xpragfqm.whu.com.        IN    A    139.87.222.123
cfynujtr.whu.com.        IN    A    19.226.238.116
fsbenjlr.whu.com.        IN    A    218.152.171.118
qxycjphd.whu.com.        IN    A    24.27.25.144
avhnwkpy.whu.com.        IN    A    189.23.93.190
hrlnimbf.whu.com.        IN    A    84.7.44.221
oelwaxyi.whu.com.        IN    A    41.116.142.112
snpmjiro.whu.com.        IN    A    114.113.103.139
hfvryjml.whu.com.        IN    A    249.192.113.192
eyjtxhlo.whu.com.        IN    A    213.252.64.82
senahquy.whu.com.        IN    A    169.254.239.13
hmfbkqua.whu.com.        IN    A    104.142.231.126
cxtmidqs.whu.com.        IN    A    75.219.25.245
sgoldfth.whu.com.        IN    A    91.195.245.92
ypftivnu.whu.com.        IN    A    1.233.115.127
fhqplcke.whu.com.        IN    A    227.162.188.87
tkbyhxwe.whu.com.        IN    A    34.34.45.127
qshlkrbi.whu.com.        IN    A    10.251.190.121
upcigkro.whu.com.        IN    A    184.149.200.172
ykxcfwso.whu.com.        IN    A    228.109.211.82
daqegfth.whu.com.        IN    A    144.178.14.29
ehvpwafn.whu.com.        IN    A    162.135.193.43
vlejbisk.whu.com.        IN    A    219.116.84.90
qvleubnt.whu.com.        IN    A    23.56.247.121
elxoyjfv.whu.com.        IN    A    102.217.193.153
pknhluay.whu.com.        IN    A    105.13.234.140
ctqjrgwk.whu.com.        IN    A    35.159.151.156
psfjimgw.whu.com.        IN    A    58.252.224.188
levkhfog.whu.com.        IN    A    94.214.52.247
nemvqrfd.whu.com.        IN    A    232.132.120.114
hloakwrt.whu.com.        IN    A    152.225.125.14
cbhkpdvx.whu.com.        IN    A    199.244.89.18
theiqrca.whu.com.        IN    A    248.162.125.16
luwqtsce.whu.com.        IN    A    62.94.150.38
vdkjtfxs.whu.com.        IN    A    91.137.181.151
nodwpykv.whu.com.        IN    A    28.28.202.74
xbyonucd.whu.com.        IN    A    223.98.45.216
akgimdob.whu.com.        IN    A    191.195.224.140
ledfrqsg.whu.com.        IN    A    58.62.91.71
kbpocreu.whu.com.        IN    A    169.255.153.197
tgnckbmq.whu.com.        IN    A    37.140.112.58
aunmsfie.whu.com.        IN    A    220.82.128.185
grxptabq.whu.com.        IN    A    144.108.121.202
favcjmud.whu.com.        IN    A    220.230.98.241
ouhpcfgt.whu.com.        IN    A    189.216.4.157
ebsqiunt.whu.com.        IN    A    209.42.24.122
dcmpuyih.whu.com.        IN    A    87.13.129.126
hiyokgqp.whu.com.        IN    A    33.153.64.243
kmesxrlu.whu.com.        IN    A    202.229.123.175
aixbqhol.whu.com.        IN    A    22.173.167.77
oqrwybvk.whu.com.        IN    A    13.66.145.39
pmyacwno.whu.com.        IN    A    193.71.168.221
bpxuiart.whu.com.        IN    A    133.210.198.201
lkoyewhn.whu.com.        IN    A    254.229.6.67
oyxcdpmw.whu.com.        IN    A    198.76.115.56
iaupmhln.whu.com.        IN    A    19.106.55.101
edcyxaoj.whu.com.        IN    A    105.78.39.152
efqonrpa.whu.com.        IN    A    1.254.212.19
uwxsotrf.whu.com.        IN    A    185.184.27.52
sphgfiky.whu.com.        IN    A    100.22.82.16
tkohqmnu.whu.com.        IN    A    108.97.184.9
ydmbrqko.whu.com.        IN    A    112.52.218.25
lhpmknoj.whu.com.        IN    A    255.55.120.15
rnjkhmew.whu.com.        IN    A    24.64.180.48
jyqdlnav.whu.com.        IN    A    85.105.159.244
lvghybrj.whu.com.        IN    A    221.175.98.19
irwgvuha.whu.com.        IN    A    117.229.52.38
hcknmfsu.whu.com.        IN    A    151.210.100.222
vhusxoad.whu.com.        IN    A    96.64.92.186
lrijwpeu.whu.com.        IN    A    6.164.197.131
tsljirnk.whu.com.        IN    A    237.43.61.243
ywomqpts.whu.com.        IN    A    254.111.53.161
reamtdls.whu.com.        IN    A    5.98.155.137
aujdgcsb.whu.com.        IN    A    98.205.211.244
whflvpgb.whu.com.        IN    A    135.121.76.26
aouxfdjk.whu.com.        IN    A    32.223.164.248
boxanswv.whu.com.        IN    A    107.242.211.61
mfthwarn.whu.com.        IN    A    135.163.123.27
afnmowlv.whu.com.        IN    A    254.17.3.32
getunxhv.whu.com.        IN    A    185.188.169.191
acvjelrn.whu.com.        IN    A    126.75.173.175
oqashldv.whu.com.        IN    A    103.242.131.110
qyxdjweo.whu.com.        IN    A    6.127.166.250
ouamegxs.whu.com.        IN    A    209.165.29.130
tunyjrhm.whu.com.        IN    A    221.151.177.161
ciatxfvn.whu.com.        IN    A    165.243.68.233
qbnrstfp.whu.com.        IN    A    181.86.55.64
nvligmct.whu.com.        IN    A    84.97.235.180
fuenqrjx.whu.com.        IN    A    199.209.34.60
jtcvnoyl.whu.com.        IN    A    144.104.110.169
fpluhsam.whu.com.        IN    A    179.120.166.186
ocapdbwf.whu.com.        IN    A    201.137.51.67
xpskwfdu.whu.com.        IN    A    57.221.156.33
xuhmcgyi.whu.com.        IN    A    116.120.99.170
bramnjwv.whu.com.        IN    A    27.249.223.62
gvjbhsea.whu.com.        IN    A    107.157.149.216
dcuwnxlk.whu.com.        IN    A    118.213.35.236
egpoanlu.whu.com.        IN    A    194.187.71.105
bhknjlqw.whu.com.        IN    A    51.216.45.210
dfgepmcr.whu.com.        IN    A    2.131.13.70
iqbmnage.whu.com.        IN    A    135.111.143.187
alonmyvr.whu.com.        IN    A    29.56.53.79
vdpkwmhe.whu.com.        IN    A    179.202.27.4
fujpirel.whu.com.        IN    A    139.232.237.188
hkfwltor.whu.com.        IN    A    176.32.128.43
oiktflev.whu.com.        IN    A    138.26.233.123
exjwucfi.whu.com.        IN    A    111.212.97.179
bnipsujw.whu.com.        IN    A    115.91.179.19
ohxswvrl.whu.com.        IN    A    140.110.101.124
myunqvdt.whu.com.        IN    A    192.4.215.4
kxldyqab.whu.com.        IN    A    9.241.235.159
jqagpbew.whu.com.        IN    A    73.87.109.11
vmruodbk.whu.com.        IN    A    135.50.140.2
vyfcipto.whu.com.        IN    A    140.44.126.151
drtcsvek.whu.com.        IN    A    153.247.75.120
yrwkntgh.whu.com.        IN    A    121.68.2.243
bhcqxdlt.whu.com.        IN    A    159.185.222.161
cyxqjsku.whu.com.        IN    A    214.235.48.18
qhxlcaso.whu.com.        IN    A    234.58.148.145
hqimknxw.whu.com.        IN    A    14.27.254.205
fxocryls.whu.com.        IN    A    253.216.154.34
faxrpeyu.whu.com.        IN    A    26.189.30.57
oselktfd.whu.com.        IN    A    78.55.125.173
xkiyurgs.whu.com.        IN    A    163.87.78.224
ncmgukew.whu.com.        IN    A    28.88.56.166
pdwlhgka.whu.com.        IN    A    193.142.139.153
obksrytx.whu.com.        IN    A    211.174.25.41
alqfxprn.whu.com.        IN    A    78.202.180.150
dojcinxq.whu.com.        IN    A    197.151.12.171
jlskrtwi.whu.com.        IN    A    122.179.19.12
roqlemgp.whu.com.        IN    A    105.92.151.61
tqivgecb.whu.com.        IN    A    57.97.170.106
sfamuxjv.whu.com.        IN    A    222.200.252.210
vdfrwgip.whu.com.        IN    A    110.233.195.203
dtluhwpk.whu.com.        IN    A    245.255.248.204
eypnqolt.whu.com.        IN    A    202.188.191.139
lveuhnyo.whu.com.        IN    A    251.246.95.19
nbaupodj.whu.com.        IN    A    132.193.98.90
mrlvosdy.whu.com.        IN    A    13.16.133.135
draswkoi.whu.com.        IN    A    70.90.219.61
vykoagbi.whu.com.        IN    A    151.206.200.5
hscukjtw.whu.com.        IN    A    154.135.99.213
xotbrfgs.whu.com.        IN    A    97.82.182.67
ywuafshm.whu.com.        IN    A    58.197.215.239
blfuamnd.whu.com.        IN    A    151.148.62.180
qkgosali.whu.com.        IN    A    86.57.41.211
vscgxuri.whu.com.        IN    A    185.84.85.130
glucwaet.whu.com.        IN    A    44.226.22.203
wjnstaqf.whu.com.        IN    A    237.128.79.228
aomcrsvx.whu.com.        IN    A    73.148.92.77
bgvxlyse.whu.com.        IN    A    64.77.186.237
tnlksoqc.whu.com.        IN    A    47.220.9.71
knuovxmj.whu.com.        IN    A    212.208.64.205
rpglohei.whu.com.        IN    A    5.89.165.74
prmudayw.whu.com.        IN    A    208.189.213.53
gypuaskh.whu.com.        IN    A    133.12.147.21
boagyqml.whu.com.        IN    A    29.48.28.71
heporgty.whu.com.        IN    A    97.197.230.8
ymbnptlo.whu.com.        IN    A    47.224.143.71
scadoepk.whu.com.        IN    A    61.48.194.30
yqjahoef.whu.com.        IN    A    89.169.199.151
giywcutn.whu.com.        IN    A    81.168.200.204
giumflrq.whu.com.        IN    A    190.83.241.44
jaixshpq.whu.com.        IN    A    175.109.223.101
afbnickr.whu.com.        IN    A    16.225.201.104
hymfcqxg.whu.com.        IN    A    78.144.250.80
ywmnsxav.whu.com.        IN    A    92.121.29.143
gnwaylik.whu.com.        IN    A    102.233.255.167
axfywcor.whu.com.        IN    A    155.140.95.136
mvdikjgf.whu.com.        IN    A    40.135.124.107
qmxiltrk.whu.com.        IN    A    239.138.202.93
wpsocvrt.whu.com.        IN    A    106.108.81.61
solkjhpu.whu.com.        IN    A    29.25.230.103
wuaixkpd.whu.com.        IN    A    250.73.227.0
msxbkytf.whu.com.        IN    A    124.185.1.30
gohnlsvu.whu.com.        IN    A    188.165.155.211
xngvbaor.whu.com.        IN    A    117.191.150.253
uwfeshlj.whu.com.        IN    A    105.168.137.208
mufrcvwp.whu.com.        IN    A    179.43.126.3
xdvryaoq.whu.com.        IN    A    88.94.206.198
vbuetlsi.whu.com.        IN    A    205.116.116.130
pjxvdbmu.whu.com.        IN    A    164.246.187.185
epvojhmi.whu.com.        IN    A    7.91.123.85
pxykwdft.whu.com.        IN    A    157.179.26.182
ldxmagiy.whu.com.        IN    A    255.204.78.127
udktyrql.whu.com.        IN    A    165.19.250.247
bjpixvhw.whu.com.        IN    A    140.222.166.224
inqbgcma.whu.com.        IN    A    225.195.86.60
edqtjxoa.whu.com.        IN    A    93.129.116.205
lvwbfxpj.whu.com.        IN    A    140.85.234.53
pklesxnu.whu.com.        IN    A    180.83.68.53
gbkyheoj.whu.com.        IN    A    168.32.3.190
mvcqtwgx.whu.com.        IN    A    83.222.3.45
oelntphr.whu.com.        IN    A    175.255.221.102
xovqiymw.whu.com.        IN    A    178.255.240.102
kcpnbtex.whu.com.        IN    A    63.106.118.155
vxsjrmcd.whu.com.        IN    A    33.220.251.248
sunqmpcl.whu.com.        IN    A    180.250.48.62
nbmsywli.whu.com.        IN    A    141.139.162.211
xdvhlskn.whu.com.        IN    A    186.76.146.150
wuxoarhj.whu.com.        IN    A    106.122.20.10
odcxuvlt.whu.com.        IN    A    192.105.36.41
medopshn.whu.com.        IN    A    229.126.58.43
wfqpdkgj.whu.com.        IN    A    243.145.28.72
ifsevhrb.whu.com.        IN    A    32.157.251.160
dbgcfmqn.whu.com.        IN    A    177.107.47.139
gvwpiunk.whu.com.        IN    A    21.84.246.33
iutqyfgj.whu.com.        IN    A    49.36.245.219
ajnrpkvo.whu.com.        IN    A    102.62.120.240
fkmgcbdj.whu.com.        IN    A    134.57.137.254
gvaquslh.whu.com.        IN    A    40.128.2.158
wjifdhlo.whu.com.        IN    A    208.77.4.18
apkylnjg.whu.com.        IN    A    211.68.34.73
fsqcbvrh.whu.com.        IN    A    110.104.118.252
gkqnirch.whu.com.        IN    A    241.84.75.47
wigqualt.whu.com.        IN    A    72.185.182.66
hytbadrn.whu.com.        IN    A    4.131.151.94
dvjamckw.whu.com.        IN    A    251.40.214.14
jmbricxt.whu.com.        IN    A    206.198.213.250
srubwdxn.whu.com.        IN    A    42.107.79.207
tdxfmujs.whu.com.        IN    A    186.129.108.171
qcrxgsut.whu.com.        IN    A    80.15.221.55
grsvloam.whu.com.        IN    A    126.169.127.45
myhcaqiw.whu.com.        IN    A    252.33.248.191
ywnkujsr.whu.com.        IN    A    113.150.16.204
pxjghuvt.whu.com.        IN    A    14.239.152.85
ornmvige.whu.com.        IN    A    168.137.112.89
qdlhstpg.whu.com.        IN    A    30.176.171.105
kqfjmnup.whu.com.        IN    A    65.194.148.204
opmlgise.whu.com.        IN    A    9.56.99.171
lnxfwgqs.whu.com.        IN    A    188.22.144.102
camebjwv.whu.com.        IN    A    54.159.172.57
owhtsbxq.whu.com.        IN    A    246.123.63.251
tarxdkjn.whu.com.        IN    A    48.216.236.135
gmotjqcp.whu.com.        IN    A    180.182.76.104
vmskqbai.whu.com.        IN    A    255.141.210.159
hxoiytbk.whu.com.        IN    A    150.157.99.212
gyxnjpdk.whu.com.        IN    A    51.103.220.22
ujsyaker.whu.com.        IN    A    137.204.142.69
krbleqjx.whu.com.        IN    A    197.48.127.152
rawncseh.whu.com.        IN    A    76.191.116.121
bxdtoaqi.whu.com.        IN    A    105.219.144.38
owvdlbcf.whu.com.        IN    A    50.15.134.1
jmcroydl.whu.com.        IN    A    164.2.193.243
fyintavb.whu.com.        IN    A    90.25.223.117
nsaqhiom.whu.com.        IN    A    33.46.120.194
yqkthbao.whu.com.        IN    A    114.69.219.104
pdklruvs.whu.com.        IN    A    169.37.53.148
vnxrbely.whu.com.        IN    A    29.38.99.25
uaxyjvwk.whu.com.        IN    A    90.99.42.25
myuvkwrj.whu.com.        IN    A    142.109.112.169
svmdiuyo.whu.com.        IN    A    87.65.19.156
cvhbdsye.whu.com.        IN    A    82.220.82.15
xmlqtkcd.whu.com.        IN    A    15.213.209.24
vncukwtl.whu.com.        IN    A    48.105.185.38
ibpyuder.whu.com.        IN    A    62.146.94.91
qiruxmal.whu.com.        IN    A    160.247.162.215
spnfxwak.whu.com.        IN    A    207.73.88.170
psluegko.whu.com.        IN    A    53.51.9.186
dsobnaxr.whu.com.        IN    A    49.123.152.135
duchvber.whu.com.        IN    A    90.188.178.124
tsmpobfr.whu.com.        IN    A    146.20.139.117
lkfimvcy.whu.com.        IN    A    151.186.92.238
uoctwifm.whu.com.        IN    A    74.104.53.224
djriguos.whu.com.        IN    A    124.187.5.111
qamphgli.whu.com.        IN    A    122.123.239.52
onqwxdta.whu.com.        IN    A    150.172.202.194
oydsajpe.whu.com.        IN    A    186.34.119.199
ebwaxfoh.whu.com.        IN    A    244.129.165.146
dckgbnaj.whu.com.        IN    A    243.241.12.238
dryuxakh.whu.com.        IN    A    62.239.125.226
yitfvorb.whu.com.        IN    A    91.130.123.130
fjmtxreb.whu.com.        IN    A    168.255.84.174
uvwbjqmp.whu.com.        IN    A    101.139.78.130
kxmajcqb.whu.com.        IN    A    182.242.193.250
htcglmon.whu.com.        IN    A    195.223.170.177
hfcvqlne.whu.com.        IN    A    2.80.50.199
kbxqjdir.whu.com.        IN    A    114.211.108.203
enkwlsua.whu.com.        IN    A    204.143.170.46
dsulgtkp.whu.com.        IN    A    195.227.148.194
jepshcam.whu.com.        IN    A    206.205.211.165
dmxatqon.whu.com.        IN    A    12.248.137.129
tnuxagye.whu.com.        IN    A    221.184.112.235
oeqwgyih.whu.com.        IN    A    60.220.64.28
wpgchbxe.whu.com.        IN    A    19.162.199.79
skjdqipo.whu.com.        IN    A    202.150.29.13
txmbyska.whu.com.        IN    A    132.197.152.255
yqekghbo.whu.com.        IN    A    189.137.222.219
aovphxtj.whu.com.        IN    A    121.255.223.238
xqufcver.whu.com.        IN    A    136.11.57.15
yupsaivg.whu.com.        IN    A    54.202.99.222
wrgcvlna.whu.com.        IN    A    65.14.197.20
ytfgpqbw.whu.com.        IN    A    40.185.79.182
qrevjlcw.whu.com.        IN    A    254.67.150.3
gkbvqoul.whu.com.        IN    A    28.56.147.178
hptdkbfr.whu.com.        IN    A    25.115.86.203
vskpxrce.whu.com.        IN    A    202.251.131.161
ydsfhrqk.whu.com.        IN    A    65.85.194.20
triubsnp.whu.com.        IN    A    2.72.197.85
ajgpvsyu.whu.com.        IN    A    92.245.24.170
huqgimtc.whu.com.        IN    A    41.25.219.190
odbnmlpu.whu.com.        IN    A    104.148.253.34
ibljpuam.whu.com.        IN    A    58.23.20.193
urcxmfbl.whu.com.        IN    A    192.124.168.47
qubhdenm.whu.com.        IN    A    104.223.71.17
sjkhwurb.whu.com.        IN    A    78.220.120.12
ufqwmpvo.whu.com.        IN    A    72.54.210.29
wmkghydr.whu.com.        IN    A    88.149.192.77
sidlrutq.whu.com.        IN    A    41.159.45.194
iwpumfsq.whu.com.        IN    A    218.27.47.80
eaoxdmiw.whu.com.        IN    A    154.15.197.157
mpludqsj.whu.com.        IN    A    153.33.162.243
obxwmdyt.whu.com.        IN    A    184.71.86.85
bxlvrwuc.whu.com.        IN    A    240.54.36.176
utckfnea.whu.com.        IN    A    59.253.130.54
gvidfkbq.whu.com.        IN    A    81.117.141.71
oevadwtr.whu.com.        IN    A    91.14.98.135
vmeaiurp.whu.com.        IN    A    132.154.146.181
jblwfsdx.whu.com.        IN    A    94.203.46.235
bsatwulx.whu.com.        IN    A    121.86.76.114
nkadcvuo.whu.com.        IN    A    170.34.236.31
ergacjpw.whu.com.        IN    A    92.248.41.136
anorgvwk.whu.com.        IN    A    143.51.76.101
nwdhyogu.whu.com.        IN    A    170.118.117.178
gekoqumr.whu.com.        IN    A    250.130.124.82
texbcfkh.whu.com.        IN    A    106.106.56.48
xtenvhlp.whu.com.        IN    A    196.129.165.227
hskuvejp.whu.com.        IN    A    90.102.134.147
wisrbfeg.whu.com.        IN    A    173.230.179.63
qyxvdouj.whu.com.        IN    A    57.195.2.151
nqjayofp.whu.com.        IN    A    152.88.179.136
xlufgsaq.whu.com.        IN    A    30.60.57.45
bcyweqkt.whu.com.        IN    A    252.46.92.217
bfhnedtl.whu.com.        IN    A    177.161.91.104
sfclvpwh.whu.com.        IN    A    194.194.221.152
fjhbgavd.whu.com.        IN    A    205.70.196.192
oxjwmudb.whu.com.        IN    A    97.245.25.122
tlankjuw.whu.com.        IN    A    152.190.69.80
aekxwtsd.whu.com.        IN    A    218.124.201.248
rmeydniw.whu.com.        IN    A    22.189.128.180
ctyxwesa.whu.com.        IN    A    155.66.209.141
cvjdtbgw.whu.com.        IN    A    159.166.23.25
dnvkosme.whu.com.        IN    A    93.129.4.225
gaftohjl.whu.com.        IN    A    70.11.217.163
wopuganr.whu.com.        IN    A    184.4.130.154
giltcxaw.whu.com.        IN    A    9.239.245.32
xhertgnp.whu.com.        IN    A    155.36.204.233
qaeypxdu.whu.com.        IN    A    171.243.66.28
agxsjotv.whu.com.        IN    A    37.109.161.195
hvpxtfny.whu.com.        IN    A    23.165.152.121
ntmsvaku.whu.com.        IN    A    124.201.252.87
acgpsoxe.whu.com.        IN    A    213.136.41.87
kxyaigqo.whu.com.        IN    A    231.46.129.166
sohdwkvc.whu.com.        IN    A    145.163.6.159
orypmqie.whu.com.        IN    A    217.147.206.192
ltcuriof.whu.com.        IN    A    121.96.145.213
axekqlof.whu.com.        IN    A    251.181.252.3
cnbxvtjp.whu.com.        IN    A    45.214.225.12
elcvrbys.whu.com.        IN    A    39.28.109.131
wypkrtug.whu.com.        IN    A    153.89.140.64
pcimlubh.whu.com.        IN    A    173.82.179.179
lsjgowbh.whu.com.        IN    A    207.3.225.127
yvfqblus.whu.com.        IN    A    26.245.89.110
hyqrtfie.whu.com.        IN    A    129.16.244.104
brwqufnp.whu.com.        IN    A    117.31.120.250
jtnclpfk.whu.com.        IN    A    172.55.117.188
loskjrnt.whu.com.        IN    A    252.139.92.252
phrscdaj.whu.com.        IN    A    60.139.237.165
hjsxigdp.whu.com.        IN    A    48.176.133.87
btuiqcxl.whu.com.        IN    A    160.34.62.5
ibqkajhf.whu.com.        IN    A    31.141.248.143
exsouwrc.whu.com.        IN    A    244.80.134.137
xsctywlj.whu.com.        IN    A    63.19.78.171
xnfgcmvk.whu.com.        IN    A    40.167.153.215
qrymgiox.whu.com.        IN    A    12.36.176.196
pihjycvl.whu.com.        IN    A    134.148.83.31
lganisov.whu.com.        IN    A    97.8.183.108
uafihgsq.whu.com.        IN    A    114.154.30.206
iswjdvxm.whu.com.        IN    A    39.88.85.84
vwsnltcq.whu.com.        IN    A    218.213.200.174
tgxljpub.whu.com.        IN    A    162.31.142.213
bwliqrvn.whu.com.        IN    A    69.67.229.150
ambsldew.whu.com.        IN    A    239.105.187.92
stbcopjx.whu.com.        IN    A    79.59.224.67
