; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR nju.com. @ns2.nju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
nju.com.			      14400 IN NS	ns1.nju.com.
ns1.nju.com.			      14400 IN A	10.166.21.14

www.nju.com.		      14400 IN NS	ns1.www.nju.com.
ns1.www.nju.com.		      14400 IN A		10.166.21.15

software.nju.com.		      14400 IN NS	ns1.software.nju.com.
ns1.software.nju.com.		      14400 IN A		10.166.21.12

law.nju.com.		      14400 IN NS	ns1.law.nju.com.
ns1.law.nju.com.		      14400 IN A		10.166.21.13

nju.com.			      14400 IN MX	10 lawtp.nju.edu.
nju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
rhjcdqwa.nju.com.        IN    A    19.45.36.74
rhvctfjw.nju.com.        IN    A    74.113.231.143
xugnbifj.nju.com.        IN    A    151.39.156.231
qvgxcjas.nju.com.        IN    A    159.137.72.212
cfijrxpu.nju.com.        IN    A    179.23.219.175
bxqjvfdl.nju.com.        IN    A    11.144.200.112
sdaoumhr.nju.com.        IN    A    64.160.217.81
vjfpmkru.nju.com.        IN    A    55.51.229.164
tydfnkom.nju.com.        IN    A    43.70.223.43
uilwpajy.nju.com.        IN    A    207.102.240.13
srjevtgc.nju.com.        IN    A    60.104.181.136
owrjtsyx.nju.com.        IN    A    109.117.64.177
ukqbohvd.nju.com.        IN    A    121.71.216.185
idsjyxhp.nju.com.        IN    A    252.108.215.86
bwhxcvnq.nju.com.        IN    A    27.116.193.49
kdaqrtfs.nju.com.        IN    A    61.93.226.20
fqcamhjg.nju.com.        IN    A    179.91.223.61
tlrvwpkn.nju.com.        IN    A    247.175.166.104
fptjvnxq.nju.com.        IN    A    80.31.106.88
teyagkvw.nju.com.        IN    A    246.128.73.126
potujang.nju.com.        IN    A    12.232.106.77
mqbtcuxl.nju.com.        IN    A    172.94.102.206
blqntcwf.nju.com.        IN    A    170.96.81.160
eanwpdig.nju.com.        IN    A    222.221.114.160
gqxpderf.nju.com.        IN    A    217.146.43.62
spyuwogc.nju.com.        IN    A    92.123.217.250
vfdablrp.nju.com.        IN    A    220.84.225.56
nxwcdjab.nju.com.        IN    A    134.9.137.111
eckbvhqm.nju.com.        IN    A    228.124.85.92
lheukdoa.nju.com.        IN    A    135.172.224.211
viyrwhqx.nju.com.        IN    A    37.254.191.117
kbjvcxuf.nju.com.        IN    A    119.22.54.53
kstnqjmo.nju.com.        IN    A    240.24.209.166
ldcumofp.nju.com.        IN    A    69.224.145.59
bskhugwe.nju.com.        IN    A    3.146.182.228
xqivjkmf.nju.com.        IN    A    241.180.42.50
wkiutoce.nju.com.        IN    A    14.137.81.167
xopiwjva.nju.com.        IN    A    47.1.251.8
ftbknowr.nju.com.        IN    A    187.83.120.222
wpqihmfk.nju.com.        IN    A    243.162.15.132
lihjyuvq.nju.com.        IN    A    49.144.174.164
adrisvcg.nju.com.        IN    A    189.74.84.253
pxhonmft.nju.com.        IN    A    146.214.137.123
ldrikawp.nju.com.        IN    A    118.184.192.14
vyhrkewt.nju.com.        IN    A    105.29.36.83
ihlafcxb.nju.com.        IN    A    105.54.93.119
jlqpferg.nju.com.        IN    A    203.167.196.223
dchwoxti.nju.com.        IN    A    10.165.56.166
xkmtafvr.nju.com.        IN    A    62.146.243.106
ubasdqfh.nju.com.        IN    A    87.130.80.77
yrcemxta.nju.com.        IN    A    214.82.43.129
anewoium.nju.com.        IN    A    137.16.90.29
qbjaxgpr.nju.com.        IN    A    149.43.82.249
hicswouq.nju.com.        IN    A    173.239.4.118
bruwgsvl.nju.com.        IN    A    190.253.101.31
yrecpfun.nju.com.        IN    A    34.172.218.249
aorgvetq.nju.com.        IN    A    197.154.242.171
bikgtmfw.nju.com.        IN    A    253.96.147.164
etnmqrks.nju.com.        IN    A    143.83.177.115
grumtjwp.nju.com.        IN    A    79.216.240.77
rgnmwbqs.nju.com.        IN    A    108.61.110.131
vhydfplc.nju.com.        IN    A    57.51.49.36
hilnyfcm.nju.com.        IN    A    135.194.199.35
ukesagdf.nju.com.        IN    A    157.197.215.136
cwrktxsi.nju.com.        IN    A    105.203.215.12
nguiymtp.nju.com.        IN    A    237.170.72.62
ipjnvauk.nju.com.        IN    A    127.221.68.8
ygdecqwm.nju.com.        IN    A    249.11.76.97
joncphfb.nju.com.        IN    A    168.116.237.33
pljnerth.nju.com.        IN    A    154.128.224.188
gjixvpay.nju.com.        IN    A    227.227.149.109
dqjgisne.nju.com.        IN    A    172.156.114.85
tgqbsxjd.nju.com.        IN    A    47.3.106.43
pwmvsqxu.nju.com.        IN    A    222.16.145.156
stmfaydx.nju.com.        IN    A    58.36.67.167
koswgein.nju.com.        IN    A    104.184.218.11
cgasfpux.nju.com.        IN    A    92.1.71.68
fevbnrlk.nju.com.        IN    A    30.153.106.12
rhjxgiad.nju.com.        IN    A    113.61.5.11
puxrhveg.nju.com.        IN    A    19.65.207.231
tumfgwse.nju.com.        IN    A    250.158.142.177
lxawkibj.nju.com.        IN    A    111.104.247.213
gdujlvwe.nju.com.        IN    A    19.61.14.150
huxqcody.nju.com.        IN    A    78.18.237.100
lvwmxbre.nju.com.        IN    A    200.123.212.194
ofnhjcbq.nju.com.        IN    A    50.147.85.20
qmxjuayp.nju.com.        IN    A    133.112.151.122
btmjleqs.nju.com.        IN    A    173.179.44.25
gljnpstv.nju.com.        IN    A    242.51.67.242
uvbjxysq.nju.com.        IN    A    228.150.90.63
ixhlfbdk.nju.com.        IN    A    16.67.52.243
fryepswv.nju.com.        IN    A    168.77.121.27
aoryijtw.nju.com.        IN    A    118.179.80.11
iflvtqgm.nju.com.        IN    A    230.233.88.111
smheocxr.nju.com.        IN    A    125.98.14.232
qbacrnil.nju.com.        IN    A    33.145.158.141
nlvthgdx.nju.com.        IN    A    168.84.241.114
hjesbdyi.nju.com.        IN    A    146.205.220.48
gniajewd.nju.com.        IN    A    252.2.204.116
amcqropu.nju.com.        IN    A    138.194.1.143
fgqkbtcy.nju.com.        IN    A    83.1.111.60
xtkncile.nju.com.        IN    A    37.76.149.160
solbmfau.nju.com.        IN    A    80.241.23.250
grmihlwc.nju.com.        IN    A    15.205.72.13
gftwrjnp.nju.com.        IN    A    24.246.191.152
eduibtxr.nju.com.        IN    A    42.238.31.100
kqcmvjdo.nju.com.        IN    A    217.18.171.237
lrfhpnbe.nju.com.        IN    A    7.134.90.24
bdstukga.nju.com.        IN    A    131.255.212.150
bkugpmdj.nju.com.        IN    A    126.37.106.135
fnphbjyk.nju.com.        IN    A    201.151.213.56
etcawknb.nju.com.        IN    A    254.170.238.173
bwsaqjri.nju.com.        IN    A    94.172.207.117
bjulkicd.nju.com.        IN    A    86.140.246.65
smcfkvbl.nju.com.        IN    A    67.183.217.156
tfqsdmix.nju.com.        IN    A    74.254.123.109
lmuvxtgk.nju.com.        IN    A    120.252.134.135
hapigebr.nju.com.        IN    A    78.153.53.149
omlrqhbu.nju.com.        IN    A    168.187.241.137
jefotgik.nju.com.        IN    A    231.141.165.247
ahqlvowd.nju.com.        IN    A    101.116.168.9
namidhfp.nju.com.        IN    A    23.227.5.233
hakwgvyc.nju.com.        IN    A    121.94.81.192
snkywfej.nju.com.        IN    A    28.17.14.135
ynlmogar.nju.com.        IN    A    213.226.255.172
rblgkdcu.nju.com.        IN    A    170.60.78.47
ynhwqtld.nju.com.        IN    A    30.58.193.249
crtsnjdf.nju.com.        IN    A    25.68.98.235
xwtfgkiv.nju.com.        IN    A    182.37.242.235
djtmcykg.nju.com.        IN    A    198.153.173.181
wgulekor.nju.com.        IN    A    221.99.225.248
gornhalk.nju.com.        IN    A    167.157.203.171
emqibfxg.nju.com.        IN    A    194.115.43.222
tpwniosd.nju.com.        IN    A    131.230.170.33
agekfytm.nju.com.        IN    A    97.131.102.51
lxtmyhqr.nju.com.        IN    A    183.3.136.165
fuqitrbl.nju.com.        IN    A    108.50.12.14
ouknqmxb.nju.com.        IN    A    69.53.151.227
aolkceyh.nju.com.        IN    A    122.83.77.218
wbfkreih.nju.com.        IN    A    148.198.132.127
ufcrtvqh.nju.com.        IN    A    97.182.74.149
pfmwgbdj.nju.com.        IN    A    134.160.14.86
kmwlrqav.nju.com.        IN    A    136.186.180.187
nsrikwgc.nju.com.        IN    A    99.39.170.40
mogpwcta.nju.com.        IN    A    185.44.117.202
rsvioqbm.nju.com.        IN    A    124.11.39.131
bfdplvar.nju.com.        IN    A    136.39.159.92
hcqbmyxr.nju.com.        IN    A    125.110.57.218
rqhjegto.nju.com.        IN    A    61.112.232.236
khgtvoql.nju.com.        IN    A    167.59.199.78
bqpylmin.nju.com.        IN    A    102.246.199.46
evptcjsu.nju.com.        IN    A    53.233.141.8
shkwftaj.nju.com.        IN    A    189.127.105.184
ciykqaow.nju.com.        IN    A    111.24.124.207
yqgvobsr.nju.com.        IN    A    122.63.115.205
yvrumtox.nju.com.        IN    A    13.126.125.186
lahbksyj.nju.com.        IN    A    48.159.26.158
hyavxefg.nju.com.        IN    A    209.230.253.233
yljprwfs.nju.com.        IN    A    168.19.35.51
fclwhvox.nju.com.        IN    A    188.165.93.240
ljvgdfic.nju.com.        IN    A    12.15.12.102
yjgqlcpn.nju.com.        IN    A    181.142.46.209
tbcgydui.nju.com.        IN    A    233.145.6.122
vheksbly.nju.com.        IN    A    210.61.180.173
wxrgloqd.nju.com.        IN    A    61.183.189.23
ocwnqkbp.nju.com.        IN    A    94.129.131.56
lgmivebj.nju.com.        IN    A    88.183.128.135
vkqotfjl.nju.com.        IN    A    40.2.213.209
diptkgsr.nju.com.        IN    A    40.35.207.67
uwplrjev.nju.com.        IN    A    44.124.55.244
rdkacjpb.nju.com.        IN    A    167.188.135.243
avrpefis.nju.com.        IN    A    49.248.230.99
hpndkqey.nju.com.        IN    A    53.110.253.177
rhvenywb.nju.com.        IN    A    178.83.159.167
hlpmbcrw.nju.com.        IN    A    152.186.39.131
atnsqvci.nju.com.        IN    A    203.73.241.148
rvylubte.nju.com.        IN    A    18.198.66.237
emvxjkrp.nju.com.        IN    A    32.24.189.5
vdsumipf.nju.com.        IN    A    150.114.135.147
delpiqgs.nju.com.        IN    A    31.40.2.28
bcupkjdr.nju.com.        IN    A    144.245.203.84
rmgwovts.nju.com.        IN    A    221.70.175.13
albfgcdx.nju.com.        IN    A    146.75.159.205
eyqpjflk.nju.com.        IN    A    118.103.71.114
upgyaorj.nju.com.        IN    A    177.111.173.80
shleabkg.nju.com.        IN    A    155.97.248.26
wjdkxcby.nju.com.        IN    A    177.91.16.207
puxdhbik.nju.com.        IN    A    239.91.9.48
jxpvhnwg.nju.com.        IN    A    11.167.138.193
ovrmndsu.nju.com.        IN    A    187.75.224.76
asdoplnr.nju.com.        IN    A    147.4.125.21
isgljxrn.nju.com.        IN    A    57.33.16.36
tplxvrhw.nju.com.        IN    A    122.127.42.236
rwjkyigx.nju.com.        IN    A    153.35.57.208
tyomqplr.nju.com.        IN    A    164.243.38.63
jmctpeui.nju.com.        IN    A    253.113.74.6
ejlstkbf.nju.com.        IN    A    137.148.171.105
ktensijo.nju.com.        IN    A    242.9.177.71
wecbstlf.nju.com.        IN    A    175.174.206.244
ykachdel.nju.com.        IN    A    135.250.138.199
aukwscnj.nju.com.        IN    A    216.121.40.55
exwynidu.nju.com.        IN    A    253.34.247.198
njeakxbf.nju.com.        IN    A    207.116.207.158
xmryedcn.nju.com.        IN    A    205.0.216.36
rhgkdyso.nju.com.        IN    A    79.241.40.20
scgmaklw.nju.com.        IN    A    207.228.5.243
lqbdpmtx.nju.com.        IN    A    48.56.1.239
eqtylfpr.nju.com.        IN    A    255.122.212.162
djqgcyrm.nju.com.        IN    A    54.25.108.174
yhkbadtc.nju.com.        IN    A    248.26.117.149
urwnjspt.nju.com.        IN    A    203.89.3.148
hervdjly.nju.com.        IN    A    208.207.229.74
dfykmjgq.nju.com.        IN    A    22.137.34.153
tumdwpyq.nju.com.        IN    A    120.233.164.94
sdjkevtl.nju.com.        IN    A    195.230.45.52
aqlwtjce.nju.com.        IN    A    240.27.54.11
krhncmal.nju.com.        IN    A    14.146.219.70
ukngofsh.nju.com.        IN    A    150.74.76.46
fudyretg.nju.com.        IN    A    214.222.92.149
yifbcnrt.nju.com.        IN    A    211.90.200.176
gwsafkie.nju.com.        IN    A    127.156.245.231
wdmganvt.nju.com.        IN    A    88.69.178.142
rivbwejf.nju.com.        IN    A    205.10.214.42
ipvkbrdt.nju.com.        IN    A    145.218.100.110
cbgmqfex.nju.com.        IN    A    253.195.66.213
ckxjysgb.nju.com.        IN    A    231.51.99.179
kwdxjlmc.nju.com.        IN    A    73.176.81.254
ovfmtije.nju.com.        IN    A    35.59.122.139
ldhivqks.nju.com.        IN    A    183.14.98.62
pabjukfi.nju.com.        IN    A    5.141.199.20
pvriybeg.nju.com.        IN    A    12.234.198.132
fvxjbcwh.nju.com.        IN    A    30.2.251.24
gufqsbtx.nju.com.        IN    A    102.226.195.218
yustwrpl.nju.com.        IN    A    205.3.68.105
ybdrcpoj.nju.com.        IN    A    68.22.146.123
plxabmqc.nju.com.        IN    A    62.125.189.69
yvslqiht.nju.com.        IN    A    248.46.34.240
uxfsjela.nju.com.        IN    A    221.91.39.124
oarjvywh.nju.com.        IN    A    85.63.193.105
thpseklw.nju.com.        IN    A    170.180.125.74
eqxbpyid.nju.com.        IN    A    97.173.207.57
cbstqnjy.nju.com.        IN    A    197.85.126.118
qjshwvea.nju.com.        IN    A    5.67.120.102
ldoinxkt.nju.com.        IN    A    171.243.107.35
insfhker.nju.com.        IN    A    118.33.145.88
sqbwhkvy.nju.com.        IN    A    22.80.214.182
hyuxmtor.nju.com.        IN    A    44.202.173.157
ypdhofqs.nju.com.        IN    A    155.4.234.236
qnoefigp.nju.com.        IN    A    37.216.80.164
jrqsawev.nju.com.        IN    A    46.128.176.5
vtapclqe.nju.com.        IN    A    153.243.94.99
gxteybdw.nju.com.        IN    A    87.72.148.47
kdlegqop.nju.com.        IN    A    42.56.161.228
erkgstvn.nju.com.        IN    A    223.208.135.247
qvkgcmtx.nju.com.        IN    A    218.212.177.191
ktprmoay.nju.com.        IN    A    145.153.78.168
xycsleid.nju.com.        IN    A    205.72.187.73
yhkfpiwq.nju.com.        IN    A    95.176.244.24
jasedmio.nju.com.        IN    A    32.156.132.178
jgsxrucy.nju.com.        IN    A    247.135.151.16
uqvfjkle.nju.com.        IN    A    15.156.219.142
rxythjqf.nju.com.        IN    A    243.92.178.209
oyqskipr.nju.com.        IN    A    83.74.2.241
jcvalprd.nju.com.        IN    A    250.200.116.59
jgiyacde.nju.com.        IN    A    125.55.205.50
ualgqsck.nju.com.        IN    A    206.229.57.195
oixmbwed.nju.com.        IN    A    247.176.219.7
qurnjwop.nju.com.        IN    A    161.150.130.165
fweprqna.nju.com.        IN    A    128.95.184.84
ehyltigw.nju.com.        IN    A    83.162.143.251
hswoprfc.nju.com.        IN    A    219.87.131.174
xhtfjovs.nju.com.        IN    A    53.183.42.110
pqiltrgy.nju.com.        IN    A    111.237.76.134
qoiyvftu.nju.com.        IN    A    186.210.251.167
fmdrjuyg.nju.com.        IN    A    67.41.213.179
wnretisj.nju.com.        IN    A    59.171.231.25
qrobmcns.nju.com.        IN    A    216.224.209.213
aeogytfp.nju.com.        IN    A    234.145.12.159
pmrsboql.nju.com.        IN    A    147.156.49.55
aevdwuij.nju.com.        IN    A    52.122.178.150
frmxptda.nju.com.        IN    A    8.82.251.102
palcfyhn.nju.com.        IN    A    10.197.54.170
qeacubro.nju.com.        IN    A    186.147.54.65
ndlaeitg.nju.com.        IN    A    176.22.26.51
ihfouwlg.nju.com.        IN    A    230.234.242.55
skhreyja.nju.com.        IN    A    201.166.66.230
bpxwlufc.nju.com.        IN    A    209.132.233.142
bkgcydqp.nju.com.        IN    A    121.115.248.248
vxnyomqs.nju.com.        IN    A    57.76.71.97
wjqxdsfu.nju.com.        IN    A    118.47.237.19
ybchuaft.nju.com.        IN    A    182.99.57.84
nuwxtyom.nju.com.        IN    A    165.107.227.197
gsqolhja.nju.com.        IN    A    148.57.40.17
xnlcsohj.nju.com.        IN    A    195.170.191.187
phbamynk.nju.com.        IN    A    243.15.143.151
hliogdjf.nju.com.        IN    A    205.90.205.140
pyotvmik.nju.com.        IN    A    240.23.51.228
jwdlhpmx.nju.com.        IN    A    73.12.221.113
ebprxqgv.nju.com.        IN    A    208.182.250.82
jfgqywmn.nju.com.        IN    A    63.71.239.247
advnqoby.nju.com.        IN    A    121.200.166.126
jqdclvfy.nju.com.        IN    A    113.101.227.241
gnibqcsk.nju.com.        IN    A    168.150.171.123
ylakvbmi.nju.com.        IN    A    229.159.176.9
ymwsetcb.nju.com.        IN    A    158.62.99.127
khjcsigq.nju.com.        IN    A    130.226.4.237
gixnupso.nju.com.        IN    A    133.242.228.123
wmogjrvf.nju.com.        IN    A    247.93.205.123
jhvniuwq.nju.com.        IN    A    255.150.205.143
tprsnyam.nju.com.        IN    A    75.138.7.57
bwfrcjay.nju.com.        IN    A    187.250.181.201
mirdgouf.nju.com.        IN    A    153.31.178.89
nudpythk.nju.com.        IN    A    110.180.37.195
drywmcjh.nju.com.        IN    A    252.85.81.246
vpilkrfq.nju.com.        IN    A    105.8.125.91
smnylgcb.nju.com.        IN    A    53.77.253.134
qxrobjgy.nju.com.        IN    A    14.1.145.188
lamhduwt.nju.com.        IN    A    123.84.127.111
rkojithe.nju.com.        IN    A    46.158.61.93
qaflkrgn.nju.com.        IN    A    119.72.184.213
bufqswpx.nju.com.        IN    A    185.79.70.234
osqlkxjw.nju.com.        IN    A    161.57.55.28
rfubidox.nju.com.        IN    A    220.224.26.129
fhlpvadj.nju.com.        IN    A    194.180.3.58
etkyfpog.nju.com.        IN    A    211.47.222.98
lxwvdert.nju.com.        IN    A    153.166.206.68
ltqsuevh.nju.com.        IN    A    96.206.250.131
dmwqsfao.nju.com.        IN    A    185.53.187.125
bogvdapm.nju.com.        IN    A    39.246.89.35
bywjqrhe.nju.com.        IN    A    241.248.220.230
mupqfrig.nju.com.        IN    A    237.237.8.190
nwemkjsy.nju.com.        IN    A    85.240.211.26
xvdpcenb.nju.com.        IN    A    28.225.1.139
phutavei.nju.com.        IN    A    26.10.40.136
mrixgqas.nju.com.        IN    A    0.80.222.87
bdnqhvut.nju.com.        IN    A    199.71.47.238
sevjkrag.nju.com.        IN    A    191.27.200.137
avhjtinx.nju.com.        IN    A    108.255.184.123
wtskyxag.nju.com.        IN    A    130.227.151.165
iakohnxc.nju.com.        IN    A    172.123.198.214
wvigbxun.nju.com.        IN    A    172.37.187.58
gortdixs.nju.com.        IN    A    103.110.208.202
gkmqacxs.nju.com.        IN    A    131.53.226.80
jwagihvk.nju.com.        IN    A    176.93.167.59
rnyjbflh.nju.com.        IN    A    175.147.40.99
gemylvjw.nju.com.        IN    A    3.184.108.221
irjsbcgu.nju.com.        IN    A    41.127.181.156
bnaodver.nju.com.        IN    A    23.167.55.51
ilxunbfg.nju.com.        IN    A    12.100.237.202
bxajygvh.nju.com.        IN    A    93.248.16.204
feubntak.nju.com.        IN    A    66.98.172.53
jflgvctw.nju.com.        IN    A    241.110.27.107
qhafibmp.nju.com.        IN    A    165.199.169.35
jbqhrtcn.nju.com.        IN    A    240.157.222.149
dihrbmxn.nju.com.        IN    A    116.104.38.69
ogemrnpt.nju.com.        IN    A    4.74.82.168
cjxdrwov.nju.com.        IN    A    184.254.202.143
ytrdxbpm.nju.com.        IN    A    107.60.97.145
ausflhgc.nju.com.        IN    A    24.80.78.40
wmbulisj.nju.com.        IN    A    190.37.19.59
ecgnfimp.nju.com.        IN    A    158.25.224.148
kuvcsrxo.nju.com.        IN    A    12.248.37.41
hbgivmes.nju.com.        IN    A    179.25.117.117
usjwdhlt.nju.com.        IN    A    250.142.25.141
indfaehg.nju.com.        IN    A    72.99.53.120
cefwdkio.nju.com.        IN    A    65.124.198.27
gulnahdw.nju.com.        IN    A    241.2.60.241
djgcibto.nju.com.        IN    A    203.94.226.208
jxcyounk.nju.com.        IN    A    206.142.39.25
aisgxdpo.nju.com.        IN    A    183.143.217.10
nhidslca.nju.com.        IN    A    142.200.95.87
kwqgbsfc.nju.com.        IN    A    50.223.229.24
fhqnioyl.nju.com.        IN    A    120.82.91.85
bkqyrdnh.nju.com.        IN    A    255.210.33.250
ywjtmfpa.nju.com.        IN    A    223.177.228.221
xeioaqlt.nju.com.        IN    A    74.102.164.233
tmhjfqyl.nju.com.        IN    A    183.65.165.118
eqoicbfr.nju.com.        IN    A    236.209.2.66
qwcrpitk.nju.com.        IN    A    167.104.145.104
tqganure.nju.com.        IN    A    122.236.92.23
sdflyajb.nju.com.        IN    A    18.21.14.37
osncedwg.nju.com.        IN    A    201.88.61.39
sfimlqhv.nju.com.        IN    A    81.94.55.215
urecaitx.nju.com.        IN    A    22.170.165.161
tirqlefw.nju.com.        IN    A    255.10.186.121
jkiusrxy.nju.com.        IN    A    192.217.232.13
kiwfnmld.nju.com.        IN    A    182.145.146.232
dtvpojye.nju.com.        IN    A    34.44.70.150
qihrldoy.nju.com.        IN    A    76.171.41.97
tflnayip.nju.com.        IN    A    224.231.75.54
qlhrdwgj.nju.com.        IN    A    155.177.65.233
khvglqfn.nju.com.        IN    A    219.17.141.180
mvbtulcy.nju.com.        IN    A    79.150.238.47
ywhcdmix.nju.com.        IN    A    164.219.87.34
tpsgeicw.nju.com.        IN    A    156.186.205.187
vwmhbnoq.nju.com.        IN    A    178.119.144.39
jchrbqyo.nju.com.        IN    A    73.162.179.33
xfhenuvp.nju.com.        IN    A    189.250.167.152
pgstunyq.nju.com.        IN    A    64.166.100.41
hynubxkv.nju.com.        IN    A    90.148.109.90
wxjbvepr.nju.com.        IN    A    36.170.148.3
epiawlvm.nju.com.        IN    A    193.25.119.29
puakhfgc.nju.com.        IN    A    70.248.115.91
lxwpvima.nju.com.        IN    A    122.100.81.72
jxacldet.nju.com.        IN    A    69.154.121.96
cwnxdujq.nju.com.        IN    A    182.203.144.19
shaxkurp.nju.com.        IN    A    20.195.12.116
fawhykjn.nju.com.        IN    A    120.178.60.192
pgwrfaqh.nju.com.        IN    A    187.209.87.75
iqcfrvja.nju.com.        IN    A    254.75.59.230
wxgepybi.nju.com.        IN    A    84.155.164.219
twoglsne.nju.com.        IN    A    103.229.170.120
damevckg.nju.com.        IN    A    133.121.54.218
qdukwyjv.nju.com.        IN    A    121.57.10.25
iaypcsjq.nju.com.        IN    A    177.103.193.221
gkxmphvd.nju.com.        IN    A    81.225.81.235
bkqycugh.nju.com.        IN    A    228.209.238.184
eytkgxvb.nju.com.        IN    A    181.228.196.38
ehwnpdxj.nju.com.        IN    A    42.112.163.72
hvplgxkm.nju.com.        IN    A    74.14.95.33
vntxghkf.nju.com.        IN    A    148.59.45.151
pyxlsfab.nju.com.        IN    A    54.57.207.188
vnbwectf.nju.com.        IN    A    140.101.113.245
hmnwlxba.nju.com.        IN    A    50.238.145.141
lpvxsber.nju.com.        IN    A    66.185.97.126
bsntewcg.nju.com.        IN    A    15.88.115.206
igestmkl.nju.com.        IN    A    83.35.15.150
oimakbvu.nju.com.        IN    A    59.250.64.68
gdvtbqph.nju.com.        IN    A    180.164.150.198
nomvjhqw.nju.com.        IN    A    253.110.143.22
wpomcyqb.nju.com.        IN    A    209.221.115.148
eudicrjy.nju.com.        IN    A    162.107.186.20
gvbcfitl.nju.com.        IN    A    161.255.121.101
vqhrawml.nju.com.        IN    A    166.153.227.106
yxmeabfp.nju.com.        IN    A    247.108.22.75
otjlbkxs.nju.com.        IN    A    215.107.35.61
opmtaqnj.nju.com.        IN    A    123.161.207.215
xtwboryp.nju.com.        IN    A    105.45.72.209
bocsfqla.nju.com.        IN    A    47.166.130.161
wptbaryu.nju.com.        IN    A    37.24.120.186
cdovnrpx.nju.com.        IN    A    125.140.66.1
hwayceji.nju.com.        IN    A    92.66.68.225
cqomkbnp.nju.com.        IN    A    134.94.1.35
gpqhvwit.nju.com.        IN    A    53.202.57.141
rplseyxw.nju.com.        IN    A    185.33.79.244
fxlhdctq.nju.com.        IN    A    49.57.250.46
stvfnxpi.nju.com.        IN    A    253.144.89.137
iqoeartm.nju.com.        IN    A    109.67.118.83
lwrcueto.nju.com.        IN    A    143.192.250.57
ysolqvbj.nju.com.        IN    A    190.253.86.245
uidqstlg.nju.com.        IN    A    202.83.60.85
fyuwiqth.nju.com.        IN    A    90.143.166.131
mavfqykr.nju.com.        IN    A    28.55.57.213
wsjoqpma.nju.com.        IN    A    247.103.191.97
lvtpsxwh.nju.com.        IN    A    115.225.58.70
suqcpylw.nju.com.        IN    A    172.89.0.109
ymetpavx.nju.com.        IN    A    146.65.67.77
quoyngvc.nju.com.        IN    A    20.79.154.117
iaolecky.nju.com.        IN    A    162.250.93.253
couafwth.nju.com.        IN    A    104.232.61.7
feavqkwg.nju.com.        IN    A    113.147.183.32
drkyiepn.nju.com.        IN    A    51.227.201.101
tyopemkg.nju.com.        IN    A    49.93.218.235
ucgaweik.nju.com.        IN    A    141.104.201.191
magqkosc.nju.com.        IN    A    212.146.99.94
gnoeblkt.nju.com.        IN    A    254.164.172.59
xfcrvwao.nju.com.        IN    A    117.187.66.185
boyuilph.nju.com.        IN    A    66.109.233.4
byhgrnvk.nju.com.        IN    A    225.24.208.94
nwxrtqao.nju.com.        IN    A    98.208.12.203
uxlgbekc.nju.com.        IN    A    203.182.2.142
txifgamv.nju.com.        IN    A    174.21.21.104
krhnysli.nju.com.        IN    A    155.14.33.37
nohfwdie.nju.com.        IN    A    183.165.44.214
xqlifcuv.nju.com.        IN    A    87.169.3.196
dubhwkje.nju.com.        IN    A    248.15.221.228
joyanqvg.nju.com.        IN    A    114.176.92.114
bkiocnrx.nju.com.        IN    A    236.200.92.11
fxvrtqyi.nju.com.        IN    A    208.164.91.244
bsfeiknw.nju.com.        IN    A    191.52.27.230
acbwgvxe.nju.com.        IN    A    241.228.89.81
eqoyncjg.nju.com.        IN    A    135.66.93.72
rdevwtgj.nju.com.        IN    A    69.138.89.123
opmisucl.nju.com.        IN    A    45.71.250.17
nhugkcyb.nju.com.        IN    A    116.47.12.180
fpjdvtbn.nju.com.        IN    A    248.20.36.49
kvhwtmij.nju.com.        IN    A    46.39.50.24
sctyivlm.nju.com.        IN    A    109.151.187.221
mlnaowdh.nju.com.        IN    A    45.123.43.205
knftocbm.nju.com.        IN    A    249.163.41.1
kaentrqc.nju.com.        IN    A    228.88.214.69
jhumxcdf.nju.com.        IN    A    240.142.22.121
ngajyqbu.nju.com.        IN    A    222.243.85.107
jfmiyhax.nju.com.        IN    A    216.8.67.83
ehlfocsm.nju.com.        IN    A    154.34.153.83
etrvasnj.nju.com.        IN    A    95.11.191.131
wprxivdy.nju.com.        IN    A    84.196.145.210
gwnevpuy.nju.com.        IN    A    132.233.42.42
pvikrjec.nju.com.        IN    A    160.160.232.230
gcfioerw.nju.com.        IN    A    151.213.65.234
jxntrcih.nju.com.        IN    A    195.21.87.90
hivgwefa.nju.com.        IN    A    202.63.138.26
lsdwxvun.nju.com.        IN    A    204.158.81.175
fbsoakmy.nju.com.        IN    A    242.92.37.199
eswvjrql.nju.com.        IN    A    222.78.2.1
olmwtrvc.nju.com.        IN    A    45.3.99.185
axcijwtl.nju.com.        IN    A    112.94.94.224
rklptjwc.nju.com.        IN    A    85.185.206.15
segmqbyf.nju.com.        IN    A    152.237.87.116
irvxghfe.nju.com.        IN    A    131.55.60.54
eblprdcy.nju.com.        IN    A    193.37.151.78
pdluyrsq.nju.com.        IN    A    212.124.164.156
hclfnvds.nju.com.        IN    A    116.51.218.146
lsdfnevj.nju.com.        IN    A    126.140.188.175
kfwcxbng.nju.com.        IN    A    66.137.96.141
