www.tju.com. 	14400	IN	SOA	ns1.www.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
www.tju.com.		    IN	NS ns1.www.tju.com.
hbsjgaei.www.tju.com.    IN    A    139.202.190.252
mquaifxl.www.tju.com.    IN    A    234.1.64.249
twrbxhmu.www.tju.com.    IN    A    211.58.115.17
stmxlcog.www.tju.com.    IN    A    102.149.1.202
fpadcswk.www.tju.com.    IN    A    214.23.243.193
qnmdxfty.www.tju.com.    IN    A    139.145.252.44
darwgnvf.www.tju.com.    IN    A    112.237.56.140
inwmxjfl.www.tju.com.    IN    A    47.149.9.102
dftepnuy.www.tju.com.    IN    A    25.39.65.160
wdtmkcua.www.tju.com.    IN    A    88.218.143.21
mwcldxis.www.tju.com.    IN    A    199.20.177.145
rhgnxpsu.www.tju.com.    IN    A    19.103.3.51
oyaksmvx.www.tju.com.    IN    A    59.41.168.18
nqeprawc.www.tju.com.    IN    A    205.184.68.143
xdufobpq.www.tju.com.    IN    A    98.243.120.131
qwmbrkfx.www.tju.com.    IN    A    113.166.109.188
fjcrvpxq.www.tju.com.    IN    A    216.37.214.249
qmhutxeg.www.tju.com.    IN    A    27.26.106.106
gqbtdpej.www.tju.com.    IN    A    13.150.8.185
jdkncvhu.www.tju.com.    IN    A    183.141.186.242
okewshrx.www.tju.com.    IN    A    176.45.48.216
skucahni.www.tju.com.    IN    A    62.142.138.143
prhfqcdx.www.tju.com.    IN    A    149.201.83.24
kslgwxpq.www.tju.com.    IN    A    166.38.181.125
txwsjlqu.www.tju.com.    IN    A    196.99.3.220
itdqrpjc.www.tju.com.    IN    A    140.173.180.201
vforxwdl.www.tju.com.    IN    A    76.7.179.113
oapjknth.www.tju.com.    IN    A    28.101.219.14
vktrlexs.www.tju.com.    IN    A    40.217.157.213
xuqbhamr.www.tju.com.    IN    A    81.126.32.219
lpresjqo.www.tju.com.    IN    A    124.152.199.10
dhyswgnb.www.tju.com.    IN    A    175.209.145.255
ucskopat.www.tju.com.    IN    A    255.22.75.90
joitpleq.www.tju.com.    IN    A    116.229.104.29
jblfhpry.www.tju.com.    IN    A    33.26.56.227
shxyeolm.www.tju.com.    IN    A    108.116.175.13
kcigwmjq.www.tju.com.    IN    A    154.96.137.232
jktcvdmw.www.tju.com.    IN    A    45.140.138.149
pkcyrdlv.www.tju.com.    IN    A    248.34.182.50
qcogxlus.www.tju.com.    IN    A    156.122.160.83
ldesmtiv.www.tju.com.    IN    A    119.126.235.91
utavnobl.www.tju.com.    IN    A    186.129.40.169
mkoujqbf.www.tju.com.    IN    A    88.58.163.106
nourfywv.www.tju.com.    IN    A    169.248.220.24
cpnfabiu.www.tju.com.    IN    A    232.32.112.221
cayfpvxw.www.tju.com.    IN    A    177.51.154.113
kontwxgi.www.tju.com.    IN    A    113.199.215.74
qbfecuig.www.tju.com.    IN    A    253.93.135.252
gyroslic.www.tju.com.    IN    A    176.216.180.91
yqilcjuw.www.tju.com.    IN    A    149.171.121.67
efdtqjcx.www.tju.com.    IN    A    11.151.248.145
wknseaqd.www.tju.com.    IN    A    211.99.133.11
kdplytxc.www.tju.com.    IN    A    86.187.32.111
hcndqtws.www.tju.com.    IN    A    185.41.98.71
insqofuk.www.tju.com.    IN    A    111.29.2.156
ckhnosjq.www.tju.com.    IN    A    135.201.77.80
egldsjru.www.tju.com.    IN    A    38.192.41.193
dqwfyorx.www.tju.com.    IN    A    134.28.49.69
nafbgqoi.www.tju.com.    IN    A    217.121.243.158
vurgslbk.www.tju.com.    IN    A    54.165.148.2
tuxevpgl.www.tju.com.    IN    A    85.201.168.137
vchisuqr.www.tju.com.    IN    A    30.103.204.75
sanpwryh.www.tju.com.    IN    A    94.151.42.166
hprlmgqv.www.tju.com.    IN    A    32.180.44.109
wptkugvl.www.tju.com.    IN    A    217.29.162.24
awqxbuio.www.tju.com.    IN    A    64.76.251.240
piruvxqc.www.tju.com.    IN    A    201.242.165.237
efbsnmax.www.tju.com.    IN    A    98.110.206.222
otyaglqr.www.tju.com.    IN    A    232.157.113.248
bwfhdjgc.www.tju.com.    IN    A    133.104.237.13
slqyprai.www.tju.com.    IN    A    207.81.36.102
oxpgwkqh.www.tju.com.    IN    A    199.142.245.69
ferwdkql.www.tju.com.    IN    A    211.157.129.240
cvaebsuh.www.tju.com.    IN    A    19.67.253.67
vnmhxcao.www.tju.com.    IN    A    147.51.81.235
vchjteau.www.tju.com.    IN    A    227.142.72.3
odrmxeky.www.tju.com.    IN    A    125.163.131.142
hjkgpylt.www.tju.com.    IN    A    142.85.103.54
kiltdcsm.www.tju.com.    IN    A    132.151.123.229
hudlpvoc.www.tju.com.    IN    A    70.20.102.82
qpdcvjnu.www.tju.com.    IN    A    23.210.243.227
shwdxcqt.www.tju.com.    IN    A    53.222.49.182
pagcryts.www.tju.com.    IN    A    0.34.27.125
hmiwgvke.www.tju.com.    IN    A    155.230.27.183
gkfojymw.www.tju.com.    IN    A    41.54.127.19
tqgxmbhn.www.tju.com.    IN    A    76.51.176.244
hljtfeab.www.tju.com.    IN    A    22.66.109.155
qcbgeaux.www.tju.com.    IN    A    251.213.209.3
ulenbvti.www.tju.com.    IN    A    162.119.74.34
ciqpbwnx.www.tju.com.    IN    A    228.2.57.185
mxcitgvh.www.tju.com.    IN    A    17.228.146.226
ogfqxuel.www.tju.com.    IN    A    136.165.56.6
sjwtkioh.www.tju.com.    IN    A    174.143.224.38
sbyglecm.www.tju.com.    IN    A    93.122.227.121
phcaqwxo.www.tju.com.    IN    A    223.126.61.41
yifpmjox.www.tju.com.    IN    A    250.104.199.21
maesyidx.www.tju.com.    IN    A    202.162.44.222
jrpktvdu.www.tju.com.    IN    A    78.149.189.40
oilvxydr.www.tju.com.    IN    A    187.205.33.59
rscbfvdk.www.tju.com.    IN    A    143.144.207.79
kvngpchd.www.tju.com.    IN    A    165.156.129.7
pfgsriny.www.tju.com.    IN    A    105.202.176.207
glcvdrok.www.tju.com.    IN    A    4.249.146.214
njxadplg.www.tju.com.    IN    A    90.244.67.130
uosldxea.www.tju.com.    IN    A    119.131.167.101
quwijcso.www.tju.com.    IN    A    135.127.100.106
gwlxyjht.www.tju.com.    IN    A    86.188.131.245
iljbynug.www.tju.com.    IN    A    219.134.249.156
ibagwxdc.www.tju.com.    IN    A    29.57.230.177
bsdlpxtg.www.tju.com.    IN    A    213.48.162.10
vfckynxw.www.tju.com.    IN    A    146.5.23.2
xcoruewb.www.tju.com.    IN    A    42.144.176.60
nxpoidku.www.tju.com.    IN    A    40.200.68.6
ysufjtbn.www.tju.com.    IN    A    137.19.52.177
tkljmxqe.www.tju.com.    IN    A    67.211.33.172
tpobakfv.www.tju.com.    IN    A    152.228.233.232
bijtkdrq.www.tju.com.    IN    A    248.135.99.177
tyckfhma.www.tju.com.    IN    A    147.180.155.98
itrxnwjl.www.tju.com.    IN    A    248.228.182.178
gexrkyuj.www.tju.com.    IN    A    253.101.249.248
jceutfao.www.tju.com.    IN    A    8.213.12.151
yqjihwtm.www.tju.com.    IN    A    35.184.196.157
yefibcsw.www.tju.com.    IN    A    202.234.253.110
cqatfdpi.www.tju.com.    IN    A    145.202.3.17
enkqdlgm.www.tju.com.    IN    A    6.51.102.67
nvmpbasc.www.tju.com.    IN    A    142.124.119.136
qvxoptcw.www.tju.com.    IN    A    222.218.210.237
yuwtnkvq.www.tju.com.    IN    A    205.227.127.75
kegprqtd.www.tju.com.    IN    A    50.232.128.184
smwgdbyk.www.tju.com.    IN    A    182.180.106.57
jpnilkwh.www.tju.com.    IN    A    71.108.99.132
ajydtcpl.www.tju.com.    IN    A    118.50.62.66
jvuyrhdp.www.tju.com.    IN    A    147.200.205.17
qyrkboaf.www.tju.com.    IN    A    137.95.231.135
nygwdoat.www.tju.com.    IN    A    38.163.56.76
fatvcpdm.www.tju.com.    IN    A    183.17.144.20
fnrlmctw.www.tju.com.    IN    A    224.82.214.211
biwpkotv.www.tju.com.    IN    A    80.121.189.206
ecflqpru.www.tju.com.    IN    A    212.82.197.130
awcmurhn.www.tju.com.    IN    A    166.115.211.29
hntepxlo.www.tju.com.    IN    A    96.73.135.59
bfksejld.www.tju.com.    IN    A    2.224.216.168
xapoigey.www.tju.com.    IN    A    11.65.179.112
vypgfrkt.www.tju.com.    IN    A    82.126.85.28
nsxtpdag.www.tju.com.    IN    A    140.190.65.236
hvrgdeuc.www.tju.com.    IN    A    39.235.34.134
bnvcgpdr.www.tju.com.    IN    A    82.61.30.247
rvgxqmns.www.tju.com.    IN    A    124.170.176.135
mogvxhej.www.tju.com.    IN    A    179.212.236.175
umpfxshv.www.tju.com.    IN    A    176.64.99.31
jqpymolv.www.tju.com.    IN    A    245.80.85.198
cpqjfsiy.www.tju.com.    IN    A    153.145.107.17
qwceughp.www.tju.com.    IN    A    25.61.81.19
ginlyqdm.www.tju.com.    IN    A    153.1.198.252
aejwvocd.www.tju.com.    IN    A    170.188.172.191
klwqbgsy.www.tju.com.    IN    A    95.60.232.219
cmqpfxyk.www.tju.com.    IN    A    140.212.18.205
bhdrukmx.www.tju.com.    IN    A    147.1.76.246
aedqchly.www.tju.com.    IN    A    8.214.230.12
xrjfocba.www.tju.com.    IN    A    33.228.155.243
ncrhstqo.www.tju.com.    IN    A    90.219.107.59
kocrvybs.www.tju.com.    IN    A    140.111.100.143
urghjqpk.www.tju.com.    IN    A    44.210.223.127
huenipat.www.tju.com.    IN    A    220.92.67.239
wmuqljda.www.tju.com.    IN    A    11.11.148.170
buywixlr.www.tju.com.    IN    A    147.78.83.145
cqrxnioj.www.tju.com.    IN    A    22.54.116.33
awxuckjt.www.tju.com.    IN    A    86.1.141.35
khxipmwd.www.tju.com.    IN    A    39.159.185.185
lmxijdrf.www.tju.com.    IN    A    171.4.171.109
aopkxcbt.www.tju.com.    IN    A    234.206.162.238
hxfiynjm.www.tju.com.    IN    A    58.81.84.100
qjwluehb.www.tju.com.    IN    A    100.178.197.155
mxhclubp.www.tju.com.    IN    A    114.112.190.254
igbkqswp.www.tju.com.    IN    A    146.110.112.43
tprcdvun.www.tju.com.    IN    A    114.53.106.92
aclxmbfe.www.tju.com.    IN    A    182.198.40.52
axpemosf.www.tju.com.    IN    A    247.213.227.226
quwiglep.www.tju.com.    IN    A    61.22.242.4
mxqewrbk.www.tju.com.    IN    A    143.87.164.111
fscidbyp.www.tju.com.    IN    A    175.183.81.209
wreaqpcl.www.tju.com.    IN    A    237.143.240.173
fgexsyti.www.tju.com.    IN    A    21.218.220.233
rqnkbfwg.www.tju.com.    IN    A    227.77.41.244
cmtewyfq.www.tju.com.    IN    A    32.198.168.238
upmtfvge.www.tju.com.    IN    A    30.255.197.129
eisulgya.www.tju.com.    IN    A    103.160.21.12
mlnqhbai.www.tju.com.    IN    A    163.142.119.49
njtgkvob.www.tju.com.    IN    A    6.208.250.66
nqejuoxd.www.tju.com.    IN    A    95.18.241.129
rxlpbuiq.www.tju.com.    IN    A    50.98.155.154
pyucdexg.www.tju.com.    IN    A    248.94.174.194
akpfshnl.www.tju.com.    IN    A    233.218.241.145
sxoqcnpg.www.tju.com.    IN    A    126.95.222.70
hygmovsq.www.tju.com.    IN    A    36.232.137.103
ilwbtahe.www.tju.com.    IN    A    9.63.37.220
xymawbil.www.tju.com.    IN    A    173.50.78.165
hsrmyvfk.www.tju.com.    IN    A    213.241.79.196
wbmnvhxe.www.tju.com.    IN    A    92.249.159.161
ltahcofp.www.tju.com.    IN    A    115.63.74.39
khgnxtsr.www.tju.com.    IN    A    184.138.223.105
ykeijhgb.www.tju.com.    IN    A    98.210.187.96
fmwlobsq.www.tju.com.    IN    A    251.186.245.84
luciyoxp.www.tju.com.    IN    A    159.157.100.1
rayupdqm.www.tju.com.    IN    A    227.126.101.170
qasyujne.www.tju.com.    IN    A    115.156.218.25
tfjvgsko.www.tju.com.    IN    A    132.186.37.41
ecvwkdhq.www.tju.com.    IN    A    175.15.218.112
bdcvejuq.www.tju.com.    IN    A    180.93.49.159
ymcjvubx.www.tju.com.    IN    A    193.137.105.172
mbrwpjoh.www.tju.com.    IN    A    109.172.219.0
tcnudkrx.www.tju.com.    IN    A    24.177.146.77
sonwaimp.www.tju.com.    IN    A    224.31.169.22
cltmvuon.www.tju.com.    IN    A    252.233.52.140
piglqcea.www.tju.com.    IN    A    180.228.107.92
rqfvmlku.www.tju.com.    IN    A    81.68.101.169
wmxqtjsp.www.tju.com.    IN    A    165.43.239.188
yqmcpnjv.www.tju.com.    IN    A    140.157.121.219
wdsyunvq.www.tju.com.    IN    A    206.99.106.35
tibgudyo.www.tju.com.    IN    A    83.22.179.95
kjaxcfpe.www.tju.com.    IN    A    103.254.219.170
dtfpeosg.www.tju.com.    IN    A    67.122.154.198
cweiavbq.www.tju.com.    IN    A    153.133.79.3
tlgeqidh.www.tju.com.    IN    A    85.18.228.13
mprgufed.www.tju.com.    IN    A    160.106.25.47
nxmvuwyj.www.tju.com.    IN    A    17.14.87.103
fthomeqx.www.tju.com.    IN    A    225.152.216.252
hjptdlse.www.tju.com.    IN    A    247.247.215.212
pesrkoxl.www.tju.com.    IN    A    16.7.223.17
yowduxfg.www.tju.com.    IN    A    9.117.74.184
dqgcrbav.www.tju.com.    IN    A    81.251.95.148
bvjsphtk.www.tju.com.    IN    A    38.213.168.91
wvpmsfkd.www.tju.com.    IN    A    243.196.252.72
hpniagex.www.tju.com.    IN    A    48.238.254.26
hxsyicku.www.tju.com.    IN    A    229.143.139.37
xtswanfu.www.tju.com.    IN    A    218.174.210.57
hypaqtkw.www.tju.com.    IN    A    184.104.210.238
gsxpnuvf.www.tju.com.    IN    A    203.221.21.115
xjaugqdp.www.tju.com.    IN    A    194.143.22.27
dyhpmtua.www.tju.com.    IN    A    167.89.211.80
qltivosg.www.tju.com.    IN    A    254.101.56.49
upkwvoch.www.tju.com.    IN    A    252.244.159.82
txbhoidj.www.tju.com.    IN    A    51.52.169.143
lvjnqyso.www.tju.com.    IN    A    20.128.255.98
qcywenpr.www.tju.com.    IN    A    168.195.151.155
ciyjufrd.www.tju.com.    IN    A    45.144.63.87
oxlhpatq.www.tju.com.    IN    A    220.110.85.34
whsybkma.www.tju.com.    IN    A    130.42.7.222
olhfqgak.www.tju.com.    IN    A    243.40.112.126
axvtcjhf.www.tju.com.    IN    A    155.234.26.127
vhancytj.www.tju.com.    IN    A    88.49.250.56
wgfrhixd.www.tju.com.    IN    A    181.218.11.245
pnsvjych.www.tju.com.    IN    A    112.228.119.235
agkjqtvf.www.tju.com.    IN    A    219.254.94.176
ujgxbhiy.www.tju.com.    IN    A    30.182.220.3
wqljpvkh.www.tju.com.    IN    A    135.38.232.254
tfjoqwub.www.tju.com.    IN    A    169.95.14.80
usdgriwk.www.tju.com.    IN    A    25.104.131.86
oehxsgcr.www.tju.com.    IN    A    247.88.26.255
ekgsbvxl.www.tju.com.    IN    A    146.155.108.213
xqnptumd.www.tju.com.    IN    A    195.26.155.200
bdwfltue.www.tju.com.    IN    A    250.176.7.123
urelaojn.www.tju.com.    IN    A    182.198.76.31
dphmvkbt.www.tju.com.    IN    A    124.128.123.51
tbnvuqah.www.tju.com.    IN    A    143.30.180.185
godvmqyb.www.tju.com.    IN    A    226.117.116.80
ruahsomk.www.tju.com.    IN    A    216.224.42.1
njsckxrd.www.tju.com.    IN    A    242.206.173.97
dortxmpv.www.tju.com.    IN    A    43.162.229.150
bfhykomc.www.tju.com.    IN    A    174.58.125.201
umoestjg.www.tju.com.    IN    A    23.210.130.74
dnevbotm.www.tju.com.    IN    A    200.218.219.98
fsmlwidc.www.tju.com.    IN    A    200.165.93.179
sufgyvdn.www.tju.com.    IN    A    158.4.64.180
ewstvkyd.www.tju.com.    IN    A    212.160.115.56
aiosflbp.www.tju.com.    IN    A    108.209.117.1
mrokjqnh.www.tju.com.    IN    A    2.87.108.104
bjwxokhu.www.tju.com.    IN    A    2.242.207.240
dvwpxina.www.tju.com.    IN    A    131.234.71.219
nyxtgpkb.www.tju.com.    IN    A    115.97.175.63
rfdioval.www.tju.com.    IN    A    214.126.122.78
ubxfhkqe.www.tju.com.    IN    A    190.172.159.61
ftojdlna.www.tju.com.    IN    A    161.152.19.61
ohbcqaxs.www.tju.com.    IN    A    108.227.68.97
wtmgirsk.www.tju.com.    IN    A    45.179.79.51
ugvxwpre.www.tju.com.    IN    A    48.161.118.138
xvglsubw.www.tju.com.    IN    A    178.48.38.64
dxinoblh.www.tju.com.    IN    A    91.26.66.112
wgtulhcy.www.tju.com.    IN    A    18.0.133.102
cqewonkm.www.tju.com.    IN    A    25.203.201.183
bufkmpdc.www.tju.com.    IN    A    129.236.202.192
nesiapoq.www.tju.com.    IN    A    117.125.187.251
sxvpmkci.www.tju.com.    IN    A    217.91.70.65
icphebqk.www.tju.com.    IN    A    87.44.148.224
romexngw.www.tju.com.    IN    A    29.119.74.114
gcelfbko.www.tju.com.    IN    A    189.168.242.213
sxanwmih.www.tju.com.    IN    A    160.9.205.231
ecsbhiry.www.tju.com.    IN    A    48.203.33.35
patmesnb.www.tju.com.    IN    A    176.140.95.88
rmdlsxqw.www.tju.com.    IN    A    190.97.80.64
olskgfhr.www.tju.com.    IN    A    79.9.88.21
mrwlfhpu.www.tju.com.    IN    A    34.152.62.138
fqkxvwsn.www.tju.com.    IN    A    227.186.103.85
iqxeadml.www.tju.com.    IN    A    10.166.208.189
yuewdlcq.www.tju.com.    IN    A    77.198.28.6
flqvnhcx.www.tju.com.    IN    A    141.148.157.177
pednmhiy.www.tju.com.    IN    A    205.203.0.161
bjeftmuo.www.tju.com.    IN    A    30.21.25.248
avxdterh.www.tju.com.    IN    A    146.118.159.13
ksmqnwex.www.tju.com.    IN    A    66.247.153.237
xdwifbpn.www.tju.com.    IN    A    13.221.152.66
nilhmadc.www.tju.com.    IN    A    161.46.28.255
gbxsipml.www.tju.com.    IN    A    25.176.149.81
chwyeovi.www.tju.com.    IN    A    159.234.158.40
eydcjogx.www.tju.com.    IN    A    82.114.224.209
xqwsoykv.www.tju.com.    IN    A    27.113.143.247
kemyfjli.www.tju.com.    IN    A    39.187.52.250
snkwvubm.www.tju.com.    IN    A    218.169.100.87
xmcijqsg.www.tju.com.    IN    A    112.116.221.251
wrueyikq.www.tju.com.    IN    A    196.202.41.237
lqhyurag.www.tju.com.    IN    A    83.164.60.177
kdivgrom.www.tju.com.    IN    A    230.67.148.119
muhpcnra.www.tju.com.    IN    A    33.53.154.171
esyahvwb.www.tju.com.    IN    A    192.54.158.41
vtmgnxjo.www.tju.com.    IN    A    209.155.216.117
tqnbvjgy.www.tju.com.    IN    A    59.184.173.35
uebtvakg.www.tju.com.    IN    A    180.10.153.65
wjbveimp.www.tju.com.    IN    A    151.77.116.165
ftudsjqa.www.tju.com.    IN    A    154.208.212.139
vloreqjh.www.tju.com.    IN    A    246.37.135.198
mrpxghlc.www.tju.com.    IN    A    220.220.36.62
sywelimo.www.tju.com.    IN    A    98.88.112.67
vrdilcws.www.tju.com.    IN    A    239.37.51.84
fpamnldj.www.tju.com.    IN    A    112.37.227.243
pdwgtqon.www.tju.com.    IN    A    165.75.88.23
pnjgqors.www.tju.com.    IN    A    254.250.227.55
vsgofnie.www.tju.com.    IN    A    49.236.139.236
lqbxfjpt.www.tju.com.    IN    A    140.146.153.4
khyepdcq.www.tju.com.    IN    A    195.152.90.196
fumbrhwx.www.tju.com.    IN    A    168.224.118.245
dmuoxwaq.www.tju.com.    IN    A    232.133.230.251
vxqoarwn.www.tju.com.    IN    A    118.171.210.107
rbeqadcx.www.tju.com.    IN    A    157.76.144.189
knqacdex.www.tju.com.    IN    A    198.228.76.161
mbupfokx.www.tju.com.    IN    A    185.117.117.180
kdnxeuvs.www.tju.com.    IN    A    56.149.175.181
rhqiswck.www.tju.com.    IN    A    126.236.162.101
upindase.www.tju.com.    IN    A    28.209.51.138
vpcjtgih.www.tju.com.    IN    A    78.229.200.142
vliusqcn.www.tju.com.    IN    A    208.48.51.56
xwruhtln.www.tju.com.    IN    A    236.135.165.184
cqsogywk.www.tju.com.    IN    A    159.98.54.224
wbrghpkl.www.tju.com.    IN    A    155.203.170.129
xuigskpt.www.tju.com.    IN    A    214.157.88.30
mjgdhiac.www.tju.com.    IN    A    234.147.239.250
irvxafqg.www.tju.com.    IN    A    127.162.71.231
gnocbkrf.www.tju.com.    IN    A    10.229.162.141
tobivkcd.www.tju.com.    IN    A    4.50.22.49
bsynougk.www.tju.com.    IN    A    3.233.249.160
vpiujkog.www.tju.com.    IN    A    222.200.204.221
ahetmkyb.www.tju.com.    IN    A    10.153.112.61
nyudcakt.www.tju.com.    IN    A    40.155.29.214
htmjopxu.www.tju.com.    IN    A    33.179.197.80
ubpxhiet.www.tju.com.    IN    A    15.0.156.108
pbufaodm.www.tju.com.    IN    A    74.179.63.10
ikabxrvo.www.tju.com.    IN    A    54.38.208.178
ubhxjgoq.www.tju.com.    IN    A    222.210.21.216
esydrgxo.www.tju.com.    IN    A    120.67.155.231
esdyqlib.www.tju.com.    IN    A    131.60.5.81
fwcasojk.www.tju.com.    IN    A    61.57.181.43
hwloikef.www.tju.com.    IN    A    249.30.50.185
itkrjyld.www.tju.com.    IN    A    78.245.249.162
msvtilod.www.tju.com.    IN    A    226.176.171.160
ldbqespf.www.tju.com.    IN    A    111.178.101.63
rawbiydm.www.tju.com.    IN    A    200.99.204.102
yaktgjxe.www.tju.com.    IN    A    168.67.34.85
ywvocphl.www.tju.com.    IN    A    51.103.144.254
twbgehuj.www.tju.com.    IN    A    12.255.77.71
frnmglsq.www.tju.com.    IN    A    182.42.240.131
fbvpgtol.www.tju.com.    IN    A    207.67.67.201
pvxowkcn.www.tju.com.    IN    A    147.245.35.184
cdsbfuvp.www.tju.com.    IN    A    253.255.36.224
xdkrhwyn.www.tju.com.    IN    A    189.222.55.102
cnealdys.www.tju.com.    IN    A    82.94.109.199
cihldomu.www.tju.com.    IN    A    37.176.204.36
xksgberu.www.tju.com.    IN    A    242.213.209.205
aqxhrndc.www.tju.com.    IN    A    100.189.12.140
ygtxiaum.www.tju.com.    IN    A    161.245.170.209
fhuavkcy.www.tju.com.    IN    A    104.94.117.142
sfmcpwhg.www.tju.com.    IN    A    140.226.242.155
hmicrvwu.www.tju.com.    IN    A    7.7.1.225
ybkfhmcs.www.tju.com.    IN    A    222.13.135.18
ehlryjia.www.tju.com.    IN    A    66.211.36.61
tmojbdpw.www.tju.com.    IN    A    38.195.24.184
wgxshqmn.www.tju.com.    IN    A    225.0.23.87
uftpjnra.www.tju.com.    IN    A    227.61.132.217
fwyevjlt.www.tju.com.    IN    A    1.126.238.115
gfpaxysq.www.tju.com.    IN    A    73.144.84.157
soepvfay.www.tju.com.    IN    A    56.167.219.72
sajymteh.www.tju.com.    IN    A    33.115.46.212
yplfxaqn.www.tju.com.    IN    A    99.107.6.60
mvasgjfk.www.tju.com.    IN    A    46.194.210.119
nrtslhbx.www.tju.com.    IN    A    218.167.7.87
grapwhdj.www.tju.com.    IN    A    38.227.99.245
baviyqnx.www.tju.com.    IN    A    176.129.59.153
bmgrfsut.www.tju.com.    IN    A    204.133.12.164
hjqobfix.www.tju.com.    IN    A    166.242.81.183
olcuhkdx.www.tju.com.    IN    A    223.209.150.114
imdwrqhx.www.tju.com.    IN    A    104.167.223.215
jhicdkpl.www.tju.com.    IN    A    125.107.202.179
gmdlshik.www.tju.com.    IN    A    66.2.36.21
nxpoujth.www.tju.com.    IN    A    184.9.70.10
yjenqrtd.www.tju.com.    IN    A    27.27.41.18
rfjmohpe.www.tju.com.    IN    A    198.164.153.82
mqaphixv.www.tju.com.    IN    A    98.102.47.15
srgeqtlj.www.tju.com.    IN    A    168.88.150.182
gmdqbajn.www.tju.com.    IN    A    192.52.218.109
ymgqbski.www.tju.com.    IN    A    181.55.165.94
nqtuyeck.www.tju.com.    IN    A    223.117.68.185
chsvgrye.www.tju.com.    IN    A    40.255.18.84
wtpydgoc.www.tju.com.    IN    A    185.108.215.26
cbdlmygu.www.tju.com.    IN    A    186.196.43.11
sgwhyoui.www.tju.com.    IN    A    103.41.108.79
eykgcwon.www.tju.com.    IN    A    21.128.27.27
tfgbeoqp.www.tju.com.    IN    A    146.188.114.132
gksxwenv.www.tju.com.    IN    A    124.225.168.1
bdxpvglr.www.tju.com.    IN    A    28.147.147.13
pjnugcol.www.tju.com.    IN    A    56.200.107.136
jscyvamq.www.tju.com.    IN    A    198.16.106.108
cvqftrju.www.tju.com.    IN    A    87.185.153.5
apndcerk.www.tju.com.    IN    A    145.18.93.118
vewhntyj.www.tju.com.    IN    A    51.160.31.174
iklfqpvx.www.tju.com.    IN    A    110.8.124.57
hqvwerin.www.tju.com.    IN    A    223.20.250.214
ltcnrfop.www.tju.com.    IN    A    34.56.247.63
ikfrmgso.www.tju.com.    IN    A    169.129.123.108
onqeyabc.www.tju.com.    IN    A    124.101.179.230
auncmqlp.www.tju.com.    IN    A    85.188.238.252
fyqrngis.www.tju.com.    IN    A    71.232.172.194
uoagnxdt.www.tju.com.    IN    A    19.146.143.222
moatsnqg.www.tju.com.    IN    A    150.29.127.42
hsaofmvu.www.tju.com.    IN    A    53.131.194.185
acgodres.www.tju.com.    IN    A    206.255.184.252
ywfopvut.www.tju.com.    IN    A    241.24.251.114
sovjrbia.www.tju.com.    IN    A    116.17.161.130
rxmqbgsi.www.tju.com.    IN    A    166.247.223.20
nfwsvqjg.www.tju.com.    IN    A    142.54.250.109
gbknseai.www.tju.com.    IN    A    22.129.57.36
vbnsghlj.www.tju.com.    IN    A    155.16.231.204
rcuhtfnl.www.tju.com.    IN    A    159.241.208.245
fheciqtn.www.tju.com.    IN    A    183.158.232.254
wdvntbki.www.tju.com.    IN    A    198.131.62.97
xnsatdwe.www.tju.com.    IN    A    63.216.9.160
dqktoeby.www.tju.com.    IN    A    128.250.45.83
ikgocfbj.www.tju.com.    IN    A    208.151.139.56
imaqycwx.www.tju.com.    IN    A    246.153.173.15
qseyifxm.www.tju.com.    IN    A    206.78.185.11
pjqulecm.www.tju.com.    IN    A    81.29.222.13
ulomdfgq.www.tju.com.    IN    A    254.188.69.68
pyudaovn.www.tju.com.    IN    A    39.138.164.116
rdwqbgfx.www.tju.com.    IN    A    37.202.216.185
dynhqxoe.www.tju.com.    IN    A    152.207.11.122
fsgobdnm.www.tju.com.    IN    A    94.43.62.22
uiskcjfr.www.tju.com.    IN    A    147.70.62.63
bunqvgcr.www.tju.com.    IN    A    131.199.231.68
jkrbaqif.www.tju.com.    IN    A    101.2.225.113
smxjvteo.www.tju.com.    IN    A    86.88.151.123
rjacqhks.www.tju.com.    IN    A    65.96.136.153
yufpctjq.www.tju.com.    IN    A    112.111.238.12
ijaxdskh.www.tju.com.    IN    A    10.230.200.53
yigkutmq.www.tju.com.    IN    A    46.156.145.59
fwiynjpt.www.tju.com.    IN    A    100.26.108.234
tedarypm.www.tju.com.    IN    A    112.179.170.244
vpcmurft.www.tju.com.    IN    A    3.130.84.98
wbdjktyh.www.tju.com.    IN    A    225.77.232.60
gupwqjsd.www.tju.com.    IN    A    29.45.136.23
tmukvxsp.www.tju.com.    IN    A    199.87.32.132
ptsxmnjq.www.tju.com.    IN    A    187.104.94.37
cldspvjw.www.tju.com.    IN    A    161.34.103.78
dxgikylj.www.tju.com.    IN    A    117.105.6.48
qbeoltmn.www.tju.com.    IN    A    97.50.145.106
evkxqbja.www.tju.com.    IN    A    180.163.8.68
dgxvyiwn.www.tju.com.    IN    A    68.231.101.169
jqewcgmb.www.tju.com.    IN    A    145.186.173.46
ixhsdwpv.www.tju.com.    IN    A    211.203.162.78
hcprtdun.www.tju.com.    IN    A    88.153.217.97
yoeaxjvc.www.tju.com.    IN    A    37.50.51.255
vscwljru.www.tju.com.    IN    A    255.32.119.150
