cse.cqu.com.	14400	IN	SOA	ns1.cse.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cse.cqu.com.		    IN	NS ns1.cse.cqu.com.
ilatcmsw.cse.cqu.com.    IN    A    99.198.234.54
bvjgsmei.cse.cqu.com.    IN    A    213.171.151.178
xlfevgwa.cse.cqu.com.    IN    A    240.8.175.211
ryvopdft.cse.cqu.com.    IN    A    102.241.255.152
vgyblhfo.cse.cqu.com.    IN    A    245.146.5.244
leyncpox.cse.cqu.com.    IN    A    226.233.203.238
oabeuhns.cse.cqu.com.    IN    A    38.117.27.65
dauiltwq.cse.cqu.com.    IN    A    44.170.187.180
wgempnkl.cse.cqu.com.    IN    A    99.251.82.137
mkbehscu.cse.cqu.com.    IN    A    35.189.82.67
jgdanyrw.cse.cqu.com.    IN    A    156.141.88.253
kmniaeys.cse.cqu.com.    IN    A    30.81.49.198
pmyfihnk.cse.cqu.com.    IN    A    47.3.223.140
sdwthnlp.cse.cqu.com.    IN    A    22.66.124.149
shvblaor.cse.cqu.com.    IN    A    51.159.13.143
dbyqufws.cse.cqu.com.    IN    A    77.109.85.59
ojmvunit.cse.cqu.com.    IN    A    118.95.215.76
vmotnaqk.cse.cqu.com.    IN    A    14.9.206.198
ykdhojlc.cse.cqu.com.    IN    A    14.255.51.204
eaowgtvl.cse.cqu.com.    IN    A    186.95.60.24
rtoijnau.cse.cqu.com.    IN    A    247.96.26.182
fwkmbcyp.cse.cqu.com.    IN    A    16.11.233.97
pujdyrmo.cse.cqu.com.    IN    A    245.35.200.160
sphunvre.cse.cqu.com.    IN    A    225.164.212.13
fvaygekt.cse.cqu.com.    IN    A    178.157.224.171
dlamhqcx.cse.cqu.com.    IN    A    187.246.102.247
bpgnvsoj.cse.cqu.com.    IN    A    145.217.111.120
qocsdhnv.cse.cqu.com.    IN    A    101.162.86.98
ietqguyp.cse.cqu.com.    IN    A    223.1.66.206
bftvcqyh.cse.cqu.com.    IN    A    46.5.218.46
eqthafjm.cse.cqu.com.    IN    A    37.85.177.158
jirdcwab.cse.cqu.com.    IN    A    64.119.241.161
yhxweugb.cse.cqu.com.    IN    A    90.26.33.169
stoyjbnp.cse.cqu.com.    IN    A    137.205.16.59
lcymodxr.cse.cqu.com.    IN    A    53.111.201.183
ylfuvndm.cse.cqu.com.    IN    A    212.193.168.76
auekrinj.cse.cqu.com.    IN    A    67.128.97.83
fuenxtiv.cse.cqu.com.    IN    A    243.115.187.225
brmgncix.cse.cqu.com.    IN    A    197.88.155.106
xuedfbit.cse.cqu.com.    IN    A    247.15.66.229
ackwulhq.cse.cqu.com.    IN    A    130.45.201.97
uoetlksh.cse.cqu.com.    IN    A    128.73.191.201
fetpjiql.cse.cqu.com.    IN    A    8.92.64.57
gpecmsfu.cse.cqu.com.    IN    A    81.184.17.252
mxptjkvl.cse.cqu.com.    IN    A    42.145.18.192
kjautcwb.cse.cqu.com.    IN    A    166.29.10.196
wuagbvri.cse.cqu.com.    IN    A    187.149.210.88
udwlpihx.cse.cqu.com.    IN    A    5.111.243.170
nmlptkqg.cse.cqu.com.    IN    A    67.5.85.252
hurjwqob.cse.cqu.com.    IN    A    33.61.70.44
ygpwvljb.cse.cqu.com.    IN    A    14.252.95.112
ojkrlvpf.cse.cqu.com.    IN    A    128.166.87.78
jwxvygnk.cse.cqu.com.    IN    A    42.16.15.84
rpadwkjx.cse.cqu.com.    IN    A    66.216.185.71
ipylhqnj.cse.cqu.com.    IN    A    231.154.36.233
lcgfesix.cse.cqu.com.    IN    A    101.210.19.172
hgxbkned.cse.cqu.com.    IN    A    89.91.62.56
puikjmrg.cse.cqu.com.    IN    A    56.212.240.37
uyscpdje.cse.cqu.com.    IN    A    121.156.229.232
bciojnrq.cse.cqu.com.    IN    A    201.4.206.146
sviuycwr.cse.cqu.com.    IN    A    84.50.111.109
gwjasplt.cse.cqu.com.    IN    A    190.97.40.125
emsqgavc.cse.cqu.com.    IN    A    231.200.10.104
osrjyumw.cse.cqu.com.    IN    A    209.131.72.23
geiswyuv.cse.cqu.com.    IN    A    108.222.18.32
mfjuhoyd.cse.cqu.com.    IN    A    69.179.77.135
uvpyrqhw.cse.cqu.com.    IN    A    112.217.102.76
wdoyulhb.cse.cqu.com.    IN    A    30.124.67.2
gpshtoei.cse.cqu.com.    IN    A    242.196.122.86
rgobqwia.cse.cqu.com.    IN    A    236.2.50.24
gmpwnidf.cse.cqu.com.    IN    A    193.178.117.24
stcubpfa.cse.cqu.com.    IN    A    99.69.252.25
cqdhyrgu.cse.cqu.com.    IN    A    177.80.32.121
dysxbrge.cse.cqu.com.    IN    A    36.115.68.53
vqrftuam.cse.cqu.com.    IN    A    142.76.118.228
dilgthyw.cse.cqu.com.    IN    A    65.246.66.186
akqwitol.cse.cqu.com.    IN    A    184.51.99.216
aolvbpsq.cse.cqu.com.    IN    A    104.253.231.253
vosxiabh.cse.cqu.com.    IN    A    152.156.181.210
nwqekgym.cse.cqu.com.    IN    A    213.103.154.101
yodxtesa.cse.cqu.com.    IN    A    221.252.156.10
qegpwdfo.cse.cqu.com.    IN    A    181.17.76.3
grljtwpi.cse.cqu.com.    IN    A    65.10.243.244
niwahpvm.cse.cqu.com.    IN    A    120.49.188.246
bjkxvfcu.cse.cqu.com.    IN    A    94.172.226.18
lvcwofja.cse.cqu.com.    IN    A    190.207.224.39
wvyqnxdi.cse.cqu.com.    IN    A    219.167.64.117
ivsjlxhq.cse.cqu.com.    IN    A    72.69.128.184
wxnamcrb.cse.cqu.com.    IN    A    61.197.71.181
yofxumep.cse.cqu.com.    IN    A    58.171.153.27
xfhglaor.cse.cqu.com.    IN    A    221.37.248.185
kcaptyrj.cse.cqu.com.    IN    A    4.175.133.26
ompvhbtk.cse.cqu.com.    IN    A    12.187.205.29
hyjiwfdb.cse.cqu.com.    IN    A    123.254.59.240
fpinbjmt.cse.cqu.com.    IN    A    253.44.151.153
horlkejg.cse.cqu.com.    IN    A    164.70.131.172
ugidembj.cse.cqu.com.    IN    A    115.23.90.80
ykcsahlg.cse.cqu.com.    IN    A    172.223.1.109
pmgywfuh.cse.cqu.com.    IN    A    253.218.35.53
sckolxer.cse.cqu.com.    IN    A    240.116.154.145
iqphkjcf.cse.cqu.com.    IN    A    228.136.212.67
vwpikoga.cse.cqu.com.    IN    A    73.253.204.219
tajehfsp.cse.cqu.com.    IN    A    253.122.170.190
hcpvkyxd.cse.cqu.com.    IN    A    83.185.190.50
mxbocfrs.cse.cqu.com.    IN    A    107.149.5.26
qhlmubtc.cse.cqu.com.    IN    A    212.132.184.117
sqkjmtoc.cse.cqu.com.    IN    A    39.94.135.227
sxtpkumq.cse.cqu.com.    IN    A    53.35.19.186
tdxveufh.cse.cqu.com.    IN    A    166.180.130.123
laqpvcfe.cse.cqu.com.    IN    A    95.115.91.152
iutygwvq.cse.cqu.com.    IN    A    243.42.46.207
nckrhstj.cse.cqu.com.    IN    A    138.228.96.5
edryujhi.cse.cqu.com.    IN    A    177.82.20.103
mnacoywq.cse.cqu.com.    IN    A    215.33.226.113
rengoubw.cse.cqu.com.    IN    A    90.203.251.22
uclbofjx.cse.cqu.com.    IN    A    72.174.48.23
ysufiwea.cse.cqu.com.    IN    A    130.112.75.158
wphletxr.cse.cqu.com.    IN    A    179.231.17.176
rpisfnxu.cse.cqu.com.    IN    A    231.101.184.83
fdlsnrga.cse.cqu.com.    IN    A    138.215.248.240
gcejfuhm.cse.cqu.com.    IN    A    232.133.57.21
cxmhtwjq.cse.cqu.com.    IN    A    198.182.114.156
tehwuvxb.cse.cqu.com.    IN    A    220.108.117.36
fmjvbaqo.cse.cqu.com.    IN    A    190.0.235.156
xelohvni.cse.cqu.com.    IN    A    170.23.52.54
ljpwrbos.cse.cqu.com.    IN    A    194.172.143.127
desmguha.cse.cqu.com.    IN    A    127.111.120.7
fctsikeg.cse.cqu.com.    IN    A    27.82.83.81
wraveodc.cse.cqu.com.    IN    A    221.55.137.113
fqvmpxul.cse.cqu.com.    IN    A    57.34.128.16
dcwnosjt.cse.cqu.com.    IN    A    50.125.230.114
jomdnlqb.cse.cqu.com.    IN    A    162.254.56.203
ulhgjayk.cse.cqu.com.    IN    A    65.236.143.126
tikladpg.cse.cqu.com.    IN    A    238.136.228.191
hinlpqfw.cse.cqu.com.    IN    A    41.83.189.140
rdwhbnpg.cse.cqu.com.    IN    A    214.114.51.125
afgepcbw.cse.cqu.com.    IN    A    43.100.187.53
tcsjxadg.cse.cqu.com.    IN    A    215.101.154.150
uqctmbow.cse.cqu.com.    IN    A    200.94.236.56
oyntdgcl.cse.cqu.com.    IN    A    233.21.129.83
cqvjfkdw.cse.cqu.com.    IN    A    50.123.36.70
xgiejvcb.cse.cqu.com.    IN    A    170.80.12.56
diytagjc.cse.cqu.com.    IN    A    218.217.82.59
gpnqhatd.cse.cqu.com.    IN    A    81.224.49.195
tymvsgic.cse.cqu.com.    IN    A    151.94.171.192
ldfnymax.cse.cqu.com.    IN    A    157.157.86.145
gkbmicdp.cse.cqu.com.    IN    A    205.181.46.59
wrbevgxt.cse.cqu.com.    IN    A    127.215.62.103
ltepqnwu.cse.cqu.com.    IN    A    190.5.88.208
mbxejyla.cse.cqu.com.    IN    A    18.27.184.30
gskivaxt.cse.cqu.com.    IN    A    74.49.54.145
sdcrmeot.cse.cqu.com.    IN    A    108.23.204.180
uawvndyb.cse.cqu.com.    IN    A    49.141.33.121
dtgheubs.cse.cqu.com.    IN    A    125.183.107.132
bewnxcig.cse.cqu.com.    IN    A    24.50.207.29
nsvqkubx.cse.cqu.com.    IN    A    7.205.61.30
cutvjlox.cse.cqu.com.    IN    A    199.23.242.28
vgiwnyju.cse.cqu.com.    IN    A    53.16.148.52
uqtojmyb.cse.cqu.com.    IN    A    77.28.157.127
qnpwhcrf.cse.cqu.com.    IN    A    219.228.243.131
chaoprln.cse.cqu.com.    IN    A    140.77.24.125
qpcbveui.cse.cqu.com.    IN    A    103.39.122.228
ihmdejkf.cse.cqu.com.    IN    A    138.0.70.78
gbxrtael.cse.cqu.com.    IN    A    176.97.92.5
jyhsxiwl.cse.cqu.com.    IN    A    24.93.57.212
dytsoflu.cse.cqu.com.    IN    A    231.13.251.203
bckhdmix.cse.cqu.com.    IN    A    231.75.16.148
gsjyxdie.cse.cqu.com.    IN    A    96.167.33.49
tejfrxau.cse.cqu.com.    IN    A    162.234.96.248
wudjbsoe.cse.cqu.com.    IN    A    77.188.49.209
lafrkdxb.cse.cqu.com.    IN    A    21.56.215.145
enqtgorh.cse.cqu.com.    IN    A    178.93.40.46
udpegyxa.cse.cqu.com.    IN    A    33.147.9.189
mfbkrven.cse.cqu.com.    IN    A    97.18.85.151
etqavsjf.cse.cqu.com.    IN    A    50.44.146.206
mlwraniy.cse.cqu.com.    IN    A    12.18.244.84
wguapeid.cse.cqu.com.    IN    A    215.117.216.11
safcminq.cse.cqu.com.    IN    A    191.0.179.138
wtmaxvng.cse.cqu.com.    IN    A    55.149.120.253
ydioxucg.cse.cqu.com.    IN    A    73.237.97.90
elctqbfd.cse.cqu.com.    IN    A    30.54.3.246
xbjlqkie.cse.cqu.com.    IN    A    51.120.205.169
eaigqylm.cse.cqu.com.    IN    A    86.133.78.182
ulpsrtdk.cse.cqu.com.    IN    A    11.40.169.173
cnagfdtu.cse.cqu.com.    IN    A    85.97.24.46
ivmbqjnu.cse.cqu.com.    IN    A    112.211.221.165
mkvnuydx.cse.cqu.com.    IN    A    19.194.144.15
ktpbrnjl.cse.cqu.com.    IN    A    213.26.64.53
gybowlne.cse.cqu.com.    IN    A    91.91.248.120
hsygbaqw.cse.cqu.com.    IN    A    114.58.151.200
ophlbeqc.cse.cqu.com.    IN    A    187.246.252.130
aumtqvoh.cse.cqu.com.    IN    A    84.143.65.202
rabnxhwq.cse.cqu.com.    IN    A    214.145.89.223
yaxbtvcp.cse.cqu.com.    IN    A    167.180.17.99
exwgnpqj.cse.cqu.com.    IN    A    39.3.35.32
kysltawd.cse.cqu.com.    IN    A    222.215.208.123
bvjdsfgu.cse.cqu.com.    IN    A    212.176.203.225
wchnkept.cse.cqu.com.    IN    A    0.246.68.100
nbpelmhg.cse.cqu.com.    IN    A    158.211.236.182
fxipaumq.cse.cqu.com.    IN    A    153.252.4.154
cbklyeqg.cse.cqu.com.    IN    A    66.60.86.125
fripucbs.cse.cqu.com.    IN    A    199.154.189.5
lsbymocv.cse.cqu.com.    IN    A    242.91.48.105
gfubcxya.cse.cqu.com.    IN    A    181.29.20.57
srxidymj.cse.cqu.com.    IN    A    22.173.53.10
afqjcbtu.cse.cqu.com.    IN    A    204.207.111.84
phdrwuke.cse.cqu.com.    IN    A    47.116.177.169
kflgxcoj.cse.cqu.com.    IN    A    229.95.2.55
awdminps.cse.cqu.com.    IN    A    193.216.52.113
ogsbfije.cse.cqu.com.    IN    A    163.248.248.147
amyptegs.cse.cqu.com.    IN    A    60.209.159.144
slrgepxb.cse.cqu.com.    IN    A    39.57.111.248
dxamvbpt.cse.cqu.com.    IN    A    165.66.92.88
dqbsghrm.cse.cqu.com.    IN    A    38.238.121.99
dgwnlseu.cse.cqu.com.    IN    A    104.158.94.205
qmiawbro.cse.cqu.com.    IN    A    228.250.187.90
bgmvxfkd.cse.cqu.com.    IN    A    245.41.190.215
ohkjlfst.cse.cqu.com.    IN    A    44.253.121.100
fanhtwbd.cse.cqu.com.    IN    A    177.211.56.70
pvwcxbfg.cse.cqu.com.    IN    A    18.4.24.63
rjomdvqi.cse.cqu.com.    IN    A    128.206.174.206
cryuhxae.cse.cqu.com.    IN    A    224.76.129.105
lgycvhqf.cse.cqu.com.    IN    A    55.128.10.156
msuhjxyg.cse.cqu.com.    IN    A    31.111.66.91
hpdgfbuw.cse.cqu.com.    IN    A    28.231.96.136
iwsxlefu.cse.cqu.com.    IN    A    215.140.240.149
qgpanemv.cse.cqu.com.    IN    A    81.182.33.114
mloadenb.cse.cqu.com.    IN    A    154.130.39.88
qoehcxlk.cse.cqu.com.    IN    A    252.45.25.244
tdxhopeb.cse.cqu.com.    IN    A    78.118.197.120
iwlqcyat.cse.cqu.com.    IN    A    186.149.98.106
iwgjqtas.cse.cqu.com.    IN    A    228.158.253.165
wajplouc.cse.cqu.com.    IN    A    34.218.92.213
heymfgsj.cse.cqu.com.    IN    A    58.139.82.13
jyhegmoq.cse.cqu.com.    IN    A    148.6.192.233
pqyudlro.cse.cqu.com.    IN    A    238.29.58.11
spawqjne.cse.cqu.com.    IN    A    62.223.19.206
lbvhxqiu.cse.cqu.com.    IN    A    162.125.66.254
vwximndk.cse.cqu.com.    IN    A    122.105.9.210
cadixjwe.cse.cqu.com.    IN    A    18.93.88.66
vpbckwts.cse.cqu.com.    IN    A    193.235.208.144
qvuejhcw.cse.cqu.com.    IN    A    0.197.16.81
jmrltevg.cse.cqu.com.    IN    A    50.156.22.56
piftbkld.cse.cqu.com.    IN    A    108.25.60.210
efrsonbl.cse.cqu.com.    IN    A    93.120.28.255
lgswmibh.cse.cqu.com.    IN    A    161.201.42.221
acmutqny.cse.cqu.com.    IN    A    75.72.52.158
ymbecois.cse.cqu.com.    IN    A    56.149.127.17
gywpcuba.cse.cqu.com.    IN    A    238.81.250.168
uwokegyf.cse.cqu.com.    IN    A    57.123.211.250
hqgrymnd.cse.cqu.com.    IN    A    60.181.57.200
lpsgyxjw.cse.cqu.com.    IN    A    29.244.12.106
hgftopbe.cse.cqu.com.    IN    A    62.36.81.85
axpusmcy.cse.cqu.com.    IN    A    35.186.231.123
iqwjabol.cse.cqu.com.    IN    A    222.147.3.129
soghtpea.cse.cqu.com.    IN    A    150.98.52.171
ndwrsjyk.cse.cqu.com.    IN    A    168.16.96.249
mafolxyt.cse.cqu.com.    IN    A    55.252.195.252
bjwisrca.cse.cqu.com.    IN    A    80.151.14.152
kyvwpoga.cse.cqu.com.    IN    A    116.156.99.238
fmkhtqjd.cse.cqu.com.    IN    A    36.186.222.208
uwoanipr.cse.cqu.com.    IN    A    19.24.233.211
wepravxu.cse.cqu.com.    IN    A    110.186.250.114
dxmibcts.cse.cqu.com.    IN    A    178.90.70.109
esynuocd.cse.cqu.com.    IN    A    193.173.96.7
mhneyqao.cse.cqu.com.    IN    A    138.14.236.174
wrbyxots.cse.cqu.com.    IN    A    164.142.60.21
phicyuks.cse.cqu.com.    IN    A    29.215.44.224
tmpsaufe.cse.cqu.com.    IN    A    253.103.184.44
moqblfsj.cse.cqu.com.    IN    A    207.139.250.176
vwtjikad.cse.cqu.com.    IN    A    38.10.251.112
apbovwjf.cse.cqu.com.    IN    A    4.171.4.71
asmcqfnt.cse.cqu.com.    IN    A    123.22.141.86
tyelbqai.cse.cqu.com.    IN    A    234.128.79.109
adhpolnj.cse.cqu.com.    IN    A    103.38.113.228
mngaytwk.cse.cqu.com.    IN    A    146.199.117.5
cnlbwapm.cse.cqu.com.    IN    A    225.219.203.134
jqlhkcpw.cse.cqu.com.    IN    A    47.105.141.129
kqfiuxow.cse.cqu.com.    IN    A    232.99.181.235
ngypuhsd.cse.cqu.com.    IN    A    124.94.212.247
naerviwp.cse.cqu.com.    IN    A    213.213.150.173
tobnydwx.cse.cqu.com.    IN    A    209.182.213.31
rkhvjfme.cse.cqu.com.    IN    A    108.26.170.224
vfhkicrb.cse.cqu.com.    IN    A    172.250.240.187
grhtysxm.cse.cqu.com.    IN    A    180.232.61.118
uadfsgtl.cse.cqu.com.    IN    A    211.86.228.206
wlijbfse.cse.cqu.com.    IN    A    177.112.170.201
txqgkafp.cse.cqu.com.    IN    A    124.104.111.219
gswipquj.cse.cqu.com.    IN    A    146.10.6.136
parnohbc.cse.cqu.com.    IN    A    148.118.150.34
yskqdxbu.cse.cqu.com.    IN    A    164.14.206.51
qsapuxhn.cse.cqu.com.    IN    A    85.0.215.33
kixosuyq.cse.cqu.com.    IN    A    243.65.182.43
wbaytkvo.cse.cqu.com.    IN    A    0.62.201.129
fqakicew.cse.cqu.com.    IN    A    117.177.137.60
pxqjdnus.cse.cqu.com.    IN    A    93.23.195.210
vgbqdrlj.cse.cqu.com.    IN    A    217.46.36.145
ywjohfgr.cse.cqu.com.    IN    A    113.22.180.77
lhsxkane.cse.cqu.com.    IN    A    253.71.7.6
rusbjwoa.cse.cqu.com.    IN    A    169.123.141.161
swxgybre.cse.cqu.com.    IN    A    147.111.235.146
hwaoitgq.cse.cqu.com.    IN    A    96.4.48.186
oxyrdlge.cse.cqu.com.    IN    A    146.176.37.17
cmhwlfdu.cse.cqu.com.    IN    A    230.134.168.115
wjbsauok.cse.cqu.com.    IN    A    183.104.31.119
dwnasibu.cse.cqu.com.    IN    A    132.237.35.188
bfwmqjrp.cse.cqu.com.    IN    A    134.75.75.95
stkbfgew.cse.cqu.com.    IN    A    203.139.48.52
wnprhjvs.cse.cqu.com.    IN    A    51.23.7.76
hwvdrygq.cse.cqu.com.    IN    A    73.229.128.65
bdsqiytg.cse.cqu.com.    IN    A    165.162.57.234
uhkrwibq.cse.cqu.com.    IN    A    44.63.84.120
mxfdsupv.cse.cqu.com.    IN    A    19.239.51.206
oqjmribh.cse.cqu.com.    IN    A    218.120.239.213
aufgjvxi.cse.cqu.com.    IN    A    31.53.98.65
urojdyef.cse.cqu.com.    IN    A    188.96.79.32
ypetnaiv.cse.cqu.com.    IN    A    122.255.30.129
rlapgynx.cse.cqu.com.    IN    A    1.207.239.0
rdcvxtbf.cse.cqu.com.    IN    A    54.207.95.193
iqpwxeal.cse.cqu.com.    IN    A    133.11.221.217
jlxdbnmk.cse.cqu.com.    IN    A    22.97.25.252
gplcwxid.cse.cqu.com.    IN    A    238.203.173.241
gwqrlayn.cse.cqu.com.    IN    A    19.139.72.237
anuhkmtr.cse.cqu.com.    IN    A    69.93.72.39
cjktoudn.cse.cqu.com.    IN    A    206.87.213.198
pmwqoecj.cse.cqu.com.    IN    A    216.24.246.122
ldjhykuw.cse.cqu.com.    IN    A    41.194.4.244
geuspbro.cse.cqu.com.    IN    A    27.253.68.62
haqcfwvu.cse.cqu.com.    IN    A    34.13.163.187
ysrhqvpf.cse.cqu.com.    IN    A    126.34.213.144
oeagfdjn.cse.cqu.com.    IN    A    111.246.37.32
tsxyofvr.cse.cqu.com.    IN    A    182.255.107.90
uxbyvnwg.cse.cqu.com.    IN    A    253.140.122.195
crpdxjto.cse.cqu.com.    IN    A    193.46.9.71
noehrqtj.cse.cqu.com.    IN    A    216.18.59.83
itjpmyen.cse.cqu.com.    IN    A    138.159.138.21
ywaltfce.cse.cqu.com.    IN    A    252.158.112.24
lgamjcwh.cse.cqu.com.    IN    A    14.202.166.65
lbmywprv.cse.cqu.com.    IN    A    172.125.196.216
rdgqljhi.cse.cqu.com.    IN    A    152.136.104.85
fwljbrmc.cse.cqu.com.    IN    A    15.62.158.219
yxigfurj.cse.cqu.com.    IN    A    162.235.18.73
hcnvmlxi.cse.cqu.com.    IN    A    10.45.176.139
ckpduebq.cse.cqu.com.    IN    A    150.70.42.26
kodsefwt.cse.cqu.com.    IN    A    30.128.122.49
vqbnxoid.cse.cqu.com.    IN    A    75.174.127.84
wjncesgi.cse.cqu.com.    IN    A    56.81.176.221
ctlvkdwe.cse.cqu.com.    IN    A    28.70.85.35
cmugxijb.cse.cqu.com.    IN    A    248.16.187.203
tpxyhnbw.cse.cqu.com.    IN    A    69.215.62.178
tgxqyicf.cse.cqu.com.    IN    A    0.201.79.27
krfgnopx.cse.cqu.com.    IN    A    106.89.38.29
dnytbfim.cse.cqu.com.    IN    A    98.115.53.113
iasvlujf.cse.cqu.com.    IN    A    84.62.187.0
lewnqxta.cse.cqu.com.    IN    A    183.156.66.54
rpfgsciu.cse.cqu.com.    IN    A    75.138.16.83
awdcsrqm.cse.cqu.com.    IN    A    147.248.174.204
wgadymvl.cse.cqu.com.    IN    A    77.166.72.193
jesuwcdb.cse.cqu.com.    IN    A    181.234.71.237
bjlthynv.cse.cqu.com.    IN    A    15.188.84.56
hvoqxuel.cse.cqu.com.    IN    A    180.73.234.193
hcdfmvbs.cse.cqu.com.    IN    A    82.113.10.118
myosfpia.cse.cqu.com.    IN    A    76.120.160.5
khvxbnrl.cse.cqu.com.    IN    A    47.17.208.7
xkrudqvw.cse.cqu.com.    IN    A    205.223.241.232
lfoagsdj.cse.cqu.com.    IN    A    240.130.86.110
xylvuqhi.cse.cqu.com.    IN    A    193.163.48.239
kfictgld.cse.cqu.com.    IN    A    192.163.182.119
sufjpnwt.cse.cqu.com.    IN    A    14.235.12.15
dugkevyo.cse.cqu.com.    IN    A    227.242.41.101
wvrstxlm.cse.cqu.com.    IN    A    161.152.233.30
lhcfoydg.cse.cqu.com.    IN    A    239.207.206.140
bjekryfc.cse.cqu.com.    IN    A    157.164.44.160
pdxwsytv.cse.cqu.com.    IN    A    56.181.243.110
linrkcfm.cse.cqu.com.    IN    A    193.70.17.251
klbqnvyw.cse.cqu.com.    IN    A    59.215.94.39
xsqdwkgv.cse.cqu.com.    IN    A    92.135.245.139
kltbigmf.cse.cqu.com.    IN    A    63.142.157.89
vuqxmwan.cse.cqu.com.    IN    A    194.175.103.203
ncagqvsp.cse.cqu.com.    IN    A    176.167.223.84
ridgcqmp.cse.cqu.com.    IN    A    93.75.45.120
ahkcvbxl.cse.cqu.com.    IN    A    207.175.204.230
kmrieljs.cse.cqu.com.    IN    A    121.128.44.180
osbcnxmv.cse.cqu.com.    IN    A    128.214.45.67
dbnasexq.cse.cqu.com.    IN    A    10.108.25.53
xpwuafbi.cse.cqu.com.    IN    A    37.155.203.126
ynpojtcb.cse.cqu.com.    IN    A    140.253.77.127
atwgbpmh.cse.cqu.com.    IN    A    180.45.0.133
qvrjpyxe.cse.cqu.com.    IN    A    68.194.34.115
hyisabfm.cse.cqu.com.    IN    A    234.248.7.164
efoqathi.cse.cqu.com.    IN    A    147.114.198.207
nuprasoq.cse.cqu.com.    IN    A    65.56.90.117
ylkqipvb.cse.cqu.com.    IN    A    198.20.70.85
vhdkscew.cse.cqu.com.    IN    A    38.7.251.37
kpsxifaw.cse.cqu.com.    IN    A    45.164.243.21
vcqihmeg.cse.cqu.com.    IN    A    73.68.231.253
qmxjydes.cse.cqu.com.    IN    A    100.90.30.186
bjgenstx.cse.cqu.com.    IN    A    117.118.22.118
mugarlvp.cse.cqu.com.    IN    A    247.36.205.47
sapyxwjq.cse.cqu.com.    IN    A    148.30.77.109
roibmkfq.cse.cqu.com.    IN    A    231.16.40.253
dnjowvgc.cse.cqu.com.    IN    A    99.176.7.147
urywekqi.cse.cqu.com.    IN    A    194.104.148.169
tklamfwx.cse.cqu.com.    IN    A    232.167.133.182
mjpdueyi.cse.cqu.com.    IN    A    98.9.150.102
mvcjgakf.cse.cqu.com.    IN    A    164.25.140.135
xjuydmlf.cse.cqu.com.    IN    A    199.21.184.146
odgnaxul.cse.cqu.com.    IN    A    144.55.202.136
qvlcfjms.cse.cqu.com.    IN    A    39.215.208.188
eoklaqwr.cse.cqu.com.    IN    A    76.222.35.233
raofhemq.cse.cqu.com.    IN    A    90.35.139.233
ogywqbxd.cse.cqu.com.    IN    A    147.204.150.4
evtmgpco.cse.cqu.com.    IN    A    71.55.212.122
ufknoyhb.cse.cqu.com.    IN    A    16.148.236.105
ysgkuvrb.cse.cqu.com.    IN    A    224.116.158.62
pqgkeyxr.cse.cqu.com.    IN    A    226.23.51.180
rvsyilje.cse.cqu.com.    IN    A    35.8.58.226
olaktryq.cse.cqu.com.    IN    A    51.247.175.238
kutnsipa.cse.cqu.com.    IN    A    162.16.187.232
ehrlpnkx.cse.cqu.com.    IN    A    104.52.114.134
yegbfmwl.cse.cqu.com.    IN    A    151.52.125.191
ydeaqskm.cse.cqu.com.    IN    A    245.23.250.127
bvfmiycd.cse.cqu.com.    IN    A    215.192.84.11
menwhrjx.cse.cqu.com.    IN    A    74.70.16.124
rkvodfjp.cse.cqu.com.    IN    A    52.207.239.6
jmvsugik.cse.cqu.com.    IN    A    213.190.129.173
ctnikghx.cse.cqu.com.    IN    A    90.222.3.221
rgvbypkh.cse.cqu.com.    IN    A    73.23.235.158
foqvrdmt.cse.cqu.com.    IN    A    234.187.228.195
kdyarpwv.cse.cqu.com.    IN    A    3.137.63.133
lxmbtsdg.cse.cqu.com.    IN    A    18.237.221.19
gtfrhpwm.cse.cqu.com.    IN    A    26.98.177.133
sjdcywuk.cse.cqu.com.    IN    A    214.252.63.151
vaqofyuc.cse.cqu.com.    IN    A    102.118.87.170
jlonrpvb.cse.cqu.com.    IN    A    21.136.152.18
doysjfuc.cse.cqu.com.    IN    A    0.39.163.33
cgsvpbla.cse.cqu.com.    IN    A    206.123.229.127
svibfnjd.cse.cqu.com.    IN    A    55.148.231.36
adcxvsuo.cse.cqu.com.    IN    A    42.12.235.2
hcapbvmt.cse.cqu.com.    IN    A    141.149.183.237
oepackim.cse.cqu.com.    IN    A    100.12.218.235
ctlmkqpw.cse.cqu.com.    IN    A    112.250.51.253
qjuapbso.cse.cqu.com.    IN    A    11.7.238.241
qfvcwxps.cse.cqu.com.    IN    A    225.150.102.214
vjnmgtxi.cse.cqu.com.    IN    A    251.221.251.29
vxwrtedg.cse.cqu.com.    IN    A    187.21.191.25
foxcrsbd.cse.cqu.com.    IN    A    250.218.168.200
krunyojq.cse.cqu.com.    IN    A    50.114.3.247
ryfpntek.cse.cqu.com.    IN    A    134.99.234.187
jomicnge.cse.cqu.com.    IN    A    23.105.143.175
lukisthm.cse.cqu.com.    IN    A    71.115.53.230
xhljtomb.cse.cqu.com.    IN    A    117.48.155.208
kbhfetup.cse.cqu.com.    IN    A    47.50.61.95
wvqxhfny.cse.cqu.com.    IN    A    137.83.179.159
okxwuisg.cse.cqu.com.    IN    A    138.160.231.153
csbylavo.cse.cqu.com.    IN    A    123.64.132.132
