pharm.whu.com.	14400	IN	SOA	ns1.pharm.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
pharm.whu.com.		    IN	NS ns1.pharm.whu.com.
pocainjl.pharm.whu.com.  IN    A    105.247.201.134
vqwesbpy.pharm.whu.com.  IN    A    68.243.153.12
sporugwa.pharm.whu.com.  IN    A    118.26.112.112
nrolfgiy.pharm.whu.com.  IN    A    62.118.37.179
xdlwhqmg.pharm.whu.com.  IN    A    238.80.155.194
ucaikmhv.pharm.whu.com.  IN    A    228.231.41.191
smrcdlwo.pharm.whu.com.  IN    A    22.144.135.75
enlkwsjb.pharm.whu.com.  IN    A    162.26.14.152
pcosjidm.pharm.whu.com.  IN    A    107.30.5.87
ltmjpohs.pharm.whu.com.  IN    A    42.53.101.80
yvmuiwjn.pharm.whu.com.  IN    A    45.53.83.78
duepjmca.pharm.whu.com.  IN    A    58.49.127.187
xmdwnfsy.pharm.whu.com.  IN    A    119.132.90.79
qnfdxjgr.pharm.whu.com.  IN    A    230.227.220.149
ukivdamy.pharm.whu.com.  IN    A    166.100.116.54
gbcknmya.pharm.whu.com.  IN    A    144.230.53.178
jrdqxsca.pharm.whu.com.  IN    A    77.79.95.3
rhcpqolx.pharm.whu.com.  IN    A    17.98.50.132
hfjoxyvg.pharm.whu.com.  IN    A    192.188.114.22
lpkyxbcu.pharm.whu.com.  IN    A    19.62.136.14
mrvxuqfw.pharm.whu.com.  IN    A    102.113.225.71
oxihakmw.pharm.whu.com.  IN    A    33.69.87.39
fjcndtmp.pharm.whu.com.  IN    A    60.125.211.144
blsqydni.pharm.whu.com.  IN    A    64.219.226.89
csryhvqm.pharm.whu.com.  IN    A    148.154.186.61
gatuyjmc.pharm.whu.com.  IN    A    212.66.17.250
cnbaupih.pharm.whu.com.  IN    A    253.247.178.242
sagcmqbf.pharm.whu.com.  IN    A    222.11.161.37
xankiheo.pharm.whu.com.  IN    A    176.220.181.230
nlkrqiyc.pharm.whu.com.  IN    A    23.29.83.228
nbhduxsi.pharm.whu.com.  IN    A    96.62.194.60
tgvmahbp.pharm.whu.com.  IN    A    152.132.165.49
yhpqjmla.pharm.whu.com.  IN    A    47.217.218.224
hfyudprl.pharm.whu.com.  IN    A    7.63.187.192
xpiojndu.pharm.whu.com.  IN    A    28.160.229.118
bcartlon.pharm.whu.com.  IN    A    46.175.88.208
msjpuhrq.pharm.whu.com.  IN    A    66.122.84.208
lnaqwips.pharm.whu.com.  IN    A    120.165.64.90
ijudgtan.pharm.whu.com.  IN    A    114.195.72.179
gmekqnop.pharm.whu.com.  IN    A    226.245.161.40
lwjahcns.pharm.whu.com.  IN    A    186.64.211.188
eyuflabt.pharm.whu.com.  IN    A    114.40.138.83
rwbknqfe.pharm.whu.com.  IN    A    104.221.205.100
dftgkibo.pharm.whu.com.  IN    A    221.118.232.161
stbphgur.pharm.whu.com.  IN    A    126.113.227.105
bakmhlvn.pharm.whu.com.  IN    A    94.88.92.168
afoegkwx.pharm.whu.com.  IN    A    201.130.21.109
ndkjvlor.pharm.whu.com.  IN    A    60.64.46.18
baoxnemp.pharm.whu.com.  IN    A    2.62.151.222
egtnocmx.pharm.whu.com.  IN    A    102.68.244.165
lqnduhkw.pharm.whu.com.  IN    A    135.18.240.211
noxejkyl.pharm.whu.com.  IN    A    177.108.53.28
smenubvk.pharm.whu.com.  IN    A    202.161.50.172
ebdpfawk.pharm.whu.com.  IN    A    39.136.205.9
pybsxqog.pharm.whu.com.  IN    A    40.77.90.179
ubdroxfn.pharm.whu.com.  IN    A    125.215.19.165
bnresodw.pharm.whu.com.  IN    A    128.123.226.10
vrisxelo.pharm.whu.com.  IN    A    111.51.251.42
jgbwlcnq.pharm.whu.com.  IN    A    10.112.70.101
ismtqocd.pharm.whu.com.  IN    A    37.55.66.87
wjsfonmx.pharm.whu.com.  IN    A    77.192.244.160
jahkfslt.pharm.whu.com.  IN    A    232.236.106.223
jagdtchp.pharm.whu.com.  IN    A    19.200.56.229
xgpweitl.pharm.whu.com.  IN    A    122.240.203.0
ywfojeit.pharm.whu.com.  IN    A    106.21.18.132
ldgqumtk.pharm.whu.com.  IN    A    112.217.30.255
doifxmae.pharm.whu.com.  IN    A    226.113.98.204
kmpaegvn.pharm.whu.com.  IN    A    187.37.251.88
mqvhclfe.pharm.whu.com.  IN    A    157.5.129.178
owkyicqx.pharm.whu.com.  IN    A    193.65.200.107
lxrsevpd.pharm.whu.com.  IN    A    228.56.245.106
gdotxhva.pharm.whu.com.  IN    A    192.221.149.34
lydjkugi.pharm.whu.com.  IN    A    152.37.24.246
lrvykhcd.pharm.whu.com.  IN    A    205.94.109.77
ohpsuxdr.pharm.whu.com.  IN    A    109.252.177.68
qrcadfoe.pharm.whu.com.  IN    A    101.126.223.147
aotmfirn.pharm.whu.com.  IN    A    44.14.64.140
rhsbcpgq.pharm.whu.com.  IN    A    135.214.87.35
qhbinjrc.pharm.whu.com.  IN    A    155.177.137.89
qnrbefdc.pharm.whu.com.  IN    A    204.41.101.154
rxofvusc.pharm.whu.com.  IN    A    207.23.21.250
taumnopl.pharm.whu.com.  IN    A    19.135.141.141
awpnoueq.pharm.whu.com.  IN    A    236.199.180.165
nvyjuxhl.pharm.whu.com.  IN    A    230.49.89.58
tviwsnru.pharm.whu.com.  IN    A    253.145.189.122
lxansumc.pharm.whu.com.  IN    A    4.73.234.134
uhlaowfb.pharm.whu.com.  IN    A    94.81.191.25
nriagvju.pharm.whu.com.  IN    A    12.148.80.251
rgkbtwjh.pharm.whu.com.  IN    A    7.63.205.147
aheqigvd.pharm.whu.com.  IN    A    17.201.254.254
lpsjkbrg.pharm.whu.com.  IN    A    207.227.135.254
awvcbjtx.pharm.whu.com.  IN    A    224.144.10.212
wybqdxfn.pharm.whu.com.  IN    A    220.100.40.230
xkomgwdh.pharm.whu.com.  IN    A    88.253.132.236
jwvbfsce.pharm.whu.com.  IN    A    40.34.139.92
gmvdwurq.pharm.whu.com.  IN    A    239.3.111.119
kuxmpsde.pharm.whu.com.  IN    A    15.95.137.149
nctemyux.pharm.whu.com.  IN    A    174.114.138.188
eihopuar.pharm.whu.com.  IN    A    125.32.78.239
cdnukail.pharm.whu.com.  IN    A    80.239.118.195
kmienhdb.pharm.whu.com.  IN    A    232.123.37.54
adfcbhlp.pharm.whu.com.  IN    A    225.249.221.113
hkixrsaj.pharm.whu.com.  IN    A    129.85.129.102
baypgstd.pharm.whu.com.  IN    A    103.15.229.208
pfunbkje.pharm.whu.com.  IN    A    221.111.188.3
ucpysenl.pharm.whu.com.  IN    A    196.25.130.15
fpaobnqw.pharm.whu.com.  IN    A    250.48.224.233
rnkaduml.pharm.whu.com.  IN    A    76.133.72.94
jyraodfh.pharm.whu.com.  IN    A    205.229.179.51
viumtswj.pharm.whu.com.  IN    A    167.59.151.41
ermdsgfk.pharm.whu.com.  IN    A    113.215.193.32
klwfmviy.pharm.whu.com.  IN    A    52.88.209.81
nyaujklo.pharm.whu.com.  IN    A    9.234.143.139
jhivxwlk.pharm.whu.com.  IN    A    254.132.7.176
nxyageuc.pharm.whu.com.  IN    A    119.136.232.122
kxaobyeq.pharm.whu.com.  IN    A    252.81.168.55
mcesntry.pharm.whu.com.  IN    A    60.222.91.3
xmwsbtfg.pharm.whu.com.  IN    A    181.115.152.194
neikdlwm.pharm.whu.com.  IN    A    116.174.206.177
svfjkgci.pharm.whu.com.  IN    A    182.0.234.122
ywonqjxs.pharm.whu.com.  IN    A    85.204.204.106
sqbmfgdp.pharm.whu.com.  IN    A    65.28.5.57
svhitdmn.pharm.whu.com.  IN    A    81.73.2.226
vfshqwmr.pharm.whu.com.  IN    A    64.54.183.236
vnubxstr.pharm.whu.com.  IN    A    142.50.177.238
hdelvuir.pharm.whu.com.  IN    A    153.162.147.24
fqgahjtb.pharm.whu.com.  IN    A    139.16.248.182
cpudqgti.pharm.whu.com.  IN    A    225.54.43.46
rixecbsp.pharm.whu.com.  IN    A    116.247.42.96
hqbvgmlc.pharm.whu.com.  IN    A    90.1.19.170
qhpwogbk.pharm.whu.com.  IN    A    233.211.91.171
jfnebmqr.pharm.whu.com.  IN    A    10.37.125.9
pwxqjdst.pharm.whu.com.  IN    A    118.85.87.179
qckejbvd.pharm.whu.com.  IN    A    173.173.122.51
egamqops.pharm.whu.com.  IN    A    218.164.177.116
klbfwemh.pharm.whu.com.  IN    A    250.164.141.237
cpbjsuhr.pharm.whu.com.  IN    A    58.76.11.89
iktqdsxc.pharm.whu.com.  IN    A    134.101.40.152
wvadbmnp.pharm.whu.com.  IN    A    119.237.36.63
lpqnesci.pharm.whu.com.  IN    A    142.108.152.18
mgrfwyxv.pharm.whu.com.  IN    A    174.166.117.109
helbdmwx.pharm.whu.com.  IN    A    219.14.236.128
dvhyjutk.pharm.whu.com.  IN    A    136.10.121.100
agdbqhwi.pharm.whu.com.  IN    A    63.189.198.109
bchqngve.pharm.whu.com.  IN    A    246.148.142.22
nvusmgkp.pharm.whu.com.  IN    A    103.29.88.199
orplbckj.pharm.whu.com.  IN    A    182.97.146.147
iatpuqob.pharm.whu.com.  IN    A    8.79.202.122
reyvtika.pharm.whu.com.  IN    A    127.41.94.82
sjfbimld.pharm.whu.com.  IN    A    50.98.1.5
ixwkqcpe.pharm.whu.com.  IN    A    125.45.190.152
mfkjxbun.pharm.whu.com.  IN    A    218.44.247.251
ftlxyadu.pharm.whu.com.  IN    A    182.143.188.68
uqemjaxr.pharm.whu.com.  IN    A    36.30.111.216
afrmlune.pharm.whu.com.  IN    A    143.68.25.65
opsemwgx.pharm.whu.com.  IN    A    53.64.35.137
hvjelmos.pharm.whu.com.  IN    A    8.250.117.99
abfsijok.pharm.whu.com.  IN    A    225.144.129.194
grbhxaoe.pharm.whu.com.  IN    A    73.16.119.163
fsanhcqd.pharm.whu.com.  IN    A    70.207.90.45
cwanhivs.pharm.whu.com.  IN    A    70.151.62.222
pdsgbuva.pharm.whu.com.  IN    A    244.77.44.120
yugfenjb.pharm.whu.com.  IN    A    250.16.204.133
aspkvbxf.pharm.whu.com.  IN    A    169.139.45.211
derwolci.pharm.whu.com.  IN    A    82.44.104.228
qevrimfs.pharm.whu.com.  IN    A    113.183.4.40
nlwgotxb.pharm.whu.com.  IN    A    76.178.207.64
ifdnwleg.pharm.whu.com.  IN    A    108.184.119.233
sntbekpq.pharm.whu.com.  IN    A    153.133.133.33
lwbtmnar.pharm.whu.com.  IN    A    118.92.253.166
pvkxodsc.pharm.whu.com.  IN    A    174.48.43.74
qjltpdwr.pharm.whu.com.  IN    A    52.2.64.156
sbrvpihm.pharm.whu.com.  IN    A    124.43.2.17
qskuvhog.pharm.whu.com.  IN    A    202.166.100.149
lmrcipwg.pharm.whu.com.  IN    A    220.50.123.162
jvkquanc.pharm.whu.com.  IN    A    26.25.77.9
samqdrve.pharm.whu.com.  IN    A    122.53.251.249
aodqfhrw.pharm.whu.com.  IN    A    66.50.143.79
yfigdshu.pharm.whu.com.  IN    A    70.2.133.214
scpwefrh.pharm.whu.com.  IN    A    157.225.48.107
ajskdyir.pharm.whu.com.  IN    A    190.228.255.141
kxqycurf.pharm.whu.com.  IN    A    149.124.33.254
dhgsnijb.pharm.whu.com.  IN    A    75.255.188.79
wohexrbi.pharm.whu.com.  IN    A    83.255.155.4
minucgpr.pharm.whu.com.  IN    A    187.13.36.9
pskervba.pharm.whu.com.  IN    A    166.130.156.167
dmkrhxab.pharm.whu.com.  IN    A    65.120.219.57
neibskuw.pharm.whu.com.  IN    A    39.253.149.199
rasvqjfi.pharm.whu.com.  IN    A    1.245.186.62
hcrqteio.pharm.whu.com.  IN    A    117.78.150.31
yaewmusf.pharm.whu.com.  IN    A    86.31.205.86
fakuwmir.pharm.whu.com.  IN    A    33.211.240.80
gvudxcrn.pharm.whu.com.  IN    A    168.16.244.49
pchfwksb.pharm.whu.com.  IN    A    9.81.37.97
jvyxhfdq.pharm.whu.com.  IN    A    139.122.81.41
rulwfayx.pharm.whu.com.  IN    A    245.206.76.243
jgmrdhfb.pharm.whu.com.  IN    A    107.139.238.101
ifemwhca.pharm.whu.com.  IN    A    55.189.13.94
tdvnugfx.pharm.whu.com.  IN    A    46.109.148.179
xglfujqd.pharm.whu.com.  IN    A    27.150.209.202
qilwjpob.pharm.whu.com.  IN    A    199.108.252.201
ewhfrjuv.pharm.whu.com.  IN    A    163.182.239.21
udsmlcrx.pharm.whu.com.  IN    A    202.8.69.233
ldfkyxpj.pharm.whu.com.  IN    A    129.195.5.32
wsorbigy.pharm.whu.com.  IN    A    78.193.89.96
gnfiqher.pharm.whu.com.  IN    A    97.143.70.58
qospjtgn.pharm.whu.com.  IN    A    136.5.101.243
ouirsfqh.pharm.whu.com.  IN    A    67.42.163.229
mplwushq.pharm.whu.com.  IN    A    112.149.64.194
uwtesxdm.pharm.whu.com.  IN    A    21.155.214.120
jlmxduha.pharm.whu.com.  IN    A    74.102.201.96
aodqhmgu.pharm.whu.com.  IN    A    88.90.215.215
jxlsbucd.pharm.whu.com.  IN    A    178.220.177.225
bmkqtfog.pharm.whu.com.  IN    A    161.67.175.225
bsafjviy.pharm.whu.com.  IN    A    129.137.128.134
acxbuhlf.pharm.whu.com.  IN    A    37.2.238.211
nfljvmbe.pharm.whu.com.  IN    A    116.233.15.214
pqlmwbgo.pharm.whu.com.  IN    A    185.43.7.65
evhnsbgc.pharm.whu.com.  IN    A    198.100.105.193
nulfbivr.pharm.whu.com.  IN    A    144.185.145.113
habqnvdi.pharm.whu.com.  IN    A    56.69.200.128
qmrjtnux.pharm.whu.com.  IN    A    83.203.204.156
mtfaweyk.pharm.whu.com.  IN    A    82.164.176.129
vjemisox.pharm.whu.com.  IN    A    70.116.152.76
duesofbk.pharm.whu.com.  IN    A    73.37.99.5
hnktlasi.pharm.whu.com.  IN    A    212.59.17.41
iytmuxwr.pharm.whu.com.  IN    A    166.205.10.25
crmiyuhb.pharm.whu.com.  IN    A    28.182.254.162
tlkegdps.pharm.whu.com.  IN    A    238.212.241.4
wmdiacol.pharm.whu.com.  IN    A    165.139.128.251
roqychxb.pharm.whu.com.  IN    A    157.195.134.43
lshexopt.pharm.whu.com.  IN    A    211.105.7.122
dqgstlfi.pharm.whu.com.  IN    A    156.41.31.85
omnuprvj.pharm.whu.com.  IN    A    78.21.123.178
cvomelpt.pharm.whu.com.  IN    A    39.165.107.79
gnhtpowu.pharm.whu.com.  IN    A    75.247.154.154
krmvathe.pharm.whu.com.  IN    A    74.141.235.211
grwmkyeu.pharm.whu.com.  IN    A    243.119.43.99
mqlevwfa.pharm.whu.com.  IN    A    96.102.29.247
betdgvaq.pharm.whu.com.  IN    A    92.251.201.215
uxcvgldy.pharm.whu.com.  IN    A    254.229.68.108
vqxkfctn.pharm.whu.com.  IN    A    27.209.126.199
lrxpfnvm.pharm.whu.com.  IN    A    172.6.112.34
fwthacxu.pharm.whu.com.  IN    A    184.148.56.104
bprxmohi.pharm.whu.com.  IN    A    10.79.148.1
oqmgldec.pharm.whu.com.  IN    A    220.83.243.203
kgxctwoj.pharm.whu.com.  IN    A    69.62.144.141
iwefkmxy.pharm.whu.com.  IN    A    250.161.80.160
bfesuicr.pharm.whu.com.  IN    A    54.229.231.196
yinabujx.pharm.whu.com.  IN    A    231.8.191.108
ctifdwoa.pharm.whu.com.  IN    A    248.83.211.136
alnxhfjk.pharm.whu.com.  IN    A    188.2.2.148
ajqkopns.pharm.whu.com.  IN    A    175.124.159.209
gdquiebj.pharm.whu.com.  IN    A    37.42.177.61
djiytbqx.pharm.whu.com.  IN    A    197.241.227.60
eqdnumhl.pharm.whu.com.  IN    A    98.162.241.111
pdrcitos.pharm.whu.com.  IN    A    117.216.62.141
vxubsknl.pharm.whu.com.  IN    A    14.146.69.241
yqkvbgru.pharm.whu.com.  IN    A    8.32.23.219
wxmfpdtl.pharm.whu.com.  IN    A    216.226.90.180
dsecyxjl.pharm.whu.com.  IN    A    16.15.168.193
kwyfhivu.pharm.whu.com.  IN    A    243.64.215.116
fslqmicp.pharm.whu.com.  IN    A    25.12.26.70
ygpvcqxb.pharm.whu.com.  IN    A    86.64.67.238
exwlhbdy.pharm.whu.com.  IN    A    56.134.109.28
twumhpds.pharm.whu.com.  IN    A    26.178.112.45
xafmgqvs.pharm.whu.com.  IN    A    219.237.166.92
fxbpahye.pharm.whu.com.  IN    A    150.105.12.15
chlkdoyw.pharm.whu.com.  IN    A    202.103.252.239
jgdtuxal.pharm.whu.com.  IN    A    14.17.15.226
xeqvihrt.pharm.whu.com.  IN    A    246.140.176.169
crgjyvqf.pharm.whu.com.  IN    A    31.126.209.157
lxkvprsa.pharm.whu.com.  IN    A    125.52.244.87
fgujhoqs.pharm.whu.com.  IN    A    67.228.29.128
cirwskop.pharm.whu.com.  IN    A    27.124.44.89
pvkargib.pharm.whu.com.  IN    A    227.193.57.105
igpnoblm.pharm.whu.com.  IN    A    38.210.142.193
dmifxsrc.pharm.whu.com.  IN    A    74.210.194.5
ipawdesr.pharm.whu.com.  IN    A    162.232.51.63
hinjyogp.pharm.whu.com.  IN    A    144.31.193.241
tdighmnj.pharm.whu.com.  IN    A    229.1.200.159
fobepwar.pharm.whu.com.  IN    A    55.6.189.248
kspojewc.pharm.whu.com.  IN    A    207.58.22.103
orlqmbdt.pharm.whu.com.  IN    A    53.241.228.220
kcqaxbym.pharm.whu.com.  IN    A    80.147.67.33
hwykpufv.pharm.whu.com.  IN    A    94.110.141.134
easpuico.pharm.whu.com.  IN    A    78.80.104.76
vrfecadq.pharm.whu.com.  IN    A    27.53.30.65
sifnlmch.pharm.whu.com.  IN    A    115.173.238.162
eqrxhpnc.pharm.whu.com.  IN    A    66.136.199.87
bpdjtvfs.pharm.whu.com.  IN    A    51.1.135.232
jscopadx.pharm.whu.com.  IN    A    211.85.5.126
bwjiqdyu.pharm.whu.com.  IN    A    63.199.7.132
dhkxqimu.pharm.whu.com.  IN    A    218.111.205.75
hjxwuqcf.pharm.whu.com.  IN    A    195.113.185.184
qionjdec.pharm.whu.com.  IN    A    192.26.204.58
whrqiycv.pharm.whu.com.  IN    A    231.137.227.21
cpaoqrjm.pharm.whu.com.  IN    A    64.137.133.47
pitfoxms.pharm.whu.com.  IN    A    137.173.45.202
lrgjmkxw.pharm.whu.com.  IN    A    170.63.160.21
hmcsienx.pharm.whu.com.  IN    A    240.86.25.233
ucevlhdi.pharm.whu.com.  IN    A    163.244.51.115
lpnrievt.pharm.whu.com.  IN    A    162.196.216.128
kwiseyad.pharm.whu.com.  IN    A    128.89.148.179
yumiqbkp.pharm.whu.com.  IN    A    214.184.148.98
eyumswth.pharm.whu.com.  IN    A    202.250.250.170
thngwxpq.pharm.whu.com.  IN    A    59.238.174.57
bfyvapdm.pharm.whu.com.  IN    A    236.221.164.176
yiwjcqxp.pharm.whu.com.  IN    A    254.67.54.248
dtcbvowi.pharm.whu.com.  IN    A    23.229.206.68
xghapdyi.pharm.whu.com.  IN    A    67.247.23.249
jfxvcudi.pharm.whu.com.  IN    A    178.27.160.173
tbahkjys.pharm.whu.com.  IN    A    139.4.217.203
okmsxjib.pharm.whu.com.  IN    A    75.99.25.148
wrbmuyke.pharm.whu.com.  IN    A    123.44.197.23
iwhyvtmu.pharm.whu.com.  IN    A    88.3.69.233
sfynpxqb.pharm.whu.com.  IN    A    201.250.87.83
auvojesl.pharm.whu.com.  IN    A    59.66.157.140
orbukftd.pharm.whu.com.  IN    A    117.2.234.202
xvhpsyug.pharm.whu.com.  IN    A    157.92.201.226
ardcmkqf.pharm.whu.com.  IN    A    15.210.118.225
pchbyofd.pharm.whu.com.  IN    A    66.220.13.13
oihkpeuf.pharm.whu.com.  IN    A    152.150.56.108
cxenprov.pharm.whu.com.  IN    A    104.223.215.22
bspmnrqx.pharm.whu.com.  IN    A    201.70.226.123
diksghxq.pharm.whu.com.  IN    A    44.124.103.251
wgxjhscl.pharm.whu.com.  IN    A    135.218.156.52
afjmwnou.pharm.whu.com.  IN    A    82.164.225.62
bjlnptwy.pharm.whu.com.  IN    A    134.208.28.10
fcrhpalx.pharm.whu.com.  IN    A    208.46.231.189
quhmfdjg.pharm.whu.com.  IN    A    125.178.235.205
yxqamido.pharm.whu.com.  IN    A    155.94.231.132
bsyqugwt.pharm.whu.com.  IN    A    138.3.159.178
eudowtcm.pharm.whu.com.  IN    A    147.106.169.62
ebjoswmn.pharm.whu.com.  IN    A    174.231.219.39
quswrtpv.pharm.whu.com.  IN    A    102.144.125.84
jkqolerm.pharm.whu.com.  IN    A    160.135.236.99
yotdacfw.pharm.whu.com.  IN    A    64.204.155.57
kxfgpoai.pharm.whu.com.  IN    A    68.70.118.159
ahwpomvd.pharm.whu.com.  IN    A    4.96.239.102
tgixnvoy.pharm.whu.com.  IN    A    214.38.15.184
iewtfmuh.pharm.whu.com.  IN    A    100.74.160.220
hkvtnlgs.pharm.whu.com.  IN    A    247.93.6.171
wtugadxp.pharm.whu.com.  IN    A    105.219.170.190
digeljya.pharm.whu.com.  IN    A    74.244.73.236
vdabsqle.pharm.whu.com.  IN    A    207.59.106.85
idyxvute.pharm.whu.com.  IN    A    20.36.155.147
dxmtisgc.pharm.whu.com.  IN    A    233.240.242.222
ialgkwbj.pharm.whu.com.  IN    A    10.228.248.175
bvloesjg.pharm.whu.com.  IN    A    224.185.162.237
uftydnwp.pharm.whu.com.  IN    A    66.172.44.89
vxsipchj.pharm.whu.com.  IN    A    170.203.242.238
gubwaohq.pharm.whu.com.  IN    A    247.214.41.51
qhpljxsv.pharm.whu.com.  IN    A    42.144.102.11
otrfujda.pharm.whu.com.  IN    A    227.196.50.248
wtaokjyd.pharm.whu.com.  IN    A    106.93.202.128
xwjhodup.pharm.whu.com.  IN    A    53.26.143.179
ayvxfjgu.pharm.whu.com.  IN    A    251.253.218.251
cvhdukje.pharm.whu.com.  IN    A    127.151.199.95
nmhfekvr.pharm.whu.com.  IN    A    189.74.240.208
pwyhmnbt.pharm.whu.com.  IN    A    239.212.210.245
ryplkguh.pharm.whu.com.  IN    A    184.120.22.181
rkgyvxfq.pharm.whu.com.  IN    A    101.251.195.205
atflbwhn.pharm.whu.com.  IN    A    119.34.61.85
kudaxepw.pharm.whu.com.  IN    A    169.137.55.246
xuthkfrl.pharm.whu.com.  IN    A    177.242.89.4
volhuysg.pharm.whu.com.  IN    A    50.83.219.52
wykrpngs.pharm.whu.com.  IN    A    95.167.31.219
amshrwev.pharm.whu.com.  IN    A    213.184.157.206
pchbrkag.pharm.whu.com.  IN    A    17.252.41.137
loemkbvd.pharm.whu.com.  IN    A    73.83.194.224
dcgiyobu.pharm.whu.com.  IN    A    48.35.52.72
inucatkr.pharm.whu.com.  IN    A    232.117.139.173
lxnfvqru.pharm.whu.com.  IN    A    134.14.139.183
lnxthpja.pharm.whu.com.  IN    A    76.221.116.83
yupltagd.pharm.whu.com.  IN    A    110.206.99.89
ickmsrwg.pharm.whu.com.  IN    A    233.18.237.237
aopqsvmb.pharm.whu.com.  IN    A    243.36.88.228
jsgbquyx.pharm.whu.com.  IN    A    16.23.27.86
tblywxkn.pharm.whu.com.  IN    A    131.199.57.203
thyvsjec.pharm.whu.com.  IN    A    70.124.246.246
brilcudj.pharm.whu.com.  IN    A    136.74.236.46
yvsjlkfo.pharm.whu.com.  IN    A    206.85.117.76
qubklawi.pharm.whu.com.  IN    A    247.247.180.207
jrocisyh.pharm.whu.com.  IN    A    69.235.250.128
jphxaikv.pharm.whu.com.  IN    A    100.45.84.138
tlyirmje.pharm.whu.com.  IN    A    78.34.160.189
hvtawbgr.pharm.whu.com.  IN    A    200.188.254.204
mfakudcq.pharm.whu.com.  IN    A    141.199.21.80
tgoebmus.pharm.whu.com.  IN    A    90.111.109.100
rwkfxihm.pharm.whu.com.  IN    A    245.11.44.1
umjqcxky.pharm.whu.com.  IN    A    22.235.213.210
bsucemlp.pharm.whu.com.  IN    A    176.222.154.136
dubeyxmo.pharm.whu.com.  IN    A    65.243.139.205
epunkcmw.pharm.whu.com.  IN    A    207.121.148.106
fdxyaujr.pharm.whu.com.  IN    A    113.190.170.209
fljtvkrw.pharm.whu.com.  IN    A    121.243.184.178
mecrqdwv.pharm.whu.com.  IN    A    240.164.126.210
igpvmjob.pharm.whu.com.  IN    A    167.65.200.103
lpdkjgas.pharm.whu.com.  IN    A    6.22.128.242
vbkdixoj.pharm.whu.com.  IN    A    10.138.50.252
randgwxt.pharm.whu.com.  IN    A    46.124.210.81
crabghmq.pharm.whu.com.  IN    A    149.235.125.22
suiklqob.pharm.whu.com.  IN    A    96.157.222.19
dyhcinum.pharm.whu.com.  IN    A    51.177.203.201
fojsteya.pharm.whu.com.  IN    A    131.131.17.250
btpeqwgh.pharm.whu.com.  IN    A    25.86.36.49
utewgvfd.pharm.whu.com.  IN    A    120.236.224.38
dfnlrupj.pharm.whu.com.  IN    A    36.219.76.194
lkiuqarc.pharm.whu.com.  IN    A    195.49.143.106
csdrnvth.pharm.whu.com.  IN    A    25.99.145.204
jpuneavs.pharm.whu.com.  IN    A    54.40.208.93
skfxnyil.pharm.whu.com.  IN    A    225.15.134.1
gxyftjmd.pharm.whu.com.  IN    A    94.241.200.199
himnksqo.pharm.whu.com.  IN    A    124.217.144.116
jnafqsmp.pharm.whu.com.  IN    A    37.49.58.163
phyqxovg.pharm.whu.com.  IN    A    25.3.239.90
wbkhfave.pharm.whu.com.  IN    A    100.166.253.170
ldpujiyc.pharm.whu.com.  IN    A    130.149.196.140
umwtvpel.pharm.whu.com.  IN    A    107.86.80.68
eqajfsoi.pharm.whu.com.  IN    A    168.245.9.199
comfgluj.pharm.whu.com.  IN    A    201.68.204.13
sfkoneub.pharm.whu.com.  IN    A    171.193.27.255
dshqvnij.pharm.whu.com.  IN    A    15.144.251.50
boxtykmr.pharm.whu.com.  IN    A    227.163.160.212
vhpjbluw.pharm.whu.com.  IN    A    197.103.113.98
huiednwr.pharm.whu.com.  IN    A    241.250.159.221
vqwupflj.pharm.whu.com.  IN    A    181.110.209.99
duwmthor.pharm.whu.com.  IN    A    201.127.69.159
edqrcmhb.pharm.whu.com.  IN    A    68.122.86.28
hfxunglr.pharm.whu.com.  IN    A    2.205.253.230
lntcakxp.pharm.whu.com.  IN    A    133.90.120.128
opybhjqg.pharm.whu.com.  IN    A    180.80.188.198
aoymhfdk.pharm.whu.com.  IN    A    144.79.8.175
xgoricqu.pharm.whu.com.  IN    A    134.44.192.43
gktlxfmr.pharm.whu.com.  IN    A    94.155.119.160
bgtlhcja.pharm.whu.com.  IN    A    97.150.168.152
lqugvdxi.pharm.whu.com.  IN    A    208.227.90.185
mcqixkwy.pharm.whu.com.  IN    A    219.30.163.137
mkhqfnly.pharm.whu.com.  IN    A    79.192.248.97
qhibuwgc.pharm.whu.com.  IN    A    175.238.142.93
svlducir.pharm.whu.com.  IN    A    251.95.175.78
phyugcsd.pharm.whu.com.  IN    A    209.32.72.126
aickbune.pharm.whu.com.  IN    A    60.195.224.234
leaobsid.pharm.whu.com.  IN    A    60.211.252.73
dkblaofc.pharm.whu.com.  IN    A    125.137.42.155
ljnbicfv.pharm.whu.com.  IN    A    20.162.182.17
qgolkeds.pharm.whu.com.  IN    A    154.110.154.239
hlacxvmb.pharm.whu.com.  IN    A    195.206.209.67
qnwsbgeo.pharm.whu.com.  IN    A    8.172.136.3
wyvbplto.pharm.whu.com.  IN    A    16.207.51.112
wfycrkdp.pharm.whu.com.  IN    A    182.52.52.23
yqcwvkhp.pharm.whu.com.  IN    A    21.12.127.87
jchrafsx.pharm.whu.com.  IN    A    138.123.130.132
oqightxn.pharm.whu.com.  IN    A    19.129.140.129
eqtroafx.pharm.whu.com.  IN    A    113.208.96.167
tmalnvhk.pharm.whu.com.  IN    A    201.211.58.88
