sm.xmu.com.	14400	IN	SOA	ns1.sm.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
sm.xmu.com.		    IN	NS ns1.sm.xmu.com.
gvrxjsmk.sm.xmu.com.     IN    A    78.208.129.218
vwsfanop.sm.xmu.com.     IN    A    68.201.181.77
ucafwebh.sm.xmu.com.     IN    A    181.199.76.56
xpdokruc.sm.xmu.com.     IN    A    102.56.126.210
wuvcglja.sm.xmu.com.     IN    A    144.150.95.18
wjktdvqa.sm.xmu.com.     IN    A    82.216.21.36
ltjuiyva.sm.xmu.com.     IN    A    132.131.254.36
cgvapriy.sm.xmu.com.     IN    A    177.216.67.110
pwtxcykb.sm.xmu.com.     IN    A    198.41.153.220
pukmyxov.sm.xmu.com.     IN    A    48.43.105.246
uvcebqgy.sm.xmu.com.     IN    A    8.172.135.238
wdhebasq.sm.xmu.com.     IN    A    116.115.199.219
pisdgerb.sm.xmu.com.     IN    A    209.66.160.211
dvulqhjk.sm.xmu.com.     IN    A    50.134.0.60
nbghrvyp.sm.xmu.com.     IN    A    116.197.130.81
rndmlfpi.sm.xmu.com.     IN    A    144.94.57.223
eqmtiabs.sm.xmu.com.     IN    A    233.33.212.179
tofbshri.sm.xmu.com.     IN    A    68.23.37.126
sqemrtxv.sm.xmu.com.     IN    A    195.211.245.171
ukwxmiel.sm.xmu.com.     IN    A    118.54.52.250
wrcxomse.sm.xmu.com.     IN    A    52.21.124.246
vkcueonf.sm.xmu.com.     IN    A    15.127.27.92
imqrxnje.sm.xmu.com.     IN    A    172.84.97.250
udjpvcmw.sm.xmu.com.     IN    A    35.126.237.197
isqvmxoa.sm.xmu.com.     IN    A    53.169.254.243
abpluxfg.sm.xmu.com.     IN    A    5.169.248.98
qaeslcuf.sm.xmu.com.     IN    A    62.33.42.192
rxvnwdci.sm.xmu.com.     IN    A    156.123.82.152
letpfycv.sm.xmu.com.     IN    A    133.240.14.224
gsaeftnk.sm.xmu.com.     IN    A    212.27.37.191
vtjguhei.sm.xmu.com.     IN    A    230.116.17.62
nwulitya.sm.xmu.com.     IN    A    68.92.201.144
cnitqdpk.sm.xmu.com.     IN    A    160.170.181.138
ewtjknqo.sm.xmu.com.     IN    A    83.79.133.110
vcsajkyd.sm.xmu.com.     IN    A    103.163.8.51
vanuowyj.sm.xmu.com.     IN    A    178.85.147.213
snivjerd.sm.xmu.com.     IN    A    86.80.12.54
ivxcdqwk.sm.xmu.com.     IN    A    223.239.29.187
qgxhsmuj.sm.xmu.com.     IN    A    160.73.7.209
qxivthwf.sm.xmu.com.     IN    A    76.89.67.191
nihcmrku.sm.xmu.com.     IN    A    112.161.233.222
kacydfjo.sm.xmu.com.     IN    A    126.245.113.150
xfnchwqe.sm.xmu.com.     IN    A    195.116.129.132
urcvkdfq.sm.xmu.com.     IN    A    227.235.167.187
asgyeluc.sm.xmu.com.     IN    A    170.147.162.244
fwbuhkjx.sm.xmu.com.     IN    A    34.128.4.47
ctkvgfyo.sm.xmu.com.     IN    A    60.6.16.82
kyowlshj.sm.xmu.com.     IN    A    145.108.160.222
vxtmqfci.sm.xmu.com.     IN    A    106.161.141.66
wgxlscaq.sm.xmu.com.     IN    A    1.149.198.192
fkwlojxc.sm.xmu.com.     IN    A    230.233.57.45
eoyrdvwx.sm.xmu.com.     IN    A    32.225.71.78
slhajvic.sm.xmu.com.     IN    A    5.107.28.95
jxrwbndk.sm.xmu.com.     IN    A    83.116.132.157
dromxvus.sm.xmu.com.     IN    A    39.108.153.144
pqwathfi.sm.xmu.com.     IN    A    6.94.65.200
djmbalsq.sm.xmu.com.     IN    A    3.254.18.240
odabtfny.sm.xmu.com.     IN    A    87.40.148.158
ycghkpjn.sm.xmu.com.     IN    A    125.146.199.65
grjupbio.sm.xmu.com.     IN    A    132.194.88.53
yrtgmicw.sm.xmu.com.     IN    A    225.237.184.237
ukbpaxwm.sm.xmu.com.     IN    A    151.147.91.213
oyncvsaj.sm.xmu.com.     IN    A    214.145.0.60
bunpmdhw.sm.xmu.com.     IN    A    27.131.73.180
aifpmukb.sm.xmu.com.     IN    A    64.65.158.114
itvyhrwu.sm.xmu.com.     IN    A    150.128.254.102
gxuijavw.sm.xmu.com.     IN    A    163.154.114.0
kfpgvmej.sm.xmu.com.     IN    A    164.134.151.169
ykldwnxe.sm.xmu.com.     IN    A    177.17.0.203
vrcondxk.sm.xmu.com.     IN    A    149.175.86.53
prmlxfbo.sm.xmu.com.     IN    A    227.221.4.104
yogeudat.sm.xmu.com.     IN    A    70.242.22.133
qposirtn.sm.xmu.com.     IN    A    158.38.225.247
suwvkxty.sm.xmu.com.     IN    A    145.246.217.140
njilkgps.sm.xmu.com.     IN    A    203.214.189.241
winudlof.sm.xmu.com.     IN    A    44.69.20.1
swhcujbt.sm.xmu.com.     IN    A    206.134.69.114
kobqphrx.sm.xmu.com.     IN    A    66.4.98.155
awmgdxsh.sm.xmu.com.     IN    A    165.10.142.17
egcsihvd.sm.xmu.com.     IN    A    248.161.57.11
bcnpjvfk.sm.xmu.com.     IN    A    56.254.128.251
uabyktro.sm.xmu.com.     IN    A    38.108.62.189
hwlbjgam.sm.xmu.com.     IN    A    138.97.231.32
rlogqdjb.sm.xmu.com.     IN    A    241.165.78.209
hulavjdw.sm.xmu.com.     IN    A    211.53.100.58
nkgxjems.sm.xmu.com.     IN    A    86.190.54.53
hvtupnal.sm.xmu.com.     IN    A    65.66.102.165
mqjvwbsd.sm.xmu.com.     IN    A    251.106.0.161
skumrhbt.sm.xmu.com.     IN    A    47.64.132.139
wohjlxan.sm.xmu.com.     IN    A    23.164.253.170
nkayutvj.sm.xmu.com.     IN    A    2.188.175.231
fkqdrwto.sm.xmu.com.     IN    A    252.34.167.182
unjxkgfp.sm.xmu.com.     IN    A    112.195.226.203
hujydmxf.sm.xmu.com.     IN    A    58.148.15.254
hdatixfk.sm.xmu.com.     IN    A    255.201.19.217
gnuqftpv.sm.xmu.com.     IN    A    250.38.114.126
ufcdsymk.sm.xmu.com.     IN    A    229.234.70.246
vrwnxohp.sm.xmu.com.     IN    A    219.30.15.217
akpqxwus.sm.xmu.com.     IN    A    115.153.197.66
apirmtsh.sm.xmu.com.     IN    A    240.47.53.63
jbvqykuw.sm.xmu.com.     IN    A    26.159.37.174
rhjcmosk.sm.xmu.com.     IN    A    208.154.95.119
fxgnrjhc.sm.xmu.com.     IN    A    42.227.115.122
kwxcylmo.sm.xmu.com.     IN    A    195.247.164.162
fmqvkjbl.sm.xmu.com.     IN    A    66.155.4.49
spfvknba.sm.xmu.com.     IN    A    78.203.53.171
nyxjibvo.sm.xmu.com.     IN    A    138.244.128.6
rithvkfo.sm.xmu.com.     IN    A    215.224.21.132
bilrdpnu.sm.xmu.com.     IN    A    109.181.39.81
npjmkqsg.sm.xmu.com.     IN    A    164.42.163.77
mohdyubl.sm.xmu.com.     IN    A    142.250.209.113
rcayfkgp.sm.xmu.com.     IN    A    195.237.150.148
fqudlorc.sm.xmu.com.     IN    A    53.233.51.145
jpdrgisf.sm.xmu.com.     IN    A    212.182.225.174
yvuhbkni.sm.xmu.com.     IN    A    17.220.3.209
sebfvqgr.sm.xmu.com.     IN    A    160.221.3.79
rdkoelwg.sm.xmu.com.     IN    A    152.178.104.63
trwujicl.sm.xmu.com.     IN    A    63.164.205.181
powbynrs.sm.xmu.com.     IN    A    194.163.160.58
yaowlfht.sm.xmu.com.     IN    A    48.125.211.228
bviuqngk.sm.xmu.com.     IN    A    213.29.0.67
cgqisxvm.sm.xmu.com.     IN    A    214.219.255.142
ycmxbgrf.sm.xmu.com.     IN    A    236.140.155.201
itcmfkpl.sm.xmu.com.     IN    A    179.95.169.15
yhwgxldj.sm.xmu.com.     IN    A    160.22.46.185
wntguide.sm.xmu.com.     IN    A    179.154.89.216
dxcwqory.sm.xmu.com.     IN    A    121.136.95.194
jtuvfohk.sm.xmu.com.     IN    A    136.190.44.216
cstxbwgu.sm.xmu.com.     IN    A    33.172.216.179
livbakqe.sm.xmu.com.     IN    A    109.228.81.142
gqspiafh.sm.xmu.com.     IN    A    206.1.137.190
quhvtrly.sm.xmu.com.     IN    A    243.149.243.160
cwuhbyie.sm.xmu.com.     IN    A    130.42.122.213
bdaywouq.sm.xmu.com.     IN    A    153.251.34.160
ewaskpng.sm.xmu.com.     IN    A    25.41.137.154
cgjxmpes.sm.xmu.com.     IN    A    248.142.103.172
xchurjtn.sm.xmu.com.     IN    A    12.6.248.176
qovdnejp.sm.xmu.com.     IN    A    212.242.45.100
itguahbj.sm.xmu.com.     IN    A    159.207.196.116
jymapibn.sm.xmu.com.     IN    A    79.81.207.51
eigvtsqk.sm.xmu.com.     IN    A    240.71.200.189
ducwsrob.sm.xmu.com.     IN    A    179.215.154.105
wflospua.sm.xmu.com.     IN    A    41.61.76.168
bkrmdhxp.sm.xmu.com.     IN    A    247.10.89.21
cmeuikbl.sm.xmu.com.     IN    A    127.54.115.87
dxturjly.sm.xmu.com.     IN    A    188.65.150.149
yskwrdmf.sm.xmu.com.     IN    A    84.133.52.199
lmrqdyku.sm.xmu.com.     IN    A    78.19.53.60
baqtrcgm.sm.xmu.com.     IN    A    14.120.15.76
ixndsafq.sm.xmu.com.     IN    A    51.91.244.251
otlnpdsi.sm.xmu.com.     IN    A    100.199.73.205
opsbnhul.sm.xmu.com.     IN    A    242.180.150.202
mxgkyjfq.sm.xmu.com.     IN    A    135.19.241.185
nyerhcba.sm.xmu.com.     IN    A    247.89.74.82
ithskjpd.sm.xmu.com.     IN    A    147.225.113.202
qtksiwgb.sm.xmu.com.     IN    A    51.66.75.239
yrjwekqp.sm.xmu.com.     IN    A    105.111.141.171
inaxweor.sm.xmu.com.     IN    A    69.206.47.112
rqijxhym.sm.xmu.com.     IN    A    19.155.78.254
cnsuwimk.sm.xmu.com.     IN    A    68.229.62.157
xyulwsmh.sm.xmu.com.     IN    A    134.125.199.5
antljmdi.sm.xmu.com.     IN    A    209.202.65.43
nmslqwft.sm.xmu.com.     IN    A    197.48.20.219
aemfrbys.sm.xmu.com.     IN    A    24.79.101.129
fwmhcrqk.sm.xmu.com.     IN    A    61.225.108.32
iedcnjwv.sm.xmu.com.     IN    A    163.241.182.55
hwuksvdp.sm.xmu.com.     IN    A    20.89.22.62
rvpfnxgq.sm.xmu.com.     IN    A    237.41.78.37
oexhdwab.sm.xmu.com.     IN    A    64.215.60.7
jfbyqito.sm.xmu.com.     IN    A    36.0.191.69
ofctnbgy.sm.xmu.com.     IN    A    212.133.74.74
rsaogtfy.sm.xmu.com.     IN    A    211.123.111.120
pdgkarsc.sm.xmu.com.     IN    A    200.200.158.160
wpurysnk.sm.xmu.com.     IN    A    25.205.179.57
dlbyhoue.sm.xmu.com.     IN    A    57.158.113.52
bkurowhm.sm.xmu.com.     IN    A    96.162.113.140
abpvlesk.sm.xmu.com.     IN    A    249.247.79.180
mkifgscq.sm.xmu.com.     IN    A    194.165.99.109
gnlfjhru.sm.xmu.com.     IN    A    63.114.13.89
gwihyjlo.sm.xmu.com.     IN    A    33.0.75.72
mtagnphd.sm.xmu.com.     IN    A    231.190.69.147
njxsfuka.sm.xmu.com.     IN    A    208.230.162.41
lixpbjcq.sm.xmu.com.     IN    A    200.63.66.187
ytksxqwc.sm.xmu.com.     IN    A    3.181.212.155
lqanmxos.sm.xmu.com.     IN    A    24.149.86.33
rnkqdaui.sm.xmu.com.     IN    A    215.161.36.104
srwetgdk.sm.xmu.com.     IN    A    54.214.128.85
hobmuqys.sm.xmu.com.     IN    A    159.73.111.66
npfbquji.sm.xmu.com.     IN    A    202.141.80.143
psclawbv.sm.xmu.com.     IN    A    31.127.82.52
cjsobikn.sm.xmu.com.     IN    A    107.212.156.132
fjlybrew.sm.xmu.com.     IN    A    211.169.220.85
exwophal.sm.xmu.com.     IN    A    190.232.167.187
eikspljb.sm.xmu.com.     IN    A    71.255.41.247
bjyelnvo.sm.xmu.com.     IN    A    137.25.38.162
mpoljncx.sm.xmu.com.     IN    A    91.199.163.13
pndaeroc.sm.xmu.com.     IN    A    20.144.152.229
olijgnxc.sm.xmu.com.     IN    A    60.123.157.246
ubihnvrs.sm.xmu.com.     IN    A    207.180.148.113
bhxrvjwt.sm.xmu.com.     IN    A    125.145.90.196
pxnyeamf.sm.xmu.com.     IN    A    184.9.108.113
buealygh.sm.xmu.com.     IN    A    161.68.172.171
wxldgkan.sm.xmu.com.     IN    A    172.219.207.7
ufarhyqv.sm.xmu.com.     IN    A    176.56.53.182
uwvjncab.sm.xmu.com.     IN    A    213.194.53.112
xbmsqjko.sm.xmu.com.     IN    A    51.89.124.188
nkyqxtlu.sm.xmu.com.     IN    A    92.83.35.115
btepkqsj.sm.xmu.com.     IN    A    226.151.77.53
adtxmlgo.sm.xmu.com.     IN    A    66.176.181.93
fhunlbcq.sm.xmu.com.     IN    A    212.4.96.84
mbrujcqd.sm.xmu.com.     IN    A    250.0.86.240
yhobtajp.sm.xmu.com.     IN    A    183.51.130.216
wnhgfsru.sm.xmu.com.     IN    A    143.169.0.222
rbjtqnux.sm.xmu.com.     IN    A    21.119.95.127
mktnlpyo.sm.xmu.com.     IN    A    57.212.143.160
ueprdmvb.sm.xmu.com.     IN    A    249.15.145.209
pcoktesu.sm.xmu.com.     IN    A    173.0.41.46
kyatjdqb.sm.xmu.com.     IN    A    229.81.88.43
psermdtw.sm.xmu.com.     IN    A    157.31.66.255
wtknfyqr.sm.xmu.com.     IN    A    87.215.47.107
lafnchvx.sm.xmu.com.     IN    A    59.83.59.36
bqgmkxvu.sm.xmu.com.     IN    A    196.133.167.62
jlnyqgxh.sm.xmu.com.     IN    A    52.252.38.68
luwkjfqe.sm.xmu.com.     IN    A    174.33.51.23
daexphgf.sm.xmu.com.     IN    A    51.106.146.165
brikmpyw.sm.xmu.com.     IN    A    152.179.158.11
npgehdks.sm.xmu.com.     IN    A    193.121.20.12
wkgmxqpc.sm.xmu.com.     IN    A    206.181.26.85
prwqekbu.sm.xmu.com.     IN    A    169.175.171.221
aomxvsrt.sm.xmu.com.     IN    A    38.152.1.95
pevfyjqt.sm.xmu.com.     IN    A    41.23.169.255
wjsxkvmh.sm.xmu.com.     IN    A    229.169.177.14
hfaltekp.sm.xmu.com.     IN    A    188.65.215.195
cxjfompi.sm.xmu.com.     IN    A    122.114.86.187
wdousyht.sm.xmu.com.     IN    A    177.106.225.6
hxabfvtm.sm.xmu.com.     IN    A    27.19.7.175
eihtrbdm.sm.xmu.com.     IN    A    74.37.146.20
qomxpwvf.sm.xmu.com.     IN    A    54.255.147.249
ygumbxwf.sm.xmu.com.     IN    A    66.190.236.84
obquxdgh.sm.xmu.com.     IN    A    43.29.45.130
etfbcmvy.sm.xmu.com.     IN    A    198.236.249.224
samrlhnf.sm.xmu.com.     IN    A    152.117.164.70
mqfybpht.sm.xmu.com.     IN    A    107.37.34.133
cehwvdyo.sm.xmu.com.     IN    A    228.107.205.80
dkjhbxqo.sm.xmu.com.     IN    A    62.64.125.41
qypsntao.sm.xmu.com.     IN    A    147.123.124.222
nbkqxamj.sm.xmu.com.     IN    A    206.114.153.248
jewvdnyr.sm.xmu.com.     IN    A    239.127.179.71
iregfadx.sm.xmu.com.     IN    A    158.139.16.71
toxdhvfk.sm.xmu.com.     IN    A    87.173.200.93
fokwliuv.sm.xmu.com.     IN    A    83.169.154.126
gubtorse.sm.xmu.com.     IN    A    124.196.243.147
venfigqw.sm.xmu.com.     IN    A    187.162.168.102
rpcjdflw.sm.xmu.com.     IN    A    211.0.208.155
yopuxcbw.sm.xmu.com.     IN    A    109.116.208.139
mqgwnbvh.sm.xmu.com.     IN    A    10.195.101.98
bpefyjqk.sm.xmu.com.     IN    A    81.88.132.125
ocvlhgfj.sm.xmu.com.     IN    A    167.170.126.102
fhnylaxb.sm.xmu.com.     IN    A    92.174.241.109
kpbnfxvw.sm.xmu.com.     IN    A    141.149.53.21
mpivftbg.sm.xmu.com.     IN    A    80.75.89.84
knpqyxml.sm.xmu.com.     IN    A    194.248.226.185
nusjhymq.sm.xmu.com.     IN    A    58.114.54.158
qiaypdoe.sm.xmu.com.     IN    A    243.236.90.71
nytwrlmg.sm.xmu.com.     IN    A    202.203.70.76
smtagluj.sm.xmu.com.     IN    A    20.148.209.127
bqposrhf.sm.xmu.com.     IN    A    22.50.94.78
omhxseay.sm.xmu.com.     IN    A    218.132.69.87
unfcdsqm.sm.xmu.com.     IN    A    232.197.132.29
kxcniyst.sm.xmu.com.     IN    A    19.11.62.169
qktdcaoj.sm.xmu.com.     IN    A    170.94.187.237
nrwjaopc.sm.xmu.com.     IN    A    237.131.43.30
jfiqslgk.sm.xmu.com.     IN    A    176.53.254.239
fqacxyvr.sm.xmu.com.     IN    A    242.231.99.57
qkdclvpj.sm.xmu.com.     IN    A    50.211.27.55
eywhobmp.sm.xmu.com.     IN    A    247.121.33.60
wntmsber.sm.xmu.com.     IN    A    93.70.224.29
atfnqrkg.sm.xmu.com.     IN    A    102.242.246.147
bklxmquo.sm.xmu.com.     IN    A    16.7.152.101
opudfsva.sm.xmu.com.     IN    A    59.221.165.168
lhtpbxqa.sm.xmu.com.     IN    A    83.74.66.134
uhixrdpj.sm.xmu.com.     IN    A    75.33.76.209
jhsyuxde.sm.xmu.com.     IN    A    42.201.174.133
lbapksue.sm.xmu.com.     IN    A    90.74.10.139
ndrysbgw.sm.xmu.com.     IN    A    217.156.111.43
liefqbax.sm.xmu.com.     IN    A    54.218.232.185
exqisdwv.sm.xmu.com.     IN    A    223.42.211.124
xhcsuqrn.sm.xmu.com.     IN    A    95.13.24.200
kwqnlsdj.sm.xmu.com.     IN    A    155.148.251.219
sodmwhgv.sm.xmu.com.     IN    A    188.89.223.16
vasjmyhq.sm.xmu.com.     IN    A    250.84.136.196
pmqsgxcr.sm.xmu.com.     IN    A    74.5.0.192
kislgdba.sm.xmu.com.     IN    A    216.83.8.205
xldumnhq.sm.xmu.com.     IN    A    119.79.236.218
wjdkfbea.sm.xmu.com.     IN    A    179.1.234.128
jbcvkntp.sm.xmu.com.     IN    A    194.56.81.199
oupqhcaw.sm.xmu.com.     IN    A    37.8.93.1
oktuqilf.sm.xmu.com.     IN    A    239.40.18.7
inkmetpb.sm.xmu.com.     IN    A    197.190.97.133
oncuaghp.sm.xmu.com.     IN    A    129.150.103.235
enrpchuo.sm.xmu.com.     IN    A    16.101.121.75
hkyiroma.sm.xmu.com.     IN    A    186.57.132.163
orvegtxc.sm.xmu.com.     IN    A    57.38.82.190
bhlejgtk.sm.xmu.com.     IN    A    43.200.190.125
givspord.sm.xmu.com.     IN    A    141.55.22.41
usoingjm.sm.xmu.com.     IN    A    4.16.231.86
qsimueod.sm.xmu.com.     IN    A    53.83.11.27
nwjukfbc.sm.xmu.com.     IN    A    67.122.205.98
hpeqcums.sm.xmu.com.     IN    A    23.122.168.247
andwgqir.sm.xmu.com.     IN    A    8.76.43.2
bwkaiqlx.sm.xmu.com.     IN    A    72.115.227.169
gcpwqjae.sm.xmu.com.     IN    A    99.138.78.174
simvwqka.sm.xmu.com.     IN    A    232.28.183.57
nmijqlhk.sm.xmu.com.     IN    A    45.30.70.119
ekfhldtm.sm.xmu.com.     IN    A    170.119.255.118
mlagibnv.sm.xmu.com.     IN    A    164.235.224.236
fxnpekqy.sm.xmu.com.     IN    A    111.123.104.140
ihufgnka.sm.xmu.com.     IN    A    68.250.195.74
rkjqnexc.sm.xmu.com.     IN    A    49.59.75.137
kanuqpxv.sm.xmu.com.     IN    A    250.203.76.130
rmfykloe.sm.xmu.com.     IN    A    213.73.111.91
mywcjhnx.sm.xmu.com.     IN    A    131.17.252.11
reundihy.sm.xmu.com.     IN    A    203.90.190.175
lxgbdsqi.sm.xmu.com.     IN    A    78.138.69.210
gvbcplth.sm.xmu.com.     IN    A    114.241.182.135
cxjnipsg.sm.xmu.com.     IN    A    108.95.78.191
mehwbfnq.sm.xmu.com.     IN    A    104.236.2.61
ptfowehs.sm.xmu.com.     IN    A    207.97.60.170
tmxikcsl.sm.xmu.com.     IN    A    91.207.167.38
xogshucn.sm.xmu.com.     IN    A    194.22.237.44
dawfvgmt.sm.xmu.com.     IN    A    87.199.45.239
oucjtisn.sm.xmu.com.     IN    A    13.0.198.25
hbsqujpc.sm.xmu.com.     IN    A    201.170.132.105
ckidanyr.sm.xmu.com.     IN    A    3.81.212.120
dhitvcnw.sm.xmu.com.     IN    A    220.61.88.164
slebcyvp.sm.xmu.com.     IN    A    249.16.194.225
ahvupobk.sm.xmu.com.     IN    A    236.172.177.76
xwghpfrv.sm.xmu.com.     IN    A    50.236.192.8
rsvwbioa.sm.xmu.com.     IN    A    66.39.228.252
esvtnkqo.sm.xmu.com.     IN    A    217.251.55.117
sovdljkw.sm.xmu.com.     IN    A    180.198.197.92
qymukoxe.sm.xmu.com.     IN    A    216.250.192.11
yahstqfk.sm.xmu.com.     IN    A    9.125.103.135
tjqeyfxh.sm.xmu.com.     IN    A    116.226.137.177
cqjxnsvd.sm.xmu.com.     IN    A    177.41.180.30
otimpcdh.sm.xmu.com.     IN    A    124.45.66.224
nuxjkryc.sm.xmu.com.     IN    A    48.199.111.31
amgunixh.sm.xmu.com.     IN    A    147.34.224.218
foiparjb.sm.xmu.com.     IN    A    65.170.43.110
fhjglaos.sm.xmu.com.     IN    A    56.148.176.254
efjlyxtk.sm.xmu.com.     IN    A    103.108.136.150
fbkjywli.sm.xmu.com.     IN    A    42.62.217.251
hyjxirgl.sm.xmu.com.     IN    A    42.132.40.215
glqojtfi.sm.xmu.com.     IN    A    102.118.21.40
kudoltmc.sm.xmu.com.     IN    A    63.108.51.164
fvgrywbc.sm.xmu.com.     IN    A    77.235.234.14
fxgpabmr.sm.xmu.com.     IN    A    250.130.158.151
hvrwyklq.sm.xmu.com.     IN    A    177.87.138.149
knaodpbu.sm.xmu.com.     IN    A    176.110.217.155
cmanwlod.sm.xmu.com.     IN    A    86.105.217.150
ixmqrtnh.sm.xmu.com.     IN    A    228.6.178.118
cejmniaw.sm.xmu.com.     IN    A    252.238.19.79
wyvmslch.sm.xmu.com.     IN    A    149.67.225.61
uwavetsm.sm.xmu.com.     IN    A    19.87.15.242
lputorcn.sm.xmu.com.     IN    A    1.239.166.0
katwurvn.sm.xmu.com.     IN    A    4.198.162.74
gclemjap.sm.xmu.com.     IN    A    137.136.254.20
kwxcopqi.sm.xmu.com.     IN    A    236.126.191.196
rwyugvif.sm.xmu.com.     IN    A    213.10.158.97
acghsjmv.sm.xmu.com.     IN    A    19.70.57.31
nwktbsvu.sm.xmu.com.     IN    A    68.35.175.0
finrkdwj.sm.xmu.com.     IN    A    208.16.3.150
nvoyrhlj.sm.xmu.com.     IN    A    160.37.155.175
inedgrtp.sm.xmu.com.     IN    A    106.107.23.205
cjgysdfp.sm.xmu.com.     IN    A    254.135.120.141
viodmwpk.sm.xmu.com.     IN    A    247.118.190.99
suoctbqr.sm.xmu.com.     IN    A    160.99.126.6
omtskpcy.sm.xmu.com.     IN    A    123.57.242.194
iglduetf.sm.xmu.com.     IN    A    19.246.154.13
vonhkibj.sm.xmu.com.     IN    A    128.91.49.46
nhpuisbc.sm.xmu.com.     IN    A    29.175.198.10
otefpwhu.sm.xmu.com.     IN    A    20.125.210.174
thasdrix.sm.xmu.com.     IN    A    102.0.175.157
vjdfmhks.sm.xmu.com.     IN    A    53.6.40.241
dfgvmyus.sm.xmu.com.     IN    A    168.215.61.131
akeqrjtx.sm.xmu.com.     IN    A    158.80.211.115
xnalktwv.sm.xmu.com.     IN    A    230.57.22.203
jtiaebru.sm.xmu.com.     IN    A    174.240.8.213
lyqdjiup.sm.xmu.com.     IN    A    56.59.23.162
inptqgoa.sm.xmu.com.     IN    A    54.63.28.71
wyvruhjm.sm.xmu.com.     IN    A    49.36.226.12
wjxbegtn.sm.xmu.com.     IN    A    166.87.0.134
qnixhefc.sm.xmu.com.     IN    A    249.99.54.253
mvextbyj.sm.xmu.com.     IN    A    134.61.205.39
lwxanyis.sm.xmu.com.     IN    A    214.123.27.16
mgwenyui.sm.xmu.com.     IN    A    226.36.233.150
qocvirmt.sm.xmu.com.     IN    A    183.161.199.222
pxnitfwc.sm.xmu.com.     IN    A    208.140.99.229
fyltqudp.sm.xmu.com.     IN    A    187.77.187.108
ftwxnpiq.sm.xmu.com.     IN    A    31.0.83.21
cywmnsgl.sm.xmu.com.     IN    A    131.90.253.75
rokwldca.sm.xmu.com.     IN    A    37.234.75.88
ignxktcr.sm.xmu.com.     IN    A    242.254.167.157
dchiokns.sm.xmu.com.     IN    A    195.81.40.234
ysocpwhu.sm.xmu.com.     IN    A    177.50.57.78
gsjpaorv.sm.xmu.com.     IN    A    159.45.75.64
ndbrimjx.sm.xmu.com.     IN    A    20.17.84.224
dmqercju.sm.xmu.com.     IN    A    49.215.23.211
alckqgwf.sm.xmu.com.     IN    A    235.84.23.214
lvuqsfjp.sm.xmu.com.     IN    A    138.40.157.99
jtgwhpuy.sm.xmu.com.     IN    A    156.9.231.195
hcpedbxr.sm.xmu.com.     IN    A    10.238.194.245
sxuatwkc.sm.xmu.com.     IN    A    0.209.208.55
qrvlmjpf.sm.xmu.com.     IN    A    227.96.11.42
jbwxkfea.sm.xmu.com.     IN    A    191.39.153.183
rbpmsyok.sm.xmu.com.     IN    A    247.205.81.149
ejiukgnr.sm.xmu.com.     IN    A    166.59.124.87
uvcrsptd.sm.xmu.com.     IN    A    67.7.180.15
jefismxk.sm.xmu.com.     IN    A    200.195.240.187
viaxkhes.sm.xmu.com.     IN    A    171.253.252.144
psecfuyw.sm.xmu.com.     IN    A    142.75.170.104
npvkisjq.sm.xmu.com.     IN    A    93.223.96.84
fkilpuax.sm.xmu.com.     IN    A    93.40.193.72
uckrtqov.sm.xmu.com.     IN    A    162.116.105.185
oadgqjrs.sm.xmu.com.     IN    A    202.95.57.209
txyouhjm.sm.xmu.com.     IN    A    91.255.25.185
oitdflrp.sm.xmu.com.     IN    A    188.237.56.234
elbfmagh.sm.xmu.com.     IN    A    223.146.74.254
fbsnakrc.sm.xmu.com.     IN    A    17.4.5.223
cveobdxg.sm.xmu.com.     IN    A    34.60.78.77
juhnbaiq.sm.xmu.com.     IN    A    153.79.84.124
vfjecyxh.sm.xmu.com.     IN    A    252.29.109.5
rqhpyvow.sm.xmu.com.     IN    A    84.205.204.34
fuamnvyq.sm.xmu.com.     IN    A    232.205.27.252
qoryfxcm.sm.xmu.com.     IN    A    31.251.5.228
ndhwkutf.sm.xmu.com.     IN    A    170.76.254.100
ayhjkxfw.sm.xmu.com.     IN    A    196.254.24.104
vguyadil.sm.xmu.com.     IN    A    148.149.208.182
htljaicy.sm.xmu.com.     IN    A    220.215.225.86
ahpkdmnx.sm.xmu.com.     IN    A    205.45.41.250
ogjebqys.sm.xmu.com.     IN    A    40.91.69.176
hgwavmqd.sm.xmu.com.     IN    A    3.230.80.245
acivsbyt.sm.xmu.com.     IN    A    178.196.95.232
fbnhipqc.sm.xmu.com.     IN    A    252.128.32.15
msdefngk.sm.xmu.com.     IN    A    127.40.136.120
hflmjuae.sm.xmu.com.     IN    A    175.51.199.84
vhyirejx.sm.xmu.com.     IN    A    160.166.42.187
rdsltbqp.sm.xmu.com.     IN    A    13.84.210.97
rxwaqklt.sm.xmu.com.     IN    A    28.29.241.233
kajmrwvy.sm.xmu.com.     IN    A    218.212.210.92
ytfcdpav.sm.xmu.com.     IN    A    113.103.155.169
vgoafdjy.sm.xmu.com.     IN    A    245.247.97.81
larnxsjg.sm.xmu.com.     IN    A    194.138.185.243
dokfwbeh.sm.xmu.com.     IN    A    173.115.58.89
ofdgqpkj.sm.xmu.com.     IN    A    91.148.119.122
ejrgcnku.sm.xmu.com.     IN    A    23.253.221.72
abquplfn.sm.xmu.com.     IN    A    140.144.192.133
