hyxt.whu.com.	14400	IN	SOA	ns1.hyxt.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
hyxt.whu.com.		    IN	NS ns1.hyxt.whu.com.
wniadvyo.hyxt.whu.com.   IN    A    34.175.65.49
whaxpfri.hyxt.whu.com.   IN    A    112.246.173.134
ojsyvgpx.hyxt.whu.com.   IN    A    99.48.68.132
hqcekvtn.hyxt.whu.com.   IN    A    170.37.121.146
guktefbm.hyxt.whu.com.   IN    A    236.187.73.241
kjthlpvn.hyxt.whu.com.   IN    A    121.244.16.32
fxbhrwcj.hyxt.whu.com.   IN    A    245.76.60.180
tjrlsugv.hyxt.whu.com.   IN    A    174.205.35.216
syxcuknr.hyxt.whu.com.   IN    A    131.12.86.54
kvbfainy.hyxt.whu.com.   IN    A    197.188.198.187
vamidtrx.hyxt.whu.com.   IN    A    111.205.123.8
qxadwkju.hyxt.whu.com.   IN    A    233.126.205.80
poyauciw.hyxt.whu.com.   IN    A    81.231.112.57
pjfxelhy.hyxt.whu.com.   IN    A    134.76.27.10
cvjpkyrw.hyxt.whu.com.   IN    A    64.251.115.51
bfjhnqtv.hyxt.whu.com.   IN    A    91.69.242.48
frmpqvnw.hyxt.whu.com.   IN    A    65.223.46.192
tymciuwb.hyxt.whu.com.   IN    A    203.59.71.151
ofmjxqgw.hyxt.whu.com.   IN    A    204.75.232.154
ignlcjou.hyxt.whu.com.   IN    A    182.131.178.135
ngrlxyst.hyxt.whu.com.   IN    A    121.208.254.206
cdbqgkpf.hyxt.whu.com.   IN    A    145.141.81.122
gkadlsom.hyxt.whu.com.   IN    A    95.155.75.76
hyefqvat.hyxt.whu.com.   IN    A    174.188.244.102
qgjwkbfr.hyxt.whu.com.   IN    A    81.172.96.197
jnxdhilr.hyxt.whu.com.   IN    A    236.205.95.148
htcnimyl.hyxt.whu.com.   IN    A    142.108.73.42
lfdstbni.hyxt.whu.com.   IN    A    103.74.128.33
nflgxivm.hyxt.whu.com.   IN    A    154.52.127.98
xprdlaeb.hyxt.whu.com.   IN    A    176.169.111.120
icpranvb.hyxt.whu.com.   IN    A    91.190.180.104
defmqxyv.hyxt.whu.com.   IN    A    66.229.135.61
ayjtnmdc.hyxt.whu.com.   IN    A    112.144.230.247
ovibdfyp.hyxt.whu.com.   IN    A    116.6.13.189
waqycgfx.hyxt.whu.com.   IN    A    46.25.96.214
qnykptmr.hyxt.whu.com.   IN    A    215.197.193.148
mfgdhsbe.hyxt.whu.com.   IN    A    144.31.43.102
ahnmcust.hyxt.whu.com.   IN    A    65.130.207.247
hcipgmdt.hyxt.whu.com.   IN    A    17.136.135.4
ajxrklgn.hyxt.whu.com.   IN    A    143.108.42.176
ucasqmro.hyxt.whu.com.   IN    A    254.61.186.72
runmwlke.hyxt.whu.com.   IN    A    249.34.64.210
fplhjoxg.hyxt.whu.com.   IN    A    112.93.135.108
ouepvtdi.hyxt.whu.com.   IN    A    70.55.230.65
yihcojtw.hyxt.whu.com.   IN    A    52.141.234.112
bpdtueax.hyxt.whu.com.   IN    A    45.156.66.223
jtaxscpu.hyxt.whu.com.   IN    A    251.193.20.47
eyhcqdvm.hyxt.whu.com.   IN    A    230.13.65.48
iadluqor.hyxt.whu.com.   IN    A    26.112.75.148
ojuyfwga.hyxt.whu.com.   IN    A    152.96.157.171
qslpnxfh.hyxt.whu.com.   IN    A    221.226.176.66
xjrftsvd.hyxt.whu.com.   IN    A    161.49.91.135
wuhikabj.hyxt.whu.com.   IN    A    171.165.106.235
imkylqwt.hyxt.whu.com.   IN    A    186.242.104.67
eumvsqib.hyxt.whu.com.   IN    A    132.131.50.152
gidethom.hyxt.whu.com.   IN    A    25.195.25.214
gtcnhdfl.hyxt.whu.com.   IN    A    97.255.188.77
fxkvmytr.hyxt.whu.com.   IN    A    119.54.10.22
hgrwjylo.hyxt.whu.com.   IN    A    17.176.197.199
vrbhasgy.hyxt.whu.com.   IN    A    21.102.170.141
dhwvbngl.hyxt.whu.com.   IN    A    80.244.121.192
sfjxmqpr.hyxt.whu.com.   IN    A    220.183.181.62
jkslpcmd.hyxt.whu.com.   IN    A    133.87.5.7
wrcvqybd.hyxt.whu.com.   IN    A    179.162.255.9
jtkphfin.hyxt.whu.com.   IN    A    88.115.249.243
yfqgtkjm.hyxt.whu.com.   IN    A    29.191.91.126
apoyntrb.hyxt.whu.com.   IN    A    2.235.167.61
nwxrgjhu.hyxt.whu.com.   IN    A    194.242.176.25
tnuepljq.hyxt.whu.com.   IN    A    209.212.152.225
jokiyqrb.hyxt.whu.com.   IN    A    15.136.35.235
laicgysj.hyxt.whu.com.   IN    A    88.93.139.99
ugpcjwrf.hyxt.whu.com.   IN    A    94.218.229.173
rldhaxtu.hyxt.whu.com.   IN    A    149.239.38.39
qvncwiao.hyxt.whu.com.   IN    A    244.99.119.43
bqclyrnf.hyxt.whu.com.   IN    A    54.106.158.73
wghfrdup.hyxt.whu.com.   IN    A    117.48.249.122
kbpinmtl.hyxt.whu.com.   IN    A    210.179.37.225
kisuoltq.hyxt.whu.com.   IN    A    203.18.238.28
opfwlriv.hyxt.whu.com.   IN    A    222.129.61.175
gdhacqop.hyxt.whu.com.   IN    A    185.5.179.219
ajxentvr.hyxt.whu.com.   IN    A    148.91.30.115
chognywa.hyxt.whu.com.   IN    A    101.190.126.135
hysabknj.hyxt.whu.com.   IN    A    107.136.150.78
cghoxdnw.hyxt.whu.com.   IN    A    125.36.86.206
xbfhjcsm.hyxt.whu.com.   IN    A    62.163.215.124
vfwyjrxd.hyxt.whu.com.   IN    A    227.140.11.19
hqsdyrop.hyxt.whu.com.   IN    A    131.192.141.174
cmjqbixy.hyxt.whu.com.   IN    A    255.116.34.198
tyhdbfla.hyxt.whu.com.   IN    A    128.199.184.231
fdeukhib.hyxt.whu.com.   IN    A    173.103.109.106
ltqweskg.hyxt.whu.com.   IN    A    179.134.79.160
jvslgxwn.hyxt.whu.com.   IN    A    119.240.228.129
qcfgxedn.hyxt.whu.com.   IN    A    17.194.180.98
wxdotjya.hyxt.whu.com.   IN    A    132.88.91.88
lyjspqif.hyxt.whu.com.   IN    A    148.206.65.131
uqapxned.hyxt.whu.com.   IN    A    57.235.165.3
rdghyekl.hyxt.whu.com.   IN    A    106.70.6.122
qvemtnjs.hyxt.whu.com.   IN    A    174.179.42.42
otmisugp.hyxt.whu.com.   IN    A    17.192.9.118
yrpnfakd.hyxt.whu.com.   IN    A    247.101.110.36
mflidapc.hyxt.whu.com.   IN    A    89.98.118.181
qypxkbsr.hyxt.whu.com.   IN    A    87.126.84.171
dbqkjrml.hyxt.whu.com.   IN    A    162.190.20.141
ecdlfgva.hyxt.whu.com.   IN    A    249.196.83.14
nbgiqtsj.hyxt.whu.com.   IN    A    18.131.168.223
ociapvhe.hyxt.whu.com.   IN    A    36.204.119.201
dnkqjawc.hyxt.whu.com.   IN    A    73.93.90.28
ixjfwyvs.hyxt.whu.com.   IN    A    73.51.69.3
ofasipuw.hyxt.whu.com.   IN    A    248.170.116.250
vwifmekg.hyxt.whu.com.   IN    A    89.103.249.130
impusojl.hyxt.whu.com.   IN    A    222.145.12.204
hcyagidf.hyxt.whu.com.   IN    A    219.139.81.210
kxaspflj.hyxt.whu.com.   IN    A    40.32.53.41
elawyvkx.hyxt.whu.com.   IN    A    107.109.23.215
ewjhtfqv.hyxt.whu.com.   IN    A    89.224.250.107
bwmvatph.hyxt.whu.com.   IN    A    250.246.252.60
nlxiourq.hyxt.whu.com.   IN    A    76.59.55.95
awvfouyq.hyxt.whu.com.   IN    A    205.122.205.190
msclhjxa.hyxt.whu.com.   IN    A    26.147.242.159
kcvosieg.hyxt.whu.com.   IN    A    245.105.191.37
apygjqkw.hyxt.whu.com.   IN    A    82.51.248.188
aewhibfr.hyxt.whu.com.   IN    A    193.79.8.171
tipsdlgr.hyxt.whu.com.   IN    A    54.111.164.27
tigqsbvy.hyxt.whu.com.   IN    A    232.184.75.76
atvcldnk.hyxt.whu.com.   IN    A    129.175.242.133
tvgaycko.hyxt.whu.com.   IN    A    163.80.231.35
csfgoqlj.hyxt.whu.com.   IN    A    54.24.79.249
fylqpkia.hyxt.whu.com.   IN    A    226.37.168.188
ohcqywpk.hyxt.whu.com.   IN    A    12.235.58.48
nvbghkpw.hyxt.whu.com.   IN    A    152.195.183.80
anjvwmur.hyxt.whu.com.   IN    A    250.182.4.242
skuomchi.hyxt.whu.com.   IN    A    107.213.234.29
oenjwlyq.hyxt.whu.com.   IN    A    236.50.62.61
ohjwsctn.hyxt.whu.com.   IN    A    170.236.138.107
inlguspv.hyxt.whu.com.   IN    A    42.141.175.181
vypkqsug.hyxt.whu.com.   IN    A    9.194.20.84
bycnvojl.hyxt.whu.com.   IN    A    157.76.43.104
arixuogc.hyxt.whu.com.   IN    A    175.203.5.75
gqwrhsbc.hyxt.whu.com.   IN    A    62.9.252.197
wvhdbmji.hyxt.whu.com.   IN    A    246.209.210.33
nqfayohv.hyxt.whu.com.   IN    A    65.164.16.227
fljitmpu.hyxt.whu.com.   IN    A    4.155.77.67
dcouwhki.hyxt.whu.com.   IN    A    88.181.108.82
ribfjvem.hyxt.whu.com.   IN    A    46.14.88.145
uavjoyni.hyxt.whu.com.   IN    A    207.87.252.111
cdqlhpba.hyxt.whu.com.   IN    A    75.40.29.164
gemnfiko.hyxt.whu.com.   IN    A    132.146.113.187
xhlrmvus.hyxt.whu.com.   IN    A    183.63.47.87
xlwabdgt.hyxt.whu.com.   IN    A    163.103.228.198
disfycxv.hyxt.whu.com.   IN    A    121.15.69.189
xmsofbht.hyxt.whu.com.   IN    A    35.158.60.14
aofedvjc.hyxt.whu.com.   IN    A    7.21.5.215
sgvdoexf.hyxt.whu.com.   IN    A    42.159.244.231
hufpbwoa.hyxt.whu.com.   IN    A    209.209.245.23
juwsnmbd.hyxt.whu.com.   IN    A    80.206.194.250
lfdoswkb.hyxt.whu.com.   IN    A    0.69.252.179
okvpeqhf.hyxt.whu.com.   IN    A    39.221.178.55
yijkfsdg.hyxt.whu.com.   IN    A    153.240.250.163
kfmtshcb.hyxt.whu.com.   IN    A    14.98.178.197
bfhoitvm.hyxt.whu.com.   IN    A    96.126.136.1
vwdgtrnx.hyxt.whu.com.   IN    A    13.253.254.26
qxsgpuvn.hyxt.whu.com.   IN    A    222.158.115.253
dfqwpnet.hyxt.whu.com.   IN    A    24.172.227.28
sikdvmxg.hyxt.whu.com.   IN    A    102.83.218.35
txlureac.hyxt.whu.com.   IN    A    222.64.43.189
smifyknw.hyxt.whu.com.   IN    A    152.135.179.255
qfouawcg.hyxt.whu.com.   IN    A    246.106.92.223
bopmgsnv.hyxt.whu.com.   IN    A    226.64.142.206
peumsltc.hyxt.whu.com.   IN    A    218.39.238.195
yipqjfhw.hyxt.whu.com.   IN    A    85.244.19.243
umdovwgy.hyxt.whu.com.   IN    A    119.195.2.47
deqycpji.hyxt.whu.com.   IN    A    17.255.204.90
evgtfonk.hyxt.whu.com.   IN    A    175.106.23.136
hvoeaynr.hyxt.whu.com.   IN    A    179.144.208.68
sqgxhvbl.hyxt.whu.com.   IN    A    117.196.44.12
damfjnic.hyxt.whu.com.   IN    A    51.7.172.130
beqmkopi.hyxt.whu.com.   IN    A    15.61.75.105
ecgunpsf.hyxt.whu.com.   IN    A    158.23.167.112
sqyvxebh.hyxt.whu.com.   IN    A    32.37.234.177
uqtypamd.hyxt.whu.com.   IN    A    249.51.102.135
cuivwptl.hyxt.whu.com.   IN    A    172.146.133.64
ejurtohg.hyxt.whu.com.   IN    A    118.244.177.212
qupcsbai.hyxt.whu.com.   IN    A    217.152.136.63
ybqhsemv.hyxt.whu.com.   IN    A    159.58.146.123
gdhvxwnj.hyxt.whu.com.   IN    A    205.12.15.168
botkjash.hyxt.whu.com.   IN    A    114.63.155.215
ixhycnev.hyxt.whu.com.   IN    A    137.161.187.136
xpukyjsl.hyxt.whu.com.   IN    A    231.154.97.39
tmcwuogx.hyxt.whu.com.   IN    A    249.114.66.228
giletyxd.hyxt.whu.com.   IN    A    75.251.226.59
qfyamrgn.hyxt.whu.com.   IN    A    169.147.171.220
yxmevlar.hyxt.whu.com.   IN    A    147.193.144.60
ajevutsm.hyxt.whu.com.   IN    A    136.213.217.115
lcxqryba.hyxt.whu.com.   IN    A    61.156.118.95
aubtmsij.hyxt.whu.com.   IN    A    237.73.5.68
gwfdqjkr.hyxt.whu.com.   IN    A    148.252.113.34
plsrnqeb.hyxt.whu.com.   IN    A    73.218.14.199
yuxhgmiq.hyxt.whu.com.   IN    A    143.229.190.144
njuxgwma.hyxt.whu.com.   IN    A    236.199.181.67
kagtidbn.hyxt.whu.com.   IN    A    126.170.170.173
xlnctega.hyxt.whu.com.   IN    A    42.4.5.130
pyfmleut.hyxt.whu.com.   IN    A    122.93.32.161
dfolwrcg.hyxt.whu.com.   IN    A    207.102.88.238
viqtjpkw.hyxt.whu.com.   IN    A    39.194.1.124
obslvuny.hyxt.whu.com.   IN    A    138.157.101.8
dpyjecmf.hyxt.whu.com.   IN    A    71.12.78.246
jawcutpv.hyxt.whu.com.   IN    A    125.173.161.245
ycfbesai.hyxt.whu.com.   IN    A    22.140.117.68
tigwbmas.hyxt.whu.com.   IN    A    226.231.47.184
biufgdho.hyxt.whu.com.   IN    A    15.111.111.161
ixynlmgr.hyxt.whu.com.   IN    A    208.230.40.131
bwceuspf.hyxt.whu.com.   IN    A    128.60.138.183
fbhuopml.hyxt.whu.com.   IN    A    98.219.172.213
buhmcvay.hyxt.whu.com.   IN    A    154.105.194.206
dpkvsqui.hyxt.whu.com.   IN    A    122.10.14.235
bxkuhjam.hyxt.whu.com.   IN    A    53.203.13.52
venymtiq.hyxt.whu.com.   IN    A    186.231.112.20
sitajgnd.hyxt.whu.com.   IN    A    184.214.84.34
igsuohtd.hyxt.whu.com.   IN    A    27.38.188.254
mbxysgav.hyxt.whu.com.   IN    A    107.146.182.200
hnmorpge.hyxt.whu.com.   IN    A    65.65.251.90
nmofsxve.hyxt.whu.com.   IN    A    99.253.145.74
kgonmaxr.hyxt.whu.com.   IN    A    209.167.250.138
djoqhamv.hyxt.whu.com.   IN    A    98.229.25.24
ohkymdli.hyxt.whu.com.   IN    A    237.22.191.72
drvgaeup.hyxt.whu.com.   IN    A    253.61.217.53
xbulckvf.hyxt.whu.com.   IN    A    114.158.134.136
lydebqmv.hyxt.whu.com.   IN    A    6.157.55.81
oclvnsip.hyxt.whu.com.   IN    A    24.177.213.220
xyjvbnmq.hyxt.whu.com.   IN    A    76.10.158.195
wlhcorie.hyxt.whu.com.   IN    A    169.86.52.1
eiuowkxp.hyxt.whu.com.   IN    A    42.121.196.13
lamynfwi.hyxt.whu.com.   IN    A    37.93.32.37
lyvsfgwr.hyxt.whu.com.   IN    A    123.72.83.35
ebtujxor.hyxt.whu.com.   IN    A    32.102.84.158
nslovtum.hyxt.whu.com.   IN    A    91.204.207.23
snhaelwq.hyxt.whu.com.   IN    A    176.115.4.153
wnmcyali.hyxt.whu.com.   IN    A    106.226.51.147
ptmblewr.hyxt.whu.com.   IN    A    178.131.246.168
kwumlftj.hyxt.whu.com.   IN    A    220.193.35.102
sjihmvap.hyxt.whu.com.   IN    A    90.203.188.170
kquoanxs.hyxt.whu.com.   IN    A    22.157.49.128
ljduovhq.hyxt.whu.com.   IN    A    37.60.45.67
ifxovypa.hyxt.whu.com.   IN    A    23.155.80.16
dkcogxpe.hyxt.whu.com.   IN    A    245.46.148.78
gyscuxva.hyxt.whu.com.   IN    A    108.23.208.102
rvwogqup.hyxt.whu.com.   IN    A    39.14.207.186
hdpbamfi.hyxt.whu.com.   IN    A    55.111.124.119
xvlodrbq.hyxt.whu.com.   IN    A    111.58.26.36
ydnjprax.hyxt.whu.com.   IN    A    56.200.129.69
dvntyrei.hyxt.whu.com.   IN    A    71.50.117.238
powdqtam.hyxt.whu.com.   IN    A    235.0.95.76
fmcjnbkp.hyxt.whu.com.   IN    A    25.9.175.172
tmicnwfg.hyxt.whu.com.   IN    A    232.24.49.110
bqtcldsh.hyxt.whu.com.   IN    A    19.118.81.202
ftsxjeug.hyxt.whu.com.   IN    A    218.128.91.118
tlxjqdiu.hyxt.whu.com.   IN    A    96.163.121.84
jfqgaknw.hyxt.whu.com.   IN    A    106.201.75.35
vgwtufmi.hyxt.whu.com.   IN    A    30.104.213.60
sceujwoq.hyxt.whu.com.   IN    A    137.237.147.161
dyucpgfe.hyxt.whu.com.   IN    A    184.170.43.130
qlektabp.hyxt.whu.com.   IN    A    51.197.146.168
xldwyuir.hyxt.whu.com.   IN    A    167.53.164.163
vnrtiubl.hyxt.whu.com.   IN    A    131.89.190.227
urysfvkw.hyxt.whu.com.   IN    A    42.7.0.168
htqwxkfc.hyxt.whu.com.   IN    A    181.216.87.11
qkcsmjuh.hyxt.whu.com.   IN    A    102.61.117.113
ocmlurqe.hyxt.whu.com.   IN    A    26.72.99.91
vhelracf.hyxt.whu.com.   IN    A    38.52.32.21
gocnmelf.hyxt.whu.com.   IN    A    1.62.118.29
wisqamcr.hyxt.whu.com.   IN    A    112.232.187.31
vjybwltp.hyxt.whu.com.   IN    A    69.123.152.255
njhtbkxv.hyxt.whu.com.   IN    A    136.144.161.138
jqlkdtbg.hyxt.whu.com.   IN    A    44.28.88.215
fjrplqxu.hyxt.whu.com.   IN    A    41.176.52.95
oiekhcqf.hyxt.whu.com.   IN    A    173.136.223.56
sbrwpjtn.hyxt.whu.com.   IN    A    107.114.52.73
fkjnpglx.hyxt.whu.com.   IN    A    106.176.36.146
lfyjvaxn.hyxt.whu.com.   IN    A    126.59.164.216
ywudkpmq.hyxt.whu.com.   IN    A    32.177.233.228
eyaqjlfc.hyxt.whu.com.   IN    A    28.77.101.94
bgsldwoq.hyxt.whu.com.   IN    A    129.74.40.10
eyjicdot.hyxt.whu.com.   IN    A    239.197.205.109
imaujgfh.hyxt.whu.com.   IN    A    137.27.225.54
iucvxewr.hyxt.whu.com.   IN    A    184.215.255.110
lsacrhge.hyxt.whu.com.   IN    A    100.16.65.103
lmgbyxvq.hyxt.whu.com.   IN    A    9.71.101.73
qwdhlbue.hyxt.whu.com.   IN    A    121.160.144.53
fbnhleyw.hyxt.whu.com.   IN    A    147.154.93.30
spcbtdqi.hyxt.whu.com.   IN    A    214.16.105.185
gvpesknj.hyxt.whu.com.   IN    A    84.246.230.11
qurvytho.hyxt.whu.com.   IN    A    11.223.232.19
nmtcoiks.hyxt.whu.com.   IN    A    157.80.202.159
osmgeqnu.hyxt.whu.com.   IN    A    41.234.138.124
efbhktuw.hyxt.whu.com.   IN    A    194.49.9.13
ulrmhsty.hyxt.whu.com.   IN    A    182.132.196.51
akyvdtxp.hyxt.whu.com.   IN    A    230.10.249.88
ldwugnqm.hyxt.whu.com.   IN    A    218.124.161.4
kchqlmaw.hyxt.whu.com.   IN    A    14.252.157.99
xejmuiwd.hyxt.whu.com.   IN    A    223.6.22.221
wdtygrvj.hyxt.whu.com.   IN    A    19.209.134.14
nygpjtsd.hyxt.whu.com.   IN    A    95.211.110.117
ngfxqpjl.hyxt.whu.com.   IN    A    214.226.2.9
lymsdbtw.hyxt.whu.com.   IN    A    55.33.99.72
ydrabvxs.hyxt.whu.com.   IN    A    112.188.31.40
pxksvugr.hyxt.whu.com.   IN    A    58.59.65.2
irdfjbwa.hyxt.whu.com.   IN    A    14.69.226.125
ktvxpsrl.hyxt.whu.com.   IN    A    172.240.134.57
hsotrikw.hyxt.whu.com.   IN    A    160.40.147.216
budpsxnr.hyxt.whu.com.   IN    A    196.57.43.149
ioljqctn.hyxt.whu.com.   IN    A    2.15.191.23
fhkvslxw.hyxt.whu.com.   IN    A    197.226.21.147
rpjibyuc.hyxt.whu.com.   IN    A    144.99.38.37
vtmjcuyo.hyxt.whu.com.   IN    A    51.60.127.167
nqgukfyj.hyxt.whu.com.   IN    A    82.59.117.156
tcherjop.hyxt.whu.com.   IN    A    180.119.133.30
qunsdfxe.hyxt.whu.com.   IN    A    161.159.201.246
mrpxuhlo.hyxt.whu.com.   IN    A    158.210.221.110
puhqiwvg.hyxt.whu.com.   IN    A    54.148.238.134
ipvwugel.hyxt.whu.com.   IN    A    42.144.119.12
gfyvnhwk.hyxt.whu.com.   IN    A    193.42.139.127
smrgbxhl.hyxt.whu.com.   IN    A    83.75.81.53
hoeribsx.hyxt.whu.com.   IN    A    75.203.25.82
bvudiwmt.hyxt.whu.com.   IN    A    167.248.50.253
oqrhmjew.hyxt.whu.com.   IN    A    27.10.2.161
ulrktsbc.hyxt.whu.com.   IN    A    227.12.228.157
sixnykfb.hyxt.whu.com.   IN    A    82.231.217.50
rncmyvwl.hyxt.whu.com.   IN    A    34.176.38.211
hmxqvpot.hyxt.whu.com.   IN    A    248.109.243.131
xhpbqvrg.hyxt.whu.com.   IN    A    24.57.255.18
agyqnowt.hyxt.whu.com.   IN    A    174.206.6.24
pgaewunq.hyxt.whu.com.   IN    A    110.78.8.226
phvixodr.hyxt.whu.com.   IN    A    72.128.237.83
cylwvjmh.hyxt.whu.com.   IN    A    145.76.155.102
qtsevrnc.hyxt.whu.com.   IN    A    254.219.144.20
qdjufamn.hyxt.whu.com.   IN    A    191.7.126.154
tlogeaxr.hyxt.whu.com.   IN    A    45.189.157.24
vwiabmrs.hyxt.whu.com.   IN    A    10.189.224.30
dfoewjms.hyxt.whu.com.   IN    A    72.141.172.121
gwflvypi.hyxt.whu.com.   IN    A    82.133.117.70
xyewkqvs.hyxt.whu.com.   IN    A    138.101.192.191
gdwbqjxl.hyxt.whu.com.   IN    A    84.239.6.176
gcrxaute.hyxt.whu.com.   IN    A    18.59.238.13
pnmgvjeu.hyxt.whu.com.   IN    A    2.121.162.234
axishkmu.hyxt.whu.com.   IN    A    183.96.143.229
ksjbpmcu.hyxt.whu.com.   IN    A    87.59.140.237
jiagdpro.hyxt.whu.com.   IN    A    148.200.185.19
foythvwc.hyxt.whu.com.   IN    A    64.195.21.68
skvayeqg.hyxt.whu.com.   IN    A    53.213.240.55
kihgmcdn.hyxt.whu.com.   IN    A    201.231.138.80
nsldchau.hyxt.whu.com.   IN    A    8.149.232.171
kfxbmgpn.hyxt.whu.com.   IN    A    108.85.1.217
qxcnwiyp.hyxt.whu.com.   IN    A    62.101.175.85
ubfenila.hyxt.whu.com.   IN    A    146.39.81.135
cnodamjs.hyxt.whu.com.   IN    A    173.21.107.110
vejofdic.hyxt.whu.com.   IN    A    248.181.37.252
fyjrvgud.hyxt.whu.com.   IN    A    133.13.64.38
xijbglsc.hyxt.whu.com.   IN    A    126.47.221.121
etcdksvw.hyxt.whu.com.   IN    A    148.9.215.132
vfnircjq.hyxt.whu.com.   IN    A    143.210.7.52
ymjcbnah.hyxt.whu.com.   IN    A    1.73.96.115
kpysvxcn.hyxt.whu.com.   IN    A    51.116.127.252
jocaqlfw.hyxt.whu.com.   IN    A    82.104.1.141
haetijlm.hyxt.whu.com.   IN    A    151.9.79.79
gbcitxnd.hyxt.whu.com.   IN    A    71.66.233.67
ahjslekt.hyxt.whu.com.   IN    A    75.187.155.127
hlicndqu.hyxt.whu.com.   IN    A    40.234.209.233
apdjrbqc.hyxt.whu.com.   IN    A    122.195.69.32
qpembnkx.hyxt.whu.com.   IN    A    45.64.126.17
oxvsymqk.hyxt.whu.com.   IN    A    176.205.118.39
hwkilpvj.hyxt.whu.com.   IN    A    161.162.152.64
cwfgqsml.hyxt.whu.com.   IN    A    91.199.37.121
luofjbti.hyxt.whu.com.   IN    A    224.178.64.50
akxdlwji.hyxt.whu.com.   IN    A    55.110.130.207
xpnwfkbg.hyxt.whu.com.   IN    A    249.164.19.123
lwrhqyia.hyxt.whu.com.   IN    A    231.40.171.93
wosjqvkm.hyxt.whu.com.   IN    A    29.212.107.117
pkgevyxi.hyxt.whu.com.   IN    A    217.78.182.33
gcsbviry.hyxt.whu.com.   IN    A    12.98.122.228
voaklcfg.hyxt.whu.com.   IN    A    203.225.188.141
gmdevanw.hyxt.whu.com.   IN    A    57.58.188.223
cqwuoxts.hyxt.whu.com.   IN    A    74.215.139.177
dqbfpuhy.hyxt.whu.com.   IN    A    102.187.34.180
dtvlyuoa.hyxt.whu.com.   IN    A    207.127.83.161
tanwrofb.hyxt.whu.com.   IN    A    104.203.139.95
xiqugjby.hyxt.whu.com.   IN    A    246.59.40.210
ewijnogd.hyxt.whu.com.   IN    A    82.48.207.186
rvltuohd.hyxt.whu.com.   IN    A    14.69.244.34
dblsyexq.hyxt.whu.com.   IN    A    124.111.92.223
qubmwvxy.hyxt.whu.com.   IN    A    117.54.180.246
jigflocs.hyxt.whu.com.   IN    A    132.108.12.125
euqpwvrl.hyxt.whu.com.   IN    A    62.110.46.184
avlprqun.hyxt.whu.com.   IN    A    77.52.15.255
wutnvxkj.hyxt.whu.com.   IN    A    71.145.137.14
ekahvjlq.hyxt.whu.com.   IN    A    161.135.89.183
lqgfpoat.hyxt.whu.com.   IN    A    251.189.82.214
scyngrft.hyxt.whu.com.   IN    A    231.35.106.105
vibywfsg.hyxt.whu.com.   IN    A    139.214.189.79
skxcgyad.hyxt.whu.com.   IN    A    190.42.147.23
elwprbyn.hyxt.whu.com.   IN    A    184.109.35.206
pavbrwfo.hyxt.whu.com.   IN    A    141.21.167.203
sufoadyb.hyxt.whu.com.   IN    A    160.197.218.189
plrkwuvy.hyxt.whu.com.   IN    A    162.155.108.65
rupkoglm.hyxt.whu.com.   IN    A    33.107.75.233
etykqgvf.hyxt.whu.com.   IN    A    202.207.27.21
rpeyhojt.hyxt.whu.com.   IN    A    157.16.70.139
ysfopved.hyxt.whu.com.   IN    A    45.16.214.5
dcmrpjsx.hyxt.whu.com.   IN    A    66.73.74.194
xputifdq.hyxt.whu.com.   IN    A    110.67.54.0
oftynhap.hyxt.whu.com.   IN    A    146.61.172.153
bkonwlix.hyxt.whu.com.   IN    A    75.154.74.229
koxfmybd.hyxt.whu.com.   IN    A    65.198.163.182
haylusfn.hyxt.whu.com.   IN    A    190.48.136.208
hgvdwfbs.hyxt.whu.com.   IN    A    190.175.249.194
bcdtiosp.hyxt.whu.com.   IN    A    91.34.115.134
ifmqcaxj.hyxt.whu.com.   IN    A    97.160.156.165
pjenvwgt.hyxt.whu.com.   IN    A    220.163.20.92
bewdqnho.hyxt.whu.com.   IN    A    187.16.20.72
meygfobt.hyxt.whu.com.   IN    A    199.120.179.253
ulnjhtaf.hyxt.whu.com.   IN    A    179.10.112.115
tfsvnoxu.hyxt.whu.com.   IN    A    130.145.64.179
squjndgv.hyxt.whu.com.   IN    A    242.27.127.198
csxeldog.hyxt.whu.com.   IN    A    223.139.35.112
visagbpm.hyxt.whu.com.   IN    A    129.127.203.250
nvjohrlb.hyxt.whu.com.   IN    A    143.103.213.120
opirfgvs.hyxt.whu.com.   IN    A    110.203.26.48
gwnlcfta.hyxt.whu.com.   IN    A    146.18.88.124
qleoysvp.hyxt.whu.com.   IN    A    214.239.186.119
fuaneisy.hyxt.whu.com.   IN    A    65.108.29.38
gebocrwl.hyxt.whu.com.   IN    A    22.242.237.116
wtuyclnb.hyxt.whu.com.   IN    A    77.73.88.82
lkvnqfgd.hyxt.whu.com.   IN    A    126.219.209.228
dagrwuts.hyxt.whu.com.   IN    A    162.116.83.156
qgmufsdx.hyxt.whu.com.   IN    A    157.5.130.22
fbnthyml.hyxt.whu.com.   IN    A    140.116.179.38
xcehfgul.hyxt.whu.com.   IN    A    80.253.233.103
donamvbi.hyxt.whu.com.   IN    A    207.214.39.30
ewobdxui.hyxt.whu.com.   IN    A    141.222.67.241
fahnktce.hyxt.whu.com.   IN    A    145.148.28.208
grjnhslf.hyxt.whu.com.   IN    A    244.141.52.19
udfsypwb.hyxt.whu.com.   IN    A    201.158.75.206
