www.lzu.com. 	14400	IN	SOA	ns1.www.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
www.lzu.com.		    IN	NS ns1.www.lzu.com.
awltdrup.www.lzu.com.    IN    A    123.59.223.55
jagxkuve.www.lzu.com.    IN    A    111.96.189.183
olymsdpa.www.lzu.com.    IN    A    69.244.218.13
pfeidobk.www.lzu.com.    IN    A    133.172.59.107
ipxajnhc.www.lzu.com.    IN    A    128.212.4.16
cfbmsovk.www.lzu.com.    IN    A    53.69.154.76
sgxvnbla.www.lzu.com.    IN    A    236.118.157.8
oernwqhg.www.lzu.com.    IN    A    223.172.79.167
ytihbpag.www.lzu.com.    IN    A    80.108.60.31
lpkydaro.www.lzu.com.    IN    A    153.87.23.88
ashuycie.www.lzu.com.    IN    A    240.61.70.63
husbdyox.www.lzu.com.    IN    A    192.1.119.107
ykwphlqi.www.lzu.com.    IN    A    219.78.87.137
vlsmxrbw.www.lzu.com.    IN    A    225.179.8.81
tbecxafv.www.lzu.com.    IN    A    3.174.173.75
pofmdghv.www.lzu.com.    IN    A    30.38.105.177
qcehnwpj.www.lzu.com.    IN    A    66.103.0.13
yscdhgne.www.lzu.com.    IN    A    28.239.181.8
dgxutskv.www.lzu.com.    IN    A    55.97.158.167
hbkapyxn.www.lzu.com.    IN    A    170.160.90.195
edwuoyns.www.lzu.com.    IN    A    231.167.16.26
pilefjum.www.lzu.com.    IN    A    252.73.53.238
bnwektls.www.lzu.com.    IN    A    66.25.209.3
tyscrauf.www.lzu.com.    IN    A    55.173.28.137
onbavtjs.www.lzu.com.    IN    A    122.102.227.171
vyerfcmo.www.lzu.com.    IN    A    161.64.46.4
giwlhumn.www.lzu.com.    IN    A    52.105.243.23
rabmuyji.www.lzu.com.    IN    A    155.201.135.224
omlkaryg.www.lzu.com.    IN    A    60.30.93.79
dhyxiesw.www.lzu.com.    IN    A    253.216.151.246
idbqhogv.www.lzu.com.    IN    A    115.36.8.135
hcdjwkgx.www.lzu.com.    IN    A    81.45.90.66
jpayvcoq.www.lzu.com.    IN    A    92.3.34.54
hjmvbgkt.www.lzu.com.    IN    A    65.63.234.64
luadpxkw.www.lzu.com.    IN    A    28.239.153.144
kuyqejtn.www.lzu.com.    IN    A    122.149.252.138
ydikfewh.www.lzu.com.    IN    A    210.108.175.166
ufyjcneg.www.lzu.com.    IN    A    11.58.144.96
jnvlqftg.www.lzu.com.    IN    A    38.251.20.248
xipqjflv.www.lzu.com.    IN    A    246.217.227.226
tqbcemna.www.lzu.com.    IN    A    55.73.82.65
ahgbxewf.www.lzu.com.    IN    A    54.14.190.243
pwthdaqe.www.lzu.com.    IN    A    143.4.198.41
dmuhrtkf.www.lzu.com.    IN    A    132.59.99.63
sgvxbldy.www.lzu.com.    IN    A    196.239.163.23
yqfbsxwg.www.lzu.com.    IN    A    93.23.215.234
xqeyjmgp.www.lzu.com.    IN    A    23.149.168.185
avunqywb.www.lzu.com.    IN    A    152.190.93.20
wgbermdc.www.lzu.com.    IN    A    87.49.14.211
epybfruv.www.lzu.com.    IN    A    199.144.169.255
ohpydave.www.lzu.com.    IN    A    189.60.246.153
bwhxtsjc.www.lzu.com.    IN    A    27.101.204.188
preiqofd.www.lzu.com.    IN    A    181.142.34.170
lsvpbwmn.www.lzu.com.    IN    A    10.16.220.74
lkogrjhd.www.lzu.com.    IN    A    65.141.38.53
rsthgiky.www.lzu.com.    IN    A    23.216.137.23
kvnctwfh.www.lzu.com.    IN    A    235.60.77.66
hsluyofm.www.lzu.com.    IN    A    131.66.114.43
limjawof.www.lzu.com.    IN    A    133.229.245.208
ptrjwydl.www.lzu.com.    IN    A    233.165.49.150
sdjwkeyh.www.lzu.com.    IN    A    181.44.59.134
tqbjrumo.www.lzu.com.    IN    A    59.114.30.10
xyceuito.www.lzu.com.    IN    A    79.125.214.243
vmjlcyuo.www.lzu.com.    IN    A    215.226.224.155
vnegashd.www.lzu.com.    IN    A    109.83.96.39
cnqetuko.www.lzu.com.    IN    A    145.67.8.191
gbhemuxn.www.lzu.com.    IN    A    171.237.43.27
dlxctpug.www.lzu.com.    IN    A    211.150.96.87
abtgkcjs.www.lzu.com.    IN    A    174.27.111.121
yjusakxm.www.lzu.com.    IN    A    205.129.125.51
ctfbldyv.www.lzu.com.    IN    A    195.118.131.41
luyhspxv.www.lzu.com.    IN    A    82.166.166.26
rivbajhu.www.lzu.com.    IN    A    196.225.254.194
ibgtvawx.www.lzu.com.    IN    A    65.148.182.235
ivngxwhd.www.lzu.com.    IN    A    37.19.82.220
bwvaojlx.www.lzu.com.    IN    A    108.104.171.19
nqgofxsv.www.lzu.com.    IN    A    193.254.61.200
mwkcxlta.www.lzu.com.    IN    A    155.116.141.190
itknscbv.www.lzu.com.    IN    A    154.192.21.47
ijxsklgb.www.lzu.com.    IN    A    82.221.128.229
cirxdvjh.www.lzu.com.    IN    A    59.112.47.8
fdwyunle.www.lzu.com.    IN    A    167.147.136.79
jaxuqkof.www.lzu.com.    IN    A    167.158.137.213
dvwgqkjn.www.lzu.com.    IN    A    83.190.69.144
elrpqcxa.www.lzu.com.    IN    A    86.85.139.191
srubmjgk.www.lzu.com.    IN    A    16.177.62.87
suoyblxv.www.lzu.com.    IN    A    127.40.13.20
akhyrvdq.www.lzu.com.    IN    A    66.241.128.59
kljgyoei.www.lzu.com.    IN    A    153.248.238.156
mhfxbckr.www.lzu.com.    IN    A    13.159.189.224
njuxkcyg.www.lzu.com.    IN    A    137.88.193.125
kcvsbjox.www.lzu.com.    IN    A    235.130.175.185
mwtvxlin.www.lzu.com.    IN    A    15.171.243.198
elgdkbvo.www.lzu.com.    IN    A    33.79.205.189
ghnxmlie.www.lzu.com.    IN    A    92.204.53.119
bekdpxvo.www.lzu.com.    IN    A    207.111.46.21
tygadnov.www.lzu.com.    IN    A    77.53.110.123
qyfdbowv.www.lzu.com.    IN    A    64.236.76.24
dgqrupwm.www.lzu.com.    IN    A    162.10.94.188
biougftc.www.lzu.com.    IN    A    242.241.178.150
ocjwevxl.www.lzu.com.    IN    A    117.5.151.247
fejrgtws.www.lzu.com.    IN    A    43.242.211.85
moplkyju.www.lzu.com.    IN    A    196.199.236.250
kqgvbymi.www.lzu.com.    IN    A    35.244.192.106
vlmjwhks.www.lzu.com.    IN    A    227.145.67.42
bsgnjudy.www.lzu.com.    IN    A    222.210.144.243
smcnqket.www.lzu.com.    IN    A    224.126.54.221
jmqprasw.www.lzu.com.    IN    A    83.148.217.122
hrxnqivt.www.lzu.com.    IN    A    105.186.21.121
qjvcwenh.www.lzu.com.    IN    A    221.88.134.84
densguxw.www.lzu.com.    IN    A    156.107.197.28
rbqodtim.www.lzu.com.    IN    A    33.132.157.92
wkptxfeo.www.lzu.com.    IN    A    141.222.129.23
kuohqfac.www.lzu.com.    IN    A    24.149.129.50
pjbyewfm.www.lzu.com.    IN    A    1.232.134.21
trkxcndv.www.lzu.com.    IN    A    191.170.218.103
nidfupra.www.lzu.com.    IN    A    97.43.47.182
sgencumh.www.lzu.com.    IN    A    24.18.172.33
ahkwpxrv.www.lzu.com.    IN    A    61.176.184.249
qkcplysr.www.lzu.com.    IN    A    39.74.130.45
ryqsvjan.www.lzu.com.    IN    A    109.102.229.182
ryoxltvm.www.lzu.com.    IN    A    57.15.93.233
pwneklbg.www.lzu.com.    IN    A    249.15.85.145
nyaeuscp.www.lzu.com.    IN    A    38.99.47.213
jxpeiutd.www.lzu.com.    IN    A    98.105.13.1
cpyhnqkt.www.lzu.com.    IN    A    189.140.84.22
txyodrsq.www.lzu.com.    IN    A    139.29.212.252
cjanrosq.www.lzu.com.    IN    A    65.25.172.220
cskbmahu.www.lzu.com.    IN    A    101.56.238.197
frlmcbda.www.lzu.com.    IN    A    195.133.154.71
sivkactu.www.lzu.com.    IN    A    131.209.45.205
yoqneims.www.lzu.com.    IN    A    56.73.131.186
dchfkquw.www.lzu.com.    IN    A    209.190.231.244
rvhniofa.www.lzu.com.    IN    A    107.163.82.165
lrmuvgxh.www.lzu.com.    IN    A    241.98.231.114
awonsbcl.www.lzu.com.    IN    A    128.148.28.246
oyxbvnsc.www.lzu.com.    IN    A    35.199.239.122
fginmhjc.www.lzu.com.    IN    A    39.192.168.20
mraodnxs.www.lzu.com.    IN    A    251.1.63.210
hqeijgof.www.lzu.com.    IN    A    30.161.168.210
qdtvbonm.www.lzu.com.    IN    A    12.157.99.62
jodybceg.www.lzu.com.    IN    A    136.55.248.86
saehurvg.www.lzu.com.    IN    A    3.207.232.75
sbixtelh.www.lzu.com.    IN    A    44.120.98.93
vknhspby.www.lzu.com.    IN    A    217.196.12.233
xaljebmk.www.lzu.com.    IN    A    157.213.103.98
hvdctxrn.www.lzu.com.    IN    A    187.179.24.155
rlepanou.www.lzu.com.    IN    A    226.10.48.145
vcbfldhr.www.lzu.com.    IN    A    117.19.176.181
edjsmcyi.www.lzu.com.    IN    A    120.203.189.245
nkmvgbhy.www.lzu.com.    IN    A    209.0.129.28
ingedoqt.www.lzu.com.    IN    A    29.148.22.242
gpudjivw.www.lzu.com.    IN    A    100.89.188.98
espucthi.www.lzu.com.    IN    A    50.89.146.118
abxlpcwh.www.lzu.com.    IN    A    25.110.100.48
liakdmoq.www.lzu.com.    IN    A    69.102.235.82
esavwjyu.www.lzu.com.    IN    A    4.153.213.132
oskdetbr.www.lzu.com.    IN    A    248.199.73.106
unprwydo.www.lzu.com.    IN    A    214.247.0.67
qmbynurd.www.lzu.com.    IN    A    69.210.18.27
rbgxtoqc.www.lzu.com.    IN    A    148.71.236.142
yubntqol.www.lzu.com.    IN    A    65.181.202.237
krgqayco.www.lzu.com.    IN    A    215.20.160.92
ipykmgsf.www.lzu.com.    IN    A    150.113.29.0
sewaxuil.www.lzu.com.    IN    A    16.82.39.175
vnsphjrg.www.lzu.com.    IN    A    96.42.23.218
hsjgaeir.www.lzu.com.    IN    A    157.0.23.42
adolbhef.www.lzu.com.    IN    A    140.186.238.17
jusqcrft.www.lzu.com.    IN    A    254.177.30.28
msxdpqal.www.lzu.com.    IN    A    65.104.11.230
wnlbxksg.www.lzu.com.    IN    A    135.157.194.160
rtjxegsq.www.lzu.com.    IN    A    212.181.65.62
mjudyisa.www.lzu.com.    IN    A    26.138.246.22
shgcvuem.www.lzu.com.    IN    A    210.212.214.50
bgniorlp.www.lzu.com.    IN    A    63.23.125.150
ixnyeglb.www.lzu.com.    IN    A    93.59.119.56
xhlijenp.www.lzu.com.    IN    A    28.106.184.132
bwiyavem.www.lzu.com.    IN    A    188.4.166.181
pemhdsni.www.lzu.com.    IN    A    134.240.63.226
ymaqelpf.www.lzu.com.    IN    A    224.43.75.99
tfbmxcoj.www.lzu.com.    IN    A    169.142.109.133
lcysuben.www.lzu.com.    IN    A    247.158.156.224
tuikmlpg.www.lzu.com.    IN    A    216.242.123.203
ilmcdgkv.www.lzu.com.    IN    A    231.67.197.9
edpqruhw.www.lzu.com.    IN    A    2.123.175.58
kogjbswr.www.lzu.com.    IN    A    245.165.227.37
vockrjph.www.lzu.com.    IN    A    170.115.98.135
jlxktwru.www.lzu.com.    IN    A    234.157.160.7
pievudbl.www.lzu.com.    IN    A    35.148.50.234
sodwentb.www.lzu.com.    IN    A    68.242.38.132
evfjtrbp.www.lzu.com.    IN    A    157.120.65.36
deurjqpv.www.lzu.com.    IN    A    53.5.35.208
qgokwlci.www.lzu.com.    IN    A    196.108.181.206
smdxegqk.www.lzu.com.    IN    A    122.1.255.64
liasfvqr.www.lzu.com.    IN    A    94.0.31.159
vmiodwtn.www.lzu.com.    IN    A    7.150.135.98
mftqxjbe.www.lzu.com.    IN    A    41.229.171.223
vcothlqf.www.lzu.com.    IN    A    167.52.8.3
ujdtwqls.www.lzu.com.    IN    A    200.11.104.141
wytdpfsq.www.lzu.com.    IN    A    69.25.191.251
nuqagclp.www.lzu.com.    IN    A    149.4.43.232
pgjilfvu.www.lzu.com.    IN    A    224.1.24.60
taeiywrb.www.lzu.com.    IN    A    218.171.0.76
sywvbnre.www.lzu.com.    IN    A    192.110.12.197
slwrcetb.www.lzu.com.    IN    A    210.178.234.80
nblhtqfi.www.lzu.com.    IN    A    0.162.155.207
etgbkudl.www.lzu.com.    IN    A    25.246.98.97
atbjnpcq.www.lzu.com.    IN    A    73.42.254.129
fxyuqlsw.www.lzu.com.    IN    A    228.171.87.101
fscxqinw.www.lzu.com.    IN    A    37.111.56.103
gbclxwep.www.lzu.com.    IN    A    7.100.148.24
eutkyohj.www.lzu.com.    IN    A    148.233.181.111
rjxqkvsm.www.lzu.com.    IN    A    62.62.0.250
yroebtwd.www.lzu.com.    IN    A    47.225.42.111
yhgbqlst.www.lzu.com.    IN    A    22.223.68.150
kidmcsgf.www.lzu.com.    IN    A    50.229.72.128
vuclixtj.www.lzu.com.    IN    A    81.161.129.101
tlykejpr.www.lzu.com.    IN    A    93.245.60.128
odfvygmq.www.lzu.com.    IN    A    52.26.147.239
iqcfwohg.www.lzu.com.    IN    A    64.75.89.161
gdkqyeim.www.lzu.com.    IN    A    168.23.241.174
rjnhdaek.www.lzu.com.    IN    A    98.111.20.98
yghikmvn.www.lzu.com.    IN    A    67.3.199.205
oytukvdw.www.lzu.com.    IN    A    193.14.2.164
qtxgwoks.www.lzu.com.    IN    A    115.185.21.164
crqasbid.www.lzu.com.    IN    A    115.115.126.193
uefslptj.www.lzu.com.    IN    A    52.240.70.247
yexmkpvb.www.lzu.com.    IN    A    25.2.192.84
txwudyvc.www.lzu.com.    IN    A    96.10.63.129
mdnicybj.www.lzu.com.    IN    A    210.7.4.73
sgxbnhcu.www.lzu.com.    IN    A    158.245.137.179
pmnihfex.www.lzu.com.    IN    A    240.236.38.48
cadgmebk.www.lzu.com.    IN    A    24.38.235.224
dqlungpk.www.lzu.com.    IN    A    36.175.204.61
finktcqe.www.lzu.com.    IN    A    179.73.218.102
jtrbgcyd.www.lzu.com.    IN    A    112.76.191.60
sthdbxwf.www.lzu.com.    IN    A    254.192.158.157
lwqpxoyj.www.lzu.com.    IN    A    75.218.115.131
vstlcfna.www.lzu.com.    IN    A    133.184.156.79
wdghliqu.www.lzu.com.    IN    A    101.225.127.134
ilnpecuq.www.lzu.com.    IN    A    80.77.148.233
ftmkdcjp.www.lzu.com.    IN    A    228.166.221.236
vdplastf.www.lzu.com.    IN    A    208.104.106.95
eainjbkt.www.lzu.com.    IN    A    26.245.2.174
bitjrkne.www.lzu.com.    IN    A    47.206.24.91
dsemtlgv.www.lzu.com.    IN    A    76.182.173.112
ofbicarj.www.lzu.com.    IN    A    53.19.8.236
mctauhve.www.lzu.com.    IN    A    155.153.74.210
agqwbuhl.www.lzu.com.    IN    A    42.168.92.213
hidsovun.www.lzu.com.    IN    A    108.130.151.52
tmbeaykg.www.lzu.com.    IN    A    95.137.254.89
gwhebjuf.www.lzu.com.    IN    A    193.62.79.45
yhowbxqs.www.lzu.com.    IN    A    54.54.182.220
extblram.www.lzu.com.    IN    A    5.139.206.206
xsvqcpnf.www.lzu.com.    IN    A    170.150.183.19
btvucmae.www.lzu.com.    IN    A    16.62.115.86
xbhvluns.www.lzu.com.    IN    A    53.45.171.92
vyrgajcs.www.lzu.com.    IN    A    224.213.78.242
adcypbnm.www.lzu.com.    IN    A    184.201.160.192
afwesimp.www.lzu.com.    IN    A    209.196.39.174
pokdqcnx.www.lzu.com.    IN    A    106.157.144.143
oeslypqu.www.lzu.com.    IN    A    58.207.42.123
eyqfxvdm.www.lzu.com.    IN    A    146.170.55.134
cxtaipsr.www.lzu.com.    IN    A    194.227.26.2
xsokurej.www.lzu.com.    IN    A    169.101.1.116
advsixkw.www.lzu.com.    IN    A    42.75.253.65
rtfgohix.www.lzu.com.    IN    A    14.194.41.249
flvybpjh.www.lzu.com.    IN    A    92.119.59.184
xbfgamvj.www.lzu.com.    IN    A    131.220.2.248
xujhavmr.www.lzu.com.    IN    A    51.61.229.22
rhysukpf.www.lzu.com.    IN    A    37.66.213.31
eakjygbi.www.lzu.com.    IN    A    21.196.131.170
fyskucbn.www.lzu.com.    IN    A    44.113.177.208
euhsaxfv.www.lzu.com.    IN    A    217.180.71.212
ghubofrw.www.lzu.com.    IN    A    196.173.35.236
exaqvyfs.www.lzu.com.    IN    A    59.4.202.233
stiwmfxa.www.lzu.com.    IN    A    131.233.208.201
bfpkgtqd.www.lzu.com.    IN    A    243.244.174.242
mrgolifn.www.lzu.com.    IN    A    221.35.0.163
rcykwmfo.www.lzu.com.    IN    A    118.26.157.2
psufklrq.www.lzu.com.    IN    A    30.110.64.57
uwmlibxt.www.lzu.com.    IN    A    153.40.127.234
drcotvin.www.lzu.com.    IN    A    220.68.45.89
ebcgfoyk.www.lzu.com.    IN    A    22.136.123.72
dgjmhkbr.www.lzu.com.    IN    A    124.202.148.155
wldkqjbo.www.lzu.com.    IN    A    130.121.23.123
afqymots.www.lzu.com.    IN    A    49.48.140.150
npeidacb.www.lzu.com.    IN    A    27.109.66.15
pmitsgdn.www.lzu.com.    IN    A    229.224.165.197
hkdpyuqj.www.lzu.com.    IN    A    66.133.223.124
oivfaqkc.www.lzu.com.    IN    A    254.164.36.157
hfpdlikc.www.lzu.com.    IN    A    77.250.139.74
iwfskxcg.www.lzu.com.    IN    A    107.160.157.102
fbamklwt.www.lzu.com.    IN    A    67.95.128.122
jpmwbxed.www.lzu.com.    IN    A    56.83.23.83
esijhxvu.www.lzu.com.    IN    A    228.68.114.43
gnptjyba.www.lzu.com.    IN    A    100.217.102.53
wlicasyg.www.lzu.com.    IN    A    88.94.185.57
ruamgqbn.www.lzu.com.    IN    A    230.60.219.68
hjrmgtnp.www.lzu.com.    IN    A    35.216.177.3
feilwbva.www.lzu.com.    IN    A    104.131.187.93
mgfjckbt.www.lzu.com.    IN    A    62.57.53.184
kfranpqu.www.lzu.com.    IN    A    32.230.31.39
dslcxrvh.www.lzu.com.    IN    A    139.34.171.25
qgxklsnt.www.lzu.com.    IN    A    11.189.211.60
asomlfbd.www.lzu.com.    IN    A    19.167.149.117
uoypcxjl.www.lzu.com.    IN    A    249.142.240.139
pcrhvusn.www.lzu.com.    IN    A    221.22.237.23
wtjsfahr.www.lzu.com.    IN    A    33.68.158.53
avlnqtmp.www.lzu.com.    IN    A    134.22.46.193
wfomsbud.www.lzu.com.    IN    A    86.93.57.213
xviqfuys.www.lzu.com.    IN    A    21.98.10.223
bvdqsxuh.www.lzu.com.    IN    A    129.26.215.73
yhmsfxuv.www.lzu.com.    IN    A    63.171.36.152
rwhpsafq.www.lzu.com.    IN    A    225.196.19.190
hqnplkyb.www.lzu.com.    IN    A    162.214.73.240
cwnxirht.www.lzu.com.    IN    A    247.105.208.234
nyjtcfba.www.lzu.com.    IN    A    149.37.219.186
nxkcajtm.www.lzu.com.    IN    A    128.234.122.225
cljyrkto.www.lzu.com.    IN    A    72.21.72.77
haompynd.www.lzu.com.    IN    A    127.42.96.154
ilwrfypv.www.lzu.com.    IN    A    195.133.74.168
dmfgtojn.www.lzu.com.    IN    A    244.93.142.208
yoarscik.www.lzu.com.    IN    A    178.109.189.156
mobduhke.www.lzu.com.    IN    A    41.225.172.35
wdgcxrme.www.lzu.com.    IN    A    133.103.182.20
tinbkhxa.www.lzu.com.    IN    A    235.220.121.77
yxwgchul.www.lzu.com.    IN    A    138.147.98.170
vwjeqpcr.www.lzu.com.    IN    A    48.24.30.221
semqgyla.www.lzu.com.    IN    A    144.238.195.19
yxbrghqp.www.lzu.com.    IN    A    104.119.50.4
oijbyhtx.www.lzu.com.    IN    A    186.65.87.96
aduiljfm.www.lzu.com.    IN    A    133.13.45.141
xghowjyb.www.lzu.com.    IN    A    245.122.215.172
ivuejbtm.www.lzu.com.    IN    A    140.71.75.175
gcwyiobl.www.lzu.com.    IN    A    166.180.210.163
stnfurxe.www.lzu.com.    IN    A    79.252.47.252
ngyuqdrt.www.lzu.com.    IN    A    164.81.232.229
fjvdenlx.www.lzu.com.    IN    A    23.75.207.226
edgujqit.www.lzu.com.    IN    A    211.165.210.210
yfnvsugo.www.lzu.com.    IN    A    65.104.114.117
akftmjue.www.lzu.com.    IN    A    5.63.190.221
ahkqnjlc.www.lzu.com.    IN    A    9.241.201.111
xvqmcdbp.www.lzu.com.    IN    A    9.12.117.51
okqbhyeg.www.lzu.com.    IN    A    166.52.226.107
krevwmnl.www.lzu.com.    IN    A    1.193.112.234
qxnojdyt.www.lzu.com.    IN    A    59.140.117.10
dgpojtuf.www.lzu.com.    IN    A    106.61.227.233
gfshrvnu.www.lzu.com.    IN    A    11.16.199.61
iagsqufy.www.lzu.com.    IN    A    100.230.228.92
ruoibyka.www.lzu.com.    IN    A    39.163.23.75
opxrkcsq.www.lzu.com.    IN    A    32.195.199.73
gtbojikf.www.lzu.com.    IN    A    151.14.147.156
nldythsj.www.lzu.com.    IN    A    155.231.34.221
pnsqrmvy.www.lzu.com.    IN    A    188.168.229.22
uweqmvof.www.lzu.com.    IN    A    105.81.124.118
vhjrgkfc.www.lzu.com.    IN    A    229.185.176.207
lcgwbjif.www.lzu.com.    IN    A    176.148.211.87
tohkbfrw.www.lzu.com.    IN    A    27.152.135.40
cexqnivr.www.lzu.com.    IN    A    180.19.51.242
fhcjamvw.www.lzu.com.    IN    A    166.185.193.223
fwbuqnpg.www.lzu.com.    IN    A    152.193.186.103
oegtvsqu.www.lzu.com.    IN    A    148.99.172.153
gimhvpoe.www.lzu.com.    IN    A    21.137.21.110
bxlhndwk.www.lzu.com.    IN    A    32.50.71.85
rowiesml.www.lzu.com.    IN    A    36.117.19.110
worpbnyk.www.lzu.com.    IN    A    223.17.190.118
wvenofpc.www.lzu.com.    IN    A    48.131.219.240
unwiosml.www.lzu.com.    IN    A    49.138.222.243
jrhbuqvi.www.lzu.com.    IN    A    105.211.202.37
hwpnxqyv.www.lzu.com.    IN    A    21.145.202.252
nemvkwph.www.lzu.com.    IN    A    21.227.75.7
lsmwjprx.www.lzu.com.    IN    A    228.80.34.152
nmswkyvr.www.lzu.com.    IN    A    27.254.126.65
cltnmjep.www.lzu.com.    IN    A    27.180.84.170
xlpwcjba.www.lzu.com.    IN    A    90.232.127.56
lpnhtujo.www.lzu.com.    IN    A    230.0.107.35
shcwvofq.www.lzu.com.    IN    A    17.62.216.1
scvajfrg.www.lzu.com.    IN    A    120.198.27.243
mpohjyld.www.lzu.com.    IN    A    168.132.43.48
vlyxbdme.www.lzu.com.    IN    A    198.175.177.226
wmdhgqrv.www.lzu.com.    IN    A    117.141.25.68
ncdqfjle.www.lzu.com.    IN    A    75.0.127.37
lxvtpuio.www.lzu.com.    IN    A    73.57.150.32
nymqfebw.www.lzu.com.    IN    A    224.143.243.62
gakvnxio.www.lzu.com.    IN    A    165.255.225.203
qrtpxyal.www.lzu.com.    IN    A    168.74.5.81
sjqucoxf.www.lzu.com.    IN    A    75.140.69.14
ijqmoswy.www.lzu.com.    IN    A    13.239.255.101
msxjlpbk.www.lzu.com.    IN    A    0.20.22.222
dkuborxt.www.lzu.com.    IN    A    62.122.153.139
cxlesbdp.www.lzu.com.    IN    A    232.190.168.152
eymfgips.www.lzu.com.    IN    A    254.111.162.235
fivaokhg.www.lzu.com.    IN    A    37.97.249.29
ktehygdq.www.lzu.com.    IN    A    135.221.191.5
vwarloht.www.lzu.com.    IN    A    39.17.253.225
sbgewalu.www.lzu.com.    IN    A    213.61.123.53
oydscblr.www.lzu.com.    IN    A    140.55.212.20
xgabfhie.www.lzu.com.    IN    A    207.188.31.34
ediphnwa.www.lzu.com.    IN    A    194.46.75.177
ncixgtfp.www.lzu.com.    IN    A    137.150.68.84
surpmitv.www.lzu.com.    IN    A    217.202.155.94
jpiqwlxd.www.lzu.com.    IN    A    96.192.233.176
fgirjkvm.www.lzu.com.    IN    A    198.60.178.171
buoisfjr.www.lzu.com.    IN    A    124.97.63.253
lnoexwgd.www.lzu.com.    IN    A    249.202.225.190
wycjetfx.www.lzu.com.    IN    A    166.230.143.224
tkyapgrh.www.lzu.com.    IN    A    172.46.184.26
bkgawmol.www.lzu.com.    IN    A    215.30.85.223
tdrsewcg.www.lzu.com.    IN    A    153.8.96.13
rkiapvdt.www.lzu.com.    IN    A    35.102.121.84
ihxoqykn.www.lzu.com.    IN    A    18.41.235.223
sitmlxny.www.lzu.com.    IN    A    241.234.5.146
smiojbht.www.lzu.com.    IN    A    141.144.216.183
uvhqmcxg.www.lzu.com.    IN    A    201.64.204.51
qbnevotr.www.lzu.com.    IN    A    124.127.71.187
ckevydsx.www.lzu.com.    IN    A    29.248.223.70
cinprmqy.www.lzu.com.    IN    A    149.62.94.166
hvaombnl.www.lzu.com.    IN    A    211.166.76.1
vctklnxu.www.lzu.com.    IN    A    241.57.87.3
pjfygrbh.www.lzu.com.    IN    A    23.155.3.98
gkqinhtp.www.lzu.com.    IN    A    84.150.140.4
ljyukifa.www.lzu.com.    IN    A    11.109.112.200
xvfqrpjg.www.lzu.com.    IN    A    211.107.105.230
hsylxjvg.www.lzu.com.    IN    A    82.4.57.210
jathugdk.www.lzu.com.    IN    A    204.138.34.59
xsdgtofn.www.lzu.com.    IN    A    201.181.150.26
lqavybhu.www.lzu.com.    IN    A    132.234.215.24
qvmxcief.www.lzu.com.    IN    A    212.31.220.183
vjpramxb.www.lzu.com.    IN    A    2.131.89.76
rboushej.www.lzu.com.    IN    A    20.148.193.168
nfhrxpat.www.lzu.com.    IN    A    91.174.149.88
pvimjhkn.www.lzu.com.    IN    A    244.152.244.54
wvrdiuhn.www.lzu.com.    IN    A    112.179.91.215
rowsdtkv.www.lzu.com.    IN    A    123.126.25.50
lafpkcwi.www.lzu.com.    IN    A    86.21.40.11
uvcnebwt.www.lzu.com.    IN    A    15.101.198.247
gthdjiqy.www.lzu.com.    IN    A    118.60.203.3
vfntexrm.www.lzu.com.    IN    A    225.66.166.85
ietshguv.www.lzu.com.    IN    A    61.103.110.234
dvlwanco.www.lzu.com.    IN    A    32.52.43.191
afioevhb.www.lzu.com.    IN    A    236.97.116.118
dnvmocqb.www.lzu.com.    IN    A    245.100.70.112
ngrphcam.www.lzu.com.    IN    A    191.117.183.192
oecmkpgj.www.lzu.com.    IN    A    154.171.89.33
hqsnmldr.www.lzu.com.    IN    A    52.212.140.13
felrymxk.www.lzu.com.    IN    A    108.67.178.239
onvrpkhx.www.lzu.com.    IN    A    85.46.165.252
imdbkgos.www.lzu.com.    IN    A    245.243.87.188
hdfgupxb.www.lzu.com.    IN    A    228.110.99.133
ucfsexqr.www.lzu.com.    IN    A    58.156.79.192
sldfewvn.www.lzu.com.    IN    A    226.239.39.16
hpamyjvd.www.lzu.com.    IN    A    128.250.10.101
bhcwqjks.www.lzu.com.    IN    A    81.114.41.101
ilcdfgex.www.lzu.com.    IN    A    36.188.5.193
hpvtiqsl.www.lzu.com.    IN    A    177.7.8.8
kgvqeymc.www.lzu.com.    IN    A    223.210.82.224
gyvupfkm.www.lzu.com.    IN    A    107.145.119.237
wromcdbj.www.lzu.com.    IN    A    120.94.154.110
icdwyjeg.www.lzu.com.    IN    A    9.164.226.137
havojlwf.www.lzu.com.    IN    A    14.136.176.145
hlxqcnpa.www.lzu.com.    IN    A    73.125.197.6
jdasipky.www.lzu.com.    IN    A    19.128.200.47
ynubisja.www.lzu.com.    IN    A    164.203.76.231
wbpvdtry.www.lzu.com.    IN    A    113.169.31.80
porjsfxg.www.lzu.com.    IN    A    226.126.123.131
dpfbxmnh.www.lzu.com.    IN    A    70.206.61.197
fvhroujd.www.lzu.com.    IN    A    69.255.183.244
hoebuckl.www.lzu.com.    IN    A    217.83.19.69
eluacktn.www.lzu.com.    IN    A    254.135.182.190
vbhikngy.www.lzu.com.    IN    A    33.212.120.157
ugnbyefr.www.lzu.com.    IN    A    189.125.58.32
