www.whu.com. 	14400	IN	SOA	ns1.www.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
www.whu.com.		    IN	NS ns1.www.whu.com.
ipwgdcsk.www.whu.com.    IN    A    226.37.199.160
plfaygxn.www.whu.com.    IN    A    42.159.125.233
xqfgpcnh.www.whu.com.    IN    A    182.181.9.17
jcewpafb.www.whu.com.    IN    A    123.95.93.206
naomyigw.www.whu.com.    IN    A    119.126.110.81
injaqwvf.www.whu.com.    IN    A    101.76.121.112
jowsphku.www.whu.com.    IN    A    129.207.39.53
joxyrkeq.www.whu.com.    IN    A    102.120.18.255
wavfkdgy.www.whu.com.    IN    A    57.236.14.60
cfunrvqi.www.whu.com.    IN    A    16.32.27.211
mctkeqhw.www.whu.com.    IN    A    206.231.205.251
ugytdjis.www.whu.com.    IN    A    96.79.240.154
eovsurda.www.whu.com.    IN    A    108.165.132.137
yqcusopw.www.whu.com.    IN    A    144.30.67.241
rltngebd.www.whu.com.    IN    A    114.73.180.169
ngqmxcpb.www.whu.com.    IN    A    15.225.132.126
rgqlsewv.www.whu.com.    IN    A    89.70.240.75
gawjqlmo.www.whu.com.    IN    A    4.250.52.231
xmbuehrn.www.whu.com.    IN    A    232.14.241.91
hvkogtir.www.whu.com.    IN    A    191.130.224.71
mwltohvu.www.whu.com.    IN    A    92.101.209.2
byenvitm.www.whu.com.    IN    A    131.109.40.199
owcrandp.www.whu.com.    IN    A    197.222.217.235
ectwjvdx.www.whu.com.    IN    A    54.121.226.109
hnqmdeyi.www.whu.com.    IN    A    43.169.49.104
dgqacurj.www.whu.com.    IN    A    86.233.248.18
tniqbsyv.www.whu.com.    IN    A    46.195.45.1
wrgtdnsb.www.whu.com.    IN    A    130.145.100.181
caepdyhm.www.whu.com.    IN    A    51.109.166.189
rjbcnfvp.www.whu.com.    IN    A    10.243.121.16
dfciqrhs.www.whu.com.    IN    A    255.30.4.31
nuvokpxe.www.whu.com.    IN    A    191.197.255.242
bxdugnek.www.whu.com.    IN    A    120.56.191.86
twfkegiu.www.whu.com.    IN    A    10.153.136.59
khsrewjc.www.whu.com.    IN    A    151.201.55.58
klwcbxnd.www.whu.com.    IN    A    97.49.13.50
fkysqtbw.www.whu.com.    IN    A    43.82.219.57
wnaslgdb.www.whu.com.    IN    A    226.106.155.32
ucxaetwy.www.whu.com.    IN    A    38.45.227.46
vxmlwpoi.www.whu.com.    IN    A    148.37.238.120
nvewfksg.www.whu.com.    IN    A    202.116.101.32
htifkxea.www.whu.com.    IN    A    6.251.165.216
kjbxslfc.www.whu.com.    IN    A    117.67.144.69
oxfugvsn.www.whu.com.    IN    A    92.20.118.219
oycvlemr.www.whu.com.    IN    A    25.87.251.89
tqricplg.www.whu.com.    IN    A    132.155.102.209
urfpwdlg.www.whu.com.    IN    A    86.177.123.161
ciqnmlwt.www.whu.com.    IN    A    252.180.131.1
xuvcowfe.www.whu.com.    IN    A    0.121.90.85
pntlvkcs.www.whu.com.    IN    A    94.161.196.147
yjctupsf.www.whu.com.    IN    A    205.106.233.161
hwnqbevs.www.whu.com.    IN    A    47.218.6.189
lbfirunt.www.whu.com.    IN    A    75.162.208.88
riqbtops.www.whu.com.    IN    A    240.40.132.233
ryokgxew.www.whu.com.    IN    A    175.234.240.102
rlainxom.www.whu.com.    IN    A    50.26.224.107
teyvrafm.www.whu.com.    IN    A    234.190.90.170
vifdjtca.www.whu.com.    IN    A    119.11.169.81
bmqothvf.www.whu.com.    IN    A    232.36.255.24
cfsdnbwm.www.whu.com.    IN    A    217.59.136.76
syudctrq.www.whu.com.    IN    A    137.229.161.221
rvfpxcge.www.whu.com.    IN    A    250.189.32.218
wrjosmai.www.whu.com.    IN    A    229.104.64.130
pemtwjfo.www.whu.com.    IN    A    144.210.9.51
ckilpgoy.www.whu.com.    IN    A    153.106.192.236
dympbtia.www.whu.com.    IN    A    182.165.61.167
osturyld.www.whu.com.    IN    A    193.95.247.158
bcyjplte.www.whu.com.    IN    A    39.97.234.88
mbrjtulp.www.whu.com.    IN    A    12.40.135.157
xclngvou.www.whu.com.    IN    A    124.182.234.187
kflivysx.www.whu.com.    IN    A    26.217.179.190
fgtuadpv.www.whu.com.    IN    A    71.11.75.242
uhfjywpm.www.whu.com.    IN    A    205.238.255.136
bhwljxec.www.whu.com.    IN    A    241.7.184.13
qkcangtw.www.whu.com.    IN    A    73.69.135.55
lqokrjbi.www.whu.com.    IN    A    235.184.141.82
ifydtwrj.www.whu.com.    IN    A    222.192.52.96
msqyvjdn.www.whu.com.    IN    A    228.203.165.103
cshvgbiw.www.whu.com.    IN    A    28.227.16.215
rjmfcuve.www.whu.com.    IN    A    216.66.1.255
fseqycpl.www.whu.com.    IN    A    51.2.73.174
aihkpmbf.www.whu.com.    IN    A    223.107.27.219
hkvsryet.www.whu.com.    IN    A    146.103.203.253
wlspefrx.www.whu.com.    IN    A    58.157.17.168
ueagnjpk.www.whu.com.    IN    A    133.229.20.234
pcusdxiv.www.whu.com.    IN    A    4.176.0.202
jexiayok.www.whu.com.    IN    A    211.130.72.27
kybwphgv.www.whu.com.    IN    A    4.237.46.44
dxflwtak.www.whu.com.    IN    A    171.53.14.47
woeapbvl.www.whu.com.    IN    A    147.213.38.59
fuarjqoi.www.whu.com.    IN    A    83.42.178.42
yrmvkjfo.www.whu.com.    IN    A    59.212.80.230
vrwqnbaj.www.whu.com.    IN    A    13.113.175.104
fodcpwbv.www.whu.com.    IN    A    254.195.113.68
icsfgort.www.whu.com.    IN    A    8.33.43.134
targfocx.www.whu.com.    IN    A    122.4.37.45
oyxfnjea.www.whu.com.    IN    A    190.243.25.198
unbmwxek.www.whu.com.    IN    A    117.234.198.175
esrpnalu.www.whu.com.    IN    A    79.183.181.250
ldjuntio.www.whu.com.    IN    A    172.164.73.93
nsimwkpt.www.whu.com.    IN    A    187.6.204.87
roshdbkv.www.whu.com.    IN    A    139.89.101.158
wmctvsgr.www.whu.com.    IN    A    146.119.197.241
bdvmaqjr.www.whu.com.    IN    A    79.139.119.84
fcvprjte.www.whu.com.    IN    A    196.140.94.210
lxorhbvw.www.whu.com.    IN    A    202.86.200.198
dqktoaix.www.whu.com.    IN    A    109.230.67.75
bfwykjdt.www.whu.com.    IN    A    7.134.227.163
fkavedcj.www.whu.com.    IN    A    112.199.138.242
dkjfoxpe.www.whu.com.    IN    A    107.193.14.52
ofqrgdlh.www.whu.com.    IN    A    239.56.17.123
nmoksgrx.www.whu.com.    IN    A    81.173.137.146
avgsbhtm.www.whu.com.    IN    A    21.198.35.239
xgntjdiv.www.whu.com.    IN    A    174.75.190.85
xqibhwgk.www.whu.com.    IN    A    10.246.234.20
nfjcblim.www.whu.com.    IN    A    149.80.187.59
efgcvthq.www.whu.com.    IN    A    251.9.90.90
idjnhykp.www.whu.com.    IN    A    119.235.118.157
fwchpboj.www.whu.com.    IN    A    69.98.227.240
vykfmido.www.whu.com.    IN    A    224.24.135.61
mloxdyhe.www.whu.com.    IN    A    197.201.40.138
escyvfgo.www.whu.com.    IN    A    58.71.249.5
wnhlfvty.www.whu.com.    IN    A    105.163.28.146
walmdjse.www.whu.com.    IN    A    5.174.166.9
vdxwjqkm.www.whu.com.    IN    A    148.50.89.74
fkswpnuj.www.whu.com.    IN    A    132.146.101.223
gxaenjlc.www.whu.com.    IN    A    17.7.59.22
hyrbjupk.www.whu.com.    IN    A    163.167.15.220
ylxeuokn.www.whu.com.    IN    A    22.52.12.155
qvcblweo.www.whu.com.    IN    A    189.143.27.7
yfdjwsgx.www.whu.com.    IN    A    11.191.17.132
psjklauy.www.whu.com.    IN    A    3.22.255.61
bkncjosr.www.whu.com.    IN    A    223.235.238.138
bulmygvo.www.whu.com.    IN    A    64.189.0.202
vwapcemt.www.whu.com.    IN    A    205.115.36.208
oiydxqnk.www.whu.com.    IN    A    14.159.5.113
yohfnrjm.www.whu.com.    IN    A    27.252.14.193
ospywxve.www.whu.com.    IN    A    13.165.51.68
fsidnxjk.www.whu.com.    IN    A    134.108.108.32
fianpclr.www.whu.com.    IN    A    232.245.78.102
mbsovqut.www.whu.com.    IN    A    54.91.13.115
koxjeqpw.www.whu.com.    IN    A    16.243.179.166
nwbflmor.www.whu.com.    IN    A    77.223.23.197
tfwbpkne.www.whu.com.    IN    A    68.216.201.63
jfxuqlek.www.whu.com.    IN    A    154.235.36.219
nwgjudae.www.whu.com.    IN    A    140.183.100.216
hmknsecy.www.whu.com.    IN    A    132.130.40.192
fsaxlgnj.www.whu.com.    IN    A    167.246.51.109
qejtyrvf.www.whu.com.    IN    A    73.31.51.42
idjcgate.www.whu.com.    IN    A    60.188.176.94
ngawbcto.www.whu.com.    IN    A    43.102.7.231
hirgvkpy.www.whu.com.    IN    A    6.145.67.29
lixmtroc.www.whu.com.    IN    A    38.108.58.239
wxkfvcbs.www.whu.com.    IN    A    84.68.129.137
ajsfnqiw.www.whu.com.    IN    A    97.88.201.117
htavucoe.www.whu.com.    IN    A    157.122.199.132
uyewhqbk.www.whu.com.    IN    A    194.199.102.162
qslobjat.www.whu.com.    IN    A    87.106.206.254
abpohquf.www.whu.com.    IN    A    16.65.11.191
kmeswdav.www.whu.com.    IN    A    188.170.19.7
tfdsyqga.www.whu.com.    IN    A    241.95.31.244
hnduptlg.www.whu.com.    IN    A    32.103.213.143
lkuvmgdy.www.whu.com.    IN    A    222.224.187.1
drqvwohg.www.whu.com.    IN    A    218.239.17.37
cftqranw.www.whu.com.    IN    A    233.59.88.182
wnyatisx.www.whu.com.    IN    A    27.225.242.188
penviryl.www.whu.com.    IN    A    104.254.175.109
aohbpfct.www.whu.com.    IN    A    117.51.44.121
pxfgjvow.www.whu.com.    IN    A    119.9.63.33
ighjvquo.www.whu.com.    IN    A    45.77.70.61
uyoehagq.www.whu.com.    IN    A    241.42.7.211
wmqsejta.www.whu.com.    IN    A    7.29.248.242
mvprokwf.www.whu.com.    IN    A    22.37.144.113
dugweynl.www.whu.com.    IN    A    186.111.140.121
dcyaetil.www.whu.com.    IN    A    125.24.130.76
jxvyuedl.www.whu.com.    IN    A    251.185.64.246
vxwlbmfu.www.whu.com.    IN    A    111.208.48.239
jmhqxgcr.www.whu.com.    IN    A    109.212.247.5
iwarnhoq.www.whu.com.    IN    A    156.4.75.156
rbnckhuw.www.whu.com.    IN    A    109.219.22.101
mtfjgucp.www.whu.com.    IN    A    206.73.192.187
pqkcaeog.www.whu.com.    IN    A    153.27.107.16
psejovkn.www.whu.com.    IN    A    32.61.150.120
clohxjbe.www.whu.com.    IN    A    73.201.183.69
mfkcvpxn.www.whu.com.    IN    A    9.224.51.6
leymthvp.www.whu.com.    IN    A    123.35.47.232
dkfiycng.www.whu.com.    IN    A    242.134.72.143
lfmpeasu.www.whu.com.    IN    A    229.57.70.162
rnfpxglu.www.whu.com.    IN    A    108.163.107.200
xsfhytel.www.whu.com.    IN    A    224.249.185.238
spncwmbh.www.whu.com.    IN    A    102.240.207.195
vkptayex.www.whu.com.    IN    A    254.236.204.246
fcjknybl.www.whu.com.    IN    A    176.115.199.235
qivrujol.www.whu.com.    IN    A    252.188.228.155
xthjrgok.www.whu.com.    IN    A    128.219.140.171
wmodkebh.www.whu.com.    IN    A    26.76.31.62
irhmstlo.www.whu.com.    IN    A    13.152.88.56
pdflamcq.www.whu.com.    IN    A    215.179.64.48
mqgkphdy.www.whu.com.    IN    A    82.245.239.16
otjxsdpc.www.whu.com.    IN    A    111.224.186.128
fcvidquo.www.whu.com.    IN    A    223.126.50.225
kwrxuoqi.www.whu.com.    IN    A    110.224.15.222
fmdphcsv.www.whu.com.    IN    A    47.65.82.180
icwalhjx.www.whu.com.    IN    A    253.124.245.193
sajwuvdt.www.whu.com.    IN    A    242.127.184.188
qdfbnkem.www.whu.com.    IN    A    135.208.143.195
hptgoyqs.www.whu.com.    IN    A    21.234.246.194
pjtuoage.www.whu.com.    IN    A    193.145.52.205
crudqmjl.www.whu.com.    IN    A    223.156.124.192
tgkxhsnm.www.whu.com.    IN    A    228.156.224.8
ltudpmwk.www.whu.com.    IN    A    33.8.202.252
ogvxlepr.www.whu.com.    IN    A    177.121.249.191
litvpebm.www.whu.com.    IN    A    183.101.82.47
ovjkbsmu.www.whu.com.    IN    A    38.213.62.199
aqitvpuy.www.whu.com.    IN    A    18.131.161.214
ihlxqjfo.www.whu.com.    IN    A    79.254.214.152
oegsdtrq.www.whu.com.    IN    A    239.16.5.70
syhgedck.www.whu.com.    IN    A    176.48.37.251
ofycseru.www.whu.com.    IN    A    71.55.44.239
nclbfitg.www.whu.com.    IN    A    215.209.48.105
pwbdqnru.www.whu.com.    IN    A    151.165.207.89
ifylupdq.www.whu.com.    IN    A    226.248.49.129
bpfmksuv.www.whu.com.    IN    A    117.80.169.171
rfbvmkjw.www.whu.com.    IN    A    221.136.192.93
psfnivma.www.whu.com.    IN    A    249.81.211.120
wnhyvjta.www.whu.com.    IN    A    236.88.186.216
ycdfpoeu.www.whu.com.    IN    A    220.33.80.5
xsnucmba.www.whu.com.    IN    A    40.101.215.176
inahfwuj.www.whu.com.    IN    A    239.92.212.105
aeglnvfw.www.whu.com.    IN    A    21.97.222.202
gkwumprt.www.whu.com.    IN    A    166.5.250.42
xfnioche.www.whu.com.    IN    A    66.255.33.120
tsojvrmb.www.whu.com.    IN    A    155.136.115.211
devhjmix.www.whu.com.    IN    A    178.231.57.39
wutmlhdc.www.whu.com.    IN    A    190.45.83.1
lmnfbytj.www.whu.com.    IN    A    176.6.71.251
dnybfsrx.www.whu.com.    IN    A    57.252.42.136
flumcsnh.www.whu.com.    IN    A    168.174.154.160
ckfaognh.www.whu.com.    IN    A    138.133.190.3
rkmnlsgh.www.whu.com.    IN    A    155.189.255.189
ndfjymsw.www.whu.com.    IN    A    161.163.158.47
prvlwhyg.www.whu.com.    IN    A    104.138.9.9
ehodpmcr.www.whu.com.    IN    A    211.50.77.164
arvfmyln.www.whu.com.    IN    A    70.120.175.198
hlrwuyda.www.whu.com.    IN    A    39.7.208.54
yfmlxhdr.www.whu.com.    IN    A    166.4.166.76
tkhyuerl.www.whu.com.    IN    A    150.79.118.35
owmcqrfy.www.whu.com.    IN    A    31.81.13.194
ioavyldq.www.whu.com.    IN    A    133.58.134.56
wksupvgc.www.whu.com.    IN    A    27.144.95.190
wyoenjbx.www.whu.com.    IN    A    73.116.130.174
nwrvlhjf.www.whu.com.    IN    A    129.24.1.158
aodbipvq.www.whu.com.    IN    A    132.125.163.15
srdpfgnv.www.whu.com.    IN    A    217.163.29.90
uchjtdrp.www.whu.com.    IN    A    148.239.119.232
xtgrmcbe.www.whu.com.    IN    A    5.116.66.186
itmlrhde.www.whu.com.    IN    A    106.212.76.37
irebtkgm.www.whu.com.    IN    A    29.75.129.131
uvcgpnty.www.whu.com.    IN    A    44.17.135.240
jpneqfvb.www.whu.com.    IN    A    120.65.14.108
mqagsrby.www.whu.com.    IN    A    144.234.143.66
ikhetmuc.www.whu.com.    IN    A    14.154.117.231
qvnhweys.www.whu.com.    IN    A    139.56.92.204
imqdpvca.www.whu.com.    IN    A    66.167.79.248
rhnkdyoa.www.whu.com.    IN    A    213.238.220.72
okxywbeh.www.whu.com.    IN    A    214.67.219.65
stwrhejk.www.whu.com.    IN    A    150.65.89.138
uiophtrd.www.whu.com.    IN    A    167.88.35.255
wjhnrbmy.www.whu.com.    IN    A    44.163.29.189
vcpwmoyq.www.whu.com.    IN    A    75.2.163.230
etnqjaku.www.whu.com.    IN    A    104.224.33.244
lynewpgx.www.whu.com.    IN    A    142.145.47.204
dilcjvqg.www.whu.com.    IN    A    6.241.204.81
mebsclaj.www.whu.com.    IN    A    112.215.238.60
uajpbfwe.www.whu.com.    IN    A    177.148.90.14
wmukeflh.www.whu.com.    IN    A    133.209.112.56
uqdmepit.www.whu.com.    IN    A    33.107.198.122
kvweyslg.www.whu.com.    IN    A    130.9.34.250
xgovnpqw.www.whu.com.    IN    A    56.195.211.131
btwuodpn.www.whu.com.    IN    A    13.170.119.100
bjhyasgp.www.whu.com.    IN    A    69.126.151.212
hmnulfvs.www.whu.com.    IN    A    138.42.8.133
yhblkxcr.www.whu.com.    IN    A    172.178.192.33
oflxhrts.www.whu.com.    IN    A    199.187.155.233
afjlwybi.www.whu.com.    IN    A    89.196.58.114
bjvwrtix.www.whu.com.    IN    A    109.208.109.82
xlbrfkha.www.whu.com.    IN    A    242.230.7.231
cuvfiteo.www.whu.com.    IN    A    109.164.108.189
opsruwah.www.whu.com.    IN    A    61.219.46.104
vmwekrjc.www.whu.com.    IN    A    255.90.198.132
txngpyjh.www.whu.com.    IN    A    240.165.239.127
tewbiyuq.www.whu.com.    IN    A    245.175.169.79
mtjenoca.www.whu.com.    IN    A    176.183.170.125
ekjagycv.www.whu.com.    IN    A    215.35.42.130
ovcprsqx.www.whu.com.    IN    A    237.129.251.202
ihumpdak.www.whu.com.    IN    A    15.247.168.148
lxwstfeo.www.whu.com.    IN    A    21.171.133.218
onjvwdsp.www.whu.com.    IN    A    164.160.225.239
ibfuveac.www.whu.com.    IN    A    137.160.7.242
srwobanp.www.whu.com.    IN    A    124.161.82.193
ulcfbkpa.www.whu.com.    IN    A    202.72.192.42
gwjkmcsp.www.whu.com.    IN    A    81.8.50.229
xhbpwjsg.www.whu.com.    IN    A    29.107.129.251
tngjcqms.www.whu.com.    IN    A    134.40.124.170
nijsqyax.www.whu.com.    IN    A    15.134.219.88
xvjdopgc.www.whu.com.    IN    A    211.2.218.120
bvujafgm.www.whu.com.    IN    A    195.75.194.186
gbyiwpek.www.whu.com.    IN    A    179.250.143.194
giypsntm.www.whu.com.    IN    A    78.107.43.133
wcenoldq.www.whu.com.    IN    A    247.147.247.138
gshvuxcw.www.whu.com.    IN    A    76.119.92.28
ejwitucr.www.whu.com.    IN    A    30.113.220.204
ctbmdiqy.www.whu.com.    IN    A    238.244.249.50
imjanrvu.www.whu.com.    IN    A    130.77.194.99
pjiafylo.www.whu.com.    IN    A    239.175.238.4
sfchkwap.www.whu.com.    IN    A    71.178.158.208
qdykiowt.www.whu.com.    IN    A    213.198.107.186
dvublfio.www.whu.com.    IN    A    162.175.140.24
tpvkojyx.www.whu.com.    IN    A    155.140.231.53
boepnvlf.www.whu.com.    IN    A    22.117.133.201
qbtexjlm.www.whu.com.    IN    A    239.32.12.114
xclpbhvd.www.whu.com.    IN    A    106.243.230.72
yuxfbnlo.www.whu.com.    IN    A    219.156.9.205
xkcpdogi.www.whu.com.    IN    A    57.132.225.244
iekjvsfq.www.whu.com.    IN    A    52.10.20.15
ulgekviw.www.whu.com.    IN    A    115.179.155.99
bcnroaqi.www.whu.com.    IN    A    134.0.242.31
ecdpyhqm.www.whu.com.    IN    A    116.227.56.88
qvxlkwod.www.whu.com.    IN    A    171.216.168.28
nyelcboj.www.whu.com.    IN    A    150.206.25.7
emsdwoqy.www.whu.com.    IN    A    122.238.220.121
bduovcpa.www.whu.com.    IN    A    237.145.141.135
hdrgcevk.www.whu.com.    IN    A    194.98.234.79
landtsye.www.whu.com.    IN    A    130.25.164.134
yxcbtadl.www.whu.com.    IN    A    113.216.193.103
gdynutxr.www.whu.com.    IN    A    150.143.147.107
tpjkuswf.www.whu.com.    IN    A    222.167.14.228
sfiwdeju.www.whu.com.    IN    A    70.12.185.227
sotavkpn.www.whu.com.    IN    A    47.125.45.47
dakufvrp.www.whu.com.    IN    A    165.135.95.103
gcthandl.www.whu.com.    IN    A    71.5.187.88
poatmegb.www.whu.com.    IN    A    204.75.167.132
hjrdlebk.www.whu.com.    IN    A    91.122.44.251
xefkiwad.www.whu.com.    IN    A    172.16.246.242
vekljhyb.www.whu.com.    IN    A    105.170.157.203
pqglcajh.www.whu.com.    IN    A    113.210.200.52
yjkhcbwd.www.whu.com.    IN    A    137.35.17.166
hkywnvif.www.whu.com.    IN    A    20.49.167.252
lxcrtsue.www.whu.com.    IN    A    107.24.60.184
oblvjmqt.www.whu.com.    IN    A    92.50.53.65
kmshrbdg.www.whu.com.    IN    A    156.52.20.226
gwisklae.www.whu.com.    IN    A    142.230.102.41
krdjobtc.www.whu.com.    IN    A    231.59.17.242
nwarujcv.www.whu.com.    IN    A    114.171.39.64
hpejfbil.www.whu.com.    IN    A    210.14.80.232
cdskmayu.www.whu.com.    IN    A    24.55.139.107
vuygokcf.www.whu.com.    IN    A    207.181.79.248
jnmtegir.www.whu.com.    IN    A    130.75.233.10
vjrcikuy.www.whu.com.    IN    A    164.62.183.110
hjanqryt.www.whu.com.    IN    A    128.69.102.251
oakfgjht.www.whu.com.    IN    A    156.230.248.241
kjvabnyr.www.whu.com.    IN    A    135.227.239.209
hncxedkm.www.whu.com.    IN    A    38.30.227.34
oiunhytb.www.whu.com.    IN    A    26.125.218.160
xuwthqag.www.whu.com.    IN    A    140.74.204.57
pnkuogst.www.whu.com.    IN    A    30.99.153.99
mstnvwoj.www.whu.com.    IN    A    215.85.161.18
nlbmhvpc.www.whu.com.    IN    A    119.27.106.254
verydqbp.www.whu.com.    IN    A    16.145.143.30
eukgbrwh.www.whu.com.    IN    A    177.216.126.21
aclskhix.www.whu.com.    IN    A    9.107.204.179
ydfisrtu.www.whu.com.    IN    A    10.112.45.200
qluievyh.www.whu.com.    IN    A    73.246.216.157
igmxkdrq.www.whu.com.    IN    A    218.252.134.15
hqdaylne.www.whu.com.    IN    A    111.211.193.95
kirbgtao.www.whu.com.    IN    A    23.183.142.51
yecsogxv.www.whu.com.    IN    A    67.150.192.205
okwsyenu.www.whu.com.    IN    A    42.45.76.50
hnyxwiac.www.whu.com.    IN    A    254.113.174.53
ymhuocfd.www.whu.com.    IN    A    66.209.108.44
ltvgbcns.www.whu.com.    IN    A    219.253.51.58
oisvprnx.www.whu.com.    IN    A    21.197.199.189
byusnlki.www.whu.com.    IN    A    220.160.163.64
unvqlapr.www.whu.com.    IN    A    88.250.121.225
mltkhrga.www.whu.com.    IN    A    125.150.5.125
ilvwdnkf.www.whu.com.    IN    A    135.91.17.18
gjkwrebt.www.whu.com.    IN    A    209.233.111.247
xkhcsinr.www.whu.com.    IN    A    209.67.40.70
ofxckvdu.www.whu.com.    IN    A    152.177.213.148
xuhfvjda.www.whu.com.    IN    A    72.29.33.6
dnguqifk.www.whu.com.    IN    A    121.65.242.202
jcgnwahy.www.whu.com.    IN    A    82.16.97.165
ugykvtoh.www.whu.com.    IN    A    135.154.79.34
rsxpweki.www.whu.com.    IN    A    100.53.181.209
bflnkxjr.www.whu.com.    IN    A    71.115.17.179
gwejnvsx.www.whu.com.    IN    A    135.74.167.78
yuqvbhaw.www.whu.com.    IN    A    185.111.139.172
picsdtlb.www.whu.com.    IN    A    109.179.32.243
vdbxuaic.www.whu.com.    IN    A    86.215.233.183
pyrhgubi.www.whu.com.    IN    A    98.146.223.254
xtwvoyfp.www.whu.com.    IN    A    53.96.156.216
lvqnowme.www.whu.com.    IN    A    195.221.4.36
ryvefjuq.www.whu.com.    IN    A    140.224.14.198
gwjfnrdt.www.whu.com.    IN    A    93.33.73.126
vrhmjsie.www.whu.com.    IN    A    163.162.174.223
citjxoqb.www.whu.com.    IN    A    17.186.210.169
fwrlcoen.www.whu.com.    IN    A    29.177.203.93
bjhymnia.www.whu.com.    IN    A    116.132.149.47
jbvxnwgu.www.whu.com.    IN    A    152.141.115.168
bxapjcvt.www.whu.com.    IN    A    111.62.170.243
dxbukmfc.www.whu.com.    IN    A    22.134.176.110
nowtfvpu.www.whu.com.    IN    A    64.18.219.206
baklirwd.www.whu.com.    IN    A    91.181.174.41
wavsfhoq.www.whu.com.    IN    A    203.46.136.223
rkytwasb.www.whu.com.    IN    A    14.43.20.5
runeqahw.www.whu.com.    IN    A    188.184.182.203
fahymqvd.www.whu.com.    IN    A    202.169.5.78
vegqiyhb.www.whu.com.    IN    A    67.118.94.147
ykqjogun.www.whu.com.    IN    A    72.49.184.103
roagubnm.www.whu.com.    IN    A    179.23.41.83
cngudmqi.www.whu.com.    IN    A    179.170.145.230
iulwangp.www.whu.com.    IN    A    217.151.166.150
bcokvhdm.www.whu.com.    IN    A    13.51.137.7
ymbrxsgo.www.whu.com.    IN    A    208.184.127.94
rkhiqtep.www.whu.com.    IN    A    123.67.244.164
ilfymhgu.www.whu.com.    IN    A    42.36.4.146
pwdnemra.www.whu.com.    IN    A    169.230.227.194
basrefvk.www.whu.com.    IN    A    181.68.185.243
rdecqfak.www.whu.com.    IN    A    90.246.77.249
wxtrnkcp.www.whu.com.    IN    A    244.114.109.27
rmdbwsaq.www.whu.com.    IN    A    148.250.236.168
vckrlpmy.www.whu.com.    IN    A    160.95.146.238
txabsngd.www.whu.com.    IN    A    80.50.236.241
vfywkhti.www.whu.com.    IN    A    11.6.243.227
sumkgnby.www.whu.com.    IN    A    234.115.134.55
ugcptbvs.www.whu.com.    IN    A    222.229.183.202
qabnwljt.www.whu.com.    IN    A    118.212.78.242
uhklsrie.www.whu.com.    IN    A    83.131.110.134
otdaenlu.www.whu.com.    IN    A    203.165.0.71
vnwbhjae.www.whu.com.    IN    A    250.132.208.254
fpcylrgm.www.whu.com.    IN    A    227.173.159.33
tripkgqb.www.whu.com.    IN    A    25.182.236.165
ghtvxlwm.www.whu.com.    IN    A    136.154.255.21
traduksb.www.whu.com.    IN    A    122.117.119.92
koaxseqg.www.whu.com.    IN    A    121.238.152.130
ygpkcjao.www.whu.com.    IN    A    175.230.73.108
jtvnuqfb.www.whu.com.    IN    A    147.203.219.109
awchukxm.www.whu.com.    IN    A    35.93.76.169
pidjswoy.www.whu.com.    IN    A    63.113.124.103
dsnlifbv.www.whu.com.    IN    A    158.106.209.179
dmcxyjln.www.whu.com.    IN    A    148.213.215.241
uecrkxmi.www.whu.com.    IN    A    60.36.38.134
vudcyoib.www.whu.com.    IN    A    42.181.24.23
oesuhkbf.www.whu.com.    IN    A    230.231.53.60
rghaebum.www.whu.com.    IN    A    29.222.77.203
vxsyhgcm.www.whu.com.    IN    A    127.170.16.83
awmptlce.www.whu.com.    IN    A    210.71.158.115
uhtkedfn.www.whu.com.    IN    A    84.129.98.53
vdeuiasj.www.whu.com.    IN    A    27.133.176.145
cxgwmfqt.www.whu.com.    IN    A    56.34.24.63
lkebuiad.www.whu.com.    IN    A    4.226.211.190
xikjtdlm.www.whu.com.    IN    A    52.41.10.184
rykxiven.www.whu.com.    IN    A    250.208.229.115
pmwheitl.www.whu.com.    IN    A    240.238.109.86
stjdqoib.www.whu.com.    IN    A    193.135.111.182
jpbtifgr.www.whu.com.    IN    A    156.214.219.208
wflytesi.www.whu.com.    IN    A    119.142.90.60
bqvcrsyh.www.whu.com.    IN    A    234.230.130.228
psxnvfbj.www.whu.com.    IN    A    240.183.25.96
jpmiscne.www.whu.com.    IN    A    202.63.11.77
gradmbth.www.whu.com.    IN    A    164.85.92.136
qprnuhwk.www.whu.com.    IN    A    230.138.231.221
gpxnavlt.www.whu.com.    IN    A    42.35.146.47
qcmpwtgs.www.whu.com.    IN    A    7.177.28.77
qfuvbgkj.www.whu.com.    IN    A    131.67.99.236
slumtvfb.www.whu.com.    IN    A    192.0.201.221
lytobngm.www.whu.com.    IN    A    179.60.245.74
eliycamt.www.whu.com.    IN    A    136.163.33.119
asvnlqck.www.whu.com.    IN    A    254.62.166.76
rgaufhsp.www.whu.com.    IN    A    14.187.72.213
ixjyvwep.www.whu.com.    IN    A    6.138.41.226
bjlqcrgd.www.whu.com.    IN    A    84.155.66.136
wqyaucem.www.whu.com.    IN    A    249.151.47.207
ulvpejao.www.whu.com.    IN    A    203.166.254.54
hmjqfkgw.www.whu.com.    IN    A    250.121.151.226
ayumqtlf.www.whu.com.    IN    A    252.115.94.137
iyjfouhb.www.whu.com.    IN    A    253.155.64.43
nvyjridu.www.whu.com.    IN    A    152.230.255.101
