; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR xmu.com. @ns2.xmu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
xmu.com.			      14400 IN NS	ns1.xmu.com.
ns1.xmu.com.			      14400 IN A	10.166.21.12

www.xmu.com.		      14400 IN NS	ns1.www.xmu.com.
ns1.www.xmu.com.		      14400 IN A		10.166.21.13

informatics.xmu.com.		      14400 IN NS	ns1.informatics.xmu.com.
ns1.informatics.xmu.com.		      14400 IN A		10.166.21.14

sm.xmu.com.		      14400 IN NS	ns1.sm.xmu.com.
ns1.sm.xmu.com.		      14400 IN A		10.166.21.15

xmu.com.			      14400 IN MX	10 smtp.xmu.edu.
xmu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
itkmuwpg.xmu.com.        IN    A    97.234.11.61
wqvacbfo.xmu.com.        IN    A    57.202.171.168
bnrqijtx.xmu.com.        IN    A    202.247.144.153
bstngcmq.xmu.com.        IN    A    96.30.233.38
mvnpsdfq.xmu.com.        IN    A    34.97.71.186
itbyxvrg.xmu.com.        IN    A    16.29.161.78
uxpyjltm.xmu.com.        IN    A    58.139.97.189
ymrsojcx.xmu.com.        IN    A    72.106.242.121
pcqyuoth.xmu.com.        IN    A    253.15.141.58
dbewvnif.xmu.com.        IN    A    201.16.44.41
gtpxculw.xmu.com.        IN    A    254.230.25.42
auxejnow.xmu.com.        IN    A    210.111.80.2
stobnkcp.xmu.com.        IN    A    197.19.2.49
uqbhvglx.xmu.com.        IN    A    39.87.28.172
rmdbtfuw.xmu.com.        IN    A    223.250.94.16
byjorgpq.xmu.com.        IN    A    234.168.15.226
txomgkec.xmu.com.        IN    A    246.141.143.160
wavdgbse.xmu.com.        IN    A    136.184.24.168
qyiudlcn.xmu.com.        IN    A    64.57.73.181
dcaoispj.xmu.com.        IN    A    216.58.2.210
ygaktpon.xmu.com.        IN    A    18.20.83.68
lfsqdpwy.xmu.com.        IN    A    120.186.177.20
kbhswiru.xmu.com.        IN    A    208.4.86.240
gidasryb.xmu.com.        IN    A    145.27.161.145
uveikbfp.xmu.com.        IN    A    16.126.68.236
dcxmenwt.xmu.com.        IN    A    45.116.140.169
vlecmbpq.xmu.com.        IN    A    46.226.151.19
rcxyhufd.xmu.com.        IN    A    17.77.22.240
wdelrocf.xmu.com.        IN    A    132.192.27.218
oxcydawt.xmu.com.        IN    A    15.111.139.172
hukjwxyd.xmu.com.        IN    A    213.20.122.52
veyqsutd.xmu.com.        IN    A    31.155.200.16
bknfihse.xmu.com.        IN    A    253.185.87.213
amuhbyio.xmu.com.        IN    A    54.97.99.148
sxmoylcw.xmu.com.        IN    A    94.251.208.210
qrfjhgwb.xmu.com.        IN    A    191.120.58.232
lqvkbuhg.xmu.com.        IN    A    210.154.13.169
tguxapkq.xmu.com.        IN    A    34.226.124.18
fejumqhx.xmu.com.        IN    A    47.169.52.68
fnpacvdx.xmu.com.        IN    A    121.54.184.225
nqlyekpv.xmu.com.        IN    A    177.166.47.218
rqsdijoe.xmu.com.        IN    A    207.169.139.160
uhrpaimo.xmu.com.        IN    A    144.112.84.209
kiyxjrdn.xmu.com.        IN    A    246.186.6.134
cpvbxoiy.xmu.com.        IN    A    68.9.238.163
rgsxflyk.xmu.com.        IN    A    24.53.69.231
gvdbxcfa.xmu.com.        IN    A    123.49.137.212
lehpjquy.xmu.com.        IN    A    188.113.83.182
ibyhucmf.xmu.com.        IN    A    211.38.175.67
qkrsdpga.xmu.com.        IN    A    220.179.219.89
trqxakvw.xmu.com.        IN    A    149.131.120.43
gfmsbqhv.xmu.com.        IN    A    155.144.252.86
dnmlpbks.xmu.com.        IN    A    214.211.241.25
lbjgxcdq.xmu.com.        IN    A    242.207.6.97
xkbfwcpi.xmu.com.        IN    A    58.8.245.69
ucdktlrw.xmu.com.        IN    A    75.104.143.1
apktemuw.xmu.com.        IN    A    201.207.188.249
jpvdhorq.xmu.com.        IN    A    184.217.59.187
rodsexfu.xmu.com.        IN    A    157.3.180.40
pdrwsuny.xmu.com.        IN    A    64.118.177.147
wklhastj.xmu.com.        IN    A    218.114.130.254
gwlfoujs.xmu.com.        IN    A    232.12.51.13
fjmlhngy.xmu.com.        IN    A    3.147.185.92
kbqxryth.xmu.com.        IN    A    32.66.142.71
yvgqtpbx.xmu.com.        IN    A    175.57.202.230
luqbgcos.xmu.com.        IN    A    110.214.248.247
qlcokfev.xmu.com.        IN    A    5.77.154.205
aypfnhrm.xmu.com.        IN    A    166.217.153.201
ncljyxew.xmu.com.        IN    A    30.100.29.195
jcxdqmpg.xmu.com.        IN    A    19.122.197.62
daboicnu.xmu.com.        IN    A    10.157.195.116
xgcekyfr.xmu.com.        IN    A    62.79.193.4
qgjovmfd.xmu.com.        IN    A    19.247.226.58
qpuknvje.xmu.com.        IN    A    126.79.9.190
gnalpvsy.xmu.com.        IN    A    235.115.219.37
neqbhdpx.xmu.com.        IN    A    51.73.10.35
lwnjgxtf.xmu.com.        IN    A    172.88.128.166
wirshymg.xmu.com.        IN    A    164.131.53.220
higjdpws.xmu.com.        IN    A    15.22.59.177
whxevtrq.xmu.com.        IN    A    120.64.177.148
ndwkgmpj.xmu.com.        IN    A    168.16.126.106
qtrxkwns.xmu.com.        IN    A    113.53.203.199
scmiavlp.xmu.com.        IN    A    227.94.96.245
yvcaidsx.xmu.com.        IN    A    11.197.126.177
fpwgaqmy.xmu.com.        IN    A    248.68.253.163
nojehmrb.xmu.com.        IN    A    82.207.188.43
scvpjrtl.xmu.com.        IN    A    17.134.158.83
lcjmnpvw.xmu.com.        IN    A    216.81.9.84
apxmdsek.xmu.com.        IN    A    80.93.46.160
pwkiutlf.xmu.com.        IN    A    250.8.117.74
bfxicusm.xmu.com.        IN    A    85.93.128.198
wagxbfij.xmu.com.        IN    A    193.216.5.72
qwkifabc.xmu.com.        IN    A    79.90.45.101
nkaswuvj.xmu.com.        IN    A    162.63.231.75
grnmaxbj.xmu.com.        IN    A    245.26.236.159
slqwtker.xmu.com.        IN    A    153.216.82.25
rudtmqyb.xmu.com.        IN    A    218.123.217.216
vpmyqsrl.xmu.com.        IN    A    7.108.158.84
ceqykloa.xmu.com.        IN    A    101.177.16.21
imeyuofw.xmu.com.        IN    A    94.46.190.15
rmofpknj.xmu.com.        IN    A    251.148.208.170
lgdimwse.xmu.com.        IN    A    45.238.46.219
dpbejclo.xmu.com.        IN    A    4.246.32.103
lvtrpnuh.xmu.com.        IN    A    255.17.254.35
aoyjhwur.xmu.com.        IN    A    98.140.13.18
tlbywqcn.xmu.com.        IN    A    29.159.141.189
gvsblekc.xmu.com.        IN    A    115.72.148.68
pesqfkcw.xmu.com.        IN    A    208.174.134.171
hwlxkqea.xmu.com.        IN    A    177.35.219.82
etskrpbh.xmu.com.        IN    A    225.55.254.137
xvfrukgw.xmu.com.        IN    A    250.51.78.98
cpewumij.xmu.com.        IN    A    189.9.92.241
hncqgtjy.xmu.com.        IN    A    170.162.146.122
gksfxemr.xmu.com.        IN    A    64.88.13.40
kdpmrquv.xmu.com.        IN    A    171.212.101.164
kctsivqu.xmu.com.        IN    A    9.253.138.36
avwkmijf.xmu.com.        IN    A    53.17.139.172
vepuhkql.xmu.com.        IN    A    223.211.196.77
wlxiuoah.xmu.com.        IN    A    115.27.125.183
acixslth.xmu.com.        IN    A    206.0.48.91
dibvwmso.xmu.com.        IN    A    149.16.237.31
jiusntxk.xmu.com.        IN    A    191.245.64.89
divkuhmy.xmu.com.        IN    A    236.138.216.198
lgudokqy.xmu.com.        IN    A    238.139.59.251
iprcwobn.xmu.com.        IN    A    105.133.240.90
slpnhity.xmu.com.        IN    A    83.83.79.204
blofyapn.xmu.com.        IN    A    41.95.12.228
reaxoqvu.xmu.com.        IN    A    27.8.223.12
sgwynakx.xmu.com.        IN    A    166.71.209.186
whvrudls.xmu.com.        IN    A    36.75.106.157
ymndgper.xmu.com.        IN    A    234.29.63.130
ysqmvdtx.xmu.com.        IN    A    51.142.235.189
bctlkajy.xmu.com.        IN    A    69.84.170.137
aqbhmjit.xmu.com.        IN    A    206.251.87.205
olvnbfxs.xmu.com.        IN    A    128.136.72.49
pkynovew.xmu.com.        IN    A    187.189.79.233
udbaflxe.xmu.com.        IN    A    34.4.69.21
kgqpcifb.xmu.com.        IN    A    40.219.161.55
yjinesbd.xmu.com.        IN    A    10.206.162.8
diambgrt.xmu.com.        IN    A    170.62.13.55
duqkwobt.xmu.com.        IN    A    146.38.167.134
yifruwmd.xmu.com.        IN    A    87.184.155.196
ynrgeksv.xmu.com.        IN    A    205.91.83.118
psmhyjgx.xmu.com.        IN    A    174.189.132.241
elbmugsf.xmu.com.        IN    A    43.119.172.51
htlreykg.xmu.com.        IN    A    86.134.138.219
pbsricoj.xmu.com.        IN    A    175.241.188.52
jinlqwkm.xmu.com.        IN    A    65.248.97.95
vetwsydn.xmu.com.        IN    A    91.155.138.121
nwrploeu.xmu.com.        IN    A    19.236.109.59
xpqeyanb.xmu.com.        IN    A    157.68.214.116
mxofegkn.xmu.com.        IN    A    8.146.135.36
kfaogqcv.xmu.com.        IN    A    8.242.237.38
crouxmej.xmu.com.        IN    A    142.41.32.224
gwxvsalc.xmu.com.        IN    A    192.116.200.237
vaoksrhx.xmu.com.        IN    A    251.173.242.217
sfdumlrj.xmu.com.        IN    A    27.205.228.253
kjlmsdqx.xmu.com.        IN    A    198.200.214.45
cdiqpybl.xmu.com.        IN    A    102.150.156.109
gxwscqjy.xmu.com.        IN    A    252.150.131.194
dyfburhn.xmu.com.        IN    A    80.163.203.38
eagdtqbk.xmu.com.        IN    A    105.168.173.123
bkvxmypq.xmu.com.        IN    A    17.158.112.157
urplfnkc.xmu.com.        IN    A    212.140.204.132
ehdywopb.xmu.com.        IN    A    178.59.157.12
edokrnam.xmu.com.        IN    A    44.24.17.221
kcsmrone.xmu.com.        IN    A    85.100.109.246
otkdxqlc.xmu.com.        IN    A    24.7.224.218
psqjbvkw.xmu.com.        IN    A    127.76.117.217
mfoibqva.xmu.com.        IN    A    112.156.204.171
dkqtheub.xmu.com.        IN    A    10.224.58.5
orvyubli.xmu.com.        IN    A    216.193.125.104
tsmwaivy.xmu.com.        IN    A    106.243.2.39
gfstjixw.xmu.com.        IN    A    230.102.174.78
mhjxkweu.xmu.com.        IN    A    149.192.249.220
amfwovep.xmu.com.        IN    A    70.194.223.170
oifvjumg.xmu.com.        IN    A    231.58.194.176
wmnxosju.xmu.com.        IN    A    235.67.147.16
dkyjcbxr.xmu.com.        IN    A    101.163.118.32
xrysacut.xmu.com.        IN    A    90.140.184.179
kgjpivtq.xmu.com.        IN    A    107.79.34.88
dwptuexo.xmu.com.        IN    A    142.227.44.125
almxycjo.xmu.com.        IN    A    72.24.72.229
jdyswila.xmu.com.        IN    A    111.142.228.133
snlgwmpo.xmu.com.        IN    A    111.125.17.3
ukpfqgno.xmu.com.        IN    A    52.67.181.20
tjaourcm.xmu.com.        IN    A    6.191.162.200
hwxlgkey.xmu.com.        IN    A    33.4.157.171
huodeyqs.xmu.com.        IN    A    121.38.169.244
keflwqhv.xmu.com.        IN    A    164.126.218.159
tsdmjkab.xmu.com.        IN    A    242.117.30.32
hcamnjri.xmu.com.        IN    A    186.86.108.57
jmnpbawd.xmu.com.        IN    A    80.51.73.117
mfvagsel.xmu.com.        IN    A    180.23.21.37
mfkuwxpv.xmu.com.        IN    A    35.245.38.97
yjachrvn.xmu.com.        IN    A    61.4.131.149
ajnvmxor.xmu.com.        IN    A    56.28.165.110
clmdxrpq.xmu.com.        IN    A    207.141.128.206
wlotymdp.xmu.com.        IN    A    223.139.216.184
feprdjbi.xmu.com.        IN    A    107.43.223.146
poijlrvb.xmu.com.        IN    A    12.71.220.177
wcmdhqrp.xmu.com.        IN    A    110.240.205.212
ceshtyao.xmu.com.        IN    A    17.219.35.86
qefjsund.xmu.com.        IN    A    64.189.82.187
erqvbyhi.xmu.com.        IN    A    87.206.205.71
oftqbsci.xmu.com.        IN    A    62.55.80.226
somlfhqt.xmu.com.        IN    A    120.23.64.64
fhnruxqc.xmu.com.        IN    A    93.73.219.58
yhagtuwx.xmu.com.        IN    A    211.172.110.105
poumqknc.xmu.com.        IN    A    72.58.18.221
hfsyvmqa.xmu.com.        IN    A    40.152.131.81
yhuagble.xmu.com.        IN    A    76.249.119.143
gqaociel.xmu.com.        IN    A    136.123.129.137
mghxctsd.xmu.com.        IN    A    83.208.214.29
eompcfvd.xmu.com.        IN    A    246.107.19.103
fumncpkx.xmu.com.        IN    A    191.28.35.50
dufxtgpo.xmu.com.        IN    A    31.86.244.73
xjkbgcsd.xmu.com.        IN    A    50.131.242.190
nushgarb.xmu.com.        IN    A    157.166.228.94
wnbgsrjo.xmu.com.        IN    A    28.171.79.213
ktvgwhxs.xmu.com.        IN    A    153.215.23.42
mawypfsd.xmu.com.        IN    A    58.34.40.84
jbkhntqe.xmu.com.        IN    A    33.101.194.223
eltvycpa.xmu.com.        IN    A    9.29.15.238
uwidmpkg.xmu.com.        IN    A    198.55.194.193
oxgavfic.xmu.com.        IN    A    176.21.151.90
hrcmeibo.xmu.com.        IN    A    67.136.65.113
urgnpxam.xmu.com.        IN    A    20.80.104.206
ekanfhtq.xmu.com.        IN    A    195.70.92.82
ocwumxvf.xmu.com.        IN    A    25.111.173.32
iykqfcvd.xmu.com.        IN    A    154.48.193.198
halgyuqe.xmu.com.        IN    A    198.226.9.25
mvluxkdf.xmu.com.        IN    A    33.17.221.84
ebiqudxk.xmu.com.        IN    A    240.91.195.235
vqagetyd.xmu.com.        IN    A    70.186.80.145
irxavgmu.xmu.com.        IN    A    36.59.10.0
ygjerutp.xmu.com.        IN    A    146.165.175.59
gpdsifht.xmu.com.        IN    A    196.142.150.10
wgibuemo.xmu.com.        IN    A    171.83.91.51
luixhrwj.xmu.com.        IN    A    131.246.0.225
xjlrdwpu.xmu.com.        IN    A    17.56.108.8
jbfqrvud.xmu.com.        IN    A    143.67.0.72
kyuvsibd.xmu.com.        IN    A    236.49.136.173
hfxyuqok.xmu.com.        IN    A    135.142.167.58
cmuhpxbe.xmu.com.        IN    A    106.179.76.192
dexjfhpb.xmu.com.        IN    A    156.121.22.21
keolvcpd.xmu.com.        IN    A    93.33.72.101
surgahmd.xmu.com.        IN    A    224.173.38.175
egwnphty.xmu.com.        IN    A    210.156.251.168
qhueifjc.xmu.com.        IN    A    47.126.138.60
rvkbmdow.xmu.com.        IN    A    243.235.15.183
inbhodve.xmu.com.        IN    A    229.198.79.214
gifacwbr.xmu.com.        IN    A    128.33.74.3
rphwmaix.xmu.com.        IN    A    16.100.46.26
yeruvpsj.xmu.com.        IN    A    40.111.123.23
ostfkgyd.xmu.com.        IN    A    108.174.96.111
lhjnkadp.xmu.com.        IN    A    178.238.157.244
lswdxbfe.xmu.com.        IN    A    210.167.83.223
ybmsxhnl.xmu.com.        IN    A    44.124.46.251
tncirwve.xmu.com.        IN    A    182.128.81.246
gupqlvon.xmu.com.        IN    A    27.122.161.176
mbqofcya.xmu.com.        IN    A    29.145.11.164
bphkwlro.xmu.com.        IN    A    251.181.226.253
oatdflbr.xmu.com.        IN    A    101.185.122.47
ticenqfs.xmu.com.        IN    A    37.220.176.31
iwgtfnku.xmu.com.        IN    A    212.134.99.84
pcxyvbmw.xmu.com.        IN    A    145.69.153.155
rwilebpu.xmu.com.        IN    A    200.193.35.19
rilxdech.xmu.com.        IN    A    135.0.107.117
cigtwsev.xmu.com.        IN    A    68.52.52.245
qrgthkfy.xmu.com.        IN    A    75.106.90.224
xrskjglc.xmu.com.        IN    A    254.121.201.82
igmlaqvw.xmu.com.        IN    A    253.214.122.58
eucrbivt.xmu.com.        IN    A    159.23.19.250
olebufkm.xmu.com.        IN    A    138.163.122.205
jxbuslyw.xmu.com.        IN    A    51.198.10.53
kmwsejrx.xmu.com.        IN    A    152.136.253.253
sbawqyro.xmu.com.        IN    A    165.118.102.68
duylejkp.xmu.com.        IN    A    140.106.211.46
owdmrbxp.xmu.com.        IN    A    179.9.52.240
ufsvcpyq.xmu.com.        IN    A    196.89.59.180
lkfudsnw.xmu.com.        IN    A    70.6.97.249
vcsdjahn.xmu.com.        IN    A    174.31.112.46
cqelhwnd.xmu.com.        IN    A    10.221.252.114
ulhkqfxd.xmu.com.        IN    A    210.193.175.137
hapboqde.xmu.com.        IN    A    107.253.117.196
qopakyih.xmu.com.        IN    A    43.232.211.68
lpkdmnto.xmu.com.        IN    A    89.131.221.226
rlthjcsn.xmu.com.        IN    A    167.196.193.166
xaeklouc.xmu.com.        IN    A    175.54.70.69
gqlysejf.xmu.com.        IN    A    62.42.147.216
hsqgmytk.xmu.com.        IN    A    141.204.32.202
qfbvpget.xmu.com.        IN    A    38.131.84.190
fywqlgdv.xmu.com.        IN    A    1.236.145.96
pjirswvd.xmu.com.        IN    A    254.174.68.168
jfgveyko.xmu.com.        IN    A    93.208.82.164
qjuibxfd.xmu.com.        IN    A    110.198.234.159
qftvolmc.xmu.com.        IN    A    105.70.71.77
xlfbwhmg.xmu.com.        IN    A    113.21.161.216
bawqkiox.xmu.com.        IN    A    248.78.249.40
hopltina.xmu.com.        IN    A    226.237.131.29
snhmqpae.xmu.com.        IN    A    206.232.32.46
ndxuhgya.xmu.com.        IN    A    245.166.25.46
qvyucibx.xmu.com.        IN    A    112.203.151.53
geaprkxq.xmu.com.        IN    A    56.92.50.126
jkswilde.xmu.com.        IN    A    215.218.216.162
nditkceb.xmu.com.        IN    A    236.124.217.3
hiegxjrp.xmu.com.        IN    A    77.186.140.71
ugpkhbao.xmu.com.        IN    A    215.208.195.123
hjxqstrp.xmu.com.        IN    A    115.114.136.45
iyhlqbdo.xmu.com.        IN    A    35.162.74.9
akyfceju.xmu.com.        IN    A    101.120.234.128
ohpxkgec.xmu.com.        IN    A    201.40.242.246
hgaiemnk.xmu.com.        IN    A    109.213.175.102
swhkgyrd.xmu.com.        IN    A    196.17.125.7
tdvmnlgr.xmu.com.        IN    A    66.200.187.85
dingqvat.xmu.com.        IN    A    108.103.132.138
wlyjbnsh.xmu.com.        IN    A    241.232.3.186
ngsluiqy.xmu.com.        IN    A    163.61.46.55
whjelvda.xmu.com.        IN    A    106.104.140.148
pnuswhvr.xmu.com.        IN    A    63.54.14.95
sdmouvti.xmu.com.        IN    A    133.202.18.27
qsfnamrg.xmu.com.        IN    A    30.36.28.53
boykpmxt.xmu.com.        IN    A    73.46.110.216
njsbraut.xmu.com.        IN    A    252.130.144.195
ejqwvlox.xmu.com.        IN    A    61.128.41.7
cuibsank.xmu.com.        IN    A    23.200.29.177
aisjnvce.xmu.com.        IN    A    232.191.160.82
kanuhqcb.xmu.com.        IN    A    174.210.218.148
ivhwlfeo.xmu.com.        IN    A    33.106.47.255
uwksicaf.xmu.com.        IN    A    205.244.10.240
vmdecngi.xmu.com.        IN    A    156.102.154.123
umwelbxs.xmu.com.        IN    A    133.230.19.79
spevbuln.xmu.com.        IN    A    153.154.49.162
sphivldg.xmu.com.        IN    A    115.135.84.115
ixcdtbkl.xmu.com.        IN    A    140.75.59.146
qhefoswm.xmu.com.        IN    A    124.24.32.229
gkilvcpu.xmu.com.        IN    A    43.178.65.174
eldvixct.xmu.com.        IN    A    92.97.232.9
htjauxgs.xmu.com.        IN    A    180.150.208.231
rwudjxyf.xmu.com.        IN    A    56.26.50.6
xkigltny.xmu.com.        IN    A    151.61.103.27
ldkebfnu.xmu.com.        IN    A    123.53.158.244
jfqnkoha.xmu.com.        IN    A    51.67.210.97
wpvhqute.xmu.com.        IN    A    44.169.171.115
tsdaufck.xmu.com.        IN    A    48.28.113.103
gmvfixkj.xmu.com.        IN    A    150.72.59.218
nylrjcut.xmu.com.        IN    A    238.63.14.183
civrnphw.xmu.com.        IN    A    251.157.69.6
uthjeqcd.xmu.com.        IN    A    204.168.196.236
tmxrdibs.xmu.com.        IN    A    93.122.54.157
vjwkrifh.xmu.com.        IN    A    143.133.185.144
bagmxlfd.xmu.com.        IN    A    87.175.46.95
muryviax.xmu.com.        IN    A    255.141.78.70
brjhgxec.xmu.com.        IN    A    54.15.101.133
rtpybxms.xmu.com.        IN    A    136.138.95.79
jnikqbum.xmu.com.        IN    A    145.188.111.230
qdfemiwy.xmu.com.        IN    A    134.150.56.240
vupwobql.xmu.com.        IN    A    104.116.103.52
fauimhex.xmu.com.        IN    A    243.77.95.108
aiesvfru.xmu.com.        IN    A    199.250.37.7
apbycnuj.xmu.com.        IN    A    234.239.74.27
otkvnjau.xmu.com.        IN    A    86.160.116.219
lersgukw.xmu.com.        IN    A    76.32.118.70
jdnwxfhb.xmu.com.        IN    A    1.81.53.92
njxsgrvp.xmu.com.        IN    A    118.43.84.71
phxjawcg.xmu.com.        IN    A    24.140.14.49
eculnqks.xmu.com.        IN    A    156.188.255.117
eoqvgtba.xmu.com.        IN    A    66.249.12.126
shokfavr.xmu.com.        IN    A    117.66.160.116
uxyqicrf.xmu.com.        IN    A    180.97.236.53
lakrgdej.xmu.com.        IN    A    134.49.100.1
ictkmrlx.xmu.com.        IN    A    43.59.200.178
crdwysah.xmu.com.        IN    A    121.182.140.128
lnctpjrq.xmu.com.        IN    A    224.217.157.184
xcpegqsl.xmu.com.        IN    A    34.163.217.176
hytbcknq.xmu.com.        IN    A    238.182.129.89
ymitrcsv.xmu.com.        IN    A    28.81.172.27
utnoqfbx.xmu.com.        IN    A    111.13.141.17
dubmyqhf.xmu.com.        IN    A    232.12.81.200
nxscqjyp.xmu.com.        IN    A    111.13.68.233
mvtrbqew.xmu.com.        IN    A    70.44.156.93
xeuqbhgs.xmu.com.        IN    A    169.126.22.155
htwypbav.xmu.com.        IN    A    148.36.88.69
jaxlurfy.xmu.com.        IN    A    88.27.15.143
mdoprcfy.xmu.com.        IN    A    244.25.203.2
ojbkmqrt.xmu.com.        IN    A    222.221.39.90
coysqtjm.xmu.com.        IN    A    243.76.240.111
axglthqw.xmu.com.        IN    A    204.48.174.238
ismhfcvk.xmu.com.        IN    A    89.69.46.249
tekwhsui.xmu.com.        IN    A    120.130.163.15
wadyljes.xmu.com.        IN    A    253.52.4.111
xaepbmty.xmu.com.        IN    A    166.20.90.122
nusepdvw.xmu.com.        IN    A    75.225.22.18
thluyajn.xmu.com.        IN    A    170.249.15.1
antvjmrk.xmu.com.        IN    A    156.135.246.137
edqjrtwg.xmu.com.        IN    A    176.245.148.247
eotpcadf.xmu.com.        IN    A    119.247.119.219
hxvfiypm.xmu.com.        IN    A    0.30.77.51
ukbcjasx.xmu.com.        IN    A    49.145.69.156
adnmsoeh.xmu.com.        IN    A    151.198.10.139
ndsmtofh.xmu.com.        IN    A    251.254.199.191
wuiqlevs.xmu.com.        IN    A    250.165.10.45
wdxahekj.xmu.com.        IN    A    21.137.95.1
odbirutn.xmu.com.        IN    A    126.71.218.234
efjwnvql.xmu.com.        IN    A    31.142.210.54
qiyedsfl.xmu.com.        IN    A    78.54.43.51
tyhoiefv.xmu.com.        IN    A    71.192.9.204
wnuhpryj.xmu.com.        IN    A    151.9.174.65
atglnbjm.xmu.com.        IN    A    64.80.186.165
goyvsant.xmu.com.        IN    A    248.17.227.92
qdcgsuoi.xmu.com.        IN    A    105.70.2.220
qypaisbt.xmu.com.        IN    A    233.156.28.20
iqlynsgb.xmu.com.        IN    A    103.15.127.44
ufhpngli.xmu.com.        IN    A    33.246.174.237
tyhvrqxg.xmu.com.        IN    A    114.29.215.78
dsjqtxgh.xmu.com.        IN    A    141.103.97.213
oehdnyqr.xmu.com.        IN    A    54.254.118.160
sxlmwdnf.xmu.com.        IN    A    7.145.220.242
jacyshqk.xmu.com.        IN    A    178.210.136.192
bshygitc.xmu.com.        IN    A    220.193.63.185
cdhyjsno.xmu.com.        IN    A    69.176.159.76
xfcvrylm.xmu.com.        IN    A    130.134.99.204
wdicxfno.xmu.com.        IN    A    254.76.248.204
ytkcxlji.xmu.com.        IN    A    16.210.197.25
echyijbm.xmu.com.        IN    A    16.202.154.73
wirulcsn.xmu.com.        IN    A    106.181.149.15
uvfgqsbh.xmu.com.        IN    A    152.31.197.2
muxyrvpi.xmu.com.        IN    A    4.211.217.214
mftbxyda.xmu.com.        IN    A    143.10.191.148
tjygxebm.xmu.com.        IN    A    96.236.110.168
tkjlaysu.xmu.com.        IN    A    138.217.73.153
vknbhqfg.xmu.com.        IN    A    57.231.50.219
wlonecbi.xmu.com.        IN    A    117.66.33.196
feycpqsn.xmu.com.        IN    A    28.149.199.129
xqethloc.xmu.com.        IN    A    181.62.8.173
fsuqendc.xmu.com.        IN    A    251.87.201.146
ekrwcatg.xmu.com.        IN    A    230.41.110.5
plusgtnw.xmu.com.        IN    A    176.134.76.220
dkrlcvye.xmu.com.        IN    A    34.29.213.9
lgthircf.xmu.com.        IN    A    8.237.139.7
augeconk.xmu.com.        IN    A    102.57.126.223
eifnsajq.xmu.com.        IN    A    29.157.163.125
jxklwrde.xmu.com.        IN    A    218.229.64.174
elwhrduq.xmu.com.        IN    A    26.136.56.93
jkeqrmls.xmu.com.        IN    A    136.99.86.60
jrmbtsao.xmu.com.        IN    A    148.4.12.204
anxsdqlg.xmu.com.        IN    A    133.80.22.236
qfxkvgjs.xmu.com.        IN    A    114.82.83.49
ncfyvusg.xmu.com.        IN    A    31.44.4.96
omgqydhf.xmu.com.        IN    A    227.230.27.5
lyqmxnpf.xmu.com.        IN    A    30.70.248.106
owyqnitl.xmu.com.        IN    A    90.248.84.234
capovgst.xmu.com.        IN    A    49.25.198.109
qrousxwf.xmu.com.        IN    A    109.147.115.190
svmqeicd.xmu.com.        IN    A    78.228.179.164
gcqtboen.xmu.com.        IN    A    16.183.15.189
pabrdeos.xmu.com.        IN    A    110.112.43.240
qiygrkhj.xmu.com.        IN    A    4.205.182.116
efmltsad.xmu.com.        IN    A    239.178.213.148
tovbnmgi.xmu.com.        IN    A    160.147.14.86
rlnxcgsh.xmu.com.        IN    A    167.112.44.152
ariujwph.xmu.com.        IN    A    161.239.230.148
rfhkqita.xmu.com.        IN    A    32.74.1.149
tuohqjri.xmu.com.        IN    A    106.136.251.150
tjepcgxa.xmu.com.        IN    A    182.143.244.242
kexbhrpi.xmu.com.        IN    A    161.38.163.13
getxrnvm.xmu.com.        IN    A    80.139.76.121
srpkqixa.xmu.com.        IN    A    191.13.47.114
eblmuqng.xmu.com.        IN    A    52.113.41.92
eoljsnxm.xmu.com.        IN    A    63.225.129.147
ojsndmrc.xmu.com.        IN    A    37.253.57.56
jeaixybg.xmu.com.        IN    A    63.76.21.183
mtvluxie.xmu.com.        IN    A    66.245.184.56
pfrwaniq.xmu.com.        IN    A    38.71.245.133
qlypnumg.xmu.com.        IN    A    215.220.147.28
tbqgfmdj.xmu.com.        IN    A    120.66.240.7
fexqarvt.xmu.com.        IN    A    194.29.199.74
kqgcvtih.xmu.com.        IN    A    181.69.240.172
cqoimdhr.xmu.com.        IN    A    87.116.80.100
psveaobg.xmu.com.        IN    A    212.166.224.88
jgclymeb.xmu.com.        IN    A    28.164.99.185
juixgvfd.xmu.com.        IN    A    51.163.60.37
debfgcho.xmu.com.        IN    A    44.109.219.127
prgxbsko.xmu.com.        IN    A    175.208.32.85
lkvhrscm.xmu.com.        IN    A    161.28.203.35
cqrwktgf.xmu.com.        IN    A    117.109.58.107
uemghkas.xmu.com.        IN    A    192.163.54.230
fjgibulw.xmu.com.        IN    A    147.141.237.194
wvqybkpo.xmu.com.        IN    A    252.161.125.16
itqecoba.xmu.com.        IN    A    180.226.94.20
nlspagjr.xmu.com.        IN    A    32.159.100.157
kvwyxbsg.xmu.com.        IN    A    236.179.240.253
godrhaql.xmu.com.        IN    A    171.97.101.101
msrqvyah.xmu.com.        IN    A    133.249.232.176
