xw.lzu.com.	14400	IN	SOA	ns1.xw.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
xw.lzu.com.		    IN	NS ns1.xw.lzu.com.
nmjrupcf.xw.lzu.com.     IN    A    113.245.160.214
lkavfgcx.xw.lzu.com.     IN    A    186.122.80.189
uygcthjx.xw.lzu.com.     IN    A    226.118.53.208
amviopsw.xw.lzu.com.     IN    A    153.177.100.129
bnfsvypw.xw.lzu.com.     IN    A    196.50.235.47
pqijvblh.xw.lzu.com.     IN    A    225.99.71.120
hlonesvm.xw.lzu.com.     IN    A    48.98.191.174
hxyqvnbp.xw.lzu.com.     IN    A    35.80.173.94
ypxlmbca.xw.lzu.com.     IN    A    44.33.6.94
ivcdhfbo.xw.lzu.com.     IN    A    105.38.36.139
evfjrtym.xw.lzu.com.     IN    A    26.143.213.165
gyxuslqe.xw.lzu.com.     IN    A    66.181.210.213
nvcplyxe.xw.lzu.com.     IN    A    29.239.77.94
jriedaus.xw.lzu.com.     IN    A    152.250.13.103
wnmilpgo.xw.lzu.com.     IN    A    159.100.209.129
fsxmugdl.xw.lzu.com.     IN    A    162.116.77.192
srnvluyd.xw.lzu.com.     IN    A    82.128.1.205
hdkqubva.xw.lzu.com.     IN    A    9.196.210.169
toibydeg.xw.lzu.com.     IN    A    110.28.40.229
dexylcph.xw.lzu.com.     IN    A    158.143.159.11
mnjqsuti.xw.lzu.com.     IN    A    119.15.47.87
crtnysjx.xw.lzu.com.     IN    A    151.31.229.3
pkoctgfr.xw.lzu.com.     IN    A    80.53.210.101
xitbrmcl.xw.lzu.com.     IN    A    216.222.230.187
jgmywefq.xw.lzu.com.     IN    A    216.13.153.126
fygpdtnv.xw.lzu.com.     IN    A    155.153.179.57
wshcfvqu.xw.lzu.com.     IN    A    37.133.166.180
awsxdyfc.xw.lzu.com.     IN    A    217.41.71.241
nhgxjlcv.xw.lzu.com.     IN    A    73.67.10.160
srnumifx.xw.lzu.com.     IN    A    203.9.36.126
ecwmvtay.xw.lzu.com.     IN    A    132.31.238.155
ixadchqu.xw.lzu.com.     IN    A    16.141.53.213
tvkobjcr.xw.lzu.com.     IN    A    136.122.169.59
geqkodrp.xw.lzu.com.     IN    A    202.29.86.200
vwnmkbdf.xw.lzu.com.     IN    A    6.194.134.6
bsmrlhky.xw.lzu.com.     IN    A    164.220.79.157
meituwfb.xw.lzu.com.     IN    A    39.87.63.204
aumpshgv.xw.lzu.com.     IN    A    9.98.0.212
aiqpnfly.xw.lzu.com.     IN    A    88.236.108.9
nxbewuck.xw.lzu.com.     IN    A    69.219.68.11
paquldxj.xw.lzu.com.     IN    A    231.69.90.125
yuxltbqs.xw.lzu.com.     IN    A    228.219.81.149
ojwdvyhc.xw.lzu.com.     IN    A    210.250.48.128
xlonafvq.xw.lzu.com.     IN    A    41.88.63.96
mjdvfplb.xw.lzu.com.     IN    A    184.37.75.245
tmykapsb.xw.lzu.com.     IN    A    156.248.158.84
alemfpru.xw.lzu.com.     IN    A    101.211.90.29
ybivfsln.xw.lzu.com.     IN    A    3.132.187.18
htjvwyrn.xw.lzu.com.     IN    A    174.103.236.213
yawoefrn.xw.lzu.com.     IN    A    239.49.229.198
gsivxjmc.xw.lzu.com.     IN    A    72.197.72.183
skcqrvoe.xw.lzu.com.     IN    A    141.193.103.212
jxmlfync.xw.lzu.com.     IN    A    2.35.118.97
iktdefms.xw.lzu.com.     IN    A    205.104.87.72
refcdhbw.xw.lzu.com.     IN    A    200.20.164.224
sretcjak.xw.lzu.com.     IN    A    157.30.91.131
sgfjdvtq.xw.lzu.com.     IN    A    202.50.188.173
brovqfld.xw.lzu.com.     IN    A    55.208.37.109
edrytbul.xw.lzu.com.     IN    A    102.69.75.137
nlrkyfpq.xw.lzu.com.     IN    A    170.79.244.18
hfwxnvso.xw.lzu.com.     IN    A    37.213.181.28
hisdqnrf.xw.lzu.com.     IN    A    68.96.139.165
umvpxisf.xw.lzu.com.     IN    A    194.93.101.55
lyxudvao.xw.lzu.com.     IN    A    68.130.156.253
klwmnxyq.xw.lzu.com.     IN    A    212.62.250.120
qxsnwkbv.xw.lzu.com.     IN    A    140.91.121.115
knhasclv.xw.lzu.com.     IN    A    225.156.71.246
mnwpxtvy.xw.lzu.com.     IN    A    76.126.157.4
hgarivkx.xw.lzu.com.     IN    A    77.211.14.163
yhmvjisc.xw.lzu.com.     IN    A    2.173.101.197
yanuhdrx.xw.lzu.com.     IN    A    153.6.92.167
bdnwvsga.xw.lzu.com.     IN    A    44.93.203.193
oidcgfmt.xw.lzu.com.     IN    A    184.160.33.152
anegduhf.xw.lzu.com.     IN    A    178.54.233.75
pohbgklv.xw.lzu.com.     IN    A    179.14.248.22
vhfwqoxk.xw.lzu.com.     IN    A    203.184.235.197
dwkfsnhx.xw.lzu.com.     IN    A    160.42.236.199
hpvwnjus.xw.lzu.com.     IN    A    55.49.180.78
nfxwhjcs.xw.lzu.com.     IN    A    189.201.223.207
avopkfrj.xw.lzu.com.     IN    A    157.91.56.117
exdaokwq.xw.lzu.com.     IN    A    234.117.47.105
yxlarowq.xw.lzu.com.     IN    A    57.65.229.233
yobxcjgh.xw.lzu.com.     IN    A    113.117.5.87
oumkxrwb.xw.lzu.com.     IN    A    81.66.189.84
bdfijtou.xw.lzu.com.     IN    A    61.115.28.135
lqbtskwe.xw.lzu.com.     IN    A    113.232.171.92
aiplexrf.xw.lzu.com.     IN    A    55.205.134.130
boteksnf.xw.lzu.com.     IN    A    151.151.135.120
vaflbrnw.xw.lzu.com.     IN    A    91.132.167.185
lgkxmbei.xw.lzu.com.     IN    A    35.80.169.107
umrlckwp.xw.lzu.com.     IN    A    135.160.185.239
qfcraivp.xw.lzu.com.     IN    A    128.79.119.103
tmpgoirs.xw.lzu.com.     IN    A    11.243.77.116
mcojngvq.xw.lzu.com.     IN    A    194.193.166.132
mkvyasuh.xw.lzu.com.     IN    A    194.126.208.112
sebrnlxy.xw.lzu.com.     IN    A    191.70.110.231
hvknjsly.xw.lzu.com.     IN    A    46.161.160.218
jgfnwdqc.xw.lzu.com.     IN    A    169.136.177.27
qbjxcusy.xw.lzu.com.     IN    A    138.23.68.30
kcsjgfdy.xw.lzu.com.     IN    A    204.119.165.132
qjcwekpt.xw.lzu.com.     IN    A    152.57.141.4
tqreclpv.xw.lzu.com.     IN    A    1.93.234.234
rpavwglb.xw.lzu.com.     IN    A    145.115.89.98
wvtiqjrm.xw.lzu.com.     IN    A    57.113.213.217
wbdfapks.xw.lzu.com.     IN    A    195.115.77.4
xnqcpvue.xw.lzu.com.     IN    A    91.152.229.148
qdhfctmr.xw.lzu.com.     IN    A    156.106.201.133
tywuorbk.xw.lzu.com.     IN    A    4.117.156.87
qncrvdbu.xw.lzu.com.     IN    A    190.47.25.200
qfsvmrkh.xw.lzu.com.     IN    A    183.239.108.190
okbwyufi.xw.lzu.com.     IN    A    44.13.147.144
eqgdpfwo.xw.lzu.com.     IN    A    224.165.161.197
lnidybma.xw.lzu.com.     IN    A    99.215.148.196
aqscljpt.xw.lzu.com.     IN    A    99.220.112.145
xlcoiuhe.xw.lzu.com.     IN    A    126.108.135.79
ofejqpni.xw.lzu.com.     IN    A    251.186.215.236
nsywcbxt.xw.lzu.com.     IN    A    135.210.74.12
sckvimqa.xw.lzu.com.     IN    A    31.166.185.58
rnosdujl.xw.lzu.com.     IN    A    19.112.102.231
irxosvdm.xw.lzu.com.     IN    A    111.17.46.39
nrqpxdlk.xw.lzu.com.     IN    A    135.203.245.159
tuhylmsn.xw.lzu.com.     IN    A    65.197.198.182
ukvtlaib.xw.lzu.com.     IN    A    60.92.39.74
pflvangc.xw.lzu.com.     IN    A    141.91.130.153
rgqidjto.xw.lzu.com.     IN    A    95.238.186.130
lpcywona.xw.lzu.com.     IN    A    93.101.132.37
gfcmvkeh.xw.lzu.com.     IN    A    46.156.65.19
crtegjsd.xw.lzu.com.     IN    A    224.255.62.186
xngvkryc.xw.lzu.com.     IN    A    87.69.224.125
rtxvwpey.xw.lzu.com.     IN    A    39.208.232.39
wunopjel.xw.lzu.com.     IN    A    126.182.80.37
uqxegoip.xw.lzu.com.     IN    A    196.62.216.115
rsxywafc.xw.lzu.com.     IN    A    170.217.27.157
rihpgfvk.xw.lzu.com.     IN    A    106.181.221.91
hlpoidjv.xw.lzu.com.     IN    A    71.144.50.239
gkirejan.xw.lzu.com.     IN    A    205.51.157.200
wilpoxaf.xw.lzu.com.     IN    A    136.81.52.131
uetoriln.xw.lzu.com.     IN    A    165.14.70.185
wnytpjlf.xw.lzu.com.     IN    A    8.240.231.92
tmrxvfon.xw.lzu.com.     IN    A    184.24.24.113
vsmarfhq.xw.lzu.com.     IN    A    165.116.100.164
egdjcapy.xw.lzu.com.     IN    A    105.40.87.168
bkfcrjxq.xw.lzu.com.     IN    A    237.41.152.59
slvwxtiu.xw.lzu.com.     IN    A    218.41.233.13
sadowlke.xw.lzu.com.     IN    A    132.166.191.195
tkubyfij.xw.lzu.com.     IN    A    240.38.25.246
bfapqoum.xw.lzu.com.     IN    A    226.120.179.239
krdnuhfb.xw.lzu.com.     IN    A    202.237.233.35
bdsuyhxt.xw.lzu.com.     IN    A    249.246.120.210
frbgoedj.xw.lzu.com.     IN    A    169.151.198.184
auwtixge.xw.lzu.com.     IN    A    229.73.125.123
byupiqne.xw.lzu.com.     IN    A    26.146.16.236
ythbpoue.xw.lzu.com.     IN    A    230.21.101.184
tcgsldkx.xw.lzu.com.     IN    A    74.58.115.66
iychxtkq.xw.lzu.com.     IN    A    172.253.111.170
tvrmcxeh.xw.lzu.com.     IN    A    29.214.243.159
rmtnbfje.xw.lzu.com.     IN    A    193.184.39.219
nqkhsarj.xw.lzu.com.     IN    A    76.102.176.110
xrvptoud.xw.lzu.com.     IN    A    225.10.1.105
rnqadusb.xw.lzu.com.     IN    A    109.188.13.49
mspwfkvx.xw.lzu.com.     IN    A    39.127.95.157
ailcvwjp.xw.lzu.com.     IN    A    107.63.175.98
glnmcwaq.xw.lzu.com.     IN    A    243.195.202.254
lgceqnou.xw.lzu.com.     IN    A    181.151.14.74
tmeasfhi.xw.lzu.com.     IN    A    169.243.129.9
ongijpbm.xw.lzu.com.     IN    A    54.117.211.45
ixepumyc.xw.lzu.com.     IN    A    71.177.131.254
ftwsmnlj.xw.lzu.com.     IN    A    202.72.124.236
ekglhfab.xw.lzu.com.     IN    A    26.41.156.109
cwnmdsqe.xw.lzu.com.     IN    A    177.216.122.210
jvdrexnw.xw.lzu.com.     IN    A    38.243.178.206
hegbyrqa.xw.lzu.com.     IN    A    119.228.178.50
hwerpxtc.xw.lzu.com.     IN    A    216.49.180.178
wcxurmte.xw.lzu.com.     IN    A    78.141.30.78
tuqsrlnf.xw.lzu.com.     IN    A    29.212.154.103
ngshuckd.xw.lzu.com.     IN    A    70.33.247.76
fjmxweny.xw.lzu.com.     IN    A    235.138.118.172
ejdyuikx.xw.lzu.com.     IN    A    210.106.229.21
oyndagse.xw.lzu.com.     IN    A    12.102.117.208
vdqsifkw.xw.lzu.com.     IN    A    48.194.57.120
wvmiqehu.xw.lzu.com.     IN    A    159.210.92.208
dhiosuwj.xw.lzu.com.     IN    A    77.211.194.250
ogupkchj.xw.lzu.com.     IN    A    226.159.175.59
aturgohf.xw.lzu.com.     IN    A    176.170.91.63
yuiplxcd.xw.lzu.com.     IN    A    228.196.9.71
ygbeholr.xw.lzu.com.     IN    A    17.129.116.169
hobpkgvw.xw.lzu.com.     IN    A    86.187.227.212
ohfjrbcx.xw.lzu.com.     IN    A    126.90.50.36
uqalnbje.xw.lzu.com.     IN    A    164.234.173.205
dnfgjsal.xw.lzu.com.     IN    A    148.140.212.31
xwlafyjg.xw.lzu.com.     IN    A    50.101.41.240
ixuhlqey.xw.lzu.com.     IN    A    216.209.237.211
lrxhogej.xw.lzu.com.     IN    A    197.249.129.174
gwxnmhct.xw.lzu.com.     IN    A    26.156.192.97
ajshkdqb.xw.lzu.com.     IN    A    230.225.52.209
gwenopdk.xw.lzu.com.     IN    A    32.92.102.119
djqmoash.xw.lzu.com.     IN    A    84.29.196.81
absovjcn.xw.lzu.com.     IN    A    218.233.237.165
oslfdmic.xw.lzu.com.     IN    A    204.37.254.41
wfmrqhcy.xw.lzu.com.     IN    A    170.105.249.91
vhwpoqli.xw.lzu.com.     IN    A    207.120.27.211
cwxovtgp.xw.lzu.com.     IN    A    188.122.142.34
fpsjioth.xw.lzu.com.     IN    A    88.6.71.111
bnrdimja.xw.lzu.com.     IN    A    96.246.215.232
yomflvep.xw.lzu.com.     IN    A    117.214.169.102
piwoyhbj.xw.lzu.com.     IN    A    224.182.150.59
qbdfumwg.xw.lzu.com.     IN    A    176.204.195.112
qepvtlin.xw.lzu.com.     IN    A    238.61.133.18
ysgehupn.xw.lzu.com.     IN    A    112.77.150.226
jemcpxoy.xw.lzu.com.     IN    A    138.92.189.225
idmvyxnj.xw.lzu.com.     IN    A    211.147.125.200
vraepcuo.xw.lzu.com.     IN    A    63.100.119.127
krgfuqbc.xw.lzu.com.     IN    A    220.165.139.114
gkjxmeob.xw.lzu.com.     IN    A    22.86.170.142
yqiwbjor.xw.lzu.com.     IN    A    244.73.157.97
oxjrqcif.xw.lzu.com.     IN    A    170.10.215.59
tjkpaidw.xw.lzu.com.     IN    A    42.59.148.22
gcofwilb.xw.lzu.com.     IN    A    182.154.118.182
hkenxift.xw.lzu.com.     IN    A    164.238.206.218
whrioybg.xw.lzu.com.     IN    A    22.76.42.86
cnimgqhf.xw.lzu.com.     IN    A    228.18.42.83
knmvgdfr.xw.lzu.com.     IN    A    74.134.38.192
doiafrsw.xw.lzu.com.     IN    A    195.134.65.220
qwovecyb.xw.lzu.com.     IN    A    251.3.1.94
xhmoevjc.xw.lzu.com.     IN    A    55.110.96.184
tihsvowx.xw.lzu.com.     IN    A    238.39.84.208
gxsipcwj.xw.lzu.com.     IN    A    151.75.179.151
bkqulchv.xw.lzu.com.     IN    A    147.83.94.7
kegphxcj.xw.lzu.com.     IN    A    125.97.34.129
sucybero.xw.lzu.com.     IN    A    94.88.217.193
fyrexcna.xw.lzu.com.     IN    A    212.214.193.30
eiavudmj.xw.lzu.com.     IN    A    142.8.207.24
dytlmkop.xw.lzu.com.     IN    A    35.24.58.58
lgdxqhjw.xw.lzu.com.     IN    A    117.38.197.220
qpeilcmr.xw.lzu.com.     IN    A    254.8.36.127
mgwfidyr.xw.lzu.com.     IN    A    30.30.148.32
ajcridof.xw.lzu.com.     IN    A    67.193.26.136
jlqgptkn.xw.lzu.com.     IN    A    5.169.148.26
jahnvcmi.xw.lzu.com.     IN    A    240.46.99.142
npfiedgu.xw.lzu.com.     IN    A    181.145.70.146
ychmjksn.xw.lzu.com.     IN    A    186.147.128.72
ktnqoywm.xw.lzu.com.     IN    A    69.228.154.55
lixvwgbt.xw.lzu.com.     IN    A    37.16.118.106
anirksbq.xw.lzu.com.     IN    A    83.255.165.152
eytkgofm.xw.lzu.com.     IN    A    153.194.225.116
surdmveb.xw.lzu.com.     IN    A    123.71.63.210
nvhjmuxf.xw.lzu.com.     IN    A    151.144.51.221
trhqxeki.xw.lzu.com.     IN    A    204.151.31.112
xrvphume.xw.lzu.com.     IN    A    224.78.97.181
lctabgmn.xw.lzu.com.     IN    A    162.191.162.147
xqhdgerf.xw.lzu.com.     IN    A    59.188.77.38
ncvexkmp.xw.lzu.com.     IN    A    32.170.32.117
njuldpmc.xw.lzu.com.     IN    A    255.155.233.44
iymegfbp.xw.lzu.com.     IN    A    33.24.125.25
gkoaefmc.xw.lzu.com.     IN    A    65.125.96.198
rfliobqe.xw.lzu.com.     IN    A    16.239.24.204
hcbyopne.xw.lzu.com.     IN    A    78.212.86.75
oyaighvk.xw.lzu.com.     IN    A    134.105.86.156
folrqgst.xw.lzu.com.     IN    A    162.59.190.138
cqnahgdv.xw.lzu.com.     IN    A    162.107.198.165
jxmcrdtk.xw.lzu.com.     IN    A    72.193.202.194
ciutfndx.xw.lzu.com.     IN    A    248.168.127.76
jdqvgoxl.xw.lzu.com.     IN    A    161.95.228.37
iqjvdbay.xw.lzu.com.     IN    A    3.88.239.95
aeipcklu.xw.lzu.com.     IN    A    173.126.105.162
oslkbxph.xw.lzu.com.     IN    A    87.188.17.192
xoshufai.xw.lzu.com.     IN    A    77.186.44.63
woluseya.xw.lzu.com.     IN    A    122.55.228.138
vxuptlse.xw.lzu.com.     IN    A    246.135.220.42
iudxtsgw.xw.lzu.com.     IN    A    77.65.81.206
glmyewxr.xw.lzu.com.     IN    A    220.60.207.188
wtisjdmn.xw.lzu.com.     IN    A    45.98.75.36
duvtlhma.xw.lzu.com.     IN    A    180.98.54.181
wnmdjxbf.xw.lzu.com.     IN    A    167.105.175.11
tvserklo.xw.lzu.com.     IN    A    159.58.180.162
lefjtina.xw.lzu.com.     IN    A    38.42.170.165
vaepqyfk.xw.lzu.com.     IN    A    73.7.245.123
yoenghsm.xw.lzu.com.     IN    A    87.70.115.41
rcymevlf.xw.lzu.com.     IN    A    143.166.93.91
nxfgolpk.xw.lzu.com.     IN    A    136.201.192.214
fscmtnbi.xw.lzu.com.     IN    A    118.212.93.84
wfuopgjt.xw.lzu.com.     IN    A    197.81.100.76
qoalewkd.xw.lzu.com.     IN    A    21.243.43.202
ulgevxij.xw.lzu.com.     IN    A    9.74.10.214
cnmfhyla.xw.lzu.com.     IN    A    21.98.154.160
swluponm.xw.lzu.com.     IN    A    231.51.127.45
ukidgort.xw.lzu.com.     IN    A    252.178.37.206
xeyutrkv.xw.lzu.com.     IN    A    204.113.246.251
pvwyhgtj.xw.lzu.com.     IN    A    168.73.172.148
pnuwitol.xw.lzu.com.     IN    A    23.147.95.192
mregyxjk.xw.lzu.com.     IN    A    215.11.190.80
rniduepc.xw.lzu.com.     IN    A    108.72.121.125
ltfkpqar.xw.lzu.com.     IN    A    14.148.183.31
trqchpyg.xw.lzu.com.     IN    A    132.7.21.50
shnlvdtc.xw.lzu.com.     IN    A    7.123.70.170
huikowbd.xw.lzu.com.     IN    A    102.58.28.162
mtaqkicl.xw.lzu.com.     IN    A    204.63.30.225
utdgfijb.xw.lzu.com.     IN    A    178.13.76.229
secliuhb.xw.lzu.com.     IN    A    188.182.185.241
aveymrst.xw.lzu.com.     IN    A    233.137.250.182
knpihmrj.xw.lzu.com.     IN    A    145.108.215.158
fmtyeucn.xw.lzu.com.     IN    A    57.36.122.15
pbhdulvn.xw.lzu.com.     IN    A    159.180.217.192
ikwtmarv.xw.lzu.com.     IN    A    47.32.29.3
nexrhavy.xw.lzu.com.     IN    A    154.234.51.0
hoqnuyti.xw.lzu.com.     IN    A    129.216.112.209
ylmawqer.xw.lzu.com.     IN    A    251.24.4.126
eaphndso.xw.lzu.com.     IN    A    202.222.158.190
jpntvugo.xw.lzu.com.     IN    A    7.213.191.15
ucvfbmgp.xw.lzu.com.     IN    A    39.249.159.208
xiqnrebh.xw.lzu.com.     IN    A    19.83.153.165
tsdjangy.xw.lzu.com.     IN    A    38.122.209.66
ciluyfpj.xw.lzu.com.     IN    A    168.36.178.220
dhwptumk.xw.lzu.com.     IN    A    104.20.173.254
yqbsforj.xw.lzu.com.     IN    A    174.17.27.194
kvceywlj.xw.lzu.com.     IN    A    37.83.186.174
rqieafyh.xw.lzu.com.     IN    A    229.108.69.91
rqgupxwt.xw.lzu.com.     IN    A    149.175.19.51
iqkopfav.xw.lzu.com.     IN    A    136.219.190.49
subpdqga.xw.lzu.com.     IN    A    191.74.93.231
dtfjsewu.xw.lzu.com.     IN    A    62.199.117.129
xbmyvkca.xw.lzu.com.     IN    A    22.0.1.103
gkxurvin.xw.lzu.com.     IN    A    49.225.198.153
huvwropl.xw.lzu.com.     IN    A    18.234.60.51
usjvwetb.xw.lzu.com.     IN    A    224.178.140.135
iwcjhdye.xw.lzu.com.     IN    A    14.193.206.142
inblpvqr.xw.lzu.com.     IN    A    171.63.145.161
idlvhcbo.xw.lzu.com.     IN    A    128.58.29.225
qdwuacvo.xw.lzu.com.     IN    A    127.22.95.67
eamrvpgk.xw.lzu.com.     IN    A    207.251.237.40
klygqpin.xw.lzu.com.     IN    A    247.166.104.31
qfegkpwa.xw.lzu.com.     IN    A    71.247.135.27
promjwlb.xw.lzu.com.     IN    A    198.138.198.103
lmidqucw.xw.lzu.com.     IN    A    58.199.45.135
coptxhlw.xw.lzu.com.     IN    A    206.164.12.23
xmfbeaqo.xw.lzu.com.     IN    A    185.24.162.79
nethwfrk.xw.lzu.com.     IN    A    167.87.160.115
yidsrkgn.xw.lzu.com.     IN    A    35.64.134.108
svulghwe.xw.lzu.com.     IN    A    52.38.131.82
jdriqfns.xw.lzu.com.     IN    A    194.244.235.67
alwbjeqk.xw.lzu.com.     IN    A    75.22.92.94
ofjpiedn.xw.lzu.com.     IN    A    34.202.67.79
bsnkohgr.xw.lzu.com.     IN    A    150.174.144.160
qvfunwib.xw.lzu.com.     IN    A    251.69.40.231
mfexgoab.xw.lzu.com.     IN    A    105.184.136.36
tbmfjngq.xw.lzu.com.     IN    A    113.60.86.213
cltsjkiu.xw.lzu.com.     IN    A    253.109.37.241
ysmfokxv.xw.lzu.com.     IN    A    223.202.254.63
bxeqifsg.xw.lzu.com.     IN    A    169.233.25.209
uljmyahs.xw.lzu.com.     IN    A    156.35.126.218
mtswhcex.xw.lzu.com.     IN    A    24.66.192.50
bmhgvstq.xw.lzu.com.     IN    A    64.127.230.207
agvocqkf.xw.lzu.com.     IN    A    248.128.136.80
sblmvhia.xw.lzu.com.     IN    A    132.33.252.4
tuvcqnyd.xw.lzu.com.     IN    A    113.222.54.69
rlioxmut.xw.lzu.com.     IN    A    72.75.251.151
qvekpwrt.xw.lzu.com.     IN    A    30.241.0.226
hygwmbip.xw.lzu.com.     IN    A    43.118.177.66
kvoefcnd.xw.lzu.com.     IN    A    230.11.134.79
mgcrjqvb.xw.lzu.com.     IN    A    178.125.210.90
enpjtqdx.xw.lzu.com.     IN    A    241.192.96.179
ahwyosen.xw.lzu.com.     IN    A    80.190.123.213
govjurbx.xw.lzu.com.     IN    A    98.200.154.48
dogejtps.xw.lzu.com.     IN    A    217.187.121.140
otpdfcnl.xw.lzu.com.     IN    A    251.173.226.63
utdygabi.xw.lzu.com.     IN    A    192.35.250.188
jvpwlhns.xw.lzu.com.     IN    A    20.168.236.106
cgtxoybk.xw.lzu.com.     IN    A    16.47.17.26
xuvcbmqr.xw.lzu.com.     IN    A    195.131.128.2
tbelcanp.xw.lzu.com.     IN    A    75.48.20.233
wcnbrquh.xw.lzu.com.     IN    A    8.116.33.88
bticomhy.xw.lzu.com.     IN    A    223.239.25.29
xilqtdos.xw.lzu.com.     IN    A    196.156.34.28
hukbpqnm.xw.lzu.com.     IN    A    244.140.145.230
nwdulhac.xw.lzu.com.     IN    A    63.145.149.173
mserupgq.xw.lzu.com.     IN    A    39.146.244.114
bnamuwkf.xw.lzu.com.     IN    A    19.64.160.160
uvcpntam.xw.lzu.com.     IN    A    94.64.245.143
kjxrhcyd.xw.lzu.com.     IN    A    94.232.113.238
gadqlues.xw.lzu.com.     IN    A    4.155.125.24
bajickxg.xw.lzu.com.     IN    A    168.228.250.121
wocaxtvu.xw.lzu.com.     IN    A    190.111.242.92
ftluhqeg.xw.lzu.com.     IN    A    91.151.200.251
dvfjypbt.xw.lzu.com.     IN    A    222.139.215.120
nckmfudb.xw.lzu.com.     IN    A    119.90.39.121
lhnmovic.xw.lzu.com.     IN    A    75.46.176.103
gqdarfut.xw.lzu.com.     IN    A    246.128.225.156
dqfbremn.xw.lzu.com.     IN    A    156.47.14.88
jqaisgfc.xw.lzu.com.     IN    A    9.184.95.23
pmuhbcly.xw.lzu.com.     IN    A    141.158.208.129
sxcjniqv.xw.lzu.com.     IN    A    85.24.140.23
fopswvtu.xw.lzu.com.     IN    A    145.169.238.123
wqupebtj.xw.lzu.com.     IN    A    150.21.92.179
stofenla.xw.lzu.com.     IN    A    159.243.68.22
jmvdwskq.xw.lzu.com.     IN    A    166.175.97.173
cugaqpod.xw.lzu.com.     IN    A    207.66.240.105
berjisom.xw.lzu.com.     IN    A    147.22.234.96
lcgdyevn.xw.lzu.com.     IN    A    208.165.189.2
jlhpckns.xw.lzu.com.     IN    A    89.15.255.8
bfktuyvh.xw.lzu.com.     IN    A    27.47.187.167
hrwavujm.xw.lzu.com.     IN    A    174.165.89.131
onmlqywb.xw.lzu.com.     IN    A    129.14.85.12
gsrelvpw.xw.lzu.com.     IN    A    100.93.3.77
ighxceor.xw.lzu.com.     IN    A    118.2.166.209
vsdlmrea.xw.lzu.com.     IN    A    151.243.151.195
qokacbly.xw.lzu.com.     IN    A    26.31.196.16
dhrinqlu.xw.lzu.com.     IN    A    69.240.228.214
tuckdihv.xw.lzu.com.     IN    A    238.183.25.121
aqrndmpj.xw.lzu.com.     IN    A    230.150.200.252
slfuovch.xw.lzu.com.     IN    A    4.36.252.123
gptryvhj.xw.lzu.com.     IN    A    178.111.166.216
lsxemahi.xw.lzu.com.     IN    A    180.210.246.168
hvwcxebf.xw.lzu.com.     IN    A    48.82.41.30
iuakflcq.xw.lzu.com.     IN    A    28.51.133.178
gamvpioh.xw.lzu.com.     IN    A    187.251.121.110
jxuvwtal.xw.lzu.com.     IN    A    246.144.105.72
qftndsky.xw.lzu.com.     IN    A    56.117.153.5
kwvgqlir.xw.lzu.com.     IN    A    89.40.70.177
osfextyg.xw.lzu.com.     IN    A    2.188.117.63
saxqkngh.xw.lzu.com.     IN    A    190.213.70.74
rhmoeswa.xw.lzu.com.     IN    A    162.222.27.193
eorimjnl.xw.lzu.com.     IN    A    181.25.164.21
odfpehcm.xw.lzu.com.     IN    A    229.203.112.46
wmjpkeou.xw.lzu.com.     IN    A    157.159.99.64
ojrpqamk.xw.lzu.com.     IN    A    81.215.15.242
hdpvsjka.xw.lzu.com.     IN    A    206.170.114.117
psarknof.xw.lzu.com.     IN    A    196.234.199.91
lyqojfwd.xw.lzu.com.     IN    A    48.93.39.194
sviwjold.xw.lzu.com.     IN    A    249.17.10.250
qmgbyjfl.xw.lzu.com.     IN    A    238.45.7.176
gqouapsd.xw.lzu.com.     IN    A    105.227.102.240
vwlsghte.xw.lzu.com.     IN    A    15.168.231.208
ihnkgqfx.xw.lzu.com.     IN    A    50.32.93.33
qflguhkp.xw.lzu.com.     IN    A    207.71.132.10
hflextmg.xw.lzu.com.     IN    A    29.59.78.234
rxyoubst.xw.lzu.com.     IN    A    83.155.235.163
ajucgqwe.xw.lzu.com.     IN    A    205.72.163.215
brsqhmcf.xw.lzu.com.     IN    A    75.14.84.232
herbokfc.xw.lzu.com.     IN    A    21.29.1.20
qguperwa.xw.lzu.com.     IN    A    105.77.63.112
ljhnuroe.xw.lzu.com.     IN    A    186.63.139.218
wkaqcrux.xw.lzu.com.     IN    A    81.219.71.24
albrygej.xw.lzu.com.     IN    A    177.42.21.94
psuycoqr.xw.lzu.com.     IN    A    192.230.73.241
qedhbpnf.xw.lzu.com.     IN    A    85.78.244.216
kncaoiuh.xw.lzu.com.     IN    A    63.23.133.110
adphucsq.xw.lzu.com.     IN    A    236.104.205.97
phtymxda.xw.lzu.com.     IN    A    184.201.16.90
ydqmtujs.xw.lzu.com.     IN    A    4.151.92.125
oepnlgsc.xw.lzu.com.     IN    A    13.24.142.231
xqgumjvp.xw.lzu.com.     IN    A    218.160.27.165
sirpnlmo.xw.lzu.com.     IN    A    14.88.79.87
uebodtqk.xw.lzu.com.     IN    A    61.223.31.3
mnufqvka.xw.lzu.com.     IN    A    130.247.117.146
rsxfhgkb.xw.lzu.com.     IN    A    255.150.153.179
glcehiqr.xw.lzu.com.     IN    A    131.103.114.141
veiugwaq.xw.lzu.com.     IN    A    18.69.173.86
