; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR cqu.com. @ns2.cqu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cqu.com.			      14400 IN NS	ns1.cqu.com.
ns1.cqu.com.			      14400 IN A	10.166.21.15

www.cqu.com.		      14400 IN NS	ns1.www.cqu.com.
ns1.www.cqu.com.		      14400 IN A		10.166.21.12

sci.cqu.com.		      14400 IN NS	ns1.sci.cqu.com.
ns1.sci.cqu.com.		      14400 IN A		10.166.21.13

cse.cqu.com.		      14400 IN NS	ns1.cse.cqu.com.
ns1.cse.cqu.com.		      14400 IN A		10.166.21.14

cqu.com.			      14400 IN MX	10 csetp.cqu.edu.
cqu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
iefuanhg.cqu.com.        IN    A    3.100.48.43
owjygbcl.cqu.com.        IN    A    18.91.3.86
okgsjfqn.cqu.com.        IN    A    28.145.187.253
cwxsyfvd.cqu.com.        IN    A    248.255.108.56
dsykmehw.cqu.com.        IN    A    4.188.56.234
ocnvhedg.cqu.com.        IN    A    194.248.152.1
jorvftpx.cqu.com.        IN    A    153.114.65.23
wbrohlmg.cqu.com.        IN    A    246.162.73.108
lxwyhosp.cqu.com.        IN    A    111.84.111.232
yrgcmfhs.cqu.com.        IN    A    65.253.150.167
wcumhiqv.cqu.com.        IN    A    229.180.227.87
ihslnxck.cqu.com.        IN    A    100.193.126.38
ghlewqvj.cqu.com.        IN    A    160.113.94.88
hfvtnrwc.cqu.com.        IN    A    183.174.202.189
wrikqlan.cqu.com.        IN    A    82.113.74.233
odsqmnpu.cqu.com.        IN    A    240.74.62.83
hrmwonuk.cqu.com.        IN    A    246.133.185.178
axgvqyio.cqu.com.        IN    A    197.181.135.180
grsteiow.cqu.com.        IN    A    8.141.3.157
hnxitwbc.cqu.com.        IN    A    95.215.72.230
tskafeij.cqu.com.        IN    A    47.136.62.15
dcsnajir.cqu.com.        IN    A    34.30.45.50
nhaixvkr.cqu.com.        IN    A    238.179.69.208
gfdsjryt.cqu.com.        IN    A    23.20.213.19
ytdwrgxs.cqu.com.        IN    A    250.197.216.226
mefyjakc.cqu.com.        IN    A    55.74.170.252
qltyuixg.cqu.com.        IN    A    182.192.43.157
xgivhtmk.cqu.com.        IN    A    157.88.28.153
wocglsxm.cqu.com.        IN    A    167.75.249.216
jkmuehbv.cqu.com.        IN    A    140.31.208.67
pudmnicw.cqu.com.        IN    A    193.17.166.176
gqhwocey.cqu.com.        IN    A    191.208.250.32
uahwyonj.cqu.com.        IN    A    97.122.238.20
gwklosui.cqu.com.        IN    A    123.150.193.135
ugwfdnic.cqu.com.        IN    A    121.177.61.122
fymukgbp.cqu.com.        IN    A    183.181.114.7
oymlwfgh.cqu.com.        IN    A    239.176.107.201
glsjnqui.cqu.com.        IN    A    84.83.91.215
riqdbxfo.cqu.com.        IN    A    126.181.19.165
sqxhtdmy.cqu.com.        IN    A    188.109.66.251
ukolysiv.cqu.com.        IN    A    157.248.8.122
dybejuox.cqu.com.        IN    A    51.88.3.104
agtykwbp.cqu.com.        IN    A    255.32.137.125
qshdcutk.cqu.com.        IN    A    191.30.229.161
uyteljdb.cqu.com.        IN    A    29.172.139.30
twdhfipj.cqu.com.        IN    A    158.80.238.190
vopuhagd.cqu.com.        IN    A    240.74.143.105
fsundtpk.cqu.com.        IN    A    39.145.44.138
kmtqbnho.cqu.com.        IN    A    225.136.207.220
myickouq.cqu.com.        IN    A    82.248.171.163
iclsudgj.cqu.com.        IN    A    87.130.133.221
cvhsogtn.cqu.com.        IN    A    126.123.185.1
fobqxahi.cqu.com.        IN    A    34.152.255.119
ebdnpoic.cqu.com.        IN    A    122.188.14.165
bwvgxnuq.cqu.com.        IN    A    9.48.223.138
dmpvqbyf.cqu.com.        IN    A    85.105.97.215
svuhiart.cqu.com.        IN    A    20.96.21.56
ayvdltfw.cqu.com.        IN    A    6.161.176.130
lgofwpjq.cqu.com.        IN    A    39.124.250.204
wlycxdga.cqu.com.        IN    A    119.45.248.58
erislhdk.cqu.com.        IN    A    244.179.179.185
hmrafekq.cqu.com.        IN    A    87.146.33.92
emjrkhwn.cqu.com.        IN    A    114.210.29.173
aeuptfrx.cqu.com.        IN    A    180.234.61.241
qxlchjud.cqu.com.        IN    A    117.159.126.237
pouytwan.cqu.com.        IN    A    76.161.195.4
yefgrxtc.cqu.com.        IN    A    130.249.84.135
rcsnvyeh.cqu.com.        IN    A    146.57.62.45
jhmxendv.cqu.com.        IN    A    142.3.67.84
pidtuyve.cqu.com.        IN    A    168.2.92.185
rkqifvym.cqu.com.        IN    A    249.187.109.116
kadhwmui.cqu.com.        IN    A    206.150.205.170
soyrflnh.cqu.com.        IN    A    2.144.134.0
cgbjvxym.cqu.com.        IN    A    185.30.57.141
eounhkdb.cqu.com.        IN    A    65.175.0.2
cqbijsln.cqu.com.        IN    A    28.142.45.8
khedyjfg.cqu.com.        IN    A    69.197.211.160
bsrtoiad.cqu.com.        IN    A    9.212.138.198
iyrudxob.cqu.com.        IN    A    99.106.77.186
kmfedtwx.cqu.com.        IN    A    1.72.156.85
bupxiyhv.cqu.com.        IN    A    9.89.140.10
fwjpybsc.cqu.com.        IN    A    168.105.222.121
yikjneax.cqu.com.        IN    A    13.246.160.18
ihdwcrnk.cqu.com.        IN    A    31.3.241.157
rmyvxtjl.cqu.com.        IN    A    231.100.48.1
abriktvo.cqu.com.        IN    A    116.236.37.147
iwvkdjyh.cqu.com.        IN    A    153.129.15.185
ndobxisv.cqu.com.        IN    A    72.12.46.169
knivlrjs.cqu.com.        IN    A    117.239.184.100
jqclnhad.cqu.com.        IN    A    219.98.17.242
jdfsltoe.cqu.com.        IN    A    86.129.91.133
vkmunrsj.cqu.com.        IN    A    89.206.116.177
olekrjyc.cqu.com.        IN    A    249.115.16.70
dtwuqgxr.cqu.com.        IN    A    60.164.104.233
thduocfm.cqu.com.        IN    A    65.175.0.20
scmjtigf.cqu.com.        IN    A    87.14.253.5
dhyrnspt.cqu.com.        IN    A    137.128.77.37
fahpesoi.cqu.com.        IN    A    178.236.75.144
imehwasb.cqu.com.        IN    A    227.17.36.240
rmghuwlq.cqu.com.        IN    A    87.231.133.72
fupaibly.cqu.com.        IN    A    234.53.205.132
ykbcsgnp.cqu.com.        IN    A    203.13.95.172
fjxegucl.cqu.com.        IN    A    165.211.48.163
slgcwpfi.cqu.com.        IN    A    135.136.78.58
ldhotbix.cqu.com.        IN    A    5.29.140.10
pestxdao.cqu.com.        IN    A    44.198.157.6
hvxkmast.cqu.com.        IN    A    232.220.238.16
ohwlmkrv.cqu.com.        IN    A    182.55.47.62
ohdvwiju.cqu.com.        IN    A    203.223.154.77
lsoymiah.cqu.com.        IN    A    113.35.20.103
pgbihfuw.cqu.com.        IN    A    53.171.20.67
cjtgxqnw.cqu.com.        IN    A    33.249.41.31
edbmtwvl.cqu.com.        IN    A    126.202.84.109
jgwhtimc.cqu.com.        IN    A    147.14.130.103
lbfqiwed.cqu.com.        IN    A    147.175.208.221
mybfwntq.cqu.com.        IN    A    134.188.9.212
whspexal.cqu.com.        IN    A    224.108.84.220
ohqkbynm.cqu.com.        IN    A    25.158.191.144
rywakpsl.cqu.com.        IN    A    255.216.63.36
lkhfnrst.cqu.com.        IN    A    191.252.26.189
rljnwvdf.cqu.com.        IN    A    128.76.24.98
sijhwqna.cqu.com.        IN    A    118.35.32.154
awxfvcte.cqu.com.        IN    A    155.100.35.103
mbxthfur.cqu.com.        IN    A    155.244.98.87
eilmsxbu.cqu.com.        IN    A    236.249.234.243
vhfybixk.cqu.com.        IN    A    84.0.202.213
inetmkcu.cqu.com.        IN    A    123.72.51.158
ifuknomp.cqu.com.        IN    A    241.255.28.168
arogxmiw.cqu.com.        IN    A    25.12.181.5
rtjcphgy.cqu.com.        IN    A    32.125.230.112
qkpusfit.cqu.com.        IN    A    231.31.119.237
hogafiuj.cqu.com.        IN    A    11.175.59.205
pivfkdqg.cqu.com.        IN    A    6.152.90.249
gsbtruji.cqu.com.        IN    A    11.237.110.111
fuyiwxbv.cqu.com.        IN    A    150.151.147.52
dmknutvb.cqu.com.        IN    A    26.162.120.127
nelpbxyo.cqu.com.        IN    A    15.138.43.105
ibduegxl.cqu.com.        IN    A    30.14.159.136
avcnuqfw.cqu.com.        IN    A    243.156.201.8
cjmoxwqd.cqu.com.        IN    A    133.60.17.199
uodrygne.cqu.com.        IN    A    217.105.144.137
nwrhbiot.cqu.com.        IN    A    228.34.146.196
vkftewnj.cqu.com.        IN    A    29.234.29.10
wjychdvs.cqu.com.        IN    A    6.138.201.157
oxgnjpth.cqu.com.        IN    A    172.128.162.31
agwlmuoe.cqu.com.        IN    A    78.112.114.202
tyjlbmfd.cqu.com.        IN    A    129.219.116.25
dwftjpbk.cqu.com.        IN    A    5.41.187.52
pnhvyqud.cqu.com.        IN    A    211.41.97.14
higbqycr.cqu.com.        IN    A    113.51.151.27
rocbxjwi.cqu.com.        IN    A    8.114.181.76
wbmxeapr.cqu.com.        IN    A    221.111.128.234
oawqblmg.cqu.com.        IN    A    199.97.162.216
lientaph.cqu.com.        IN    A    75.130.108.134
yfkrcanb.cqu.com.        IN    A    118.238.100.31
pdmyoujq.cqu.com.        IN    A    184.98.119.224
ymofitxq.cqu.com.        IN    A    117.243.225.16
rwlkqmby.cqu.com.        IN    A    236.74.129.147
bkynhxfp.cqu.com.        IN    A    45.31.226.189
oayxmduf.cqu.com.        IN    A    23.185.184.3
naphjivl.cqu.com.        IN    A    3.156.176.162
oylarieb.cqu.com.        IN    A    98.17.115.96
mcldvgsb.cqu.com.        IN    A    88.66.58.218
opisxcdt.cqu.com.        IN    A    175.155.92.111
hropkilf.cqu.com.        IN    A    163.183.118.105
edmbljun.cqu.com.        IN    A    194.194.58.46
ekjslbip.cqu.com.        IN    A    174.236.142.106
hndibvol.cqu.com.        IN    A    136.221.224.161
khbaelji.cqu.com.        IN    A    178.143.33.157
yqrivugn.cqu.com.        IN    A    179.248.100.130
bnjqkisc.cqu.com.        IN    A    44.187.25.30
xuladoqs.cqu.com.        IN    A    74.0.33.147
dvjrgucf.cqu.com.        IN    A    31.210.6.127
hloginvy.cqu.com.        IN    A    153.53.121.60
ltoufhsg.cqu.com.        IN    A    216.89.228.31
sxehgvjb.cqu.com.        IN    A    3.73.185.103
umswadqo.cqu.com.        IN    A    23.85.255.189
lcdpumrk.cqu.com.        IN    A    179.118.42.150
fnbdqlrs.cqu.com.        IN    A    48.16.244.200
mafpynsk.cqu.com.        IN    A    152.71.91.213
ylucrndb.cqu.com.        IN    A    167.171.215.117
ydlfrpin.cqu.com.        IN    A    203.116.101.100
ohqnjtru.cqu.com.        IN    A    115.240.244.234
tlonvpdy.cqu.com.        IN    A    34.68.110.84
mewkuicb.cqu.com.        IN    A    141.6.237.12
ijhfdkwn.cqu.com.        IN    A    251.250.221.38
urcsbfvd.cqu.com.        IN    A    66.240.193.159
yqkcsbwp.cqu.com.        IN    A    138.133.6.194
arwgnktl.cqu.com.        IN    A    80.229.151.16
dehgrnol.cqu.com.        IN    A    147.79.161.96
tpfvehws.cqu.com.        IN    A    229.118.143.181
wrtmvaxo.cqu.com.        IN    A    3.223.160.54
isnwgyue.cqu.com.        IN    A    236.89.238.84
oqgiahsc.cqu.com.        IN    A    26.97.33.124
jrnstmqg.cqu.com.        IN    A    152.27.233.147
sgwqlroc.cqu.com.        IN    A    34.222.182.117
cewfyxmi.cqu.com.        IN    A    218.30.74.217
kthnjxvg.cqu.com.        IN    A    13.15.99.201
igcpjymq.cqu.com.        IN    A    37.108.139.65
ksmxpdjw.cqu.com.        IN    A    215.140.109.36
thvwjmlr.cqu.com.        IN    A    187.135.153.105
hbkgfruw.cqu.com.        IN    A    5.147.226.232
svrkoihw.cqu.com.        IN    A    49.122.22.239
dtjlawmn.cqu.com.        IN    A    242.219.26.170
odgfrqib.cqu.com.        IN    A    191.118.94.206
ufrcxyaw.cqu.com.        IN    A    173.249.27.35
uxekplcw.cqu.com.        IN    A    209.28.225.241
dclnfgtj.cqu.com.        IN    A    120.18.227.105
pdobxity.cqu.com.        IN    A    246.90.30.67
lwayvuse.cqu.com.        IN    A    102.186.238.237
alivuwpc.cqu.com.        IN    A    0.153.102.148
diohctvl.cqu.com.        IN    A    134.101.24.58
dvxptclq.cqu.com.        IN    A    159.103.255.52
fgnmjwol.cqu.com.        IN    A    130.33.188.96
pxdrftle.cqu.com.        IN    A    185.102.59.206
tfwxudgh.cqu.com.        IN    A    50.174.205.229
ngexcpuh.cqu.com.        IN    A    42.27.109.15
qhgspawo.cqu.com.        IN    A    68.199.97.229
sanrwypb.cqu.com.        IN    A    213.57.133.147
ytgahufi.cqu.com.        IN    A    220.206.226.224
idlpuwgj.cqu.com.        IN    A    221.124.176.87
ynrevgju.cqu.com.        IN    A    44.35.104.93
fhgcvqkd.cqu.com.        IN    A    202.164.70.68
brqwliap.cqu.com.        IN    A    198.163.251.19
hnfpomxt.cqu.com.        IN    A    238.80.39.8
ouintxar.cqu.com.        IN    A    92.205.228.244
jrsgldby.cqu.com.        IN    A    91.192.8.245
nudqrskt.cqu.com.        IN    A    115.120.0.240
mrkwiaog.cqu.com.        IN    A    38.139.31.179
dmiubosa.cqu.com.        IN    A    124.75.51.181
doxgmfcj.cqu.com.        IN    A    7.99.80.198
pfiehtrv.cqu.com.        IN    A    16.123.54.227
itdonvfj.cqu.com.        IN    A    140.71.207.187
xaihmfwc.cqu.com.        IN    A    42.6.216.215
cmwupaey.cqu.com.        IN    A    81.220.225.17
semxbwjq.cqu.com.        IN    A    69.195.180.49
ucbdajnm.cqu.com.        IN    A    5.104.81.246
uqtxklnr.cqu.com.        IN    A    128.224.31.190
ordxbwic.cqu.com.        IN    A    227.28.73.31
trqfdpue.cqu.com.        IN    A    170.10.101.161
vmbrjhna.cqu.com.        IN    A    170.104.240.231
klgtbucq.cqu.com.        IN    A    53.70.221.142
gsvdkapx.cqu.com.        IN    A    231.51.166.172
tihwelpk.cqu.com.        IN    A    247.43.192.60
etsdnlco.cqu.com.        IN    A    231.213.46.127
lnapwurd.cqu.com.        IN    A    115.22.63.53
ekiamwdt.cqu.com.        IN    A    138.224.29.189
vhskxwbt.cqu.com.        IN    A    132.236.126.211
tgjxfpbn.cqu.com.        IN    A    189.94.107.115
fxqhvmep.cqu.com.        IN    A    241.7.203.32
uihjefto.cqu.com.        IN    A    168.154.63.236
rxduiktb.cqu.com.        IN    A    169.28.130.150
brkenply.cqu.com.        IN    A    133.102.215.151
joclmwxq.cqu.com.        IN    A    70.122.246.159
leabomxq.cqu.com.        IN    A    10.23.142.242
jisvelmt.cqu.com.        IN    A    83.128.63.23
jimqdyvx.cqu.com.        IN    A    210.202.217.99
fdyvjlwa.cqu.com.        IN    A    74.247.166.154
mxwsaboy.cqu.com.        IN    A    184.60.22.246
wobxdfcv.cqu.com.        IN    A    217.161.206.189
gilehtvx.cqu.com.        IN    A    17.55.82.216
mjpfwstx.cqu.com.        IN    A    225.202.211.234
dixrnehs.cqu.com.        IN    A    174.48.248.92
nowslbkj.cqu.com.        IN    A    127.203.255.189
vmclauig.cqu.com.        IN    A    176.61.39.41
fpmtbukw.cqu.com.        IN    A    173.98.87.181
fadbxmkh.cqu.com.        IN    A    98.149.16.223
burmphfv.cqu.com.        IN    A    21.178.174.154
vukyelps.cqu.com.        IN    A    161.23.78.216
lsdwhtna.cqu.com.        IN    A    87.13.56.7
mjurtsdb.cqu.com.        IN    A    20.7.255.246
jseokwbi.cqu.com.        IN    A    172.64.4.29
fpsghyun.cqu.com.        IN    A    65.180.54.55
murdxoit.cqu.com.        IN    A    184.97.44.169
sveuhkji.cqu.com.        IN    A    7.212.175.93
xbwjqkud.cqu.com.        IN    A    47.174.223.16
vqiybdem.cqu.com.        IN    A    255.88.94.40
qgeyvfja.cqu.com.        IN    A    154.115.96.67
oaqupsrn.cqu.com.        IN    A    17.7.26.145
gkxiflwt.cqu.com.        IN    A    209.175.180.219
bkwxerni.cqu.com.        IN    A    111.199.180.7
wkoxspnr.cqu.com.        IN    A    238.25.240.0
icletopr.cqu.com.        IN    A    214.147.202.135
lbqgprvh.cqu.com.        IN    A    15.151.44.207
wsloqbxf.cqu.com.        IN    A    192.114.109.25
gpyuaemr.cqu.com.        IN    A    93.164.245.1
piowcnha.cqu.com.        IN    A    168.67.45.216
fmnqdagj.cqu.com.        IN    A    136.20.231.41
gfwnktxh.cqu.com.        IN    A    226.247.4.206
inxwabsv.cqu.com.        IN    A    80.156.110.189
mpetjkyr.cqu.com.        IN    A    55.191.185.210
urtsimxw.cqu.com.        IN    A    7.152.7.84
xpofwlbu.cqu.com.        IN    A    208.206.85.40
mdesxaoy.cqu.com.        IN    A    65.4.144.163
dwbxeiom.cqu.com.        IN    A    78.117.35.39
kwthircm.cqu.com.        IN    A    243.168.135.190
hxivnbus.cqu.com.        IN    A    228.161.28.108
ynwqlgvp.cqu.com.        IN    A    108.232.98.212
dovpyrcu.cqu.com.        IN    A    196.64.158.106
gpthxiey.cqu.com.        IN    A    33.17.64.19
bucjmgvp.cqu.com.        IN    A    231.16.10.237
ueofqdmj.cqu.com.        IN    A    123.171.248.212
uwrsdemh.cqu.com.        IN    A    111.161.127.184
tvyhbqnu.cqu.com.        IN    A    131.194.49.17
cykdrfen.cqu.com.        IN    A    27.149.95.182
rtqnokfm.cqu.com.        IN    A    167.57.159.99
uqgtpvma.cqu.com.        IN    A    130.50.242.213
uevwjbiy.cqu.com.        IN    A    208.67.184.83
mpwsgcqe.cqu.com.        IN    A    37.57.166.214
goyulfpd.cqu.com.        IN    A    121.239.153.66
crhltugb.cqu.com.        IN    A    25.5.149.246
tlsjnria.cqu.com.        IN    A    211.170.166.211
delasifk.cqu.com.        IN    A    91.241.129.140
meatfvhc.cqu.com.        IN    A    63.19.198.27
capfxnhk.cqu.com.        IN    A    122.219.180.162
qyrjxtig.cqu.com.        IN    A    159.38.114.168
nemabcyt.cqu.com.        IN    A    22.163.202.143
iwfpnkeh.cqu.com.        IN    A    129.92.51.219
txpdbuqj.cqu.com.        IN    A    103.165.31.150
necbsgjf.cqu.com.        IN    A    11.235.147.128
aoqrxgsm.cqu.com.        IN    A    73.202.211.234
famrsblw.cqu.com.        IN    A    69.8.196.184
hdtkmjiv.cqu.com.        IN    A    131.146.240.13
pakfdise.cqu.com.        IN    A    207.58.123.142
atruxsgo.cqu.com.        IN    A    247.65.84.29
tkvoxqlr.cqu.com.        IN    A    64.189.208.18
ylcxvgjo.cqu.com.        IN    A    135.36.2.49
aoxtqbcv.cqu.com.        IN    A    117.166.198.163
egvmsqwp.cqu.com.        IN    A    133.189.210.185
yhwnkjfs.cqu.com.        IN    A    116.7.28.43
atqcnidp.cqu.com.        IN    A    248.101.128.77
uoqtnvdx.cqu.com.        IN    A    231.226.69.150
qhvlesat.cqu.com.        IN    A    205.75.232.252
auvbqpid.cqu.com.        IN    A    154.53.176.123
ofsdukwy.cqu.com.        IN    A    3.168.23.191
kjsrnypf.cqu.com.        IN    A    217.102.63.237
qmnvbjxw.cqu.com.        IN    A    203.249.223.18
gknbvhsi.cqu.com.        IN    A    152.163.213.87
eavmxcju.cqu.com.        IN    A    3.242.25.94
ksairmep.cqu.com.        IN    A    142.45.42.86
bnypsqth.cqu.com.        IN    A    143.156.157.129
lorcjgxb.cqu.com.        IN    A    216.195.217.162
snqvtuhx.cqu.com.        IN    A    20.116.129.15
txansfhk.cqu.com.        IN    A    242.149.195.4
tjgqnifc.cqu.com.        IN    A    139.138.213.120
urbwmtie.cqu.com.        IN    A    237.11.132.85
fmobjkrl.cqu.com.        IN    A    235.70.94.252
islcbqyv.cqu.com.        IN    A    119.224.44.233
ileanmuk.cqu.com.        IN    A    227.182.34.220
fsdtuvjr.cqu.com.        IN    A    233.193.188.225
txjqgukr.cqu.com.        IN    A    155.125.125.82
otvxhcqr.cqu.com.        IN    A    248.30.184.85
igvayelc.cqu.com.        IN    A    153.88.153.161
tlepdyho.cqu.com.        IN    A    114.167.137.18
grylthdo.cqu.com.        IN    A    95.59.77.7
qfnycokx.cqu.com.        IN    A    154.10.92.164
qkghxafu.cqu.com.        IN    A    15.110.198.231
uvlrxpfy.cqu.com.        IN    A    22.159.36.191
jucsgpty.cqu.com.        IN    A    56.190.80.10
xsfyuiva.cqu.com.        IN    A    130.156.54.104
wxbymivk.cqu.com.        IN    A    251.162.118.9
vaimuxnc.cqu.com.        IN    A    92.21.129.209
jbrisxdk.cqu.com.        IN    A    155.7.46.140
wokrxfci.cqu.com.        IN    A    191.85.35.223
mxropfji.cqu.com.        IN    A    181.253.3.115
vrawobyu.cqu.com.        IN    A    154.225.207.7
iknatwqs.cqu.com.        IN    A    244.206.10.179
kxonmeji.cqu.com.        IN    A    124.171.12.111
pojxmufw.cqu.com.        IN    A    49.34.94.143
sltabnhw.cqu.com.        IN    A    27.225.188.74
enoatwhu.cqu.com.        IN    A    107.8.146.77
ceimnsrh.cqu.com.        IN    A    68.187.84.169
bghprndw.cqu.com.        IN    A    242.64.73.151
wpujtabd.cqu.com.        IN    A    83.41.19.128
wrvojxuk.cqu.com.        IN    A    151.221.234.222
iqrlushg.cqu.com.        IN    A    58.45.101.111
dknhsfco.cqu.com.        IN    A    81.165.102.135
nhwgmjay.cqu.com.        IN    A    5.127.1.55
auotswvn.cqu.com.        IN    A    64.222.68.84
jdolkqfg.cqu.com.        IN    A    186.142.45.232
wfiqmthj.cqu.com.        IN    A    190.9.187.179
jlkucdfa.cqu.com.        IN    A    39.43.238.246
jfylnesp.cqu.com.        IN    A    199.212.229.64
akrsqtbw.cqu.com.        IN    A    77.110.28.111
mysncwal.cqu.com.        IN    A    244.89.65.240
eqmucydi.cqu.com.        IN    A    127.237.109.148
yaokdrlg.cqu.com.        IN    A    168.235.22.246
oyqkrwmh.cqu.com.        IN    A    81.6.172.67
tcdxrwoj.cqu.com.        IN    A    36.138.13.179
qwxfshpr.cqu.com.        IN    A    14.230.69.2
bdtrmhji.cqu.com.        IN    A    68.173.18.77
pqbfmjis.cqu.com.        IN    A    123.152.193.110
qcgajwst.cqu.com.        IN    A    223.12.57.114
loqicbjf.cqu.com.        IN    A    99.0.172.185
fpunctbq.cqu.com.        IN    A    107.144.249.144
laeyoptb.cqu.com.        IN    A    96.147.112.113
ejtloskn.cqu.com.        IN    A    1.92.191.171
oftnulaq.cqu.com.        IN    A    105.143.53.233
nmvoxabg.cqu.com.        IN    A    168.108.250.161
bvnwlotj.cqu.com.        IN    A    107.46.253.52
euynixdr.cqu.com.        IN    A    244.222.222.255
omguyfqn.cqu.com.        IN    A    237.241.153.26
jtaelpkx.cqu.com.        IN    A    97.139.214.25
bjghnwdx.cqu.com.        IN    A    137.2.177.109
pcgadubf.cqu.com.        IN    A    63.138.37.119
avpkmsbd.cqu.com.        IN    A    57.155.81.142
qdaesyjo.cqu.com.        IN    A    243.246.97.194
fymjkgce.cqu.com.        IN    A    66.66.12.195
dvfmnqhr.cqu.com.        IN    A    103.59.103.218
qbdtflno.cqu.com.        IN    A    190.208.92.88
ipscklah.cqu.com.        IN    A    169.46.170.184
ofdhejrc.cqu.com.        IN    A    82.78.111.207
dlcombxj.cqu.com.        IN    A    134.193.78.5
tqixlrvk.cqu.com.        IN    A    220.118.49.119
uesqrkdo.cqu.com.        IN    A    165.243.41.227
kqxhlgtr.cqu.com.        IN    A    18.211.240.92
lbgixnjp.cqu.com.        IN    A    132.206.163.36
dfqkbnav.cqu.com.        IN    A    5.74.53.17
eymputok.cqu.com.        IN    A    129.174.120.214
aeljskdt.cqu.com.        IN    A    179.3.194.155
gvcrtnfm.cqu.com.        IN    A    147.79.17.81
bpjulkvh.cqu.com.        IN    A    134.218.54.48
uktibqrs.cqu.com.        IN    A    85.185.9.150
sxmkyrfh.cqu.com.        IN    A    24.96.141.8
qfivalys.cqu.com.        IN    A    226.209.135.27
bvltfcao.cqu.com.        IN    A    186.176.128.233
wtkehavq.cqu.com.        IN    A    175.104.30.131
pkawrsfq.cqu.com.        IN    A    97.57.222.119
tcneylhq.cqu.com.        IN    A    168.0.83.146
sgndyqel.cqu.com.        IN    A    137.101.105.4
egsylxup.cqu.com.        IN    A    136.208.255.97
emrbuqwp.cqu.com.        IN    A    218.61.46.227
ldrtsqgc.cqu.com.        IN    A    149.62.16.122
kibpgrxn.cqu.com.        IN    A    171.123.118.107
svfnamqy.cqu.com.        IN    A    222.205.2.101
pnjyfxlc.cqu.com.        IN    A    170.130.229.197
wixdcofu.cqu.com.        IN    A    62.122.49.44
iqoygrkm.cqu.com.        IN    A    172.172.153.209
ycvnxles.cqu.com.        IN    A    250.69.73.189
gctskpwy.cqu.com.        IN    A    220.138.240.164
odwbvejp.cqu.com.        IN    A    61.246.218.185
mbciwasn.cqu.com.        IN    A    55.18.53.132
qnrvtalk.cqu.com.        IN    A    223.88.54.55
tidblurg.cqu.com.        IN    A    46.35.33.59
jgpsxwne.cqu.com.        IN    A    160.169.167.81
fkiwvjhq.cqu.com.        IN    A    220.197.195.67
imfeocws.cqu.com.        IN    A    80.99.139.246
yqvpdogu.cqu.com.        IN    A    77.119.203.28
guqkrbwf.cqu.com.        IN    A    153.105.99.244
qxwgjkic.cqu.com.        IN    A    217.231.146.247
uxqvrena.cqu.com.        IN    A    95.166.219.221
gdifuerm.cqu.com.        IN    A    109.216.145.141
yqwlsdbf.cqu.com.        IN    A    90.224.183.236
agwdrkbc.cqu.com.        IN    A    102.85.7.40
beyxwhlg.cqu.com.        IN    A    191.203.25.43
rdcevwmb.cqu.com.        IN    A    59.116.233.210
eugsryqc.cqu.com.        IN    A    173.202.18.26
cnyqfvxo.cqu.com.        IN    A    102.47.70.152
gqinmlts.cqu.com.        IN    A    173.219.114.141
pyktbjmr.cqu.com.        IN    A    140.36.174.157
haouwkxi.cqu.com.        IN    A    20.37.50.231
oqsjagyd.cqu.com.        IN    A    71.255.219.190
qhmwkglt.cqu.com.        IN    A    23.169.165.168
ftmnohqe.cqu.com.        IN    A    130.254.19.69
tnuwmdlr.cqu.com.        IN    A    178.36.138.198
jvtoqunm.cqu.com.        IN    A    64.70.204.207
bfxgerqy.cqu.com.        IN    A    127.26.76.202
dgaufypv.cqu.com.        IN    A    219.184.141.109
tpgeconw.cqu.com.        IN    A    93.253.240.187
temdysqo.cqu.com.        IN    A    57.146.175.8
ldjvhkqg.cqu.com.        IN    A    229.56.218.70
xvryoneg.cqu.com.        IN    A    138.147.36.244
brafsiey.cqu.com.        IN    A    253.55.21.223
cgujvhrl.cqu.com.        IN    A    139.45.69.221
asfwkvtc.cqu.com.        IN    A    123.90.143.217
qfdrwpau.cqu.com.        IN    A    228.108.223.221
ayvgtxbh.cqu.com.        IN    A    193.43.13.57
gnpvtkif.cqu.com.        IN    A    73.76.237.72
kodmahvj.cqu.com.        IN    A    46.17.54.151
alecytuf.cqu.com.        IN    A    17.79.7.219
diumnvel.cqu.com.        IN    A    151.206.218.44
tnayoeqv.cqu.com.        IN    A    122.9.55.215
syxhpqle.cqu.com.        IN    A    207.97.193.189
voydsphf.cqu.com.        IN    A    225.36.87.149
povhtfxb.cqu.com.        IN    A    242.98.207.103
ywjfkxob.cqu.com.        IN    A    165.31.57.101
dpnitrfh.cqu.com.        IN    A    111.53.118.236
idrtbaho.cqu.com.        IN    A    106.10.91.90
abdnfqmk.cqu.com.        IN    A    0.169.23.33
mptvuqbh.cqu.com.        IN    A    179.188.196.192
yficdvbg.cqu.com.        IN    A    52.161.152.136
bhmredls.cqu.com.        IN    A    92.124.227.98
mlpqwygh.cqu.com.        IN    A    42.195.190.158
aufjlwbn.cqu.com.        IN    A    198.80.165.254
