www.xmu.com. 	14400	IN	SOA	ns1.www.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
www.xmu.com.		    IN	NS ns1.www.xmu.com.
pcdavrlh.www.xmu.com.    IN    A    225.61.53.197
hqrjbdva.www.xmu.com.    IN    A    56.247.0.58
lvrfwxkg.www.xmu.com.    IN    A    234.31.182.180
cpivrbke.www.xmu.com.    IN    A    53.72.50.250
ulxknsre.www.xmu.com.    IN    A    77.227.253.17
pdeasyro.www.xmu.com.    IN    A    95.151.69.105
oeqtnuaw.www.xmu.com.    IN    A    182.209.67.128
jpdencsl.www.xmu.com.    IN    A    168.252.95.187
brmcldhp.www.xmu.com.    IN    A    7.149.233.161
dwhpmflx.www.xmu.com.    IN    A    222.101.222.45
ouemjiwn.www.xmu.com.    IN    A    142.12.202.78
jlkdhvmu.www.xmu.com.    IN    A    76.172.185.101
umjveard.www.xmu.com.    IN    A    169.140.25.187
xecaihrp.www.xmu.com.    IN    A    234.102.244.176
mxsfnyje.www.xmu.com.    IN    A    148.236.166.220
xwhimqce.www.xmu.com.    IN    A    221.193.248.116
cofkejgl.www.xmu.com.    IN    A    230.71.30.253
pmqwlkvd.www.xmu.com.    IN    A    7.150.171.29
fdvterhs.www.xmu.com.    IN    A    59.8.9.229
hvqjlxgm.www.xmu.com.    IN    A    195.203.251.17
gkywetcd.www.xmu.com.    IN    A    229.229.117.158
fuxneadc.www.xmu.com.    IN    A    115.102.107.243
xmpwotqs.www.xmu.com.    IN    A    112.45.231.162
qwrchpfy.www.xmu.com.    IN    A    55.194.135.234
ordfikqn.www.xmu.com.    IN    A    153.113.115.99
gbijcnhp.www.xmu.com.    IN    A    1.163.29.110
yjadnkte.www.xmu.com.    IN    A    36.246.208.77
mwrudtqf.www.xmu.com.    IN    A    206.245.35.195
fvoucsgm.www.xmu.com.    IN    A    213.154.70.82
nfwybdlh.www.xmu.com.    IN    A    196.171.237.190
jndfbuli.www.xmu.com.    IN    A    231.65.105.187
useovyxb.www.xmu.com.    IN    A    71.65.171.10
kltpgveo.www.xmu.com.    IN    A    66.101.61.165
bgohwauf.www.xmu.com.    IN    A    252.75.249.88
fgiuhsqn.www.xmu.com.    IN    A    120.35.195.51
tpifgydl.www.xmu.com.    IN    A    248.174.74.14
elmgdcka.www.xmu.com.    IN    A    131.148.207.172
pijwfsar.www.xmu.com.    IN    A    138.149.165.175
rludiotv.www.xmu.com.    IN    A    131.121.133.83
xkjchyfq.www.xmu.com.    IN    A    250.56.134.92
fnlksemw.www.xmu.com.    IN    A    219.54.22.115
kstcbjgp.www.xmu.com.    IN    A    7.59.105.155
viypjsml.www.xmu.com.    IN    A    217.77.83.77
mnjdtwqu.www.xmu.com.    IN    A    42.172.183.247
escnbjvt.www.xmu.com.    IN    A    137.140.121.143
rohqgakv.www.xmu.com.    IN    A    27.202.99.61
uoskiabd.www.xmu.com.    IN    A    191.46.18.102
ardhfuyt.www.xmu.com.    IN    A    241.10.251.62
jnyduclt.www.xmu.com.    IN    A    55.97.186.245
sjbquvew.www.xmu.com.    IN    A    82.217.162.133
gicfbwjn.www.xmu.com.    IN    A    112.188.175.36
lcbqdars.www.xmu.com.    IN    A    63.133.43.110
hmsavkpo.www.xmu.com.    IN    A    67.80.214.156
ohefbvlm.www.xmu.com.    IN    A    37.230.50.46
arpxjefu.www.xmu.com.    IN    A    4.117.144.69
dlqyjpfn.www.xmu.com.    IN    A    228.166.20.125
jgvqfrnu.www.xmu.com.    IN    A    67.218.22.158
mjehyqcd.www.xmu.com.    IN    A    184.74.58.177
emfgydkt.www.xmu.com.    IN    A    189.144.249.247
nusapcdr.www.xmu.com.    IN    A    56.33.98.107
jyvmenuk.www.xmu.com.    IN    A    191.195.42.118
aqfivnel.www.xmu.com.    IN    A    66.165.225.1
yxpqefln.www.xmu.com.    IN    A    103.200.36.73
qrchbewg.www.xmu.com.    IN    A    232.65.16.5
mafhngdl.www.xmu.com.    IN    A    155.210.73.136
ioctwnxh.www.xmu.com.    IN    A    164.114.217.220
ntbphekl.www.xmu.com.    IN    A    182.12.34.10
xoejrnsu.www.xmu.com.    IN    A    77.216.111.171
rjalncuo.www.xmu.com.    IN    A    181.139.166.186
moldwxri.www.xmu.com.    IN    A    157.177.172.49
swlyhaxf.www.xmu.com.    IN    A    49.50.25.153
qhbwypfg.www.xmu.com.    IN    A    101.158.37.96
lowxckja.www.xmu.com.    IN    A    193.183.106.76
auctorbf.www.xmu.com.    IN    A    7.171.101.177
jhwutmar.www.xmu.com.    IN    A    115.40.218.223
qpmsyiwf.www.xmu.com.    IN    A    248.92.30.117
fviojekc.www.xmu.com.    IN    A    35.40.207.224
hdtmyefr.www.xmu.com.    IN    A    156.108.56.96
vipnryqa.www.xmu.com.    IN    A    82.102.150.225
mricdnxy.www.xmu.com.    IN    A    183.214.249.166
bpsqwlur.www.xmu.com.    IN    A    149.189.102.57
bpwfnkav.www.xmu.com.    IN    A    15.112.75.61
khcwiove.www.xmu.com.    IN    A    91.157.42.145
aokbwsgq.www.xmu.com.    IN    A    176.6.139.68
xafjveul.www.xmu.com.    IN    A    60.228.222.13
varfthws.www.xmu.com.    IN    A    210.230.47.53
cwpfuyri.www.xmu.com.    IN    A    128.12.39.204
wvlfgqcd.www.xmu.com.    IN    A    197.143.78.122
ohdqnguk.www.xmu.com.    IN    A    232.106.118.47
kvyudflg.www.xmu.com.    IN    A    216.140.30.38
mnwulqbf.www.xmu.com.    IN    A    168.201.143.59
psiybqmv.www.xmu.com.    IN    A    171.50.71.30
prtydvnl.www.xmu.com.    IN    A    152.60.62.135
syjcelib.www.xmu.com.    IN    A    178.17.79.78
cvxudfan.www.xmu.com.    IN    A    19.114.154.239
ceuomgqn.www.xmu.com.    IN    A    45.137.96.20
yvmnjdic.www.xmu.com.    IN    A    201.66.112.205
cfypdhmi.www.xmu.com.    IN    A    139.156.111.62
jxsyvcpb.www.xmu.com.    IN    A    145.26.49.61
lcwjamtp.www.xmu.com.    IN    A    254.42.30.106
nwviqdop.www.xmu.com.    IN    A    204.173.201.50
hfebavui.www.xmu.com.    IN    A    249.184.68.130
rlhspemv.www.xmu.com.    IN    A    247.206.100.38
dkjsoyrb.www.xmu.com.    IN    A    63.27.8.167
adqpkjug.www.xmu.com.    IN    A    69.133.0.58
pwktjbsd.www.xmu.com.    IN    A    159.32.62.16
hlwegjmc.www.xmu.com.    IN    A    77.87.250.83
inqxkpej.www.xmu.com.    IN    A    226.7.123.228
oyfmjhvt.www.xmu.com.    IN    A    95.8.244.172
jalqwvuc.www.xmu.com.    IN    A    173.113.106.17
uspnevla.www.xmu.com.    IN    A    113.222.109.65
mdnqysac.www.xmu.com.    IN    A    188.211.140.122
gpsxuoaq.www.xmu.com.    IN    A    70.143.249.239
lrpiohxu.www.xmu.com.    IN    A    69.189.156.182
bnduwpov.www.xmu.com.    IN    A    155.168.252.197
krtufdej.www.xmu.com.    IN    A    249.176.101.57
pbgskfhu.www.xmu.com.    IN    A    154.138.184.50
bkjtngmi.www.xmu.com.    IN    A    36.176.202.154
whryopau.www.xmu.com.    IN    A    18.55.210.19
fxinwkoh.www.xmu.com.    IN    A    111.30.127.17
nwjahgte.www.xmu.com.    IN    A    108.126.114.102
rswydhnx.www.xmu.com.    IN    A    64.161.1.31
ikabgduq.www.xmu.com.    IN    A    136.237.70.154
cheqxdfs.www.xmu.com.    IN    A    175.161.223.83
jobhtlwu.www.xmu.com.    IN    A    203.111.44.28
jonyuflc.www.xmu.com.    IN    A    88.205.35.21
ojyqnxba.www.xmu.com.    IN    A    255.149.32.178
scghwify.www.xmu.com.    IN    A    53.120.114.132
wjfulrxm.www.xmu.com.    IN    A    158.32.252.231
amcugypf.www.xmu.com.    IN    A    62.32.192.52
tpjsgnyi.www.xmu.com.    IN    A    113.175.131.95
pcjqgbwe.www.xmu.com.    IN    A    170.41.113.140
fumioblp.www.xmu.com.    IN    A    242.198.17.167
cvhlixdq.www.xmu.com.    IN    A    91.253.210.70
tmckvidl.www.xmu.com.    IN    A    44.187.162.132
vhqxcwas.www.xmu.com.    IN    A    110.111.213.231
swjetfyd.www.xmu.com.    IN    A    105.70.106.24
xcfntvoi.www.xmu.com.    IN    A    111.124.25.149
lpgmikvh.www.xmu.com.    IN    A    77.117.239.233
oxkesjun.www.xmu.com.    IN    A    222.142.28.68
xoudkrbf.www.xmu.com.    IN    A    43.118.230.124
lfvwabke.www.xmu.com.    IN    A    50.58.25.108
mjkbhqua.www.xmu.com.    IN    A    67.207.206.1
brhmeisw.www.xmu.com.    IN    A    120.17.119.252
ytvuaego.www.xmu.com.    IN    A    74.122.53.211
fkghpxvc.www.xmu.com.    IN    A    119.64.0.81
irykldxe.www.xmu.com.    IN    A    55.221.174.191
nreuvwcm.www.xmu.com.    IN    A    2.68.9.61
urvkclmb.www.xmu.com.    IN    A    34.248.59.185
iskdaorf.www.xmu.com.    IN    A    34.223.151.82
cmndgair.www.xmu.com.    IN    A    199.183.170.145
kqincdmv.www.xmu.com.    IN    A    122.233.238.197
thaxfvmc.www.xmu.com.    IN    A    231.197.87.162
cgeofmnq.www.xmu.com.    IN    A    34.94.94.234
jukaglfb.www.xmu.com.    IN    A    90.217.93.77
cdlnrmis.www.xmu.com.    IN    A    224.42.223.238
kwehjcua.www.xmu.com.    IN    A    244.156.40.179
wujmkgte.www.xmu.com.    IN    A    12.232.40.10
kodcmqwy.www.xmu.com.    IN    A    119.6.140.226
mlvnkafb.www.xmu.com.    IN    A    127.169.89.200
whiasupv.www.xmu.com.    IN    A    14.243.83.209
xtbaqlrw.www.xmu.com.    IN    A    109.73.197.19
khxsypwf.www.xmu.com.    IN    A    103.161.249.164
flxiouad.www.xmu.com.    IN    A    110.197.7.75
ayqeludb.www.xmu.com.    IN    A    192.96.108.245
eskbnldi.www.xmu.com.    IN    A    3.7.244.96
doculfsg.www.xmu.com.    IN    A    164.63.58.71
tyairgjn.www.xmu.com.    IN    A    4.4.195.102
hgrpsvcj.www.xmu.com.    IN    A    14.160.192.202
ytusqbnm.www.xmu.com.    IN    A    24.132.195.95
fqydaikh.www.xmu.com.    IN    A    250.133.72.187
dsnacjgw.www.xmu.com.    IN    A    228.198.165.223
afgwhsyn.www.xmu.com.    IN    A    3.74.137.2
gyjcpfda.www.xmu.com.    IN    A    113.53.17.249
vwjtoxbq.www.xmu.com.    IN    A    154.236.196.78
klxgwoih.www.xmu.com.    IN    A    205.27.31.164
vlhtecbo.www.xmu.com.    IN    A    163.167.229.81
sltxpfjc.www.xmu.com.    IN    A    137.127.116.236
fanlhqmd.www.xmu.com.    IN    A    71.189.166.220
enbupofh.www.xmu.com.    IN    A    65.105.115.6
pchlxesd.www.xmu.com.    IN    A    77.217.172.6
exwkjasq.www.xmu.com.    IN    A    162.95.106.5
mikowsan.www.xmu.com.    IN    A    63.220.86.183
unpqahvd.www.xmu.com.    IN    A    196.94.1.203
nyfmbkga.www.xmu.com.    IN    A    70.155.105.188
xybacsjg.www.xmu.com.    IN    A    143.180.21.164
fvmwnebl.www.xmu.com.    IN    A    197.243.36.177
kajepghi.www.xmu.com.    IN    A    0.71.108.79
hqfjosue.www.xmu.com.    IN    A    43.50.84.229
fgdxjlae.www.xmu.com.    IN    A    76.123.166.56
mpwjqctu.www.xmu.com.    IN    A    247.95.85.132
cufqkjhs.www.xmu.com.    IN    A    119.54.28.0
wytnrcho.www.xmu.com.    IN    A    34.133.29.150
gcxvkurj.www.xmu.com.    IN    A    123.51.77.130
savkbjdt.www.xmu.com.    IN    A    90.152.16.177
awutygjv.www.xmu.com.    IN    A    106.243.148.23
ohqtabge.www.xmu.com.    IN    A    83.210.163.130
brnfuisk.www.xmu.com.    IN    A    210.144.8.32
ipvyfkua.www.xmu.com.    IN    A    241.213.28.176
nulpjaxd.www.xmu.com.    IN    A    53.19.130.17
hmojsiub.www.xmu.com.    IN    A    6.105.25.32
npkxbwvs.www.xmu.com.    IN    A    85.61.190.123
chywtagr.www.xmu.com.    IN    A    136.158.152.85
tfhaosyn.www.xmu.com.    IN    A    153.135.77.196
dmikxgvr.www.xmu.com.    IN    A    102.97.80.133
treqnbyu.www.xmu.com.    IN    A    64.104.25.187
kajtrouy.www.xmu.com.    IN    A    9.219.36.91
itflogup.www.xmu.com.    IN    A    137.136.111.123
mwprskhx.www.xmu.com.    IN    A    69.114.76.108
myqnrcji.www.xmu.com.    IN    A    248.252.88.212
ewaurbsk.www.xmu.com.    IN    A    13.10.22.84
fhbwgeju.www.xmu.com.    IN    A    219.28.36.235
xnhtvaum.www.xmu.com.    IN    A    133.49.60.83
cgdhepsy.www.xmu.com.    IN    A    7.45.236.214
lpnjiqsx.www.xmu.com.    IN    A    93.23.141.95
rionufyd.www.xmu.com.    IN    A    116.9.65.120
mcfyglnb.www.xmu.com.    IN    A    86.179.169.122
rgvlhcds.www.xmu.com.    IN    A    104.64.239.113
vqsdekui.www.xmu.com.    IN    A    186.6.225.225
mrabkdwo.www.xmu.com.    IN    A    73.192.120.4
bhjfkngm.www.xmu.com.    IN    A    37.157.81.94
rabyunwg.www.xmu.com.    IN    A    253.30.198.243
rgmtypkh.www.xmu.com.    IN    A    104.112.184.29
uarnmwgo.www.xmu.com.    IN    A    226.119.73.70
sxyboapf.www.xmu.com.    IN    A    179.34.169.88
qrfsabjw.www.xmu.com.    IN    A    152.50.165.167
deovlxyt.www.xmu.com.    IN    A    103.40.101.240
iygrbapl.www.xmu.com.    IN    A    91.79.29.186
ofisqvud.www.xmu.com.    IN    A    32.100.177.174
nlweryot.www.xmu.com.    IN    A    190.55.150.63
kxwtgcie.www.xmu.com.    IN    A    65.102.198.40
lvrqafju.www.xmu.com.    IN    A    158.222.201.51
eaitosxl.www.xmu.com.    IN    A    132.115.200.134
xijsorfy.www.xmu.com.    IN    A    240.214.83.56
qwfdjhbt.www.xmu.com.    IN    A    121.20.41.43
vpldkctq.www.xmu.com.    IN    A    54.219.216.84
xjynfors.www.xmu.com.    IN    A    45.58.125.72
kpvxjqhn.www.xmu.com.    IN    A    101.31.116.40
mkydfqtc.www.xmu.com.    IN    A    80.169.116.179
cyphtmdb.www.xmu.com.    IN    A    43.229.121.49
yucpmexk.www.xmu.com.    IN    A    29.153.158.200
ngdumtej.www.xmu.com.    IN    A    43.35.64.244
vgublwjc.www.xmu.com.    IN    A    186.249.185.152
xqjuldgr.www.xmu.com.    IN    A    32.127.82.109
ntadplbm.www.xmu.com.    IN    A    129.127.120.6
pjnhguyo.www.xmu.com.    IN    A    224.52.96.124
ychvmrxe.www.xmu.com.    IN    A    231.138.187.132
dvqmyktl.www.xmu.com.    IN    A    130.69.85.41
gvijtasy.www.xmu.com.    IN    A    106.250.228.78
chdtaopg.www.xmu.com.    IN    A    161.144.9.63
abfveopt.www.xmu.com.    IN    A    223.97.32.222
jvtqcxla.www.xmu.com.    IN    A    162.100.192.150
okhswxry.www.xmu.com.    IN    A    43.77.136.28
cagytohl.www.xmu.com.    IN    A    107.134.241.99
bxgluqho.www.xmu.com.    IN    A    115.247.161.254
crpxbgmj.www.xmu.com.    IN    A    10.215.125.112
xwsgdljq.www.xmu.com.    IN    A    162.129.95.216
hksfcpan.www.xmu.com.    IN    A    222.197.88.121
ycljhaeo.www.xmu.com.    IN    A    61.243.117.85
htjuoraq.www.xmu.com.    IN    A    231.182.176.62
mipberkq.www.xmu.com.    IN    A    212.72.238.223
tixfwlov.www.xmu.com.    IN    A    176.221.76.172
svuxnkqg.www.xmu.com.    IN    A    88.192.66.27
onqijcxe.www.xmu.com.    IN    A    251.251.198.140
vxpshofn.www.xmu.com.    IN    A    110.128.45.235
tlojnufc.www.xmu.com.    IN    A    27.233.159.126
catlprgb.www.xmu.com.    IN    A    167.48.110.189
ioptnxfj.www.xmu.com.    IN    A    19.76.25.202
kadnlgpv.www.xmu.com.    IN    A    214.96.95.104
mfvqskht.www.xmu.com.    IN    A    159.14.137.17
xvomewsg.www.xmu.com.    IN    A    238.120.159.117
xohkqjcb.www.xmu.com.    IN    A    9.170.51.55
qpauvhrc.www.xmu.com.    IN    A    125.124.22.8
jwnayvpt.www.xmu.com.    IN    A    106.94.17.3
ytgchlkm.www.xmu.com.    IN    A    59.146.92.52
nosmruqv.www.xmu.com.    IN    A    200.87.25.63
gakunmsb.www.xmu.com.    IN    A    164.87.143.233
rswvnyec.www.xmu.com.    IN    A    130.155.195.13
hbegyvts.www.xmu.com.    IN    A    253.29.201.178
uteohjda.www.xmu.com.    IN    A    144.89.68.104
nxvyweuq.www.xmu.com.    IN    A    176.111.7.192
rybvtcod.www.xmu.com.    IN    A    149.59.238.70
ehygluvt.www.xmu.com.    IN    A    23.197.232.155
mkegrlbu.www.xmu.com.    IN    A    139.42.118.210
lwkqiyta.www.xmu.com.    IN    A    251.74.80.99
gvbmqlds.www.xmu.com.    IN    A    93.178.119.45
wpatvbdj.www.xmu.com.    IN    A    197.68.48.132
bwxtpshe.www.xmu.com.    IN    A    19.82.252.170
jqgkxhlf.www.xmu.com.    IN    A    139.115.217.224
fjetmcuh.www.xmu.com.    IN    A    53.51.73.123
buofgcwx.www.xmu.com.    IN    A    124.18.45.115
qlyhbejk.www.xmu.com.    IN    A    110.139.112.237
khtclxim.www.xmu.com.    IN    A    8.79.143.97
jvnabqit.www.xmu.com.    IN    A    245.19.23.143
pnqdmaic.www.xmu.com.    IN    A    68.182.49.132
rwqbjnyh.www.xmu.com.    IN    A    252.104.239.225
xbtoyare.www.xmu.com.    IN    A    84.123.106.9
fojrmgpw.www.xmu.com.    IN    A    167.55.96.110
eukqvady.www.xmu.com.    IN    A    163.59.141.85
hpnexvqg.www.xmu.com.    IN    A    48.74.44.127
npiswfte.www.xmu.com.    IN    A    141.246.95.74
wcalnoku.www.xmu.com.    IN    A    59.99.102.237
vmdhipgy.www.xmu.com.    IN    A    46.29.126.86
dcxiwpab.www.xmu.com.    IN    A    77.124.182.72
jvrueflt.www.xmu.com.    IN    A    173.228.104.43
kveaoicg.www.xmu.com.    IN    A    56.164.140.175
xrtcwjdq.www.xmu.com.    IN    A    234.187.126.27
xdfpoarl.www.xmu.com.    IN    A    175.134.117.106
qinglrfb.www.xmu.com.    IN    A    179.154.103.37
hlxqvguy.www.xmu.com.    IN    A    106.176.168.105
beqorlgh.www.xmu.com.    IN    A    47.115.213.54
avkhwiyp.www.xmu.com.    IN    A    32.61.229.68
qiswetxf.www.xmu.com.    IN    A    143.229.222.24
vbhgpqtf.www.xmu.com.    IN    A    51.111.155.136
kxoqwdev.www.xmu.com.    IN    A    253.239.86.92
moyvljxd.www.xmu.com.    IN    A    185.103.236.135
caendjhi.www.xmu.com.    IN    A    36.101.68.253
xnghkrsc.www.xmu.com.    IN    A    241.108.166.210
crjkdbua.www.xmu.com.    IN    A    101.68.200.239
ebylcxtf.www.xmu.com.    IN    A    171.181.228.66
gdkucjfx.www.xmu.com.    IN    A    225.20.162.75
rojtvukx.www.xmu.com.    IN    A    95.102.148.109
goxuyfnt.www.xmu.com.    IN    A    223.105.171.40
esgxopvr.www.xmu.com.    IN    A    241.210.87.114
ungbehlx.www.xmu.com.    IN    A    192.36.180.72
iutogdkc.www.xmu.com.    IN    A    26.44.51.132
kgheopcq.www.xmu.com.    IN    A    88.228.131.65
umnblroi.www.xmu.com.    IN    A    136.241.180.81
ejcouvkt.www.xmu.com.    IN    A    121.142.170.144
plbwjrve.www.xmu.com.    IN    A    230.8.219.44
jwvxegbf.www.xmu.com.    IN    A    6.18.7.57
etcgkwqp.www.xmu.com.    IN    A    96.112.193.147
qsdklgxu.www.xmu.com.    IN    A    199.183.22.138
vrktbwxq.www.xmu.com.    IN    A    189.227.92.59
vdtnxysq.www.xmu.com.    IN    A    249.97.56.200
vagjdkws.www.xmu.com.    IN    A    214.215.60.168
kpujxgtd.www.xmu.com.    IN    A    254.56.3.103
fpkeysgq.www.xmu.com.    IN    A    217.149.211.232
ickhdlfb.www.xmu.com.    IN    A    49.141.84.247
rlsoduex.www.xmu.com.    IN    A    85.96.204.211
flmsjqiu.www.xmu.com.    IN    A    1.4.62.68
hdxcoqks.www.xmu.com.    IN    A    210.136.82.40
ilawxcmh.www.xmu.com.    IN    A    128.230.216.45
mjuxghcf.www.xmu.com.    IN    A    20.152.219.74
pxecuomy.www.xmu.com.    IN    A    141.140.200.79
scfdxivk.www.xmu.com.    IN    A    185.166.231.184
oxwsagqn.www.xmu.com.    IN    A    25.133.151.66
alkcdnem.www.xmu.com.    IN    A    134.25.150.109
vfbwlqsj.www.xmu.com.    IN    A    168.166.55.4
gbteuhvw.www.xmu.com.    IN    A    245.175.146.234
cofglwhy.www.xmu.com.    IN    A    110.231.20.172
uxtkvjce.www.xmu.com.    IN    A    113.244.90.217
nrcgkmqj.www.xmu.com.    IN    A    105.25.105.50
tybhvkpu.www.xmu.com.    IN    A    168.213.134.28
afriyclq.www.xmu.com.    IN    A    127.30.149.152
rtsafuwv.www.xmu.com.    IN    A    218.123.12.214
vagexfub.www.xmu.com.    IN    A    170.138.191.227
flaiocnp.www.xmu.com.    IN    A    63.248.161.57
ogqvylma.www.xmu.com.    IN    A    133.114.87.211
hnjdwrsq.www.xmu.com.    IN    A    226.192.106.89
jdcgauey.www.xmu.com.    IN    A    173.251.212.231
ethxrgdu.www.xmu.com.    IN    A    107.207.31.0
xindqejs.www.xmu.com.    IN    A    137.180.38.198
okixumte.www.xmu.com.    IN    A    91.240.146.168
shmnfrbt.www.xmu.com.    IN    A    175.62.70.170
nugbmjwc.www.xmu.com.    IN    A    5.70.70.25
ynusbwkf.www.xmu.com.    IN    A    182.177.164.6
vyuqikab.www.xmu.com.    IN    A    54.137.129.240
qdkhxoct.www.xmu.com.    IN    A    204.133.153.222
jrudwfvg.www.xmu.com.    IN    A    133.48.84.76
bgjrwftm.www.xmu.com.    IN    A    6.167.89.141
clntxdko.www.xmu.com.    IN    A    42.82.73.149
orkntcui.www.xmu.com.    IN    A    105.33.144.108
djmhecnq.www.xmu.com.    IN    A    96.255.207.97
wardloge.www.xmu.com.    IN    A    30.188.163.109
bkpfduxe.www.xmu.com.    IN    A    126.159.197.208
slqhtaji.www.xmu.com.    IN    A    41.11.144.125
sdijacny.www.xmu.com.    IN    A    160.56.152.144
gnplkuhc.www.xmu.com.    IN    A    84.113.226.39
ekqnvtgu.www.xmu.com.    IN    A    173.221.171.54
qsdhakpw.www.xmu.com.    IN    A    237.7.47.36
rwenfbku.www.xmu.com.    IN    A    241.249.153.196
lnuvmpqc.www.xmu.com.    IN    A    133.148.248.67
foebnxav.www.xmu.com.    IN    A    67.204.114.144
fnbkuxjh.www.xmu.com.    IN    A    202.18.176.125
fykiutwc.www.xmu.com.    IN    A    141.156.169.33
qhiokenl.www.xmu.com.    IN    A    139.211.176.216
cxysjpfd.www.xmu.com.    IN    A    205.62.163.140
ctjnfvyq.www.xmu.com.    IN    A    170.137.151.120
tcihvper.www.xmu.com.    IN    A    191.113.140.211
trovumyk.www.xmu.com.    IN    A    200.240.147.174
yaoshrct.www.xmu.com.    IN    A    235.13.18.161
aigkdhem.www.xmu.com.    IN    A    250.2.81.62
laiuwerm.www.xmu.com.    IN    A    14.83.158.1
tqaikpej.www.xmu.com.    IN    A    34.97.191.88
loiajnuy.www.xmu.com.    IN    A    234.48.61.107
kmftblor.www.xmu.com.    IN    A    107.225.74.184
eaunlphk.www.xmu.com.    IN    A    188.34.245.60
jdcpfqho.www.xmu.com.    IN    A    36.142.195.219
ajwhuntv.www.xmu.com.    IN    A    182.41.162.1
uemykhvi.www.xmu.com.    IN    A    117.210.105.192
jwtkamoy.www.xmu.com.    IN    A    125.19.152.23
tvklhspx.www.xmu.com.    IN    A    255.209.119.6
rfamgnlu.www.xmu.com.    IN    A    42.228.132.145
jnrpsvyx.www.xmu.com.    IN    A    238.229.80.194
yojixarl.www.xmu.com.    IN    A    249.241.43.100
iadgjbsq.www.xmu.com.    IN    A    93.153.57.88
txhqfmor.www.xmu.com.    IN    A    125.232.192.158
rwevionq.www.xmu.com.    IN    A    255.214.177.174
rbiwmunx.www.xmu.com.    IN    A    242.101.87.116
tvdwbohx.www.xmu.com.    IN    A    250.17.189.151
jocximlq.www.xmu.com.    IN    A    97.92.218.231
tryujdgh.www.xmu.com.    IN    A    57.113.85.86
vxwdehof.www.xmu.com.    IN    A    0.224.135.136
ardukmng.www.xmu.com.    IN    A    30.32.156.163
vukjyiaw.www.xmu.com.    IN    A    65.128.77.22
pwkracju.www.xmu.com.    IN    A    46.99.247.92
yqepjumo.www.xmu.com.    IN    A    241.227.91.240
hfxsyrtg.www.xmu.com.    IN    A    49.182.241.128
vykocdtf.www.xmu.com.    IN    A    128.15.98.220
pigxlbjd.www.xmu.com.    IN    A    148.11.33.56
vwfelcuy.www.xmu.com.    IN    A    71.112.226.182
blpdjwkq.www.xmu.com.    IN    A    222.189.49.45
vaqxcdrf.www.xmu.com.    IN    A    39.179.239.224
rwjqitey.www.xmu.com.    IN    A    108.159.26.102
twypoxau.www.xmu.com.    IN    A    32.196.15.25
rwkgsaby.www.xmu.com.    IN    A    179.66.55.4
ubxjmdch.www.xmu.com.    IN    A    81.187.52.117
qyaljusr.www.xmu.com.    IN    A    208.249.204.122
vstbynpj.www.xmu.com.    IN    A    218.164.146.78
pfaohtsk.www.xmu.com.    IN    A    89.165.214.73
npqgwsyf.www.xmu.com.    IN    A    59.87.90.32
jsklfydx.www.xmu.com.    IN    A    43.53.132.172
ecasyjlh.www.xmu.com.    IN    A    104.97.12.60
pwiqjbcg.www.xmu.com.    IN    A    236.23.109.222
necoypvk.www.xmu.com.    IN    A    175.18.153.114
vitknohg.www.xmu.com.    IN    A    224.121.35.119
mktqcfup.www.xmu.com.    IN    A    76.130.63.168
knymhjgf.www.xmu.com.    IN    A    145.33.131.184
heptbmal.www.xmu.com.    IN    A    95.93.183.183
uevqgtjl.www.xmu.com.    IN    A    66.22.11.130
uenvskjh.www.xmu.com.    IN    A    9.133.209.132
wntaeidf.www.xmu.com.    IN    A    36.240.167.135
rjnwgvqs.www.xmu.com.    IN    A    145.97.48.68
nbatghdp.www.xmu.com.    IN    A    188.88.106.234
krduscfa.www.xmu.com.    IN    A    30.46.163.162
aysdvmgl.www.xmu.com.    IN    A    206.47.55.56
sxnwfqpa.www.xmu.com.    IN    A    250.231.50.128
aulricnt.www.xmu.com.    IN    A    166.152.46.0
schwokgv.www.xmu.com.    IN    A    112.4.196.122
sbwrauhn.www.xmu.com.    IN    A    104.1.231.179
soydjqwv.www.xmu.com.    IN    A    111.56.237.221
ergmpnvj.www.xmu.com.    IN    A    115.168.24.193
uvnflyba.www.xmu.com.    IN    A    55.172.97.176
sxbufgma.www.xmu.com.    IN    A    196.253.242.236
vnphejwc.www.xmu.com.    IN    A    131.162.22.228
wvqhcxle.www.xmu.com.    IN    A    130.239.40.112
bdriwmap.www.xmu.com.    IN    A    172.201.197.79
ukpjexyi.www.xmu.com.    IN    A    212.153.154.225
jvkcomph.www.xmu.com.    IN    A    45.60.172.58
iqluohpy.www.xmu.com.    IN    A    58.232.57.72
xhaielwy.www.xmu.com.    IN    A    253.132.52.9
nckvaxoq.www.xmu.com.    IN    A    101.217.216.177
srtnqhdc.www.xmu.com.    IN    A    157.166.40.232
jcpyvamx.www.xmu.com.    IN    A    206.125.148.214
jcivnwgb.www.xmu.com.    IN    A    23.121.10.205
brcpeaqm.www.xmu.com.    IN    A    125.170.32.194
bmufjihg.www.xmu.com.    IN    A    130.163.61.242
pghkovli.www.xmu.com.    IN    A    178.90.81.96
lruatvfj.www.xmu.com.    IN    A    8.166.172.109
bfjtcaxo.www.xmu.com.    IN    A    247.185.239.108
fgwhtndm.www.xmu.com.    IN    A    197.0.213.104
xfniaudp.www.xmu.com.    IN    A    115.181.235.36
