; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR tju.com. @ns2.tju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
tju.com.			      14400 IN NS	ns1.tju.com.
ns1.tju.com.			      14400 IN A	10.166.21.13

www.tju.com.		      14400 IN NS	ns1.www.tju.com.
ns1.www.tju.com.		      14400 IN A		10.166.21.14

science.tju.com.		      14400 IN NS	ns1.science.tju.com.
ns1.science.tju.com.		      14400 IN A		10.166.21.15

arch.tju.com.		      14400 IN NS	ns1.arch.tju.com.
ns1.arch.tju.com.		      14400 IN A		10.166.21.12

tju.com.			      14400 IN MX	10 archtp.tju.edu.
tju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
vibtulam.tju.com.        IN    A    1.226.210.57
yplsdfvg.tju.com.        IN    A    61.137.194.161
whydpqvr.tju.com.        IN    A    98.214.154.226
pbwcxden.tju.com.        IN    A    69.230.6.20
argnketm.tju.com.        IN    A    47.217.40.23
seicbdyw.tju.com.        IN    A    145.224.75.120
amqgsluk.tju.com.        IN    A    27.204.120.85
kdfawshy.tju.com.        IN    A    143.201.57.218
khnxesgr.tju.com.        IN    A    192.150.160.157
fhycwrbj.tju.com.        IN    A    51.162.120.21
vtmgpjkq.tju.com.        IN    A    76.3.130.10
hiyrnlbw.tju.com.        IN    A    166.11.180.14
udgvjiye.tju.com.        IN    A    246.176.179.152
bjhnyvpf.tju.com.        IN    A    172.180.16.214
bdnalyvr.tju.com.        IN    A    162.3.162.181
gvlydoft.tju.com.        IN    A    166.50.173.141
lgmphtjv.tju.com.        IN    A    198.145.199.72
tbrolang.tju.com.        IN    A    246.59.70.180
irpfqhvx.tju.com.        IN    A    61.96.59.83
hsyamvjk.tju.com.        IN    A    118.198.203.150
wretnvlh.tju.com.        IN    A    116.222.185.242
mfxughtp.tju.com.        IN    A    139.58.146.111
utmwacds.tju.com.        IN    A    60.245.57.60
pxukrgcs.tju.com.        IN    A    144.53.216.70
xgnobwkh.tju.com.        IN    A    235.166.97.202
ejpwuvck.tju.com.        IN    A    182.99.139.81
avrphxye.tju.com.        IN    A    78.149.117.149
tbmkhcra.tju.com.        IN    A    10.29.95.96
dwvelcks.tju.com.        IN    A    20.120.116.166
xphrnusj.tju.com.        IN    A    99.121.232.94
fkchpgdx.tju.com.        IN    A    36.242.26.133
bmdopeyu.tju.com.        IN    A    65.170.36.115
gtuyqokb.tju.com.        IN    A    1.6.190.245
lksowutc.tju.com.        IN    A    141.9.220.90
xgscitpm.tju.com.        IN    A    223.173.117.178
jcvlwpgb.tju.com.        IN    A    165.233.130.182
odhjyncw.tju.com.        IN    A    50.76.23.131
dqnwmgru.tju.com.        IN    A    156.248.111.48
nhvrtcgl.tju.com.        IN    A    86.172.247.81
fobhaijg.tju.com.        IN    A    126.145.250.50
fumqhylg.tju.com.        IN    A    169.40.137.225
ijrhqdgs.tju.com.        IN    A    160.169.72.150
mtxnjfly.tju.com.        IN    A    255.9.193.37
rtyjepom.tju.com.        IN    A    142.245.99.157
xqcoigvd.tju.com.        IN    A    114.250.68.38
qgtlehmr.tju.com.        IN    A    121.200.64.62
larotvhq.tju.com.        IN    A    118.122.52.130
pgxencfv.tju.com.        IN    A    207.222.253.34
tvkdjhca.tju.com.        IN    A    110.223.116.56
juifxcvn.tju.com.        IN    A    132.139.198.155
oqngrbad.tju.com.        IN    A    55.62.189.104
hwifgyle.tju.com.        IN    A    141.239.54.102
wuaogblf.tju.com.        IN    A    86.159.49.5
ydmwfrlg.tju.com.        IN    A    193.161.38.249
hekubpas.tju.com.        IN    A    178.91.56.159
xvlmpise.tju.com.        IN    A    98.26.39.209
guhdvslj.tju.com.        IN    A    18.172.78.33
uoqrxkbh.tju.com.        IN    A    202.110.217.43
idxumykn.tju.com.        IN    A    203.122.254.207
lbcmkypj.tju.com.        IN    A    208.129.45.232
dhkjgabf.tju.com.        IN    A    158.192.22.76
qpwroiea.tju.com.        IN    A    149.46.48.31
ambirndu.tju.com.        IN    A    76.182.35.164
rlwugibq.tju.com.        IN    A    185.36.76.251
ceapxqol.tju.com.        IN    A    24.172.48.223
tblkigoc.tju.com.        IN    A    178.9.75.166
mvkncwsu.tju.com.        IN    A    89.83.243.156
ckbuxesi.tju.com.        IN    A    202.84.131.252
skiwhbgq.tju.com.        IN    A    156.49.203.110
kfmvorpt.tju.com.        IN    A    182.88.159.210
tkpcsawf.tju.com.        IN    A    40.62.190.18
qhatxeni.tju.com.        IN    A    38.145.233.97
amgjdvip.tju.com.        IN    A    245.172.104.194
fpeiqwja.tju.com.        IN    A    138.205.193.134
phtvbawo.tju.com.        IN    A    197.125.231.247
tsjiprcl.tju.com.        IN    A    245.159.162.247
ibqogwfk.tju.com.        IN    A    31.39.141.83
xpkjavtd.tju.com.        IN    A    47.67.107.27
vshnmfpe.tju.com.        IN    A    188.246.69.60
pdvrqwxu.tju.com.        IN    A    88.241.68.37
cvbismyd.tju.com.        IN    A    93.80.88.13
xuacldwt.tju.com.        IN    A    5.78.25.135
kphquafs.tju.com.        IN    A    246.168.230.53
gqpcatmw.tju.com.        IN    A    236.157.125.215
hxgyarli.tju.com.        IN    A    107.125.148.84
itlopuqk.tju.com.        IN    A    70.57.247.61
eljqvrpn.tju.com.        IN    A    176.118.138.245
yowbrnxh.tju.com.        IN    A    100.112.104.80
crshxult.tju.com.        IN    A    94.148.160.70
imnsvphe.tju.com.        IN    A    100.40.10.160
xsctuwyp.tju.com.        IN    A    170.228.107.72
hwegmkyv.tju.com.        IN    A    236.17.179.138
lkrqgcsn.tju.com.        IN    A    136.252.43.143
fruabxkp.tju.com.        IN    A    145.206.101.84
vrqhfoyn.tju.com.        IN    A    55.219.151.251
lrfspvxq.tju.com.        IN    A    124.187.161.151
fgvcobxj.tju.com.        IN    A    251.118.40.45
bpuolarc.tju.com.        IN    A    225.0.90.65
mtudwxic.tju.com.        IN    A    143.127.53.68
rmvnsbfh.tju.com.        IN    A    167.182.99.238
lenrkjsg.tju.com.        IN    A    94.55.163.74
acrkedts.tju.com.        IN    A    172.75.133.135
dcoeilnu.tju.com.        IN    A    245.117.123.119
ndmwcqbs.tju.com.        IN    A    62.251.26.122
pojatbdw.tju.com.        IN    A    145.206.112.148
chkqsamf.tju.com.        IN    A    112.231.145.116
vnurqlgd.tju.com.        IN    A    153.184.198.41
xqwnighy.tju.com.        IN    A    56.79.238.251
lrubtxqm.tju.com.        IN    A    214.34.133.246
psehfwoj.tju.com.        IN    A    226.12.221.14
omgjsahc.tju.com.        IN    A    130.37.162.228
csmhdtqb.tju.com.        IN    A    157.175.28.199
vrtciqjp.tju.com.        IN    A    168.194.10.32
bvrefxco.tju.com.        IN    A    153.163.47.212
twyiqbpk.tju.com.        IN    A    235.50.199.237
msiovdaj.tju.com.        IN    A    19.99.75.106
egldmuwf.tju.com.        IN    A    38.7.183.79
cbklfunm.tju.com.        IN    A    66.169.63.191
mvbufskq.tju.com.        IN    A    135.210.154.115
kmfvgcen.tju.com.        IN    A    138.219.135.103
jgakmpsu.tju.com.        IN    A    61.40.180.2
sguxbcka.tju.com.        IN    A    204.228.242.33
hbmplgaw.tju.com.        IN    A    228.203.185.59
xharkgsf.tju.com.        IN    A    131.22.127.250
nuakrjql.tju.com.        IN    A    216.218.28.38
akmbiwnj.tju.com.        IN    A    220.105.187.224
fonewdyt.tju.com.        IN    A    230.167.121.83
bpvdjgyo.tju.com.        IN    A    180.82.40.179
inbueptw.tju.com.        IN    A    138.176.83.11
phiswdnr.tju.com.        IN    A    16.177.179.219
exdsloua.tju.com.        IN    A    117.125.122.120
miscarju.tju.com.        IN    A    237.72.228.65
wesxmaqu.tju.com.        IN    A    179.236.183.177
ouvsflqi.tju.com.        IN    A    241.67.153.7
tlmekyij.tju.com.        IN    A    117.30.191.51
uxslnidw.tju.com.        IN    A    224.107.89.154
ujmrhnaf.tju.com.        IN    A    247.2.241.125
rocjthpk.tju.com.        IN    A    81.1.120.96
xefltbcs.tju.com.        IN    A    191.186.51.9
tmykolpa.tju.com.        IN    A    6.17.49.54
kteljnua.tju.com.        IN    A    146.61.83.232
jhlkftaq.tju.com.        IN    A    80.224.125.238
gqwofxud.tju.com.        IN    A    204.31.192.0
kbexdjif.tju.com.        IN    A    255.207.63.198
atgfrdso.tju.com.        IN    A    44.106.81.107
qpwjyeru.tju.com.        IN    A    88.224.251.3
nxgmqbfh.tju.com.        IN    A    222.1.220.94
wafsomhx.tju.com.        IN    A    191.226.112.8
gkmtjahp.tju.com.        IN    A    86.209.23.141
spfwheor.tju.com.        IN    A    93.36.254.173
hldyxbpr.tju.com.        IN    A    1.198.223.115
qtodjclu.tju.com.        IN    A    72.178.65.53
prnbcxak.tju.com.        IN    A    46.76.94.210
hcyiwuek.tju.com.        IN    A    152.208.68.34
orqwtpek.tju.com.        IN    A    103.90.123.82
yefpviwb.tju.com.        IN    A    174.200.17.139
ybaomqur.tju.com.        IN    A    219.204.205.65
yrftguhm.tju.com.        IN    A    58.253.65.24
gaprjvcm.tju.com.        IN    A    198.29.142.192
nisyhlwc.tju.com.        IN    A    108.14.103.87
vhyxgelm.tju.com.        IN    A    176.247.9.0
evqbwmih.tju.com.        IN    A    222.138.92.78
ghdctbiv.tju.com.        IN    A    172.89.143.102
vaxojbet.tju.com.        IN    A    160.251.235.119
mfdirjog.tju.com.        IN    A    127.178.167.34
vdsmkeuy.tju.com.        IN    A    37.179.99.197
wguitcrh.tju.com.        IN    A    23.174.171.4
tbfpaeks.tju.com.        IN    A    37.150.159.100
prqghkyj.tju.com.        IN    A    157.123.194.108
xpigsvmn.tju.com.        IN    A    133.83.233.234
qxpfrcgl.tju.com.        IN    A    189.22.205.35
jnvupkfc.tju.com.        IN    A    198.6.4.146
iywqgesk.tju.com.        IN    A    70.158.15.57
hjcfuygm.tju.com.        IN    A    236.246.237.170
agipbvfr.tju.com.        IN    A    65.229.45.105
lqkdrvei.tju.com.        IN    A    195.76.193.94
chtbxjms.tju.com.        IN    A    71.226.25.177
xmwpjbha.tju.com.        IN    A    26.166.140.93
kisjcwqt.tju.com.        IN    A    144.99.67.56
cmbwisfq.tju.com.        IN    A    121.217.48.158
vmdkqlyr.tju.com.        IN    A    91.173.227.197
dxqagfch.tju.com.        IN    A    225.50.6.152
bjhfitde.tju.com.        IN    A    50.2.69.142
fltjshny.tju.com.        IN    A    113.75.172.232
pvohcbru.tju.com.        IN    A    33.162.217.89
hemywblk.tju.com.        IN    A    197.235.171.196
hgflqyej.tju.com.        IN    A    243.27.64.178
jyvfkqht.tju.com.        IN    A    37.23.102.115
nymbgxro.tju.com.        IN    A    188.5.129.66
pmqlfghj.tju.com.        IN    A    178.85.36.58
ciqpetfb.tju.com.        IN    A    217.183.101.122
hmnvlokc.tju.com.        IN    A    1.226.162.81
kalwnyeh.tju.com.        IN    A    185.255.24.245
fceuywxs.tju.com.        IN    A    39.13.25.29
ypsxwfcl.tju.com.        IN    A    236.156.200.252
ashgvmkb.tju.com.        IN    A    1.36.55.101
fdrcnlus.tju.com.        IN    A    167.173.43.92
tsxdhfyr.tju.com.        IN    A    210.102.105.233
hkljpidn.tju.com.        IN    A    200.126.192.34
ywueqnrh.tju.com.        IN    A    149.3.103.218
rpaglkos.tju.com.        IN    A    200.175.200.121
jykmrxiq.tju.com.        IN    A    110.81.82.45
oeanvlgj.tju.com.        IN    A    142.206.218.69
wjncxlus.tju.com.        IN    A    151.114.249.180
wdykoqtv.tju.com.        IN    A    38.38.173.69
btswyder.tju.com.        IN    A    9.163.196.181
gwudabmj.tju.com.        IN    A    251.224.181.153
uqxwlatp.tju.com.        IN    A    208.207.136.161
hsbfkiqn.tju.com.        IN    A    32.25.179.169
fpqkluih.tju.com.        IN    A    77.15.198.64
nmefwikc.tju.com.        IN    A    99.98.57.129
dxghsitv.tju.com.        IN    A    157.7.87.212
yfbknpic.tju.com.        IN    A    157.32.205.49
orudkfpe.tju.com.        IN    A    74.154.157.6
jvlutogi.tju.com.        IN    A    67.240.113.165
gontaery.tju.com.        IN    A    162.9.94.89
dankgsib.tju.com.        IN    A    204.62.30.171
amqwxlhc.tju.com.        IN    A    106.92.142.199
symctaki.tju.com.        IN    A    202.133.181.100
qavdxwfg.tju.com.        IN    A    105.31.141.71
xalynwtd.tju.com.        IN    A    160.13.28.138
jtfoslgd.tju.com.        IN    A    232.237.168.80
aubqngor.tju.com.        IN    A    85.180.16.174
ciyvuwmk.tju.com.        IN    A    92.40.201.64
fyljsvrm.tju.com.        IN    A    7.132.165.203
xgrjasik.tju.com.        IN    A    146.205.15.47
ivmtdowq.tju.com.        IN    A    106.80.7.117
cejrksqt.tju.com.        IN    A    54.56.210.144
dgeapofl.tju.com.        IN    A    61.92.171.28
dwtsxjip.tju.com.        IN    A    212.84.95.119
dilyknob.tju.com.        IN    A    255.199.89.235
prhwgjxm.tju.com.        IN    A    24.241.173.158
etcxyhnl.tju.com.        IN    A    251.253.29.7
vwjblufm.tju.com.        IN    A    85.215.142.5
qfkeusrg.tju.com.        IN    A    247.221.221.142
vnakhuid.tju.com.        IN    A    20.155.19.188
gibacjky.tju.com.        IN    A    220.33.177.27
pyrmaoci.tju.com.        IN    A    68.143.137.220
gdwhboql.tju.com.        IN    A    201.244.124.130
inhvxlsy.tju.com.        IN    A    255.23.183.194
fihcykps.tju.com.        IN    A    48.160.1.42
jhuywlsr.tju.com.        IN    A    19.127.215.112
fkeqdctn.tju.com.        IN    A    89.22.167.192
frmoigql.tju.com.        IN    A    49.66.27.99
eqlostxw.tju.com.        IN    A    246.128.79.27
mgpwaius.tju.com.        IN    A    100.71.145.102
pcxvqkfw.tju.com.        IN    A    161.53.13.228
oqlibeka.tju.com.        IN    A    96.19.205.132
stevlacq.tju.com.        IN    A    4.233.154.162
wiebypkj.tju.com.        IN    A    141.142.219.63
dyxmoatk.tju.com.        IN    A    101.114.220.178
aybdmqht.tju.com.        IN    A    55.132.62.83
irpdtnkl.tju.com.        IN    A    45.69.70.44
uqgvdjsr.tju.com.        IN    A    207.23.180.163
mneibuky.tju.com.        IN    A    243.109.90.138
ltxmseuk.tju.com.        IN    A    240.27.197.103
vkngyjcp.tju.com.        IN    A    202.113.206.44
tevyaoih.tju.com.        IN    A    50.231.40.118
yvjxktme.tju.com.        IN    A    234.251.27.78
jymfcdax.tju.com.        IN    A    21.144.10.204
gwluhcrt.tju.com.        IN    A    184.14.145.155
vtnuxrqh.tju.com.        IN    A    27.93.36.37
tsnglrfb.tju.com.        IN    A    8.71.240.216
kjtpahgu.tju.com.        IN    A    2.212.184.37
beqjnkod.tju.com.        IN    A    13.204.76.228
gbcsfjva.tju.com.        IN    A    199.131.28.126
firsbxoj.tju.com.        IN    A    151.68.109.171
jcvifdph.tju.com.        IN    A    78.72.165.252
kcbwvafe.tju.com.        IN    A    60.184.20.222
lndgjcpv.tju.com.        IN    A    82.226.196.18
yrhglitj.tju.com.        IN    A    30.105.238.202
ebcwvsux.tju.com.        IN    A    100.222.80.129
fdtrwgjx.tju.com.        IN    A    176.3.159.240
luotqbip.tju.com.        IN    A    190.211.75.60
mnlabtqg.tju.com.        IN    A    150.208.193.201
uicjeagt.tju.com.        IN    A    233.146.195.43
qshvciag.tju.com.        IN    A    144.105.12.166
awylhreu.tju.com.        IN    A    194.101.11.220
qgnstdly.tju.com.        IN    A    105.11.119.32
fdjvonhu.tju.com.        IN    A    191.100.130.123
qaecosyw.tju.com.        IN    A    244.146.75.4
vjclmqph.tju.com.        IN    A    150.94.249.209
egsjktvm.tju.com.        IN    A    58.124.207.88
swgfpcyl.tju.com.        IN    A    73.32.215.187
suljgaqo.tju.com.        IN    A    14.173.221.76
lvdiupyf.tju.com.        IN    A    70.70.200.255
cexsjuda.tju.com.        IN    A    100.51.120.225
nemloytw.tju.com.        IN    A    142.124.147.189
lvjowcgh.tju.com.        IN    A    91.155.50.98
kolfyeiq.tju.com.        IN    A    209.170.155.221
iprqtjmk.tju.com.        IN    A    206.246.129.159
oeqgyvnp.tju.com.        IN    A    155.173.140.5
xwihcosn.tju.com.        IN    A    25.219.255.181
bjamsrdk.tju.com.        IN    A    170.40.40.48
qexlguob.tju.com.        IN    A    241.95.173.244
tfvacgop.tju.com.        IN    A    165.24.225.219
uoqjvbry.tju.com.        IN    A    145.233.135.208
lagpjyqe.tju.com.        IN    A    88.120.85.27
yvdcikol.tju.com.        IN    A    166.1.89.247
pmvquxgn.tju.com.        IN    A    132.13.11.163
bjyelcow.tju.com.        IN    A    108.16.58.15
jwirdkcb.tju.com.        IN    A    149.26.12.80
bispjnhf.tju.com.        IN    A    235.75.14.201
pdbhsuor.tju.com.        IN    A    108.38.141.80
axnoqebc.tju.com.        IN    A    31.140.242.234
beqhdrls.tju.com.        IN    A    177.215.84.226
ucfewshy.tju.com.        IN    A    239.176.188.154
qbchgwde.tju.com.        IN    A    0.163.101.49
jkxsgtpf.tju.com.        IN    A    223.38.161.172
ifnqdbgr.tju.com.        IN    A    40.52.25.113
ogjnbrty.tju.com.        IN    A    166.154.102.238
xscrpqtf.tju.com.        IN    A    185.87.139.200
nijobtmg.tju.com.        IN    A    84.38.174.10
aiorxwls.tju.com.        IN    A    19.41.106.161
yiwgbdsq.tju.com.        IN    A    213.15.68.13
cohrwang.tju.com.        IN    A    145.181.144.58
jrsecaix.tju.com.        IN    A    225.40.68.234
wjytiogn.tju.com.        IN    A    231.185.159.59
ekbrnjyx.tju.com.        IN    A    14.157.57.53
binryovw.tju.com.        IN    A    87.161.37.188
bluxewgd.tju.com.        IN    A    75.138.198.134
qmwkeaht.tju.com.        IN    A    254.182.201.2
drguiekf.tju.com.        IN    A    33.161.56.179
kdaorwhv.tju.com.        IN    A    6.246.225.169
lurjxhnd.tju.com.        IN    A    233.193.40.54
tqcmperw.tju.com.        IN    A    132.4.248.120
gevqiwas.tju.com.        IN    A    87.99.9.60
uqkoflvb.tju.com.        IN    A    180.186.211.235
cptdkmyq.tju.com.        IN    A    233.178.86.216
hrmvspof.tju.com.        IN    A    220.127.98.87
polagtvd.tju.com.        IN    A    178.171.118.187
dseyxvfj.tju.com.        IN    A    152.10.146.58
drmtqibf.tju.com.        IN    A    194.46.83.102
euomhblk.tju.com.        IN    A    145.251.154.3
sfqwmiut.tju.com.        IN    A    91.183.243.110
nwkqeaxg.tju.com.        IN    A    12.147.199.122
oblytkqe.tju.com.        IN    A    254.185.97.146
tyilxpcg.tju.com.        IN    A    168.248.92.57
ouyktpai.tju.com.        IN    A    80.228.22.111
isabufgc.tju.com.        IN    A    232.139.107.232
abljxeoy.tju.com.        IN    A    118.35.49.148
hjsmgflr.tju.com.        IN    A    31.204.235.231
kqnocxvj.tju.com.        IN    A    238.191.124.41
gjpuhves.tju.com.        IN    A    51.114.20.142
oadcqwni.tju.com.        IN    A    32.70.225.27
qawpydrl.tju.com.        IN    A    245.253.167.229
pwtxygkq.tju.com.        IN    A    133.43.118.89
uaxtmcwn.tju.com.        IN    A    7.140.99.231
ilsvdqcf.tju.com.        IN    A    87.103.15.145
ywdtlsic.tju.com.        IN    A    192.91.72.28
fpicwjrb.tju.com.        IN    A    217.165.181.152
mujrqvke.tju.com.        IN    A    130.12.180.108
cynjudoa.tju.com.        IN    A    10.4.160.170
srdfotjp.tju.com.        IN    A    155.8.156.86
vbpalidn.tju.com.        IN    A    3.2.45.128
vroignqw.tju.com.        IN    A    86.96.164.193
nqmcrogi.tju.com.        IN    A    13.211.222.34
nyipuhmw.tju.com.        IN    A    253.67.191.83
vqkgemyh.tju.com.        IN    A    15.230.191.126
ulsyqgvn.tju.com.        IN    A    102.55.188.147
opwltsxf.tju.com.        IN    A    211.178.4.121
xeocmfwp.tju.com.        IN    A    168.30.113.0
yxepbhgi.tju.com.        IN    A    195.5.150.88
amwiufqs.tju.com.        IN    A    145.116.86.199
pesnukvb.tju.com.        IN    A    136.19.58.118
wtcqnjbm.tju.com.        IN    A    221.194.81.55
lxkdcbgu.tju.com.        IN    A    69.106.253.62
lhqcmsug.tju.com.        IN    A    162.42.235.49
wmniecxh.tju.com.        IN    A    155.182.108.49
vwbeycai.tju.com.        IN    A    13.198.54.231
glqevdpx.tju.com.        IN    A    176.135.152.83
ndpkiabm.tju.com.        IN    A    131.102.120.236
kfodathj.tju.com.        IN    A    75.27.23.24
qylthgpo.tju.com.        IN    A    30.57.123.170
jehmuayg.tju.com.        IN    A    138.0.112.229
xgltfqcn.tju.com.        IN    A    125.194.110.158
cfyjgrvx.tju.com.        IN    A    200.228.237.154
rngklsau.tju.com.        IN    A    219.30.93.120
kutpfwlx.tju.com.        IN    A    154.19.11.6
jmbikwac.tju.com.        IN    A    42.15.180.160
baotkwpx.tju.com.        IN    A    181.254.178.117
dwonrqya.tju.com.        IN    A    207.82.143.254
gfyxalhu.tju.com.        IN    A    63.255.164.18
puyfrvds.tju.com.        IN    A    80.254.22.250
qthabcry.tju.com.        IN    A    96.225.176.238
rwmyqvds.tju.com.        IN    A    7.80.164.69
uvmocyiw.tju.com.        IN    A    149.10.229.69
vcfqryim.tju.com.        IN    A    208.18.166.223
nxaegykt.tju.com.        IN    A    230.66.82.160
fairxmqc.tju.com.        IN    A    178.32.232.125
oubefnwa.tju.com.        IN    A    179.42.239.14
tqlsmkyc.tju.com.        IN    A    184.158.27.142
vcsnixqa.tju.com.        IN    A    1.166.172.80
mjunldwa.tju.com.        IN    A    198.216.74.209
fsjrtxcd.tju.com.        IN    A    61.90.203.8
ekhjgxic.tju.com.        IN    A    34.118.40.253
rwpcboti.tju.com.        IN    A    25.18.101.114
lyfpihro.tju.com.        IN    A    71.233.99.253
gysupfri.tju.com.        IN    A    64.35.48.234
oyncwakf.tju.com.        IN    A    235.182.82.51
ndvlugmb.tju.com.        IN    A    141.59.219.29
bhniufwp.tju.com.        IN    A    221.77.16.225
ncumthpd.tju.com.        IN    A    61.73.73.137
spteuqrw.tju.com.        IN    A    98.246.142.114
querlxch.tju.com.        IN    A    39.64.239.8
qovanrxk.tju.com.        IN    A    215.119.110.18
euhilxpv.tju.com.        IN    A    95.213.125.248
lctubyxm.tju.com.        IN    A    14.62.143.107
aorhscfq.tju.com.        IN    A    62.32.222.143
dmacsbir.tju.com.        IN    A    113.150.105.145
qtudxenj.tju.com.        IN    A    205.95.99.113
deuapiym.tju.com.        IN    A    175.147.66.196
lqoykvhw.tju.com.        IN    A    155.194.73.92
jnrvwgos.tju.com.        IN    A    128.168.48.69
nlujibqa.tju.com.        IN    A    164.100.240.73
lwhmfjyk.tju.com.        IN    A    236.115.106.160
plrjyvdm.tju.com.        IN    A    194.130.30.186
velgmcpn.tju.com.        IN    A    128.26.176.81
lhgvonfd.tju.com.        IN    A    51.203.244.64
hvesmypa.tju.com.        IN    A    76.245.246.67
jcwayhxd.tju.com.        IN    A    147.24.17.108
iuryeqfx.tju.com.        IN    A    8.244.178.143
xuargyqc.tju.com.        IN    A    140.144.126.78
laydjqrp.tju.com.        IN    A    194.223.6.67
hqrwmjca.tju.com.        IN    A    106.89.132.30
ovlcgfkq.tju.com.        IN    A    67.241.152.6
mohtquby.tju.com.        IN    A    132.208.200.120
bepjhlom.tju.com.        IN    A    59.162.152.37
mbesopja.tju.com.        IN    A    127.248.81.194
ixcqgbpl.tju.com.        IN    A    67.165.100.102
pgukstqy.tju.com.        IN    A    184.222.0.36
kucdwyjg.tju.com.        IN    A    104.193.101.135
jtoseipu.tju.com.        IN    A    247.29.104.161
lgovqwsc.tju.com.        IN    A    166.222.71.142
ufybicvp.tju.com.        IN    A    82.242.197.141
jhgnyiwm.tju.com.        IN    A    237.228.174.251
wkruvtpx.tju.com.        IN    A    176.217.109.99
rtlnjmuh.tju.com.        IN    A    94.186.26.231
wrhciytn.tju.com.        IN    A    194.80.116.65
thyboicj.tju.com.        IN    A    136.51.223.159
drkiastb.tju.com.        IN    A    56.143.192.130
quvnospk.tju.com.        IN    A    173.93.245.171
vydsljei.tju.com.        IN    A    25.229.166.220
klvbecon.tju.com.        IN    A    175.219.148.169
cqmalkdb.tju.com.        IN    A    97.200.209.158
jqsktrba.tju.com.        IN    A    20.169.162.142
vnysbgmr.tju.com.        IN    A    214.50.40.42
pqhcaveo.tju.com.        IN    A    98.129.200.60
orhxyile.tju.com.        IN    A    104.10.13.162
jslehpxq.tju.com.        IN    A    176.140.249.97
yuilhefg.tju.com.        IN    A    49.156.97.29
nobhkrmi.tju.com.        IN    A    74.111.57.109
arswbijv.tju.com.        IN    A    94.166.231.15
lxkuyarv.tju.com.        IN    A    217.226.29.228
yicasjdt.tju.com.        IN    A    174.23.52.52
gnuavhbf.tju.com.        IN    A    228.233.228.32
rdyfikuv.tju.com.        IN    A    118.218.72.112
jaqklgpi.tju.com.        IN    A    217.0.107.189
mfwtrivs.tju.com.        IN    A    104.13.147.60
bsechvpx.tju.com.        IN    A    134.248.190.125
caglpwbm.tju.com.        IN    A    220.158.156.170
xndsaugk.tju.com.        IN    A    213.172.104.164
ogsvkpxu.tju.com.        IN    A    154.61.254.253
peuwytvc.tju.com.        IN    A    101.71.155.141
lwtifrxu.tju.com.        IN    A    65.185.224.222
nhlfyowg.tju.com.        IN    A    167.221.220.254
ceyupirn.tju.com.        IN    A    122.45.43.171
jcmdrigf.tju.com.        IN    A    188.174.94.65
wthlaoky.tju.com.        IN    A    135.43.63.221
kpxjfwms.tju.com.        IN    A    69.58.128.139
elkchqgx.tju.com.        IN    A    196.175.135.84
igofaler.tju.com.        IN    A    44.147.181.68
yvqxltuw.tju.com.        IN    A    147.197.68.165
ydnituqj.tju.com.        IN    A    72.250.30.73
ykaetrls.tju.com.        IN    A    247.202.59.229
etfksxyp.tju.com.        IN    A    94.156.64.209
jmefcsoi.tju.com.        IN    A    19.113.11.147
opctsldb.tju.com.        IN    A    230.44.102.233
ryjaptwq.tju.com.        IN    A    212.236.34.183
nlxkfrcs.tju.com.        IN    A    108.149.103.6
drjqtkeb.tju.com.        IN    A    255.42.22.41
xefdnlgj.tju.com.        IN    A    15.130.239.200
lawpsxnm.tju.com.        IN    A    235.27.206.152
xkcvewoi.tju.com.        IN    A    203.183.1.135
vkgnpxeo.tju.com.        IN    A    180.73.178.201
aeuonidq.tju.com.        IN    A    245.5.58.232
pnemvxsh.tju.com.        IN    A    148.121.219.158
pkedovli.tju.com.        IN    A    17.89.86.55
ublktwsi.tju.com.        IN    A    180.125.2.96
swkvimpj.tju.com.        IN    A    38.57.139.6
qbnfymhe.tju.com.        IN    A    7.6.6.127
tcibufwd.tju.com.        IN    A    245.25.167.168
vgdkhrjx.tju.com.        IN    A    79.21.39.54
qktmabdc.tju.com.        IN    A    156.74.6.61
tchunqrj.tju.com.        IN    A    117.138.13.241
qemincdw.tju.com.        IN    A    202.39.217.101
ujmqslia.tju.com.        IN    A    58.190.98.210
lpyahowq.tju.com.        IN    A    195.4.41.212
lbhyoreq.tju.com.        IN    A    120.174.117.91
bmwdpjnc.tju.com.        IN    A    147.208.238.70
tchopgla.tju.com.        IN    A    6.212.87.104
dimfcgst.tju.com.        IN    A    86.15.181.65
lweyujno.tju.com.        IN    A    176.31.75.202
ngfkwxup.tju.com.        IN    A    3.201.162.146
bhavecfp.tju.com.        IN    A    98.82.89.58
xqjdwgfl.tju.com.        IN    A    222.61.226.168
gjfqtycs.tju.com.        IN    A    58.102.177.111
krbvjumq.tju.com.        IN    A    75.60.118.166
kxygcjoe.tju.com.        IN    A    30.14.96.210
cupklojb.tju.com.        IN    A    54.39.13.84
lydcfrie.tju.com.        IN    A    251.206.186.34
wxfispdu.tju.com.        IN    A    21.7.252.149
jyvxsinw.tju.com.        IN    A    51.47.126.66
raeypgis.tju.com.        IN    A    67.134.217.118
