; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR shu.com. @ns2.shu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
shu.com.			      14400 IN NS	ns1.shu.com.
ns1.shu.com.			      14400 IN A	10.166.21.15

www.shu.com.		      14400 IN NS	ns1.www.shu.com.
ns1.www.shu.com.		      14400 IN A		10.166.21.12

ai.shu.com.		      14400 IN NS	ns1.ai.shu.com.
ns1.ai.shu.com.		      14400 IN A		10.166.21.13

sociology.shu.com.		      14400 IN NS	ns1.sociology.shu.com.
ns1.sociology.shu.com.		      14400 IN A		10.166.21.14

shu.com.			      14400 IN MX	10 sociologytp.shu.edu.
shu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
nvlfbugj.shu.com.        IN    A    90.28.48.195
mcuogyda.shu.com.        IN    A    182.33.28.146
awuiydeg.shu.com.        IN    A    113.59.102.78
wglrjtnv.shu.com.        IN    A    23.186.3.92
oyvewljx.shu.com.        IN    A    231.196.112.161
semnrqfk.shu.com.        IN    A    156.124.198.121
dfwkbqsx.shu.com.        IN    A    131.197.194.115
dtbpqksj.shu.com.        IN    A    4.132.147.28
uendoagy.shu.com.        IN    A    29.16.151.77
dkevlhbn.shu.com.        IN    A    227.148.22.40
kmdwqcjp.shu.com.        IN    A    238.192.37.179
nxhriuem.shu.com.        IN    A    195.249.68.208
nxufadkq.shu.com.        IN    A    42.99.156.73
indkwavm.shu.com.        IN    A    127.98.81.244
uahdeswb.shu.com.        IN    A    167.9.237.194
qwsvareh.shu.com.        IN    A    12.17.193.22
jcdsypua.shu.com.        IN    A    36.132.212.161
kuyetxcr.shu.com.        IN    A    92.223.188.245
sgpnielf.shu.com.        IN    A    227.141.169.241
gwalorfh.shu.com.        IN    A    161.171.145.70
nrkphaty.shu.com.        IN    A    243.185.58.98
ubkwpvoj.shu.com.        IN    A    192.129.120.69
kncsoadb.shu.com.        IN    A    92.87.187.36
wgufyodc.shu.com.        IN    A    222.40.244.123
xwlqsubm.shu.com.        IN    A    54.42.209.108
srvlmahd.shu.com.        IN    A    221.99.186.131
teovxbsn.shu.com.        IN    A    77.165.147.190
ncrvwapi.shu.com.        IN    A    63.153.242.229
jmuwfcdp.shu.com.        IN    A    238.143.173.8
wkprfcis.shu.com.        IN    A    175.100.72.68
ymgesjdq.shu.com.        IN    A    170.73.104.98
plujbdtq.shu.com.        IN    A    82.222.4.47
oapbnwgi.shu.com.        IN    A    153.118.186.33
wipboqfg.shu.com.        IN    A    158.219.167.176
wtpdoike.shu.com.        IN    A    223.184.14.53
hgjpmqry.shu.com.        IN    A    253.192.255.249
awkjnfuy.shu.com.        IN    A    123.113.209.95
ogfdxrbe.shu.com.        IN    A    83.0.108.100
bhqyxvrc.shu.com.        IN    A    155.219.147.244
wenumdax.shu.com.        IN    A    66.149.222.91
pedofijv.shu.com.        IN    A    76.245.127.67
ikrfpjht.shu.com.        IN    A    226.229.108.36
qyknmdig.shu.com.        IN    A    46.113.139.27
dfumgnlc.shu.com.        IN    A    237.248.192.44
vadghwmp.shu.com.        IN    A    10.149.8.112
cvyqrpnm.shu.com.        IN    A    197.204.113.208
mjvliyrx.shu.com.        IN    A    185.91.73.104
lhntuaof.shu.com.        IN    A    68.222.236.43
wbptneom.shu.com.        IN    A    97.26.206.56
avrswbto.shu.com.        IN    A    63.238.21.96
imjfwvtr.shu.com.        IN    A    149.213.133.247
crptknmd.shu.com.        IN    A    141.3.183.39
vstmhxcw.shu.com.        IN    A    9.240.139.130
hrobqexc.shu.com.        IN    A    212.58.245.218
fntojlgr.shu.com.        IN    A    202.206.77.166
soxmiqpe.shu.com.        IN    A    193.137.0.220
dhigefmb.shu.com.        IN    A    157.225.25.131
lebwumcq.shu.com.        IN    A    31.55.112.7
vtkomsbw.shu.com.        IN    A    179.43.165.7
vumbtdql.shu.com.        IN    A    171.224.17.108
dntuwhmq.shu.com.        IN    A    179.6.97.125
npdmwgqh.shu.com.        IN    A    145.72.78.249
ekgobscw.shu.com.        IN    A    99.206.27.177
ucsotfqp.shu.com.        IN    A    122.25.227.60
yjdforpv.shu.com.        IN    A    246.42.50.148
ghvtqkdp.shu.com.        IN    A    98.156.203.110
nubohrxf.shu.com.        IN    A    134.4.117.76
ckxmtjga.shu.com.        IN    A    16.167.7.83
qrkesxmp.shu.com.        IN    A    131.65.89.134
snmhbafx.shu.com.        IN    A    231.177.169.1
krajbvtu.shu.com.        IN    A    116.124.207.164
wfukgsci.shu.com.        IN    A    73.145.176.55
kumjqtiv.shu.com.        IN    A    5.249.38.35
nubaomph.shu.com.        IN    A    109.141.27.41
vmxwlaug.shu.com.        IN    A    25.28.66.204
hcragojw.shu.com.        IN    A    79.191.161.142
oebfudcq.shu.com.        IN    A    228.162.223.192
qdlgjsub.shu.com.        IN    A    27.204.54.255
orbfyqjd.shu.com.        IN    A    1.159.69.127
oatjhcnp.shu.com.        IN    A    15.145.93.14
naqikxdr.shu.com.        IN    A    163.182.239.130
nefcxamh.shu.com.        IN    A    26.124.142.155
njktqurw.shu.com.        IN    A    204.153.224.251
kmjvxgoq.shu.com.        IN    A    17.24.206.54
svwopaqr.shu.com.        IN    A    154.9.233.213
fuvykhng.shu.com.        IN    A    203.43.190.5
qsvndkaj.shu.com.        IN    A    140.88.91.222
ornkcquj.shu.com.        IN    A    233.119.241.75
yjhdqbtc.shu.com.        IN    A    73.139.164.197
ovqndrif.shu.com.        IN    A    217.236.187.56
udgmwlxn.shu.com.        IN    A    182.155.81.77
xruvjphf.shu.com.        IN    A    64.225.222.255
vnrxdkcm.shu.com.        IN    A    177.34.6.163
vixqjyec.shu.com.        IN    A    168.112.29.128
cpayrvdb.shu.com.        IN    A    15.91.55.75
bldocqrn.shu.com.        IN    A    132.16.214.34
vwaguosr.shu.com.        IN    A    101.253.161.231
xhkimupl.shu.com.        IN    A    91.117.233.132
xljanots.shu.com.        IN    A    37.14.187.40
xynciabk.shu.com.        IN    A    56.28.250.65
jqwnolic.shu.com.        IN    A    138.213.78.98
lrusceqa.shu.com.        IN    A    233.127.32.143
cjhmgexp.shu.com.        IN    A    138.82.98.205
pvlwcsud.shu.com.        IN    A    17.250.33.38
mnyohilr.shu.com.        IN    A    34.90.101.185
nporgftq.shu.com.        IN    A    204.157.166.177
lcntgvob.shu.com.        IN    A    75.135.38.153
orqpyxgc.shu.com.        IN    A    214.138.154.134
qprabyei.shu.com.        IN    A    136.36.215.181
uagehqno.shu.com.        IN    A    203.220.11.170
yinljbvu.shu.com.        IN    A    222.30.175.57
euvtyibm.shu.com.        IN    A    195.233.153.203
xokicqve.shu.com.        IN    A    41.237.226.41
bnygkfic.shu.com.        IN    A    82.54.44.245
qngdpacf.shu.com.        IN    A    100.142.161.210
pgmlwrfn.shu.com.        IN    A    14.232.185.82
yfedcvpa.shu.com.        IN    A    83.118.146.20
tcrduoxj.shu.com.        IN    A    42.14.220.39
aferybcs.shu.com.        IN    A    69.175.14.28
sfbhmrvx.shu.com.        IN    A    4.180.243.163
ejxpwfks.shu.com.        IN    A    7.87.9.41
jtniqayg.shu.com.        IN    A    226.43.79.213
tjkdhovf.shu.com.        IN    A    16.118.17.99
jixguvke.shu.com.        IN    A    190.27.112.156
qtrvykoj.shu.com.        IN    A    253.228.191.182
drbtnokj.shu.com.        IN    A    68.50.131.76
klyohsrd.shu.com.        IN    A    252.229.4.202
ctebusno.shu.com.        IN    A    109.215.117.18
bvnwqypj.shu.com.        IN    A    6.161.18.230
xscvmnyq.shu.com.        IN    A    4.86.170.72
pemrfwbc.shu.com.        IN    A    228.104.255.100
trfgqyei.shu.com.        IN    A    169.254.166.241
elvwkgpu.shu.com.        IN    A    234.6.220.83
qegivsxn.shu.com.        IN    A    192.215.81.175
mlgjousf.shu.com.        IN    A    157.10.176.2
qrgysvae.shu.com.        IN    A    118.30.186.49
sryhidqb.shu.com.        IN    A    215.225.247.234
odhktmis.shu.com.        IN    A    142.28.170.159
jknxylsr.shu.com.        IN    A    53.98.190.202
hnedclui.shu.com.        IN    A    144.95.115.206
jaxineqc.shu.com.        IN    A    48.193.136.140
ebinwopt.shu.com.        IN    A    148.113.1.239
ibueahcq.shu.com.        IN    A    217.149.51.95
fxrbyahv.shu.com.        IN    A    136.244.69.154
uihtrdfn.shu.com.        IN    A    227.88.62.202
bkrwsuoe.shu.com.        IN    A    224.126.205.141
rfvuxhcl.shu.com.        IN    A    91.213.251.211
ufjlvgpe.shu.com.        IN    A    248.181.43.116
prfsynwi.shu.com.        IN    A    236.23.91.175
erdvhikq.shu.com.        IN    A    146.235.99.51
fuswiygp.shu.com.        IN    A    21.219.131.192
hsteqimp.shu.com.        IN    A    202.203.47.6
nmosjipg.shu.com.        IN    A    218.70.168.181
ndlypfcr.shu.com.        IN    A    222.177.179.8
cgeajfwx.shu.com.        IN    A    36.18.178.153
pdkbyrli.shu.com.        IN    A    221.209.0.107
owyeitpb.shu.com.        IN    A    73.30.140.50
cjlharxp.shu.com.        IN    A    181.9.59.7
cahljrkt.shu.com.        IN    A    170.170.55.87
shroxime.shu.com.        IN    A    214.193.83.128
ilrwasxv.shu.com.        IN    A    68.195.255.44
djhowegc.shu.com.        IN    A    228.179.139.147
fgypalou.shu.com.        IN    A    232.148.70.98
qhcrwuab.shu.com.        IN    A    148.80.116.246
taqvgfkn.shu.com.        IN    A    109.107.244.251
pvsecghw.shu.com.        IN    A    57.23.126.186
hxqmceav.shu.com.        IN    A    238.240.255.156
jkwnqthb.shu.com.        IN    A    167.245.34.182
rcuwvmsh.shu.com.        IN    A    109.44.202.49
eoyntdrh.shu.com.        IN    A    133.171.111.48
rxbgmunk.shu.com.        IN    A    238.120.146.5
ihjroqep.shu.com.        IN    A    189.11.127.164
ndpsilvy.shu.com.        IN    A    95.253.218.204
wfvubckd.shu.com.        IN    A    40.61.17.37
eilkhdyf.shu.com.        IN    A    111.15.50.46
mqfcgiay.shu.com.        IN    A    234.114.73.57
adqcbyio.shu.com.        IN    A    207.45.99.172
cjoxqlpw.shu.com.        IN    A    127.208.68.167
sjlqntdv.shu.com.        IN    A    61.118.85.159
ndihkext.shu.com.        IN    A    189.71.72.106
njxwpbul.shu.com.        IN    A    228.146.245.25
yfkrqvmu.shu.com.        IN    A    90.141.43.137
hvqlmktp.shu.com.        IN    A    86.238.209.173
smcvnylk.shu.com.        IN    A    13.167.12.121
xqpltemu.shu.com.        IN    A    255.225.239.118
buhmnxcp.shu.com.        IN    A    163.172.128.178
anxkibsd.shu.com.        IN    A    7.143.42.217
nalfcorv.shu.com.        IN    A    169.92.33.238
pqotbujx.shu.com.        IN    A    187.73.196.192
ksvnfapw.shu.com.        IN    A    164.0.193.132
lbymqofg.shu.com.        IN    A    40.195.140.201
vcimblnj.shu.com.        IN    A    119.87.25.160
cvigstuj.shu.com.        IN    A    47.15.19.142
chaiqkew.shu.com.        IN    A    93.123.4.191
apuxjerm.shu.com.        IN    A    150.152.13.25
joaxsbgr.shu.com.        IN    A    211.245.185.53
ahocfxrk.shu.com.        IN    A    215.172.242.205
xmpeijsl.shu.com.        IN    A    195.163.29.4
haqyuoxt.shu.com.        IN    A    64.28.57.245
cyvmagbo.shu.com.        IN    A    192.154.223.83
xbinomea.shu.com.        IN    A    205.162.199.3
sabxhulc.shu.com.        IN    A    0.16.181.224
asltwhik.shu.com.        IN    A    197.227.18.67
wpfmnjvu.shu.com.        IN    A    39.13.149.31
dqwlrpkj.shu.com.        IN    A    79.11.169.5
djonafmw.shu.com.        IN    A    119.241.30.236
faswmhrj.shu.com.        IN    A    208.7.121.106
kmhcusqd.shu.com.        IN    A    240.141.45.117
kjgemwat.shu.com.        IN    A    69.123.214.102
krbvxfcl.shu.com.        IN    A    16.23.216.243
knoglewm.shu.com.        IN    A    68.182.206.98
xaieprjc.shu.com.        IN    A    236.185.44.55
gnvdhsax.shu.com.        IN    A    251.216.23.115
igylcsmr.shu.com.        IN    A    50.21.10.106
auewcqxh.shu.com.        IN    A    87.199.209.53
vrmjdouf.shu.com.        IN    A    0.107.156.202
tovnjkru.shu.com.        IN    A    60.51.105.185
jnsufmwh.shu.com.        IN    A    115.87.118.111
wefytboa.shu.com.        IN    A    139.201.185.47
tbrjlvph.shu.com.        IN    A    71.214.20.65
ciohgfmw.shu.com.        IN    A    56.182.186.103
egfaykld.shu.com.        IN    A    162.135.201.112
xaqdybiv.shu.com.        IN    A    197.216.219.52
imelscjy.shu.com.        IN    A    137.162.255.234
pnoticuk.shu.com.        IN    A    156.102.154.239
inrqmyus.shu.com.        IN    A    10.79.170.227
yqfduale.shu.com.        IN    A    164.21.130.17
bxqjpicd.shu.com.        IN    A    243.107.134.35
xgcnrhwj.shu.com.        IN    A    95.84.163.26
jcqonvrw.shu.com.        IN    A    200.11.206.146
kmcjohdf.shu.com.        IN    A    117.105.48.245
xcnmpsuf.shu.com.        IN    A    226.44.196.78
dwjuoatq.shu.com.        IN    A    249.172.47.188
fctsqivg.shu.com.        IN    A    30.84.47.140
ntcaofie.shu.com.        IN    A    104.101.154.1
lfrwcobp.shu.com.        IN    A    2.200.25.194
udplikws.shu.com.        IN    A    221.31.204.224
ynpmkrgv.shu.com.        IN    A    206.218.119.100
qvbgxwod.shu.com.        IN    A    165.148.65.27
aftlocyp.shu.com.        IN    A    184.94.251.29
empbfvka.shu.com.        IN    A    74.111.183.87
ilcwnjrg.shu.com.        IN    A    44.32.56.108
dxyopwsi.shu.com.        IN    A    142.97.207.80
qcnvswdi.shu.com.        IN    A    41.171.1.51
wqujcksa.shu.com.        IN    A    86.95.176.253
mrxuspnb.shu.com.        IN    A    46.132.110.196
mulpnhgj.shu.com.        IN    A    115.198.161.14
toicewph.shu.com.        IN    A    96.37.179.134
glftvhpn.shu.com.        IN    A    58.234.74.70
wjpxrvgi.shu.com.        IN    A    121.227.243.19
tysjldpv.shu.com.        IN    A    60.202.52.187
qrwodgex.shu.com.        IN    A    162.224.235.146
vhmkbqau.shu.com.        IN    A    16.76.179.83
jeuhyxqw.shu.com.        IN    A    43.120.40.97
ueqmtiky.shu.com.        IN    A    241.23.130.31
rbelnqms.shu.com.        IN    A    130.108.200.250
iqlrtfbg.shu.com.        IN    A    18.182.253.53
qweodvhi.shu.com.        IN    A    51.133.102.21
ealrgjvb.shu.com.        IN    A    89.6.43.200
ufjtscih.shu.com.        IN    A    184.127.24.230
vmpkgxhe.shu.com.        IN    A    127.103.146.194
twegrqhk.shu.com.        IN    A    48.88.148.13
uxljmfoq.shu.com.        IN    A    3.62.235.45
oubakxpd.shu.com.        IN    A    253.1.207.62
wjrlmdas.shu.com.        IN    A    70.147.143.171
guwjhvqr.shu.com.        IN    A    157.231.38.199
chyavlbd.shu.com.        IN    A    153.241.194.25
rhvulwed.shu.com.        IN    A    81.240.101.94
awufdljh.shu.com.        IN    A    122.176.65.229
mgquwfxd.shu.com.        IN    A    164.112.252.183
xlfaryci.shu.com.        IN    A    195.10.235.54
loweubhj.shu.com.        IN    A    75.182.132.216
phtnsuag.shu.com.        IN    A    143.177.130.163
vibdrcax.shu.com.        IN    A    183.226.148.162
vyawdqxl.shu.com.        IN    A    186.41.37.212
cnobqxjd.shu.com.        IN    A    53.191.170.25
rbstgdoq.shu.com.        IN    A    11.177.160.66
eqkpxjcw.shu.com.        IN    A    110.64.82.178
etnbxfky.shu.com.        IN    A    140.231.172.161
vmyjbagn.shu.com.        IN    A    109.191.177.3
gsqwaoyp.shu.com.        IN    A    98.168.43.202
brckyqsd.shu.com.        IN    A    166.198.200.31
shikmyea.shu.com.        IN    A    158.139.195.5
hndsyrbf.shu.com.        IN    A    5.138.237.141
hgqdrexw.shu.com.        IN    A    195.221.244.225
mhndkcuo.shu.com.        IN    A    116.169.15.184
idybraxe.shu.com.        IN    A    64.177.218.60
qfwktlos.shu.com.        IN    A    18.169.23.136
qhlcrvyk.shu.com.        IN    A    96.179.210.14
setknbjv.shu.com.        IN    A    131.161.119.205
ydeqkmsp.shu.com.        IN    A    187.100.200.68
velaingd.shu.com.        IN    A    30.209.3.189
pfibnlqh.shu.com.        IN    A    19.121.28.100
fsxqcdme.shu.com.        IN    A    212.140.126.69
xtuwdfbg.shu.com.        IN    A    175.177.42.68
opfhubcs.shu.com.        IN    A    127.165.245.94
xdmanuof.shu.com.        IN    A    160.158.138.40
iacfkpju.shu.com.        IN    A    194.67.115.39
vximjwck.shu.com.        IN    A    162.148.10.80
cnbugjto.shu.com.        IN    A    204.160.13.192
xijekshy.shu.com.        IN    A    55.247.125.141
mnarjstl.shu.com.        IN    A    9.8.174.244
rlpqtydk.shu.com.        IN    A    226.19.243.138
vxhjskpq.shu.com.        IN    A    237.153.169.91
leydhwna.shu.com.        IN    A    211.3.122.118
sildwxnv.shu.com.        IN    A    118.237.46.215
isueqvja.shu.com.        IN    A    28.243.159.252
tfgaoshy.shu.com.        IN    A    241.203.166.220
pugatvfq.shu.com.        IN    A    41.221.137.151
dbnrxlhs.shu.com.        IN    A    96.98.250.242
fnqhpdvj.shu.com.        IN    A    176.33.153.102
fepvboqc.shu.com.        IN    A    209.191.25.160
gdmheinc.shu.com.        IN    A    115.241.221.83
sqtoepbk.shu.com.        IN    A    168.215.239.34
lemsoafu.shu.com.        IN    A    74.96.193.252
aexliqdo.shu.com.        IN    A    101.82.193.170
stclewmo.shu.com.        IN    A    23.68.212.146
xvpfmrue.shu.com.        IN    A    32.109.177.226
khruwpqs.shu.com.        IN    A    61.225.175.20
wpeujahr.shu.com.        IN    A    189.231.2.1
cvlsxpkf.shu.com.        IN    A    14.228.227.168
whrecqfj.shu.com.        IN    A    62.127.47.173
esnoqkgt.shu.com.        IN    A    214.4.154.28
ujsnyaxk.shu.com.        IN    A    162.2.31.138
vnyxpacb.shu.com.        IN    A    50.184.176.24
pkaodgrn.shu.com.        IN    A    89.22.63.211
srxwivfy.shu.com.        IN    A    17.20.220.242
sqhcvdlg.shu.com.        IN    A    205.24.26.181
pvwoulbs.shu.com.        IN    A    1.27.212.143
lfdmbapn.shu.com.        IN    A    57.200.143.173
oqvicesn.shu.com.        IN    A    98.38.67.2
slrkudtn.shu.com.        IN    A    167.228.209.234
fwubrapj.shu.com.        IN    A    75.170.8.44
ujfavgnd.shu.com.        IN    A    18.138.41.32
blocgenu.shu.com.        IN    A    77.167.31.70
piynkgbw.shu.com.        IN    A    152.210.40.179
kpfygrbi.shu.com.        IN    A    18.252.23.235
kpnxsayv.shu.com.        IN    A    54.83.104.43
csiopgkj.shu.com.        IN    A    68.197.140.179
jdfmtecl.shu.com.        IN    A    59.107.23.83
cqlmuwyf.shu.com.        IN    A    39.38.243.149
ndfhcujp.shu.com.        IN    A    106.79.101.39
osfxbiqy.shu.com.        IN    A    0.71.53.115
luyftreh.shu.com.        IN    A    180.129.162.74
umhaedqt.shu.com.        IN    A    46.7.41.185
dfgwhtmb.shu.com.        IN    A    183.87.101.146
ibqojtrw.shu.com.        IN    A    35.161.240.248
dipgmuts.shu.com.        IN    A    25.52.111.178
kofuhedw.shu.com.        IN    A    178.23.96.166
qywihvgf.shu.com.        IN    A    136.50.29.211
evjrdhpt.shu.com.        IN    A    39.187.238.33
apfitdyb.shu.com.        IN    A    171.227.96.32
hmsfxwvi.shu.com.        IN    A    174.97.101.39
wjourtsg.shu.com.        IN    A    173.204.69.42
jehpqvsk.shu.com.        IN    A    148.78.37.189
xewfadpq.shu.com.        IN    A    102.223.63.61
rfdmkgoc.shu.com.        IN    A    164.34.10.98
ngfaycxr.shu.com.        IN    A    167.83.250.182
wfnautrg.shu.com.        IN    A    71.167.110.145
tywkjcgx.shu.com.        IN    A    101.78.60.19
ulersciv.shu.com.        IN    A    190.159.191.35
mpugijvb.shu.com.        IN    A    3.104.76.147
snlaxgic.shu.com.        IN    A    152.227.45.227
pqxrkvoy.shu.com.        IN    A    197.94.238.135
dnlerfoq.shu.com.        IN    A    2.132.124.2
qpatnrge.shu.com.        IN    A    23.65.66.84
uqdfnigx.shu.com.        IN    A    4.78.0.175
ejknrmdu.shu.com.        IN    A    45.183.22.42
ljgquitb.shu.com.        IN    A    8.100.212.178
urkpdcwn.shu.com.        IN    A    161.211.146.141
deafrjkh.shu.com.        IN    A    34.12.147.170
xdqrnyhv.shu.com.        IN    A    214.115.204.13
xjdlwvfi.shu.com.        IN    A    220.135.174.198
omvuperd.shu.com.        IN    A    197.27.17.186
mnpktylv.shu.com.        IN    A    103.28.77.247
mpryeobf.shu.com.        IN    A    105.57.175.171
natckmgl.shu.com.        IN    A    35.29.167.149
pfsxvdlu.shu.com.        IN    A    239.208.214.65
vsumbhrt.shu.com.        IN    A    13.142.235.18
gqkbcypf.shu.com.        IN    A    104.167.221.200
gfmlcdwn.shu.com.        IN    A    55.214.93.1
gkifoqna.shu.com.        IN    A    170.217.62.243
odxskgew.shu.com.        IN    A    228.47.81.141
gxnphwuv.shu.com.        IN    A    144.37.124.24
hrfaelci.shu.com.        IN    A    168.67.182.30
stancmxf.shu.com.        IN    A    7.215.41.103
sxjqoamd.shu.com.        IN    A    202.104.32.94
heytbiaq.shu.com.        IN    A    28.79.84.136
aqyknote.shu.com.        IN    A    60.94.69.183
fslmjkdp.shu.com.        IN    A    118.76.184.161
uifvbdmx.shu.com.        IN    A    132.114.157.140
ojfakhns.shu.com.        IN    A    221.25.147.45
owvfhmqe.shu.com.        IN    A    92.135.145.152
xmnkehba.shu.com.        IN    A    208.135.196.34
vbxegaor.shu.com.        IN    A    54.145.185.50
ponhuwty.shu.com.        IN    A    20.246.58.19
akqtbflj.shu.com.        IN    A    86.72.81.66
owsypngj.shu.com.        IN    A    73.158.102.226
vxbaqjmt.shu.com.        IN    A    227.64.8.11
sxptravi.shu.com.        IN    A    24.72.139.229
pirdfmec.shu.com.        IN    A    69.162.119.202
ldqetycx.shu.com.        IN    A    229.28.225.25
sxroewlq.shu.com.        IN    A    109.96.231.45
jfolxdmu.shu.com.        IN    A    120.193.12.47
ejntpuhc.shu.com.        IN    A    132.97.39.204
lbdxmqyk.shu.com.        IN    A    245.192.76.226
rxwieacg.shu.com.        IN    A    14.243.209.170
uwkiadpq.shu.com.        IN    A    216.246.98.11
atrmgjwn.shu.com.        IN    A    80.14.9.60
vmbfrtia.shu.com.        IN    A    30.174.176.103
cvrxhqyb.shu.com.        IN    A    242.75.165.91
qbfoaiyx.shu.com.        IN    A    88.178.9.113
xeirvudm.shu.com.        IN    A    97.139.230.176
rhptbnwe.shu.com.        IN    A    248.177.235.30
qpubstov.shu.com.        IN    A    127.51.42.232
kmocdfan.shu.com.        IN    A    58.93.0.127
kbjeumfl.shu.com.        IN    A    21.208.135.183
tlrodxef.shu.com.        IN    A    187.112.26.8
oumbdsyc.shu.com.        IN    A    73.11.52.212
teocrkap.shu.com.        IN    A    116.238.86.157
viqgcdjt.shu.com.        IN    A    101.23.171.154
dtpskcjg.shu.com.        IN    A    157.57.24.3
akitmvwq.shu.com.        IN    A    75.17.118.171
iqtsfbwd.shu.com.        IN    A    234.17.172.149
bdmeqlhu.shu.com.        IN    A    107.127.19.242
vfgkxsbr.shu.com.        IN    A    91.161.197.45
xsipjdnm.shu.com.        IN    A    39.128.131.28
amctrehi.shu.com.        IN    A    69.61.250.41
bfvkreys.shu.com.        IN    A    243.189.245.82
sqduyavc.shu.com.        IN    A    236.185.128.109
cfjqkoam.shu.com.        IN    A    6.139.61.147
bhelpqrf.shu.com.        IN    A    250.152.164.95
ckiownur.shu.com.        IN    A    205.87.15.90
mvhkdwgr.shu.com.        IN    A    242.157.71.147
ptusxbkn.shu.com.        IN    A    247.125.127.70
uesmvacx.shu.com.        IN    A    222.40.18.238
tscdbqow.shu.com.        IN    A    72.235.249.234
gblshoea.shu.com.        IN    A    116.149.202.209
qdeylhsx.shu.com.        IN    A    14.104.47.32
kuhblpnd.shu.com.        IN    A    36.142.146.215
gvrebthu.shu.com.        IN    A    117.116.149.87
rekxlnfo.shu.com.        IN    A    218.246.111.249
oitcafwr.shu.com.        IN    A    32.46.95.233
hkijbgcx.shu.com.        IN    A    153.59.159.246
cbilahgp.shu.com.        IN    A    35.105.42.47
glnwkehj.shu.com.        IN    A    170.51.98.30
vhankijc.shu.com.        IN    A    55.80.242.174
unetdism.shu.com.        IN    A    160.56.207.232
lmwhrafx.shu.com.        IN    A    241.225.227.162
pjeikhvg.shu.com.        IN    A    81.160.34.57
qpwudbek.shu.com.        IN    A    196.192.158.120
mhdabfot.shu.com.        IN    A    247.184.46.109
feoqjmau.shu.com.        IN    A    250.88.37.71
tnachrlg.shu.com.        IN    A    139.72.112.37
ygwstehf.shu.com.        IN    A    56.105.103.70
whjxskbl.shu.com.        IN    A    30.93.63.127
jfhucdwk.shu.com.        IN    A    176.36.57.186
emybcqvu.shu.com.        IN    A    192.127.165.126
ibhcelnp.shu.com.        IN    A    176.21.156.128
tgmxrvub.shu.com.        IN    A    62.29.255.119
axbtoesw.shu.com.        IN    A    11.23.230.210
rualfdtb.shu.com.        IN    A    178.252.207.14
mlxocsip.shu.com.        IN    A    125.220.196.32
whjkvsmf.shu.com.        IN    A    168.89.124.91
bumcpxjo.shu.com.        IN    A    135.79.126.72
jrbeunxf.shu.com.        IN    A    230.144.153.101
juybphqc.shu.com.        IN    A    136.109.235.85
vtahwdmj.shu.com.        IN    A    238.80.97.151
cjhiulan.shu.com.        IN    A    124.122.113.23
uprvykmx.shu.com.        IN    A    216.201.2.239
ydvhwexu.shu.com.        IN    A    24.239.200.226
xskgtneu.shu.com.        IN    A    74.111.171.198
uwpihdeb.shu.com.        IN    A    236.244.38.183
lairwfhb.shu.com.        IN    A    77.172.77.172
aolkrbjp.shu.com.        IN    A    131.4.24.213
kjnhgxma.shu.com.        IN    A    23.55.73.226
rgtdpcyh.shu.com.        IN    A    40.173.164.40
snkcqvbh.shu.com.        IN    A    240.164.10.161
ieghcwdb.shu.com.        IN    A    20.100.69.57
bpndmwcr.shu.com.        IN    A    160.52.161.97
adpwmqvj.shu.com.        IN    A    223.231.62.11
datxhonm.shu.com.        IN    A    62.65.159.184
gmotyadf.shu.com.        IN    A    6.214.240.244
cevgtohi.shu.com.        IN    A    19.129.212.231
lwntpevj.shu.com.        IN    A    46.197.240.151
hwdbvcaq.shu.com.        IN    A    49.125.62.128
owqijdsk.shu.com.        IN    A    87.134.135.113
twubixfl.shu.com.        IN    A    9.29.118.159
vgosldke.shu.com.        IN    A    158.227.41.68
nmsghvop.shu.com.        IN    A    2.231.29.46
jhstaoik.shu.com.        IN    A    53.160.53.45
qvjytmpb.shu.com.        IN    A    128.242.150.89
rhakmsty.shu.com.        IN    A    131.193.162.76
eytiwsfr.shu.com.        IN    A    135.28.22.60
njwiadxs.shu.com.        IN    A    42.47.230.88
vexchdws.shu.com.        IN    A    152.126.211.63
obxuwfkt.shu.com.        IN    A    75.190.93.197
bfpwgoux.shu.com.        IN    A    71.88.11.166
sljtaxri.shu.com.        IN    A    69.164.86.210
ifvwcoqd.shu.com.        IN    A    149.1.127.94
elrmsxwa.shu.com.        IN    A    238.57.32.50
ycmxjkgo.shu.com.        IN    A    104.166.184.83
doeisgak.shu.com.        IN    A    157.13.200.131
halyjevd.shu.com.        IN    A    32.88.59.108
ujkstmog.shu.com.        IN    A    251.81.27.251
advprcte.shu.com.        IN    A    232.128.109.200
loswudmr.shu.com.        IN    A    22.244.211.165
twodljhv.shu.com.        IN    A    37.160.49.228
nktcablj.shu.com.        IN    A    131.186.191.219
jsgapiwq.shu.com.        IN    A    44.180.74.124
onuiqwgd.shu.com.        IN    A    36.46.29.114
xdcneilv.shu.com.        IN    A    70.224.46.45
mdfcovre.shu.com.        IN    A    107.233.184.134
jftahvke.shu.com.        IN    A    48.136.9.227
