www.pku.com. 	14400	IN	SOA	ns1.www.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
www.pku.com.		    IN	NS ns1.www.pku.com.
obswmhkc.www.pku.com.    IN    A    57.33.23.54
rtbokydn.www.pku.com.    IN    A    247.185.12.191
nuhglfov.www.pku.com.    IN    A    90.196.95.204
ehyrcfot.www.pku.com.    IN    A    218.5.161.77
cyufadti.www.pku.com.    IN    A    59.90.56.247
ospjxrew.www.pku.com.    IN    A    65.154.68.203
dkqrcxvm.www.pku.com.    IN    A    72.66.178.160
nldgueqp.www.pku.com.    IN    A    243.97.46.87
jexcuhsq.www.pku.com.    IN    A    219.146.93.167
cidungbj.www.pku.com.    IN    A    69.236.129.160
abgsvenm.www.pku.com.    IN    A    230.183.154.220
wkfcodsm.www.pku.com.    IN    A    30.147.182.103
dmjrlnvg.www.pku.com.    IN    A    104.206.251.135
awiogvrh.www.pku.com.    IN    A    203.60.97.132
pwicgltn.www.pku.com.    IN    A    123.73.216.168
uwqrscvj.www.pku.com.    IN    A    61.133.224.32
obwemdxp.www.pku.com.    IN    A    8.88.55.92
orwbdgln.www.pku.com.    IN    A    86.122.138.36
uwgpahrl.www.pku.com.    IN    A    251.205.30.167
qrwijtgu.www.pku.com.    IN    A    172.169.11.120
nbqhaytm.www.pku.com.    IN    A    250.52.126.128
bstwyxaf.www.pku.com.    IN    A    95.83.72.58
gcatvflm.www.pku.com.    IN    A    2.199.44.61
sofvcbka.www.pku.com.    IN    A    209.39.155.225
teorgjum.www.pku.com.    IN    A    219.103.163.136
exbsymup.www.pku.com.    IN    A    36.180.146.111
cwubroav.www.pku.com.    IN    A    210.83.84.237
sjqgtymo.www.pku.com.    IN    A    121.106.58.14
yxiucake.www.pku.com.    IN    A    194.82.188.17
kbpcdhun.www.pku.com.    IN    A    34.66.224.227
bpjtlsav.www.pku.com.    IN    A    68.242.67.29
hjrspkyg.www.pku.com.    IN    A    143.13.209.180
vukqinpb.www.pku.com.    IN    A    251.164.233.169
yvrjlhab.www.pku.com.    IN    A    115.108.137.239
jshylkxw.www.pku.com.    IN    A    196.45.176.3
qrpgndie.www.pku.com.    IN    A    246.172.155.16
cgfhqmdu.www.pku.com.    IN    A    131.247.241.224
drnpfqme.www.pku.com.    IN    A    130.93.117.135
nxpaghok.www.pku.com.    IN    A    226.21.237.217
dugmoqpy.www.pku.com.    IN    A    163.68.33.191
gyrnhdtu.www.pku.com.    IN    A    181.41.96.27
ncvdyulk.www.pku.com.    IN    A    99.41.169.154
rlvqfamy.www.pku.com.    IN    A    185.138.250.140
ywcqkfob.www.pku.com.    IN    A    245.181.49.133
hgsvwefq.www.pku.com.    IN    A    64.243.138.101
bupogxhs.www.pku.com.    IN    A    84.212.78.63
osxbnhwd.www.pku.com.    IN    A    245.65.166.61
fiekwqby.www.pku.com.    IN    A    231.149.72.48
xmdsuygp.www.pku.com.    IN    A    144.160.119.126
dlbvjgay.www.pku.com.    IN    A    103.101.29.179
whaejovm.www.pku.com.    IN    A    58.197.132.245
tghkslby.www.pku.com.    IN    A    237.215.64.45
xdksjcie.www.pku.com.    IN    A    74.56.197.94
dlnhsxet.www.pku.com.    IN    A    160.100.82.54
acvxmlks.www.pku.com.    IN    A    240.151.150.63
nitrexlb.www.pku.com.    IN    A    62.12.58.178
megyscnf.www.pku.com.    IN    A    193.28.132.120
cvhtbokp.www.pku.com.    IN    A    71.20.210.19
mbpkcurj.www.pku.com.    IN    A    99.65.194.95
lmwofkeu.www.pku.com.    IN    A    136.153.228.59
udpctkqf.www.pku.com.    IN    A    196.94.51.171
gpmevout.www.pku.com.    IN    A    176.117.235.66
kdwicovq.www.pku.com.    IN    A    171.42.64.232
uihaoypb.www.pku.com.    IN    A    27.232.144.134
jruaentg.www.pku.com.    IN    A    151.206.182.246
pndkbqor.www.pku.com.    IN    A    122.35.124.49
fpltrimq.www.pku.com.    IN    A    180.78.104.195
pqrfdekg.www.pku.com.    IN    A    124.138.155.246
xyewkmjs.www.pku.com.    IN    A    192.37.49.79
vakljihc.www.pku.com.    IN    A    63.35.250.22
rtevnpds.www.pku.com.    IN    A    119.185.36.53
srbkagfn.www.pku.com.    IN    A    224.139.95.179
nftjcuad.www.pku.com.    IN    A    93.92.129.121
jyagmxwc.www.pku.com.    IN    A    66.243.127.97
alhubwkj.www.pku.com.    IN    A    249.207.248.32
bsclegho.www.pku.com.    IN    A    3.167.255.202
hbqldsvy.www.pku.com.    IN    A    199.104.88.238
msgkqhlw.www.pku.com.    IN    A    160.166.136.245
hybovnfi.www.pku.com.    IN    A    46.89.109.69
mkdjgafw.www.pku.com.    IN    A    193.161.182.218
nbagfxci.www.pku.com.    IN    A    68.7.99.215
stdpicqm.www.pku.com.    IN    A    229.59.123.186
njgkalso.www.pku.com.    IN    A    93.173.222.84
abrsilwh.www.pku.com.    IN    A    160.72.242.105
xgjbfqkc.www.pku.com.    IN    A    205.157.132.206
cmxojqfd.www.pku.com.    IN    A    19.181.32.34
vrikaqul.www.pku.com.    IN    A    59.159.148.158
hjfvumgp.www.pku.com.    IN    A    60.63.24.122
bnosxmrk.www.pku.com.    IN    A    249.114.190.170
bohergmj.www.pku.com.    IN    A    145.255.22.65
okxumbdn.www.pku.com.    IN    A    41.211.62.152
pofslwuv.www.pku.com.    IN    A    213.103.166.35
nwumfeak.www.pku.com.    IN    A    12.76.134.124
rbvpijof.www.pku.com.    IN    A    177.213.97.90
vxfjpmec.www.pku.com.    IN    A    85.156.179.88
jbpxqonl.www.pku.com.    IN    A    170.16.180.121
amcixlrf.www.pku.com.    IN    A    214.146.82.228
gsjucrhi.www.pku.com.    IN    A    232.118.108.13
vbqsuymn.www.pku.com.    IN    A    144.126.214.177
jeobmwsr.www.pku.com.    IN    A    218.15.83.114
kndpwfct.www.pku.com.    IN    A    206.97.127.35
brkhtnau.www.pku.com.    IN    A    20.119.248.118
mspuakjn.www.pku.com.    IN    A    97.103.26.145
jvqlutdc.www.pku.com.    IN    A    73.239.159.159
uknjcgql.www.pku.com.    IN    A    140.68.19.111
tsjhfxrm.www.pku.com.    IN    A    96.169.97.218
jofuxgen.www.pku.com.    IN    A    10.118.168.138
ldruftvj.www.pku.com.    IN    A    21.90.244.238
bvorwfge.www.pku.com.    IN    A    9.215.213.247
mvatcdhy.www.pku.com.    IN    A    97.220.164.88
txfmyboi.www.pku.com.    IN    A    201.160.131.107
fbhejutn.www.pku.com.    IN    A    121.194.120.120
fmxlrepk.www.pku.com.    IN    A    160.219.147.51
inkuhxbg.www.pku.com.    IN    A    89.91.206.58
mitdoglp.www.pku.com.    IN    A    188.97.221.227
sconatwr.www.pku.com.    IN    A    58.213.146.190
bkhjxlgr.www.pku.com.    IN    A    162.210.146.102
udvpsgyn.www.pku.com.    IN    A    23.27.78.9
mhwecung.www.pku.com.    IN    A    90.74.189.56
vkbyphtj.www.pku.com.    IN    A    150.25.42.4
iokltfsc.www.pku.com.    IN    A    236.14.7.116
afkemwsh.www.pku.com.    IN    A    63.185.244.3
blnwvkgr.www.pku.com.    IN    A    236.194.68.250
xqjwbdhf.www.pku.com.    IN    A    47.224.28.83
bsijkmye.www.pku.com.    IN    A    207.26.8.17
stmvpuwo.www.pku.com.    IN    A    3.48.73.214
wojfiymb.www.pku.com.    IN    A    224.229.10.51
ywkauend.www.pku.com.    IN    A    148.35.110.47
ktdgpwmq.www.pku.com.    IN    A    211.38.104.55
xjdtaymf.www.pku.com.    IN    A    156.166.249.168
lwpnksvo.www.pku.com.    IN    A    54.138.171.165
ipwfvcux.www.pku.com.    IN    A    97.213.120.36
cynesgwb.www.pku.com.    IN    A    176.138.34.236
cavqhtns.www.pku.com.    IN    A    154.26.108.154
lndafwqp.www.pku.com.    IN    A    230.90.54.119
ldtpsvyc.www.pku.com.    IN    A    210.210.131.127
orgswype.www.pku.com.    IN    A    190.51.141.63
hipnuoad.www.pku.com.    IN    A    253.20.143.101
fculgwpa.www.pku.com.    IN    A    142.151.47.185
adiclnty.www.pku.com.    IN    A    173.81.209.183
novpcaky.www.pku.com.    IN    A    161.86.178.91
upfcqern.www.pku.com.    IN    A    95.12.77.225
iqumoljy.www.pku.com.    IN    A    200.217.204.134
hefjsiwb.www.pku.com.    IN    A    174.54.125.119
fmoswehu.www.pku.com.    IN    A    239.227.1.110
dxtyanhq.www.pku.com.    IN    A    150.44.70.97
lnequpja.www.pku.com.    IN    A    63.139.212.84
ymwxebkp.www.pku.com.    IN    A    193.250.28.110
erduwokp.www.pku.com.    IN    A    13.56.33.36
ctebfrkp.www.pku.com.    IN    A    253.183.159.68
niyautwx.www.pku.com.    IN    A    136.114.205.90
jugyecmh.www.pku.com.    IN    A    114.175.159.89
jefwchyr.www.pku.com.    IN    A    238.195.121.251
hxrqatcp.www.pku.com.    IN    A    143.153.124.113
ndatwgox.www.pku.com.    IN    A    21.221.150.141
uvrytglh.www.pku.com.    IN    A    0.142.208.246
xwvfmuig.www.pku.com.    IN    A    139.110.17.143
vfhkwbji.www.pku.com.    IN    A    48.123.230.156
tqfysdco.www.pku.com.    IN    A    216.137.102.78
kuqlhrjd.www.pku.com.    IN    A    208.23.180.152
fthswped.www.pku.com.    IN    A    184.49.72.18
ypskbqwa.www.pku.com.    IN    A    204.26.27.237
tdenmvus.www.pku.com.    IN    A    69.207.46.70
anwrgbip.www.pku.com.    IN    A    16.16.234.6
hqixgone.www.pku.com.    IN    A    31.19.61.233
kgdimxjo.www.pku.com.    IN    A    199.49.9.246
cgtriwnq.www.pku.com.    IN    A    110.113.27.132
sxlcmdua.www.pku.com.    IN    A    116.55.118.16
dnaxkhqr.www.pku.com.    IN    A    212.238.240.116
dprvnjmw.www.pku.com.    IN    A    73.128.25.224
vhlkjfsq.www.pku.com.    IN    A    116.182.89.13
dekciwqn.www.pku.com.    IN    A    212.131.116.175
iwdfpebk.www.pku.com.    IN    A    232.42.23.142
wlonrqbm.www.pku.com.    IN    A    147.89.144.141
ebdxgjrt.www.pku.com.    IN    A    144.158.25.142
gwyeanpb.www.pku.com.    IN    A    242.117.253.97
awogfked.www.pku.com.    IN    A    212.85.229.161
ogcxkdwu.www.pku.com.    IN    A    41.119.141.92
jrlfhyki.www.pku.com.    IN    A    35.59.250.195
oshalpgi.www.pku.com.    IN    A    92.225.55.84
stgjmrin.www.pku.com.    IN    A    214.207.177.15
fsyopirq.www.pku.com.    IN    A    74.105.24.184
oxqetcdp.www.pku.com.    IN    A    60.183.100.49
tcklyonm.www.pku.com.    IN    A    4.115.253.49
pbeaofsx.www.pku.com.    IN    A    211.99.137.100
rvgwsmei.www.pku.com.    IN    A    146.14.111.124
cfswothd.www.pku.com.    IN    A    145.108.233.238
xkvcflre.www.pku.com.    IN    A    209.151.195.9
hvtnjpay.www.pku.com.    IN    A    213.89.104.201
lptxjuvy.www.pku.com.    IN    A    103.139.4.94
mnbajlox.www.pku.com.    IN    A    25.250.36.184
mwaijpqs.www.pku.com.    IN    A    84.69.114.116
ypdlfsbi.www.pku.com.    IN    A    28.20.38.75
howgmdsj.www.pku.com.    IN    A    82.178.231.16
bcegxupm.www.pku.com.    IN    A    37.235.17.56
lxgqdvbm.www.pku.com.    IN    A    128.133.79.180
wxicslpg.www.pku.com.    IN    A    75.29.217.90
qsmhflre.www.pku.com.    IN    A    25.110.42.128
cmqolhad.www.pku.com.    IN    A    243.36.163.193
qrlvdhyx.www.pku.com.    IN    A    186.118.76.36
hyjrvxaf.www.pku.com.    IN    A    161.158.69.37
vmxwuyrc.www.pku.com.    IN    A    231.111.41.150
cuqhpker.www.pku.com.    IN    A    110.77.144.14
iqdjcfau.www.pku.com.    IN    A    245.184.129.247
dphybtgo.www.pku.com.    IN    A    132.240.97.36
iapjsmuk.www.pku.com.    IN    A    166.148.71.27
iqebkdwo.www.pku.com.    IN    A    122.53.153.6
vdscfeou.www.pku.com.    IN    A    200.140.6.36
kuwvrgec.www.pku.com.    IN    A    4.148.197.53
dgumabxw.www.pku.com.    IN    A    143.35.60.155
nmogeuhj.www.pku.com.    IN    A    18.246.44.197
mpyojdqb.www.pku.com.    IN    A    48.195.155.248
ngqhdslf.www.pku.com.    IN    A    147.122.219.114
dphkjcvn.www.pku.com.    IN    A    144.146.229.217
swmyglar.www.pku.com.    IN    A    2.185.162.237
qmrudjny.www.pku.com.    IN    A    21.157.100.219
wlhjpqed.www.pku.com.    IN    A    255.223.93.195
wkeiyvgx.www.pku.com.    IN    A    95.33.13.244
mvabwcuf.www.pku.com.    IN    A    79.8.81.46
ctvnaoxr.www.pku.com.    IN    A    161.57.163.232
adqegymk.www.pku.com.    IN    A    222.104.231.131
hwcxbtfy.www.pku.com.    IN    A    126.156.235.168
wdxiuohg.www.pku.com.    IN    A    228.136.198.192
eudyjoqn.www.pku.com.    IN    A    150.158.227.242
rcqasvxj.www.pku.com.    IN    A    141.38.220.113
fghwqeud.www.pku.com.    IN    A    177.148.236.39
vqbkidul.www.pku.com.    IN    A    78.153.183.222
fjxckgby.www.pku.com.    IN    A    110.196.23.104
hktcgpmb.www.pku.com.    IN    A    170.118.185.118
notubhsp.www.pku.com.    IN    A    9.249.214.149
iwnpgulb.www.pku.com.    IN    A    19.44.172.172
bvplocuk.www.pku.com.    IN    A    84.20.82.237
wgiosxdn.www.pku.com.    IN    A    132.165.190.213
xtqleaud.www.pku.com.    IN    A    230.118.146.23
sgfdewcp.www.pku.com.    IN    A    131.221.208.249
ghbfypnu.www.pku.com.    IN    A    39.72.3.234
ythkroqm.www.pku.com.    IN    A    202.75.32.208
etbdvory.www.pku.com.    IN    A    199.189.150.116
swbhqugv.www.pku.com.    IN    A    117.183.23.9
uedwcgtm.www.pku.com.    IN    A    121.3.181.145
ugidexnt.www.pku.com.    IN    A    39.139.221.172
shxiutoq.www.pku.com.    IN    A    159.31.37.69
qwbnjlar.www.pku.com.    IN    A    198.48.217.128
odlcxtvy.www.pku.com.    IN    A    5.233.227.228
nwdghvoq.www.pku.com.    IN    A    8.87.18.104
ewgsrkld.www.pku.com.    IN    A    96.47.216.206
jirltqoy.www.pku.com.    IN    A    84.191.109.244
uvmhlebg.www.pku.com.    IN    A    12.122.8.193
hedutpxw.www.pku.com.    IN    A    16.61.198.77
ktvnlqcd.www.pku.com.    IN    A    219.230.83.202
iudcfhso.www.pku.com.    IN    A    187.190.19.48
kuxltnog.www.pku.com.    IN    A    150.3.21.252
wgtcqpko.www.pku.com.    IN    A    141.78.164.1
upandsxg.www.pku.com.    IN    A    240.45.219.254
xvrwpqos.www.pku.com.    IN    A    195.76.183.219
hbdvjuyf.www.pku.com.    IN    A    88.172.82.66
rpyeachq.www.pku.com.    IN    A    10.141.144.245
eudovpqr.www.pku.com.    IN    A    192.43.221.79
siygdahn.www.pku.com.    IN    A    32.158.245.98
jgvpxwcl.www.pku.com.    IN    A    149.247.145.72
ispavrle.www.pku.com.    IN    A    146.155.55.123
rjyfsdnm.www.pku.com.    IN    A    76.99.82.46
qvrncisk.www.pku.com.    IN    A    38.109.85.22
ahjntswo.www.pku.com.    IN    A    154.249.209.244
rhpjgswa.www.pku.com.    IN    A    81.177.174.106
gmlxtwiy.www.pku.com.    IN    A    112.22.50.250
hltgmwod.www.pku.com.    IN    A    182.121.100.57
vqknimeg.www.pku.com.    IN    A    184.119.142.215
okavqwbm.www.pku.com.    IN    A    190.230.42.118
byahvsko.www.pku.com.    IN    A    5.163.171.103
xebwmnvl.www.pku.com.    IN    A    211.50.75.66
sqxpuank.www.pku.com.    IN    A    89.63.141.240
bwpnelkv.www.pku.com.    IN    A    161.89.154.24
gqpwdmvj.www.pku.com.    IN    A    29.85.183.246
agbjunqh.www.pku.com.    IN    A    162.158.37.37
lfsdtyxj.www.pku.com.    IN    A    14.140.55.220
hxsoklrg.www.pku.com.    IN    A    50.236.46.232
rbhavsut.www.pku.com.    IN    A    33.101.247.26
yloatfqk.www.pku.com.    IN    A    165.32.123.23
swqrglbk.www.pku.com.    IN    A    208.109.3.102
yhdxetrg.www.pku.com.    IN    A    55.8.16.155
wqmvjpyr.www.pku.com.    IN    A    189.15.61.213
bqvetihx.www.pku.com.    IN    A    105.209.137.25
obxpfmej.www.pku.com.    IN    A    196.20.87.202
xokhvstu.www.pku.com.    IN    A    217.142.242.146
dlsihvtr.www.pku.com.    IN    A    22.135.164.37
lwfcdxqj.www.pku.com.    IN    A    47.128.33.59
nbtxefqm.www.pku.com.    IN    A    213.151.168.9
aflkeydi.www.pku.com.    IN    A    172.185.52.88
kqpxftml.www.pku.com.    IN    A    190.157.244.15
kbvfhwqi.www.pku.com.    IN    A    36.126.42.59
syaucowd.www.pku.com.    IN    A    82.249.6.101
wyhtncek.www.pku.com.    IN    A    113.14.23.87
tpanhuxw.www.pku.com.    IN    A    16.76.182.185
nphfvblj.www.pku.com.    IN    A    18.141.252.20
nqvpulox.www.pku.com.    IN    A    4.135.243.44
abpnrvkl.www.pku.com.    IN    A    139.26.129.235
sjmcqghw.www.pku.com.    IN    A    106.164.68.79
pbrhoics.www.pku.com.    IN    A    110.130.93.86
iowkcgfr.www.pku.com.    IN    A    213.212.41.25
subdqjxy.www.pku.com.    IN    A    190.124.168.181
hbsrwuye.www.pku.com.    IN    A    110.226.43.225
fjxmloph.www.pku.com.    IN    A    99.238.128.187
ctukohnr.www.pku.com.    IN    A    98.167.109.228
svplhiqw.www.pku.com.    IN    A    68.77.248.91
lynvabst.www.pku.com.    IN    A    147.145.218.255
uhvcxkdq.www.pku.com.    IN    A    38.74.117.147
pvmubonj.www.pku.com.    IN    A    179.81.129.236
onwjhglx.www.pku.com.    IN    A    198.144.233.194
uabpdfvi.www.pku.com.    IN    A    1.14.76.75
wscbroqp.www.pku.com.    IN    A    197.231.224.126
wdyanxrb.www.pku.com.    IN    A    253.248.241.31
staudlce.www.pku.com.    IN    A    181.220.232.201
oivxtwbd.www.pku.com.    IN    A    98.238.128.189
tmuhknof.www.pku.com.    IN    A    169.74.111.239
cfnvqorl.www.pku.com.    IN    A    65.149.128.143
slivxbcm.www.pku.com.    IN    A    66.166.119.235
oqgtjuia.www.pku.com.    IN    A    190.175.242.206
ghoprsfy.www.pku.com.    IN    A    4.216.231.229
gtbdlcev.www.pku.com.    IN    A    24.241.197.215
vabpsmoc.www.pku.com.    IN    A    203.37.111.4
wqhrltdm.www.pku.com.    IN    A    29.130.98.5
nmbojwux.www.pku.com.    IN    A    197.245.229.98
yjciwepo.www.pku.com.    IN    A    200.156.91.162
vigajxny.www.pku.com.    IN    A    170.252.243.204
asthiolg.www.pku.com.    IN    A    29.156.158.119
gnphckxb.www.pku.com.    IN    A    130.91.204.66
ovlmygbj.www.pku.com.    IN    A    193.216.84.66
mewtyvon.www.pku.com.    IN    A    64.132.210.11
rwyklngc.www.pku.com.    IN    A    90.192.33.37
ewjsfhau.www.pku.com.    IN    A    84.59.43.29
rnpfiykq.www.pku.com.    IN    A    161.115.23.209
hkymgftx.www.pku.com.    IN    A    19.169.62.9
feswpgru.www.pku.com.    IN    A    211.134.57.178
mkturopf.www.pku.com.    IN    A    139.52.7.99
kbcrmvto.www.pku.com.    IN    A    223.35.86.142
bavuhsxo.www.pku.com.    IN    A    141.117.246.74
gxutbjqc.www.pku.com.    IN    A    27.44.255.24
xcbjthpe.www.pku.com.    IN    A    25.115.235.178
ypakqdeb.www.pku.com.    IN    A    109.78.115.38
dxibrnog.www.pku.com.    IN    A    183.90.151.11
mviejhus.www.pku.com.    IN    A    22.209.201.125
trevdhka.www.pku.com.    IN    A    130.62.21.15
brynqfpc.www.pku.com.    IN    A    96.253.252.239
hjplcfkr.www.pku.com.    IN    A    57.117.119.22
cfvuqtog.www.pku.com.    IN    A    148.115.124.198
qgcbymie.www.pku.com.    IN    A    223.123.76.51
kifpqnxh.www.pku.com.    IN    A    122.192.148.42
ymiucfra.www.pku.com.    IN    A    211.173.154.68
vabftuix.www.pku.com.    IN    A    19.75.62.17
vsjiugan.www.pku.com.    IN    A    184.80.10.100
tipgqvlc.www.pku.com.    IN    A    245.10.26.67
ypuqmais.www.pku.com.    IN    A    179.13.201.153
ejbwpoxv.www.pku.com.    IN    A    140.79.211.174
doxmarwj.www.pku.com.    IN    A    63.105.160.128
uqpyrbnt.www.pku.com.    IN    A    237.171.201.42
buhskpce.www.pku.com.    IN    A    112.194.220.244
lnbpkdms.www.pku.com.    IN    A    26.45.227.142
pcxniekj.www.pku.com.    IN    A    36.98.94.93
ukgbhxey.www.pku.com.    IN    A    185.4.135.230
bcoeuqkr.www.pku.com.    IN    A    171.101.200.208
hlufejbc.www.pku.com.    IN    A    24.204.185.95
kthlcujv.www.pku.com.    IN    A    252.159.202.227
kdyifajg.www.pku.com.    IN    A    76.178.166.103
pafcqljd.www.pku.com.    IN    A    208.187.164.229
kpbtsgeo.www.pku.com.    IN    A    42.100.62.132
sxcgfqma.www.pku.com.    IN    A    8.75.28.186
xvunorbt.www.pku.com.    IN    A    190.112.248.185
mrplouwq.www.pku.com.    IN    A    23.97.75.85
gurqwbvk.www.pku.com.    IN    A    148.221.82.142
vdohmyrn.www.pku.com.    IN    A    82.79.100.167
ibqvolfh.www.pku.com.    IN    A    224.106.71.34
tolpmkvi.www.pku.com.    IN    A    110.49.99.123
wcdhaemj.www.pku.com.    IN    A    147.168.18.180
ngwdexmf.www.pku.com.    IN    A    77.17.139.132
bvkerhmu.www.pku.com.    IN    A    201.60.36.133
xwojcpts.www.pku.com.    IN    A    145.70.111.199
pqiomcta.www.pku.com.    IN    A    200.83.51.135
tvnwurqa.www.pku.com.    IN    A    82.83.76.221
xmnvyirq.www.pku.com.    IN    A    180.139.250.136
qnywadmf.www.pku.com.    IN    A    84.27.72.126
xmwhsnij.www.pku.com.    IN    A    255.3.183.227
eifvgcup.www.pku.com.    IN    A    174.233.2.40
fodqhpxm.www.pku.com.    IN    A    155.212.176.33
vewkgacs.www.pku.com.    IN    A    9.208.157.98
uedhlfkw.www.pku.com.    IN    A    237.45.127.71
yjusfloc.www.pku.com.    IN    A    215.61.230.215
ntbrgxlq.www.pku.com.    IN    A    86.44.67.81
lhbkiceg.www.pku.com.    IN    A    52.130.25.179
mgkdtyri.www.pku.com.    IN    A    28.247.31.182
ajwpegyn.www.pku.com.    IN    A    34.89.173.128
kbwoimyd.www.pku.com.    IN    A    222.208.199.88
bspjwqmi.www.pku.com.    IN    A    145.134.90.28
efqjolrg.www.pku.com.    IN    A    126.134.115.193
mcvsqwhx.www.pku.com.    IN    A    248.214.123.213
fxvlucnp.www.pku.com.    IN    A    244.160.224.48
xymcrgat.www.pku.com.    IN    A    114.4.64.18
kghcimjx.www.pku.com.    IN    A    108.149.248.200
ywxakotn.www.pku.com.    IN    A    103.167.133.140
wvsfqrmj.www.pku.com.    IN    A    155.37.192.215
vxbphgls.www.pku.com.    IN    A    247.173.93.35
iydmrhnp.www.pku.com.    IN    A    183.194.185.182
qyjknocw.www.pku.com.    IN    A    116.18.57.159
iuldepsk.www.pku.com.    IN    A    98.247.154.138
bjgmyxko.www.pku.com.    IN    A    148.40.25.30
fpnwscaq.www.pku.com.    IN    A    40.230.251.131
bksphtwy.www.pku.com.    IN    A    76.17.190.239
uvlcbons.www.pku.com.    IN    A    3.167.128.73
crhgfyij.www.pku.com.    IN    A    106.100.189.107
enmkioqy.www.pku.com.    IN    A    63.0.96.81
knmrixcv.www.pku.com.    IN    A    203.168.211.200
sjvxdbnu.www.pku.com.    IN    A    231.169.79.204
jswyrliq.www.pku.com.    IN    A    160.193.213.114
otvnumah.www.pku.com.    IN    A    220.141.26.169
hbjscapr.www.pku.com.    IN    A    82.57.159.74
airunplk.www.pku.com.    IN    A    9.176.153.33
lsxufmpc.www.pku.com.    IN    A    204.18.46.229
khsipgdr.www.pku.com.    IN    A    115.183.169.125
bcfgkuoj.www.pku.com.    IN    A    106.200.209.133
fguodqse.www.pku.com.    IN    A    202.232.28.95
fqxbenyp.www.pku.com.    IN    A    163.148.21.28
covhsdrt.www.pku.com.    IN    A    11.151.185.118
jnthrqkb.www.pku.com.    IN    A    124.97.212.45
vcdqxphr.www.pku.com.    IN    A    129.40.95.151
ardbfnio.www.pku.com.    IN    A    236.31.45.17
ejbughvr.www.pku.com.    IN    A    0.154.88.205
findejws.www.pku.com.    IN    A    42.247.224.145
mqxhtdwb.www.pku.com.    IN    A    222.225.87.147
xdgcutlk.www.pku.com.    IN    A    55.188.201.236
pvuoamyk.www.pku.com.    IN    A    123.128.202.135
xietvndy.www.pku.com.    IN    A    135.137.173.6
puotnkvy.www.pku.com.    IN    A    10.44.81.30
hlfwncgo.www.pku.com.    IN    A    20.62.123.144
asowuicp.www.pku.com.    IN    A    248.122.215.162
pejxscfo.www.pku.com.    IN    A    171.103.168.247
gqmvdyxp.www.pku.com.    IN    A    237.162.130.211
cjrixqok.www.pku.com.    IN    A    212.70.77.150
yofashti.www.pku.com.    IN    A    217.170.247.139
rkmtqflw.www.pku.com.    IN    A    18.112.196.129
lvfaunrs.www.pku.com.    IN    A    232.171.107.75
kgbayfci.www.pku.com.    IN    A    184.141.144.6
kionjrgt.www.pku.com.    IN    A    246.95.0.165
pwkxljda.www.pku.com.    IN    A    51.41.15.181
dgwbhaoc.www.pku.com.    IN    A    162.180.223.45
fuxdpjsi.www.pku.com.    IN    A    76.41.111.149
iwcfanmp.www.pku.com.    IN    A    201.177.202.172
swminpcu.www.pku.com.    IN    A    3.54.103.136
fxskgocq.www.pku.com.    IN    A    155.176.185.21
besylaig.www.pku.com.    IN    A    174.114.77.208
bufndcrg.www.pku.com.    IN    A    3.16.53.42
yxnmtedu.www.pku.com.    IN    A    79.32.159.13
rxslybtq.www.pku.com.    IN    A    96.145.160.150
iqjcrxhp.www.pku.com.    IN    A    245.152.25.66
rlkoimva.www.pku.com.    IN    A    127.22.231.46
upgbdkxe.www.pku.com.    IN    A    154.116.207.7
jgfmsnkl.www.pku.com.    IN    A    4.90.194.212
yrnfqgvd.www.pku.com.    IN    A    37.226.61.195
dvykepbm.www.pku.com.    IN    A    152.147.14.172
ovwnfphx.www.pku.com.    IN    A    212.167.180.251
erycvnqi.www.pku.com.    IN    A    68.53.110.60
pvxrafeb.www.pku.com.    IN    A    85.126.49.21
wubnhrps.www.pku.com.    IN    A    23.156.99.88
kuypwleh.www.pku.com.    IN    A    111.10.11.152
tghxelak.www.pku.com.    IN    A    208.239.193.5
uxkgbwyn.www.pku.com.    IN    A    173.201.75.50
xtsfygpr.www.pku.com.    IN    A    218.230.167.114
mseugklv.www.pku.com.    IN    A    159.234.52.122
sibjxlom.www.pku.com.    IN    A    69.229.226.94
efvwjrau.www.pku.com.    IN    A    197.105.109.59
esypgmqr.www.pku.com.    IN    A    194.43.82.36
djqicufl.www.pku.com.    IN    A    79.11.210.37
nhoqljts.www.pku.com.    IN    A    39.233.51.130
etampiul.www.pku.com.    IN    A    113.147.168.248
fqyenibk.www.pku.com.    IN    A    251.70.78.116
dvixnsfh.www.pku.com.    IN    A    226.238.40.40
arndgxsl.www.pku.com.    IN    A    156.36.39.36
sitmdxkr.www.pku.com.    IN    A    122.121.26.212
cbekrogv.www.pku.com.    IN    A    2.106.169.152
jlcnykxw.www.pku.com.    IN    A    61.18.153.106
iqypudbm.www.pku.com.    IN    A    69.243.183.181
rmkndxqp.www.pku.com.    IN    A    170.2.18.241
knsrbdym.www.pku.com.    IN    A    158.103.133.156
pdtshugi.www.pku.com.    IN    A    34.237.205.108
tdlyshob.www.pku.com.    IN    A    114.24.192.42
nylwdfck.www.pku.com.    IN    A    109.156.231.250
yranovwt.www.pku.com.    IN    A    116.141.104.149
bclprjva.www.pku.com.    IN    A    208.15.159.65
aycksqhr.www.pku.com.    IN    A    227.221.244.212
shucifxb.www.pku.com.    IN    A    22.5.245.217
