; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR lzu.com. @ns2.lzu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
lzu.com.			      14400 IN NS	ns1.lzu.com.
ns1.lzu.com.			      14400 IN A	10.166.21.12

www.lzu.com.		      14400 IN NS	ns1.www.lzu.com.
ns1.www.lzu.com.		      14400 IN A		10.166.21.13

xw.lzu.com.		      14400 IN NS	ns1.xw.lzu.com.
ns1.xw.lzu.com.		      14400 IN A		10.166.21.14

zheshexi.lzu.com.		      14400 IN NS	ns1.zheshexi.lzu.com.
ns1.zheshexi.lzu.com.		      14400 IN A		10.166.21.15

lzu.com.			      14400 IN MX	10 zheshexitp.lzu.edu.
lzu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
sjkcmifg.lzu.com.        IN    A    17.50.200.209
xbsyugad.lzu.com.        IN    A    2.115.125.161
jpdorfax.lzu.com.        IN    A    27.167.178.23
gcfsbkyl.lzu.com.        IN    A    190.69.183.224
oirbptke.lzu.com.        IN    A    136.110.121.163
jukdsome.lzu.com.        IN    A    64.161.200.247
uvhcqlft.lzu.com.        IN    A    150.175.191.88
clfniakh.lzu.com.        IN    A    12.191.146.90
qxcoermi.lzu.com.        IN    A    230.133.85.61
pqilkcym.lzu.com.        IN    A    83.56.9.156
yxpvtcld.lzu.com.        IN    A    178.176.0.72
gxfbqrcy.lzu.com.        IN    A    81.192.58.34
ybtrqagw.lzu.com.        IN    A    236.61.74.144
glysxman.lzu.com.        IN    A    243.231.101.113
oykjfvhu.lzu.com.        IN    A    119.120.250.119
jtikbnvr.lzu.com.        IN    A    174.110.99.136
orunipvg.lzu.com.        IN    A    232.242.117.243
dhmigfrw.lzu.com.        IN    A    39.212.167.182
jvokecrg.lzu.com.        IN    A    158.38.178.58
iqkwebas.lzu.com.        IN    A    211.190.104.84
bunydgfs.lzu.com.        IN    A    74.78.112.248
jrptcsvg.lzu.com.        IN    A    101.28.92.156
urijeoxk.lzu.com.        IN    A    68.216.150.213
ghoaqwyn.lzu.com.        IN    A    61.0.34.18
ihlubsgd.lzu.com.        IN    A    253.117.213.190
welpgiqy.lzu.com.        IN    A    235.252.220.58
xfmlehoa.lzu.com.        IN    A    46.50.153.7
vbenajol.lzu.com.        IN    A    214.75.217.255
jovilnad.lzu.com.        IN    A    144.191.187.34
crhmwgbt.lzu.com.        IN    A    188.23.59.68
ibdaohqj.lzu.com.        IN    A    254.105.56.175
iptjnmse.lzu.com.        IN    A    110.166.165.230
sqoxjpmv.lzu.com.        IN    A    124.137.7.254
wkvgborc.lzu.com.        IN    A    117.24.213.72
iujpfdxv.lzu.com.        IN    A    223.234.38.64
anvdjmqk.lzu.com.        IN    A    188.120.213.179
vwfhnilc.lzu.com.        IN    A    191.7.4.159
ksyortae.lzu.com.        IN    A    206.179.113.180
djrgikyv.lzu.com.        IN    A    87.192.208.77
ylpwjkcs.lzu.com.        IN    A    181.204.97.76
jebclitd.lzu.com.        IN    A    40.240.177.131
crgvbfla.lzu.com.        IN    A    28.66.172.112
posaweri.lzu.com.        IN    A    240.232.14.63
drbthemc.lzu.com.        IN    A    218.236.112.122
clvigpyd.lzu.com.        IN    A    96.249.112.130
oskncfql.lzu.com.        IN    A    167.249.226.166
byntfiar.lzu.com.        IN    A    190.51.95.75
ghdbqpsu.lzu.com.        IN    A    79.163.47.85
uawyftir.lzu.com.        IN    A    50.96.172.46
ropimevx.lzu.com.        IN    A    146.159.55.209
txgasvql.lzu.com.        IN    A    19.189.144.119
radwqyvu.lzu.com.        IN    A    117.116.49.244
icbkaops.lzu.com.        IN    A    219.23.126.101
kthlcyjx.lzu.com.        IN    A    108.176.255.76
hcvukqgn.lzu.com.        IN    A    23.222.22.145
qbefnoud.lzu.com.        IN    A    158.229.105.200
fvwdhigc.lzu.com.        IN    A    192.64.223.225
ryvuameo.lzu.com.        IN    A    10.120.167.178
uqfnlpmw.lzu.com.        IN    A    127.86.70.104
yphltfue.lzu.com.        IN    A    80.35.68.205
mkrsnyuo.lzu.com.        IN    A    63.60.249.218
uatebnqf.lzu.com.        IN    A    165.78.81.238
mcngtpjo.lzu.com.        IN    A    31.248.88.6
ubjcsxrg.lzu.com.        IN    A    43.198.205.83
dnfvsbxu.lzu.com.        IN    A    236.134.212.217
wguqlfxb.lzu.com.        IN    A    151.109.245.132
ftikdvba.lzu.com.        IN    A    239.139.214.157
boeklqrp.lzu.com.        IN    A    138.236.229.105
djipnkcb.lzu.com.        IN    A    82.149.209.185
frkyqmgp.lzu.com.        IN    A    96.184.125.121
wiogpnek.lzu.com.        IN    A    203.67.139.5
hfemjdwt.lzu.com.        IN    A    133.125.34.126
ohktmgun.lzu.com.        IN    A    65.121.106.189
yrjdgcqo.lzu.com.        IN    A    5.163.93.82
tyvwfiuq.lzu.com.        IN    A    2.226.184.58
erqkwbhp.lzu.com.        IN    A    222.49.143.149
cmbasith.lzu.com.        IN    A    187.9.211.219
lqmchwbt.lzu.com.        IN    A    4.244.192.142
nrlhdyip.lzu.com.        IN    A    148.141.222.72
arjixegc.lzu.com.        IN    A    22.77.245.216
sdmqwrbx.lzu.com.        IN    A    142.146.228.199
ogvkpfnc.lzu.com.        IN    A    250.241.10.159
wpjmkfxv.lzu.com.        IN    A    251.132.0.129
npjatuxl.lzu.com.        IN    A    65.254.92.23
eypfmtga.lzu.com.        IN    A    114.236.42.85
dkwlsceg.lzu.com.        IN    A    205.88.46.171
sahtdcib.lzu.com.        IN    A    23.10.225.234
iuqeobjf.lzu.com.        IN    A    171.83.164.58
piujchtg.lzu.com.        IN    A    231.37.124.245
ypesgtlw.lzu.com.        IN    A    171.237.136.246
wmhyfade.lzu.com.        IN    A    28.13.20.89
exjkhnop.lzu.com.        IN    A    88.20.33.198
dnaewcip.lzu.com.        IN    A    70.177.124.51
rxsevwhc.lzu.com.        IN    A    171.50.224.243
kiosqmrw.lzu.com.        IN    A    74.189.20.139
igyhovpf.lzu.com.        IN    A    104.97.161.196
ehscoijq.lzu.com.        IN    A    94.212.135.117
jdixplws.lzu.com.        IN    A    159.65.85.39
jkgwaisq.lzu.com.        IN    A    138.89.147.119
udvejfro.lzu.com.        IN    A    153.234.147.221
hnqoedjc.lzu.com.        IN    A    159.26.198.215
feuiwskp.lzu.com.        IN    A    158.231.65.236
qaservmf.lzu.com.        IN    A    76.158.117.100
uhmcfdxl.lzu.com.        IN    A    67.77.56.83
efxpvsly.lzu.com.        IN    A    184.161.255.167
xqmwpura.lzu.com.        IN    A    62.219.88.72
vkrcqtwd.lzu.com.        IN    A    70.212.204.249
mwbyvlux.lzu.com.        IN    A    241.3.92.178
pfvtejwq.lzu.com.        IN    A    221.197.48.144
tifdecal.lzu.com.        IN    A    211.128.52.34
tyqwujfe.lzu.com.        IN    A    255.241.96.223
flnpmvot.lzu.com.        IN    A    159.118.21.5
qadfueil.lzu.com.        IN    A    185.250.147.115
axlvmbkc.lzu.com.        IN    A    241.215.32.216
wkmvfncj.lzu.com.        IN    A    88.215.84.13
fdnkyohi.lzu.com.        IN    A    150.221.88.183
vhjwiedk.lzu.com.        IN    A    148.19.50.122
vsyquoeg.lzu.com.        IN    A    121.228.237.214
ifavxhql.lzu.com.        IN    A    252.66.25.165
vnrkgydl.lzu.com.        IN    A    82.134.103.237
ulyixowp.lzu.com.        IN    A    212.73.248.194
fvdnparu.lzu.com.        IN    A    2.22.217.48
avqtfsom.lzu.com.        IN    A    160.150.14.115
cyvetofn.lzu.com.        IN    A    140.194.163.51
hxfretcy.lzu.com.        IN    A    147.138.210.200
ovtcxreq.lzu.com.        IN    A    191.0.102.38
lcsoravp.lzu.com.        IN    A    79.6.139.188
njbsaoum.lzu.com.        IN    A    150.130.145.82
yfmqogkr.lzu.com.        IN    A    177.122.80.61
eypmsnct.lzu.com.        IN    A    41.214.241.179
yqtogexn.lzu.com.        IN    A    182.210.118.41
mowrnbea.lzu.com.        IN    A    240.114.59.113
qmxfyotl.lzu.com.        IN    A    56.155.50.10
afyltqwg.lzu.com.        IN    A    39.14.33.1
nwxuhvcy.lzu.com.        IN    A    184.61.177.11
xdckpnyw.lzu.com.        IN    A    141.41.209.18
wtmgedbp.lzu.com.        IN    A    90.201.252.124
swgpxeor.lzu.com.        IN    A    224.47.207.42
yvednucp.lzu.com.        IN    A    19.142.71.52
gqrixofv.lzu.com.        IN    A    171.168.12.159
jlwravfq.lzu.com.        IN    A    99.180.98.58
ebiuaxfm.lzu.com.        IN    A    203.15.88.19
qwdngstc.lzu.com.        IN    A    134.55.96.68
qpjymstg.lzu.com.        IN    A    226.222.226.213
nkhsvaoj.lzu.com.        IN    A    129.152.148.236
xjwaesvm.lzu.com.        IN    A    10.22.41.103
cbfqtwsg.lzu.com.        IN    A    34.165.22.17
skepwgnx.lzu.com.        IN    A    142.211.51.249
tdlkhprq.lzu.com.        IN    A    154.160.247.83
xjoayegu.lzu.com.        IN    A    154.30.47.40
wgapcvlo.lzu.com.        IN    A    135.219.71.108
ueowbfsg.lzu.com.        IN    A    92.200.98.46
arvufsjm.lzu.com.        IN    A    111.15.77.84
xeryblif.lzu.com.        IN    A    42.202.247.99
byjvqkdg.lzu.com.        IN    A    252.14.102.157
yhqaudwi.lzu.com.        IN    A    80.109.151.174
gxdupwyq.lzu.com.        IN    A    43.93.249.171
mwpetghj.lzu.com.        IN    A    46.232.9.1
ckhqejxb.lzu.com.        IN    A    235.235.190.145
dixgnfpy.lzu.com.        IN    A    231.129.92.46
qxiercgd.lzu.com.        IN    A    15.132.182.36
kpqoirxw.lzu.com.        IN    A    5.87.79.172
obunclti.lzu.com.        IN    A    16.99.68.131
kqinbgav.lzu.com.        IN    A    116.173.198.226
gnbkxeav.lzu.com.        IN    A    138.98.47.29
dsumnovk.lzu.com.        IN    A    172.79.69.96
jfsxmqgu.lzu.com.        IN    A    53.215.82.178
rpmxadbe.lzu.com.        IN    A    188.73.102.146
oavlxhym.lzu.com.        IN    A    231.222.160.201
efolwscu.lzu.com.        IN    A    152.214.48.26
vmdpoahw.lzu.com.        IN    A    44.81.167.16
bfkqtadh.lzu.com.        IN    A    207.179.249.227
nfekarvl.lzu.com.        IN    A    75.209.145.12
uqorytna.lzu.com.        IN    A    191.113.119.48
dexhntlf.lzu.com.        IN    A    231.253.106.240
sgfawxqt.lzu.com.        IN    A    106.242.87.144
xbnimdvu.lzu.com.        IN    A    219.212.188.73
mywhkafv.lzu.com.        IN    A    249.157.43.118
pghsotrx.lzu.com.        IN    A    74.59.5.238
dpwejxyq.lzu.com.        IN    A    190.100.128.166
gpfnymtl.lzu.com.        IN    A    62.58.18.246
hvydbmkr.lzu.com.        IN    A    137.48.148.160
govylrnq.lzu.com.        IN    A    241.2.234.11
hlcbvrke.lzu.com.        IN    A    73.57.34.38
qikpencg.lzu.com.        IN    A    60.213.79.53
mycluref.lzu.com.        IN    A    87.105.235.237
dknxvcag.lzu.com.        IN    A    204.198.31.90
hngjyuwk.lzu.com.        IN    A    239.16.134.217
fulksowr.lzu.com.        IN    A    157.141.204.99
vforuekp.lzu.com.        IN    A    157.177.150.178
nsxvbeql.lzu.com.        IN    A    234.76.201.242
fwvanrtp.lzu.com.        IN    A    23.240.194.92
ulmsgrbc.lzu.com.        IN    A    57.133.195.11
pubdfcqw.lzu.com.        IN    A    27.146.167.218
tpjvwnba.lzu.com.        IN    A    105.113.110.173
gtqwoids.lzu.com.        IN    A    123.119.172.109
hukncdov.lzu.com.        IN    A    65.206.127.231
vcftwqgx.lzu.com.        IN    A    251.190.190.197
vhdmpnyu.lzu.com.        IN    A    190.203.208.242
hgvuxdak.lzu.com.        IN    A    93.137.231.242
qpfstxka.lzu.com.        IN    A    32.22.223.181
akbwtlyv.lzu.com.        IN    A    65.46.169.164
wramsnil.lzu.com.        IN    A    36.71.165.111
jvsuktrq.lzu.com.        IN    A    138.29.149.102
mdrlgfyo.lzu.com.        IN    A    82.76.49.113
qdwerlcf.lzu.com.        IN    A    131.119.164.46
fqgbyjtc.lzu.com.        IN    A    92.31.72.189
cpoltvnd.lzu.com.        IN    A    181.173.19.207
dvjobaqm.lzu.com.        IN    A    245.134.124.242
yvtaoulp.lzu.com.        IN    A    50.34.62.170
xhaklucw.lzu.com.        IN    A    216.89.204.24
vukpjeqf.lzu.com.        IN    A    145.228.5.139
dmlthxwb.lzu.com.        IN    A    250.94.242.40
qftdapky.lzu.com.        IN    A    123.253.43.147
cukphfxa.lzu.com.        IN    A    49.228.41.186
nbavdwoi.lzu.com.        IN    A    32.23.5.150
pelsjkyc.lzu.com.        IN    A    63.194.16.128
bqkoxhva.lzu.com.        IN    A    208.165.165.178
yphqnjwv.lzu.com.        IN    A    62.176.248.116
lxbuyqsa.lzu.com.        IN    A    75.138.13.25
vmtbjasg.lzu.com.        IN    A    145.76.19.148
udcjbshk.lzu.com.        IN    A    159.195.132.73
kmephxjf.lzu.com.        IN    A    87.193.30.53
ncvbmsuf.lzu.com.        IN    A    197.148.77.199
lwiravuo.lzu.com.        IN    A    113.55.110.60
avlmihgk.lzu.com.        IN    A    235.177.117.35
ocbriglf.lzu.com.        IN    A    54.246.144.213
plwoubty.lzu.com.        IN    A    47.64.70.80
iabtkqmg.lzu.com.        IN    A    28.167.17.134
tbdkucvq.lzu.com.        IN    A    2.191.224.89
soyaxrlf.lzu.com.        IN    A    184.26.230.116
ertsymfh.lzu.com.        IN    A    76.16.194.75
meswxfij.lzu.com.        IN    A    216.29.51.86
avljwudm.lzu.com.        IN    A    73.225.161.62
xunmidvk.lzu.com.        IN    A    83.50.250.172
hwncgfra.lzu.com.        IN    A    197.247.89.26
iutpawyc.lzu.com.        IN    A    2.160.27.127
sgijqmeo.lzu.com.        IN    A    124.174.231.4
cstyvneh.lzu.com.        IN    A    124.250.60.141
tjrsnbhq.lzu.com.        IN    A    236.191.70.199
xprnivsq.lzu.com.        IN    A    216.106.42.246
nxbsdmfh.lzu.com.        IN    A    210.244.245.111
bpmxifvj.lzu.com.        IN    A    80.120.144.154
ifkrpdcj.lzu.com.        IN    A    26.246.49.209
wemihaod.lzu.com.        IN    A    207.36.173.66
rubjnmfv.lzu.com.        IN    A    7.213.195.254
frdnvpsg.lzu.com.        IN    A    21.112.76.205
nvqxuwfl.lzu.com.        IN    A    195.44.214.122
rxofvthn.lzu.com.        IN    A    32.9.124.255
kvjasext.lzu.com.        IN    A    32.231.174.55
xufncdpj.lzu.com.        IN    A    128.221.81.182
nystdxbk.lzu.com.        IN    A    51.205.62.90
roeytifs.lzu.com.        IN    A    193.179.119.1
qpfiljra.lzu.com.        IN    A    74.181.187.0
eupbanlx.lzu.com.        IN    A    140.71.186.93
wjulbady.lzu.com.        IN    A    240.102.136.195
wjismnpr.lzu.com.        IN    A    113.216.75.248
wbqdahfe.lzu.com.        IN    A    93.99.230.185
arsceqmx.lzu.com.        IN    A    12.239.115.160
lquivhdp.lzu.com.        IN    A    13.53.38.0
nexjfkgm.lzu.com.        IN    A    37.96.108.13
slxyogpm.lzu.com.        IN    A    211.141.14.132
baqnosjw.lzu.com.        IN    A    156.19.145.234
qgilvndx.lzu.com.        IN    A    127.151.213.124
eciahjmp.lzu.com.        IN    A    146.170.10.141
uhfjcekt.lzu.com.        IN    A    61.161.151.218
wghnadjb.lzu.com.        IN    A    147.250.169.240
qlgidtjb.lzu.com.        IN    A    224.82.31.114
lroqduyf.lzu.com.        IN    A    196.129.91.131
sokyfait.lzu.com.        IN    A    89.141.101.196
bsvrelwh.lzu.com.        IN    A    19.152.118.163
jxauolrm.lzu.com.        IN    A    94.199.52.83
hyrgvaop.lzu.com.        IN    A    248.74.153.128
ujmqtaod.lzu.com.        IN    A    145.114.80.250
ysbcdrve.lzu.com.        IN    A    106.204.8.132
vpqxbmhu.lzu.com.        IN    A    22.47.147.61
jvgwkhir.lzu.com.        IN    A    4.243.245.169
hysucvtl.lzu.com.        IN    A    19.3.215.218
vqgcnuiw.lzu.com.        IN    A    233.241.99.52
fcodnypr.lzu.com.        IN    A    188.91.221.130
heondyfw.lzu.com.        IN    A    95.120.206.163
elqgrxba.lzu.com.        IN    A    216.107.105.192
frkvucds.lzu.com.        IN    A    176.93.102.33
sqolgvxj.lzu.com.        IN    A    35.224.90.99
hryxwjiu.lzu.com.        IN    A    14.183.160.177
mtjboqvy.lzu.com.        IN    A    34.89.86.205
xfowglhk.lzu.com.        IN    A    116.125.158.202
nvaweiuf.lzu.com.        IN    A    29.173.222.82
yosgejai.lzu.com.        IN    A    160.118.209.61
eliujytm.lzu.com.        IN    A    102.46.150.180
lneyimpw.lzu.com.        IN    A    169.195.132.211
bfdyiguj.lzu.com.        IN    A    165.199.57.17
xrmniwbo.lzu.com.        IN    A    22.12.66.214
semudvij.lzu.com.        IN    A    142.57.119.7
lwkiptmv.lzu.com.        IN    A    137.127.194.96
ujcohxav.lzu.com.        IN    A    91.197.173.47
albvwxgc.lzu.com.        IN    A    83.81.47.117
tmivxykp.lzu.com.        IN    A    138.43.109.188
biurapfk.lzu.com.        IN    A    112.187.82.66
dcwibelk.lzu.com.        IN    A    16.182.59.188
yndxaouq.lzu.com.        IN    A    104.145.70.228
qjumetik.lzu.com.        IN    A    28.114.221.166
tclvyjbi.lzu.com.        IN    A    218.186.222.227
lixahrtw.lzu.com.        IN    A    44.163.13.51
trhfwlyg.lzu.com.        IN    A    200.199.51.146
sghrvalk.lzu.com.        IN    A    145.112.241.210
leuftnda.lzu.com.        IN    A    182.107.193.210
dloihskc.lzu.com.        IN    A    180.29.154.216
hwlukgea.lzu.com.        IN    A    182.222.70.187
hofgdkcj.lzu.com.        IN    A    243.171.190.219
shkwfrol.lzu.com.        IN    A    20.84.194.182
spnqjlva.lzu.com.        IN    A    212.108.102.81
spqfeogl.lzu.com.        IN    A    100.171.79.51
gupablhi.lzu.com.        IN    A    42.168.166.75
sindhvoj.lzu.com.        IN    A    14.29.231.125
xnbqfgph.lzu.com.        IN    A    212.55.51.180
umrpkqyn.lzu.com.        IN    A    57.81.103.94
ienthuxd.lzu.com.        IN    A    124.166.34.146
nmsfwcqb.lzu.com.        IN    A    65.132.95.84
sdwanurm.lzu.com.        IN    A    195.190.74.144
ufdbhvsn.lzu.com.        IN    A    182.220.149.230
wfxeaoik.lzu.com.        IN    A    54.63.118.143
cxaedfos.lzu.com.        IN    A    53.202.233.25
ktfawjqn.lzu.com.        IN    A    18.198.249.248
ubclydkx.lzu.com.        IN    A    47.92.102.181
hoxjvpby.lzu.com.        IN    A    228.232.42.139
ytfxlnuw.lzu.com.        IN    A    151.104.144.21
bivmoywg.lzu.com.        IN    A    125.107.189.63
yjgvqeif.lzu.com.        IN    A    209.242.243.69
musoqcba.lzu.com.        IN    A    148.102.88.160
cpqaorns.lzu.com.        IN    A    66.183.245.144
rsepdjch.lzu.com.        IN    A    190.171.229.88
sjcugrap.lzu.com.        IN    A    139.7.86.211
ykfaxjhr.lzu.com.        IN    A    165.250.100.7
fpcinuov.lzu.com.        IN    A    204.116.7.83
gxlcvurn.lzu.com.        IN    A    220.35.54.89
mwnoikcd.lzu.com.        IN    A    121.146.14.101
oydkpjlr.lzu.com.        IN    A    22.136.210.166
mqwcdebh.lzu.com.        IN    A    0.16.76.214
juweyapf.lzu.com.        IN    A    115.74.237.219
vxtwojif.lzu.com.        IN    A    227.14.139.91
kgpqrwje.lzu.com.        IN    A    41.87.94.46
ekpwxydf.lzu.com.        IN    A    177.105.87.116
gfnxopbi.lzu.com.        IN    A    179.77.99.15
efcwvoyr.lzu.com.        IN    A    118.233.119.32
xvbwkimy.lzu.com.        IN    A    214.98.19.239
bcpdmtxg.lzu.com.        IN    A    7.107.182.102
dowsgyli.lzu.com.        IN    A    11.10.212.74
cvjtafkw.lzu.com.        IN    A    174.248.78.163
mlsvbwnp.lzu.com.        IN    A    10.75.161.225
fibdtyxw.lzu.com.        IN    A    117.129.197.154
qkhfdcmo.lzu.com.        IN    A    234.92.56.239
xwucblhg.lzu.com.        IN    A    86.98.220.89
ftxkowle.lzu.com.        IN    A    160.100.228.135
utbewslg.lzu.com.        IN    A    17.36.117.125
oavrekjg.lzu.com.        IN    A    129.166.226.123
kctymnul.lzu.com.        IN    A    9.202.164.29
hcovyfli.lzu.com.        IN    A    178.216.180.199
scbmreyl.lzu.com.        IN    A    59.229.2.3
vuknxley.lzu.com.        IN    A    99.98.121.121
kbvfwqgn.lzu.com.        IN    A    226.37.45.178
hqxamutb.lzu.com.        IN    A    198.105.106.30
evmbqsyw.lzu.com.        IN    A    219.206.205.30
qnstxmkd.lzu.com.        IN    A    83.15.230.165
lrpyaotg.lzu.com.        IN    A    87.8.178.175
xdwfnumg.lzu.com.        IN    A    51.154.163.240
trokqjin.lzu.com.        IN    A    243.202.104.19
hfswbpeu.lzu.com.        IN    A    7.214.206.73
mwbxypev.lzu.com.        IN    A    107.67.5.34
bwohypqa.lzu.com.        IN    A    78.152.185.191
qdpjgwha.lzu.com.        IN    A    179.179.51.151
cjkdbnvl.lzu.com.        IN    A    222.177.3.189
vlojgyih.lzu.com.        IN    A    130.106.255.36
vcsughxj.lzu.com.        IN    A    25.250.76.255
xyvsbamf.lzu.com.        IN    A    246.35.165.209
omjpehbr.lzu.com.        IN    A    145.95.162.191
igdnolwc.lzu.com.        IN    A    64.15.119.138
galbyqwe.lzu.com.        IN    A    150.121.181.231
sibqfked.lzu.com.        IN    A    249.157.34.138
gkpqtbow.lzu.com.        IN    A    70.62.197.24
xkthbiyw.lzu.com.        IN    A    29.27.178.29
mcjldnhr.lzu.com.        IN    A    5.116.193.35
iqwdrhgt.lzu.com.        IN    A    119.87.103.187
ycrefdqj.lzu.com.        IN    A    50.86.84.243
qxsmuoky.lzu.com.        IN    A    50.121.145.210
poqbehji.lzu.com.        IN    A    123.44.70.81
rckdemjv.lzu.com.        IN    A    193.158.137.132
tjbeluqw.lzu.com.        IN    A    30.228.191.21
gjyaucqp.lzu.com.        IN    A    200.159.182.41
wsyqrplj.lzu.com.        IN    A    221.32.145.79
tewvkhjr.lzu.com.        IN    A    250.29.149.125
gfxnamqo.lzu.com.        IN    A    124.187.75.236
xmaqgtce.lzu.com.        IN    A    106.129.69.13
jeymclso.lzu.com.        IN    A    190.95.14.103
sdglkpow.lzu.com.        IN    A    29.17.66.183
rbfmekyl.lzu.com.        IN    A    9.26.174.6
iwkqhrou.lzu.com.        IN    A    212.39.155.93
iogvrqlk.lzu.com.        IN    A    66.135.203.12
rociwbqm.lzu.com.        IN    A    40.110.130.72
ompxljrq.lzu.com.        IN    A    125.125.89.1
alqtjgbo.lzu.com.        IN    A    71.170.115.193
mipurqwh.lzu.com.        IN    A    80.38.128.162
foupagqx.lzu.com.        IN    A    254.208.216.232
idmulwhv.lzu.com.        IN    A    188.141.77.199
unmoqtra.lzu.com.        IN    A    131.11.68.112
pqaonrkm.lzu.com.        IN    A    128.89.203.165
alsxkybn.lzu.com.        IN    A    203.105.86.250
bwtvxguq.lzu.com.        IN    A    180.237.21.201
abovlrjn.lzu.com.        IN    A    236.64.210.228
ufvrkpce.lzu.com.        IN    A    10.183.204.131
htarisky.lzu.com.        IN    A    140.11.104.113
xjlouitp.lzu.com.        IN    A    51.82.54.110
htpxyvuq.lzu.com.        IN    A    150.24.163.26
hwscpxnj.lzu.com.        IN    A    185.83.163.69
ghyibekr.lzu.com.        IN    A    196.203.78.47
awgrbmpq.lzu.com.        IN    A    45.126.117.15
tpgsdkjy.lzu.com.        IN    A    168.74.56.222
bercdlpx.lzu.com.        IN    A    168.231.218.30
enbjsymk.lzu.com.        IN    A    253.25.132.120
mncpevwt.lzu.com.        IN    A    146.247.155.165
fkiogrwa.lzu.com.        IN    A    187.184.22.109
qkmalbht.lzu.com.        IN    A    38.173.53.139
jopvdtyc.lzu.com.        IN    A    236.105.167.86
ayebgswx.lzu.com.        IN    A    26.128.12.69
ktuylrxe.lzu.com.        IN    A    182.136.27.50
lrxkowfh.lzu.com.        IN    A    55.171.54.58
xdfjrqmc.lzu.com.        IN    A    92.189.96.5
gdneslfi.lzu.com.        IN    A    209.103.41.60
yxfeldvi.lzu.com.        IN    A    11.82.64.166
ectfkrmx.lzu.com.        IN    A    188.166.156.11
bhmipdqa.lzu.com.        IN    A    158.86.15.247
nctvupdq.lzu.com.        IN    A    29.48.127.125
mulxhqso.lzu.com.        IN    A    165.82.192.129
xbchalgs.lzu.com.        IN    A    133.101.252.144
toicymuq.lzu.com.        IN    A    211.136.14.226
scpmfdhb.lzu.com.        IN    A    172.130.181.239
siucvmpt.lzu.com.        IN    A    247.82.219.16
icopjebr.lzu.com.        IN    A    89.187.10.221
wksacgxb.lzu.com.        IN    A    77.21.111.247
iwoltghc.lzu.com.        IN    A    1.143.169.30
tiwofbck.lzu.com.        IN    A    191.38.228.63
ujhybmrn.lzu.com.        IN    A    209.98.198.234
mygwiqsf.lzu.com.        IN    A    188.46.193.95
nvfudtgs.lzu.com.        IN    A    209.239.187.48
iomhkvre.lzu.com.        IN    A    54.201.69.69
jgdeolav.lzu.com.        IN    A    25.80.78.237
eldpgaky.lzu.com.        IN    A    51.205.131.137
ghievmwt.lzu.com.        IN    A    4.152.81.116
gldcxmyf.lzu.com.        IN    A    168.244.172.165
gujlsqhx.lzu.com.        IN    A    228.222.118.51
djtgxwpy.lzu.com.        IN    A    4.97.202.153
ictonduf.lzu.com.        IN    A    79.59.14.34
onqacbiv.lzu.com.        IN    A    87.180.111.138
lhjapwns.lzu.com.        IN    A    218.92.255.131
phfyrbue.lzu.com.        IN    A    79.93.114.162
selbvjck.lzu.com.        IN    A    2.237.168.122
omewuslv.lzu.com.        IN    A    72.25.185.226
dxnrefqm.lzu.com.        IN    A    76.142.217.79
fsemuhvj.lzu.com.        IN    A    196.27.5.206
pkgcmdwv.lzu.com.        IN    A    161.46.34.77
enubvpik.lzu.com.        IN    A    133.213.137.90
bplfmvxs.lzu.com.        IN    A    231.167.65.50
gamibryq.lzu.com.        IN    A    203.6.35.181
qvrgtkpm.lzu.com.        IN    A    199.155.84.149
ftjqxhoe.lzu.com.        IN    A    116.131.8.139
kqdxonwg.lzu.com.        IN    A    94.211.196.198
vqtmdjay.lzu.com.        IN    A    105.131.76.24
jdxpcsio.lzu.com.        IN    A    200.191.96.16
nrcmgdyw.lzu.com.        IN    A    32.185.33.72
rilojkub.lzu.com.        IN    A    82.172.190.138
bejpniqd.lzu.com.        IN    A    215.167.73.113
rtbhkxyu.lzu.com.        IN    A    203.66.147.50
hoderpqa.lzu.com.        IN    A    59.80.19.225
hyrapxme.lzu.com.        IN    A    122.239.181.11
pahkowlr.lzu.com.        IN    A    246.103.247.95
wctnorsg.lzu.com.        IN    A    118.184.152.108
phmywesx.lzu.com.        IN    A    232.44.117.15
rqjwpyfn.lzu.com.        IN    A    35.45.86.217
acpjbrho.lzu.com.        IN    A    241.218.162.86
xeuganml.lzu.com.        IN    A    50.5.118.85
kolcfjxm.lzu.com.        IN    A    188.50.17.38
fstnpdqj.lzu.com.        IN    A    49.239.136.105
svkrwjxl.lzu.com.        IN    A    130.7.108.178
ecwqmgky.lzu.com.        IN    A    66.11.188.254
klywnemi.lzu.com.        IN    A    148.117.169.74
hbsprqyk.lzu.com.        IN    A    116.185.163.124
exoacdkw.lzu.com.        IN    A    184.161.150.141
rlqtekou.lzu.com.        IN    A    167.171.211.140
fvxbrqtm.lzu.com.        IN    A    213.27.220.179
hmiqvjtl.lzu.com.        IN    A    249.255.24.9
mjxvplti.lzu.com.        IN    A    154.68.30.113
ovuiwagd.lzu.com.        IN    A    232.225.26.191
aehxrdgv.lzu.com.        IN    A    162.199.95.243
jnecgkiy.lzu.com.        IN    A    143.171.101.225
