; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
vahrweyt.pku.com.        IN    A    101.202.133.160
tbgkiqfe.pku.com.        IN    A    9.239.242.226
pbmadguh.pku.com.        IN    A    28.153.22.97
egcjtdfl.pku.com.        IN    A    154.25.137.226
knhybwac.pku.com.        IN    A    33.145.142.115
phkslgin.pku.com.        IN    A    56.26.100.169
khadvlex.pku.com.        IN    A    243.17.54.166
mkouhdrf.pku.com.        IN    A    61.49.134.0
hubqmoej.pku.com.        IN    A    131.44.208.163
wsmbajrk.pku.com.        IN    A    48.178.151.171
yvswxelk.pku.com.        IN    A    31.94.77.110
mupceoxw.pku.com.        IN    A    166.213.1.201
netaxpkq.pku.com.        IN    A    252.155.6.50
tkoasvxg.pku.com.        IN    A    21.1.107.67
bsejfpvt.pku.com.        IN    A    143.176.26.106
pfboeumd.pku.com.        IN    A    201.1.41.150
mystwjfg.pku.com.        IN    A    78.12.78.65
pklfgonv.pku.com.        IN    A    186.215.203.106
lcbewuqg.pku.com.        IN    A    166.199.160.225
jrklowcn.pku.com.        IN    A    21.246.237.133
gythjmkp.pku.com.        IN    A    180.214.193.114
lohapxwe.pku.com.        IN    A    211.184.20.248
usbmgckl.pku.com.        IN    A    137.97.181.59
giehyouq.pku.com.        IN    A    134.167.96.6
nhpfwjvq.pku.com.        IN    A    241.242.216.195
vlmnsxry.pku.com.        IN    A    129.35.84.35
htvpmlde.pku.com.        IN    A    119.135.96.45
molfwjxs.pku.com.        IN    A    214.172.242.191
pvmfxhkw.pku.com.        IN    A    104.217.172.240
dihwment.pku.com.        IN    A    198.87.166.62
isbpjnlx.pku.com.        IN    A    121.189.140.53
mrfgdwun.pku.com.        IN    A    188.145.64.94
sntygjlh.pku.com.        IN    A    169.113.226.68
qgbaerlf.pku.com.        IN    A    216.147.239.149
exjirvan.pku.com.        IN    A    121.98.44.25
yvsrdipu.pku.com.        IN    A    191.176.247.224
nkbugriw.pku.com.        IN    A    80.70.201.29
xajgevqp.pku.com.        IN    A    225.55.125.252
fnuscegh.pku.com.        IN    A    91.243.189.67
limrvxjp.pku.com.        IN    A    216.186.130.78
nlqvprhj.pku.com.        IN    A    198.181.117.145
xjslfyrn.pku.com.        IN    A    134.221.238.66
hlydceqs.pku.com.        IN    A    197.61.240.234
qglwnrhc.pku.com.        IN    A    158.88.160.183
lnvajypd.pku.com.        IN    A    28.95.121.199
mwsjlyof.pku.com.        IN    A    205.95.235.148
mjdahicp.pku.com.        IN    A    161.112.186.201
aekmofig.pku.com.        IN    A    60.222.130.78
qldufevk.pku.com.        IN    A    171.85.169.12
libetygk.pku.com.        IN    A    254.205.84.198
lsicvwma.pku.com.        IN    A    134.153.211.132
qyepanmb.pku.com.        IN    A    190.77.7.116
bemrkpcu.pku.com.        IN    A    79.171.118.67
tjcfseqw.pku.com.        IN    A    239.130.8.66
ogthcyrf.pku.com.        IN    A    17.242.39.227
frducwgm.pku.com.        IN    A    131.118.220.14
sacpmulv.pku.com.        IN    A    86.9.33.215
wvsteguk.pku.com.        IN    A    227.136.167.153
wfxkbcpg.pku.com.        IN    A    166.16.117.167
pvxbgaiu.pku.com.        IN    A    100.218.95.61
fonbydjk.pku.com.        IN    A    145.41.211.199
kspxvurm.pku.com.        IN    A    174.92.172.106
oktpgifw.pku.com.        IN    A    236.191.51.103
dvfloabp.pku.com.        IN    A    104.99.34.92
ywxpkeqs.pku.com.        IN    A    104.125.14.126
ijqwdghc.pku.com.        IN    A    38.5.147.230
ohnevwxf.pku.com.        IN    A    248.104.60.35
onjqrawv.pku.com.        IN    A    232.59.224.137
srtwqlch.pku.com.        IN    A    112.166.76.244
palvxkcf.pku.com.        IN    A    88.225.64.132
iwycnghm.pku.com.        IN    A    81.235.22.144
jgbrdcyl.pku.com.        IN    A    250.21.110.255
tamxugok.pku.com.        IN    A    166.132.91.229
mldaefuy.pku.com.        IN    A    114.41.15.225
slktpuig.pku.com.        IN    A    140.153.95.127
kspfivme.pku.com.        IN    A    190.214.99.83
kboutiaj.pku.com.        IN    A    136.186.19.83
femdwlai.pku.com.        IN    A    128.107.132.48
inskotub.pku.com.        IN    A    4.166.176.96
aiumxhce.pku.com.        IN    A    184.223.137.18
phljknrs.pku.com.        IN    A    142.27.216.6
muehdpwn.pku.com.        IN    A    92.253.61.96
adklqijc.pku.com.        IN    A    31.59.187.201
wjmcfeag.pku.com.        IN    A    126.84.227.113
tphekcnq.pku.com.        IN    A    85.104.95.156
ekypvjnm.pku.com.        IN    A    149.158.214.204
wkgcptxo.pku.com.        IN    A    98.46.111.173
ijslvacq.pku.com.        IN    A    108.199.179.181
haitbulg.pku.com.        IN    A    222.242.247.119
ekhqautx.pku.com.        IN    A    202.2.133.57
iombhwna.pku.com.        IN    A    254.133.249.47
cmositbl.pku.com.        IN    A    221.183.62.207
nxqkdvys.pku.com.        IN    A    110.198.14.74
lghuxsvo.pku.com.        IN    A    205.19.194.125
xtyekqhf.pku.com.        IN    A    52.129.182.245
bucyfoni.pku.com.        IN    A    144.38.197.185
ywheglim.pku.com.        IN    A    233.37.21.147
wjaxlimy.pku.com.        IN    A    180.168.169.133
irbycwoa.pku.com.        IN    A    78.218.206.51
qejfsvda.pku.com.        IN    A    246.162.19.186
jhupmwkg.pku.com.        IN    A    102.134.43.160
qsogjpbt.pku.com.        IN    A    62.218.170.130
oktlemcx.pku.com.        IN    A    92.141.96.23
bdksutwh.pku.com.        IN    A    205.81.200.11
iqpvbgjl.pku.com.        IN    A    60.105.54.90
koxesyic.pku.com.        IN    A    249.90.152.54
nuwqkgfp.pku.com.        IN    A    93.40.167.55
yoxhwspr.pku.com.        IN    A    237.140.46.46
snfemyqb.pku.com.        IN    A    246.64.74.132
xtdmnyac.pku.com.        IN    A    123.88.69.0
eydxralu.pku.com.        IN    A    23.219.160.255
qigswknl.pku.com.        IN    A    245.124.60.220
nijtueyf.pku.com.        IN    A    195.80.151.86
goavmhnl.pku.com.        IN    A    254.99.197.209
kacgvmbd.pku.com.        IN    A    173.200.231.182
pcukqsmv.pku.com.        IN    A    182.52.226.114
ydwuexok.pku.com.        IN    A    4.196.199.210
eumjktyh.pku.com.        IN    A    39.240.141.187
munjxteo.pku.com.        IN    A    26.120.174.75
aqwtprug.pku.com.        IN    A    199.245.57.245
irlkvqpw.pku.com.        IN    A    238.154.69.0
ckbulrgv.pku.com.        IN    A    131.155.235.234
rfnhgvoc.pku.com.        IN    A    199.66.196.151
blkonphs.pku.com.        IN    A    251.179.232.133
bofuiykn.pku.com.        IN    A    178.147.126.171
bjkycrei.pku.com.        IN    A    227.87.100.254
spuwbcnm.pku.com.        IN    A    137.145.121.24
qjdkmbnu.pku.com.        IN    A    141.152.122.118
sxlnhfoe.pku.com.        IN    A    236.244.147.134
xwsamrto.pku.com.        IN    A    43.152.61.217
pjwidvfu.pku.com.        IN    A    64.43.240.135
bqafghcu.pku.com.        IN    A    174.141.241.82
doyebmtk.pku.com.        IN    A    37.176.173.127
mribdsfe.pku.com.        IN    A    118.58.215.21
tavwxlkr.pku.com.        IN    A    53.174.75.226
idkcwatm.pku.com.        IN    A    27.85.87.254
msturnow.pku.com.        IN    A    1.119.156.26
wnordvjh.pku.com.        IN    A    88.115.49.73
tvklnsda.pku.com.        IN    A    3.36.234.226
tvgcblyk.pku.com.        IN    A    27.179.173.150
iqkaujfr.pku.com.        IN    A    207.213.32.132
frxslvnp.pku.com.        IN    A    255.16.147.146
ylpncvbe.pku.com.        IN    A    31.89.185.67
tbnfiysh.pku.com.        IN    A    129.134.137.42
cwkdblfh.pku.com.        IN    A    243.210.233.97
cmuabskj.pku.com.        IN    A    242.127.52.216
ulgokqsd.pku.com.        IN    A    155.86.206.227
uryijaxc.pku.com.        IN    A    245.130.225.60
rujnbdkp.pku.com.        IN    A    134.27.167.61
dqjtsrga.pku.com.        IN    A    133.233.68.49
catiuksg.pku.com.        IN    A    206.203.43.126
fcujotia.pku.com.        IN    A    179.64.75.9
evdpbgar.pku.com.        IN    A    105.123.147.67
ynerbxap.pku.com.        IN    A    192.155.25.156
uhbofntw.pku.com.        IN    A    82.152.85.235
uwtbqhsf.pku.com.        IN    A    106.143.57.67
rfcsmpky.pku.com.        IN    A    157.4.139.154
gedkhqmf.pku.com.        IN    A    135.3.31.171
rmvqpnfa.pku.com.        IN    A    205.111.202.230
asmjulve.pku.com.        IN    A    213.31.41.77
vfmroykd.pku.com.        IN    A    179.113.33.211
juyanxhm.pku.com.        IN    A    193.71.106.161
sjopvkht.pku.com.        IN    A    86.46.250.61
wyuelcao.pku.com.        IN    A    138.59.225.244
ujpwsdrf.pku.com.        IN    A    215.246.15.18
acehvsdw.pku.com.        IN    A    150.230.58.74
hfrcgyne.pku.com.        IN    A    129.94.250.58
obgnxfeu.pku.com.        IN    A    119.72.243.241
frnupewb.pku.com.        IN    A    56.117.129.200
uclxvwys.pku.com.        IN    A    238.105.189.0
cireavyq.pku.com.        IN    A    249.34.90.131
imsxtrby.pku.com.        IN    A    83.89.3.28
teorjnbq.pku.com.        IN    A    164.149.38.190
jsmyexkw.pku.com.        IN    A    65.197.39.117
pecsmhgd.pku.com.        IN    A    136.247.176.103
yewikgtd.pku.com.        IN    A    147.45.180.46
ynetumcs.pku.com.        IN    A    16.162.253.64
jxbuvapl.pku.com.        IN    A    213.19.143.235
wqufoasr.pku.com.        IN    A    80.106.155.238
gmfijxuq.pku.com.        IN    A    6.101.157.212
qkjlrtxc.pku.com.        IN    A    78.137.198.198
glrjpdih.pku.com.        IN    A    53.246.101.240
dmkhurta.pku.com.        IN    A    116.74.78.229
ntldmwub.pku.com.        IN    A    200.45.142.250
qcwivnfr.pku.com.        IN    A    110.217.177.201
oaemsfri.pku.com.        IN    A    37.64.122.70
radhvqxm.pku.com.        IN    A    89.186.26.23
cnxblgoj.pku.com.        IN    A    220.16.90.17
cubqatdn.pku.com.        IN    A    6.34.202.126
suxvhwoa.pku.com.        IN    A    195.89.145.187
tjearvhb.pku.com.        IN    A    229.116.251.71
fhpxsmqo.pku.com.        IN    A    66.45.156.228
pgsmklxn.pku.com.        IN    A    78.3.235.5
sxtvfnrm.pku.com.        IN    A    23.244.240.156
ydjuolsc.pku.com.        IN    A    116.107.213.207
kfqolcxt.pku.com.        IN    A    26.240.30.182
lxbgepoc.pku.com.        IN    A    19.236.254.18
mypcswla.pku.com.        IN    A    166.2.109.166
wdrutmxc.pku.com.        IN    A    192.79.226.78
nxejokmw.pku.com.        IN    A    234.128.39.198
chmrxiyn.pku.com.        IN    A    16.115.117.50
qbohpaxr.pku.com.        IN    A    96.100.252.202
trwmksvo.pku.com.        IN    A    140.89.79.40
cfwigvej.pku.com.        IN    A    252.172.245.29
mocgysbn.pku.com.        IN    A    73.92.133.154
cdajtmhv.pku.com.        IN    A    182.33.158.169
buwerviy.pku.com.        IN    A    115.235.93.102
mbqfwpcl.pku.com.        IN    A    161.4.218.219
doklvmiy.pku.com.        IN    A    142.14.197.210
hxrupwsb.pku.com.        IN    A    22.205.100.212
vluehgok.pku.com.        IN    A    146.238.47.9
hfaltjrd.pku.com.        IN    A    102.149.213.169
edkflryw.pku.com.        IN    A    252.56.31.164
srcqbxlp.pku.com.        IN    A    49.205.122.142
qwrtylda.pku.com.        IN    A    100.228.248.124
ghyvnukw.pku.com.        IN    A    81.112.197.237
cdnrbxhk.pku.com.        IN    A    138.27.164.79
oifqtsyl.pku.com.        IN    A    119.204.57.109
xkubiroj.pku.com.        IN    A    248.66.170.122
opykgarh.pku.com.        IN    A    241.16.125.29
esmqcpxo.pku.com.        IN    A    9.38.200.63
unqojgwt.pku.com.        IN    A    169.112.56.43
ljhonsvc.pku.com.        IN    A    32.165.78.242
vnrcfgki.pku.com.        IN    A    154.92.7.121
vmuldxij.pku.com.        IN    A    133.74.48.190
eyiwrdsm.pku.com.        IN    A    23.47.228.99
lmfbkeji.pku.com.        IN    A    222.169.111.178
riexajqh.pku.com.        IN    A    121.164.98.228
pkfwungr.pku.com.        IN    A    177.72.202.168
opvuswnj.pku.com.        IN    A    234.137.41.138
huxvqbsj.pku.com.        IN    A    183.241.119.9
suflqgin.pku.com.        IN    A    75.69.172.217
hnclgktx.pku.com.        IN    A    219.235.186.42
gxwtuvhc.pku.com.        IN    A    117.42.133.140
uqodxbrk.pku.com.        IN    A    139.34.103.238
rmbghyuv.pku.com.        IN    A    126.138.45.12
ykpghvni.pku.com.        IN    A    219.49.146.200
ylwupmte.pku.com.        IN    A    188.187.22.50
ysvplqmo.pku.com.        IN    A    121.208.91.165
cfuthpwl.pku.com.        IN    A    161.25.106.223
cyqxkwvp.pku.com.        IN    A    154.237.179.73
fqrbdxva.pku.com.        IN    A    141.113.183.235
ecgrbjtx.pku.com.        IN    A    129.45.33.126
xvqfdnmu.pku.com.        IN    A    131.171.241.3
djvthskn.pku.com.        IN    A    188.46.59.82
lekdxcat.pku.com.        IN    A    15.58.222.67
sxweghtr.pku.com.        IN    A    228.222.135.255
vdflqjxg.pku.com.        IN    A    109.64.219.187
jfsrwuah.pku.com.        IN    A    191.238.56.122
vgxfpbhl.pku.com.        IN    A    233.240.145.72
wfjgxeim.pku.com.        IN    A    65.84.232.126
uhsyfjec.pku.com.        IN    A    32.81.23.151
rxncdisj.pku.com.        IN    A    33.255.138.251
pxhlmeyg.pku.com.        IN    A    162.21.181.114
epxuqlwa.pku.com.        IN    A    33.28.33.146
hmdvygws.pku.com.        IN    A    234.14.64.153
usglpifm.pku.com.        IN    A    82.154.69.203
saxewkgv.pku.com.        IN    A    71.235.69.109
sxvfnrwu.pku.com.        IN    A    67.141.65.75
bncxeafo.pku.com.        IN    A    8.214.205.180
eypnldgo.pku.com.        IN    A    191.70.163.67
mnrylvdw.pku.com.        IN    A    126.153.129.76
kfmqwtib.pku.com.        IN    A    200.35.242.120
cqalvtfy.pku.com.        IN    A    201.131.184.189
ftnqbysg.pku.com.        IN    A    3.18.230.163
ndrfwayb.pku.com.        IN    A    230.235.106.249
myjihqtb.pku.com.        IN    A    90.75.23.173
ylpxoged.pku.com.        IN    A    110.198.134.7
vsyajtnc.pku.com.        IN    A    224.125.151.49
qwxnibvl.pku.com.        IN    A    6.17.29.184
dvxluynh.pku.com.        IN    A    230.84.187.96
fvnxrkbw.pku.com.        IN    A    68.88.219.34
vcoqingu.pku.com.        IN    A    136.160.226.32
bdsvmcra.pku.com.        IN    A    44.245.100.203
cwmhekfa.pku.com.        IN    A    213.243.209.4
djxnpviq.pku.com.        IN    A    206.194.171.48
epmcusvk.pku.com.        IN    A    16.218.181.93
gfcdvyxh.pku.com.        IN    A    89.140.119.132
vlscidht.pku.com.        IN    A    49.230.52.32
pyfujaxg.pku.com.        IN    A    143.91.245.127
aepmjuvb.pku.com.        IN    A    194.114.42.129
ukaqrmew.pku.com.        IN    A    58.148.252.79
cngpdsbx.pku.com.        IN    A    219.68.7.246
besyucmg.pku.com.        IN    A    6.25.254.145
rgvymspw.pku.com.        IN    A    203.47.46.18
odjgpqmx.pku.com.        IN    A    2.184.76.252
emitlqbc.pku.com.        IN    A    76.45.122.129
rvlminpf.pku.com.        IN    A    169.97.96.128
xkrvdcqy.pku.com.        IN    A    23.189.87.158
ovcfjrdl.pku.com.        IN    A    24.112.149.133
tyclgwjd.pku.com.        IN    A    227.93.9.241
krmilsen.pku.com.        IN    A    208.107.49.218
eaykwuig.pku.com.        IN    A    90.26.147.16
wsmifytr.pku.com.        IN    A    90.29.127.88
vmyxwhig.pku.com.        IN    A    118.227.14.181
rcytlwqo.pku.com.        IN    A    160.134.124.8
eockhpsy.pku.com.        IN    A    9.69.224.140
kvnmruqj.pku.com.        IN    A    76.14.208.72
sfcljmpx.pku.com.        IN    A    51.34.56.245
faedrycb.pku.com.        IN    A    33.200.188.145
vbqomxhc.pku.com.        IN    A    36.49.247.77
ikojpebt.pku.com.        IN    A    147.41.253.81
bleifdhq.pku.com.        IN    A    205.113.214.193
qhaioscl.pku.com.        IN    A    99.200.173.138
igleomyb.pku.com.        IN    A    43.178.53.241
ubjtdnle.pku.com.        IN    A    16.157.173.160
jslvwmqf.pku.com.        IN    A    101.71.177.124
cjrvxhqi.pku.com.        IN    A    35.47.45.77
lhqgjtbd.pku.com.        IN    A    195.107.19.40
ywhqbcrk.pku.com.        IN    A    249.119.183.212
hprkxjeq.pku.com.        IN    A    141.82.126.22
atmhkixq.pku.com.        IN    A    117.30.195.189
bmewqdsn.pku.com.        IN    A    73.150.24.250
ebqrfims.pku.com.        IN    A    140.154.57.43
hksbfltm.pku.com.        IN    A    134.3.150.23
fotcbigm.pku.com.        IN    A    129.209.101.224
ukiwyxev.pku.com.        IN    A    57.68.84.12
wjspythe.pku.com.        IN    A    166.247.76.85
nrbcfosy.pku.com.        IN    A    116.95.174.62
gehnbput.pku.com.        IN    A    45.182.66.241
gjokvshf.pku.com.        IN    A    194.112.202.220
dpouycrm.pku.com.        IN    A    6.237.189.195
vhywkdim.pku.com.        IN    A    53.234.172.0
ejklynsf.pku.com.        IN    A    59.68.175.71
ldhmtwbu.pku.com.        IN    A    82.34.251.72
rqnkxbpt.pku.com.        IN    A    232.173.209.216
oymgqpwl.pku.com.        IN    A    148.218.177.110
ycpqmnro.pku.com.        IN    A    145.101.209.54
mycoxdjl.pku.com.        IN    A    80.154.145.4
wfbopdqk.pku.com.        IN    A    218.248.132.190
dynxjufl.pku.com.        IN    A    36.72.73.23
vkmalixu.pku.com.        IN    A    101.165.100.87
cpwixbtv.pku.com.        IN    A    197.97.149.5
plwrvcha.pku.com.        IN    A    76.33.10.1
jxlsrabd.pku.com.        IN    A    206.74.64.134
cjqtpyig.pku.com.        IN    A    195.151.221.251
sbivuwqh.pku.com.        IN    A    21.44.147.72
omhkwldx.pku.com.        IN    A    102.234.136.232
gpnhtfcv.pku.com.        IN    A    56.254.5.223
lctbiysp.pku.com.        IN    A    111.57.101.191
fbpugvox.pku.com.        IN    A    195.142.24.213
gjcpxbir.pku.com.        IN    A    123.170.151.101
hpiwqjcr.pku.com.        IN    A    212.250.130.7
dbtcwxya.pku.com.        IN    A    5.38.185.243
ikxrtgqd.pku.com.        IN    A    150.239.232.62
wxogatbi.pku.com.        IN    A    184.101.232.223
oiqhsmpd.pku.com.        IN    A    80.66.212.255
juwdlxra.pku.com.        IN    A    40.182.27.149
gvwpfuem.pku.com.        IN    A    167.220.146.118
lcgkwmjx.pku.com.        IN    A    89.131.43.131
ejxqlion.pku.com.        IN    A    253.239.241.56
twmdvcuf.pku.com.        IN    A    16.152.19.54
fcpjqsna.pku.com.        IN    A    70.72.218.237
ovetfpnw.pku.com.        IN    A    35.101.54.122
upwibrhd.pku.com.        IN    A    183.0.158.156
rhgyfntb.pku.com.        IN    A    186.233.40.23
mvghxecj.pku.com.        IN    A    176.75.72.29
jlvwntfq.pku.com.        IN    A    193.85.217.229
ucnrmdoa.pku.com.        IN    A    152.171.252.248
wxiemcpq.pku.com.        IN    A    193.220.156.205
gwraeskc.pku.com.        IN    A    72.122.229.69
ipywmqnl.pku.com.        IN    A    36.210.149.253
bpcykhqa.pku.com.        IN    A    239.6.204.182
ympswelk.pku.com.        IN    A    239.5.120.174
pgyxscak.pku.com.        IN    A    54.57.49.233
uqtbdhpw.pku.com.        IN    A    207.246.82.127
cjfnstdo.pku.com.        IN    A    41.105.2.146
pmatrikd.pku.com.        IN    A    234.1.130.179
ticevsaw.pku.com.        IN    A    68.226.178.173
ltjwabik.pku.com.        IN    A    87.165.2.193
uqirgoxn.pku.com.        IN    A    62.237.179.207
agqdycpe.pku.com.        IN    A    44.182.156.141
sqodetjv.pku.com.        IN    A    156.99.213.40
irfhpybv.pku.com.        IN    A    91.248.158.124
iuhpyodv.pku.com.        IN    A    199.4.29.115
mjoebfvw.pku.com.        IN    A    117.120.50.93
jnlrtivk.pku.com.        IN    A    218.170.14.254
mpsgtkox.pku.com.        IN    A    108.33.62.73
myrksoec.pku.com.        IN    A    181.130.88.190
jrbauncv.pku.com.        IN    A    154.22.4.34
pncgbwfu.pku.com.        IN    A    82.31.133.166
lohgsyuj.pku.com.        IN    A    93.235.103.202
akhpyeob.pku.com.        IN    A    188.244.184.56
mvkdrniy.pku.com.        IN    A    127.123.215.208
rlsjexak.pku.com.        IN    A    55.140.166.47
oalxfnpe.pku.com.        IN    A    200.243.141.89
fcbewtyv.pku.com.        IN    A    57.128.23.52
bqdjytpc.pku.com.        IN    A    249.55.248.185
efsdhpxl.pku.com.        IN    A    178.207.106.167
hitowrbn.pku.com.        IN    A    229.66.114.194
drkmoupv.pku.com.        IN    A    71.66.116.185
humdetsp.pku.com.        IN    A    166.82.169.200
qrkgdopv.pku.com.        IN    A    172.243.112.223
mwngyulo.pku.com.        IN    A    83.221.211.25
isuobnhp.pku.com.        IN    A    78.69.254.177
netvmuly.pku.com.        IN    A    46.199.133.96
vrlfjgbt.pku.com.        IN    A    107.31.32.29
dtaonlki.pku.com.        IN    A    46.237.46.215
cjsifyba.pku.com.        IN    A    21.100.22.147
aogevcnq.pku.com.        IN    A    222.140.169.137
hiartxoy.pku.com.        IN    A    206.89.209.246
pkigucwn.pku.com.        IN    A    166.186.101.209
sohgcqem.pku.com.        IN    A    252.198.219.47
lqucpasd.pku.com.        IN    A    107.17.220.162
thcnbwlx.pku.com.        IN    A    77.204.255.119
hksqejoc.pku.com.        IN    A    164.10.194.92
ocgtqvby.pku.com.        IN    A    192.172.255.168
putnocfy.pku.com.        IN    A    42.66.165.144
lufyhrwc.pku.com.        IN    A    113.14.5.51
kjyeohbi.pku.com.        IN    A    53.137.130.254
cauqybdo.pku.com.        IN    A    231.40.171.160
quclhoxp.pku.com.        IN    A    88.23.131.160
rgwcduyi.pku.com.        IN    A    7.177.76.172
jdrxtnop.pku.com.        IN    A    3.242.70.142
vdjthbcr.pku.com.        IN    A    24.78.67.93
rpoycmlv.pku.com.        IN    A    125.215.87.100
vjrcwokt.pku.com.        IN    A    115.229.76.141
qpwjetsm.pku.com.        IN    A    8.136.156.173
axhgbrnl.pku.com.        IN    A    125.15.38.103
hkxqfcij.pku.com.        IN    A    66.18.48.206
mxipfkqd.pku.com.        IN    A    130.216.49.214
rxseiuhk.pku.com.        IN    A    84.242.5.19
juxgcrsb.pku.com.        IN    A    48.5.148.67
pmxvuwic.pku.com.        IN    A    237.254.13.83
sdnerbhc.pku.com.        IN    A    17.34.132.162
erajsfwu.pku.com.        IN    A    135.11.84.29
brvaxphk.pku.com.        IN    A    86.68.182.105
sjioywnb.pku.com.        IN    A    49.230.73.213
mexbnlyd.pku.com.        IN    A    90.187.157.207
ngopmafe.pku.com.        IN    A    132.41.141.124
kbxrotld.pku.com.        IN    A    123.206.250.229
myvjwipe.pku.com.        IN    A    218.201.107.50
ajkvlqmu.pku.com.        IN    A    192.148.179.87
mdqpgovr.pku.com.        IN    A    29.166.228.107
gjbcoxfe.pku.com.        IN    A    251.95.72.63
xhbdasko.pku.com.        IN    A    227.110.209.111
btygchjs.pku.com.        IN    A    191.233.130.78
glibkosd.pku.com.        IN    A    210.29.19.54
tyfivrdq.pku.com.        IN    A    112.0.235.179
irdufglk.pku.com.        IN    A    155.63.175.50
dhojiqwl.pku.com.        IN    A    74.169.174.227
mpgqydtv.pku.com.        IN    A    221.30.59.91
elfgpcvs.pku.com.        IN    A    10.179.44.206
bpwkfmju.pku.com.        IN    A    22.27.88.153
pxtjsyni.pku.com.        IN    A    194.134.248.50
ljwkacqp.pku.com.        IN    A    126.172.121.53
abxufyoq.pku.com.        IN    A    168.234.196.65
fmsnawhj.pku.com.        IN    A    92.190.186.78
nfqxlekh.pku.com.        IN    A    136.114.42.126
evxqplas.pku.com.        IN    A    243.86.243.44
pigdfxnv.pku.com.        IN    A    62.39.3.242
ysktviqe.pku.com.        IN    A    128.130.153.133
qcxjdurk.pku.com.        IN    A    112.81.214.222
lwhntxrq.pku.com.        IN    A    252.205.46.188
adsmlywq.pku.com.        IN    A    37.111.58.173
ermjgfvi.pku.com.        IN    A    68.195.227.165
cuanvswx.pku.com.        IN    A    26.204.30.137
rxaodewg.pku.com.        IN    A    22.64.227.176
vxqohkyp.pku.com.        IN    A    56.134.191.165
nxykubrt.pku.com.        IN    A    73.125.53.159
pbojykfg.pku.com.        IN    A    155.231.140.254
jfnphsxm.pku.com.        IN    A    153.170.110.150
xhsjagmu.pku.com.        IN    A    150.168.225.41
rgoykiuf.pku.com.        IN    A    225.151.216.80
avojgbdr.pku.com.        IN    A    221.230.145.196
kcwriafj.pku.com.        IN    A    73.66.93.107
ipnyosjm.pku.com.        IN    A    107.213.215.47
exfygndl.pku.com.        IN    A    158.78.204.62
hlqxrsno.pku.com.        IN    A    82.40.4.240
xhbmangi.pku.com.        IN    A    95.172.230.224
lctgvauq.pku.com.        IN    A    252.18.196.175
imdfcwhs.pku.com.        IN    A    228.196.60.40
caospbgx.pku.com.        IN    A    28.19.162.165
cwmeasvn.pku.com.        IN    A    70.253.161.200
nhwbqati.pku.com.        IN    A    95.22.39.42
xagilpjd.pku.com.        IN    A    100.130.158.103
micwlydn.pku.com.        IN    A    87.102.206.92
lesyvxjf.pku.com.        IN    A    38.73.21.22
tbkyeinl.pku.com.        IN    A    212.172.103.163
hisfjxqg.pku.com.        IN    A    73.151.158.77
aphcfknl.pku.com.        IN    A    212.74.236.73
jsxvwoku.pku.com.        IN    A    211.97.77.23
bfatwgis.pku.com.        IN    A    152.170.146.98
sxmfkawu.pku.com.        IN    A    132.184.57.219
panfhrkd.pku.com.        IN    A    216.92.185.74
hjupiywg.pku.com.        IN    A    201.5.15.162
blgnxfde.pku.com.        IN    A    128.14.119.171
uaylexpo.pku.com.        IN    A    128.247.190.100
qwdjotpm.pku.com.        IN    A    210.193.241.182
krhpgsid.pku.com.        IN    A    173.248.145.250
fxlkqsrn.pku.com.        IN    A    10.50.251.198
aytojidn.pku.com.        IN    A    253.208.88.116
vudacyfo.pku.com.        IN    A    125.122.191.214
ekqamulp.pku.com.        IN    A    245.7.101.243
hwebqtas.pku.com.        IN    A    86.182.195.209
qndcvojk.pku.com.        IN    A    215.114.172.82
qhdcxmgl.pku.com.        IN    A    60.5.98.106
yvotrmpl.pku.com.        IN    A    173.158.50.170
tifkcshm.pku.com.        IN    A    19.125.159.52
ilvrcbqw.pku.com.        IN    A    73.30.201.72
mdtrbxik.pku.com.        IN    A    2.237.252.28
unvemykj.pku.com.        IN    A    83.180.91.110
qlkxewsy.pku.com.        IN    A    104.133.13.156
swqudvpg.pku.com.        IN    A    150.1.98.219
wvdyaqrk.pku.com.        IN    A    189.119.121.15
dhautrwn.pku.com.        IN    A    133.205.168.91
xhgfvrsp.pku.com.        IN    A    6.128.44.55
pmxqoiea.pku.com.        IN    A    44.194.23.194
esgnqvry.pku.com.        IN    A    103.83.103.92
nvoqampr.pku.com.        IN    A    84.114.202.150
exlgpaym.pku.com.        IN    A    215.70.202.47
rqmilhkp.pku.com.        IN    A    11.20.42.137
uilqoryf.pku.com.        IN    A    98.150.25.218
mdwructq.pku.com.        IN    A    11.10.113.184
