www.nju.com. 	14400	IN	SOA	ns1.www.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
www.nju.com.		    IN	NS ns1.www.nju.com.
meprytxo.www.nju.com.    IN    A    215.110.253.154
ptjbfhcx.www.nju.com.    IN    A    141.248.196.9
ksiyjetn.www.nju.com.    IN    A    33.11.193.40
smfikwqg.www.nju.com.    IN    A    44.16.12.199
whesodcj.www.nju.com.    IN    A    161.106.111.116
xwgytsqa.www.nju.com.    IN    A    70.103.115.78
uwrfvygl.www.nju.com.    IN    A    185.166.239.203
moydulpw.www.nju.com.    IN    A    27.65.247.163
gnuljash.www.nju.com.    IN    A    134.218.158.104
hflcqaki.www.nju.com.    IN    A    119.92.152.98
vhlrcmxf.www.nju.com.    IN    A    71.158.137.43
vpmfguyq.www.nju.com.    IN    A    47.213.0.166
tprxemvb.www.nju.com.    IN    A    70.170.151.177
vqetrjgp.www.nju.com.    IN    A    199.56.81.201
yivupltg.www.nju.com.    IN    A    191.40.157.88
xfkentya.www.nju.com.    IN    A    231.247.239.1
xojlpktm.www.nju.com.    IN    A    40.104.10.170
ncerjpyq.www.nju.com.    IN    A    181.164.135.210
qtjmvoue.www.nju.com.    IN    A    76.94.90.190
rsulytxd.www.nju.com.    IN    A    90.105.99.141
idofrpvl.www.nju.com.    IN    A    236.87.145.4
uthcyowf.www.nju.com.    IN    A    113.192.27.33
htrviuox.www.nju.com.    IN    A    142.72.92.237
dhmgokew.www.nju.com.    IN    A    120.203.27.226
hawtkxby.www.nju.com.    IN    A    16.215.223.222
rlnbxfih.www.nju.com.    IN    A    92.30.194.165
ukborvge.www.nju.com.    IN    A    145.139.196.156
prwfhdqu.www.nju.com.    IN    A    120.31.170.56
sqoipdft.www.nju.com.    IN    A    216.114.148.96
tbeioxlw.www.nju.com.    IN    A    158.22.168.94
asihguyj.www.nju.com.    IN    A    98.142.93.152
atrgkpbw.www.nju.com.    IN    A    44.161.123.225
cxlotprf.www.nju.com.    IN    A    97.160.245.224
nemfijhx.www.nju.com.    IN    A    3.160.93.212
gfmklpdt.www.nju.com.    IN    A    133.33.171.124
mfuwtljv.www.nju.com.    IN    A    183.20.194.184
qdlhcoem.www.nju.com.    IN    A    86.28.134.207
wrhxkbvt.www.nju.com.    IN    A    11.67.234.22
hdstfowa.www.nju.com.    IN    A    125.17.18.123
ionkchye.www.nju.com.    IN    A    10.36.104.200
gjaqytno.www.nju.com.    IN    A    39.108.27.214
enubrjtw.www.nju.com.    IN    A    130.182.19.59
ilhbyjts.www.nju.com.    IN    A    217.246.180.194
cqasgtry.www.nju.com.    IN    A    248.173.154.228
vbrnqieu.www.nju.com.    IN    A    250.31.255.226
jmxistyu.www.nju.com.    IN    A    85.144.164.196
lxyvcgpt.www.nju.com.    IN    A    209.139.162.254
sfrkimun.www.nju.com.    IN    A    147.223.229.48
giqtusoa.www.nju.com.    IN    A    87.75.134.241
lnuepcms.www.nju.com.    IN    A    189.212.52.135
dfumhpxv.www.nju.com.    IN    A    27.205.61.146
forxbpay.www.nju.com.    IN    A    120.177.104.80
lrqskjxp.www.nju.com.    IN    A    80.23.104.128
ptqcfnkd.www.nju.com.    IN    A    233.60.114.26
bicukfgp.www.nju.com.    IN    A    166.125.96.178
fvjcitow.www.nju.com.    IN    A    17.0.200.110
denkcgat.www.nju.com.    IN    A    236.253.43.8
wuxjgidm.www.nju.com.    IN    A    252.167.98.66
uawejixf.www.nju.com.    IN    A    176.182.168.205
wtveklom.www.nju.com.    IN    A    254.48.46.166
lwgynums.www.nju.com.    IN    A    202.251.170.38
xsnfoaph.www.nju.com.    IN    A    50.204.211.178
rbmgsvcj.www.nju.com.    IN    A    179.232.34.109
vukfntay.www.nju.com.    IN    A    105.229.69.208
fkwgenur.www.nju.com.    IN    A    99.77.91.176
grihwxfk.www.nju.com.    IN    A    61.102.26.6
fnjdhgmx.www.nju.com.    IN    A    42.38.82.6
ycefrqpd.www.nju.com.    IN    A    149.81.56.106
cgoufisl.www.nju.com.    IN    A    31.99.224.51
ehoymxib.www.nju.com.    IN    A    209.91.180.242
imdupyxh.www.nju.com.    IN    A    124.129.178.255
evbtlpkd.www.nju.com.    IN    A    80.227.41.87
ovxwkqab.www.nju.com.    IN    A    5.75.193.213
foxrhgsw.www.nju.com.    IN    A    215.125.16.14
ugjcmvkn.www.nju.com.    IN    A    185.143.118.65
qcymbdpx.www.nju.com.    IN    A    247.133.18.150
rmwaiblh.www.nju.com.    IN    A    131.121.199.61
uephtnic.www.nju.com.    IN    A    140.153.222.87
fkdnqxwh.www.nju.com.    IN    A    165.145.37.182
voriweal.www.nju.com.    IN    A    15.192.227.112
vqubrklg.www.nju.com.    IN    A    27.232.161.141
grchefpo.www.nju.com.    IN    A    11.124.231.174
mudfgjye.www.nju.com.    IN    A    53.144.57.241
sugaxcwj.www.nju.com.    IN    A    129.223.61.230
porueknb.www.nju.com.    IN    A    84.210.186.88
jbpokawg.www.nju.com.    IN    A    37.247.54.163
xvsnyaup.www.nju.com.    IN    A    148.142.187.203
gupxoatv.www.nju.com.    IN    A    15.49.82.132
atflxmwv.www.nju.com.    IN    A    145.127.81.107
jbogmkre.www.nju.com.    IN    A    243.173.223.210
qnoxwmig.www.nju.com.    IN    A    193.136.233.112
yslgitrj.www.nju.com.    IN    A    95.220.49.5
hcsoryfe.www.nju.com.    IN    A    63.119.181.246
vfehliqm.www.nju.com.    IN    A    251.229.156.221
qafwxmuv.www.nju.com.    IN    A    93.217.140.126
dobpsgcl.www.nju.com.    IN    A    26.89.66.225
bxrtjsgh.www.nju.com.    IN    A    124.244.85.100
dwcaqrxg.www.nju.com.    IN    A    141.102.206.170
inkqdrop.www.nju.com.    IN    A    47.78.173.36
uaghmrvp.www.nju.com.    IN    A    175.182.246.70
uilwdxmo.www.nju.com.    IN    A    115.91.155.247
qovjyhnk.www.nju.com.    IN    A    60.42.234.50
iornplyg.www.nju.com.    IN    A    41.42.196.43
rjydtasc.www.nju.com.    IN    A    153.97.229.102
rjsnwyfg.www.nju.com.    IN    A    152.245.44.228
lpdgriuk.www.nju.com.    IN    A    57.91.10.70
suchmvbn.www.nju.com.    IN    A    160.195.233.175
gqnteyjv.www.nju.com.    IN    A    225.39.49.99
mdulivcq.www.nju.com.    IN    A    146.2.106.229
chqwojtd.www.nju.com.    IN    A    95.237.101.12
ytxcjwlh.www.nju.com.    IN    A    149.192.90.83
jdrvnfqh.www.nju.com.    IN    A    96.179.189.184
rwfscdot.www.nju.com.    IN    A    103.136.178.207
pfxuireo.www.nju.com.    IN    A    113.19.158.198
wxvtbdns.www.nju.com.    IN    A    84.129.163.83
qxtvucpf.www.nju.com.    IN    A    54.200.244.250
gopbuayf.www.nju.com.    IN    A    234.213.108.217
tejbulqk.www.nju.com.    IN    A    241.213.86.103
rgovswhd.www.nju.com.    IN    A    239.2.170.133
xljwkpns.www.nju.com.    IN    A    89.58.142.192
tsyfwean.www.nju.com.    IN    A    186.28.58.176
wqxhrafj.www.nju.com.    IN    A    132.77.62.144
ecifhyqo.www.nju.com.    IN    A    94.155.223.169
uvoftlcd.www.nju.com.    IN    A    126.76.112.48
dcirmhbp.www.nju.com.    IN    A    166.102.143.5
oivlefck.www.nju.com.    IN    A    99.112.56.246
omgipusc.www.nju.com.    IN    A    37.101.212.247
omftjhxv.www.nju.com.    IN    A    41.187.60.81
lvtqokah.www.nju.com.    IN    A    221.115.64.148
uelaymtx.www.nju.com.    IN    A    226.33.125.73
bsqchuwe.www.nju.com.    IN    A    185.177.5.23
uthqjrgl.www.nju.com.    IN    A    219.95.206.146
ixbusdjw.www.nju.com.    IN    A    6.109.161.170
eufdrpit.www.nju.com.    IN    A    75.2.212.0
dbiclyxn.www.nju.com.    IN    A    175.80.32.184
kiayexhj.www.nju.com.    IN    A    194.205.163.158
ctpgsxei.www.nju.com.    IN    A    83.254.29.141
vrqicpko.www.nju.com.    IN    A    79.56.206.212
tsuaewvf.www.nju.com.    IN    A    8.37.205.117
dbvxntgl.www.nju.com.    IN    A    130.102.245.41
sbyuadtq.www.nju.com.    IN    A    132.68.54.108
xyviswfg.www.nju.com.    IN    A    204.74.228.173
xtueqskj.www.nju.com.    IN    A    73.87.51.94
jrknixvy.www.nju.com.    IN    A    29.110.220.115
vryadfuc.www.nju.com.    IN    A    128.59.107.83
cdxneifb.www.nju.com.    IN    A    254.129.38.41
wxbedpuo.www.nju.com.    IN    A    140.22.202.138
hsjtrucx.www.nju.com.    IN    A    32.111.187.34
tfpjegcy.www.nju.com.    IN    A    46.209.188.180
nvwumjrd.www.nju.com.    IN    A    99.39.131.51
mnfburps.www.nju.com.    IN    A    177.129.230.48
toifuyvh.www.nju.com.    IN    A    237.4.8.96
khlvcymw.www.nju.com.    IN    A    216.75.144.65
mviyltks.www.nju.com.    IN    A    105.122.115.86
ibwpcjqh.www.nju.com.    IN    A    209.6.113.204
gxpumjdk.www.nju.com.    IN    A    59.192.89.155
fyluswtj.www.nju.com.    IN    A    143.175.42.156
qcegoptb.www.nju.com.    IN    A    38.47.86.56
eavxqlun.www.nju.com.    IN    A    38.25.183.178
bqgrdxwl.www.nju.com.    IN    A    221.113.118.61
ryxspbhf.www.nju.com.    IN    A    164.158.89.63
mxaqjuge.www.nju.com.    IN    A    61.144.151.98
yhbfvnoa.www.nju.com.    IN    A    17.21.36.130
wmsqdnkv.www.nju.com.    IN    A    89.98.190.38
ckpjgeat.www.nju.com.    IN    A    56.226.34.38
xdfyqugo.www.nju.com.    IN    A    18.143.167.133
tksjrmgq.www.nju.com.    IN    A    119.83.117.168
ylcmihrg.www.nju.com.    IN    A    79.91.110.118
syuvagnd.www.nju.com.    IN    A    45.239.208.65
yutsdjck.www.nju.com.    IN    A    172.118.61.103
jklpnmar.www.nju.com.    IN    A    60.130.129.245
bugqadti.www.nju.com.    IN    A    103.136.196.151
rdxlvhti.www.nju.com.    IN    A    253.161.176.217
yxmbwdtc.www.nju.com.    IN    A    28.63.0.179
wijtqave.www.nju.com.    IN    A    163.207.97.63
vrgdpkxe.www.nju.com.    IN    A    220.71.26.227
ikyqacwj.www.nju.com.    IN    A    198.138.24.131
cagvyumr.www.nju.com.    IN    A    192.90.59.42
cdysjwip.www.nju.com.    IN    A    85.58.191.255
aevibkmj.www.nju.com.    IN    A    210.246.93.207
pvijuoks.www.nju.com.    IN    A    121.202.66.37
cvxyesdb.www.nju.com.    IN    A    213.205.23.241
blwiromh.www.nju.com.    IN    A    25.87.29.35
nsbfmdro.www.nju.com.    IN    A    126.65.110.59
gmahcruy.www.nju.com.    IN    A    65.109.240.117
dslcixnm.www.nju.com.    IN    A    20.167.247.17
yduqraog.www.nju.com.    IN    A    194.131.235.94
gnfbcwil.www.nju.com.    IN    A    215.188.253.142
vtyflwcb.www.nju.com.    IN    A    111.63.10.111
sonmkhwp.www.nju.com.    IN    A    30.145.13.155
wlbiuehg.www.nju.com.    IN    A    243.201.135.203
pwhdovgi.www.nju.com.    IN    A    173.97.184.189
fknmhcda.www.nju.com.    IN    A    160.127.49.193
kyamstro.www.nju.com.    IN    A    1.85.181.120
lbcgfdiy.www.nju.com.    IN    A    139.104.25.9
gkfpwabv.www.nju.com.    IN    A    228.187.37.115
bftlrwmc.www.nju.com.    IN    A    105.224.105.153
skgaxjer.www.nju.com.    IN    A    159.242.215.36
utnwxofk.www.nju.com.    IN    A    191.63.10.77
kfanrtjq.www.nju.com.    IN    A    165.85.225.27
cvpbtglf.www.nju.com.    IN    A    201.118.154.76
ahopygti.www.nju.com.    IN    A    160.249.198.106
ehnkboat.www.nju.com.    IN    A    167.171.254.196
gutexhml.www.nju.com.    IN    A    207.91.74.58
qymujaoh.www.nju.com.    IN    A    192.211.254.213
brvxqoua.www.nju.com.    IN    A    111.223.126.68
gxitakvh.www.nju.com.    IN    A    179.93.49.24
nxdsbmky.www.nju.com.    IN    A    187.208.157.68
hatrewcv.www.nju.com.    IN    A    3.102.121.162
dnrexybk.www.nju.com.    IN    A    97.157.130.59
bdsrajcu.www.nju.com.    IN    A    145.112.212.202
khcnmiou.www.nju.com.    IN    A    163.244.177.63
bukagcxe.www.nju.com.    IN    A    117.227.232.134
qoftxvck.www.nju.com.    IN    A    245.230.77.196
smyuokcl.www.nju.com.    IN    A    196.241.172.181
dqugcfmn.www.nju.com.    IN    A    213.122.84.157
afrycnio.www.nju.com.    IN    A    16.62.30.60
xjprgbqn.www.nju.com.    IN    A    176.66.82.32
uchjtida.www.nju.com.    IN    A    77.88.86.7
yxetplro.www.nju.com.    IN    A    112.226.124.28
ovtcyrkn.www.nju.com.    IN    A    158.58.101.24
pvwbhnxt.www.nju.com.    IN    A    14.99.103.79
fesqvwgl.www.nju.com.    IN    A    154.1.186.11
prsvuaqb.www.nju.com.    IN    A    207.146.234.16
pjsyulwi.www.nju.com.    IN    A    150.6.127.195
jomwpyrs.www.nju.com.    IN    A    244.207.143.66
holfeycn.www.nju.com.    IN    A    201.232.140.122
vxmpbwgi.www.nju.com.    IN    A    203.118.47.168
snpcjarv.www.nju.com.    IN    A    154.114.12.245
ijgnpsut.www.nju.com.    IN    A    39.96.44.198
comiaenx.www.nju.com.    IN    A    38.64.196.67
aorumehf.www.nju.com.    IN    A    236.178.201.41
geptxcri.www.nju.com.    IN    A    227.244.133.9
kwomnxdr.www.nju.com.    IN    A    174.3.148.15
ihyljftr.www.nju.com.    IN    A    43.121.153.240
mehlxofy.www.nju.com.    IN    A    176.201.76.66
wckjgmtl.www.nju.com.    IN    A    28.52.181.210
cjirkhmu.www.nju.com.    IN    A    44.64.87.243
gurxaojs.www.nju.com.    IN    A    177.202.190.89
fbylxuke.www.nju.com.    IN    A    239.216.45.48
pitohdne.www.nju.com.    IN    A    33.50.169.131
qidvrcka.www.nju.com.    IN    A    14.16.27.140
crxqfajp.www.nju.com.    IN    A    234.39.18.218
kxbimude.www.nju.com.    IN    A    249.205.146.138
fkxohmgd.www.nju.com.    IN    A    141.184.130.33
hexskbyn.www.nju.com.    IN    A    206.40.102.5
hgfkwput.www.nju.com.    IN    A    135.164.199.117
exudanlm.www.nju.com.    IN    A    74.118.255.57
glntoapm.www.nju.com.    IN    A    210.168.160.217
vxtjyceq.www.nju.com.    IN    A    20.92.66.96
cxlkqjvi.www.nju.com.    IN    A    113.5.44.192
tndyacwk.www.nju.com.    IN    A    245.61.158.22
txysewgl.www.nju.com.    IN    A    43.125.172.72
mndkwxeg.www.nju.com.    IN    A    68.102.100.233
fyptgnlx.www.nju.com.    IN    A    152.251.172.157
mhpdvfgi.www.nju.com.    IN    A    141.213.104.168
cpxwsnbo.www.nju.com.    IN    A    147.5.239.152
rqbemhgx.www.nju.com.    IN    A    26.145.25.175
mvlxgoin.www.nju.com.    IN    A    18.174.180.218
daemuicy.www.nju.com.    IN    A    201.25.127.16
eqrsiufp.www.nju.com.    IN    A    84.144.124.212
rhiwdnkb.www.nju.com.    IN    A    130.120.144.133
ibvqhawo.www.nju.com.    IN    A    218.224.35.246
lwnqoxfh.www.nju.com.    IN    A    29.173.219.153
ynmafipl.www.nju.com.    IN    A    123.197.226.234
jkscifup.www.nju.com.    IN    A    141.196.159.141
qspxnvwh.www.nju.com.    IN    A    194.14.91.102
wxbpkmaf.www.nju.com.    IN    A    239.62.137.99
grimwsbp.www.nju.com.    IN    A    71.205.152.45
qvutnplb.www.nju.com.    IN    A    172.12.50.60
ibknhjea.www.nju.com.    IN    A    66.238.236.223
jnewqcdu.www.nju.com.    IN    A    20.242.147.155
xtnpcsud.www.nju.com.    IN    A    151.91.252.62
coqevxdr.www.nju.com.    IN    A    233.232.49.151
potujvfi.www.nju.com.    IN    A    141.238.55.22
thsoprwl.www.nju.com.    IN    A    185.24.110.127
fcuvjept.www.nju.com.    IN    A    246.90.115.129
owbcgmau.www.nju.com.    IN    A    241.79.204.88
wcehgpld.www.nju.com.    IN    A    171.245.142.27
cljfyebv.www.nju.com.    IN    A    140.48.204.176
ekyhudfw.www.nju.com.    IN    A    57.149.209.238
jrvasucl.www.nju.com.    IN    A    76.234.3.190
nhagtjke.www.nju.com.    IN    A    219.66.169.114
qkfedptu.www.nju.com.    IN    A    8.113.73.21
kxlcagbm.www.nju.com.    IN    A    178.213.174.30
gckohmbp.www.nju.com.    IN    A    149.184.92.132
cagftdhb.www.nju.com.    IN    A    95.55.100.103
luoigrdc.www.nju.com.    IN    A    185.23.37.76
duqmvfgl.www.nju.com.    IN    A    253.69.231.41
jkaurtep.www.nju.com.    IN    A    44.218.38.11
fvytersm.www.nju.com.    IN    A    125.1.1.197
wlbeajmu.www.nju.com.    IN    A    77.244.203.197
feyrxtoc.www.nju.com.    IN    A    35.254.94.125
xvceqrot.www.nju.com.    IN    A    122.214.81.4
mfykacer.www.nju.com.    IN    A    183.132.106.190
jimxtdhg.www.nju.com.    IN    A    225.109.88.119
sbvqhewr.www.nju.com.    IN    A    207.249.57.222
ekjoaqlf.www.nju.com.    IN    A    102.49.43.140
iemvlwxo.www.nju.com.    IN    A    224.123.25.98
chimyjsu.www.nju.com.    IN    A    54.173.154.72
knywmsxq.www.nju.com.    IN    A    247.131.159.169
grjevcol.www.nju.com.    IN    A    119.123.91.134
tcvysfjk.www.nju.com.    IN    A    98.243.205.143
ghlivwua.www.nju.com.    IN    A    90.218.213.43
jipmfohy.www.nju.com.    IN    A    96.35.216.209
ifxnmbut.www.nju.com.    IN    A    111.22.145.50
qukogxjl.www.nju.com.    IN    A    54.48.168.57
cuajwekt.www.nju.com.    IN    A    23.93.117.122
puwqxigs.www.nju.com.    IN    A    179.115.172.32
atnyhelx.www.nju.com.    IN    A    1.253.254.26
sothblma.www.nju.com.    IN    A    134.245.120.25
wxjoiklr.www.nju.com.    IN    A    94.126.120.103
ludixoqv.www.nju.com.    IN    A    35.166.72.80
uogbtmhf.www.nju.com.    IN    A    147.156.59.77
jkguenda.www.nju.com.    IN    A    104.130.105.232
lwqsfxnt.www.nju.com.    IN    A    236.48.102.239
ojletmgq.www.nju.com.    IN    A    181.149.139.50
acoexibw.www.nju.com.    IN    A    161.217.171.21
eplbdyqi.www.nju.com.    IN    A    15.48.193.21
yokgdqwh.www.nju.com.    IN    A    92.249.182.21
oyimbeac.www.nju.com.    IN    A    94.193.121.227
etnmgyca.www.nju.com.    IN    A    147.233.118.16
nirhaefv.www.nju.com.    IN    A    140.142.217.242
futpjeoi.www.nju.com.    IN    A    206.238.209.243
uqrkyhen.www.nju.com.    IN    A    170.149.93.83
pdyamuew.www.nju.com.    IN    A    8.85.184.25
usfdmpxi.www.nju.com.    IN    A    174.70.228.241
gybeicqw.www.nju.com.    IN    A    4.239.40.18
faegqibr.www.nju.com.    IN    A    198.236.247.209
mxsdogvq.www.nju.com.    IN    A    59.208.3.52
crnjpbly.www.nju.com.    IN    A    183.121.228.54
tvfgdwor.www.nju.com.    IN    A    22.115.252.237
gkolnmyb.www.nju.com.    IN    A    98.37.236.182
wjuhkori.www.nju.com.    IN    A    163.4.62.1
kltsfvad.www.nju.com.    IN    A    117.253.28.190
umehkdgi.www.nju.com.    IN    A    122.123.246.233
drpulnst.www.nju.com.    IN    A    227.206.90.98
casnhxkj.www.nju.com.    IN    A    73.54.153.169
ekhrsiab.www.nju.com.    IN    A    145.212.228.220
klftrcas.www.nju.com.    IN    A    59.97.231.71
oqnatvig.www.nju.com.    IN    A    194.126.120.84
luopijxt.www.nju.com.    IN    A    102.106.208.48
gqwhutnl.www.nju.com.    IN    A    185.89.18.162
fhqxgema.www.nju.com.    IN    A    43.90.45.189
oquctleh.www.nju.com.    IN    A    226.108.186.75
pdbyltcf.www.nju.com.    IN    A    163.102.57.247
ntfmqlec.www.nju.com.    IN    A    15.10.118.132
jqsflmnc.www.nju.com.    IN    A    66.127.73.50
npemjsux.www.nju.com.    IN    A    115.164.251.224
hrpulbvj.www.nju.com.    IN    A    202.127.4.237
yoklihpn.www.nju.com.    IN    A    99.63.11.151
ctdxrlpu.www.nju.com.    IN    A    9.66.106.53
enjroklg.www.nju.com.    IN    A    120.122.12.201
uelqyrmx.www.nju.com.    IN    A    182.183.203.81
kdicxwmr.www.nju.com.    IN    A    84.40.185.53
neqjfylt.www.nju.com.    IN    A    207.138.196.12
ghyltqiv.www.nju.com.    IN    A    193.119.226.12
bykmcfwd.www.nju.com.    IN    A    27.57.186.209
foirqxlc.www.nju.com.    IN    A    8.14.251.241
pwxleiof.www.nju.com.    IN    A    123.148.38.94
kivetpyx.www.nju.com.    IN    A    145.117.227.164
knpulxac.www.nju.com.    IN    A    186.77.227.97
chxebids.www.nju.com.    IN    A    254.219.214.142
uceytplb.www.nju.com.    IN    A    242.49.26.173
qfwxrsve.www.nju.com.    IN    A    246.199.109.196
yuolvrxh.www.nju.com.    IN    A    45.186.210.52
cqtklauy.www.nju.com.    IN    A    244.209.126.32
vamceyut.www.nju.com.    IN    A    246.50.213.166
bmolarqp.www.nju.com.    IN    A    12.182.195.217
dyixsoab.www.nju.com.    IN    A    240.200.218.203
fjclishx.www.nju.com.    IN    A    13.224.82.26
dacpkvxs.www.nju.com.    IN    A    60.105.89.43
bfdujtyv.www.nju.com.    IN    A    62.181.16.76
xkijohfl.www.nju.com.    IN    A    49.135.183.150
qguvkdba.www.nju.com.    IN    A    54.254.227.12
cdbxujrw.www.nju.com.    IN    A    51.58.15.163
wisxlyad.www.nju.com.    IN    A    34.3.252.193
ptjurvde.www.nju.com.    IN    A    47.230.163.71
vcohbmix.www.nju.com.    IN    A    253.139.108.181
amuhrvfy.www.nju.com.    IN    A    253.164.248.183
unrydbwi.www.nju.com.    IN    A    152.165.10.82
uwyraijq.www.nju.com.    IN    A    180.204.108.44
wauqcskl.www.nju.com.    IN    A    230.9.20.22
skmupbhn.www.nju.com.    IN    A    225.50.83.187
byfotaer.www.nju.com.    IN    A    153.193.55.98
hoagcewn.www.nju.com.    IN    A    89.226.61.102
kydcwxgt.www.nju.com.    IN    A    143.144.132.33
ybtrmkic.www.nju.com.    IN    A    40.166.46.205
lyeodrjp.www.nju.com.    IN    A    49.109.216.252
qrfituxm.www.nju.com.    IN    A    12.202.253.18
bpergyct.www.nju.com.    IN    A    61.0.82.184
osjifnea.www.nju.com.    IN    A    81.17.32.73
hvxjgnae.www.nju.com.    IN    A    117.201.149.209
ecndbjxw.www.nju.com.    IN    A    149.176.208.111
gpknrwxh.www.nju.com.    IN    A    161.77.141.74
ocunhbyp.www.nju.com.    IN    A    140.237.249.72
xfmkjsol.www.nju.com.    IN    A    117.156.57.70
rxjmbqcd.www.nju.com.    IN    A    133.86.88.134
kjuyxbcq.www.nju.com.    IN    A    127.170.196.29
jcgivolh.www.nju.com.    IN    A    145.169.34.233
ljneqarw.www.nju.com.    IN    A    160.143.146.205
rtgdboca.www.nju.com.    IN    A    116.71.214.230
urkwqbty.www.nju.com.    IN    A    120.40.74.232
cibjyxtq.www.nju.com.    IN    A    100.78.159.28
peyrcgvm.www.nju.com.    IN    A    79.229.109.70
imoaychr.www.nju.com.    IN    A    104.222.210.103
shwtlfuo.www.nju.com.    IN    A    141.66.150.155
chyamtoj.www.nju.com.    IN    A    106.198.15.216
xjnsaoyg.www.nju.com.    IN    A    138.91.181.1
ldcgiqeo.www.nju.com.    IN    A    151.24.160.157
ymxsjcie.www.nju.com.    IN    A    81.236.181.121
jrauxqpk.www.nju.com.    IN    A    129.25.91.153
ahdgubsv.www.nju.com.    IN    A    9.152.123.24
nsqadoye.www.nju.com.    IN    A    65.160.252.48
rfoyexml.www.nju.com.    IN    A    124.57.11.222
jlyrpvfw.www.nju.com.    IN    A    21.23.73.166
nfvroyxa.www.nju.com.    IN    A    124.145.56.45
lrfhmveo.www.nju.com.    IN    A    166.195.8.146
yorswvli.www.nju.com.    IN    A    111.31.94.252
rfexlnob.www.nju.com.    IN    A    252.93.104.184
cqwuepdv.www.nju.com.    IN    A    47.223.189.114
oqtnkbpv.www.nju.com.    IN    A    227.242.4.216
clmrpehb.www.nju.com.    IN    A    91.186.4.179
kbrjqvwt.www.nju.com.    IN    A    94.89.130.73
qdmnobwe.www.nju.com.    IN    A    253.159.161.137
kldywgmt.www.nju.com.    IN    A    253.198.117.34
mhcfpuok.www.nju.com.    IN    A    220.145.215.61
raeidvjw.www.nju.com.    IN    A    163.62.93.179
fxoewnyl.www.nju.com.    IN    A    252.165.102.250
flrvndib.www.nju.com.    IN    A    66.247.83.148
hgoxnetu.www.nju.com.    IN    A    159.145.249.209
cbldieua.www.nju.com.    IN    A    17.55.216.77
ebtxksim.www.nju.com.    IN    A    112.224.214.215
qdicbjuk.www.nju.com.    IN    A    16.32.172.173
etqugpxa.www.nju.com.    IN    A    136.24.2.49
vljcypqk.www.nju.com.    IN    A    80.70.10.230
acpfmtuv.www.nju.com.    IN    A    13.226.40.145
eamfdqoh.www.nju.com.    IN    A    221.95.118.79
rwyhlpvx.www.nju.com.    IN    A    123.106.186.32
psbatmxu.www.nju.com.    IN    A    131.85.125.204
faiqstcd.www.nju.com.    IN    A    40.97.81.63
rbfnqack.www.nju.com.    IN    A    165.124.130.84
pcexuhvl.www.nju.com.    IN    A    246.201.149.138
tcjwydhi.www.nju.com.    IN    A    191.102.112.57
ovmpujeh.www.nju.com.    IN    A    175.96.174.34
rimqwhue.www.nju.com.    IN    A    211.233.121.165
tnolbmyr.www.nju.com.    IN    A    107.135.187.194
sktqujpd.www.nju.com.    IN    A    109.115.32.48
wfutsiqm.www.nju.com.    IN    A    97.186.148.131
pivrgqfo.www.nju.com.    IN    A    147.138.222.10
leuadgqt.www.nju.com.    IN    A    224.214.41.218
eafrtnux.www.nju.com.    IN    A    153.173.146.169
wcaprkfu.www.nju.com.    IN    A    1.198.69.121
nbxypuei.www.nju.com.    IN    A    52.142.50.96
dayjnhbc.www.nju.com.    IN    A    217.129.220.148
rigspodx.www.nju.com.    IN    A    46.127.60.11
nkiabhtp.www.nju.com.    IN    A    201.115.96.143
tjubmivy.www.nju.com.    IN    A    0.29.236.158
uqafjrnb.www.nju.com.    IN    A    142.173.106.255
dwpbnsou.www.nju.com.    IN    A    116.241.115.96
mpfadktu.www.nju.com.    IN    A    33.181.255.174
vekmrwsl.www.nju.com.    IN    A    181.233.89.253
hajkydpm.www.nju.com.    IN    A    182.134.15.91
tmhpeybf.www.nju.com.    IN    A    41.228.104.93
cfmlhdsa.www.nju.com.    IN    A    144.113.227.140
lsagbxrw.www.nju.com.    IN    A    111.201.127.157
mndxrglv.www.nju.com.    IN    A    3.238.52.100
batfqymn.www.nju.com.    IN    A    130.110.132.6
uptrcfid.www.nju.com.    IN    A    191.110.38.69
xyanpjsq.www.nju.com.    IN    A    217.64.218.168
adhjigbv.www.nju.com.    IN    A    144.30.169.193
nyjfgcmi.www.nju.com.    IN    A    116.36.179.232
cpehguin.www.nju.com.    IN    A    18.246.56.99
knpjfbhc.www.nju.com.    IN    A    103.165.77.42
adohgsmn.www.nju.com.    IN    A    92.174.75.44
tbrvqcnw.www.nju.com.    IN    A    70.173.182.69
cjtmbupn.www.nju.com.    IN    A    27.219.237.244
dynsatxu.www.nju.com.    IN    A    229.205.119.75
asvpgwrk.www.nju.com.    IN    A    13.137.87.106
itvcxprq.www.nju.com.    IN    A    68.112.61.249
jqysmpce.www.nju.com.    IN    A    140.80.193.129
elruapdg.www.nju.com.    IN    A    130.57.158.149
onspexku.www.nju.com.    IN    A    212.61.7.64
clhbrngk.www.nju.com.    IN    A    8.160.190.239
gkiyxban.www.nju.com.    IN    A    152.35.97.89
siwgacxp.www.nju.com.    IN    A    86.178.223.94
sljyxnac.www.nju.com.    IN    A    148.252.60.62
uvbwlytx.www.nju.com.    IN    A    13.232.22.249
wruygkdl.www.nju.com.    IN    A    148.135.249.10
nxmjlfsd.www.nju.com.    IN    A    161.235.208.206
