sci.cqu.com.	14400	IN	SOA	ns1.sci.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
sci.cqu.com.		    IN	NS ns1.sci.cqu.com.
tyjoblkw.sci.cqu.com.    IN    A    110.120.159.80
uijhsyld.sci.cqu.com.    IN    A    53.157.59.42
fctyrjwp.sci.cqu.com.    IN    A    18.248.191.74
fdjuqnpy.sci.cqu.com.    IN    A    211.170.181.134
cvhsqria.sci.cqu.com.    IN    A    111.175.150.141
hsvgfirl.sci.cqu.com.    IN    A    44.7.26.152
ucevpsym.sci.cqu.com.    IN    A    207.221.185.66
oawxtesr.sci.cqu.com.    IN    A    175.170.153.33
jkpirgye.sci.cqu.com.    IN    A    22.70.66.100
xuocbjes.sci.cqu.com.    IN    A    99.228.141.175
bahemscy.sci.cqu.com.    IN    A    47.84.237.187
fykpgahe.sci.cqu.com.    IN    A    28.142.135.73
itahugos.sci.cqu.com.    IN    A    251.106.92.8
njriptxq.sci.cqu.com.    IN    A    124.41.224.113
xuofpdht.sci.cqu.com.    IN    A    37.161.128.30
ntewdbpy.sci.cqu.com.    IN    A    163.83.217.5
bpsodyru.sci.cqu.com.    IN    A    205.185.211.132
mtvasbno.sci.cqu.com.    IN    A    225.104.124.113
mjosuqnt.sci.cqu.com.    IN    A    55.47.61.90
qjicvxlf.sci.cqu.com.    IN    A    3.81.92.147
dqykgfri.sci.cqu.com.    IN    A    121.245.121.54
ntyscgab.sci.cqu.com.    IN    A    118.112.36.141
unyiajsb.sci.cqu.com.    IN    A    251.73.182.240
aihjvfpc.sci.cqu.com.    IN    A    17.219.255.124
xfevuimg.sci.cqu.com.    IN    A    164.221.130.16
saikjyeu.sci.cqu.com.    IN    A    2.81.177.76
jukocftd.sci.cqu.com.    IN    A    118.136.7.16
kqmicngv.sci.cqu.com.    IN    A    184.13.184.133
awplkiej.sci.cqu.com.    IN    A    111.117.169.144
hkxurpfg.sci.cqu.com.    IN    A    177.181.186.93
iremyksc.sci.cqu.com.    IN    A    74.165.163.35
vrmspcof.sci.cqu.com.    IN    A    29.153.34.205
pekyixqo.sci.cqu.com.    IN    A    10.76.148.175
viobhuet.sci.cqu.com.    IN    A    5.212.129.142
qdnxmovg.sci.cqu.com.    IN    A    13.96.203.49
wspdyreo.sci.cqu.com.    IN    A    213.177.90.82
vexhobqg.sci.cqu.com.    IN    A    74.122.230.146
nakydfml.sci.cqu.com.    IN    A    2.64.92.81
suyivqxl.sci.cqu.com.    IN    A    239.51.221.132
ptasdjqw.sci.cqu.com.    IN    A    145.253.217.34
dnvkgrci.sci.cqu.com.    IN    A    37.152.103.8
ivjsxdkb.sci.cqu.com.    IN    A    72.167.196.240
hivdsoqj.sci.cqu.com.    IN    A    86.226.200.103
veiwqtpg.sci.cqu.com.    IN    A    139.209.93.165
cwvmidty.sci.cqu.com.    IN    A    63.227.98.19
kjaueich.sci.cqu.com.    IN    A    42.100.72.224
naxmsjeq.sci.cqu.com.    IN    A    17.61.151.223
oulbpxrv.sci.cqu.com.    IN    A    154.252.67.65
mxvtqoje.sci.cqu.com.    IN    A    145.166.194.66
ebkhcjgi.sci.cqu.com.    IN    A    97.118.149.171
eqruysnb.sci.cqu.com.    IN    A    8.114.121.51
rjlkncpm.sci.cqu.com.    IN    A    48.126.91.138
jsodpkbt.sci.cqu.com.    IN    A    45.127.138.226
ihtorpyd.sci.cqu.com.    IN    A    61.30.22.37
oixwdjqt.sci.cqu.com.    IN    A    218.181.93.50
nhtlojxu.sci.cqu.com.    IN    A    144.226.78.164
kvbuhldx.sci.cqu.com.    IN    A    105.223.67.183
qtgluxcp.sci.cqu.com.    IN    A    183.61.188.21
fbkscody.sci.cqu.com.    IN    A    253.13.63.107
thgfijau.sci.cqu.com.    IN    A    102.109.211.119
utvkxnea.sci.cqu.com.    IN    A    143.171.21.72
orndpxea.sci.cqu.com.    IN    A    154.14.73.57
opjifvne.sci.cqu.com.    IN    A    221.181.41.120
eakrwlut.sci.cqu.com.    IN    A    144.189.26.37
lidbkmpy.sci.cqu.com.    IN    A    52.85.107.217
tcviobhs.sci.cqu.com.    IN    A    120.184.227.113
acuvfxke.sci.cqu.com.    IN    A    141.194.162.61
moxvwfkh.sci.cqu.com.    IN    A    212.53.141.197
ntpkiemq.sci.cqu.com.    IN    A    115.234.60.161
lreyhabv.sci.cqu.com.    IN    A    45.143.236.141
evsblhmi.sci.cqu.com.    IN    A    233.46.32.220
xefmaqdt.sci.cqu.com.    IN    A    80.0.9.88
gtkeuhmc.sci.cqu.com.    IN    A    68.124.116.129
ajsmpnqh.sci.cqu.com.    IN    A    251.25.160.156
srucniyf.sci.cqu.com.    IN    A    31.165.116.127
cgavdynh.sci.cqu.com.    IN    A    26.238.231.124
ysrckluq.sci.cqu.com.    IN    A    200.172.89.59
ajtouqsi.sci.cqu.com.    IN    A    207.144.61.41
vcdrwyup.sci.cqu.com.    IN    A    10.89.36.86
fleahcog.sci.cqu.com.    IN    A    211.95.184.9
nfvlpgbs.sci.cqu.com.    IN    A    103.196.218.125
jntxspwq.sci.cqu.com.    IN    A    55.189.232.175
jfblhirx.sci.cqu.com.    IN    A    47.182.111.246
xfodqhul.sci.cqu.com.    IN    A    93.16.211.142
fqhpsatn.sci.cqu.com.    IN    A    227.93.45.93
lnrxvtaj.sci.cqu.com.    IN    A    47.204.93.17
qctynlbp.sci.cqu.com.    IN    A    27.233.158.9
axvcuqnw.sci.cqu.com.    IN    A    211.3.69.10
horqgwsj.sci.cqu.com.    IN    A    225.123.70.94
xjnlubat.sci.cqu.com.    IN    A    38.134.90.165
kwcadvpe.sci.cqu.com.    IN    A    48.61.2.195
mvkyehol.sci.cqu.com.    IN    A    251.173.204.36
ujesgkod.sci.cqu.com.    IN    A    108.83.229.136
tgarvkyb.sci.cqu.com.    IN    A    9.85.212.37
bncxuerf.sci.cqu.com.    IN    A    152.234.55.126
tlcqijhx.sci.cqu.com.    IN    A    218.47.73.169
uqsvxtlm.sci.cqu.com.    IN    A    174.195.17.142
pqwdojfg.sci.cqu.com.    IN    A    12.84.165.84
jhewgqnb.sci.cqu.com.    IN    A    12.177.15.201
nrgltkow.sci.cqu.com.    IN    A    36.122.193.209
qulagtsr.sci.cqu.com.    IN    A    179.162.129.88
mtcdkphi.sci.cqu.com.    IN    A    245.57.229.133
kpvuobya.sci.cqu.com.    IN    A    34.205.240.98
jqkpglmn.sci.cqu.com.    IN    A    187.149.163.180
bdqprjfc.sci.cqu.com.    IN    A    217.54.195.227
gnsytjiu.sci.cqu.com.    IN    A    131.89.37.239
oxhlicms.sci.cqu.com.    IN    A    100.199.10.150
qhtcfaou.sci.cqu.com.    IN    A    112.220.92.248
jdfmrivq.sci.cqu.com.    IN    A    165.172.51.3
nvoksiwm.sci.cqu.com.    IN    A    114.138.19.144
hsaxfutn.sci.cqu.com.    IN    A    143.55.214.70
klwmjcxt.sci.cqu.com.    IN    A    146.103.158.0
vqlmijse.sci.cqu.com.    IN    A    164.76.145.163
cwgaenqv.sci.cqu.com.    IN    A    47.132.91.175
rmqjwfkd.sci.cqu.com.    IN    A    225.134.240.253
ulojakbi.sci.cqu.com.    IN    A    24.143.198.192
dwsomvab.sci.cqu.com.    IN    A    19.6.118.240
flvkripn.sci.cqu.com.    IN    A    233.237.135.177
kgnctjwv.sci.cqu.com.    IN    A    162.199.109.174
jlavhpxy.sci.cqu.com.    IN    A    180.31.67.76
hlqmoicd.sci.cqu.com.    IN    A    243.193.163.216
gapuyhmc.sci.cqu.com.    IN    A    51.168.90.204
nvhcaupq.sci.cqu.com.    IN    A    6.186.248.225
lsykphto.sci.cqu.com.    IN    A    242.152.21.122
bftawdqy.sci.cqu.com.    IN    A    63.59.92.99
kjryegwl.sci.cqu.com.    IN    A    43.152.111.166
fpdwhsmo.sci.cqu.com.    IN    A    253.225.111.22
oldymguj.sci.cqu.com.    IN    A    167.146.162.189
ylvsnwja.sci.cqu.com.    IN    A    10.139.57.126
vuwnrcda.sci.cqu.com.    IN    A    49.68.91.37
qoydfect.sci.cqu.com.    IN    A    199.200.142.211
hiusbfkl.sci.cqu.com.    IN    A    3.119.74.180
sruwdjmg.sci.cqu.com.    IN    A    164.31.132.175
gpblkawu.sci.cqu.com.    IN    A    20.151.57.131
kvhpjueg.sci.cqu.com.    IN    A    43.10.50.238
lsjuqphc.sci.cqu.com.    IN    A    47.49.109.209
fmupjnsk.sci.cqu.com.    IN    A    220.210.66.26
ernitqmk.sci.cqu.com.    IN    A    2.128.72.26
ixcqkosb.sci.cqu.com.    IN    A    95.209.197.39
npdlhtws.sci.cqu.com.    IN    A    208.160.78.148
xvantdou.sci.cqu.com.    IN    A    113.63.151.214
gwnvbhyt.sci.cqu.com.    IN    A    190.18.48.55
sxinupcm.sci.cqu.com.    IN    A    139.7.12.236
irbphgnj.sci.cqu.com.    IN    A    19.36.74.4
wqtcehuo.sci.cqu.com.    IN    A    6.208.24.76
ldaypuxr.sci.cqu.com.    IN    A    73.95.61.25
ysktdbqh.sci.cqu.com.    IN    A    90.181.221.207
tjonvweu.sci.cqu.com.    IN    A    205.130.167.77
dktlsxir.sci.cqu.com.    IN    A    53.154.226.228
veyxalun.sci.cqu.com.    IN    A    143.19.148.228
cbvoxnph.sci.cqu.com.    IN    A    91.8.66.8
rsdkftmq.sci.cqu.com.    IN    A    109.154.122.167
sampogqk.sci.cqu.com.    IN    A    90.7.152.89
cdgkbmlv.sci.cqu.com.    IN    A    225.13.85.36
hoputrkw.sci.cqu.com.    IN    A    131.156.189.153
lhgvxawm.sci.cqu.com.    IN    A    82.214.38.177
kifugrqt.sci.cqu.com.    IN    A    186.118.204.33
fmriqnku.sci.cqu.com.    IN    A    236.232.157.149
qfwohmpi.sci.cqu.com.    IN    A    125.144.148.91
dvkcaqfn.sci.cqu.com.    IN    A    213.159.122.98
ieuwprqy.sci.cqu.com.    IN    A    114.160.218.96
sntcpivd.sci.cqu.com.    IN    A    32.110.71.66
fybxnuqj.sci.cqu.com.    IN    A    61.100.16.49
wxatksnp.sci.cqu.com.    IN    A    223.9.18.54
dxhvunlc.sci.cqu.com.    IN    A    153.79.216.29
lckrnjwx.sci.cqu.com.    IN    A    141.57.140.66
smdwxoqe.sci.cqu.com.    IN    A    219.161.8.179
wvbfumrg.sci.cqu.com.    IN    A    28.195.235.66
vkpdhmlw.sci.cqu.com.    IN    A    157.212.12.227
ldhvoneb.sci.cqu.com.    IN    A    99.33.71.9
oqkmsxly.sci.cqu.com.    IN    A    159.24.183.49
raycnswx.sci.cqu.com.    IN    A    74.100.88.225
jureqtca.sci.cqu.com.    IN    A    103.14.45.144
nodrismw.sci.cqu.com.    IN    A    68.157.188.79
tigrykva.sci.cqu.com.    IN    A    97.39.166.158
jmvlycht.sci.cqu.com.    IN    A    41.81.88.88
cymioeqd.sci.cqu.com.    IN    A    154.51.65.218
tuglksow.sci.cqu.com.    IN    A    149.204.99.217
urslbgym.sci.cqu.com.    IN    A    94.20.242.154
oiqpevds.sci.cqu.com.    IN    A    157.62.130.99
snjavyqf.sci.cqu.com.    IN    A    177.25.121.163
kngyqarp.sci.cqu.com.    IN    A    40.176.210.9
ianlqthc.sci.cqu.com.    IN    A    13.90.199.26
gjbdyxca.sci.cqu.com.    IN    A    220.57.173.218
smhorlak.sci.cqu.com.    IN    A    60.70.185.189
mruxohnp.sci.cqu.com.    IN    A    181.215.33.181
dvucoxnl.sci.cqu.com.    IN    A    251.93.8.30
hxjigwlq.sci.cqu.com.    IN    A    161.239.114.20
ojvtwdin.sci.cqu.com.    IN    A    96.169.62.27
vnckpaxs.sci.cqu.com.    IN    A    168.184.15.134
jcbknvyq.sci.cqu.com.    IN    A    80.87.240.136
puhtgcnj.sci.cqu.com.    IN    A    133.25.149.194
cmajbswy.sci.cqu.com.    IN    A    25.147.136.243
gdtxlbqh.sci.cqu.com.    IN    A    19.148.203.66
ymfbclti.sci.cqu.com.    IN    A    145.177.107.207
lykjtuoe.sci.cqu.com.    IN    A    198.27.119.16
nbjwloie.sci.cqu.com.    IN    A    31.218.51.104
jbqpheyu.sci.cqu.com.    IN    A    115.95.250.28
ejogcbvt.sci.cqu.com.    IN    A    199.125.83.175
dobqmhiy.sci.cqu.com.    IN    A    35.238.123.212
iharejmf.sci.cqu.com.    IN    A    18.181.15.157
vmfpsucj.sci.cqu.com.    IN    A    194.211.88.128
pokueagw.sci.cqu.com.    IN    A    15.103.69.25
bqmspkye.sci.cqu.com.    IN    A    195.82.201.169
kiqmdtxg.sci.cqu.com.    IN    A    52.173.17.156
mafptjcd.sci.cqu.com.    IN    A    141.82.51.85
xpvrgohb.sci.cqu.com.    IN    A    101.17.183.111
ckwqhfgv.sci.cqu.com.    IN    A    48.248.100.20
jgnumivd.sci.cqu.com.    IN    A    130.37.226.0
scgekbvh.sci.cqu.com.    IN    A    246.8.204.240
tmejwvca.sci.cqu.com.    IN    A    208.121.238.149
xeauonfy.sci.cqu.com.    IN    A    112.176.178.28
jcnrvutg.sci.cqu.com.    IN    A    220.163.216.73
vprtolnm.sci.cqu.com.    IN    A    204.72.33.8
gnkdextb.sci.cqu.com.    IN    A    28.34.123.114
evylmbcn.sci.cqu.com.    IN    A    156.151.0.226
vqdkstjc.sci.cqu.com.    IN    A    2.178.15.48
fqvrwmoi.sci.cqu.com.    IN    A    12.93.145.132
fcgjmoyn.sci.cqu.com.    IN    A    204.130.154.210
uankjtrm.sci.cqu.com.    IN    A    158.13.198.210
mnrsgfdt.sci.cqu.com.    IN    A    232.123.31.180
uiclhaqd.sci.cqu.com.    IN    A    57.123.113.32
ltpdjiax.sci.cqu.com.    IN    A    246.15.210.140
tsagkxoi.sci.cqu.com.    IN    A    201.29.219.219
jomgvfla.sci.cqu.com.    IN    A    143.182.132.0
sjrgiayq.sci.cqu.com.    IN    A    36.90.105.242
xfqaeiuh.sci.cqu.com.    IN    A    37.244.46.114
xgikepwd.sci.cqu.com.    IN    A    25.165.198.15
hsuojkwp.sci.cqu.com.    IN    A    151.250.147.31
bipnugje.sci.cqu.com.    IN    A    22.161.74.138
utcsbvfg.sci.cqu.com.    IN    A    97.206.26.31
vbkfxhdr.sci.cqu.com.    IN    A    180.188.205.54
csnwgfpj.sci.cqu.com.    IN    A    121.63.109.253
cyxvfroh.sci.cqu.com.    IN    A    28.33.156.230
nlybwvrj.sci.cqu.com.    IN    A    79.75.24.32
juvkfsdc.sci.cqu.com.    IN    A    179.95.138.12
dchxbnjs.sci.cqu.com.    IN    A    145.232.250.43
lqtdmori.sci.cqu.com.    IN    A    141.200.184.108
uqtcbldg.sci.cqu.com.    IN    A    172.55.15.94
xlejtihy.sci.cqu.com.    IN    A    162.221.52.226
dfswvmqe.sci.cqu.com.    IN    A    105.58.37.56
mhedcryo.sci.cqu.com.    IN    A    187.242.206.219
evfdhcaj.sci.cqu.com.    IN    A    214.173.252.30
npovfyei.sci.cqu.com.    IN    A    4.83.42.73
yikafqur.sci.cqu.com.    IN    A    182.186.241.222
arjlhbno.sci.cqu.com.    IN    A    200.128.107.42
ylndihrt.sci.cqu.com.    IN    A    182.182.136.82
khnobgts.sci.cqu.com.    IN    A    10.160.71.236
kaecguyq.sci.cqu.com.    IN    A    2.48.89.69
rhqoymnu.sci.cqu.com.    IN    A    179.159.11.123
uwqbvinl.sci.cqu.com.    IN    A    241.227.149.27
exfwnsjd.sci.cqu.com.    IN    A    51.226.52.206
xdqlejtu.sci.cqu.com.    IN    A    51.64.115.190
ejornfmc.sci.cqu.com.    IN    A    158.94.223.214
okqtailr.sci.cqu.com.    IN    A    209.98.68.221
ukxlfqds.sci.cqu.com.    IN    A    135.165.13.168
drhovulk.sci.cqu.com.    IN    A    249.152.225.246
tljdcrkg.sci.cqu.com.    IN    A    34.12.116.178
myuhvrlb.sci.cqu.com.    IN    A    101.65.11.103
vsrwptbo.sci.cqu.com.    IN    A    241.241.41.164
otpjasxe.sci.cqu.com.    IN    A    34.40.229.103
akxqwgry.sci.cqu.com.    IN    A    117.70.22.236
tcnfpmak.sci.cqu.com.    IN    A    59.164.136.153
vijwmlda.sci.cqu.com.    IN    A    45.181.192.242
epvsgjxr.sci.cqu.com.    IN    A    111.234.55.29
frecbwya.sci.cqu.com.    IN    A    191.75.141.125
rokxbncq.sci.cqu.com.    IN    A    130.241.242.56
lmwputdk.sci.cqu.com.    IN    A    179.38.85.111
dsryhmtf.sci.cqu.com.    IN    A    64.182.225.86
rdtyuogp.sci.cqu.com.    IN    A    165.190.108.238
xrgcybms.sci.cqu.com.    IN    A    97.127.203.188
ylfxwopn.sci.cqu.com.    IN    A    197.37.131.100
nbqwyhgc.sci.cqu.com.    IN    A    120.243.172.218
paujxkoe.sci.cqu.com.    IN    A    96.5.66.195
dymcvnxi.sci.cqu.com.    IN    A    158.65.182.219
hmdxfync.sci.cqu.com.    IN    A    101.53.227.172
sxwtnbrh.sci.cqu.com.    IN    A    186.7.15.156
xgbalcwn.sci.cqu.com.    IN    A    189.201.3.9
vmuitnfq.sci.cqu.com.    IN    A    160.228.164.204
ybrwlfxj.sci.cqu.com.    IN    A    224.0.244.17
ikhdvaxj.sci.cqu.com.    IN    A    209.105.40.40
ekbgyfnv.sci.cqu.com.    IN    A    55.109.71.82
xdslmakq.sci.cqu.com.    IN    A    187.110.71.31
egaotumq.sci.cqu.com.    IN    A    234.192.244.23
vgcueips.sci.cqu.com.    IN    A    32.116.79.26
ejhdmnvc.sci.cqu.com.    IN    A    248.6.84.136
hvauciso.sci.cqu.com.    IN    A    125.14.217.186
wdnhgluv.sci.cqu.com.    IN    A    71.93.136.254
auxsoqek.sci.cqu.com.    IN    A    7.100.212.122
movgdcwh.sci.cqu.com.    IN    A    173.171.54.135
mtschjiw.sci.cqu.com.    IN    A    99.10.186.241
tkfgmjxu.sci.cqu.com.    IN    A    224.165.231.150
slwjcgox.sci.cqu.com.    IN    A    76.55.52.205
mqrvyxpe.sci.cqu.com.    IN    A    235.153.152.239
aovylbqh.sci.cqu.com.    IN    A    173.143.84.28
vpfqhbdk.sci.cqu.com.    IN    A    253.58.125.9
kimeyucs.sci.cqu.com.    IN    A    215.71.69.92
bacfmlyt.sci.cqu.com.    IN    A    142.2.213.69
upqrmjeh.sci.cqu.com.    IN    A    82.12.180.142
urhadqfe.sci.cqu.com.    IN    A    238.10.83.194
pkyltjrs.sci.cqu.com.    IN    A    152.42.42.84
wboypnxj.sci.cqu.com.    IN    A    148.11.212.234
vxslitnc.sci.cqu.com.    IN    A    50.101.113.194
wbgosvjh.sci.cqu.com.    IN    A    70.73.27.218
djowutey.sci.cqu.com.    IN    A    61.149.81.75
qbepdcno.sci.cqu.com.    IN    A    127.193.92.129
adwfpuce.sci.cqu.com.    IN    A    243.209.131.115
gfjlbcdp.sci.cqu.com.    IN    A    5.65.192.151
xtrebvuy.sci.cqu.com.    IN    A    23.105.168.251
bmxqftus.sci.cqu.com.    IN    A    131.226.65.37
slegiuyd.sci.cqu.com.    IN    A    221.142.122.157
vfyaiusp.sci.cqu.com.    IN    A    187.107.136.188
scntuexw.sci.cqu.com.    IN    A    15.119.135.48
culbyjhp.sci.cqu.com.    IN    A    149.143.110.192
mkbxsutc.sci.cqu.com.    IN    A    127.21.131.124
xdusnrja.sci.cqu.com.    IN    A    118.75.34.41
reybidtq.sci.cqu.com.    IN    A    149.240.154.88
rdlmseax.sci.cqu.com.    IN    A    118.143.86.11
krpylcdx.sci.cqu.com.    IN    A    93.195.202.191
washfkyv.sci.cqu.com.    IN    A    231.96.32.203
cgospfjl.sci.cqu.com.    IN    A    178.44.23.215
dxuwklth.sci.cqu.com.    IN    A    153.179.82.48
lybdonxr.sci.cqu.com.    IN    A    216.242.174.16
wfjrodtp.sci.cqu.com.    IN    A    151.143.122.91
valrfged.sci.cqu.com.    IN    A    70.52.122.119
koabqepc.sci.cqu.com.    IN    A    34.219.51.190
ucsfobrq.sci.cqu.com.    IN    A    5.210.121.21
gupcjtxk.sci.cqu.com.    IN    A    202.111.244.62
quhfmdeb.sci.cqu.com.    IN    A    28.249.105.89
oagkhfbi.sci.cqu.com.    IN    A    137.102.249.255
fmpoihny.sci.cqu.com.    IN    A    251.22.156.155
pgnaxqju.sci.cqu.com.    IN    A    146.180.76.54
enwmajid.sci.cqu.com.    IN    A    68.160.3.192
oxykngmt.sci.cqu.com.    IN    A    70.234.34.125
bochqeju.sci.cqu.com.    IN    A    69.232.249.251
slnafwgt.sci.cqu.com.    IN    A    8.223.142.166
vhiclgsr.sci.cqu.com.    IN    A    161.241.124.179
fpuhjqie.sci.cqu.com.    IN    A    146.90.119.106
flyentva.sci.cqu.com.    IN    A    18.119.23.120
miyvchak.sci.cqu.com.    IN    A    85.194.169.2
bwdhvopq.sci.cqu.com.    IN    A    38.5.212.244
bjxotlky.sci.cqu.com.    IN    A    188.97.96.16
jmebvqxl.sci.cqu.com.    IN    A    48.87.76.210
npikcalx.sci.cqu.com.    IN    A    183.228.5.230
pxrjdiwg.sci.cqu.com.    IN    A    57.214.79.155
yrebgsfl.sci.cqu.com.    IN    A    119.15.156.205
emhsgkab.sci.cqu.com.    IN    A    139.82.229.234
ofymtbdi.sci.cqu.com.    IN    A    54.78.203.159
ealmnpwr.sci.cqu.com.    IN    A    191.238.37.236
sokmejft.sci.cqu.com.    IN    A    216.222.214.3
nlwhdyer.sci.cqu.com.    IN    A    215.133.128.52
crunswva.sci.cqu.com.    IN    A    50.55.10.161
kmsyfgjb.sci.cqu.com.    IN    A    96.24.76.13
jygnwbxt.sci.cqu.com.    IN    A    197.216.8.88
fyhekwul.sci.cqu.com.    IN    A    197.108.57.99
rtisulxa.sci.cqu.com.    IN    A    117.8.170.209
cthyrxgk.sci.cqu.com.    IN    A    113.163.77.64
ceqdkoaw.sci.cqu.com.    IN    A    49.183.10.39
sqvrjmhd.sci.cqu.com.    IN    A    70.115.152.71
jhkbmnty.sci.cqu.com.    IN    A    187.181.66.167
unxvlatr.sci.cqu.com.    IN    A    72.184.35.222
xkrsjotb.sci.cqu.com.    IN    A    54.146.170.204
lkesdntq.sci.cqu.com.    IN    A    5.244.21.146
difewbhg.sci.cqu.com.    IN    A    21.139.17.6
sbiwmvjy.sci.cqu.com.    IN    A    246.128.165.103
nxtkmfbp.sci.cqu.com.    IN    A    117.246.126.105
actyxkuw.sci.cqu.com.    IN    A    28.50.183.212
flbadixh.sci.cqu.com.    IN    A    52.148.192.37
ovpsyhxt.sci.cqu.com.    IN    A    95.107.156.63
vheycsdj.sci.cqu.com.    IN    A    122.60.0.239
duwenhir.sci.cqu.com.    IN    A    183.129.96.134
xugkryfm.sci.cqu.com.    IN    A    110.187.4.117
msoanhir.sci.cqu.com.    IN    A    188.254.200.223
cdqmbwtp.sci.cqu.com.    IN    A    214.58.231.48
urpdqhbm.sci.cqu.com.    IN    A    105.152.125.121
eoajncql.sci.cqu.com.    IN    A    145.154.104.71
bhgkdmvl.sci.cqu.com.    IN    A    93.78.119.121
hovmwlyi.sci.cqu.com.    IN    A    41.237.60.205
xvitpfhy.sci.cqu.com.    IN    A    156.120.232.141
nixsaprh.sci.cqu.com.    IN    A    103.8.39.57
qujoskiy.sci.cqu.com.    IN    A    254.131.62.101
yjnowulp.sci.cqu.com.    IN    A    211.47.63.249
uvekqntf.sci.cqu.com.    IN    A    94.83.212.137
ygpcdqob.sci.cqu.com.    IN    A    149.54.84.53
enagfjmi.sci.cqu.com.    IN    A    60.157.100.214
uepvhyng.sci.cqu.com.    IN    A    46.252.75.71
vxmrpadg.sci.cqu.com.    IN    A    210.180.213.236
lmfwihyr.sci.cqu.com.    IN    A    5.224.224.101
anqrefls.sci.cqu.com.    IN    A    220.176.169.27
dlmcfuko.sci.cqu.com.    IN    A    38.157.211.244
mugfbkhi.sci.cqu.com.    IN    A    174.141.171.241
bfdasgku.sci.cqu.com.    IN    A    77.107.116.14
rhbqlydn.sci.cqu.com.    IN    A    61.27.82.17
bvarklhw.sci.cqu.com.    IN    A    137.122.52.7
knvrbxwd.sci.cqu.com.    IN    A    218.153.143.125
weqcsxnm.sci.cqu.com.    IN    A    104.88.20.181
jetobpgs.sci.cqu.com.    IN    A    160.214.134.165
mrdjvxwk.sci.cqu.com.    IN    A    233.65.91.51
morcqpin.sci.cqu.com.    IN    A    199.31.251.115
xcfrikjy.sci.cqu.com.    IN    A    102.26.51.210
fnduhycx.sci.cqu.com.    IN    A    192.20.62.226
uqgfdsyt.sci.cqu.com.    IN    A    101.163.29.49
afibjmyv.sci.cqu.com.    IN    A    74.195.26.114
rolgmqsa.sci.cqu.com.    IN    A    184.174.75.32
halogviq.sci.cqu.com.    IN    A    146.176.94.93
dbnhoucx.sci.cqu.com.    IN    A    48.94.12.56
kptclmwg.sci.cqu.com.    IN    A    119.103.221.125
bskctgxv.sci.cqu.com.    IN    A    82.146.200.183
vsmercfd.sci.cqu.com.    IN    A    169.102.64.64
mcyguvjs.sci.cqu.com.    IN    A    28.37.230.79
hjskonie.sci.cqu.com.    IN    A    189.177.167.0
wkqyudbe.sci.cqu.com.    IN    A    1.6.152.203
csivlhyg.sci.cqu.com.    IN    A    136.169.146.173
ojuhxwkq.sci.cqu.com.    IN    A    108.171.162.46
eitvjwms.sci.cqu.com.    IN    A    84.140.111.87
sawcrlvd.sci.cqu.com.    IN    A    55.135.42.99
dumnfbso.sci.cqu.com.    IN    A    133.219.138.101
rynjswbe.sci.cqu.com.    IN    A    132.15.40.224
ckeuqira.sci.cqu.com.    IN    A    170.95.186.177
mhcptiyj.sci.cqu.com.    IN    A    95.152.132.137
cfrinbae.sci.cqu.com.    IN    A    127.6.250.178
litcjahp.sci.cqu.com.    IN    A    203.147.4.29
gpstqryv.sci.cqu.com.    IN    A    197.221.61.1
mjdolxtg.sci.cqu.com.    IN    A    99.80.229.129
sjoktvnu.sci.cqu.com.    IN    A    140.165.60.201
asudbkrc.sci.cqu.com.    IN    A    123.16.233.131
vfthonew.sci.cqu.com.    IN    A    248.146.208.195
kbfoewam.sci.cqu.com.    IN    A    52.95.69.227
vixdouke.sci.cqu.com.    IN    A    232.74.43.115
rasbfqkt.sci.cqu.com.    IN    A    206.252.131.40
kfdmapiv.sci.cqu.com.    IN    A    59.28.50.145
hwfprnlx.sci.cqu.com.    IN    A    11.134.100.169
bgloudye.sci.cqu.com.    IN    A    203.103.174.167
aneokhpv.sci.cqu.com.    IN    A    94.30.203.193
bvoajfcr.sci.cqu.com.    IN    A    21.18.54.71
wujcpknx.sci.cqu.com.    IN    A    233.185.89.83
tadvqfun.sci.cqu.com.    IN    A    11.84.79.242
pohjduir.sci.cqu.com.    IN    A    45.235.45.201
abejnurp.sci.cqu.com.    IN    A    227.199.12.61
nghtlovw.sci.cqu.com.    IN    A    19.125.27.208
tbfugxor.sci.cqu.com.    IN    A    27.2.184.128
gwhclkdx.sci.cqu.com.    IN    A    178.8.37.158
cepgblmr.sci.cqu.com.    IN    A    19.18.115.27
peofjgln.sci.cqu.com.    IN    A    199.10.49.244
dlpvtras.sci.cqu.com.    IN    A    116.16.100.189
ojvrtida.sci.cqu.com.    IN    A    187.51.92.202
vxdwqplg.sci.cqu.com.    IN    A    249.184.232.247
kyrqmunt.sci.cqu.com.    IN    A    46.25.19.134
vdocbhwf.sci.cqu.com.    IN    A    87.149.109.140
rxedkftp.sci.cqu.com.    IN    A    76.198.79.71
caklnsrt.sci.cqu.com.    IN    A    45.252.251.8
eqwhxsfj.sci.cqu.com.    IN    A    25.241.69.209
fknvayxu.sci.cqu.com.    IN    A    188.210.91.159
enrgiokc.sci.cqu.com.    IN    A    86.111.48.37
yajhxcte.sci.cqu.com.    IN    A    47.8.41.2
wdtefvpc.sci.cqu.com.    IN    A    134.112.185.204
ymnxclvw.sci.cqu.com.    IN    A    229.68.229.17
